Word	Welsh-cy	Valence	Arousal	Dominance
mayonnaise	mayonnaise	0.510	0.320	0.222
mayor	maer	0.469	0.481	0.818
maze	drysfa	0.438	0.608	0.444
mead	mead	0.667	0.337	0.441
meadow	ddôl	0.622	0.130	0.382
meager	yn fach iawn	0.144	0.389	0.281
meal	pryd bwyd	0.833	0.461	0.473
mean	yn golygu	0.440	0.467	0.620
meander	meander	0.480	0.443	0.454
meandering	yn chwalu	0.427	0.644	0.539
meanie	meanie	0.388	0.420	0.404
meaning	ystyr	0.663	0.395	0.625
meaningful	yn ystyrlon	0.770	0.500	0.802
meaningless	ddiystyr	0.156	0.314	0.143
meanness	dwysedd	0.102	0.694	0.368
means	yn golygu	0.615	0.373	0.460
meantime	yn y cyfamser	0.432	0.222	0.300
measles	y frech goch	0.092	0.635	0.422
measurable	mesuradwy	0.604	0.410	0.602
measure	mesur	0.510	0.375	0.365
measured	wedi'i fesur	0.542	0.265	0.578
measurement	mesuriad	0.622	0.418	0.491
measuring	mesur	0.448	0.337	0.529
measuring cup	cwpan mesur	0.557	0.343	0.377
measuring tape	tâp mesur	0.337	0.280	0.327
meat	cig	0.612	0.421	0.413
meatball	pêl cig	0.612	0.279	0.343
meathead	cigheadhead	0.306	0.534	0.490
meatloaf	cig bach	0.625	0.389	0.375
mechanic	mecanig	0.571	0.433	0.566
mechanical	mecanyddol	0.479	0.569	0.564
mechanics	mecaneg	0.542	0.500	0.761
mechanism	mecanwaith	0.573	0.583	0.664
med	NO TRANSLATION	0.375	0.429	0.606
medal	medal	0.854	0.555	0.746
medallion	medaliwn	0.750	0.510	0.710
medallist	medalwr	0.796	0.821	0.897
meddle	meddle	0.302	0.770	0.526
meddling	meddling	0.245	0.600	0.461
media	cyfryngau	0.500	0.330	0.464
medial	medial	0.458	0.340	0.429
median	canolrif	0.459	0.216	0.375
mediate	cyfryngol	0.635	0.308	0.654
mediation	cyfryngu	0.661	0.350	0.657
mediator	cyfryngwr	0.592	0.438	0.580
medic	meddyg	0.500	0.472	0.585
medical	meddygol	0.583	0.373	0.616
medicate	meddyginiaeth	0.417	0.375	0.546
medication	meddyginiaeth	0.615	0.439	0.500
medicinal	meddyginiaethol	0.667	0.417	0.614
medicine	meddygaeth	0.708	0.318	0.679
medieval	canoloesol	0.560	0.408	0.455
mediocre	canolig	0.188	0.481	0.149
mediocrity	mediocrity	0.073	0.398	0.225
meditate	meddyliwch	0.812	0.146	0.564
meditating	meditating	0.718	0.185	0.399
meditation	myfyrdod	0.786	0.120	0.478
meditative	meditative	0.614	0.120	0.454
mediterranean	mediterraneaidd	0.663	0.454	0.545
medium	canolig	0.559	0.356	0.358
medley	medley	0.487	0.352	0.400
meek	meek	0.531	0.150	0.198
meet	cwrdd	0.760	0.510	0.580
meeting	cyfarfod	0.750	0.569	0.613
mega	mega	0.724	0.538	0.723
meh	meh	0.380	0.286	0.365
melancholic	melancholic	0.181	0.306	0.277
melancholy	melancholy	0.188	0.260	0.237
melee	cysur	0.541	0.704	0.611
mellow	braidd	0.633	0.069	0.265
melodious	melodious	0.932	0.530	0.587
melodrama	melodrama	0.378	0.830	0.446
melodramatic	melodramatig	0.235	0.692	0.368
melody	alaw	0.847	0.434	0.405
melon	melon	0.461	0.231	0.271
melt	toddi	0.448	0.615	0.312
meltdown	meltdown	0.629	0.657	0.602
melting	toddi	0.592	0.470	0.538
member	aelod	0.698	0.333	0.555
membership	aelodaeth	0.698	0.411	0.778
membrane	bilen	0.406	0.430	0.418
memento	cofiwch	0.708	0.360	0.536
memo	memo	0.625	0.235	0.407
memoir	memoir	0.750	0.242	0.553
memorabilia	cofiadwy	0.780	0.412	0.491
memorable	cofiadwy	0.939	0.510	0.769
memorandum	memorandwm	0.600	0.500	0.639
memorial	cofeb	0.602	0.304	0.600
memorials	cofebion	0.771	0.333	0.679
memories	atgofion	0.963	0.487	0.510
memoriesiwontforget	NO TRANSLATION	0.635	0.542	0.455
memorize	cofiwch	0.520	0.451	0.716
memory	cof	0.792	0.378	0.573
menace	anffodus	0.125	0.894	0.759
menacing	yn flinig	0.042	0.880	0.643
menagerie	menagerie	0.573	0.480	0.538
mend	mendwch	0.542	0.436	0.602
mending	benthyca	0.500	0.633	0.657
menial	menial	0.490	0.420	0.352
meningitis	llid yr ymennydd	0.104	0.612	0.407
meniscus	meniscws	0.323	0.330	0.453
menopause	menopos	0.204	0.460	0.306
menses	menywod	0.163	0.686	0.331
menstrual	menstrual	0.408	0.519	0.435
mental	meddyliol	0.490	0.490	0.585
mentalhealth	NO TRANSLATION	0.562	0.541	0.670
mentality	meddylfryd	0.711	0.415	0.726
menthol	menthol	0.490	0.292	0.433
mention	sôn	0.562	0.365	0.562
mentor	mentor	0.719	0.455	0.777
menu	ddewislen	0.633	0.333	0.385
meow	meow	0.510	0.510	0.412
mercantile	mercantile	0.480	0.490	0.713
mercenary	mercenary	0.245	0.837	0.673
merchandise	nwyddau	0.594	0.460	0.621
merchant	masnachwr	0.675	0.500	0.620
merciful	drugarog	0.854	0.346	0.500
merciless	merched	0.062	0.880	0.634
mercurial	mercurial	0.490	0.546	0.518
mercury	mercwri	0.337	0.312	0.475
mercy	trugaredd	0.719	0.229	0.500
mere	dim ond	0.396	0.221	0.176
merengue	merengue	0.688	0.519	0.442
merge	uno	0.760	0.480	0.733
merger	uno	0.592	0.490	0.642
meridian	meridian	0.510	0.324	0.558
meridional	meridional	0.365	0.290	0.600
meringue	meringw	0.625	0.580	0.411
merit	teilyngdod	0.854	0.500	0.722
meritorious	meritorious	0.781	0.618	0.855
mermaid	morwyn	0.765	0.623	0.452
merriment	rhyfeddod	0.948	0.721	0.632
merry	hapus	0.979	0.731	0.764
merrychristmas	NO TRANSLATION	0.888	0.510	0.536
mesa	table	0.604	0.191	0.319
mescaline	mescalîn	0.490	0.580	0.415
mesh	rhwyll	0.429	0.235	0.371
meshes	clwydi	0.440	0.363	0.362
mesmerized	wedi'i fydwthio	0.520	0.552	0.421
mess	llanast	0.143	0.843	0.273
message	neges	0.650	0.391	0.415
messedup	NO TRANSLATION	0.333	0.615	0.358
messenger	negesydd	0.694	0.434	0.500
messiah	messiah	0.781	0.634	0.800
messy	llawen	0.260	0.635	0.140
metabolic	metabolig	0.408	0.531	0.559
metabolism	metaboledd	0.698	0.509	0.555
metal	metel	0.551	0.429	0.547
metallic	metelaidd	0.615	0.330	0.607
metallurgy	meteleg	0.396	0.509	0.587
metamorphosis	metamorffosis	0.541	0.571	0.613
metaphor	drosffl	0.562	0.280	0.470
metaphorical	wrthffolig	0.500	0.412	0.480
metaphysical	metaphisegol	0.630	0.573	0.686
metaphysics	metaphiseg	0.561	0.396	0.588
metastasis	metastasis	0.177	0.646	0.452
meteor	meteor	0.398	0.714	0.737
meteoric	meteorig	0.590	0.802	0.684
meteorite	meteorit	0.385	0.794	0.750
meteorological	meteorolegol	0.635	0.557	0.556
meteorology	meteoroleg	0.630	0.418	0.689
meter	metr	0.438	0.300	0.463
meth	meth	0.354	0.564	0.340
methadone	methadon	0.240	0.540	0.453
methane	methan	0.290	0.460	0.569
methanol	methanol	0.292	0.500	0.570
method	dull	0.640	0.275	0.698
methodical	drefnus	0.663	0.360	0.745
methodology	methodoleg	0.664	0.327	0.745
meticulous	yn fanwl	0.555	0.480	0.555
metime	metimeg	0.531	0.398	0.417
metric	metrig	0.519	0.248	0.573
metrical	metrig	0.521	0.375	0.482
metrology	metroleg	0.531	0.432	0.439
metropolis	metropolis	0.656	0.625	0.779
metropolitan	metropolitan	0.387	0.408	0.723
mettle	mettle	0.667	0.529	0.750
mew	mew	0.418	0.481	0.380
mezzanine	mezzanine	0.479	0.427	0.404
mica	mica	0.531	0.250	0.314
mick	mick	0.449	0.451	0.382
micro	micro	0.500	0.270	0.250
microbe	microb	0.255	0.450	0.340
microbiology	microbioleg	0.571	0.378	0.560
microchip	microsglodyn	0.551	0.358	0.432
microcosm	microcosm	0.500	0.500	0.520
microfilm	microffilm	0.469	0.352	0.412
microgram	microgram	0.448	0.286	0.355
micrometer	micromedr	0.573	0.358	0.394
micron	micron	0.375	0.291	0.315
microphone	meicroffon	0.551	0.431	0.462
microscope	microsgop	0.531	0.330	0.464
microscopic	microsgopig	0.360	0.327	0.433
microscopically	microsgopig	0.623	0.370	0.412
microscopy	microsgopeg	0.500	0.339	0.455
microwave	meicrodon	0.542	0.497	0.443
mid	canol	0.500	0.315	0.356
midair	canol	0.633	0.413	0.455
midday	canol dydd	0.658	0.250	0.403
middle	canol	0.458	0.157	0.300
middleman	canolwr	0.500	0.404	0.452
middleweight	pwysau canol	0.510	0.302	0.428
midget	bachgen	0.396	0.295	0.254
midland	canolbarth	0.521	0.402	0.456
midlife	canol oes	0.594	0.244	0.473
midline	canolig	0.332	0.224	0.330
midnight	hanner nos	0.562	0.470	0.545
midshipman	canolbarthwr	0.469	0.615	0.785
midst	canol	0.324	0.275	0.296
midsummer	canol dydd	0.781	0.480	0.492
midterm	canol dydd	0.427	0.337	0.425
midtown	canol y dref	0.479	0.442	0.538
midway	canol ffordd	0.459	0.316	0.304
midwife	bydwraig	0.531	0.570	0.453
midwifery	bydwreigiaeth	0.510	0.570	0.459
mien	NO TRANSLATION	0.500	0.352	0.447
miffed	miffed	0.204	0.726	0.429
mighty	cryf	0.855	0.837	0.936
mignon	mignon	0.551	0.440	0.423
migraine	meigryn	0.135	0.783	0.318
migrate	mudo	0.415	0.580	0.454
migration	mudo	0.492	0.731	0.566
migratory	mudol	0.448	0.521	0.491
mike	mike	0.542	0.365	0.423
mil	NO TRANSLATION	0.534	0.388	0.347
mild	ysgafn	0.635	0.198	0.216
mildew	lladd	0.344	0.250	0.241
mildness	mildness	0.827	0.226	0.311
mile	milltir	0.521	0.417	0.456
mileage	milltiroedd	0.510	0.458	0.562
milestone	carreg filltir	0.719	0.373	0.558
militant	militant	0.418	0.667	0.750
militants	militants	0.260	0.673	0.652
military	milwrol	0.396	0.710	0.875
militia	milisia	0.396	0.729	0.769
milk	llaeth	0.817	0.270	0.327
milkman	dyn llaeth	0.750	0.380	0.304
milkshake	gwisgoedd	0.796	0.521	0.330
milky	llaethog	0.517	0.283	0.311
mill	melin	0.531	0.382	0.347
millennium	mileniwm	0.573	0.398	0.760
milligram	miligram	0.429	0.217	0.302
millimeter	milimedr	0.427	0.177	0.360
million	miliwn	0.776	0.647	0.812
millionaire	filiwnwr	0.917	0.755	0.850
millionth	miliwnfed	0.635	0.528	0.611
millstone	melinfaen	0.510	0.433	0.492
mime	meim	0.455	0.235	0.302
mimic	dynwared	0.557	0.587	0.391
mimicking	dynwared	0.316	0.433	0.364
mimicry	dynwared	0.420	0.337	0.472
mince	mins	0.417	0.529	0.378
mincemeat	mincemeat	0.396	0.435	0.358
mind	meddwl	0.650	0.388	0.627
minded	meddwl	0.656	0.394	0.627
mindful	yn ofalus	0.765	0.450	0.725
mindfulness	meddylfryd	0.729	0.635	0.745
mindless	ddiofal	0.184	0.333	0.153
mine	pwll	0.688	0.418	0.578
minefield	minfield	0.188	0.839	0.684
miner	glöwr	0.408	0.594	0.644
mineral	mwynau	0.519	0.287	0.605
mineralogy	mwynoleg	0.551	0.408	0.545
mingle	mingle	0.561	0.480	0.434
mingled	wedi'i gyfuno	0.521	0.392	0.357
mini	bach	0.421	0.324	0.221
miniature	bach bach	0.429	0.292	0.204
minibus	bws mini	0.439	0.390	0.428
minim	NO TRANSLATION	0.518	0.208	0.138
minimal	lleiaf posibl	0.448	0.147	0.206
minimize	lleihau	0.360	0.236	0.311
minimized	wedi'i leihau	0.458	0.137	0.208
minimum	lleiafswm	0.380	0.198	0.194
mining	cloddio	0.633	0.598	0.554
minion	glustyn	0.490	0.430	0.167
minister	gweinidog	0.547	0.441	0.892
ministerial	gweinidogol	0.571	0.519	0.660
ministry	gweinidogaeth	0.510	0.346	0.717
minivan	minivan	0.592	0.356	0.452
mink	minc	0.560	0.515	0.430
minnow	minnow	0.541	0.367	0.364
minor	mân	0.250	0.235	0.175
minority	lleiafrifoedd	0.310	0.332	0.211
minstrel	minstrel	0.458	0.541	0.397
mint	mintys	0.688	0.221	0.345
minty	minty	0.635	0.292	0.361
minuscule	minuscule	0.396	0.286	0.214
minute	munud	0.582	0.279	0.356
minutiae	minutiae	0.323	0.257	0.316
minx	minx	0.448	0.519	0.404
mir	NO TRANSLATION	0.417	0.339	0.355
miracle	gwyrth	0.917	0.607	0.806
miracles	gwyrthiau	0.922	0.735	0.692
miraculous	gwyrthiol	0.875	0.706	0.812
mirage	merthyr	0.546	0.487	0.562
mire	NO TRANSLATION	0.344	0.376	0.298
mirror	drych	0.677	0.310	0.438
mirth	mirth	0.888	0.640	0.608
misappropriation	camddefnyddio	0.097	0.831	0.500
misbehave	camymddwyn	0.020	0.847	0.304
misbehavior	camymddwyn	0.031	0.704	0.269
miscalculation	cyfrifiad cywir	0.177	0.490	0.353
miscarriage	abortiad	0.042	0.781	0.312
miscellaneous	amrywiol	0.531	0.321	0.196
miscellany	cylchgrawn	0.500	0.412	0.384
mischief	camymddwyn	0.385	0.834	0.292
mischievous	anghyflawn	0.439	0.804	0.472
misconception	camsyniad	0.210	0.557	0.291
misconduct	camymddwyn	0.061	0.667	0.304
misdemeanor	camdriniaeth	0.210	0.640	0.364
misdirection	camarweiniad	0.131	0.710	0.281
miser	camarwain	0.208	0.633	0.311
miserable	yn ddrwg	0.062	0.461	0.188
miserably	yn ddrwg	0.280	0.545	0.150
misery	tristwch	0.146	0.378	0.158
misfire	camymddwyn	0.153	0.453	0.200
misfit	camgymeriad	0.173	0.500	0.393
misfortune	anffodus	0.094	0.780	0.311
misguided	NO TRANSLATION	0.280	0.531	0.259
mishap	camarwain	0.071	0.654	0.227
misinformed	camarweiniol	0.156	0.567	0.250
misinterpretation	camddehongli	0.112	0.556	0.360
mislead	camarwain	0.167	0.765	0.412
misleading	yn gamarweiniol	0.070	0.660	0.272
misled	camarwain	0.177	0.606	0.353
mismanagement	camreoli	0.094	0.520	0.295
mismatch	anghytuno	0.250	0.459	0.282
mismatched	anghywir	0.250	0.557	0.302
misnomer	camdriniaeth	0.296	0.528	0.284
misplace	camddefnyddio	0.229	0.461	0.191
misplaced	camgymeriad	0.247	0.450	0.324
misread	camddehongli	0.115	0.558	0.315
misrepresent	camliwio	0.198	0.542	0.418
misrepresentation	camliwio	0.323	0.618	0.518
misrepresented	cam-gynrychioli	0.042	0.519	0.466
miss	colli	0.573	0.490	0.408
missile	taflegryn	0.240	0.830	0.764
missiles	taflegrau	0.070	0.922	0.830
missing	ar goll	0.306	0.418	0.222
missingyou	NO TRANSLATION	0.260	0.471	0.377
mission	cenhadaeth	0.765	0.633	0.870
missionary	cenhadwr	0.729	0.404	0.596
misspell	misspell	0.292	0.423	0.281
misstatement	camddatganiad	0.302	0.547	0.221
missy	missy	0.521	0.480	0.333
mist	niwl	0.375	0.194	0.221
mistake	camgymeriad	0.208	0.585	0.102
mistaken	camgymeriad	0.131	0.630	0.212
mister	mister	0.604	0.406	0.663
mistletoe	mistletoe	0.542	0.470	0.324
mistreated	wedi'i gam-drin	0.010	0.792	0.200
mistress	meistres	0.630	0.796	0.694
mistrial	mistrial	0.427	0.539	0.536
mistrust	diffyg ymddiriedaeth	0.135	0.657	0.231
misty	chwith	0.427	0.451	0.278
misunderstand	camddeall	0.177	0.548	0.382
misunderstanding	camddealltwriaeth	0.112	0.618	0.284
misunderstood	camddeall	0.177	0.625	0.309
misuse	camddefnyddio	0.083	0.560	0.196
mite	gwenith	0.290	0.584	0.271
miter	miter	0.458	0.500	0.414
mitigate	lliniaru	0.506	0.427	0.456
mitigating	lliniaru	0.551	0.520	0.600
mitigation	lliniaru	0.448	0.527	0.423
mitt	mitt	0.406	0.183	0.264
mitten	NO TRANSLATION	0.531	0.330	0.408
mitzvah	mitzvah	0.422	0.610	0.409
mix	cymysgedd	0.542	0.490	0.472
mixed	cymysg	0.510	0.346	0.444
mixedemotions	cymysgedd	0.440	0.673	0.430
mixer	cymysgwr	0.562	0.500	0.556
mixture	cymysgedd	0.546	0.360	0.481
mnemonic	mnemonig	0.531	0.480	0.452
moan	geg	0.357	0.735	0.352
moat	ffos	0.398	0.380	0.314
mob	mob	0.296	0.788	0.567
mobile	symudol	0.615	0.569	0.481
mobility	symudedd	0.700	0.596	0.654
mobilization	symudiad	0.688	0.720	0.787
mobilize	symud	0.604	0.684	0.727
mobster	mobster	0.188	0.870	0.638
mocha	mocha	0.500	0.396	0.311
mock	ffug	0.360	0.606	0.618
mocked	wedi ei flino	0.225	0.746	0.204
mockery	ffug	0.094	0.806	0.181
mocking	magu	0.082	0.755	0.394
mockingbird	mockingbird	0.513	0.337	0.423
mod	mod	0.458	0.367	0.384
modal	moddol	0.592	0.264	0.461
modality	addasrwydd	0.633	0.404	0.527
mode	modd	0.531	0.185	0.367
model	model	0.607	0.388	0.723
modeler	modeler	0.500	0.510	0.730
modeling	modelu	0.684	0.404	0.490
modem	modem	0.573	0.355	0.500
moderate	cymedrol	0.582	0.190	0.453
moderate anticipation	rhagweld cymedrol	0.667	0.451	0.574
moderate disgust	cymedrol gwarthus	0.229	0.558	0.381
moderate negative	cymedrol negyddol	0.177	0.500	0.306
moderate positive	cymedrol cymedrol	0.896	0.453	0.753
moderate surprise	syndod cymedrol	0.776	0.663	0.637
moderate trust	ymddiried cymedrol	0.677	0.350	0.773
moderately	yn gymedrol	0.604	0.264	0.500
moderating	cymedroli	0.667	0.402	0.783
moderation	cymedroli	0.531	0.240	0.453
moderator	safonwr	0.519	0.354	0.802
modern	modern	0.855	0.423	0.691
modernism	moderniaeth	0.760	0.553	0.703
modest	cymedrol	0.760	0.130	0.412
modesty	gonestrwydd	0.778	0.240	0.500
modicum	modicum	0.234	0.417	0.327
modifiable	addasadwy	0.541	0.422	0.373
modification	addasiad	0.480	0.520	0.625
modified	wedi'i addasu	0.561	0.458	0.693
modify	addasu	0.458	0.584	0.625
modulate	modiwleiddio	0.673	0.343	0.555
modulation	modiwleiddio	0.458	0.365	0.565
module	modiwl	0.582	0.388	0.571
modulus	modwl	0.622	0.304	0.481
mogul	mogul	0.510	0.652	0.865
moiety	lladd	0.378	0.343	0.454
moist	llaith	0.470	0.316	0.386
moisture	lleithder	0.406	0.398	0.327
moisturizer	lleithydd	0.750	0.280	0.386
molar	molar	0.544	0.426	0.350
molasses	molasses	0.490	0.269	0.286
mold	llwydni	0.330	0.274	0.402
molded	mowldio	0.667	0.361	0.373
molding	mowldio	0.552	0.308	0.546
moldy	llwydni	0.235	0.387	0.250
mole	mole	0.436	0.377	0.352
molecular	moleciwlaidd	0.495	0.440	0.536
molecule	moleciwl	0.531	0.259	0.375
molest	molesti	0.133	0.816	0.319
molestation	molestation	0.102	0.808	0.407
molester	molester	0.143	0.811	0.478
molten	wedi'i doddi	0.417	0.490	0.339
mom	mom	0.927	0.336	0.639
moment	momentyn	0.604	0.435	0.509
momentary	momentary	0.562	0.271	0.330
momentous	yn brydlon	0.792	0.587	0.760
momentum	momentwm	0.663	0.750	0.688
momma	momma	0.833	0.412	0.527
mommy	mommy	0.854	0.353	0.422
monad	monad	0.510	0.482	0.451
monarch	monarch	0.583	0.559	0.870
monarchy	frenhiniaeth	0.450	0.557	0.870
monastery	mynachlog	0.694	0.183	0.726
monastic	mynachaidd	0.438	0.314	0.676
monetary	ariannol	0.583	0.494	0.716
money	arian	0.844	0.608	0.827
mongoloid	mongoloid	0.177	0.364	0.317
mongoose	mongoose	0.327	0.380	0.546
mongrel	mongrel	0.425	0.438	0.395
monitor	monitro	0.490	0.298	0.538
monk	mynach	0.472	0.208	0.439
monkey	mwnci	0.548	0.449	0.283
mono	NO TRANSLATION	0.500	0.390	0.273
monochrome	monocrom	0.312	0.292	0.339
monogamous	monogamig	0.510	0.335	0.402
monogamy	monogami	0.542	0.380	0.455
monogram	monogram	0.480	0.210	0.425
monogrammed	monogrameg	0.503	0.270	0.402
monograph	monograff	0.500	0.242	0.481
monolayer	monolayer	0.427	0.294	0.433
monolith	monolith	0.429	0.327	0.500
monologue	monolog	0.500	0.284	0.534
monopolist	monopolydd	0.330	0.590	0.725
monopoly	monopoli	0.449	0.509	0.640
monotonous	yn gyfunog	0.354	0.221	0.400
monotony	monotoni	0.398	0.135	0.353
monoxide	monocsid	0.433	0.430	0.490
monsieur	monsieur	0.552	0.340	0.623
monsoon	monsoon	0.358	0.600	0.481
monster	anghenfil	0.133	0.935	0.596
monstrosity	rhyfeddod	0.094	0.933	0.611
monstrous	monstrous	0.094	0.942	0.649
montage	montage	0.438	0.520	0.388
monte	mynydd	0.589	0.330	0.391
month	mis	0.688	0.255	0.411
monthly	bob mis	0.622	0.314	0.364
monument	heneb	0.833	0.404	0.811
monumental	cofiadwy	0.656	0.594	0.955
moo	moo	0.438	0.355	0.300
mooch	mooch	0.378	0.413	0.309
mood	hwyliau	0.720	0.500	0.500
moods	hwyliau	0.578	0.633	0.491
moody	moody	0.245	0.811	0.595
moon	lleuad	0.673	0.233	0.547
moonbeam	moonbeam	0.700	0.290	0.491
moonlight	golau lleuad	0.865	0.264	0.409
moonlit	lleuadu	0.873	0.269	0.508
moonshine	moonshine	0.633	0.389	0.491
moonstruck	llethu lleuad	0.583	0.438	0.407
moonwalk	moonwalk	0.615	0.586	0.525
moor	rhos	0.311	0.464	0.378
moored	ymgorffori	0.344	0.500	0.417
mooring	angori	0.323	0.490	0.444
moorings	angorfeydd	0.406	0.500	0.516
moorland	rhostir	0.490	0.370	0.456
moose	moose	0.648	0.373	0.318
moot	moot	0.344	0.500	0.615
mooted	wedi'i ddynodi	0.388	0.580	0.463
mop	mop	0.396	0.442	0.296
mope	mope	0.406	0.309	0.345
moped	moped	0.582	0.582	0.554
moral	moesol	0.700	0.459	0.796
morale	morâl	0.729	0.158	0.792
morality	moesoldeb	0.750	0.408	0.759
morals	moesau	0.646	0.430	0.611
morass	afonydd	0.387	0.348	0.375
moratorium	moratoriwm	0.337	0.427	0.373
moray	moray	0.510	0.402	0.463
morbid	morbid	0.090	0.833	0.395
morbidity	morbidrwydd	0.370	0.630	0.443
morbidness	morbidrwydd	0.120	0.694	0.339
mores	mores	0.582	0.317	0.684
morgue	morgue	0.022	0.539	0.241
moribund	moribund	0.083	0.488	0.167
morn	bore	0.542	0.284	0.345
morning	bore	0.688	0.235	0.444
moron	twpsyn	0.133	0.587	0.183
moronic	moronic	0.122	0.500	0.224
morose	morose	0.240	0.663	0.264
morph	morff	0.448	0.469	0.451
morphine	morffin	0.229	0.490	0.496
morphism	morffistiaeth	0.398	0.549	0.386
morphology	morffoleg	0.516	0.373	0.639
morrow	yfory	0.708	0.314	0.490
morsel	morsel	0.490	0.296	0.400
mortal	mortal	0.196	0.786	0.510
mortality	marwolaeth	0.229	0.726	0.518
mortar	morter	0.333	0.627	0.562
mortgage	morgais	0.255	0.408	0.537
mortgagee	morgaisai	0.418	0.633	0.723
mortgagor	morgaiswr	0.431	0.522	0.490
mortician	myfyriwr	0.104	0.429	0.275
mortification	marwolaeth	0.135	0.644	0.404
mortified	wedi'i marw	0.073	0.731	0.270
mortuary	mortwr	0.133	0.606	0.427
mosaic	mosaig	0.635	0.250	0.302
mosey	mosey	0.521	0.402	0.330
mosque	mosg	0.542	0.352	0.528
mosquito	mosgito	0.229	0.400	0.198
moss	mwsogl	0.235	0.270	0.245
mossy	mwsogl	0.375	0.329	0.286
mote	NO TRANSLATION	0.375	0.388	0.260
motel	motel	0.531	0.372	0.450
moth	gwyfynod	0.323	0.350	0.196
mother	mam	0.931	0.408	0.725
motherfucker	motherfucker	0.122	0.827	0.351
motherfucking	motherfucking	0.071	0.823	0.373
motherhood	mamolaeth	0.844	0.546	0.667
motherland	mamland	0.677	0.375	0.731
motherless	ddi-fam	0.163	0.541	0.337
motherly	mamol	0.927	0.324	0.710
motif	motiff	0.688	0.481	0.527
motion	cynnig	0.667	0.538	0.657
motionless	ddi-rym	0.323	0.210	0.246
motivate	cymell	0.812	0.776	0.873
motivating	ysgogi	0.958	0.820	0.787
motivation	cymhelliant	0.854	0.784	0.802
motivational	cymhelliant	0.906	0.646	0.858
motive	cymhelliad	0.667	0.588	0.663
motley	motley	0.480	0.398	0.412
motor	modur	0.531	0.551	0.648
motorbike	beic modur	0.552	0.608	0.616
motorboat	cwch modur	0.677	0.500	0.390
motorcade	cicio modur	0.708	0.730	0.593
motorcar	car modur	0.694	0.565	0.682
motorcycle	beic modur	0.677	0.764	0.713
motorist	modurwr	0.562	0.663	0.578
motte	motte	0.481	0.389	0.370
mottled	mân	0.380	0.336	0.295
motto	arwyddair	0.688	0.317	0.439
mould	llwydni	0.357	0.176	0.246
mound	twmpath	0.520	0.481	0.509
mount	mynydd	0.500	0.292	0.348
mountain	mynydd	0.698	0.408	0.649
mountaineer	mynyddwr	0.635	0.774	0.535
mountainous	mynyddig	0.635	0.519	0.612
mountains	mynyddoedd	0.766	0.433	0.569
mountaintop	mynydd	0.653	0.541	0.713
mourn	galar	0.056	0.583	0.150
mournful	galar	0.180	0.441	0.188
mourning	galar	0.177	0.490	0.266
mouse	llygoden	0.427	0.441	0.206
mousetrap	mousetrap	0.180	0.643	0.330
mousse	mousse	0.604	0.336	0.368
moustache	mwstas	0.470	0.236	0.409
mousy	mousy	0.480	0.413	0.339
mouth	ceg	0.734	0.294	0.336
mouthful	llonydd	0.609	0.565	0.389
mouthpiece	llethr	0.573	0.346	0.393
mouthwash	gwennol y geg	0.438	0.385	0.352
movable	symudol	0.469	0.509	0.500
move	symud	0.656	0.647	0.670
movement	symudiad	0.656	0.654	0.658
mover	symudwr	0.615	0.539	0.466
movie	ffilm	0.792	0.560	0.471
movies	ffilmiau	0.724	0.426	0.472
moving	symud	0.479	0.673	0.358
movingforward	NO TRANSLATION	0.857	0.518	0.848
movingon	symud ymlaen	0.490	0.529	0.435
mow	mow	0.420	0.559	0.393
mower	chwistrellwr	0.458	0.510	0.368
moxie	moxie	0.531	0.490	0.366
mozzarella	mozzarella	0.653	0.265	0.340
mri	mri	0.365	0.431	0.349
muchneeded	NO TRANSLATION	0.438	0.602	0.455
mucis	NO TRANSLATION	0.398	0.418	0.420
muck	muck	0.347	0.423	0.272
mucked	mucked	0.184	0.500	0.373
mucous	mwcws	0.330	0.296	0.293
mucus	mwcws	0.143	0.309	0.228
mud	mwd	0.333	0.260	0.185
muddle	muddle	0.184	0.710	0.336
muddled	muddled	0.250	0.615	0.263
muddy	mwdlyd	0.292	0.400	0.283
muff	muff	0.542	0.335	0.314
muffin	muffin	0.684	0.430	0.306
muffled	yn syfrdanol	0.479	0.330	0.421
muffler	muffler	0.357	0.407	0.454
