Word	Catalan-ca	Valence	Arousal	Dominance
hypothermia	hipotèrmia	0.184	0.620	0.301
hypothesis	hipòtesi	0.552	0.370	0.509
hypothetical	hipotètic	0.480	0.367	0.361
hysterectomy	histerectomia	0.178	0.660	0.470
hysteria	histeria	0.224	0.906	0.482
hysterical	histèrica	0.290	0.942	0.398
ibuprofen	ibuprofèn	0.448	0.427	0.504
ice	gel	0.440	0.265	0.219
ice tea	Tè gelat	0.771	0.337	0.336
iceberg	iceberg	0.344	0.540	0.648
icebox	nevera	0.560	0.222	0.370
icebreaker	trencaglaç de gel	0.571	0.545	0.848
iced	gelat	0.564	0.482	0.339
icing	guinda	0.688	0.452	0.411
icky	icky	0.357	0.510	0.342
icon	icona	0.549	0.349	0.415
iconic	icònic	0.583	0.537	0.700
iconography	iconografia	0.602	0.382	0.653
icy	gelat	0.684	0.375	0.345
id	id	0.449	0.344	0.391
idea	idea	0.750	0.538	0.704
ideal	ideal	0.802	0.437	0.736
idealism	idealisme	0.635	0.436	0.689
idealist	idealista	0.816	0.510	0.802
idealistic	idealista	0.812	0.469	0.755
identical	idèntic	0.635	0.380	0.527
identically	de manera idèntica	0.667	0.427	0.487
identification	identificació	0.714	0.451	0.692
identify	identificar	0.635	0.480	0.667
identity	identitat	0.663	0.360	0.780
ideology	ideologia	0.573	0.344	0.692
idiocy	idiotes	0.112	0.635	0.137
idiom	idioma	0.520	0.337	0.445
idiomatic	idiomàtic	0.531	0.429	0.516
idiot	idiota	0.086	0.567	0.113
idiotic	idiota	0.104	0.620	0.170
idiots	idiotes	0.143	0.600	0.144
idle	ociós	0.179	0.167	0.112
idleness	ociositat	0.308	0.330	0.228
idler	idler	0.200	0.304	0.194
idol	ídol	0.684	0.805	0.853
idolatry	idolatria	0.365	0.571	0.625
idolizing	Idolatrat	0.676	0.712	0.643
idyllic	idíl.lic	0.571	0.394	0.593
iffy	dubtós	0.380	0.442	0.333
ifonly	si només	0.406	0.250	0.255
igloo	iglú	0.569	0.302	0.345
igneous	ígneo	0.469	0.466	0.517
ignite	encendre	0.458	0.785	0.675
ignition	ignició	0.365	0.720	0.657
ignorance	ignorància	0.153	0.417	0.209
ignorant	ignorant	0.102	0.461	0.223
ignore	ignorar	0.146	0.230	0.295
iguana	iguana	0.521	0.235	0.291
ihatespiders	NO TRANSLATION	0.245	0.611	0.420
ilk	NO TRANSLATION	0.438	0.451	0.455
ill	malalt	0.073	0.410	0.200
illegal	il·legal	0.061	0.787	0.337
illegality	il·legalitat	0.094	0.635	0.427
illegally	il·legalment	0.133	0.788	0.402
illegible	il·legible	0.296	0.490	0.315
illegitimate	il·legítim	0.184	0.644	0.302
illicit	il·lícit	0.188	0.794	0.390
illiterate	analfabeta	0.120	0.410	0.151
illness	malaltia	0.098	0.717	0.211
illogical	il·lògic	0.208	0.630	0.251
illuminate	il·luminar	0.905	0.646	0.782
illuminating	il·luminant	0.949	0.613	0.773
illumination	il·luminació	0.760	0.588	0.537
illuminator	il·luminador	0.770	0.566	0.718
illusion	il·lusió	0.562	0.490	0.387
illustrate	il·lustrar	0.750	0.430	0.690
illustration	il·lustració	0.740	0.441	0.640
illustrative	il·lustratiu	0.771	0.452	0.647
illustrious	il·lustre	0.673	0.550	0.741
ilovechristmas	NO TRANSLATION	0.885	0.590	0.525
iloveher	NO TRANSLATION	0.750	0.519	0.556
image	imatge	0.653	0.241	0.453
imagery	imatges	0.653	0.327	0.390
imaginable	imaginable	0.613	0.529	0.596
imaginary	imaginari	0.560	0.424	0.310
imagination	imaginació	0.802	0.491	0.547
imaginative	imaginatiu	0.780	0.541	0.593
imagine	imaginar	0.759	0.480	0.587
imagined	imaginat	0.656	0.412	0.418
imaging	imatge	0.724	0.394	0.482
imagining	imaginant	0.765	0.458	0.545
imam	NO TRANSLATION	0.527	0.337	0.539
imbalance	desequilibri	0.115	0.538	0.264
imbecile	imbécil	0.082	0.569	0.260
imbedded	incrustat	0.406	0.580	0.562
imissyou	NO TRANSLATION	0.480	0.608	0.344
imitate	imitar	0.469	0.561	0.336
imitated	imitat	0.333	0.391	0.442
imitation	imitació	0.406	0.592	0.343
immaculate	immaculada	0.698	0.330	0.688
immaterial	immaterial	0.296	0.309	0.295
immature	immadur	0.114	0.500	0.200
immaturity	immaduresa	0.146	0.567	0.221
immeasurable	inconmensurable	0.510	0.539	0.712
immeasurably	immensurable	0.510	0.640	0.680
immediacy	immediatesa	0.635	0.630	0.627
immediate	immediat	0.656	0.548	0.716
immediately	immediatament	0.552	0.780	0.707
immemorial	immemorial	0.327	0.469	0.454
immense	immens	0.755	0.750	0.811
immerse	submergir	0.510	0.577	0.509
immersion	immersió	0.510	0.556	0.564
immigrant	immigrant	0.357	0.663	0.509
immigration	immigració	0.390	0.667	0.454
imminent	imminent	0.490	0.784	0.643
immobile	immòbil	0.225	0.217	0.298
immoral	immoral	0.143	0.622	0.385
immorality	immoralitat	0.188	0.689	0.315
immortal	immortal	0.812	0.750	0.795
immortality	immortalitat	0.688	0.635	0.861
immovable	immòbil	0.480	0.310	0.571
immune	immune	0.629	0.472	0.780
immunity	immunitat	0.633	0.316	0.786
immunization	immunització	0.667	0.510	0.733
immutable	immutable	0.427	0.431	0.571
imp	imp	0.350	0.448	0.420
impact	impacte	0.469	0.884	0.776
impair	perjudicar	0.153	0.500	0.360
impaired	deteriorat	0.130	0.459	0.269
impairment	deteriorament	0.170	0.571	0.220
impart	impartir	0.521	0.441	0.694
impartial	imparcial	0.531	0.406	0.685
impartiality	imparcialitat	0.622	0.394	0.616
impassable	intransitable	0.342	0.458	0.553
impassioned	apassionat	0.740	0.780	0.802
impatience	impaciència	0.278	0.780	0.411
impatient	impacient	0.250	0.708	0.429
impatiently	NO TRANSLATION	0.194	0.750	0.539
impeach	impeach	0.208	0.776	0.664
impeachment	impeachment	0.163	0.735	0.694
impeccable	impecable	0.833	0.370	0.824
impede	impedir	0.271	0.510	0.604
impediment	impediment	0.163	0.600	0.409
impelled	impulsat	0.604	0.741	0.690
impending	imminent	0.480	0.735	0.752
impenetrable	impenetrable	0.531	0.577	0.839
imperative	imprescindible	0.625	0.647	0.708
imperceptible	imperceptible	0.378	0.490	0.548
imperfect	imperfecte	0.173	0.527	0.202
imperfection	imperfecció	0.190	0.567	0.321
imperfectly	imperfecta	0.297	0.481	0.330
imperial	imperial	0.669	0.646	0.922
imperialist	NO TRANSLATION	0.284	0.786	0.833
impermeable	impermeable	0.510	0.308	0.558
impermissible	impermissible	0.188	0.464	0.352
impersonal	impersonal	0.316	0.356	0.472
impersonate	suplantar	0.510	0.632	0.591
impersonation	suplantació	0.375	0.618	0.528
impersonator	imitador	0.469	0.586	0.406
impertinence	impertinència	0.170	0.653	0.420
impertinent	impertinent	0.219	0.826	0.373
impervious	impermeable	0.582	0.408	0.536
impetuous	impetuós	0.602	0.814	0.712
impetus	ímpetu	0.521	0.740	0.635
implacable	implacable	0.569	0.663	0.830
implant	implant	0.429	0.510	0.588
implantation	implantació	0.396	0.604	0.741
implanted	implantat	0.347	0.500	0.679
implement	implementar	0.720	0.573	0.792
implicate	implicar	0.250	0.670	0.434
implicated	implicat	0.354	0.673	0.438
implication	implicació	0.337	0.528	0.690
implied	implícit	0.327	0.530	0.481
implore	implora	0.396	0.650	0.377
implosion	implosió	0.412	0.724	0.547
imply	implica	0.542	0.670	0.533
impolite	impolite	0.167	0.590	0.282
import	importar	0.615	0.480	0.623
importance	importància	0.750	0.580	0.864
important	important	0.827	0.630	0.836
importation	importació	0.625	0.500	0.733
impose	imposar	0.503	0.721	0.745
imposing	imposant	0.392	0.731	0.836
imposition	imposició	0.357	0.604	0.618
impossibility	impossibilitat	0.170	0.625	0.306
impossible	impossible	0.153	0.510	0.407
impostor	impostor	0.135	0.704	0.442
impotence	impotència	0.198	0.689	0.224
impotent	impotent	0.146	0.587	0.333
impound	embargar	0.230	0.587	0.583
impoverished	empobrit	0.125	0.311	0.203
impracticable	impracticable	0.398	0.549	0.381
impractical	impracticable	0.160	0.373	0.291
impregnable	inexpugnable	0.378	0.549	0.667
impregnate	impregnar	0.510	0.721	0.655
impress	impressionar	0.816	0.744	0.895
impressed	impressionat	0.806	0.770	0.429
impression	impressió	0.684	0.557	0.577
impressionable	impressionable	0.827	0.720	0.645
impressive	impressionant	0.781	0.830	0.873
imprint	empremta	0.615	0.574	0.685
imprison	empresonar	0.112	0.829	0.545
imprisoned	empresonat	0.032	0.717	0.302
imprisonment	empresonament	0.133	0.630	0.471
improbable	improbable	0.097	0.412	0.439
impromptu	improvisat	0.541	0.729	0.415
improper	inadequat	0.229	0.520	0.259
impropriety	impropriety	0.133	0.591	0.389
improve	millorar	0.833	0.528	0.815
improved	millorat	0.919	0.480	0.679
improvement	millora	0.786	0.500	0.611
improves	millora	0.929	0.625	0.727
improving	millorant	0.911	0.510	0.682
improvisation	improvisació	0.631	0.812	0.529
improvise	Improvisar	0.646	0.650	0.519
improvised	improvisat	0.610	0.673	0.443
imprudent	imprudent	0.170	0.676	0.265
impudence	impudència	0.214	0.500	0.472
impudent	impudent	0.302	0.604	0.462
impulse	impuls	0.530	0.840	0.611
impulsive	impulsiu	0.365	0.864	0.607
impunity	impunitat	0.313	0.721	0.602
impure	impur	0.260	0.560	0.208
impurity	impuresa	0.173	0.546	0.306
imputation	imputació	0.333	0.654	0.621
imtryingtosleep	NO TRANSLATION	0.438	0.363	0.385
inability	incapacitat	0.150	0.529	0.250
inaccessible	inaccessible	0.083	0.585	0.446
inaccurate	inexacte	0.135	0.450	0.250
inaction	inacció	0.323	0.225	0.325
inactivate	inactiu	0.245	0.240	0.415
inactivation	inactivació	0.198	0.260	0.220
inactive	inactiu	0.271	0.167	0.159
inactivity	inactivitat	0.135	0.143	0.227
inadequacy	insuficiència	0.286	0.500	0.297
inadequate	inadequat	0.122	0.450	0.223
inadequateness	insuficient	0.240	0.529	0.316
inadmissible	inadmissible	0.188	0.636	0.389
inadvertent	inadvertit	0.365	0.368	0.286
inadvertently	sense adonar-se'n	0.302	0.541	0.549
inaffable	NO TRANSLATION	0.388	0.518	0.455
inalienable	inalienable	0.437	0.459	0.608
inane	inane	0.271	0.350	0.268
inanimate	inanimat	0.281	0.143	0.224
inapplicable	inaplicable	0.281	0.402	0.330
inappropriate	inadequat	0.135	0.542	0.353
inattention	desatenció	0.208	0.433	0.188
inaudible	inaudible	0.280	0.398	0.358
inaugural	inaugural	0.684	0.567	0.608
inaugurate	inaugurar	0.781	0.582	0.800
inauguration	inauguració	0.847	0.712	0.769
inborn	innat	0.590	0.288	0.546
inbound	entrada	0.531	0.388	0.538
inbred	inbred	0.397	0.520	0.473
incalculable	incalculable	0.449	0.620	0.679
incandescent	incandescent	0.354	0.612	0.621
incantation	encantation	0.439	0.632	0.548
incapable	incapaç	0.156	0.529	0.155
incapacity	incapacitat	0.052	0.500	0.217
incarceration	encarceració	0.100	0.800	0.397
incarnate	encarnat	0.552	0.651	0.593
incase	en cas de	0.580	0.196	0.365
incendiary	incendiari	0.281	0.810	0.598
incense	encens	0.698	0.275	0.328
incensed	incens	0.338	0.643	0.392
incentive	incentiu	0.812	0.618	0.718
inception	inici	0.604	0.425	0.561
incessant	incessant	0.438	0.760	0.544
incessantly	sense parar	0.417	0.765	0.606
incest	incest	0.073	0.853	0.491
incestuous	incestuós	0.188	0.736	0.442
inch	polzada	0.481	0.327	0.300
incidence	incidència	0.417	0.527	0.429
incident	incident	0.084	0.662	0.482
incidental	incidental	0.281	0.610	0.404
incidentally	per cert	0.479	0.500	0.500
incineration	incineració	0.229	0.787	0.470
incinerator	incineradora	0.250	0.643	0.591
incipient	incipient	0.442	0.382	0.430
incision	incisió	0.240	0.663	0.558
incisive	incisiu	0.380	0.602	0.545
incite	incitar	0.449	0.736	0.642
incitement	incitació	0.302	0.943	0.598
inclement	inclement	0.260	0.676	0.616
inclination	inclinació	0.378	0.490	0.538
incline	inclinació	0.490	0.423	0.345
inclined	inclinat	0.469	0.347	0.402
include	incloure	0.729	0.449	0.702
included	inclòs	0.760	0.402	0.570
including	incloent	0.700	0.378	0.518
inclusion	inclusió	0.774	0.404	0.712
inclusive	inclusiu	0.604	0.420	0.564
incognito	incògnit	0.610	0.490	0.446
incoherent	incoherent	0.122	0.612	0.250
income	ingressos	0.750	0.510	0.728
incoming	entrant	0.660	0.509	0.596
incomparable	incomparable	0.625	0.577	0.670
incompatible	incompatible	0.196	0.500	0.310
incompetence	incompetència	0.077	0.551	0.208
incompetent	incompetent	0.133	0.566	0.239
incomplete	incomplet	0.153	0.370	0.205
incompletely	incompleta	0.344	0.442	0.232
incompleteness	incomplet	0.271	0.451	0.234
incomprehensible	incomprensible	0.250	0.550	0.344
inconceivable	inconcebible	0.198	0.552	0.561
inconclusive	inconclusiu	0.153	0.442	0.340
incongruous	incongruent	0.177	0.504	0.343
inconsequential	inconsecuente	0.250	0.480	0.345
inconsiderate	desconsiderat	0.224	0.519	0.423
inconsistency	inconsistència	0.125	0.480	0.314
inconsistent	inconsistent	0.271	0.431	0.295
inconspicuous	inconspicu	0.604	0.214	0.368
incontinence	incontinència	0.150	0.598	0.272
inconvenience	inconveniència	0.063	0.667	0.291
inconvenient	inconvenient	0.224	0.610	0.375
incorporate	incorporar	0.745	0.612	0.571
incorporation	incorporació	0.573	0.404	0.768
incorrect	incorrecte	0.140	0.569	0.255
incorrigible	incorregible	0.130	0.667	0.500
increase	augmentar	0.810	0.657	0.886
increased	augmentat	0.684	0.660	0.773
incredible	increïble	0.857	0.796	0.902
incredulous	incrèdul	0.286	0.510	0.269
increment	increment	0.684	0.637	0.750
incriminate	incriminar	0.188	0.810	0.416
incriminating	incriminatòria	0.133	0.788	0.500
incrimination	incriminació	0.152	0.865	0.545
incubation	incubació	0.461	0.490	0.397
incubator	incubadora	0.510	0.435	0.405
incubus	incubus	0.458	0.529	0.482
incumbent	incumbent	0.396	0.540	0.565
incur	incórrer	0.312	0.667	0.495
incurable	incurable	0.104	0.667	0.255
incursion	incursió	0.552	0.830	0.719
indebted	deutor	0.138	0.698	0.275
indecency	indecencia	0.135	0.670	0.491
indecent	indecent	0.083	0.683	0.240
indecision	indecisió	0.184	0.480	0.196
indecisive	indecís	0.271	0.420	0.190
indefensible	indefensible	0.173	0.647	0.484
indefinite	indefinit	0.448	0.292	0.296
indelible	indeleble	0.490	0.337	0.591
indemnification	indemnització	0.521	0.490	0.770
indemnify	indemnitzar	0.449	0.548	0.613
indemnity	indemnitat	0.470	0.607	0.692
indent	guia	0.479	0.346	0.379
indentation	sagnia	0.374	0.500	0.349
indenture	indenture	0.434	0.382	0.636
independence	independència	0.896	0.663	0.911
independent	independent	0.885	0.440	0.872
indescribable	inefable	0.448	0.529	0.648
indestructible	indestructible	0.772	0.731	0.853
indeterminate	indeterminat	0.360	0.402	0.322
index	índex	0.448	0.268	0.342
indicate	indiqui	0.594	0.350	0.676
indicating	indicant	0.745	0.339	0.555
indication	indicació	0.719	0.432	0.750
indicative	indicatiu	0.510	0.510	0.591
indicator	indicador	0.573	0.451	0.670
indice	NO TRANSLATION	0.469	0.377	0.541
indict	acusació	0.188	0.731	0.458
indictment	acusació	0.245	0.745	0.577
indie	indie	0.479	0.368	0.430
indifference	indiferència	0.265	0.417	0.299
indifferent	indiferent	0.396	0.157	0.250
indigenous	indígenes	0.500	0.509	0.552
indigent	indigent	0.156	0.481	0.223
indigestion	indigestió	0.204	0.610	0.182
indignant	indignat	0.260	0.600	0.423
indignation	indignació	0.173	0.778	0.431
indignity	indignitat	0.167	0.500	0.306
indigo	índigo	0.514	0.365	0.473
indirect	indirecte	0.385	0.402	0.330
indiscreet	indiscret	0.177	0.587	0.342
indiscretion	indiscreció	0.265	0.637	0.390
indispensable	indispensable	0.710	0.449	0.802
indisposed	indispost	0.122	0.519	0.206
indistinct	indistint	0.255	0.340	0.360
indistinguishable	indistinguible	0.346	0.458	0.548
individual	individual	0.627	0.327	0.533
individuality	individualitat	0.612	0.469	0.527
indivisible	indivisible	0.646	0.398	0.580
indoctrination	adoctrinament	0.327	0.657	0.698
indolent	indolent	0.177	0.381	0.259
indomitable	indomable	0.458	0.800	0.830
indoor	interior	0.615	0.245	0.347
induce	induir	0.257	0.606	0.684
induced	induït	0.397	0.471	0.491
inducement	inducement	0.647	0.765	0.685
induction	inducció	0.392	0.593	0.627
indulge	complaure	0.833	0.716	0.669
indulgence	indulgència	0.479	0.490	0.517
indulgent	indulgent	0.560	0.481	0.529
industrial	industrial	0.469	0.600	0.875
industrialist	industrial	0.562	0.633	0.843
industrious	treballador	0.720	0.537	0.791
industry	indústria	0.650	0.447	0.836
ineffable	inefable	0.551	0.577	0.585
ineffective	ineficaç	0.093	0.422	0.094
ineffectual	ineficaç	0.163	0.412	0.200
inefficiency	ineficiència	0.092	0.466	0.181
inefficient	ineficient	0.190	0.460	0.173
inelastic	inelàstic	0.396	0.426	0.385
ineligible	inelegible	0.143	0.377	0.457
inept	inepto	0.156	0.418	0.209
ineptitude	ineptitud	0.177	0.471	0.250
inequality	desigualtat	0.122	0.575	0.259
inequitable	inequitativa	0.281	0.519	0.373
inert	inert	0.323	0.180	0.319
inertia	inèrcia	0.344	0.288	0.322
inevitable	inevitable	0.316	0.419	0.623
inexact	inexact	0.153	0.459	0.170
inexcusable	inexcusable	0.271	0.582	0.546
inexhaustible	inesgotable	0.602	0.541	0.643
inexpensive	barat	0.694	0.414	0.260
inexperience	inexperiencia	0.208	0.614	0.151
inexperienced	sense experiència	0.281	0.473	0.231
inexplicable	inexplicable	0.224	0.635	0.443
inexpressible	inexpressible	0.198	0.608	0.364
infallibility	infal·libilitat	0.583	0.663	0.764
infallible	infalible	0.776	0.687	0.809
infamous	infame	0.146	0.580	0.472
infamy	infamia	0.177	0.676	0.421
infancy	infància	0.750	0.399	0.370
infant	infant	0.802	0.431	0.328
infanticide	infanticidi	0.167	0.856	0.443
infantile	infantil	0.604	0.382	0.259
infantry	infanteria	0.531	0.684	0.791
infarct	infart	0.080	0.846	0.386
infatuated	infatuat	0.729	0.764	0.417
infatuation	infatuation	0.844	0.745	0.530
infeasible	infeasible	0.245	0.472	0.236
infect	infectar	0.102	0.777	0.424
infection	infecció	0.083	0.735	0.407
infectious	infeccioses	0.142	0.760	0.422
infer	inferir	0.449	0.490	0.453
inference	inferència	0.359	0.479	0.398
inferential	inferencial	0.426	0.451	0.455
inferior	inferior	0.260	0.254	0.106
inferiority	inferioritat	0.177	0.430	0.205
infernal	infernal	0.083	0.837	0.571
inferno	inferno	0.051	0.857	0.463
infertile	infèrtil	0.274	0.458	0.255
infertility	infertilitat	0.170	0.664	0.328
infestation	infestació	0.256	0.776	0.527
infidel	infidel	0.177	0.740	0.404
infidelity	infidelitat	0.062	0.777	0.392
infield	infield	0.510	0.571	0.438
infiltrate	infiltrar-se	0.408	0.745	0.587
infiltration	infiltració	0.265	0.792	0.536
infinite	infinit	0.724	0.583	0.735
infinitely	infinitament	0.688	0.643	0.829
infinitesimal	infinitesimal	0.388	0.472	0.496
infinity	infinit	0.516	0.459	0.805
infirm	malalt	0.115	0.521	0.210
infirmary	infermeria	0.500	0.438	0.517
infirmity	malaltia	0.094	0.482	0.252
inflammation	inflamació	0.146	0.765	0.423
inflammatory	inflamatori	0.177	0.642	0.404
inflatable	inflable	0.510	0.510	0.400
inflate	inflar	0.305	0.569	0.462
inflated	inflat	0.303	0.431	0.617
inflation	inflació	0.219	0.792	0.508
inflection	inflexió	0.385	0.635	0.377
inflict	infligir	0.167	0.760	0.609
infliction	infliction	0.302	0.722	0.571
inflorescence	inflorescència	0.459	0.344	0.412
influence	influència	0.622	0.663	0.824
influential	influent	0.899	0.688	0.944
influenza	grip	0.271	0.718	0.321
influx	afluència	0.622	0.635	0.575
info	info	0.750	0.330	0.642
infomercial	infomercial	0.427	0.462	0.555
inform	informar	0.723	0.582	0.679
informal	informal	0.480	0.398	0.441
informant	informant	0.604	0.612	0.719
information	informació	0.765	0.370	0.711
informative	informatiu	0.812	0.419	0.741
informed	informat	0.543	0.298	0.617
informer	informador	0.521	0.578	0.580
infraction	infracció	0.245	0.660	0.471
infrared	infrarojos	0.469	0.588	0.526
infrastructure	infraestructura	0.604	0.460	0.694
infrequent	infreqüent	0.312	0.377	0.192
infrequently	amb poca freqüència	0.204	0.250	0.327
infringement	infracció	0.153	0.800	0.481
infuriate	enfuriar-se	0.102	0.934	0.596
infuriated	enfuriat	0.073	0.930	0.510
infuriates	enfuriates	0.135	0.913	0.627
infuriating	enfuriant	0.139	0.870	0.509
infuse	infuse	0.380	0.705	0.589
infused	infundit	0.385	0.473	0.546
infuser	infuser	0.469	0.433	0.536
infusion	infusio	0.583	0.365	0.453
ingenious	enginyós	0.760	0.690	0.891
ingenuity	enginy	0.708	0.590	0.868
ingest	ingerir	0.510	0.559	0.473
ingestion	ingestió	0.429	0.612	0.512
ingot	Lingote	0.688	0.444	0.615
ingrained	arrelat	0.531	0.490	0.712
ingrate	ingrate	0.235	0.606	0.327
ingredient	ingredient	0.792	0.373	0.451
ingress	Ingress	0.601	0.366	0.736
inhabit	habiten	0.656	0.378	0.556
inhabitant	habitant	0.604	0.356	0.519
inhabited	habitat	0.667	0.361	0.510
inhabiting	habitar	0.458	0.440	0.598
inhalation	inhalació	0.510	0.613	0.464
inhale	inhalar	0.427	0.340	0.492
inhaler	inhalador	0.408	0.500	0.349
inherent	inherent	0.562	0.439	0.480
inherit	heretar	0.745	0.546	0.694
inheritance	herència	0.900	0.565	0.798
inhibit	inhibir	0.167	0.479	0.447
inhibition	inhibició	0.265	0.392	0.534
inhibitor	inhibidor	0.281	0.450	0.471
inhospitable	inhòspit	0.265	0.531	0.395
inhuman	inhumans	0.107	0.660	0.492
inhumane	inhumà	0.104	0.587	0.402
inhumanity	inhumanitat	0.143	0.540	0.405
inimaginable	NO TRANSLATION	0.542	0.636	0.534
inimical	inimical	0.260	0.823	0.556
inimitable	inimitable	0.571	0.413	0.790
iniquity	iniquitat	0.219	0.567	0.425
initial	inicial	0.583	0.314	0.539
initiate	iniciar	0.719	0.480	0.553
initiated	iniciat	0.760	0.490	0.650
initiation	iniciació	0.698	0.529	0.527
initiative	iniciativa	0.833	0.615	0.768
inject	injectar	0.406	0.735	0.596
injection	injecció	0.281	0.741	0.518
injunction	ordre judicial	0.281	0.422	0.519
injure	ferir	0.177	0.710	0.364
injured	lesionat	0.083	0.680	0.302
injuring	ferides	0.073	0.790	0.245
injurious	injuriosa	0.177	0.759	0.366
injury	ferida	0.049	0.769	0.287
injustice	injustícia	0.082	0.755	0.444
ink	tinta	0.471	0.408	0.235
inkling	incògnita	0.448	0.551	0.570
inland	a l'interior	0.510	0.417	0.423
inlay	incrustació	0.406	0.531	0.565
inlet	entrada	0.646	0.378	0.466
inmate	pres	0.235	0.663	0.398
inn	posada	0.660	0.284	0.475
innards	entranyes	0.302	0.480	0.400
innate	innat	0.490	0.400	0.521
inner	interior	0.551	0.216	0.443
innermost	més interior	0.583	0.500	0.510
innerpeace	NO TRANSLATION	0.714	0.318	0.551
inning	inning	0.602	0.315	0.520
innings	innings	0.573	0.487	0.443
innkeeper	hostaler	0.578	0.224	0.472
innocence	innocència	0.802	0.260	0.307
innocent	innocent	0.729	0.206	0.340
innocently	innocentment	0.776	0.250	0.302
innocuous	innocu	0.510	0.321	0.172
innovate	innovar	0.898	0.872	0.750
innovation	innovació	0.949	0.680	0.890
innovative	innovador	0.880	0.640	0.830
innuendo	innocent	0.467	0.670	0.463
