Word	Croatian-hr	Valence	Arousal	Dominance
needle	igla	0.250	0.472	0.360
needlepoint	goblen	0.653	0.500	0.556
needles	igle	0.250	0.602	0.348
needless	nepotreban	0.327	0.385	0.200
needtoknow	moram znati	0.427	0.606	0.474
needtorelax	NO TRANSLATION	0.673	0.438	0.274
needy	bijedan	0.360	0.451	0.245
nefarious	opak	0.184	0.720	0.528
negation	negacija	0.255	0.461	0.297
negative	negativan	0.102	0.527	0.176
negativity	negativnost	0.060	0.520	0.273
neglect	zanemariti	0.045	0.550	0.163
neglected	zanemaren	0.271	0.385	0.160
neglecting	zapuštanje	0.177	0.441	0.230
negligee	negliže	0.385	0.520	0.336
negligence	nemarnost	0.092	0.570	0.251
negligent	nemaran	0.167	0.583	0.259
negligently	NO TRANSLATION	0.056	0.583	0.266
negligible	neznatan	0.177	0.292	0.232
negotiable	prolazan	0.688	0.585	0.731
negotiate	pregovarati	0.612	0.708	0.769
negotiation	Pregovaranje	0.490	0.615	0.728
negotiator	pregovarač	0.635	0.471	0.817
negro	crnački	0.354	0.368	0.461
neigh	njištanje	0.378	0.642	0.373
neighbor	susjed	0.657	0.448	0.434
neighborhood	susjedstvo	0.385	0.469	0.373
neighboring	susjedan	0.656	0.306	0.481
nemesis	osvetnik	0.271	0.688	0.647
neon	neon	0.594	0.480	0.380
neonatal	neonatalna	0.542	0.529	0.357
neophyte	početnik	0.286	0.363	0.411
neoprene	neoprena	0.316	0.451	0.443
nephew	nećak	0.719	0.337	0.412
nepotism	nepotizam	0.349	0.584	0.517
nerd	glupan	0.408	0.481	0.315
nerdy	štreber	0.296	0.255	0.292
nerve	živac	0.129	0.698	0.307
nerves	živci	0.333	0.783	0.264
nervous	živčani	0.235	0.820	0.213
nervousness	nervoza	0.163	0.915	0.241
nervouswreck	NO TRANSLATION	0.112	0.867	0.179
nervy	NO TRANSLATION	0.250	0.830	0.241
ness	rt	0.396	0.480	0.392
nest	gnijezdo	0.687	0.221	0.333
nestle	ugnijezditi	0.625	0.308	0.379
nestling	poletarac	0.604	0.427	0.286
net	neto	0.441	0.288	0.417
nether	podzemni	0.240	0.265	0.259
netting	mreža	0.368	0.509	0.585
nettle	kopriva	0.406	0.324	0.490
network	mreža	0.531	0.337	0.466
networking	umrežavanje	0.625	0.482	0.545
neural	živčani	0.582	0.426	0.391
neuralgia	neuralgija	0.092	0.706	0.439
neurological	neurološki	0.500	0.540	0.558
neurologist	neurolog	0.608	0.500	0.736
neurology	neurologija	0.459	0.537	0.580
neurosis	neuroza	0.122	0.766	0.418
neurosurgeon	neurokirurg	0.590	0.673	0.755
neurosurgery	neurokirurgiji	0.490	0.632	0.730
neurotic	neurotičan	0.198	0.801	0.387
neuter	neopredijeljen	0.621	0.163	0.302
neutral	neutralan	0.469	0.184	0.357
neutrality	neutralnost	0.469	0.205	0.434
neutralize	neutralizirati	0.519	0.363	0.719
neutron	neutron	0.469	0.440	0.679
new	novi	0.917	0.490	0.582
new age	novo doba	0.694	0.556	0.727
newbeginnings	NO TRANSLATION	0.802	0.613	0.524
newborn	novorođen	0.918	0.580	0.372
newcomer	pridošlica	0.622	0.380	0.396
newday	novi dan	0.847	0.388	0.618
newfound	novootkrivena	0.745	0.741	0.520
newjob	NO TRANSLATION	0.755	0.643	0.729
newlife	novi život	0.898	0.646	0.701
newly	novo	0.688	0.422	0.552
newlywed	mladenci	0.847	0.706	0.570
newme	NewME	0.643	0.550	0.527
newness	novost	0.740	0.522	0.588
news	vijesti	0.633	0.580	0.610
newscast	emisija vijesti	0.531	0.509	0.714
newscaster	spiker	0.646	0.510	0.764
newsflash	Newsflash	0.604	0.637	0.518
newsletter	bilten	0.622	0.385	0.490
newsman	novinar	0.604	0.480	0.696
newspaper	novine	0.602	0.283	0.444
newspaperman	novinski saradnik	0.561	0.458	0.750
newsreel	filmski žurnal	0.625	0.571	0.577
newsroom	redakcija	0.531	0.392	0.658
newsstand	kiosk	0.615	0.222	0.336
newstart	novi početak	0.802	0.510	0.667
newt	vodenjak	0.458	0.380	0.541
newyear	nova godina	0.938	0.784	0.520
nexus	veza	0.496	0.368	0.412
nib	šiljak	0.510	0.282	0.406
nibble	grickati	0.551	0.551	0.411
nice	Lijepo	0.930	0.442	0.650
niche	niša	0.459	0.413	0.318
nichts	NO TRANSLATION	0.406	0.293	0.404
nick	zarez	0.554	0.388	0.387
nickel	nikl	0.510	0.347	0.406
nickname	nadimak	0.490	0.470	0.263
nicotine	nikotin	0.235	0.608	0.447
niece	nećakinja	0.771	0.320	0.400
nifty	divan	0.740	0.745	0.815
nigger	crnčuga	0.240	0.347	0.398
nigh	skoro	0.653	0.216	0.336
night	noć	0.598	0.396	0.404
nightcap	noćna kapica	0.750	0.196	0.268
nightclub	noćni klub	0.802	0.894	0.528
nightfall	sumrak	0.490	0.436	0.426
nightgown	večernja haljina	0.643	0.408	0.250
nightie	spavaćica	0.630	0.388	0.274
nightingale	slavuj	0.740	0.340	0.496
nightlife	noćni život	0.542	0.783	0.510
nightly	noću	0.673	0.410	0.474
nightmare	noćna mora	0.005	0.810	0.436
nightmares	noćne more	0.082	0.942	0.448
nightstand	Noćni ormarić	0.490	0.130	0.327
nightstick	pendrek	0.500	0.461	0.348
nighttime	noću	0.735	0.385	0.439
nihilism	nihilizam	0.367	0.510	0.364
nil	nula	0.286	0.143	0.157
nimble	okretan	0.833	0.729	0.769
nimrod	Nimrod	0.327	0.500	0.539
nincompoop	budala	0.365	0.431	0.368
nine	devet	0.552	0.255	0.327
nineteen	devetnaest	0.673	0.304	0.375
ninety	devedeset	0.479	0.349	0.436
ninja	ninja	0.542	0.844	0.682
ninny	budala	0.344	0.343	0.309
nintendo	Nintendo	0.802	0.571	0.464
ninth	deveti	0.490	0.212	0.396
nip	gutljaj	0.281	0.700	0.264
nipper	kliješta	0.386	0.422	0.317
nipple	bradavica	0.480	0.786	0.415
nippy	hitar	0.540	0.500	0.416
nitrate	nitrat	0.388	0.406	0.500
nitro	nitro	0.500	0.647	0.639
nitrogen	dušik	0.427	0.435	0.562
nitrous	azotast	0.435	0.561	0.411
nitwit	glupan	0.146	0.606	0.139
nix	pazi	0.330	0.380	0.404
no anticipation	nema očekivanja	0.396	0.480	0.341
no disgust	nema ga odvratnosti	0.510	0.324	0.448
no emotion	bez emocija	0.170	0.109	0.225
no sentiment	nema osjećaja	0.092	0.382	0.278
no surprise	nije iznenađenje	0.171	0.224	0.412
no trust	nema povjerenja	0.055	0.445	0.257
nobility	plemstvo	0.844	0.347	0.736
noble	plemenite	0.906	0.345	0.610
nobleman	plemić	0.675	0.286	0.709
nobodycares	NO TRANSLATION	0.365	0.410	0.354
nocomplaints	NO TRANSLATION	0.677	0.164	0.491
nocturnal	noćni	0.540	0.500	0.462
nod	drijemanje	0.590	0.367	0.427
nodding	površno	0.694	0.294	0.426
node	čvor	0.396	0.343	0.361
nodular	nodularan	0.438	0.351	0.411
nodule	kvržica	0.312	0.426	0.349
noggin	tikva	0.510	0.433	0.382
nohope	NO TRANSLATION	0.200	0.441	0.385
noir	noir	0.375	0.394	0.365
noise	buka	0.260	0.883	0.388
noisy	glasan	0.271	0.812	0.561
nomad	nomad	0.375	0.413	0.433
nomadic	nomadski	0.427	0.519	0.422
nomenclature	nomenklatura	0.500	0.222	0.575
nominal	nazivni	0.594	0.250	0.463
nominate	nominovati	0.615	0.471	0.669
nomination	imenovanje	0.663	0.637	0.696
nominee	kandidat	0.662	0.625	0.765
nonce	nPo	0.422	0.370	0.377
nonchalant	nonšalantan	0.312	0.314	0.366
noncompliance	nepridržavanje	0.112	0.598	0.259
nondescript	neopisiv	0.490	0.434	0.348
nonexistent	nepostojeći	0.208	0.429	0.149
nonfat	nemasni	0.604	0.260	0.340
nonfiction	dokumentarna literatura	0.426	0.315	0.431
nonpayment	neplaćanje	0.229	0.510	0.298
nonresident	nestanovnički	0.250	0.340	0.302
nonsense	besmislica	0.214	0.531	0.155
nonsensical	besmislen	0.173	0.268	0.193
nonviolent	nenasilan	0.640	0.287	0.346
noob	noob	0.417	0.430	0.267
noodle	tjestenina	0.633	0.216	0.225
nook	gluho	0.480	0.321	0.296
noon	podne	0.531	0.343	0.518
noose	omča	0.356	0.300	0.330
nopoint	nema smisla	0.276	0.324	0.314
noregrets	NO TRANSLATION	0.469	0.476	0.426
norm	norma	0.500	0.245	0.527
normal	normalan	0.740	0.127	0.380
normalcy	normalnost	0.805	0.151	0.620
normality	normalnost	0.781	0.089	0.444
north	sjeverno	0.531	0.255	0.450
northbound	put sjevera	0.604	0.454	0.491
northeast	sjeveroistok	0.562	0.260	0.375
northern	sjeverni	0.570	0.340	0.472
northwest	sjeverozapad	0.604	0.345	0.451
northwestern	sjeverozapadni	0.479	0.306	0.462
noschool	NO TRANSLATION	0.490	0.400	0.380
nose	nos	0.582	0.270	0.245
nosebleed	krvarenje iz nosa	0.153	0.776	0.361
nosey	nosat	0.276	0.655	0.223
nosnow	nosnow	0.392	0.394	0.366
nostalgia	nostalgija	0.417	0.337	0.339
nostalgic	nostalgičan	0.458	0.351	0.184
nostress	NO TRANSLATION	0.531	0.404	0.415
nostril	nozdrva	0.396	0.404	0.316
nosun	NO TRANSLATION	0.388	0.380	0.351
nosy	nosat	0.292	0.558	0.433
not negative	nije negativan	0.622	0.270	0.444
not positive	nije pozitivno	0.051	0.370	0.236
notable	značajan	0.760	0.450	0.696
notables	ugledne ličnosti	0.594	0.608	0.755
notably	značajno	0.792	0.533	0.689
notamorningperson	NO TRANSLATION	0.469	0.578	0.440
notary	bilježnik	0.541	0.451	0.676
notation	notacija	0.635	0.380	0.558
notch	usjek	0.459	0.361	0.358
notched	reckast	0.480	0.530	0.356
note	Bilješka	0.594	0.163	0.416
notebook	bilježnica	0.449	0.167	0.442
noted	navedeno	0.615	0.382	0.464
noteworthy	vrijedan pažnje	0.704	0.481	0.759
nothappy	NO TRANSLATION	0.112	0.320	0.170
nothingbetter	NO TRANSLATION	0.635	0.390	0.543
nothingness	ništavilo	0.204	0.080	0.161
notice	obavijest	0.646	0.408	0.491
noticeable	primjetan	0.890	0.562	0.750
notification	obavijest	0.604	0.461	0.671
notify	obavijestiti	0.643	0.471	0.573
notion	pojam	0.612	0.284	0.667
notional	pojmovni	0.520	0.288	0.500
notoriety	očitost	0.552	0.633	0.769
notorious	ozloglašen	0.366	0.582	0.609
notready	nije spreman	0.133	0.400	0.196
notwithstanding	uprkos	0.367	0.316	0.433
nought	nula	0.312	0.098	0.116
noun	imenica	0.531	0.230	0.477
nourish	hraniti	0.878	0.460	0.639
nourishment	hrana	0.786	0.290	0.631
nouveau	NO TRANSLATION	0.633	0.438	0.432
novel	roman	0.702	0.352	0.439
novelist	romanopisac	0.340	0.343	0.529
novelty	novost	0.673	0.521	0.740
novice	novak	0.429	0.346	0.180
nowadays	ovih dana	0.680	0.346	0.400
nowork	nema rada	0.312	0.264	0.309
noworries	bez brige	0.630	0.402	0.500
noxious	škodljiv	0.177	0.585	0.379
nozzle	nos	0.438	0.330	0.287
nuance	utančanost	0.408	0.282	0.411
nuances	nijanse	0.490	0.375	0.527
nuclear	nuklearni	0.219	0.856	0.781
nucleus	jezgra	0.529	0.296	0.667
nude	akt	0.490	0.915	0.200
nudge	gurkati	0.448	0.500	0.509
nudie	nudie	0.500	0.529	0.373
nudist	nudista	0.440	0.796	0.483
nudity	nagost	0.438	0.853	0.415
nugget	grumen	0.602	0.340	0.348
nuisance	smetnja	0.198	0.817	0.227
nuke	nuke	0.125	0.905	0.873
nul	NO TRANSLATION	0.337	0.358	0.264
null	nula	0.253	0.147	0.152
nullify	poništiti	0.255	0.373	0.395
numb	zanijemio	0.108	0.420	0.352
number	broj	0.406	0.231	0.471
numbering	numeracija	0.510	0.363	0.482
numbers	brojevi	0.406	0.241	0.440
numbness	utrnulost	0.306	0.398	0.265
numbskull	numbskull	0.300	0.472	0.284
numeral	brojčani	0.582	0.254	0.382
numerator	brojač	0.490	0.317	0.526
numerical	numerički	0.479	0.322	0.517
numerically	numerički	0.510	0.337	0.500
numerous	brojan	0.622	0.462	0.609
nun	NO TRANSLATION	0.500	0.150	0.406
nunchucks	nunchucks	0.337	0.580	0.526
nunnery	manastir	0.653	0.236	0.473
nuptials	svadba	0.771	0.588	0.571
nurse	medicinska sestra	0.635	0.578	0.521
nursemaid	dadilja	0.615	0.431	0.436
nursery	jaslice	0.894	0.406	0.389
nursing	dojenje	0.552	0.549	0.653
nurture	njegovanje	0.745	0.378	0.657
nut	orah	0.365	0.310	0.250
nutcase	luđak	0.286	0.775	0.259
nutcracker	drobilo za orahe	0.635	0.378	0.522
nuthouse	ludnica	0.347	0.519	0.434
nutmeg	muškatni oraščić	0.635	0.302	0.350
nutrition	ishrana	0.885	0.420	0.579
nutritional	nutritivni	0.812	0.406	0.676
nutritious	hranljiv	0.833	0.337	0.655
nutritive	hranljiv	0.875	0.422	0.667
nuts	orašasto voće	0.594	0.250	0.291
nutshell	orahova ljuska	0.458	0.407	0.310
nutty	pun oraha	0.444	0.317	0.271
nylon	najlon	0.490	0.304	0.295
nylong	NO TRANSLATION	0.439	0.248	0.351
nylons	najlonke	0.556	0.379	0.320
nymph	nimfa	0.542	0.529	0.472
nymphomaniac	nimfomanka	0.398	0.894	0.536
oaf	derište	0.344	0.357	0.330
oak	hrast	0.583	0.245	0.536
oar	veslo	0.469	0.392	0.316
oasis	oaza	0.796	0.283	0.429
oat	zob	0.622	0.170	0.298
oath	zakletva	0.543	0.615	0.824
oatmeal	zobena kaša	0.592	0.192	0.241
obedience	poslušnost	0.765	0.287	0.536
obedient	poslušan	0.800	0.179	0.518
obediently	poslušno	0.802	0.304	0.577
obelisk	obelisk	0.604	0.408	0.596
obese	debeo	0.133	0.427	0.250
obesity	gojaznost	0.215	0.370	0.328
obey	slušati	0.677	0.433	0.533
obi	vradžbina	0.469	0.442	0.414
obit	obit	0.410	0.464	0.393
obituary	čitulja	0.188	0.330	0.423
object	objekt	0.531	0.356	0.375
objection	prigovor	0.347	0.592	0.709
objectionable	za osudu	0.459	0.382	0.558
objective	cilj	0.724	0.337	0.736
objectivity	objektivnost	0.765	0.431	0.711
obligation	obaveza	0.222	0.596	0.718
obligatory	obavezan	0.337	0.571	0.780
oblige	obavezati	0.281	0.770	0.614
obliged	dužan	0.327	0.680	0.411
obliging	uslužan	0.740	0.402	0.545
obligor	dužnik	0.302	0.600	0.360
oblique	posredan	0.438	0.347	0.455
obliterate	uništiti	0.250	0.539	0.569
obliterated	izbrisan	0.240	0.469	0.344
obliteration	uništenje	0.177	0.622	0.397
oblivion	zaborav	0.153	0.330	0.282
oblivious	nesvjestan	0.229	0.388	0.355
oblong	duguljast	0.561	0.455	0.370
obnoxious	odvratan	0.088	0.602	0.256
oboe	oboja	0.510	0.340	0.392
obscene	opscen	0.050	0.745	0.348
obscenity	sramotnost	0.083	0.843	0.418
obscure	nejasan	0.370	0.551	0.278
obscured	pomračen	0.115	0.356	0.298
obscurity	nejasnoća	0.208	0.392	0.380
observance	propis	0.531	0.315	0.632
observant	pažljiv	0.740	0.422	0.708
observation	zapažanje	0.633	0.433	0.667
observatory	zvjezdarnica	0.643	0.324	0.731
observe	promatrati	0.771	0.390	0.360
observer	posmatrač	0.663	0.363	0.603
observing	promatranje	0.583	0.400	0.685
obsess	obuzeti	0.112	0.846	0.509
obsessed	opsjednut	0.219	0.840	0.439
obsessing	opsjednut	0.173	0.773	0.698
obsession	opsesija	0.229	0.847	0.571
obsessive	opsesivan	0.219	0.823	0.480
obsolescence	zastarjelost	0.250	0.431	0.377
obsolete	zastario	0.337	0.321	0.250
obstacle	zapreka	0.204	0.708	0.336
obstetrician	akušer	0.521	0.636	0.604
obstetrics	akušerstvo	0.530	0.582	0.564
obstinate	tvrdoglav	0.146	0.696	0.562
obstruct	spriječiti	0.115	0.660	0.458
obstruction	opstrukcija	0.125	0.742	0.491
obstructive	opstruktivna	0.204	0.650	0.613
obtain	dobiti	0.760	0.438	0.731
obtainable	dobiti	0.677	0.327	0.702
obtuse	tup	0.281	0.460	0.345
obverse	suprotnost	0.470	0.394	0.464
obvious	očigledan	0.625	0.336	0.585
ocarina	okarina	0.541	0.392	0.366
occasion	prilika	0.700	0.451	0.398
occasional	poneki	0.490	0.298	0.387
occasionally	povremeno	0.538	0.240	0.264
occipital	okcipitalan	0.398	0.408	0.518
occlusion	okluzija	0.306	0.439	0.442
occult	pomračiti	0.292	0.382	0.406
occupancy	stanovanje	0.625	0.471	0.721
occupant	stanar	0.500	0.417	0.483
occupation	okupacija	0.562	0.470	0.692
occupational	radni	0.583	0.469	0.596
occupied	okupiran	0.337	0.546	0.441
occupier	okupator	0.427	0.438	0.600
occupy	zauzeti	0.396	0.520	0.589
occupying	zauzimaju	0.573	0.462	0.519
occur	doći	0.451	0.561	0.510
occurrence	pojavljivanje	0.573	0.690	0.541
ocd	OCD	0.333	0.472	0.370
ocean	ocean	0.823	0.308	0.642
oceanic	okeanski	0.740	0.317	0.632
octagon	osmerokut	0.602	0.349	0.462
octave	oktava	0.438	0.380	0.482
octopus	hobotnica	0.713	0.378	0.411
ocular	očni	0.418	0.370	0.400
odd	neparan	0.265	0.337	0.302
oddball	otkačen	0.316	0.360	0.357
oddity	nastranost	0.312	0.557	0.386
odds	izgledi	0.500	0.472	0.680
ode	oda	0.604	0.269	0.519
odious	odvratan	0.235	0.708	0.235
odometer	mjerač za pređeni put	0.367	0.470	0.388
odor	miris	0.337	0.363	0.404
odyssey	Odiseja	0.622	0.692	0.710
oedipal	edipovsko	0.312	0.575	0.509
oestrogen	estrogen	0.521	0.608	0.561
oeuvre	NO TRANSLATION	0.653	0.484	0.598
offal	iznutrice	0.302	0.470	0.302
offence	prekršaj	0.312	0.798	0.446
offend	uvrijediti	0.094	0.804	0.333
offended	uvrijeđen	0.188	0.690	0.337
offender	prijestupnik	0.104	0.851	0.537
offense	prekršaj	0.230	0.765	0.510
offensive	uvredljiv	0.135	0.882	0.600
offer	ponuda	0.750	0.745	0.596
offered	ponudio	0.582	0.490	0.544
offering	ponuda	0.688	0.462	0.585
offhand	na brzu ruku	0.388	0.500	0.368
office	ured	0.427	0.302	0.509
officer	časnik	0.542	0.430	0.877
offices	uredi	0.469	0.312	0.534
official	službeno	0.646	0.565	0.833
officiate	služiti	0.688	0.453	0.704
offing	pučina	0.490	0.412	0.447
offload	otarasiti se	0.479	0.444	0.525
offset	ofset	0.719	0.394	0.704
offshoot	ogranak	0.517	0.330	0.361
offshore	u blizini obale	0.417	0.484	0.441
offside	ofsajd	0.323	0.519	0.443
offspring	potomak	0.656	0.435	0.600
oft	često	0.500	0.308	0.474
oftentimes	često	0.571	0.500	0.482
ogre	svirepo čudovište	0.135	0.698	0.510
ohdear	NO TRANSLATION	0.458	0.519	0.442
ohgod	NO TRANSLATION	0.500	0.557	0.439
ohno	o ne	0.396	0.475	0.380
ohshit	NO TRANSLATION	0.230	0.594	0.343
oil	ulje	0.521	0.278	0.306
oils	ulja	0.459	0.229	0.391
oily	licemjeran	0.276	0.533	0.385
oink	oink	0.500	0.450	0.289
ointment	mast	0.438	0.271	0.398
okra	okra	0.469	0.400	0.362
old	star	0.410	0.279	0.315
olden	star	0.284	0.213	0.425
older	stariji	0.385	0.255	0.317
oldie	oldie	0.363	0.363	0.342
oldies	Oldies	0.438	0.300	0.412
olfactory	mirisni	0.602	0.409	0.452
oligarchy	oligarhija	0.327	0.567	0.741
olive	maslina	0.571	0.231	0.406
omega	omega	0.529	0.337	0.526
omelet	omlet	0.708	0.323	0.315
omen	znak	0.390	0.657	0.583
omgomgomg	NO TRANSLATION	0.490	0.551	0.358
ominous	zloslutan	0.255	0.730	0.510
omission	propust	0.367	0.333	0.275
omit	izostaviti	0.330	0.265	0.451
omitted	izostavljena	0.260	0.235	0.211
omnibus	omnibus	0.490	0.410	0.473
omnipotence	svemoć	0.667	0.793	0.866
omnipotent	svemoguć	0.719	0.679	0.919
omnipresent	sveprisutan	0.688	0.452	0.825
omniscient	sveznajući	0.656	0.334	0.778
onboard	na brodu	0.612	0.451	0.491
oncologist	onkolog	0.260	0.654	0.640
oncology	onkologija	0.204	0.424	0.500
oncoming	primicanje	0.594	0.625	0.773
one	jedan	0.542	0.292	0.370
oneday	jednog dana	0.667	0.245	0.374
onedge	na rubu	0.479	0.552	0.400
onelove	jedna ljubav	0.816	0.577	0.541
oneness	jedinstvo	0.745	0.272	0.720
onerous	tegoban	0.500	0.480	0.462
oneself	sebe	0.660	0.337	0.483
ongoing	u tijeku	0.674	0.484	0.556
onion	luk	0.378	0.367	0.382
onset	početak	0.673	0.497	0.500
onslaught	juriš	0.198	0.939	0.717
onstage	na pozornici	0.719	0.673	0.583
ontology	ontologija	0.510	0.450	0.518
onus	teret	0.562	0.520	0.769
onward	naprijed	0.667	0.538	0.741
onyx	oniks	0.571	0.461	0.380
oodles	mnoštvo	0.490	0.374	0.446
oomph	oomph	0.449	0.613	0.315
ooze	mulj	0.344	0.577	0.333
oozing	curi	0.238	0.515	0.427
op	op	0.480	0.402	0.349
opacity	neprozirnost	0.471	0.251	0.256
opal	opal	0.623	0.479	0.379
opaque	neproziran	0.344	0.265	0.342
ope	ope	0.375	0.380	0.395
open	otvoren	0.620	0.480	0.569
opener	otvarač	0.584	0.526	0.377
opening	otvor	0.667	0.510	0.620
openly	otvoreno	0.603	0.388	0.553
openness	otvorenost	0.837	0.561	0.667
opera	opera	0.714	0.500	0.483
operate	raditi	0.582	0.690	0.691
operatic	operski	0.375	0.452	0.627
operation	operacija	0.475	0.611	0.755
operational	operativan	0.562	0.570	0.679
operations	operacije	0.480	0.549	0.798
operative	operativan	0.541	0.635	0.718
operator	operater	0.612	0.630	0.726
ophthalmic	očni	0.427	0.385	0.444
ophthalmologist	oftalmolog	0.552	0.389	0.491
opiate	sredstvo za uspavljivanje	0.281	0.594	0.598
opinion	mišljenje	0.594	0.482	0.638
opinionated	samouvjeren	0.156	0.800	0.491
opium	opijum	0.276	0.490	0.333
opponent	protivnik	0.080	0.741	0.716
opportune	zgodan	0.796	0.538	0.767
opportunism	oportunizam	0.571	0.752	0.673
opportunity	prilika	0.938	0.745	0.833
oppose	suprotstaviti	0.431	0.800	0.473
opposed	Za razliku	0.092	0.460	0.606
opposing	suprotstavljanje	0.188	0.660	0.518
opposite	suprotan	0.235	0.545	0.408
opposites	suprotnosti	0.281	0.518	0.462
opposition	opozicija	0.135	0.729	0.592
oppress	ugnjetavati	0.186	0.654	0.555
oppressed	tlačio	0.119	0.640	0.259
oppression	ugnjetavanje	0.080	0.673	0.615
oppressive	tiranski	0.276	0.590	0.667
oppressor	tlačitelj	0.160	0.776	0.629
ops	ops	0.417	0.550	0.528
opt	opt	0.510	0.471	0.345
optic	optički	0.663	0.384	0.594
optical	optički	0.677	0.311	0.542
optics	optika	0.562	0.286	0.580
optimism	optimizam	0.949	0.565	0.814
optimist	optimista	0.875	0.539	0.787
optimistic	optimističan	0.979	0.580	0.821
optimum	optimalno	0.892	0.469	0.808
option	opcija	0.512	0.427	0.359
optional	neobavezan	0.755	0.350	0.440
optionally	izborno	0.365	0.405	0.481
options	opcije	0.622	0.327	0.473
optometrist	optometrista	0.446	0.455	0.668
opulence	bogatstvo	0.620	0.615	0.648
opulent	bogat	0.562	0.660	0.660
opus	opus	0.458	0.368	0.391
oracle	proročanstvo	0.552	0.531	0.670
oral	oralno	0.530	0.448	0.375
orange	narančasta	0.646	0.132	0.296
orange juice	sok od naranče	0.719	0.343	0.445
orangutan	orangutan	0.430	0.560	0.471
oration	govor	0.646	0.315	0.683
orator	govornik	0.667	0.375	0.682
oratory	govorništvo	0.602	0.472	0.693
orb	sfera	0.463	0.370	0.444
orbit	orbita	0.561	0.422	0.575
orbital	orbitalni	0.458	0.451	0.559
orbiting	u orbiti	0.520	0.643	0.554
orbs	kugle	0.469	0.355	0.482
orc	ork	0.240	0.510	0.388
orchard	voćnjak	0.760	0.269	0.333
orchestra	orkestar	0.708	0.500	0.664
orchid	orhideja	0.840	0.345	0.382
ordained	zaređen	0.735	0.409	0.731
ordeal	teško iskušenje	0.344	0.539	0.529
order	narudžba	0.780	0.295	0.814
orderly	uredno	0.844	0.240	0.661
ordinance	propis	0.615	0.452	0.776
ordinary	običan	0.375	0.312	0.286
ordination	ordinacija	0.688	0.490	0.765
ordnance	borbena tehnika	0.354	0.825	0.679
ore	ruda	0.500	0.333	0.356
oregano	origano	0.596	0.327	0.250
organ	orgulje	0.510	0.469	0.538
organic	organski	0.719	0.343	0.535
organism	organizam	0.457	0.559	0.800
organist	orguljaš	0.740	0.469	0.669
organization	organizacija	0.810	0.535	0.851
organize	organizirati	0.802	0.655	0.781
organized	organizirani	0.816	0.337	0.746
organizer	organizator	0.604	0.577	0.846
orgasm	orgazam	0.844	0.863	0.676
orgies	orgije	0.388	0.953	0.433
orgy	orgija	0.346	0.962	0.536
orient	orijentirati	0.667	0.422	0.667
oriental	istočnjački	0.592	0.409	0.598
orientation	orijentacija	0.667	0.454	0.686
orifice	otvor	0.448	0.355	0.443
origami	Origami	0.684	0.276	0.294
origin	podrijetlo	0.729	0.435	0.591
original	izvornik	0.765	0.480	0.746
originality	originalnost	0.898	0.500	0.824
