Word	Korean-ko	Valence	Arousal	Dominance
laughing	웃음	0.906	0.596	0.534
laughingstock	NO TRANSLATION	0.427	0.779	0.312
laughs	웃음	0.812	0.846	0.425
laughter	웃음	0.959	0.654	0.588
launch	쏘다	0.684	0.814	0.598
launcher	발사통	0.677	0.745	0.808
launches	시작하다	0.490	0.663	0.602
launder	세탁기	0.479	0.450	0.349
laundering	세탁	0.439	0.327	0.444
laundry	세탁	0.644	0.292	0.377
laureate	수상자	0.724	0.402	0.702
laurel	명예	0.646	0.146	0.302
laurels	명예	0.684	0.279	0.545
lava	용암	0.280	0.539	0.615
lavage	세척	0.615	0.467	0.361
lavatory	화장실	0.510	0.400	0.259
lavender	라벤더	0.812	0.198	0.388
lavish	풍부한	0.792	0.648	0.730
law	법	0.740	0.590	0.815
lawful	적법한	0.660	0.394	0.780
lawless	무법의	0.219	0.690	0.420
lawlessness	무법	0.156	0.804	0.509
lawman	법률가	0.510	0.523	0.786
lawn	잔디	0.686	0.153	0.192
lawnmower	잔디 깎는 기계	0.480	0.531	0.355
lawsuit	소송	0.219	0.794	0.611
lawyer	변호사	0.521	0.569	0.784
lax	느슨한	0.430	0.401	0.300
laxative	완하제	0.271	0.550	0.528
lay	위치	0.521	0.336	0.491
layaway	놓기	0.429	0.510	0.451
layer	층	0.500	0.208	0.366
layered	계층화 된	0.571	0.306	0.436
layman	평신도	0.531	0.339	0.424
layout	형세	0.615	0.442	0.557
layover	중단	0.520	0.355	0.500
laziness	게으름	0.271	0.240	0.132
lazy	게으른	0.392	0.264	0.096
lazyday	NO TRANSLATION	0.337	0.319	0.145
lea	넓은 땅	0.583	0.294	0.358
lead	리드	0.323	0.657	0.455
leaded	납을 첨가 한	0.439	0.625	0.595
leader	리더	0.833	0.582	0.926
leadership	지도	0.870	0.690	0.983
leading	주요한	0.823	0.698	0.954
leads	리드	0.530	0.471	0.615
leaf	잎	0.583	0.156	0.294
leaflet	전단	0.490	0.206	0.375
leafy	잎이 많은	0.653	0.530	0.700
league	리그	0.656	0.340	0.462
leak	새는 곳	0.378	0.833	0.520
leakage	누출	0.188	0.731	0.528
leaky	새는	0.170	0.686	0.288
lean	기대다	0.734	0.353	0.438
leaned	기대다	0.570	0.373	0.490
leaning	경향	0.480	0.409	0.352
leap	뛰기	0.750	0.663	0.667
learn	배우다	0.833	0.643	0.829
learned	배운	0.704	0.462	0.543
learner	학습자	0.698	0.475	0.398
learning	배우기	0.833	0.588	0.574
lease	임차권	0.520	0.463	0.545
leash	속박	0.320	0.347	0.427
leather	가죽	0.510	0.324	0.341
leathery	가죽 같은	0.418	0.471	0.411
leave	휴가	0.375	0.315	0.295
leavemealone	휴근	0.240	0.472	0.402
leaving	퇴거	0.163	0.542	0.371
lecherous	호색적인	0.135	0.704	0.376
lecture	강의	0.594	0.462	0.737
lecturer	강사	0.677	0.549	0.736
ledge	선반	0.406	0.235	0.339
ledger	원장	0.510	0.362	0.609
lee	남자 이름	0.510	0.269	0.296
leech	거머리	0.250	0.623	0.268
leeches	거머리	0.115	0.698	0.295
leer	NO TRANSLATION	0.612	0.348	0.509
leery	의심 많은	0.337	0.640	0.410
lees	NO TRANSLATION	0.360	0.567	0.406
leeway	여지	0.562	0.577	0.569
left	왼쪽	0.354	0.370	0.361
leftout	NO TRANSLATION	0.229	0.365	0.245
leftover	나머지	0.490	0.460	0.222
leftovers	나머지	0.219	0.350	0.116
lefty	왼손잡이	0.490	0.406	0.379
leg	다리	0.510	0.373	0.313
legacy	유산	0.792	0.529	0.827
legal	적법한	0.653	0.387	0.887
legality	적법	0.765	0.343	0.713
legalize	합법화하다	0.510	0.460	0.818
legalized	합법화 된	0.760	0.440	0.855
legally	법적으로	0.771	0.482	0.842
legend	전설	0.837	0.519	0.750
legendary	전설의	0.857	0.537	0.863
legibility	읽기 쉬움	0.771	0.481	0.580
legible	읽기 쉬운	0.673	0.279	0.509
legion	군단	0.469	0.570	0.852
legislate	입법부	0.571	0.582	0.736
legislation	법률 제정	0.531	0.418	0.808
legislative	입법상의	0.633	0.365	0.800
legislator	입법자	0.490	0.580	0.877
legislature	입법부	0.540	0.435	0.698
legit	합법적 인	0.747	0.427	0.849
legitimacy	합법성	0.823	0.420	0.855
legitimate	본격적인	0.792	0.363	0.841
lego	레고	0.600	0.294	0.189
legs	다리	0.479	0.407	0.228
legume	콩과 식물	0.520	0.302	0.465
legwork	걷기	0.622	0.560	0.509
leisure	여가	0.631	0.429	0.421
leisurely	여유 있는	0.806	0.250	0.367
lemma	보조 정리	0.530	0.284	0.391
lemon	레몬	0.596	0.317	0.316
lemonade	레몬 에이드	0.661	0.287	0.412
lend	빌려주 다	0.520	0.461	0.508
lender	대주	0.340	0.520	0.703
lending	대출	0.510	0.585	0.462
length	길이	0.479	0.308	0.533
lengthen	길게 하다	0.619	0.481	0.566
lengthened	길어진	0.448	0.530	0.474
lengthening	길게하는	0.673	0.530	0.528
lengthwise	세로로	0.571	0.470	0.528
lengthy	긴	0.570	0.342	0.528
leniency	관대함	0.517	0.436	0.545
lenient	허술한	0.520	0.451	0.340
lens	렌즈	0.420	0.245	0.472
leopard	표범	0.542	0.755	0.611
leotard	레오타드	0.510	0.429	0.391
leper	나병 환자	0.075	0.589	0.206
leprechaun	레프리 처치	0.417	0.480	0.417
leprosy	나병	0.130	0.670	0.349
lesbian	레즈비언	0.385	0.660	0.415
lesbianism	레즈비언	0.327	0.725	0.440
lesion	장애	0.240	0.623	0.361
less	적게	0.265	0.240	0.115
lessee	임차인	0.417	0.474	0.595
lessen	적게 하다	0.235	0.284	0.255
lessening	약화시키는	0.375	0.300	0.277
lesser	보다 작은	0.396	0.167	0.211
lesson	교훈	0.704	0.577	0.593
lessor	임대인	0.552	0.490	0.623
let	방해	0.427	0.373	0.307
lethal	치명적인	0.156	0.800	0.745
lethargic	무기력 한	0.214	0.245	0.375
lethargy	혼수	0.194	0.302	0.316
letter	편지	0.635	0.279	0.342
lettered	문자 그대로의	0.542	0.361	0.482
letterhead	레터 헤드	0.450	0.316	0.462
lettering	문자 쓰기	0.541	0.180	0.431
letters	편지	0.663	0.327	0.364
lettuce	상추	0.594	0.163	0.291
leukemia	백혈병	0.094	0.572	0.351
levee	제방	0.520	0.324	0.490
level	수평	0.622	0.277	0.491
lever	지렛대	0.400	0.343	0.402
leverage	이점	0.459	0.500	0.629
levitate	공중에 뜨다	0.561	0.598	0.551
levy	부과	0.438	0.420	0.491
lewd	음란 한	0.188	0.673	0.412
lexicon	사전	0.561	0.463	0.615
ley	NO TRANSLATION	0.604	0.389	0.764
liabilities	부채	0.429	0.608	0.694
liability	책임	0.646	0.500	0.802
liable	책임	0.656	0.519	0.821
liaison	연락	0.698	0.337	0.472
liar	거짓말 쟁이	0.042	0.606	0.339
libel	명예 훼손죄	0.128	0.694	0.403
libelous	비방하는	0.125	0.735	0.436
liberal	선심 쓰는	0.565	0.565	0.755
liberalism	자유	0.562	0.712	0.750
liberate	자유롭게 하다	0.760	0.632	0.708
liberated	해방 된	0.780	0.630	0.683
liberating	해방하는	0.915	0.620	0.745
liberation	해방	0.745	0.614	0.857
liberty	자유	0.938	0.579	0.836
libido	리비도	0.770	0.602	0.571
librarian	사서	0.625	0.135	0.509
library	도서관	0.776	0.122	0.549
libretto	가사	0.612	0.328	0.406
lice	이가	0.133	0.500	0.194
license	특허	0.500	0.394	0.702
lichen	이끼	0.418	0.388	0.463
lick	핥기	0.470	0.482	0.330
licorice	감초	0.677	0.310	0.400
lid	뚜껑	0.490	0.189	0.255
lie	거짓말	0.130	0.725	0.272
liege	군주	0.479	0.426	0.452
lien	선취 특권	0.396	0.580	0.441
lieu	대신	0.427	0.410	0.312
lieutenant	상관 대리	0.594	0.612	0.920
life	생명	0.918	0.615	0.824
lifeblood	생피	0.673	0.690	0.708
lifeboat	구명정	0.724	0.425	0.533
lifeguard	근위대	0.870	0.606	0.786
lifeisgood	생명력	0.812	0.575	0.611
lifeless	생명이없는	0.042	0.333	0.163
lifelike	살아 있는 것 같은	0.776	0.567	0.765
lifeline	생명선	0.735	0.552	0.496
lifelong	일생의	0.823	0.330	0.640
lifer	라이저	0.427	0.519	0.398
lifesaver	생명의 은인	0.908	0.745	0.703
lifestyle	라이프 스타일	0.750	0.472	0.645
lifesucks	형편없는 인생	0.167	0.637	0.377
lifetime	일생	0.816	0.559	0.736
lift	승강기	0.704	0.518	0.656
lifted	들어 올린	0.714	0.441	0.657
liftoff	이륙	0.531	0.667	0.588
ligament	인대	0.490	0.410	0.510
ligation	결찰	0.344	0.423	0.396
ligature	합자	0.478	0.430	0.447
light	빛	0.771	0.320	0.519
light year	광년	0.719	0.425	0.593
lightbulb	전구	0.573	0.255	0.302
lighten	가볍게 하다	0.688	0.438	0.362
lightheaded	눈부신	0.347	0.620	0.255
lighthouse	등대	0.622	0.240	0.510
lighting	조명	0.765	0.440	0.750
lightness	가벼움	0.794	0.360	0.526
lightning	번개	0.429	0.683	0.595
lights	등	0.750	0.480	0.575
lightweight	경량의	0.670	0.300	0.358
likable	바람직한	0.865	0.480	0.663
like	처럼	0.719	0.353	0.446
likelihood	있을 수 있는 일	0.760	0.469	0.542
likely	아마도	0.633	0.356	0.454
likeness	초상	0.688	0.410	0.561
likewise	마찬가지로	0.651	0.217	0.312
liking	기호	0.963	0.604	0.589
lilac	라일락 꽃	0.688	0.180	0.357
lily	백합	0.640	0.245	0.263
limb	수족	0.510	0.397	0.427
limber	앞차	0.688	0.729	0.673
limbo	림보	0.385	0.284	0.309
lime	라임	0.594	0.240	0.415
limelight	각광	0.667	0.639	0.694
limestone	석회암	0.602	0.323	0.381
limey	영국 수병	0.469	0.347	0.415
limit	한도	0.427	0.453	0.500
limitation	한정	0.190	0.431	0.225
limited	제한된	0.229	0.273	0.380
limitless	무한의	0.688	0.574	0.655
limo	리무진	0.760	0.367	0.667
limousine	리무진	0.638	0.531	0.640
limp	절름발이	0.393	0.440	0.172
lin	린	0.416	0.362	0.343
line	선	0.541	0.180	0.353
lineage	혈통	0.633	0.465	0.721
lineal	선의	0.521	0.170	0.474
linear	선의	0.646	0.250	0.472
linebacker	라인 배커	0.490	0.660	0.543
lined	안을 댄	0.438	0.367	0.424
linen	리넨	0.656	0.323	0.286
liner	정기선	0.469	0.396	0.400
lines	윤곽	0.542	0.317	0.330
lineup	라인업	0.635	0.427	0.638
linger	질질 끌게 하다	0.480	0.311	0.412
lingerie	란제리	0.543	0.463	0.308
lingering	오래 끄는	0.630	0.643	0.667
lingo	뜻 모를 말	0.448	0.364	0.447
lingual	언어의	0.500	0.457	0.315
linguini	링귀니	0.625	0.338	0.355
linguist	언어학 자	0.583	0.330	0.634
linguistic	언어학의	0.646	0.351	0.618
linguistics	언어학	0.552	0.390	0.618
lining	안	0.571	0.363	0.472
link	링크	0.427	0.264	0.491
linoleum	리놀륨	0.510	0.378	0.402
lint	보푸라기	0.388	0.173	0.214
lion	사자	0.532	0.717	0.682
lip	말뿐인	0.541	0.348	0.443
liposuction	지방 흡입	0.292	0.684	0.464
lipstick	립스틱	0.653	0.429	0.306
liquefaction	액화	0.449	0.622	0.535
liquefied	액화 된	0.562	0.463	0.342
liqueur	리큐어	0.670	0.612	0.389
liquid	액체	0.562	0.235	0.307
liquidate	청산하다	0.327	0.654	0.664
liquidation	변제	0.417	0.625	0.649
liquidator	청산인	0.354	0.663	0.750
liquidity	유동성	0.688	0.529	0.534
liquor	분비액	0.603	0.702	0.433
lira	NO TRANSLATION	0.530	0.255	0.370
lisp	리스프	0.365	0.412	0.288
list	명부	0.528	0.260	0.402
listen	들리다	0.771	0.360	0.445
listener	경청자	0.667	0.375	0.403
listenting	NO TRANSLATION	0.640	0.377	0.491
listing	목록	0.438	0.273	0.432
listless	노곤한	0.219	0.350	0.231
listneing	NO TRANSLATION	0.531	0.370	0.433
litany	장황한 설명	0.510	0.365	0.482
liter	리터	0.573	0.208	0.382
literacy	문해력	0.730	0.306	0.638
literal	정확한	0.570	0.353	0.574
literally	말 그대로	0.571	0.353	0.673
literary	문호	0.719	0.324	0.667
literature	문학	0.708	0.250	0.598
lithe	유연한	0.656	0.596	0.602
lithium	리튬	0.417	0.330	0.430
lithograph	석판화	0.551	0.327	0.481
lithography	리소그래피	0.561	0.346	0.473
lithology	암석학	0.519	0.378	0.525
lithosphere	암석권	0.473	0.333	0.689
litigant	소송 당사자	0.219	0.577	0.696
litigate	소송하다	0.260	0.819	0.712
litigation	소송	0.388	0.760	0.602
litigator	변호사	0.429	0.630	0.732
litigious	소송중인	0.360	0.736	0.632
litter	깃	0.255	0.551	0.110
little	작은	0.385	0.160	0.213
littlethings	작은 것들	0.740	0.311	0.242
littoral	해안가의	0.551	0.387	0.452
liturgy	전례	0.490	0.327	0.568
live	살고 있다	0.880	0.673	0.676
livelife	생계 유지	0.792	0.624	0.664
livelihood	살림	0.698	0.481	0.721
lively	기운찬	0.847	0.810	0.642
liven	활기찬	0.708	0.713	0.673
liver	간	0.439	0.290	0.385
livery	제복	0.510	0.417	0.429
livestock	가축	0.729	0.420	0.519
livid	선명한	0.469	0.788	0.490
living	생활	0.865	0.608	0.727
lizard	도마뱀	0.378	0.375	0.324
llama	야마	0.490	0.590	0.519
lml	1ml	0.448	0.519	0.385
load	하중	0.385	0.417	0.528
loader	짐을 싣는 사람	0.562	0.377	0.686
loaf	덩어리	0.755	0.250	0.277
loafer	로퍼	0.235	0.396	0.254
loam	옥토	0.469	0.373	0.673
loan	차관	0.552	0.480	0.352
loath	싫은	0.135	0.714	0.445
loathe	싫어하다	0.094	0.730	0.429
loathful	싫는	0.068	0.740	0.358
loathing	싫음	0.083	0.796	0.368
loathsome	기분 나쁜	0.120	0.694	0.343
lobby	로비	0.625	0.427	0.472
lobbyist	로비스트	0.385	0.527	0.565
lobe	둥근 돌출부	0.459	0.364	0.352
lobotomy	백질 절제술	0.296	0.598	0.402
lobster	랍스터	0.571	0.356	0.291
local	노동 조합 지부	0.656	0.269	0.452
locale	장소	0.449	0.387	0.352
locality	소재지	0.582	0.336	0.464
localization	지방화	0.552	0.330	0.545
localize	지역화하다	0.520	0.481	0.679
localized	지역화 된	0.490	0.460	0.621
locate	위치하고 있다	0.583	0.520	0.786
location	위치	0.615	0.375	0.546
locator	토지 경계 설정자	0.480	0.426	0.614
loch	호수	0.449	0.235	0.425
lock	자물쇠	0.271	0.585	0.600
locker	사물함	0.439	0.300	0.393
locket	로켓	0.615	0.327	0.616
locksmith	자물쇠 제조공	0.510	0.417	0.491
lockup	잠그다	0.240	0.602	0.617
loco	미친	0.306	0.774	0.226
locomotion	운동	0.470	0.600	0.595
locomotive	기관차	0.542	0.650	0.721
locust	메뚜기	0.479	0.412	0.417
lode	NO TRANSLATION	0.365	0.423	0.318
lodge	별장	0.656	0.356	0.474
lodger	입주자	0.480	0.448	0.304
lodging	하숙	0.713	0.286	0.527
loft	로프트	0.510	0.378	0.343
lofty	고상한	0.755	0.306	0.569
log	로그	0.591	0.371	0.395
logarithm	로그	0.520	0.439	0.551
logarithmic	대수	0.469	0.458	0.606
logic	논리	0.646	0.245	0.819
logical	논리적 인	0.805	0.400	0.648
logistics	기호 논리학	0.633	0.500	0.730
logo	심벌 마크	0.469	0.296	0.565
logotype	로고 타입	0.480	0.337	0.509
loin	NO TRANSLATION	0.420	0.298	0.379
lollipop	사탕 과자	0.628	0.483	0.357
lone	고독한	0.198	0.204	0.367
loneliness	외로움	0.146	0.182	0.222
lonely	고독한	0.250	0.226	0.238
loner	외롭다	0.347	0.152	0.221
lonesome	쓸쓸한	0.281	0.213	0.336
long	긴	0.541	0.353	0.543
longboat	대형 보트	0.551	0.454	0.490
longevity	장수	0.750	0.353	0.745
longing	갈망	0.604	0.434	0.560
longitude	경도	0.479	0.310	0.516
longitudinal	세로의	0.542	0.398	0.582
longitudinally	세로로	0.541	0.380	0.569
longtime	오랜	0.362	0.442	0.546
loo	화장실	0.385	0.357	0.283
look	보기	0.719	0.429	0.615
looker	보는 사람	0.583	0.354	0.451
lookout	임무	0.698	0.538	0.639
loom	직조기	0.531	0.245	0.325
looming	어렴풋이 나타나기	0.367	0.750	0.528
loon	아비	0.429	0.392	0.325
loony	미치광이	0.439	0.474	0.295
loop	고리	0.516	0.343	0.317
loophole	허점	0.406	0.755	0.491
loopy	지저분한	0.438	0.520	0.195
loose	느슨하게	0.573	0.312	0.365
loosen	늦추다	0.487	0.337	0.218
loosening	느슨한	0.378	0.343	0.295
loot	전리품	0.604	0.711	0.537
lop	베다	0.429	0.363	0.426
lopsided	편 편한	0.125	0.500	0.272
lord	지배자	0.618	0.327	0.684
lords	영주	0.571	0.356	0.781
lordship	각하	0.573	0.557	0.736
lore	과학적 학문	0.719	0.373	0.768
lorry	사륜 짐마차	0.521	0.481	0.402
lose	잃다	0.115	0.538	0.176
loser	실패자	0.083	0.510	0.155
losing	지는	0.076	0.686	0.223
loss	손실	0.062	0.567	0.211
lost	잃어버린	0.199	0.663	0.148
lot	제비	0.531	0.215	0.370
lotion	외용 물약	0.724	0.261	0.188
lots	제비	0.604	0.417	0.424
lottery	운	0.771	0.731	0.491
lotto	숫자 카드 맞추기 놀이	0.760	0.635	0.475
lotus	로터스	0.604	0.377	0.510
loud	화려한	0.573	0.650	0.870
loudly	큰 소리로	0.541	0.755	0.667
loudmouth	시끄럽게 지껄이는 놈	0.337	0.615	0.456
loudness	큰 소리	0.350	0.582	0.620
loudspeaker	확성기	0.490	0.735	0.689
lounge	라운지	0.592	0.245	0.466
lounging	어울리는	0.735	0.167	0.449
louse	이	0.184	0.439	0.154
lousy	듬뿍 있는	0.125	0.482	0.234
lovable	사랑스러운	0.948	0.335	0.565
love	애정	1.000	0.519	0.673
loved	사랑하는	0.927	0.452	0.582
lovee	사랑한다	0.949	0.592	0.611
loveee	사랑하는 사람	0.927	0.592	0.693
loveless	사랑이없는	0.102	0.365	0.216
lovelife	NO TRANSLATION	0.837	0.610	0.592
loveliness	사랑 스러움	0.959	0.509	0.750
lovelovelove	NO TRANSLATION	0.948	0.582	0.554
lovely	아름다운	0.917	0.456	0.741
lovemaking	사랑 만들기	0.969	0.927	0.814
lovemylife	NO TRANSLATION	0.896	0.800	0.573
lover	연인	0.881	0.816	0.750
lovesick	사랑 스럽다	0.796	0.842	0.500
lovethis	이거 너무 좋아	0.867	0.552	0.526
loving	사랑하는	0.948	0.612	0.636
lovinglife	사랑하는 삶	0.979	0.404	0.673
lovinlife	사랑의 생활	0.714	0.460	0.544
low	낮은	0.292	0.220	0.102
lowdown	진상	0.306	0.441	0.441
lower	보다 낮은	0.327	0.296	0.258
lowering	저하	0.286	0.363	0.236
lowest	가장 낮은	0.312	0.304	0.129
lowlands	저지대	0.323	0.290	0.331
lowlife	낮은 생활	0.296	0.529	0.309
lowly	겸손한	0.562	0.294	0.417
lox	액체 산소	0.490	0.373	0.318
loyal	충성스러운	0.896	0.265	0.657
loyalty	충의	0.885	0.406	0.793
lsd	엘에스디	0.375	0.471	0.390
luau	루아 우	0.594	0.545	0.296
lube	윤활유	0.552	0.490	0.411
lubricant	윤활유	0.656	0.550	0.454
lubricate	윤활하다	0.552	0.490	0.470
lubrication	매끄럽게 하기	0.624	0.646	0.491
lucid	맑은	0.771	0.490	0.705
luck	운	0.854	0.490	0.717
luckiest	운이 좋은	0.917	0.690	0.852
lucky	운이 좋은	0.960	0.610	0.793
luckygirl	운이 좋은 소녀	0.781	0.712	0.471
lucrative	유리한	0.729	0.519	0.798
ludicrous	쑥스러운	0.137	0.553	0.274
lug	돌기	0.344	0.443	0.340
luggage	짐	0.561	0.226	0.319
lukewarm	미적지근한	0.573	0.300	0.241
lull	달래다	0.602	0.130	0.402
lullaby	자장가	0.796	0.156	0.339
lumbar	요추	0.323	0.418	0.342
lumber	재목	0.517	0.184	0.373
lumbering	벌목하는	0.354	0.561	0.655
lumberjack	럼버 재킷	0.500	0.660	0.726
luminescent	발광하는	0.796	0.550	0.526
luminous	총명한	0.918	0.392	0.783
lump	덩어리	0.438	0.337	0.463
lumpy	울퉁불퉁 한	0.271	0.378	0.365
lunacy	전광	0.132	0.847	0.330
lunar	달	0.562	0.296	0.427
lunatic	미치광이	0.125	0.792	0.442
lunch	점심	0.880	0.410	0.542
lunchbox	점심 도시락	0.663	0.346	0.346
luncheon	점심	0.837	0.240	0.441
lunchtime	점심 시간	0.896	0.398	0.444
lung	폐	0.510	0.292	0.629
lunge	찌르기	0.354	0.721	0.509
lungs	폐	0.531	0.352	0.555
lurch	궁상	0.404	0.694	0.363
lure	매혹	0.439	0.565	0.300
lurid	어쩐지 기분 나쁜	0.186	0.833	0.536
lurk	밀행	0.219	0.740	0.655
lurking	숨어있는	0.421	0.781	0.575
luscious	감미로운	0.885	0.552	0.545
lush	풍부한	0.740	0.783	0.833
lust	색욕	0.469	0.944	0.518
luster	광택	0.833	0.566	0.558
lustful	원기 왕성한	0.427	0.896	0.643
lustrous	광택있는	0.771	0.606	0.598
lusty	튼튼한	0.469	0.941	0.673
lute	류트	0.459	0.407	0.500
luxuriant	울창한	0.760	0.745	0.812
luxurious	호화로운	0.947	0.644	0.754
luxury	사치	0.932	0.673	0.750
lycra	라이크라	0.520	0.449	0.328
lye	잿물	0.378	0.396	0.443
lying	거짓말하는	0.208	0.704	0.317
lymph	림프	0.398	0.510	0.390
lymphatic	임파선	0.380	0.509	0.472
lymphoma	림프종	0.208	0.645	0.330
lynch	사형	0.167	0.885	0.482
lynching	린치	0.135	0.920	0.548
lynx	스라소니	0.510	0.590	0.567
lyre	거문고	0.719	0.347	0.414
lyric	서정시	0.702	0.269	0.464
lyrical	서정적 인	0.708	0.451	0.618
lyrics	가사	0.582	0.214	0.333
macadamia	마카다미아	0.635	0.330	0.434
macarena	마카레나	0.802	0.601	0.368
macaroni	마카로니	0.816	0.410	0.382
mace	메이스	0.450	0.412	0.415
mach	마하	0.541	0.432	0.463
machete	칼	0.260	0.690	0.474
machine	기계	0.510	0.500	0.707
machinery	기계	0.458	0.615	0.629
machinist	기계공	0.490	0.598	0.721
macho	사나이	0.643	0.690	0.676
mackerel	고등어	0.418	0.423	0.426
macro	매크로	0.552	0.469	0.647
mad	미친	0.219	0.873	0.277
madam	마님	0.580	0.308	0.571
madame	부인	0.604	0.500	0.635
madden	미치게 하다	0.329	0.602	0.457
madder	마더	0.323	0.853	0.267
mademoiselle	NO TRANSLATION	0.752	0.459	0.461
mademyday	졸업생	0.694	0.573	0.537
madhouse	마드 하우스	0.156	0.736	0.440
madman	광인	0.135	0.880	0.312
madness	광기	0.104	0.804	0.440
maestro	거장	0.823	0.357	0.849
mafia	마피아	0.204	0.867	0.676
magazine	매거진	0.615	0.332	0.377
mage	마술사	0.622	0.373	0.453
magenta	마젠타	0.635	0.275	0.415
maggot	변덕	0.235	0.500	0.235
magic	마법	0.868	0.663	0.578
magical	마법 같은	0.875	0.651	0.595
magician	마술사	0.714	0.657	0.551
magistrate	수령	0.587	0.541	0.904
magma	연한 덩어리	0.323	0.623	0.609
magna	마그나	0.605	0.490	0.652
magnate	고관	0.627	0.708	0.868
magnesium	마그네슘	0.542	0.320	0.321
magnet	자석	0.571	0.318	0.553
magnetic	자성의	0.612	0.529	0.673
magnetism	자기	0.630	0.529	0.741
