Word	Esperanto-eo	Valence	Arousal	Dominance
noteworthy	Rimarkinda	0.704	0.481	0.759
nothappy	NO TRANSLATION	0.112	0.320	0.170
nothingbetter	NO TRANSLATION	0.635	0.390	0.543
nothingness	nenio	0.204	0.080	0.161
notice	rimarki	0.646	0.408	0.491
noticeable	rimarkinda	0.890	0.562	0.750
notification	sciigo	0.604	0.461	0.671
notify	sciigu	0.643	0.471	0.573
notion	nocio	0.612	0.284	0.667
notional	nociaj	0.520	0.288	0.500
notoriety	konateco	0.552	0.633	0.769
notorious	scivola	0.366	0.582	0.609
notready	ne	0.133	0.400	0.196
notwithstanding	tamen	0.367	0.316	0.433
nought	nenio	0.312	0.098	0.116
noun	substantivo	0.531	0.230	0.477
nourish	nutri	0.878	0.460	0.639
nourishment	nutraĵo	0.786	0.290	0.631
nouveau	NO TRANSLATION	0.633	0.438	0.432
novel	romano	0.702	0.352	0.439
novelist	novelisto	0.340	0.343	0.529
novelty	noveco	0.673	0.521	0.740
novice	novulo	0.429	0.346	0.180
nowadays	hodiaŭ tago	0.680	0.346	0.400
nowork	nunork	0.312	0.264	0.309
noworries	nun	0.630	0.402	0.500
noxious	maltrankvila	0.177	0.585	0.379
nozzle	cigaredingo	0.438	0.330	0.287
nuance	nuance	0.408	0.282	0.411
nuances	nuancoj	0.490	0.375	0.527
nuclear	nuklea	0.219	0.856	0.781
nucleus	kerno	0.529	0.296	0.667
nude	nuda	0.490	0.915	0.200
nudge	nudge	0.448	0.500	0.509
nudie	nudie	0.500	0.529	0.373
nudist	nudista	0.440	0.796	0.483
nudity	nudeco	0.438	0.853	0.415
nugget	nugget	0.602	0.340	0.348
nuisance	ĝeno	0.198	0.817	0.227
nuke	nuke	0.125	0.905	0.873
nul	NO TRANSLATION	0.337	0.358	0.264
null	nula	0.253	0.147	0.152
nullify	nuligi	0.255	0.373	0.395
numb	muta	0.108	0.420	0.352
number	nombro	0.406	0.231	0.471
numbering	numeri	0.510	0.363	0.482
numbers	nombroj	0.406	0.241	0.440
numbness	entumecimiento	0.306	0.398	0.265
numbskull	numbskull	0.300	0.472	0.284
numeral	numeralo	0.582	0.254	0.382
numerator	numeratoro	0.490	0.317	0.526
numerical	nombra	0.479	0.322	0.517
numerically	nombre	0.510	0.337	0.500
numerous	multnombraj	0.622	0.462	0.609
nun	NO TRANSLATION	0.500	0.150	0.406
nunchucks	nunkukoj	0.337	0.580	0.526
nunnery	manĝejo	0.653	0.236	0.473
nuptials	nuptoj	0.771	0.588	0.571
nurse	flegistino	0.635	0.578	0.521
nursemaid	niñera	0.615	0.431	0.436
nursery	bredejo	0.894	0.406	0.389
nursing	flegistino	0.552	0.549	0.653
nurture	nutrado	0.745	0.378	0.657
nut	nukso	0.365	0.310	0.250
nutcase	nuko	0.286	0.775	0.259
nutcracker	nukotuko	0.635	0.378	0.522
nuthouse	Nuthouse	0.347	0.519	0.434
nutmeg	nukso	0.635	0.302	0.350
nutrition	nutrado	0.885	0.420	0.579
nutritional	nutra	0.812	0.406	0.676
nutritious	nutra	0.833	0.337	0.655
nutritive	nutritiva	0.875	0.422	0.667
nuts	nuksoj	0.594	0.250	0.291
nutshell	plue	0.458	0.407	0.310
nutty	nuko	0.444	0.317	0.271
nylon	nilono	0.490	0.304	0.295
nylong	NO TRANSLATION	0.439	0.248	0.351
nylons	nilons	0.556	0.379	0.320
nymph	nimfo	0.542	0.529	0.472
nymphomaniac	nimfomania	0.398	0.894	0.536
oaf	oaf	0.344	0.357	0.330
oak	kverko	0.583	0.245	0.536
oar	Remilo	0.469	0.392	0.316
oasis	oazo	0.796	0.283	0.429
oat	Okino	0.622	0.170	0.298
oath	ĵurigas	0.543	0.615	0.824
oatmeal	oatmeal	0.592	0.192	0.241
obedience	obeemo	0.765	0.287	0.536
obedient	obeemaj	0.800	0.179	0.518
obediently	obeeme	0.802	0.304	0.577
obelisk	obelisko	0.604	0.408	0.596
obese	obesaj	0.133	0.427	0.250
obesity	obesidad	0.215	0.370	0.328
obey	obeu	0.677	0.433	0.533
obi	obi	0.469	0.442	0.414
obit	obito	0.410	0.464	0.393
obituary	obituario	0.188	0.330	0.423
object	objekto	0.531	0.356	0.375
objection	objekton	0.347	0.592	0.709
objectionable	neebla	0.459	0.382	0.558
objective	objektiva	0.724	0.337	0.736
objectivity	objektiveco	0.765	0.431	0.711
obligation	obligacio	0.222	0.596	0.718
obligatory	deviga	0.337	0.571	0.780
oblige	devigi	0.281	0.770	0.614
obliged	devigita	0.327	0.680	0.411
obliging	deviga	0.740	0.402	0.545
obligor	deviga	0.302	0.600	0.360
oblique	oblikva	0.438	0.347	0.455
obliterate	forgesi	0.250	0.539	0.569
obliterated	forgesita	0.240	0.469	0.344
obliteration	malakordo	0.177	0.622	0.397
oblivion	forgeson	0.153	0.330	0.282
oblivious	forgesema	0.229	0.388	0.355
oblong	oblongaj	0.561	0.455	0.370
obnoxious	maltrankvila	0.088	0.602	0.256
oboe	hobojo	0.510	0.340	0.392
obscene	obscena	0.050	0.745	0.348
obscenity	obscenidad	0.083	0.843	0.418
obscure	malluma	0.370	0.551	0.278
obscured	mallumita	0.115	0.356	0.298
obscurity	mallumo	0.208	0.392	0.380
observance	observado	0.531	0.315	0.632
observant	observanto	0.740	0.422	0.708
observation	observo	0.633	0.433	0.667
observatory	observatorio	0.643	0.324	0.731
observe	observu	0.771	0.390	0.360
observer	observanto	0.663	0.363	0.603
observing	observante	0.583	0.400	0.685
obsess	obsedo	0.112	0.846	0.509
obsessed	obsedita	0.219	0.840	0.439
obsessing	obsedanta	0.173	0.773	0.698
obsession	obsedo	0.229	0.847	0.571
obsessive	obsesiva	0.219	0.823	0.480
obsolescence	obsolescencia	0.250	0.431	0.377
obsolete	malaktuala	0.337	0.321	0.250
obstacle	obstaklo	0.204	0.708	0.336
obstetrician	obstetria	0.521	0.636	0.604
obstetrics	obstetriko	0.530	0.582	0.564
obstinate	obstina	0.146	0.696	0.562
obstruct	obstrukcii	0.115	0.660	0.458
obstruction	obstrukco	0.125	0.742	0.491
obstructive	obstrukcia	0.204	0.650	0.613
obtain	akiri	0.760	0.438	0.731
obtainable	atingebla	0.677	0.327	0.702
obtuse	obtuza	0.281	0.460	0.345
obverse	averso	0.470	0.394	0.464
obvious	evidente	0.625	0.336	0.585
ocarina	okarino	0.541	0.392	0.366
occasion	okazo	0.700	0.451	0.398
occasional	okaza	0.490	0.298	0.387
occasionally	foje	0.538	0.240	0.264
occipital	okcipita	0.398	0.408	0.518
occlusion	occludo	0.306	0.439	0.442
occult	okulta	0.292	0.382	0.406
occupancy	okupado	0.625	0.471	0.721
occupant	okupanto	0.500	0.417	0.483
occupation	okupacio	0.562	0.470	0.692
occupational	okupacia	0.583	0.469	0.596
occupied	okupita	0.337	0.546	0.441
occupier	okupanto	0.427	0.438	0.600
occupy	okupi	0.396	0.520	0.589
occupying	okupante	0.573	0.462	0.519
occur	okazas	0.451	0.561	0.510
occurrence	okazo	0.573	0.690	0.541
ocd	ocd	0.333	0.472	0.370
ocean	oceano	0.823	0.308	0.642
oceanic	oceana	0.740	0.317	0.632
octagon	octogono	0.602	0.349	0.462
octave	octave	0.438	0.380	0.482
octopus	polpo	0.713	0.378	0.411
ocular	Okula	0.418	0.370	0.400
odd	nepara	0.265	0.337	0.302
oddball	oddball	0.316	0.360	0.357
oddity	stranga	0.312	0.557	0.386
odds	probableco	0.500	0.472	0.680
ode	odo	0.604	0.269	0.519
odious	malaminda	0.235	0.708	0.235
odometer	odometer	0.367	0.470	0.388
odor	odoro	0.337	0.363	0.404
odyssey	odiseado	0.622	0.692	0.710
oedipal	junipal	0.312	0.575	0.509
oestrogen	estrogeno	0.521	0.608	0.561
oeuvre	NO TRANSLATION	0.653	0.484	0.598
offal	ofensivo	0.302	0.470	0.302
offence	ofendo	0.312	0.798	0.446
offend	ofendi	0.094	0.804	0.333
offended	ofendita	0.188	0.690	0.337
offender	krimulo	0.104	0.851	0.537
offense	ofendo	0.230	0.765	0.510
offensive	ofensivo	0.135	0.882	0.600
offer	oferto	0.750	0.745	0.596
offered	proponita	0.582	0.490	0.544
offering	proponante	0.688	0.462	0.585
offhand	malofte	0.388	0.500	0.368
office	oficejo	0.427	0.302	0.509
officer	oficiro	0.542	0.430	0.877
offices	oficejoj	0.469	0.312	0.534
official	oficiala	0.646	0.565	0.833
officiate	oficejo	0.688	0.453	0.704
offing	ofendado	0.490	0.412	0.447
offload	malŝarĝo	0.479	0.444	0.525
offset	kompenso	0.719	0.394	0.704
offshoot	ekstere	0.517	0.330	0.361
offshore	eksterlande	0.417	0.484	0.441
offside	ekstersidejo	0.323	0.519	0.443
offspring	idaro	0.656	0.435	0.600
oft	oft	0.500	0.308	0.474
oftentimes	multaj fojoj	0.571	0.500	0.482
ogre	ogre	0.135	0.698	0.510
ohdear	NO TRANSLATION	0.458	0.519	0.442
ohgod	NO TRANSLATION	0.500	0.557	0.439
ohno	Ho ne	0.396	0.475	0.380
ohshit	NO TRANSLATION	0.230	0.594	0.343
oil	oleo	0.521	0.278	0.306
oils	oleoj	0.459	0.229	0.391
oily	oleo	0.276	0.533	0.385
oink	oink	0.500	0.450	0.289
ointment	sxmirajxo	0.438	0.271	0.398
okra	okra	0.469	0.400	0.362
old	malnova	0.410	0.279	0.315
olden	olden	0.284	0.213	0.425
older	pli malnova	0.385	0.255	0.317
oldie	oldie	0.363	0.363	0.342
oldies	malnovaj	0.438	0.300	0.412
olfactory	olfactory	0.602	0.409	0.452
oligarchy	oligarkio	0.327	0.567	0.741
olive	olivo	0.571	0.231	0.406
omega	omega	0.529	0.337	0.526
omelet	omelet	0.708	0.323	0.315
omen	Aŭguro	0.390	0.657	0.583
omgomgomg	NO TRANSLATION	0.490	0.551	0.358
ominous	malkontenta	0.255	0.730	0.510
omission	omisión	0.367	0.333	0.275
omit	preterlasu	0.330	0.265	0.451
omitted	preterlasita	0.260	0.235	0.211
omnibus	omnibus	0.490	0.410	0.473
omnipotence	ĉiopovo	0.667	0.793	0.866
omnipotent	ĉiopova	0.719	0.679	0.919
omnipresent	omnipresente	0.688	0.452	0.825
omniscient	ĉioscia	0.656	0.334	0.778
onboard	surŝipe	0.612	0.451	0.491
oncologist	onkologo	0.260	0.654	0.640
oncology	onkologio	0.204	0.424	0.500
oncoming	venonta	0.594	0.625	0.773
one	unu	0.542	0.292	0.370
oneday	NO TRANSLATION	0.667	0.245	0.374
onedge	onedo	0.479	0.552	0.400
onelove	unu amo	0.816	0.577	0.541
oneness	unueco	0.745	0.272	0.720
onerous	multekosta	0.500	0.480	0.462
oneself	sin mem	0.660	0.337	0.483
ongoing	daŭranta	0.674	0.484	0.556
onion	cepo	0.378	0.367	0.382
onset	komenco	0.673	0.497	0.500
onslaught	atako	0.198	0.939	0.717
onstage	onstage	0.719	0.673	0.583
ontology	ontologio	0.510	0.450	0.518
onus	onus	0.562	0.520	0.769
onward	antaŭen	0.667	0.538	0.741
onyx	onikso	0.571	0.461	0.380
oodles	okuloj	0.490	0.374	0.446
oomph	oomph	0.449	0.613	0.315
ooze	aŭdi	0.344	0.577	0.333
oozing	oozing	0.238	0.515	0.427
op	op	0.480	0.402	0.349
opacity	opakeco	0.471	0.251	0.256
opal	opalo	0.623	0.479	0.379
opaque	opaka	0.344	0.265	0.342
ope	opero	0.375	0.380	0.395
open	malfermita	0.620	0.480	0.569
opener	malfermilo	0.584	0.526	0.377
opening	malfermo	0.667	0.510	0.620
openly	malfermite	0.603	0.388	0.553
openness	malfermo	0.837	0.561	0.667
opera	opero	0.714	0.500	0.483
operate	operacii	0.582	0.690	0.691
operatic	operatika	0.375	0.452	0.627
operation	operacio	0.475	0.611	0.755
operational	operacional	0.562	0.570	0.679
operations	operacioj	0.480	0.549	0.798
operative	operativa	0.541	0.635	0.718
operator	telefonisto	0.612	0.630	0.726
ophthalmic	oftalmaj	0.427	0.385	0.444
ophthalmologist	oftalmologo	0.552	0.389	0.491
opiate	opia	0.281	0.594	0.598
opinion	opinio	0.594	0.482	0.638
opinionated	opiniita	0.156	0.800	0.491
opium	opio	0.276	0.490	0.333
opponent	kontraŭulo	0.080	0.741	0.716
opportune	oportuna	0.796	0.538	0.767
opportunism	oportunismo	0.571	0.752	0.673
opportunity	ŝanco	0.938	0.745	0.833
oppose	kontraŭstari	0.431	0.800	0.473
opposed	kontraŭa	0.092	0.460	0.606
opposing	kontraŭstaranta	0.188	0.660	0.518
opposite	kontraŭa	0.235	0.545	0.408
opposites	kontraŭuloj	0.281	0.518	0.462
opposition	opozicio	0.135	0.729	0.592
oppress	premo	0.186	0.654	0.555
oppressed	premataj	0.119	0.640	0.259
oppression	premo	0.080	0.673	0.615
oppressive	subpremaj	0.276	0.590	0.667
oppressor	premo	0.160	0.776	0.629
ops	ops	0.417	0.550	0.528
opt	elektu	0.510	0.471	0.345
optic	optika	0.663	0.384	0.594
optical	optika	0.677	0.311	0.542
optics	optiko	0.562	0.286	0.580
optimism	optimismo	0.949	0.565	0.814
optimist	optimisma	0.875	0.539	0.787
optimistic	optimisma	0.979	0.580	0.821
optimum	optimuma	0.892	0.469	0.808
option	opcio	0.512	0.427	0.359
optional	nedeviga	0.755	0.350	0.440
optionally	laŭvole	0.365	0.405	0.481
options	ebloj	0.622	0.327	0.473
optometrist	optometristo	0.446	0.455	0.668
opulence	opulenco	0.620	0.615	0.648
opulent	forta	0.562	0.660	0.660
opus	opus	0.458	0.368	0.391
oracle	orakolo	0.552	0.531	0.670
oral	parola	0.530	0.448	0.375
orange	oranĝo	0.646	0.132	0.296
orange juice	oranĝsuko	0.719	0.343	0.445
orangutan	orangutan	0.430	0.560	0.471
oration	petego	0.646	0.315	0.683
orator	oratoro	0.667	0.375	0.682
oratory	oratorio	0.602	0.472	0.693
orb	orb	0.463	0.370	0.444
orbit	orbito	0.561	0.422	0.575
orbital	orbitala	0.458	0.451	0.559
orbiting	orbita	0.520	0.643	0.554
orbs	orboj	0.469	0.355	0.482
orc	orko	0.240	0.510	0.388
orchard	Huerto	0.760	0.269	0.333
orchestra	orkestro	0.708	0.500	0.664
orchid	orkideo	0.840	0.345	0.382
ordained	ordigita	0.735	0.409	0.731
ordeal	ordeal	0.344	0.539	0.529
order	ordo	0.780	0.295	0.814
orderly	ordige	0.844	0.240	0.661
ordinance	ordono	0.615	0.452	0.776
ordinary	ordinara	0.375	0.312	0.286
ordination	ordigo	0.688	0.490	0.765
ordnance	ordnance	0.354	0.825	0.679
ore	erco	0.500	0.333	0.356
oregano	oregano	0.596	0.327	0.250
organ	orgeno	0.510	0.469	0.538
organic	organika	0.719	0.343	0.535
organism	organizaĵo	0.457	0.559	0.800
organist	orgenisto	0.740	0.469	0.669
organization	organizo	0.810	0.535	0.851
organize	organizi	0.802	0.655	0.781
organized	organizita	0.816	0.337	0.746
organizer	organizisto	0.604	0.577	0.846
orgasm	orgasmo	0.844	0.863	0.676
orgies	orgioj	0.388	0.953	0.433
orgy	orgio	0.346	0.962	0.536
orient	orienti	0.667	0.422	0.667
oriental	orienta	0.592	0.409	0.598
orientation	Orientiĝo	0.667	0.454	0.686
orifice	orificio	0.448	0.355	0.443
origami	origami	0.684	0.276	0.294
origin	origino	0.729	0.435	0.591
original	originala	0.765	0.480	0.746
originality	originaleco	0.898	0.500	0.824
originate	estigas	0.702	0.500	0.866
origination	origino	0.760	0.443	0.604
originator	estiganto	0.592	0.510	0.868
ornament	ornamaĵo	0.561	0.373	0.441
ornamental	ornamentaj	0.663	0.392	0.460
ornamentation	ornamado	0.663	0.471	0.472
ornamented	ornamitaj	0.677	0.350	0.490
ornate	ornata	0.812	0.356	0.500
ornery	ornery	0.361	0.520	0.509
orphan	orfo	0.133	0.388	0.140
orphanage	orfejo	0.184	0.439	0.425
orphaned	orfoj	0.062	0.430	0.228
orthodontist	ortodontisto	0.469	0.615	0.564
orthodox	ortodoksa	0.388	0.471	0.647
orthodoxy	ortodokseco	0.271	0.388	0.612
orthogonal	perpendikulara	0.500	0.314	0.540
orthopedic	ortopedio	0.406	0.346	0.473
oscillate	oscilas	0.449	0.580	0.397
oscillating	oscilante	0.469	0.548	0.402
oscillation	oscilado	0.562	0.433	0.431
oscillatory	oscillatoria	0.375	0.520	0.480
ostensible	ostensible	0.542	0.549	0.585
ostensibly	evidente	0.473	0.529	0.509
ostentatious	okulfrapa	0.479	0.794	0.648
ostracized	ostracizitaj	0.115	0.690	0.377
ostrich	struto	0.592	0.382	0.241
other	alia	0.472	0.230	0.259
otter	lutro	0.439	0.216	0.339
otto	otto	0.427	0.425	0.404
ottoman	otomano	0.531	0.337	0.444
ought	devus	0.438	0.511	0.434
ounce	onza	0.531	0.255	0.288
oust	ekstere	0.296	0.716	0.444
outage	ekstere	0.306	0.684	0.438
outback	ekstere	0.500	0.324	0.430
outbid	malpermesita	0.594	0.622	0.540
outboard	ekstere	0.448	0.491	0.456
outbreak	eksplodo	0.260	0.632	0.472
outburst	eksplodo	0.209	0.802	0.528
outcast	eksterordinara	0.153	0.449	0.353
outcome	rezulto	0.615	0.472	0.685
outcry	krias	0.271	0.773	0.718
outdated	antikva	0.167	0.236	0.226
outdo	ekstere	0.771	0.750	0.873
outdoor	ekstere	0.814	0.256	0.447
outdoors	al la libera aero	0.781	0.444	0.453
outer	ekstera	0.552	0.471	0.456
outfit	vestaro	0.760	0.490	0.566
outgoing	ekstere	0.650	0.472	0.538
outgrow	ekstere	0.510	0.529	0.722
outgrowth	ekstra	0.771	0.620	0.688
outhouse	kuŝejo	0.281	0.519	0.255
outing	ekstere	0.771	0.672	0.634
outlandish	ekstravaganca	0.448	0.737	0.657
outlast	eksterordinare	0.620	0.786	0.685
outlaw	malpermesite	0.255	0.662	0.482
outlet	eliro	0.610	0.396	0.245
outline	skizo	0.542	0.365	0.509
outlines	strekoj	0.656	0.402	0.651
outlive	malproksime	0.565	0.769	0.724
outlook	perspektivo	0.830	0.525	0.625
outlying	ekstera	0.460	0.562	0.503
outnumber	pli multaj	0.347	0.615	0.577
outpatient	eksterordinara	0.260	0.400	0.395
outpost	antaŭita	0.635	0.571	0.675
outpouring	eksplodiganta	0.562	0.685	0.552
output	eligo	0.604	0.389	0.434
outrage	indigno	0.060	0.689	0.542
outraged	indignigita	0.156	0.696	0.538
outrageous	indigniga	0.153	0.945	0.713
outrank	ekflugis	0.653	0.643	0.817
outreach	eliro	0.540	0.462	0.672
outright	ekstere	0.767	0.396	0.755
outrun	ekstere	0.531	0.833	0.573
outset	komenco	0.750	0.500	0.582
outsider	eksterulo	0.398	0.549	0.447
outskirts	afueras	0.474	0.519	0.312
outsmart	ekstere	0.673	0.657	0.864
outspoken	ekstere	0.582	0.413	0.667
outstanding	elstara	0.898	0.760	0.896
outstretched	etendita	0.448	0.481	0.519
outward	ekstere	0.449	0.439	0.365
outwards	ekstere	0.440	0.472	0.400
outweigh	superas	0.486	0.600	0.682
outwit	ekstere	0.302	0.755	0.356
oval	ovala	0.417	0.280	0.330
ovary	ovario	0.469	0.399	0.280
ovate	ovato	0.385	0.286	0.368
ovation	ovacio	0.719	0.758	0.750
oven	forno	0.583	0.425	0.606
overactive	overactiva	0.667	0.885	0.592
overall	entute	0.583	0.370	0.670
overalls	totaloj	0.500	0.392	0.373
overbearing	superfortaj	0.323	0.833	0.861
overburden	superŝarĝita	0.115	0.755	0.546
overcast	nuba	0.417	0.250	0.475
overcharged	superŝarĝita	0.276	0.780	0.569
overcoat	ĉifono	0.594	0.265	0.430
overcome	venki	0.719	0.689	0.848
overcoming	venkante	0.842	0.765	0.855
overcrowded	superplena	0.292	0.520	0.491
overdo	superdo	0.156	0.864	0.602
overdose	superdozo	0.110	0.820	0.468
overdrive	overdrive	0.303	0.715	0.732
overdue	superdita	0.125	0.427	0.259
overestimate	overestimaj	0.367	0.796	0.444
overestimated	overestimata	0.344	0.646	0.527
overflow	superfluo	0.398	0.792	0.500
overflowing	superfluanta	0.439	0.796	0.635
overgrown	superita	0.333	0.500	0.369
overgrowth	overgrowth	0.417	0.790	0.673
overhanging	superante	0.698	0.755	0.812
overhaul	revizio	0.500	0.651	0.491
overhead	superflanke	0.344	0.700	0.538
overhear	aŭdi	0.650	0.365	0.580
overheated	recalentado	0.250	0.598	0.547
overjoyed	ĝojita	0.908	0.708	0.755
overkill	overkill	0.379	0.861	0.678
overlaid	kovrita	0.620	0.610	0.676
overlap	superkovri	0.594	0.615	0.627
overlapping	superkovrita	0.595	0.578	0.684
overlay	tegu	0.564	0.596	0.749
overload	superŝarĝi	0.381	0.690	0.652
overlook	pretervidu	0.292	0.418	0.415
overlord	mastro	0.750	0.755	0.932
overlying	superi	0.500	0.519	0.691
overpaid	pagita	0.429	0.670	0.585
overpass	superpasi	0.562	0.561	0.565
overplayed	superpremita	0.224	0.798	0.586
overpower	superforto	0.448	0.859	0.783
overpowering	superpotenca	0.392	0.779	0.589
overpriced	superkovrita	0.271	0.556	0.472
overprotective	superprotecta	0.448	0.673	0.741
overrated	superita	0.312	0.630	0.482
overreact	superreakta	0.306	0.912	0.471
override	nuligi	0.316	0.491	0.529
overriding	superreganta	0.240	0.490	0.384
overrule	superrule	0.224	0.412	0.429
overrun	overrun	0.271	0.764	0.598
oversee	kontrolu	0.541	0.649	0.778
overseer	kontrolisto	0.552	0.520	0.873
overshadow	sombra	0.333	0.549	0.654
oversight	kontrolo	0.385	0.618	0.723
oversized	grandega	0.552	0.540	0.679
overslept	overslept	0.408	0.315	0.300
overstate	superstate	0.281	0.779	0.635
overstock	brutaro	0.344	0.592	0.589
overt	malantaŭen	0.708	0.326	0.607
overtake	foriri	0.573	0.620	0.718
overtaken	renversitaj	0.594	0.552	0.702
overthemoon	NO TRANSLATION	0.643	0.531	0.481
overthinker	renversanto	0.430	0.606	0.552
overthinking	renversante	0.408	0.761	0.525
overthrow	renversi	0.260	0.868	0.620
overtime	ekstra tempo	0.447	0.504	0.529
overtired	malaperita	0.210	0.357	0.273
overture	malfermo	0.490	0.402	0.491
overturn	renversi	0.240	0.765	0.396
overview	superrigardo	0.615	0.380	0.539
overweight	superpeso	0.052	0.500	0.389
overwhelm	superforto	0.250	0.823	0.462
overwhelmed	superfortita	0.341	0.680	0.348
overwhelming	abrumadora	0.327	0.830	0.640
overworked	tro laborita	0.133	0.670	0.387
overwrought	superfortita	0.156	0.900	0.571
overzealous	superkovrita	0.427	0.804	0.703
owe	debeto	0.500	0.429	0.386
owing	pro tio	0.396	0.307	0.381
owl	strigo	0.520	0.270	0.321
owner	posedanto	0.776	0.449	0.920
ownership	proprieto	0.628	0.445	0.741
ox	bovo	0.417	0.396	0.412
oxidation	oxidado	0.453	0.415	0.211
oxide	rusto	0.354	0.377	0.298
oxygen	oksigeno	0.908	0.310	0.575
oxymoron	oxymoron	0.427	0.481	0.398
oyster	ostro	0.500	0.311	0.327
ozone	ozono	0.560	0.345	0.518
pace	ritmo	0.510	0.380	0.390
pacemaker	ŝusisto	0.448	0.569	0.582
pacific	pacaj	0.627	0.118	0.580
pacified	pacigita	0.802	0.194	0.414
pacifier	pacisto	0.615	0.342	0.356
pacifist	pacisma	0.663	0.153	0.557
pacify	pacigu	0.812	0.283	0.629
pacing	paŝo	0.583	0.551	0.491
pack	pako	0.510	0.347	0.475
package	pako	0.571	0.433	0.443
packaging	pakaĵo	0.604	0.393	0.549
packer	pakisto	0.520	0.480	0.537
packet	pako	0.582	0.385	0.407
pact	interkonsento	0.442	0.444	0.593
pad	pad	0.684	0.279	0.330
padded	kompletigita	0.606	0.212	0.371
padding	kompletigado	0.561	0.398	0.423
paddle	paŝu	0.561	0.375	0.393
paddle boat	pakaĵo	0.663	0.373	0.415
paddock	paddoko	0.480	0.429	0.481
paddy	paddy	0.653	0.330	0.330
padlock	padoblo	0.459	0.284	0.457
padre	NO TRANSLATION	0.684	0.407	0.647
paean	paean	0.552	0.547	0.471
pagan	paganaj	0.292	0.578	0.542
paganism	paganismo	0.240	0.640	0.411
page	paĝo	0.677	0.224	0.278
pageant	paŝo	0.719	0.667	0.651
pager	pager	0.510	0.526	0.554
pagination	paginado	0.459	0.333	0.400
paging	paginado	0.542	0.398	0.423
pagoda	pagodo	0.571	0.259	0.435
pail	pail	0.448	0.177	0.188
pain	doloro	0.012	0.765	0.395
pained	doloris	0.112	0.500	0.250
painful	dolora	0.050	0.742	0.330
painfully	dolore	0.156	0.720	0.407
painkiller	painkiller	0.487	0.312	0.481
painless	senfina	0.785	0.173	0.491
pains	doloroj	0.106	0.673	0.362
painstaking	dolora	0.396	0.335	0.386
paint	pentri	0.667	0.343	0.413
paintball	paintball	0.615	0.745	0.537
paintbrush	peniko	0.714	0.226	0.353
painted	pentrita	0.667	0.333	0.424
painter	pentristo	0.677	0.366	0.487
painting	pentrarto	0.792	0.324	0.333
pair	paro	0.552	0.317	0.304
paisley	paisley	0.531	0.327	0.347
pajama	pajama	0.908	0.157	0.245
pajamas	piĵamo	0.719	0.170	0.264
pal	pal	0.812	0.426	0.596
palace	palaco	0.878	0.510	0.804
palatable	plaĉebla	0.823	0.500	0.594
palate	palato	0.625	0.350	0.358
pale	pala	0.281	0.259	0.245
paleontology	paleontologio	0.438	0.308	0.617
palette	paletro	0.590	0.333	0.205
pall	pala	0.277	0.387	0.394
palladium	paladio	0.470	0.380	0.393
pallet	palleto	0.604	0.241	0.349
palliative	paliativa	0.548	0.394	0.518
palm	palmo	0.531	0.194	0.340
palmer	palmo	0.480	0.269	0.413
palomino	palomino	0.616	0.349	0.396
palpable	palpable	0.552	0.343	0.611
palpitations	palpitaciones	0.417	0.702	0.528
palsy	paralizo	0.083	0.446	0.221
paltry	Paltry	0.333	0.491	0.320
pamper	pamper	0.792	0.321	0.348
pamphlet	pamfleto	0.530	0.250	0.327
pan	panon	0.734	0.182	0.364
panacea	panaceo	0.420	0.427	0.613
panache	panache	0.510	0.363	0.306
pancake	pancake	0.802	0.274	0.364
pancakes	pancakes	0.844	0.373	0.402
pancreas	pankreato	0.469	0.302	0.366
panda	panda	0.646	0.194	0.406
pandemic	pandemia	0.160	0.790	0.544
pandemonium	pandemonium	0.229	0.885	0.500
