Word	Chinese (Simplified)-zh-CN	Valence	Arousal	Dominance
microscopically	显微镜	0.623	0.370	0.412
microscopy	显微镜	0.500	0.339	0.455
microwave	微波	0.542	0.497	0.443
mid	中	0.500	0.315	0.356
midair	半空中	0.633	0.413	0.455
midday	正午	0.658	0.250	0.403
middle	中间	0.458	0.157	0.300
middleman	中间人	0.500	0.404	0.452
middleweight	中量级	0.510	0.302	0.428
midget	侏儒	0.396	0.295	0.254
midland	美联	0.521	0.402	0.456
midlife	中年	0.594	0.244	0.473
midline	中线	0.332	0.224	0.330
midnight	午夜	0.562	0.470	0.545
midshipman	海军官校学生	0.469	0.615	0.785
midst	中间	0.324	0.275	0.296
midsummer	盛夏	0.781	0.480	0.492
midterm	期中考试	0.427	0.337	0.425
midtown	市中心	0.479	0.442	0.538
midway	中途	0.459	0.316	0.304
midwife	助产士	0.531	0.570	0.453
midwifery	助产	0.510	0.570	0.459
mien	NO TRANSLATION	0.500	0.352	0.447
miffed	恼火	0.204	0.726	0.429
mighty	威武	0.855	0.837	0.936
mignon	牛排	0.551	0.440	0.423
migraine	偏头痛	0.135	0.783	0.318
migrate	迁移	0.415	0.580	0.454
migration	移民	0.492	0.731	0.566
migratory	迁徙	0.448	0.521	0.491
mike	麦克风	0.542	0.365	0.423
mil	NO TRANSLATION	0.534	0.388	0.347
mild	温和	0.635	0.198	0.216
mildew	霉菌	0.344	0.250	0.241
mildness	温和	0.827	0.226	0.311
mile	英里	0.521	0.417	0.456
mileage	里程	0.510	0.458	0.562
milestone	里程碑	0.719	0.373	0.558
militant	激进	0.418	0.667	0.750
militants	武装分子	0.260	0.673	0.652
military	军事	0.396	0.710	0.875
militia	民兵	0.396	0.729	0.769
milk	牛奶	0.817	0.270	0.327
milkman	送奶工	0.750	0.380	0.304
milkshake	奶昔	0.796	0.521	0.330
milky	乳白色	0.517	0.283	0.311
mill	磨	0.531	0.382	0.347
millennium	千年	0.573	0.398	0.760
milligram	毫克	0.429	0.217	0.302
millimeter	毫米	0.427	0.177	0.360
million	百万	0.776	0.647	0.812
millionaire	百万富翁	0.917	0.755	0.850
millionth	百万分之一	0.635	0.528	0.611
millstone	磨石	0.510	0.433	0.492
mime	哑剧	0.455	0.235	0.302
mimic	模仿者	0.557	0.587	0.391
mimicking	模仿	0.316	0.433	0.364
mimicry	模仿	0.420	0.337	0.472
mince	剁碎	0.417	0.529	0.378
mincemeat	碎肉	0.396	0.435	0.358
mind	心神	0.650	0.388	0.627
minded	头脑	0.656	0.394	0.627
mindful	铭记	0.765	0.450	0.725
mindfulness	正念	0.729	0.635	0.745
mindless	没头脑	0.184	0.333	0.153
mine	矿	0.688	0.418	0.578
minefield	雷区	0.188	0.839	0.684
miner	矿工	0.408	0.594	0.644
mineral	矿物	0.519	0.287	0.605
mineralogy	矿物学	0.551	0.408	0.545
mingle	交融	0.561	0.480	0.434
mingled	混到	0.521	0.392	0.357
mini	微型	0.421	0.324	0.221
miniature	微型	0.429	0.292	0.204
minibus	小巴	0.439	0.390	0.428
minim	NO TRANSLATION	0.518	0.208	0.138
minimal	最小	0.448	0.147	0.206
minimize	最小化	0.360	0.236	0.311
minimized	最小化	0.458	0.137	0.208
minimum	最低限度	0.380	0.198	0.194
mining	矿业	0.633	0.598	0.554
minion	奴才	0.490	0.430	0.167
minister	部长	0.547	0.441	0.892
ministerial	部级	0.571	0.519	0.660
ministry	部	0.510	0.346	0.717
minivan	面包车	0.592	0.356	0.452
mink	貂	0.560	0.515	0.430
minnow	桃花鱼	0.541	0.367	0.364
minor	次要	0.250	0.235	0.175
minority	少数民族	0.310	0.332	0.211
minstrel	歌手	0.458	0.541	0.397
mint	薄荷	0.688	0.221	0.345
minty	薄荷	0.635	0.292	0.361
minuscule	微不足道	0.396	0.286	0.214
minute	分钟	0.582	0.279	0.356
minutiae	细节	0.323	0.257	0.316
minx	疯丫头	0.448	0.519	0.404
mir	NO TRANSLATION	0.417	0.339	0.355
miracle	奇迹	0.917	0.607	0.806
miracles	奇迹	0.922	0.735	0.692
miraculous	神奇	0.875	0.706	0.812
mirage	蜃景	0.546	0.487	0.562
mire	NO TRANSLATION	0.344	0.376	0.298
mirror	镜子	0.677	0.310	0.438
mirth	欢笑	0.888	0.640	0.608
misappropriation	挪用	0.097	0.831	0.500
misbehave	行为不端	0.020	0.847	0.304
misbehavior	不当行为	0.031	0.704	0.269
miscalculation	失算	0.177	0.490	0.353
miscarriage	流产	0.042	0.781	0.312
miscellaneous	杂	0.531	0.321	0.196
miscellany	杂记	0.500	0.412	0.384
mischief	恶作剧	0.385	0.834	0.292
mischievous	恶作剧	0.439	0.804	0.472
misconception	误解	0.210	0.557	0.291
misconduct	处理不当	0.061	0.667	0.304
misdemeanor	轻罪	0.210	0.640	0.364
misdirection	误导	0.131	0.710	0.281
miser	吝啬鬼	0.208	0.633	0.311
miserable	惨	0.062	0.461	0.188
miserably	非常不幸地	0.280	0.545	0.150
misery	苦难	0.146	0.378	0.158
misfire	失火	0.153	0.453	0.200
misfit	错位	0.173	0.500	0.393
misfortune	不幸	0.094	0.780	0.311
misguided	误导	0.280	0.531	0.259
mishap	不测	0.071	0.654	0.227
misinformed	误传	0.156	0.567	0.250
misinterpretation	误解	0.112	0.556	0.360
mislead	误导	0.167	0.765	0.412
misleading	误导	0.070	0.660	0.272
misled	误导	0.177	0.606	0.353
mismanagement	管理不善	0.094	0.520	0.295
mismatch	不匹配	0.250	0.459	0.282
mismatched	不匹配	0.250	0.557	0.302
misnomer	用词不当	0.296	0.528	0.284
misplace	错位	0.229	0.461	0.191
misplaced	放错地方	0.247	0.450	0.324
misread	误解	0.115	0.558	0.315
misrepresent	歪曲	0.198	0.542	0.418
misrepresentation	误传	0.323	0.618	0.518
misrepresented	歪曲	0.042	0.519	0.466
miss	小姐	0.573	0.490	0.408
missile	导弹	0.240	0.830	0.764
missiles	导弹	0.070	0.922	0.830
missing	失踪	0.306	0.418	0.222
missingyou	NO TRANSLATION	0.260	0.471	0.377
mission	任务	0.765	0.633	0.870
missionary	传教士	0.729	0.404	0.596
misspell	拼错	0.292	0.423	0.281
misstatement	误报	0.302	0.547	0.221
missy	小姐	0.521	0.480	0.333
mist	薄雾	0.375	0.194	0.221
mistake	错误	0.208	0.585	0.102
mistaken	错误	0.131	0.630	0.212
mister	先生	0.604	0.406	0.663
mistletoe	槲寄生	0.542	0.470	0.324
mistreated	虐待	0.010	0.792	0.200
mistress	情妇	0.630	0.796	0.694
mistrial	误判	0.427	0.539	0.536
mistrust	不信任	0.135	0.657	0.231
misty	蒙蒙	0.427	0.451	0.278
misunderstand	误解	0.177	0.548	0.382
misunderstanding	误解	0.112	0.618	0.284
misunderstood	误解	0.177	0.625	0.309
misuse	滥用	0.083	0.560	0.196
mite	螨	0.290	0.584	0.271
miter	斜切	0.458	0.500	0.414
mitigate	减轻	0.506	0.427	0.456
mitigating	缓解	0.551	0.520	0.600
mitigation	减轻	0.448	0.527	0.423
mitt	手套	0.406	0.183	0.264
mitten	NO TRANSLATION	0.531	0.330	0.408
mitzvah	成人礼	0.422	0.610	0.409
mix	混合	0.542	0.490	0.472
mixed	杂	0.510	0.346	0.444
mixedemotions	复杂的情绪	0.440	0.673	0.430
mixer	混合器	0.562	0.500	0.556
mixture	混合物	0.546	0.360	0.481
mnemonic	助记符	0.531	0.480	0.452
moan	呻吟	0.357	0.735	0.352
moat	护城河	0.398	0.380	0.314
mob	暴民	0.296	0.788	0.567
mobile	移动	0.615	0.569	0.481
mobility	流动性	0.700	0.596	0.654
mobilization	动员	0.688	0.720	0.787
mobilize	动员	0.604	0.684	0.727
mobster	歹徒	0.188	0.870	0.638
mocha	摩卡	0.500	0.396	0.311
mock	嘲笑	0.360	0.606	0.618
mocked	嘲笑	0.225	0.746	0.204
mockery	蔑视	0.094	0.806	0.181
mocking	嘲讽	0.082	0.755	0.394
mockingbird	知更鸟	0.513	0.337	0.423
mod	MOD	0.458	0.367	0.384
modal	语气	0.592	0.264	0.461
modality	形态	0.633	0.404	0.527
mode	模式	0.531	0.185	0.367
model	模型	0.607	0.388	0.723
modeler	建模	0.500	0.510	0.730
modeling	造型	0.684	0.404	0.490
modem	调制解调器	0.573	0.355	0.500
moderate	中等	0.582	0.190	0.453
moderate anticipation	温和的期待	0.667	0.451	0.574
moderate disgust	温和的厌恶	0.229	0.558	0.381
moderate negative	中等负面	0.177	0.500	0.306
moderate positive	中等积极	0.896	0.453	0.753
moderate surprise	温和的惊喜	0.776	0.663	0.637
moderate trust	适度的信任	0.677	0.350	0.773
moderately	适当地	0.604	0.264	0.500
moderating	缓和	0.667	0.402	0.783
moderation	适度	0.531	0.240	0.453
moderator	主席	0.519	0.354	0.802
modern	现代	0.855	0.423	0.691
modernism	现代主义	0.760	0.553	0.703
modest	谦虚	0.760	0.130	0.412
modesty	谦虚	0.778	0.240	0.500
modicum	点点	0.234	0.417	0.327
modifiable	修改	0.541	0.422	0.373
modification	修改	0.480	0.520	0.625
modified	改性	0.561	0.458	0.693
modify	修改	0.458	0.584	0.625
modulate	调制	0.673	0.343	0.555
modulation	调制	0.458	0.365	0.565
module	模	0.582	0.388	0.571
modulus	系数	0.622	0.304	0.481
mogul	大亨	0.510	0.652	0.865
moiety	部分	0.378	0.343	0.454
moist	湿	0.470	0.316	0.386
moisture	湿气	0.406	0.398	0.327
moisturizer	保湿	0.750	0.280	0.386
molar	磨牙	0.544	0.426	0.350
molasses	糖蜜	0.490	0.269	0.286
mold	模子	0.330	0.274	0.402
molded	成型	0.667	0.361	0.373
molding	造型	0.552	0.308	0.546
moldy	发霉的	0.235	0.387	0.250
mole	痣	0.436	0.377	0.352
molecular	分子	0.495	0.440	0.536
molecule	分子	0.531	0.259	0.375
molest	骚扰	0.133	0.816	0.319
molestation	性骚扰	0.102	0.808	0.407
molester	性骚扰	0.143	0.811	0.478
molten	熔融	0.417	0.490	0.339
mom	妈妈	0.927	0.336	0.639
moment	时刻	0.604	0.435	0.509
momentary	瞬间	0.562	0.271	0.330
momentous	重大	0.792	0.587	0.760
momentum	动量	0.663	0.750	0.688
momma	妈妈	0.833	0.412	0.527
mommy	妈妈	0.854	0.353	0.422
monad	单子	0.510	0.482	0.451
monarch	君主	0.583	0.559	0.870
monarchy	帝制	0.450	0.557	0.870
monastery	修道院	0.694	0.183	0.726
monastic	修道士	0.438	0.314	0.676
monetary	货币	0.583	0.494	0.716
money	钱	0.844	0.608	0.827
mongoloid	蒙古人	0.177	0.364	0.317
mongoose	猫鼬	0.327	0.380	0.546
mongrel	杂种	0.425	0.438	0.395
monitor	监控	0.490	0.298	0.538
monk	僧	0.472	0.208	0.439
monkey	猴	0.548	0.449	0.283
mono	NO TRANSLATION	0.500	0.390	0.273
monochrome	单色	0.312	0.292	0.339
monogamous	一夫一妻制	0.510	0.335	0.402
monogamy	一夫一妻制	0.542	0.380	0.455
monogram	花押字	0.480	0.210	0.425
monogrammed	会标	0.503	0.270	0.402
monograph	专着	0.500	0.242	0.481
monolayer	单层	0.427	0.294	0.433
monolith	整体	0.429	0.327	0.500
monologue	独白	0.500	0.284	0.534
monopolist	独占者	0.330	0.590	0.725
monopoly	垄断	0.449	0.509	0.640
monotonous	单调	0.354	0.221	0.400
monotony	单调	0.398	0.135	0.353
monoxide	一氧化碳	0.433	0.430	0.490
monsieur	先生	0.552	0.340	0.623
monsoon	雨季	0.358	0.600	0.481
monster	怪物	0.133	0.935	0.596
monstrosity	怪物	0.094	0.933	0.611
monstrous	滔天	0.094	0.942	0.649
montage	剪辑	0.438	0.520	0.388
monte	蒙特	0.589	0.330	0.391
month	月	0.688	0.255	0.411
monthly	每月一次	0.622	0.314	0.364
monument	纪念碑	0.833	0.404	0.811
monumental	纪念	0.656	0.594	0.955
moo	哞	0.438	0.355	0.300
mooch	揩油	0.378	0.413	0.309
mood	心情	0.720	0.500	0.500
moods	情绪	0.578	0.633	0.491
moody	喜怒无常	0.245	0.811	0.595
moon	月亮	0.673	0.233	0.547
moonbeam	月光	0.700	0.290	0.491
moonlight	月光	0.865	0.264	0.409
moonlit	月光下的	0.873	0.269	0.508
moonshine	空想	0.633	0.389	0.491
moonstruck	发狂的	0.583	0.438	0.407
moonwalk	太空步	0.615	0.586	0.525
moor	泊	0.311	0.464	0.378
moored	停泊	0.344	0.500	0.417
mooring	停泊	0.323	0.490	0.444
moorings	系泊	0.406	0.500	0.516
moorland	荒地	0.490	0.370	0.456
moose	驼鹿	0.648	0.373	0.318
moot	没有实际意义	0.344	0.500	0.615
mooted	酝酿	0.388	0.580	0.463
mop	拖把	0.396	0.442	0.296
mope	忧郁	0.406	0.309	0.345
moped	助力车	0.582	0.582	0.554
moral	道德	0.700	0.459	0.796
morale	情绪	0.729	0.158	0.792
morality	道德	0.750	0.408	0.759
morals	德	0.646	0.430	0.611
morass	沼泽	0.387	0.348	0.375
moratorium	暂停	0.337	0.427	0.373
moray	海鳗	0.510	0.402	0.463
morbid	病态	0.090	0.833	0.395
morbidity	发病率	0.370	0.630	0.443
morbidness	morbidness	0.120	0.694	0.339
mores	习俗	0.582	0.317	0.684
morgue	停尸房	0.022	0.539	0.241
moribund	垂死	0.083	0.488	0.167
morn	早晨	0.542	0.284	0.345
morning	早上	0.688	0.235	0.444
moron	白痴	0.133	0.587	0.183
moronic	鲁钝的	0.122	0.500	0.224
morose	忧郁	0.240	0.663	0.264
morph	变形	0.448	0.469	0.451
morphine	吗啡	0.229	0.490	0.496
morphism	射	0.398	0.549	0.386
morphology	形态学	0.516	0.373	0.639
morrow	明天	0.708	0.314	0.490
morsel	一口	0.490	0.296	0.400
mortal	凡人	0.196	0.786	0.510
mortality	死亡	0.229	0.726	0.518
mortar	砂浆	0.333	0.627	0.562
mortgage	抵押	0.255	0.408	0.537
mortgagee	抵押权人	0.418	0.633	0.723
mortgagor	抵押人	0.431	0.522	0.490
mortician	殡仪业者	0.104	0.429	0.275
mortification	屈辱	0.135	0.644	0.404
mortified	羞愧	0.073	0.731	0.270
mortuary	停尸间	0.133	0.606	0.427
mosaic	镶嵌	0.635	0.250	0.302
mosey	漫步	0.521	0.402	0.330
mosque	清真寺	0.542	0.352	0.528
mosquito	蚊子	0.229	0.400	0.198
moss	苔藓	0.235	0.270	0.245
mossy	生苔	0.375	0.329	0.286
mote	NO TRANSLATION	0.375	0.388	0.260
motel	汽车旅馆	0.531	0.372	0.450
moth	蛾	0.323	0.350	0.196
mother	母亲	0.931	0.408	0.725
motherfucker	娘	0.122	0.827	0.351
motherfucking	他妈的	0.071	0.823	0.373
motherhood	母亲	0.844	0.546	0.667
motherland	祖国	0.677	0.375	0.731
motherless	母亲的	0.163	0.541	0.337
motherly	母爱	0.927	0.324	0.710
motif	主题	0.688	0.481	0.527
motion	运动	0.667	0.538	0.657
motionless	不动	0.323	0.210	0.246
motivate	刺激	0.812	0.776	0.873
motivating	激励	0.958	0.820	0.787
motivation	动机	0.854	0.784	0.802
motivational	动机	0.906	0.646	0.858
motive	动机	0.667	0.588	0.663
motley	杂色	0.480	0.398	0.412
motor	发动机	0.531	0.551	0.648
motorbike	摩托车	0.552	0.608	0.616
motorboat	汽艇	0.677	0.500	0.390
motorcade	车队	0.708	0.730	0.593
motorcar	摩托车	0.694	0.565	0.682
motorcycle	摩托车	0.677	0.764	0.713
motorist	司机	0.562	0.663	0.578
motte	莫特	0.481	0.389	0.370
mottled	斑驳	0.380	0.336	0.295
motto	座右铭	0.688	0.317	0.439
mould	模子	0.357	0.176	0.246
mound	冢	0.520	0.481	0.509
mount	安装	0.500	0.292	0.348
mountain	山	0.698	0.408	0.649
mountaineer	登山	0.635	0.774	0.535
mountainous	多山	0.635	0.519	0.612
mountains	山	0.766	0.433	0.569
mountaintop	山顶	0.653	0.541	0.713
mourn	悼	0.056	0.583	0.150
mournful	悲哀	0.180	0.441	0.188
mourning	丧	0.177	0.490	0.266
mouse	老鼠	0.427	0.441	0.206
mousetrap	捕鼠器	0.180	0.643	0.330
mousse	摩丝	0.604	0.336	0.368
moustache	胡子	0.470	0.236	0.409
mousy	像老鼠	0.480	0.413	0.339
mouth	口	0.734	0.294	0.336
mouthful	一口	0.609	0.565	0.389
mouthpiece	喉舌	0.573	0.346	0.393
mouthwash	漱口水	0.438	0.385	0.352
movable	活动	0.469	0.509	0.500
move	移动	0.656	0.647	0.670
movement	运动	0.656	0.654	0.658
mover	动	0.615	0.539	0.466
movie	电影	0.792	0.560	0.471
movies	电影	0.724	0.426	0.472
moving	移动	0.479	0.673	0.358
movingforward	NO TRANSLATION	0.857	0.518	0.848
movingon	继续	0.490	0.529	0.435
mow	刈	0.420	0.559	0.393
mower	割草机	0.458	0.510	0.368
moxie	莫克西	0.531	0.490	0.366
mozzarella	奶酪	0.653	0.265	0.340
mri	MRI	0.365	0.431	0.349
muchneeded	NO TRANSLATION	0.438	0.602	0.455
mucis	NO TRANSLATION	0.398	0.418	0.420
muck	粪肥	0.347	0.423	0.272
mucked	打乱	0.184	0.500	0.373
mucous	粘膜	0.330	0.296	0.293
mucus	粘液	0.143	0.309	0.228
mud	泥	0.333	0.260	0.185
muddle	糊涂	0.184	0.710	0.336
muddled	糊涂	0.250	0.615	0.263
muddy	浑	0.292	0.400	0.283
muff	笨人	0.542	0.335	0.314
muffin	松饼	0.684	0.430	0.306
muffled	闷响	0.479	0.330	0.421
muffler	围巾	0.357	0.407	0.454
mug	杯	0.542	0.214	0.382
mugger	丑角	0.125	0.850	0.500
mulberry	桑	0.469	0.315	0.361
mulch	护根	0.349	0.361	0.383
mule	马骡	0.320	0.337	0.254
mull	仔细考虑	0.663	0.340	0.594
mullet	鲻	0.521	0.356	0.377
multilateral	多边	0.500	0.469	0.705
multimedia	多媒体	0.611	0.390	0.607
multinational	跨国	0.656	0.510	0.842
multiple	多	0.660	0.510	0.578
multiple sclerosis	多发性硬化症	0.188	0.587	0.483
multiplex	多工	0.610	0.590	0.667
multiplication	乘法	0.646	0.565	0.762
multiplicity	多重	0.677	0.490	0.777
multiplied	乘以	0.802	0.559	0.729
multiplier	乘数	0.643	0.615	0.741
multiply	乘	0.802	0.625	0.777
multitude	苠	0.562	0.765	0.847
mum	沉默	0.802	0.317	0.698
mumble	咕哝	0.292	0.444	0.245
mumbo	天书	0.429	0.506	0.336
mummy	木乃伊	0.400	0.588	0.415
mumps	腮腺炎	0.099	0.410	0.311
munch	蒙克	0.541	0.277	0.434
munchies	零食	0.562	0.470	0.491
munchkin	芒奇金	0.490	0.466	0.374
mundane	平凡	0.312	0.420	0.480
municipal	市政	0.625	0.390	0.758
municipality	直辖市	0.569	0.280	0.614
mural	壁画	0.551	0.265	0.454
murder	谋杀	0.061	0.942	0.615
murderer	凶手	0.010	0.960	0.650
murderess	凶手	0.041	0.941	0.462
murderous	杀	0.017	0.940	0.682
murky	模糊	0.143	0.618	0.370
murmur	私语	0.458	0.520	0.200
muscle	肌肉	0.359	0.490	0.645
muscular	肌肉发达	0.531	0.434	0.577
muse	沉思	0.760	0.360	0.509
muses	缪斯	0.714	0.434	0.571
museum	博物馆	0.792	0.206	0.481
mush	NO TRANSLATION	0.500	0.311	0.125
mushroom	蘑菇	0.490	0.274	0.269
mushy	糊状的	0.520	0.200	0.182
music	音乐	0.833	0.563	0.605
musical	音乐	0.908	0.630	0.530
musician	音乐家	0.816	0.509	0.618
musing	沉思	0.740	0.151	0.465
musk	麝	0.469	0.454	0.453
musket	滑膛枪	0.260	0.654	0.510
musketeer	火枪手	0.694	0.569	0.705
muskrat	麝鼠	0.439	0.510	0.368
muslin	纱	0.439	0.304	0.352
muss	NO TRANSLATION	0.418	0.438	0.302
must	必须	0.408	0.382	0.441
mustang	野马	0.635	0.642	0.708
mustard	芥末	0.500	0.346	0.275
muster	鼓起	0.635	0.460	0.548
musty	发霉的	0.354	0.367	0.267
mutable	易变的	0.426	0.531	0.491
mutant	突变体	0.337	0.676	0.573
mutate	变异	0.281	0.548	0.463
mutation	突变	0.365	0.625	0.611
mute	静音	0.271	0.200	0.250
muted	静音	0.260	0.167	0.162
mutilate	毁伤	0.125	0.900	0.465
mutilated	肢解	0.041	0.841	0.356
mutilation	断肢	0.122	0.782	0.456
mutiny	兵变	0.323	0.890	0.549
mutt	傻子	0.418	0.408	0.387
mutter	NO TRANSLATION	0.406	0.427	0.228
mutton	羊肉	0.427	0.283	0.393
mutual	相互	0.729	0.321	0.464
mutually	相互	0.844	0.490	0.582
muzzle	枪口	0.388	0.430	0.232
myfavorite	我的最爱	0.812	0.587	0.615
myopia	近视	0.245	0.387	0.226
myopic	近视的	0.344	0.396	0.218
myriad	无数的	0.480	0.429	0.550
mysterious	神秘	0.448	0.699	0.455
mystery	神秘	0.417	0.667	0.519
mystic	神秘	0.643	0.520	0.535
mystical	神秘	0.594	0.443	0.689
mysticism	神秘主义	0.594	0.598	0.423
mystified	迷惑	0.344	0.600	0.509
mystique	神秘	0.668	0.633	0.667
myth	神话	0.458	0.432	0.338
mythic	神话	0.635	0.528	0.645
mythical	神话	0.625	0.556	0.583
mythological	神话	0.760	0.573	0.658
mythology	神话	0.684	0.439	0.688
nab	捉拿	0.469	0.544	0.407
nacho	纳乔	0.667	0.259	0.333
nada	NO TRANSLATION	0.250	0.231	0.136
nadir	最低点	0.479	0.363	0.424
nag	NO TRANSLATION	0.271	0.451	0.472
nail	钉	0.469	0.397	0.282
nail gun	钉枪	0.378	0.806	0.574
naive	幼稚	0.406	0.260	0.375
naked	裸	0.323	0.885	0.288
nakedness	裸	0.480	0.760	0.350
namaste	NO TRANSLATION	0.719	0.255	0.464
name	名称	0.573	0.300	0.415
named	命名	0.562	0.396	0.565
nameless	无名	0.344	0.280	0.164
namesake	同名	0.418	0.327	0.404
naming	命名	0.667	0.410	0.559
nana	娜娜	0.765	0.255	0.375
nanny	保姆	0.615	0.370	0.528
nanometer	纳米	0.375	0.356	0.446
nap	小憩	0.660	0.098	0.342
napalm	凝固汽油	0.265	0.580	0.471
nape	颈背	0.427	0.268	0.298
napkin	餐巾	0.469	0.142	0.209
napping	午睡	0.765	0.046	0.306
nappy	尿布	0.529	0.333	0.207
narcissism	自恋狂	0.214	0.639	0.540
narcissist	自恋者	0.173	0.614	0.629
narcissistic	自恋	0.323	0.708	0.655
narcotic	麻醉剂	0.102	0.858	0.450
narrate	叙事	0.541	0.480	0.473
narration	记叙文	0.622	0.408	0.551
narrative	叙述	0.580	0.303	0.443
narrator	叙述者	0.673	0.430	0.623
narrow	狭窄	0.260	0.368	0.356
narrowing	变窄	0.354	0.593	0.357
nasal	鼻音	0.479	0.340	0.330
nascent	初期的	0.684	0.373	0.585
nasty	讨厌	0.115	0.620	0.264
natal	产后	0.755	0.462	0.481
nation	国家	0.594	0.443	0.821
national	国民	0.698	0.365	0.663
nationality	国籍	0.642	0.400	0.772
nationwide	全国	0.684	0.217	0.672
native	本地人	0.635	0.422	0.710
nativity	耶稣诞生	0.750	0.337	0.673
natural	自然	0.854	0.118	0.481
natural gas	天然气	0.635	0.324	0.396
naturalist	博物	0.844	0.255	0.562
naturalization	归化	0.781	0.279	0.652
naturalized	归	0.760	0.333	0.600
naturally	自然	0.854	0.276	0.549
nature	性质	0.857	0.184	0.643
naught	零	0.344	0.176	0.161
naughty	淘气	0.451	0.857	0.371
nausea	恶心	0.104	0.781	0.273
nauseate	作呕	0.062	0.660	0.176
nauseating	作呕的	0.021	0.640	0.250
nauseous	恶心	0.135	0.780	0.284
nautical	海	0.646	0.250	0.579
nautilus	鹦鹉螺	0.396	0.509	0.517
naval	海	0.542	0.449	0.679
nave	毂	0.583	0.448	0.585
navel	脐	0.448	0.261	0.276
navigable	通航	0.749	0.406	0.645
navigate	导航	0.740	0.555	0.675
navigation	导航	0.841	0.470	0.720
navigational	航	0.573	0.481	0.564
navigator	航海家	0.583	0.592	0.623
navy	海军	0.531	0.760	0.764
nay	NO TRANSLATION	0.344	0.290	0.325
nearsighted	近视的	0.271	0.373	0.265
neat	整齐	0.878	0.235	0.491
neatly	整洁	0.802	0.412	0.588
nebula	星云	0.510	0.418	0.438
nebulae	星云	0.490	0.330	0.472
nebulous	星云	0.469	0.347	0.417
necessarily	一定	0.667	0.423	0.598
necessary	必要	0.750	0.433	0.679
necessitate	必要	0.578	0.604	0.516
necessities	必需品	0.520	0.630	0.463
necessity	必要性	0.567	0.471	0.588
neck	颈部	0.541	0.245	0.345
necklace	项链	0.760	0.294	0.373
necktie	领带	0.583	0.229	0.314
necromancer	方士	0.333	0.625	0.536
necrosis	坏疽	0.115	0.622	0.385
nectar	花蜜	0.746	0.331	0.398
need	需要	0.510	0.574	0.200
needalife	NO TRANSLATION	0.490	0.443	0.394
needed	需要	0.677	0.342	0.679
needful	要紧	0.582	0.460	0.614
needit	NO TRANSLATION	0.250	0.472	0.356
needle	针	0.250	0.472	0.360
needlepoint	绒绣	0.653	0.500	0.556
needles	针	0.250	0.602	0.348
needless	不必要	0.327	0.385	0.200
needtoknow	需要知道	0.427	0.606	0.474
needtorelax	NO TRANSLATION	0.673	0.438	0.274
needy	贫穷	0.360	0.451	0.245
nefarious	邪恶	0.184	0.720	0.528
negation	否定	0.255	0.461	0.297
negative	负	0.102	0.527	0.176
negativity	消极	0.060	0.520	0.273
