Word	Basque-eu	Valence	Arousal	Dominance
noose	noose	0.356	0.300	0.330
nopoint	nopoint	0.276	0.324	0.314
noregrets	NO TRANSLATION	0.469	0.476	0.426
norm	arau	0.500	0.245	0.527
normal	normal	0.740	0.127	0.380
normalcy	normaltasuna	0.805	0.151	0.620
normality	normaltasun	0.781	0.089	0.444
north	iparraldean	0.531	0.255	0.450
northbound	iparrerantz	0.604	0.454	0.491
northeast	ipar-ekialdean	0.562	0.260	0.375
northern	iparraldean	0.570	0.340	0.472
northwest	Ipar mendebaldea	0.604	0.345	0.451
northwestern	ipar-mendebaldeko	0.479	0.306	0.462
noschool	NO TRANSLATION	0.490	0.400	0.380
nose	sudurra	0.582	0.270	0.245
nosebleed	nosebleed	0.153	0.776	0.361
nosey	nosy	0.276	0.655	0.223
nosnow	nosnow	0.392	0.394	0.366
nostalgia	nostalgia	0.417	0.337	0.339
nostalgic	nostalgikoa	0.458	0.351	0.184
nostress	NO TRANSLATION	0.531	0.404	0.415
nostril	nostril	0.396	0.404	0.316
nosun	NO TRANSLATION	0.388	0.380	0.351
nosy	nosy	0.292	0.558	0.433
not negative	ez negatiboa	0.622	0.270	0.444
not positive	ez positiboa	0.051	0.370	0.236
notable	nabarmenak	0.760	0.450	0.696
notables	notables	0.594	0.608	0.755
notably	nabarmendu	0.792	0.533	0.689
notamorningperson	NO TRANSLATION	0.469	0.578	0.440
notary	notario	0.541	0.451	0.676
notation	idazkera	0.635	0.380	0.558
notch	Notch	0.459	0.361	0.358
notched	notched	0.480	0.530	0.356
note	ohar	0.594	0.163	0.416
notebook	koaderno	0.449	0.167	0.442
noted	adierazi	0.615	0.382	0.464
noteworthy	Azpimarratzekoa	0.704	0.481	0.759
nothappy	NO TRANSLATION	0.112	0.320	0.170
nothingbetter	NO TRANSLATION	0.635	0.390	0.543
nothingness	ezereza	0.204	0.080	0.161
notice	oharra	0.646	0.408	0.491
noticeable	nabarmenagoa	0.890	0.562	0.750
notification	jakinarazpen	0.604	0.461	0.671
notify	jakinaraziko	0.643	0.471	0.573
notion	nozio	0.612	0.284	0.667
notional	notional	0.520	0.288	0.500
notoriety	nabarmendu	0.552	0.633	0.769
notorious	nabaria	0.366	0.582	0.609
notready	notready	0.133	0.400	0.196
notwithstanding	gorabehera	0.367	0.316	0.433
nought	ezdeus	0.312	0.098	0.116
noun	izen	0.531	0.230	0.477
nourish	elikatzen	0.878	0.460	0.639
nourishment	elikadura	0.786	0.290	0.631
nouveau	NO TRANSLATION	0.633	0.438	0.432
novel	eleberri	0.702	0.352	0.439
novelist	nobelagile	0.340	0.343	0.529
novelty	berritasun	0.673	0.521	0.740
novice	hasibe	0.429	0.346	0.180
nowadays	Gaur egun	0.680	0.346	0.400
nowork	nowork	0.312	0.264	0.309
noworries	ez kezkatu	0.630	0.402	0.500
noxious	kaltegarriak	0.177	0.585	0.379
nozzle	pita	0.438	0.330	0.287
nuance	ñabardura	0.408	0.282	0.411
nuances	ñabardura	0.490	0.375	0.527
nuclear	nuklearra	0.219	0.856	0.781
nucleus	nukleoaren	0.529	0.296	0.667
nude	biluzik	0.490	0.915	0.200
nudge	Bultzatu	0.448	0.500	0.509
nudie	Nudie	0.500	0.529	0.373
nudist	nudista	0.440	0.796	0.483
nudity	biluztasuna	0.438	0.853	0.415
nugget	nugget	0.602	0.340	0.348
nuisance	gogaikarriak	0.198	0.817	0.227
nuke	nuke	0.125	0.905	0.873
nul	NO TRANSLATION	0.337	0.358	0.264
null	nulua	0.253	0.147	0.152
nullify	nullify	0.255	0.373	0.395
numb	numb	0.108	0.420	0.352
number	zenbakia	0.406	0.231	0.471
numbering	zenbakitze	0.510	0.363	0.482
numbers	zenbakiak	0.406	0.241	0.440
numbness	numbness	0.306	0.398	0.265
numbskull	numbskull	0.300	0.472	0.284
numeral	zenbaki	0.582	0.254	0.382
numerator	zenbakitzailea	0.490	0.317	0.526
numerical	zenbaki-	0.479	0.322	0.517
numerically	zenbakiaren	0.510	0.337	0.500
numerous	ugari	0.622	0.462	0.609
nun	NO TRANSLATION	0.500	0.150	0.406
nunchucks	nunchucks	0.337	0.580	0.526
nunnery	komentu	0.653	0.236	0.473
nuptials	nuptials	0.771	0.588	0.571
nurse	erizaina	0.635	0.578	0.521
nursemaid	zaina	0.615	0.431	0.436
nursery	haurtzaindegia	0.894	0.406	0.389
nursing	erizaintza	0.552	0.549	0.653
nurture	elikatu	0.745	0.378	0.657
nut	Intxaur	0.365	0.310	0.250
nutcase	nutcase	0.286	0.775	0.259
nutcracker	Cascanueces	0.635	0.378	0.522
nuthouse	nuthouse	0.347	0.519	0.434
nutmeg	nutmeg	0.635	0.302	0.350
nutrition	elikadura	0.885	0.420	0.579
nutritional	elikadura-	0.812	0.406	0.676
nutritious	nutritiboa	0.833	0.337	0.655
nutritive	nutritibo	0.875	0.422	0.667
nuts	fruitu lehorrak	0.594	0.250	0.291
nutshell	Hitz	0.458	0.407	0.310
nutty	nutty	0.444	0.317	0.271
nylon	nylonezko	0.490	0.304	0.295
nylong	NO TRANSLATION	0.439	0.248	0.351
nylons	nylons	0.556	0.379	0.320
nymph	ninfa	0.542	0.529	0.472
nymphomaniac	nymphomaniac	0.398	0.894	0.536
oaf	oaf	0.344	0.357	0.330
oak	haritz	0.583	0.245	0.536
oar	arraun	0.469	0.392	0.316
oasis	oasi	0.796	0.283	0.429
oat	olo	0.622	0.170	0.298
oath	zin	0.543	0.615	0.824
oatmeal	oatmeal	0.592	0.192	0.241
obedience	obedientzia	0.765	0.287	0.536
obedient	esanekoa	0.800	0.179	0.518
obediently	obediently	0.802	0.304	0.577
obelisk	obelisko	0.604	0.408	0.596
obese	obesitatea	0.133	0.427	0.250
obesity	obesitatea	0.215	0.370	0.328
obey	obeditu	0.677	0.433	0.533
obi	obi	0.469	0.442	0.414
obit	obit	0.410	0.464	0.393
obituary	eskela	0.188	0.330	0.423
object	Objektu	0.531	0.356	0.375
objection	eragozpena	0.347	0.592	0.709
objectionable	gaitzesgarria	0.459	0.382	0.558
objective	Helburu	0.724	0.337	0.736
objectivity	objektibotasuna	0.765	0.431	0.711
obligation	betebeharra	0.222	0.596	0.718
obligatory	derrigorrezkoa	0.337	0.571	0.780
oblige	behartu	0.281	0.770	0.614
obliged	behartuta	0.327	0.680	0.411
obliging	obliging	0.740	0.402	0.545
obligor	obligor	0.302	0.600	0.360
oblique	airetiko	0.438	0.347	0.455
obliterate	ezabatu	0.250	0.539	0.569
obliterated	ezabatu	0.240	0.469	0.344
obliteration	obliteration	0.177	0.622	0.397
oblivion	ahanzturatik	0.153	0.330	0.282
oblivious	oblivious	0.229	0.388	0.355
oblong	laukizuzen	0.561	0.455	0.370
obnoxious	obnoxious	0.088	0.602	0.256
oboe	oboe	0.510	0.340	0.392
obscene	lizuna	0.050	0.745	0.348
obscenity	harako	0.083	0.843	0.418
obscure	ilun	0.370	0.551	0.278
obscured	ilunduta	0.115	0.356	0.298
obscurity	iluntasunean	0.208	0.392	0.380
observance	betetzeak	0.531	0.315	0.632
observant	observant	0.740	0.422	0.708
observation	behaketa	0.633	0.433	0.667
observatory	behatoki	0.643	0.324	0.731
observe	behatzen	0.771	0.390	0.360
observer	behatzaile	0.663	0.363	0.603
observing	errespetatuz	0.583	0.400	0.685
obsess	obsess	0.112	0.846	0.509
obsessed	obsesionatuta	0.219	0.840	0.439
obsessing	obsesionatzen	0.173	0.773	0.698
obsession	obsesioa	0.229	0.847	0.571
obsessive	obsesibo	0.219	0.823	0.480
obsolescence	zaharkitzearen	0.250	0.431	0.377
obsolete	zaharkitua	0.337	0.321	0.250
obstacle	oztopo	0.204	0.708	0.336
obstetrician	Mediatika	0.521	0.636	0.604
obstetrics	Obstetrizia	0.530	0.582	0.564
obstinate	burugogor	0.146	0.696	0.562
obstruct	oztopatuko	0.115	0.660	0.458
obstruction	eragozpenik	0.125	0.742	0.491
obstructive	Ian	0.204	0.650	0.613
obtain	lortzea	0.760	0.438	0.731
obtainable	obtainable	0.677	0.327	0.702
obtuse	kamutsa	0.281	0.460	0.345
obverse	xume	0.470	0.394	0.464
obvious	bistako	0.625	0.336	0.585
ocarina	okarina	0.541	0.392	0.366
occasion	Oraingo	0.700	0.451	0.398
occasional	noizbehinkako	0.490	0.298	0.387
occasionally	noizean behin	0.538	0.240	0.264
occipital	occipital	0.398	0.408	0.518
occlusion	etika	0.306	0.439	0.442
occult	Ocultista	0.292	0.382	0.406
occupancy	Plazakako	0.625	0.471	0.721
occupant	occupant	0.500	0.417	0.483
occupation	okupazioa	0.562	0.470	0.692
occupational	laneko	0.583	0.469	0.596
occupied	okupatu	0.337	0.546	0.441
occupier	okupatzaileen	0.427	0.438	0.600
occupy	okupatzen	0.396	0.520	0.589
occupying	okupatuz	0.573	0.462	0.519
occur	gerta	0.451	0.561	0.510
occurrence	agerraldia	0.573	0.690	0.541
ocd	OCD	0.333	0.472	0.370
ocean	ozeano	0.823	0.308	0.642
oceanic	ozeanoko	0.740	0.317	0.632
octagon	octagon	0.602	0.349	0.462
octave	zortzidun	0.438	0.380	0.482
octopus	olagarro	0.713	0.378	0.411
ocular	begietako	0.418	0.370	0.400
odd	bakoitiak	0.265	0.337	0.302
oddball	oddball	0.316	0.360	0.357
oddity	bitxikeria	0.312	0.557	0.386
odds	aurka	0.500	0.472	0.680
ode	oda	0.604	0.269	0.519
odious	gorrotagarri	0.235	0.708	0.235
odometer	Apparecida	0.367	0.470	0.388
odor	usain	0.337	0.363	0.404
odyssey	odisea	0.622	0.692	0.710
oedipal	edipo	0.312	0.575	0.509
oestrogen	estrogeno	0.521	0.608	0.561
oeuvre	NO TRANSLATION	0.653	0.484	0.598
offal	erraietan	0.302	0.470	0.302
offence	iraina	0.312	0.798	0.446
offend	iraindu	0.094	0.804	0.333
offended	Zuk	0.188	0.690	0.337
offender	offender	0.104	0.851	0.537
offense	iraina	0.230	0.765	0.510
offensive	iraingarria	0.135	0.882	0.600
offer	eskaintza	0.750	0.745	0.596
offered	eskainitako	0.582	0.490	0.544
offering	eskaintza	0.688	0.462	0.585
offhand	offhand	0.388	0.500	0.368
office	bulegoan	0.427	0.302	0.509
officer	ofizial	0.542	0.430	0.877
offices	bulegoak	0.469	0.312	0.534
official	ofiziala	0.646	0.565	0.833
officiate	officiate	0.688	0.453	0.704
offing	offing	0.490	0.412	0.447
offload	offload	0.479	0.444	0.525
offset	desplazamendu	0.719	0.394	0.704
offshoot	erdibideko	0.517	0.330	0.361
offshore	offshore	0.417	0.484	0.441
offside	jokoz kanpo	0.323	0.519	0.443
offspring	kumeak	0.656	0.435	0.600
oft	oft	0.500	0.308	0.474
oftentimes	oftentimes	0.571	0.500	0.482
ogre	Ogro	0.135	0.698	0.510
ohdear	NO TRANSLATION	0.458	0.519	0.442
ohgod	NO TRANSLATION	0.500	0.557	0.439
ohno	Oh ez	0.396	0.475	0.380
ohshit	NO TRANSLATION	0.230	0.594	0.343
oil	olioa	0.521	0.278	0.306
oils	olioak	0.459	0.229	0.391
oily	koipetsua	0.276	0.533	0.385
oink	oink	0.500	0.450	0.289
ointment	pomada	0.438	0.271	0.398
okra	okra	0.469	0.400	0.362
old	zaharra	0.410	0.279	0.315
olden	olden	0.284	0.213	0.425
older	zaharragoak	0.385	0.255	0.317
oldie	oldie	0.363	0.363	0.342
oldies	oldies	0.438	0.300	0.412
olfactory	usaimen	0.602	0.409	0.452
oligarchy	oligarkia	0.327	0.567	0.741
olive	oliba	0.571	0.231	0.406
omega	omega	0.529	0.337	0.526
omelet	tortilla	0.708	0.323	0.315
omen	omen	0.390	0.657	0.583
omgomgomg	NO TRANSLATION	0.490	0.551	0.358
ominous	kezkagarriak	0.255	0.730	0.510
omission	hutsegite	0.367	0.333	0.275
omit	ezikusia	0.330	0.265	0.451
omitted	kendutako	0.260	0.235	0.211
omnibus	kalifikazio	0.490	0.410	0.473
omnipotence	ahalguzti	0.667	0.793	0.866
omnipotent	ahalguztidun	0.719	0.679	0.919
omnipresent	nonahiko	0.688	0.452	0.825
omniscient	omniscient	0.656	0.334	0.778
onboard	onboard	0.612	0.451	0.491
oncologist	oncologist	0.260	0.654	0.640
oncology	onkologia	0.204	0.424	0.500
oncoming	oncoming	0.594	0.625	0.773
one	bat	0.542	0.292	0.370
oneday	egun bat	0.667	0.245	0.374
onedge	onedge	0.479	0.552	0.400
onelove	maitasun bat	0.816	0.577	0.541
oneness	batasunari	0.745	0.272	0.720
onerous	kostubidez	0.500	0.480	0.462
oneself	norbera	0.660	0.337	0.483
ongoing	etengabeko	0.674	0.484	0.556
onion	tipula	0.378	0.367	0.382
onset	agerpena	0.673	0.497	0.500
onslaught	eraso	0.198	0.939	0.717
onstage	eszenatokian	0.719	0.673	0.583
ontology	ontologia	0.510	0.450	0.518
onus	onus	0.562	0.520	0.769
onward	aurrera	0.667	0.538	0.741
onyx	onyx	0.571	0.461	0.380
oodles	oodles	0.490	0.374	0.446
oomph	oomph	0.449	0.613	0.315
ooze	ooze	0.344	0.577	0.333
oozing	oozing	0.238	0.515	0.427
op	op	0.480	0.402	0.349
opacity	opakotasuna	0.471	0.251	0.256
opal	opal	0.623	0.479	0.379
opaque	opakua	0.344	0.265	0.342
ope	ope	0.375	0.380	0.395
open	open	0.620	0.480	0.569
opener	Opener	0.584	0.526	0.377
opening	Irekitze	0.667	0.510	0.620
openly	irekian	0.603	0.388	0.553
openness	irekiagoak	0.837	0.561	0.667
opera	opera	0.714	0.500	0.483
operate	funtzionatzeko	0.582	0.690	0.691
operatic	opera	0.375	0.452	0.627
operation	operazioa	0.475	0.611	0.755
operational	dabil	0.562	0.570	0.679
operations	eragiketak	0.480	0.549	0.798
operative	operatibo	0.541	0.635	0.718
operator	operadorea	0.612	0.630	0.726
ophthalmic	oftalmikoetarako	0.427	0.385	0.444
ophthalmologist	oftalmologoak	0.552	0.389	0.491
opiate	opiazeoak	0.281	0.594	0.598
opinion	iritzia	0.594	0.482	0.638
opinionated	opinionated	0.156	0.800	0.491
opium	opioa	0.276	0.490	0.333
opponent	aurkari	0.080	0.741	0.716
opportune	egokia	0.796	0.538	0.767
opportunism	oportunismo	0.571	0.752	0.673
opportunity	aukera	0.938	0.745	0.833
oppose	aurka	0.431	0.800	0.473
opposed	kontrajartzen	0.092	0.460	0.606
opposing	kontrajarriak	0.188	0.660	0.518
opposite	kontrako	0.235	0.545	0.408
opposites	aurkakoen	0.281	0.518	0.462
opposition	oposizioa	0.135	0.729	0.592
oppress	zapaltzen	0.186	0.654	0.555
oppressed	zapalduak	0.119	0.640	0.259
oppression	zapalkuntza	0.080	0.673	0.615
oppressive	zapaltzailearen	0.276	0.590	0.667
oppressor	zapaltzailearen	0.160	0.776	0.629
ops	ops	0.417	0.550	0.528
opt	opt	0.510	0.471	0.345
optic	optikoa	0.663	0.384	0.594
optical	optikoa	0.677	0.311	0.542
optics	optika	0.562	0.286	0.580
optimism	baikortasuna	0.949	0.565	0.814
optimist	optimista	0.875	0.539	0.787
optimistic	baikor	0.979	0.580	0.821
optimum	onenetan	0.892	0.469	0.808
option	aukera	0.512	0.427	0.359
optional	aukerako	0.755	0.350	0.440
optionally	aukeran	0.365	0.405	0.481
options	aukera	0.622	0.327	0.473
optometrist	optometrist	0.446	0.455	0.668
opulence	oparotasuna	0.620	0.615	0.648
opulent	oparo	0.562	0.660	0.660
opus	opus	0.458	0.368	0.391
oracle	orakulua	0.552	0.531	0.670
oral	ahozko	0.530	0.448	0.375
orange	laranja	0.646	0.132	0.296
orange juice	laranja-zukua	0.719	0.343	0.445
orangutan	orangutan	0.430	0.560	0.471
oration	otoitza	0.646	0.315	0.683
orator	hizlari	0.667	0.375	0.682
oratory	otoiztegia	0.602	0.472	0.693
orb	Orb	0.463	0.370	0.444
orbit	orbitan	0.561	0.422	0.575
orbital	orbita	0.458	0.451	0.559
orbiting	orbiting	0.520	0.643	0.554
orbs	orbs	0.469	0.355	0.482
orc	OCR	0.240	0.510	0.388
orchard	baratza	0.760	0.269	0.333
orchestra	orkestra	0.708	0.500	0.664
orchid	Orchid	0.840	0.345	0.382
ordained	ordenatu	0.735	0.409	0.731
ordeal	Dena	0.344	0.539	0.529
order	ordena	0.780	0.295	0.814
orderly	antolatuan	0.844	0.240	0.661
ordinance	ordenantza	0.615	0.452	0.776
ordinary	arrunt	0.375	0.312	0.286
ordination	koordinazioa	0.688	0.490	0.765
ordnance	ordnance	0.354	0.825	0.679
ore	mea	0.500	0.333	0.356
oregano	oregano	0.596	0.327	0.250
organ	organoa	0.510	0.469	0.538
organic	organikoa	0.719	0.343	0.535
organism	organismo	0.457	0.559	0.800
organist	organista	0.740	0.469	0.669
organization	antolakuntza	0.810	0.535	0.851
organize	antolatzeko	0.802	0.655	0.781
organized	antolatu	0.816	0.337	0.746
organizer	antolatzaile	0.604	0.577	0.846
orgasm	orgasm	0.844	0.863	0.676
orgies	orgies	0.388	0.953	0.433
orgy	orgia	0.346	0.962	0.536
orient	orient	0.667	0.422	0.667
oriental	ekialdeko	0.592	0.409	0.598
orientation	orientazio	0.667	0.454	0.686
orifice	zulo	0.448	0.355	0.443
origami	papiroflexia	0.684	0.276	0.294
origin	jatorri	0.729	0.435	0.591
original	jatorrizko	0.765	0.480	0.746
originality	originaltasuna	0.898	0.500	0.824
originate	jatorria	0.702	0.500	0.866
origination	origination	0.760	0.443	0.604
originator	jatorrizko	0.592	0.510	0.868
ornament	apaingarri	0.561	0.373	0.441
ornamental	apaingarri	0.663	0.392	0.460
ornamentation	apaindura	0.663	0.471	0.472
ornamented	apaindua	0.677	0.350	0.490
ornate	ornate	0.812	0.356	0.500
ornery	ornery	0.361	0.520	0.509
orphan	umezurtz	0.133	0.388	0.140
orphanage	umezurztegi	0.184	0.439	0.425
orphaned	umezurtz	0.062	0.430	0.228
orthodontist	orthodontist	0.469	0.615	0.564
orthodox	ortodoxoen	0.388	0.471	0.647
orthodoxy	orthodoxy	0.271	0.388	0.612
orthogonal	ortogonalak	0.500	0.314	0.540
orthopedic	ortopedikoak	0.406	0.346	0.473
oscillate	oszilatu	0.449	0.580	0.397
oscillating	oszilatzen	0.469	0.548	0.402
oscillation	oszilazio	0.562	0.433	0.431
oscillatory	oscillatory	0.375	0.520	0.480
ostensible	ostensible	0.542	0.549	0.585
ostensibly	itxuraz	0.473	0.529	0.509
ostentatious	ostentatious	0.479	0.794	0.648
ostracized	ostracized	0.115	0.690	0.377
ostrich	ostruka	0.592	0.382	0.241
other	beste	0.472	0.230	0.259
otter	igaraba	0.439	0.216	0.339
otto	otto	0.427	0.425	0.404
ottoman	otomandar	0.531	0.337	0.444
ought	beharko luke	0.438	0.511	0.434
ounce	ontzako	0.531	0.255	0.288
oust	oust	0.296	0.716	0.444
outage	outage	0.306	0.684	0.438
outback	desertua	0.500	0.324	0.430
outbid	outbid	0.594	0.622	0.540
outboard	Outboard	0.448	0.491	0.456
outbreak	agerraldia	0.260	0.632	0.472
outburst	outburst	0.209	0.802	0.528
outcast	baztertutako	0.153	0.449	0.353
outcome	emaitza	0.615	0.472	0.685
outcry	outcry	0.271	0.773	0.718
outdated	zaharkitu	0.167	0.236	0.226
outdo	outdo	0.771	0.750	0.873
outdoor	kanporako	0.814	0.256	0.447
outdoors	aire librean	0.781	0.444	0.453
outer	kanpoaldeko	0.552	0.471	0.456
outfit	jantzi	0.760	0.490	0.566
outgoing	irteerako	0.650	0.472	0.538
outgrow	outgrow	0.510	0.529	0.722
outgrowth	outgrowth	0.771	0.620	0.688
outhouse	outhouse	0.281	0.519	0.255
outing	txangoa	0.771	0.672	0.634
outlandish	outlandish	0.448	0.737	0.657
outlast	Outlast	0.620	0.786	0.685
outlaw	Outlaw	0.255	0.662	0.482
outlet	outlet	0.610	0.396	0.245
outline	eskema	0.542	0.365	0.509
outlines	eskemak	0.656	0.402	0.651
outlive	outlive	0.565	0.769	0.724
outlook	aurreikuspenak	0.830	0.525	0.625
outlying	kanpoaldeko	0.460	0.562	0.503
outnumber	gehiago ditu	0.347	0.615	0.577
outpatient	anbulatorioan	0.260	0.400	0.395
outpost	galdu	0.635	0.571	0.675
outpouring	outpouring	0.562	0.685	0.552
output	irteera	0.604	0.389	0.434
outrage	atentatu	0.060	0.689	0.542
outraged	haserretu	0.156	0.696	0.538
outrageous	outrageous	0.153	0.945	0.713
outrank	outrank	0.653	0.643	0.817
outreach	dibulgazio	0.540	0.462	0.672
outright	outright	0.767	0.396	0.755
outrun	outrun	0.531	0.833	0.573
outset	hasieratik	0.750	0.500	0.582
outsider	kanpotar	0.398	0.549	0.447
outskirts	kanpoaldean	0.474	0.519	0.312
outsmart	outsmart	0.673	0.657	0.864
outspoken	latzak	0.582	0.413	0.667
outstanding	bikaina	0.898	0.760	0.896
outstretched	luzatuta	0.448	0.481	0.519
outward	kanpora	0.449	0.439	0.365
outwards	kanpora	0.440	0.472	0.400
outweigh	outweigh	0.486	0.600	0.682
outwit	birrindu	0.302	0.755	0.356
oval	obalo	0.417	0.280	0.330
ovary	Obulutegiko	0.469	0.399	0.280
ovate	ovate	0.385	0.286	0.368
ovation	txaloaldiak	0.719	0.758	0.750
oven	labea	0.583	0.425	0.606
overactive	overactive	0.667	0.885	0.592
overall	orokorra	0.583	0.370	0.670
overalls	globalizazioaren	0.500	0.392	0.373
overbearing	aldebatera	0.323	0.833	0.861
overburden	gainzamatu	0.115	0.755	0.546
overcast	estalia	0.417	0.250	0.475
overcharged	overcharged	0.276	0.780	0.569
overcoat	berokia	0.594	0.265	0.430
overcome	gainditzeko	0.719	0.689	0.848
overcoming	gainditzeko	0.842	0.765	0.855
overcrowded	gainezka	0.292	0.520	0.491
overdo	overdo	0.156	0.864	0.602
overdose	gaindosi	0.110	0.820	0.468
overdrive	overdrive	0.303	0.715	0.732
overdue	atzeratutako	0.125	0.427	0.259
overestimate	overestimate	0.367	0.796	0.444
overestimated	larretsita	0.344	0.646	0.527
overflow	gainezkatzea	0.398	0.792	0.500
overflowing	gainezka	0.439	0.796	0.635
overgrown	overgrown	0.333	0.500	0.369
overgrowth	overgrowth	0.417	0.790	0.673
overhanging	overhanging	0.698	0.755	0.812
overhaul	berritzea	0.500	0.651	0.491
overhead	Buruak	0.344	0.700	0.538
overhear	overhear	0.650	0.365	0.580
overheated	overheated	0.250	0.598	0.547
overjoyed	overjoyed	0.908	0.708	0.755
overkill	Overkill	0.379	0.861	0.678
overlaid	urrezko	0.620	0.610	0.676
overlap	gainjartzea	0.594	0.615	0.627
overlapping	bata bestearen gainean	0.595	0.578	0.684
overlay	overlay	0.564	0.596	0.749
overload	gainkarga	0.381	0.690	0.652
overlook	ahaztu	0.292	0.418	0.415
overlord	overlord	0.750	0.755	0.932
overlying	overlying	0.500	0.519	0.691
overpaid	denaren gainetik	0.429	0.670	0.585
overpass	pasabide	0.562	0.561	0.565
overplayed	overplayed	0.224	0.798	0.586
overpower	dominatu	0.448	0.859	0.783
overpowering	overpowering	0.392	0.779	0.589
overpriced	overpriced	0.271	0.556	0.472
overprotective	overprotective	0.448	0.673	0.741
overrated	overrated	0.312	0.630	0.482
overreact	overreact	0.306	0.912	0.471
override	override	0.316	0.491	0.529
overriding	gainidazteko	0.240	0.490	0.384
overrule	overrule	0.224	0.412	0.429
overrun	inbaditu	0.271	0.764	0.598
oversee	gainbegiratzen	0.541	0.649	0.778
overseer	overseer	0.552	0.520	0.873
overshadow	ilundu	0.333	0.549	0.654
oversight	gainbegiratze	0.385	0.618	0.723
oversized	oversized	0.552	0.540	0.679
overslept	overslept	0.408	0.315	0.300
overstate	overstate	0.281	0.779	0.635
overstock	overstock	0.344	0.592	0.589
overt	ageriko	0.708	0.326	0.607
overtake	aurreratu	0.573	0.620	0.718
overtaken	gainditu egin	0.594	0.552	0.702
overthemoon	NO TRANSLATION	0.643	0.531	0.481
overthinker	overthinker	0.430	0.606	0.552
overthinking	gehiegi pentsatzen	0.408	0.761	0.525
overthrow	Derrocar	0.260	0.868	0.620
overtime	aparteko orduak	0.447	0.504	0.529
overtired	overtired	0.210	0.357	0.273
overture	obertura	0.490	0.402	0.491
overturn	overturn	0.240	0.765	0.396
overview	ikuspegi orokorra	0.615	0.380	0.539
overweight	Gehiegizko pisua	0.052	0.500	0.389
overwhelm	izaten	0.250	0.823	0.462
overwhelmed	itotzea	0.341	0.680	0.348
overwhelming	jasanezinak	0.327	0.830	0.640
overworked	overworked	0.133	0.670	0.387
overwrought	overwrought	0.156	0.900	0.571
overzealous	overzealous	0.427	0.804	0.703
owe	zor	0.500	0.429	0.386
owing	dietelako	0.396	0.307	0.381
owl	hontza	0.520	0.270	0.321
owner	jabea	0.776	0.449	0.920
ownership	titulartasuna	0.628	0.445	0.741
ox	idi	0.417	0.396	0.412
oxidation	oxidazio	0.453	0.415	0.211
oxide	oxidoa	0.354	0.377	0.298
oxygen	oxigeno	0.908	0.310	0.575
oxymoron	oxymoron	0.427	0.481	0.398
oyster	ostra	0.500	0.311	0.327
ozone	ozono	0.560	0.345	0.518
pace	erritmoa	0.510	0.380	0.390
pacemaker	pacemaker	0.448	0.569	0.582
pacific	baketsu	0.627	0.118	0.580
pacified	baretu	0.802	0.194	0.414
pacifier	pacifier	0.615	0.342	0.356
pacifist	bakezale	0.663	0.153	0.557
pacify	bakegintza	0.812	0.283	0.629
pacing	pacing	0.583	0.551	0.491
pack	pack	0.510	0.347	0.475
package	pakete	0.571	0.433	0.443
packaging	bilgarri	0.604	0.393	0.549
packer	packer	0.520	0.480	0.537
packet	pakete	0.582	0.385	0.407
pact	ituna	0.442	0.444	0.593
pad	pad	0.684	0.279	0.330
padded	betea	0.606	0.212	0.371
padding	padding	0.561	0.398	0.423
paddle	padel	0.561	0.375	0.393
paddle boat	paddle boat	0.663	0.373	0.415
paddock	paddock	0.480	0.429	0.481
paddy	Paddy	0.653	0.330	0.330
padlock	giltzarrapo	0.459	0.284	0.457
padre	NO TRANSLATION	0.684	0.407	0.647
