Word	Urdu-ur	Valence	Arousal	Dominance
payday	payday	0.833	0.741	0.571
payer	اداکار	0.313	0.630	0.638
payload	پاؤ لوڈ	0.612	0.510	0.682
payment	ادائیگی	0.629	0.452	0.643
payoff	ادائیگی	0.740	0.644	0.673
payout	ادائیگی	0.646	0.600	0.575
payphone	payphone	0.469	0.360	0.370
payroll	تنخواہ	0.521	0.360	0.549
pea	مٹر	0.580	0.275	0.298
peace	امن	0.939	0.156	0.613
peaceable	امن و امان	0.776	0.134	0.453
peaceful	پرامن	0.867	0.108	0.569
peacefully	امن سے	0.901	0.190	0.639
peacekeeper	امن پسند	0.865	0.320	0.644
peaceofmind	NO TRANSLATION	0.786	0.160	0.519
peacetime	سہولت	0.949	0.180	0.579
peach	آڑو	0.704	0.480	0.272
peachy	آلی	0.755	0.479	0.388
peacock	مور	0.786	0.449	0.458
peak	چوٹی	0.500	0.345	0.431
peaked	چوکیدار	0.677	0.704	0.857
peanut	مونگفلی	0.646	0.202	0.246
peanuts	مونگ	0.542	0.294	0.324
pear	ناشپاتی	0.677	0.158	0.241
pearl	موتی	0.905	0.425	0.642
pearly	موتی	0.635	0.337	0.373
peas	مٹر	0.542	0.283	0.310
peasant	کسان	0.530	0.275	0.407
peat	پیٹ	0.333	0.655	0.504
pebble	پتھر	0.354	0.353	0.287
pecan	پکن	0.552	0.316	0.358
peck	پکی	0.202	0.530	0.321
pecker	پکیر	0.459	0.509	0.375
peculiar	مخصوص	0.600	0.491	0.564
peculiarities	خصوصیات	0.511	0.460	0.528
peculiarity	خاصیت	0.439	0.452	0.652
peculiarly	خاص طور پر	0.615	0.450	0.454
pecuniary	غیر ملکی	0.490	0.490	0.500
pedal	پیڈل	0.500	0.320	0.342
pedantic	پیڈانٹک	0.229	0.608	0.253
peddle	پیڈل	0.539	0.549	0.538
peddler	پیڈل	0.408	0.481	0.390
pedestal	پیڈسٹل	0.735	0.284	0.579
pedestrian	پیدل چلنے والوں	0.438	0.360	0.448
pediatric	نوکری	0.560	0.462	0.490
pediatrician	بچے بازی	0.602	0.500	0.627
pediatrics	بچے بازی	0.750	0.380	0.596
pedicure	پیڈیکیور	0.695	0.269	0.296
pedigree	پیدائش	0.625	0.340	0.609
pedometer	پیڈومیٹر	0.469	0.561	0.405
pedophile	pedophile	0.051	0.724	0.430
pee	پیشاب	0.449	0.529	0.391
peek	جھگڑا	0.486	0.360	0.411
peekaboo	ایک بو جھانکنا	0.592	0.607	0.412
peel	چھڑی	0.439	0.250	0.279
peep	مرچ	0.573	0.317	0.269
peeper	ساتھی	0.182	0.537	0.343
peephole	peephole	0.479	0.500	0.310
peer	ساتھی	0.458	0.321	0.569
peering	پیئرنگ	0.514	0.409	0.451
peerless	بے مثال	0.688	0.450	0.462
peeved	ساتھی	0.156	0.750	0.467
peg	پت	0.520	0.357	0.393
pegs	پگ	0.408	0.286	0.386
peice	NO TRANSLATION	0.479	0.422	0.398
pelagic	pelagic	0.521	0.554	0.491
pelican	pelican	0.573	0.391	0.380
pellet	گولی	0.448	0.390	0.466
pelvic	pelvic	0.320	0.632	0.373
pelvis	pelvis	0.378	0.618	0.380
pen	قلم	0.622	0.194	0.250
penal	جرمانہ	0.208	0.565	0.610
penalty	جرمانہ	0.062	0.490	0.240
penance	تناسب	0.219	0.667	0.463
penchant	تناسب	0.688	0.480	0.609
pencil	پینسل	0.552	0.200	0.263
pendant	لٹکن	0.676	0.321	0.385
pendency	لامتناہی	0.396	0.452	0.472
pendent	NO TRANSLATION	0.470	0.380	0.425
pending	زیر التواء	0.396	0.441	0.473
pendulum	پینڈلم	0.542	0.368	0.434
penetrate	گھسنا	0.287	0.877	0.732
penetrating	گھبراہٹ	0.469	0.792	0.782
penetration	رسائی	0.438	0.885	0.792
penguin	پینگوئن	0.615	0.296	0.307
penicillin	پینسلن	0.417	0.431	0.566
penile	پتلی	0.490	0.736	0.491
peninsula	اپنانا	0.551	0.384	0.627
penis	عضو تناسل	0.354	0.810	0.556
penitent	قلمبند	0.542	0.530	0.508
penitentiary	تناسب	0.229	0.726	0.491
penmanship	قلمبند	0.677	0.284	0.509
pennant	پنکھ	0.542	0.380	0.426
penniless	پنجی	0.062	0.316	0.083
penny	پنی	0.615	0.302	0.324
pension	پینشن	0.625	0.409	0.406
pensioner	پنشنر	0.440	0.245	0.442
pensive	تیز	0.540	0.220	0.529
pentagon	پینٹونگن	0.490	0.636	0.774
pentagram	پینٹگرام	0.510	0.433	0.466
penthouse	پینٹ ہاؤس	0.592	0.430	0.395
penultimate	خطرناک	0.469	0.366	0.255
people	لوگ	0.604	0.400	0.500
peopled	پھنسے ہوئے	0.594	0.450	0.679
pep	پی پی	0.510	0.510	0.364
pepper	مرچ	0.400	0.539	0.328
peppermint	مرچنٹ	0.720	0.264	0.271
pepperoni	پیپرونی	0.796	0.472	0.358
peppy	مرچ	0.677	0.529	0.438
peptic	پیپٹیک	0.398	0.463	0.362
peptide	پیپٹائڈ	0.380	0.480	0.411
perceive	سمجھتے ہیں	0.653	0.490	0.655
percent	فیصد	0.470	0.350	0.356
percentage	فی صد	0.469	0.400	0.553
percentile	صدویہ	0.479	0.410	0.390
perceptible	قابل قبول	0.710	0.460	0.620
perception	خیال	0.653	0.481	0.655
perceptive	منفی	0.745	0.500	0.741
perch	پرچی	0.531	0.300	0.314
perchance	پریشان	0.480	0.224	0.298
percolation	پہلو	0.397	0.417	0.415
percussion	ٹکڑا	0.622	0.635	0.642
perdition	دریافت	0.135	0.656	0.496
peremptory	پریمپٹوری	0.429	0.426	0.606
perennial	بار بار	0.527	0.358	0.500
perfect	کامل	0.980	0.471	0.870
perfection	کمال	0.881	0.745	0.934
perfectionist	کمال پرستی	0.667	0.704	0.905
perfecto	NO TRANSLATION	0.802	0.567	0.889
perforated	پٹا ہوا	0.219	0.607	0.344
perforation	چھری	0.365	0.668	0.578
perforce	پرورش	0.357	0.689	0.354
perform	انجام دیں	0.765	0.555	0.773
performance	کارکردگی	0.750	0.520	0.672
performer	اداکار	0.541	0.530	0.708
perfume	خوشبو	0.740	0.472	0.463
perfumed	خوشبو	0.816	0.471	0.509
peri	پیری	0.448	0.433	0.370
peridot	peridot	0.458	0.481	0.435
peril	خطرہ	0.052	0.910	0.518
perilous	خطرناک	0.143	0.862	0.575
perimeter	احاطہ	0.470	0.443	0.555
period	مدت	0.396	0.324	0.588
periodic	دورانیہ	0.677	0.324	0.508
periodical	دورانیہ	0.550	0.298	0.430
periodically	وقفے سے	0.480	0.314	0.515
periodicity	دورانیہ	0.646	0.324	0.645
peripheral	پردیش	0.406	0.406	0.549
periphery	پردیش	0.469	0.360	0.366
periscope	پیسکوپ	0.604	0.375	0.609
perish	تباہی	0.296	0.570	0.415
perishable	تباہ کن	0.270	0.464	0.354
perished	خراب ہوا	0.135	0.596	0.225
perishing	ماضی	0.229	0.423	0.148
perjury	جھوٹی گواہی	0.229	0.686	0.409
perk	پرک	0.903	0.519	0.682
perky	گستاخ	0.896	0.792	0.673
perm	اجازت	0.667	0.465	0.741
permanence	مستقلیت	0.771	0.370	0.708
permanent	مستقل	0.745	0.345	0.736
permeable	پرتگالی	0.635	0.402	0.495
permeate	پریشان	0.417	0.410	0.407
permeation	پیراگراف	0.418	0.559	0.536
permissible	جائز ہے	0.684	0.646	0.612
permission	اجازت	0.612	0.311	0.580
permissive	اجازت	0.633	0.389	0.413
permit	پرمٹ	0.733	0.349	0.518
permitted	اجازت	0.865	0.410	0.613
permitting	اجازت دے	0.724	0.481	0.661
permutation	اجازت نامہ	0.385	0.588	0.500
pernicious	پریشانی	0.229	0.600	0.382
peroxide	پیرو آکسائیڈ	0.458	0.529	0.510
perpendicular	منفی	0.510	0.398	0.439
perpetrate	سنبھالنا	0.327	0.837	0.732
perpetrator	مجرم	0.229	0.765	0.538
perpetual	مسلسل	0.625	0.438	0.741
perpetually	ہمیشہ	0.510	0.473	0.868
perpetuate	برقرار رکھو	0.397	0.588	0.788
perpetuation	تسلسل	0.510	0.677	0.716
perpetuity	مسلسل	0.590	0.434	0.759
perplexed	مضحکہ خیز	0.312	0.705	0.318
perplexing	پریشان	0.316	0.530	0.362
perplexity	پریشان	0.275	0.720	0.500
persecute	پریشان	0.281	0.873	0.509
persecution	پریشانی	0.229	0.865	0.660
perseverance	اطمینان	0.888	0.630	0.796
persevere	اطمینان	0.802	0.583	0.937
persist	اصرار	0.765	0.644	0.727
persistence	مسلسل	0.684	0.611	0.873
persistent	مسلسل	0.646	0.667	0.815
persisting	جاری ہے	0.697	0.677	0.745
person	شخص	0.646	0.363	0.596
persona	NO TRANSLATION	0.741	0.480	0.743
personable	قابل ذکر	0.816	0.520	0.637
personage	شخصیت	0.653	0.324	0.698
personal	ذاتی	0.750	0.311	0.467
personality	شخصیت	0.896	0.513	0.790
personification	شخصیت	0.760	0.471	0.691
personnel	عملے کی	0.729	0.344	0.587
persons	افراد	0.869	0.302	0.588
perspective	نقطہ نظر	0.688	0.470	0.704
perspiration	پریشان	0.385	0.667	0.490
persuade	حوصلہ افزائی	0.620	0.618	0.709
persuasion	حوصلہ افزائی	0.612	0.670	0.537
persuasive	اطمینان بخش	0.740	0.700	0.657
pert	پی ٹی	0.469	0.460	0.348
pertinent	قابل ذکر	0.580	0.333	0.723
perturbation	شرارتی	0.270	0.840	0.500
pertussis	پرٹسیس	0.279	0.569	0.386
perusal	پریزنٹیشن	0.622	0.235	0.543
peruse	عقل	0.503	0.270	0.439
pervading	پھینکنا	0.418	0.684	0.728
perverse	خطرناک	0.146	0.808	0.464
perversion	پرورش	0.083	0.830	0.490
pervert	خراب	0.082	0.863	0.500
perverted	خراب	0.062	0.918	0.436
pesky	pesky	0.250	0.760	0.431
pessimism	ویسے	0.083	0.484	0.264
pessimist	ویسے	0.125	0.470	0.218
pessimistic	خوشگوار	0.088	0.394	0.236
pest	کیڑوں	0.188	0.680	0.452
pester	پیٹر	0.143	0.780	0.385
pestilence	پیدائش	0.122	0.660	0.283
pestle	کیسل	0.427	0.463	0.426
pesto	پیسٹو	0.531	0.323	0.336
pet	پالتو جانور	0.875	0.327	0.305
petal	پنکھل	0.810	0.194	0.211
petite	پتلی	0.510	0.354	0.245
petition	درخواست	0.498	0.575	0.415
petitioner	درخواست دینے والا	0.601	0.531	0.566
petloss	NO TRANSLATION	0.271	0.481	0.424
petpeeve	NO TRANSLATION	0.375	0.594	0.392
petrified	پریشان	0.221	0.625	0.232
petrify	پریشان	0.177	0.571	0.447
petrol	پیٹرول	0.418	0.519	0.577
petroleum	پٹرولیم	0.583	0.451	0.640
petticoat	پیٹییکویٹ	0.550	0.396	0.351
petting	پائپ	0.812	0.462	0.480
petty	چھوٹی سی	0.210	0.537	0.236
petulant	پختونٹ	0.247	0.685	0.491
petunia	پیٹنیا	0.583	0.260	0.356
pew	پیو	0.449	0.235	0.664
pewter	پائٹر	0.396	0.260	0.321
peyote	NO TRANSLATION	0.406	0.462	0.426
phalanx	فایلیکس	0.398	0.398	0.455
phantom	پریت	0.260	0.759	0.448
pharaoh	فرعون	0.656	0.491	0.798
pharmaceutical	دواسازی	0.500	0.435	0.562
pharmacist	فارماسسٹ	0.592	0.382	0.648
pharmacology	فارمیولوجی	0.560	0.440	0.526
pharmacy	فارمیسی	0.531	0.337	0.542
phase	مرحلہ	0.645	0.300	0.482
pheasant	پس منظر	0.541	0.362	0.292
phenomenal	غیر معمولی	0.915	0.750	0.918
phenomenon	رجحان	0.625	0.721	0.848
pheromone	پیروومون	0.561	0.573	0.561
phew	بھگوان	0.531	0.429	0.302
phi	phi	0.420	0.361	0.452
philanthropic	فلسفہ	0.812	0.426	0.717
philanthropist	فلسفہ	0.704	0.463	0.623
philanthropy	فلسفہ	0.745	0.412	0.801
philistine	فلسٹین	0.390	0.500	0.491
philosopher	فلسفی	0.684	0.316	0.720
philosophic	فلسفہ	0.688	0.270	0.655
philosophical	فلسفیانہ	0.719	0.275	0.713
philosophy	فلسفہ	0.684	0.255	0.640
phlegm	دلہن	0.173	0.394	0.240
pho	pho	0.541	0.370	0.384
phobia	فوبیا	0.173	0.904	0.291
phoenix	فینکس	0.653	0.481	0.594
phone	فون	0.729	0.344	0.418
phonetic	صوتی	0.542	0.435	0.536
phonetics	فونٹکس	0.646	0.425	0.519
phonics	فونونکس	0.490	0.519	0.455
phonograph	فونونگو	0.561	0.398	0.565
phonology	فونونولوجی	0.695	0.402	0.512
phony	فون	0.115	0.592	0.202
phooey	phooey	0.333	0.490	0.352
phosphate	فاسفیٹ	0.500	0.306	0.407
phosphor	فاسفر	0.438	0.480	0.427
phosphorus	فاسفورس	0.429	0.539	0.370
photo	تصویر	0.729	0.327	0.431
photogenic	فوٹوگرافی	0.780	0.500	0.495
photograph	تصویر	0.677	0.353	0.358
photographer	فوٹوگرافر	0.714	0.481	0.562
photographic	فوٹو گرافی	0.761	0.429	0.564
photography	فوٹو گرافی	0.630	0.431	0.360
photometry	فوٹو گرافی	0.417	0.456	0.436
photon	فوٹو	0.459	0.439	0.455
phrase	جملہ	0.630	0.264	0.314
phraseology	فقہ	0.620	0.406	0.537
phylogeny	phylogeny	0.378	0.410	0.481
physical	جسمانی	0.750	0.520	0.607
physical therapist	جسمانی تھراپسٹ	0.531	0.337	0.775
physician	ڈاکٹر	0.583	0.490	0.843
physicist	فزیکسٹسٹ	0.635	0.538	0.693
physics	طبیعیات	0.582	0.415	0.664
physiological	جسمانی	0.510	0.418	0.620
physiology	فیجیولوجی	0.521	0.451	0.519
physique	جسم	0.643	0.500	0.543
pi	پی	0.469	0.265	0.400
pianist	پیانوکار	0.806	0.491	0.573
piano	پیانو	0.704	0.343	0.438
piazza	پیاز	0.625	0.471	0.472
piccolo	NO TRANSLATION	0.625	0.423	0.380
pick	اٹھاو	0.500	0.464	0.525
picked	اٹھایا	0.740	0.518	0.670
picker	چنانچہ	0.534	0.340	0.609
picket	ٹکٹ	0.365	0.615	0.451
picketing	ٹکٹ	0.330	0.557	0.471
pickle	اچار	0.593	0.449	0.288
pickled	نمکین	0.344	0.450	0.291
pickpocket	pickpocket	0.365	0.704	0.449
pickup	اٹھاو	0.561	0.529	0.420
picky	میں picky	0.257	0.729	0.598
picnic	پکنک	0.625	0.470	0.375
pictorial	سچتر	0.704	0.481	0.476
picture	تصویر	0.714	0.308	0.462
pictures	تصویریں	0.653	0.240	0.405
picturesque	شاندار	0.802	0.491	0.483
pie	پائی	0.880	0.402	0.368
piece	ٹکڑا	0.646	0.245	0.367
piecemeal	پتلی	0.615	0.269	0.319
pieceofshit	ٹکڑا	0.083	0.724	0.292
pied	مٹھائی	0.594	0.433	0.350
pier	انگلی	0.583	0.279	0.445
pierce	چھید	0.365	0.670	0.611
piety	تقویت	0.760	0.340	0.482
pig	سور	0.343	0.368	0.324
pigeon	کبوتر	0.688	0.224	0.276
piggy	سورجی	0.541	0.365	0.412
piggyback	سورگو بیک	0.438	0.490	0.343
pigheaded	سورہ وار	0.271	0.472	0.358
piglet	سورلی	0.540	0.443	0.250
pigment	سورج	0.390	0.333	0.339
pigskin	سورسکین	0.347	0.449	0.300
pigsty	سورج	0.133	0.529	0.221
pike	پکی	0.427	0.410	0.452
pile	ڈائل	0.461	0.320	0.539
piles	ڈھیر	0.469	0.423	0.468
pileup	ڈھیر	0.340	0.559	0.446
pilgrim	حج	0.531	0.404	0.569
pilgrimage	حج	0.708	0.522	0.625
pill	گولی	0.573	0.407	0.368
pillage	تکلیف	0.240	0.685	0.375
pillar	ستون	0.583	0.330	0.684
pillbox	تکلیف	0.385	0.339	0.296
pillow	تکیا	0.663	0.128	0.195
pillowcase	تکیاس	0.500	0.179	0.250
pilot	پائلٹ	0.688	0.680	0.736
pimp	دلال	0.146	0.700	0.536
pimple	موڑ	0.245	0.370	0.274
pin	پن	0.438	0.346	0.390
pinball	پنبال	0.582	0.640	0.442
pinch	چوٹ	0.340	0.632	0.339
pinching	پنچنے	0.250	0.788	0.345
pine	پائن	0.583	0.225	0.312
pineapple	انناس	0.677	0.316	0.245
ping	پنگ	0.541	0.490	0.391
pinhead	پنڈھی	0.459	0.300	0.308
pinhole	pinhole	0.375	0.279	0.345
pinion	پنن	0.444	0.361	0.346
pink	گلابی	0.806	0.269	0.471
pinkie	گلابی	0.663	0.265	0.269
pinnacle	شیطانی	0.633	0.390	0.508
pinot	پنٹ	0.365	0.370	0.361
pinpoint	پوائنٹ	0.583	0.443	0.528
pint	پینٹ	0.686	0.333	0.321
pinto	پنٹو	0.570	0.354	0.373
pinup	پن	0.610	0.459	0.393
pioneer	پاینیر	0.796	0.618	0.802
pious	پاک	0.698	0.306	0.426
pip	پائپ	0.448	0.430	0.366
pipe	پائپ	0.541	0.340	0.330
piped	پائپ	0.360	0.529	0.379
pipeline	پائپ لائن	0.479	0.337	0.411
piper	پائپر	0.569	0.442	0.398
pipette	پائپیٹ	0.480	0.403	0.418
piping	پائپنگ	0.365	0.337	0.405
pipsqueak	پوپ	0.347	0.481	0.349
pique	مثلا	0.417	0.500	0.426
piracy	قزاقی	0.296	0.792	0.567
piranha	پرانا	0.219	0.799	0.575
pirate	سمندری ڈاکو	0.156	0.740	0.559
piscina	NO TRANSLATION	0.714	0.500	0.443
piss	پیشاب	0.354	0.462	0.268
pissed	ناراض	0.102	0.888	0.543
pissedoff	pissedoff	0.240	0.651	0.459
pisser	NO TRANSLATION	0.378	0.547	0.398
pissesmeoff	pissesmeoff	0.180	0.587	0.441
pissingmeoff	pissingmeoff	0.208	0.622	0.423
pissoff	پیشاب	0.255	0.617	0.400
pistachio	پستی	0.643	0.336	0.305
pistol	پستول	0.170	0.900	0.677
piston	پسٹن	0.398	0.480	0.500
pit	گڑھے	0.408	0.396	0.278
pita	پیٹا	0.551	0.279	0.255
pitch	پچ	0.521	0.431	0.465
pitcher	پچر	0.510	0.673	0.704
pitchfork	pitchfork	0.312	0.580	0.529
pitfall	نقصان	0.177	0.775	0.508
pith	pith	0.458	0.350	0.596
pithy	pithy	0.480	0.360	0.635
pitiful	رحم والا	0.219	0.490	0.232
pitted	pitted	0.358	0.653	0.470
pitter	پتر	0.469	0.424	0.384
pituitary	پیٹیوٹری	0.406	0.365	0.442
pity	افسوس	0.160	0.398	0.114
pivot	محور	0.458	0.382	0.440
pivotal	اہم	0.582	0.471	0.536
pix	پک	0.521	0.373	0.364
pixie	پکسی	0.562	0.537	0.325
pizza	پزا	0.847	0.390	0.295
pizzazz	pizzazz	0.635	0.735	0.682
pizzeria	پزجیریا	0.719	0.520	0.364
placard	پلاسٹک	0.388	0.442	0.500
place	جگہ	0.573	0.261	0.398
placebo	placebo	0.520	0.306	0.365
placement	جگہ	0.643	0.460	0.528
placenta	پلاسٹک	0.375	0.433	0.443
placid	پلاک	0.640	0.317	0.491
placket	پلاسٹک	0.408	0.231	0.228
plagiarism	جادوگر	0.135	0.716	0.436
plague	افسوس	0.083	0.596	0.355
plaid	plaid	0.480	0.330	0.417
plain	سادہ	0.500	0.167	0.311
plainclothes	سادہ کپڑے	0.698	0.337	0.424
plaintiff	مدعی	0.365	0.806	0.711
plaintive	سمندری	0.292	0.529	0.306
plan	منصوبہ	0.646	0.540	0.733
plane	ہوائی جہاز	0.510	0.356	0.386
planes	ہوائی جہاز	0.667	0.606	0.575
planet	سیارے	0.698	0.404	0.832
planetarium	سیارہوم	0.704	0.462	0.655
planetary	سیارہ	0.604	0.500	0.620
planets	سیارے	0.724	0.318	0.658
plank	تختہ	0.427	0.280	0.333
plankton	پلاکن	0.552	0.321	0.371
planned	منصوبہ بندی	0.740	0.385	0.729
planner	منصوبہ بندی	0.760	0.469	0.868
planning	منصوبہ بندی	0.894	0.462	0.705
plant	پلانٹ	0.730	0.180	0.371
plantation	پودے لگانا	0.573	0.585	0.575
planter	پلانٹر	0.604	0.450	0.634
planting	پودے لگانا	0.635	0.343	0.595
plaque	تختی	0.520	0.333	0.420
plasma	پلازما	0.474	0.398	0.360
plaster	پلاسٹر	0.438	0.264	0.255
plastic	پلاسٹک	0.490	0.269	0.320
plasticity	پلاسٹکتا	0.542	0.471	0.402
plat	پلاٹ	0.716	0.359	0.556
plate	پلیٹ	0.583	0.245	0.366
plateau	پلیٹاو	0.611	0.316	0.400
plated	چڑھایا	0.562	0.458	0.457
platform	پلیٹ فارم	0.602	0.340	0.718
plating	چڑھانا	0.576	0.368	0.433
platinum	پلاٹینم	0.750	0.518	0.702
platonic	پلاٹونیکی	0.490	0.461	0.469
platoon	پلاٹون	0.448	0.700	0.745
platter	تالا لگا	0.686	0.245	0.219
plaudit	NO TRANSLATION	0.816	0.813	0.546
plausibility	امکانات	0.705	0.451	0.570
plausible	مناسب	0.714	0.404	0.510
play	کھیلنا	0.812	0.765	0.358
playa	کھیل	0.724	0.510	0.575
playback	پلے بیک	0.656	0.559	0.639
playbook	پلے بک	0.673	0.582	0.500
playboy	پلے بوائے	0.646	0.900	0.519
player	کھلاڑی	0.557	0.688	0.644
playful	چنانچہ	0.892	0.688	0.463
playground	کھیل کا میدان	0.888	0.620	0.435
playhouse	کھیل ہی کھیل میں	0.719	0.729	0.426
playmate	اداکارہ	0.878	0.509	0.398
playoff	اداکار	0.622	0.716	0.550
playpen	playpen	0.698	0.481	0.475
playroom	کھیل ہی کھیل میں	0.844	0.661	0.380
plaything	کھیلنا	0.708	0.602	0.277
playtime	کھیل کا وقت	0.760	0.596	0.566
playwright	ڈرامہ	0.672	0.550	0.667
plaza	پلازا	0.690	0.346	0.529
plea	درخواست	0.633	0.491	0.517
plead	درخواست	0.177	0.596	0.195
pleasant	خوشگوار	0.939	0.310	0.673
pleased	خوش ہوں	0.939	0.548	0.795
pleasing	خوشگوار	0.917	0.449	0.788
pleasurable	خوشگوار	0.948	0.529	0.669
pleasure	خوشی	0.939	0.740	0.682
pleasures	خوشگوار	0.896	0.654	0.705
pleat	درخواست	0.490	0.345	0.316
pleated	خوشگوار	0.534	0.318	0.436
pledge	عہد	0.719	0.490	0.764
pledged	وعدہ کیا	0.719	0.630	0.658
plenary	اجتماعی	0.573	0.356	0.598
plentiful	بھرپور	0.833	0.735	0.745
plenty	کافی	0.827	0.612	0.824
plenum	پلاینم	0.531	0.454	0.596
plethora	چمکتا	0.646	0.602	0.547
plexus	درخواست	0.333	0.405	0.395
pliable	پائیدار	0.625	0.370	0.440
plication	چڑھانا	0.360	0.460	0.500
pliers	چمک	0.561	0.334	0.441
plight	بدترین	0.450	0.520	0.547
plinth	تختہ	0.438	0.346	0.473
plodding	پلاڈنگ	0.449	0.481	0.439
plop	پلاپ	0.385	0.475	0.349
plot	پلاٹ	0.469	0.567	0.510
plough	ہلکے	0.677	0.427	0.458
ploughed	پختہ	0.438	0.420	0.431
plover	پاؤڈر	0.439	0.434	0.191
plow	ہلکے	0.531	0.560	0.456
plowed	پختہ	0.552	0.490	0.355
plowing	چڑھانا	0.562	0.531	0.518
ploy	چوری	0.458	0.559	0.741
pluck	پھنسنا	0.375	0.583	0.474
plucky	خوش قسمت	0.816	0.817	0.880
plug	پلگ ان	0.531	0.356	0.473
plum	پلا	0.724	0.306	0.170
plumage	پلازمی	0.656	0.286	0.284
plumb	پلمب	0.448	0.500	0.554
plumber	پلمبر	0.327	0.510	0.448
plumbing	پلمبنگ	0.469	0.427	0.441
plume	پلاوم	0.469	0.323	0.375
plummet	پلاومیٹ	0.302	0.750	0.360
plump	بولڈ	0.385	0.480	0.387
plumper	پلاپ	0.406	0.429	0.353
plunder	لوٹ لو	0.125	0.894	0.574
plunge	پلنگ	0.307	0.690	0.550
plunger	گھبراہٹ	0.365	0.510	0.373
plural	کثیر	0.560	0.432	0.564
plurality	کثرت	0.683	0.473	0.587
plush	آلیشان	0.625	0.265	0.318
plutonium	پلاٹونیم	0.406	0.675	0.731
