Word	Maori-mi	Valence	Arousal	Dominance
oedipal	Tuhinga	0.312	0.575	0.509
oestrogen	te haurore	0.521	0.608	0.561
oeuvre	NO TRANSLATION	0.653	0.484	0.598
offal	Tuhinga	0.302	0.470	0.302
offence	hara	0.312	0.798	0.446
offend	hara	0.094	0.804	0.333
offended	ka hara	0.188	0.690	0.337
offender	hara	0.104	0.851	0.537
offense	hara	0.230	0.765	0.510
offensive	kino	0.135	0.882	0.600
offer	tuku	0.750	0.745	0.596
offered	whakaherea	0.582	0.490	0.544
offering	whakahere	0.688	0.462	0.585
offhand	Tuhinga	0.388	0.500	0.368
office	tari	0.427	0.302	0.509
officer	rangatira	0.542	0.430	0.877
offices	tari	0.469	0.312	0.534
official	mana	0.646	0.565	0.833
officiate	whakahaere	0.688	0.453	0.704
offing	Tuhinga o mua	0.490	0.412	0.447
offload	whakaheke	0.479	0.444	0.525
offset	hara	0.719	0.394	0.704
offshoot	Tuhinga	0.517	0.330	0.361
offshore	uta	0.417	0.484	0.441
offside	i waho	0.323	0.519	0.443
offspring	uri	0.656	0.435	0.600
oft	Tuhinga o mua	0.500	0.308	0.474
oftentimes	maha nga wa	0.571	0.500	0.482
ogre	Tuhinga	0.135	0.698	0.510
ohdear	NO TRANSLATION	0.458	0.519	0.442
ohgod	NO TRANSLATION	0.500	0.557	0.439
ohno	ohno	0.396	0.475	0.380
ohshit	NO TRANSLATION	0.230	0.594	0.343
oil	hinu	0.521	0.278	0.306
oils	hinu	0.459	0.229	0.391
oily	ngawari	0.276	0.533	0.385
oink	Tuhinga o mua	0.500	0.450	0.289
ointment	hinu	0.438	0.271	0.398
okra	okra	0.469	0.400	0.362
old	tawhito	0.410	0.279	0.315
olden	Tuhinga o mua	0.284	0.213	0.425
older	pakeke	0.385	0.255	0.317
oldie	oldie	0.363	0.363	0.342
oldies	koroheke	0.438	0.300	0.412
olfactory	Tuhinga	0.602	0.409	0.452
oligarchy	oligarchy	0.327	0.567	0.741
olive	oriwa	0.571	0.231	0.406
omega	omega	0.529	0.337	0.526
omelet	omelet	0.708	0.323	0.315
omen	tohu	0.390	0.657	0.583
omgomgomg	NO TRANSLATION	0.490	0.551	0.358
ominous	Tuhinga o mua	0.255	0.730	0.510
omission	Tuhinga o mua	0.367	0.333	0.275
omit	Tuhinga o mua	0.330	0.265	0.451
omitted	Tuhinga o mua	0.260	0.235	0.211
omnibus	omnibus	0.490	0.410	0.473
omnipotence	omnipotence	0.667	0.793	0.866
omnipotent	Tuhinga o mua	0.719	0.679	0.919
omnipresent	Tuhinga o mua	0.688	0.452	0.825
omniscient	Tuhinga o mua	0.656	0.334	0.778
onboard	i runga i te papa	0.612	0.451	0.491
oncologist	kaimätai hinengaro	0.260	0.654	0.640
oncology	taiao	0.204	0.424	0.500
oncoming	e haere mai ana	0.594	0.625	0.773
one	kotahi	0.542	0.292	0.370
oneday	NO TRANSLATION	0.667	0.245	0.374
onedge	taurangi	0.479	0.552	0.400
onelove	onelove	0.816	0.577	0.541
oneness	kotahi	0.745	0.272	0.720
onerous	pakaru	0.500	0.480	0.462
oneself	ake	0.660	0.337	0.483
ongoing	haere tonu	0.674	0.484	0.556
onion	te riki	0.378	0.367	0.382
onset	tīmatanga	0.673	0.497	0.500
onslaught	Tuhinga	0.198	0.939	0.717
onstage	taunga	0.719	0.673	0.583
ontology	Tuhinga	0.510	0.450	0.518
onus	Tuhinga	0.562	0.520	0.769
onward	Tuhinga o mua	0.667	0.538	0.741
onyx	onika	0.571	0.461	0.380
oodles	oodles	0.490	0.374	0.446
oomph	Tuhinga o mua	0.449	0.613	0.315
ooze	Tuhinga o mua	0.344	0.577	0.333
oozing	Tuhinga o mua	0.238	0.515	0.427
op	op	0.480	0.402	0.349
opacity	opacity	0.471	0.251	0.256
opal	opal	0.623	0.479	0.379
opaque	opaque	0.344	0.265	0.342
ope	ope	0.375	0.380	0.395
open	tuwhera	0.620	0.480	0.569
opener	tuwhera	0.584	0.526	0.377
opening	whakatuwhera	0.667	0.510	0.620
openly	tuwhera	0.603	0.388	0.553
openness	tuwhera	0.837	0.561	0.667
opera	opera	0.714	0.500	0.483
operate	mahi	0.582	0.690	0.691
operatic	opera	0.375	0.452	0.627
operation	mahi	0.475	0.611	0.755
operational	mahi	0.562	0.570	0.679
operations	mahi	0.480	0.549	0.798
operative	mahi	0.541	0.635	0.718
operator	kaiwhakahaere	0.612	0.630	0.726
ophthalmic	ophthalmic	0.427	0.385	0.444
ophthalmologist	ophthalmologist	0.552	0.389	0.491
opiate	opiate	0.281	0.594	0.598
opinion	whakaaro	0.594	0.482	0.638
opinionated	whakaarohia	0.156	0.800	0.491
opium	opium	0.276	0.490	0.333
opponent	hoariri	0.080	0.741	0.716
opportune	Tuhinga	0.796	0.538	0.767
opportunism	waahi	0.571	0.752	0.673
opportunity	whai hua	0.938	0.745	0.833
oppose	whakahē	0.431	0.800	0.473
opposed	whakahē	0.092	0.460	0.606
opposing	whakahē	0.188	0.660	0.518
opposite	Tuhinga	0.235	0.545	0.408
opposites	whakahē	0.281	0.518	0.462
opposition	whakahē	0.135	0.729	0.592
oppress	tukino	0.186	0.654	0.555
oppressed	tukinotia	0.119	0.640	0.259
oppression	tukino	0.080	0.673	0.615
oppressive	he tukino	0.276	0.590	0.667
oppressor	kaitukino	0.160	0.776	0.629
ops	Tuhinga	0.417	0.550	0.528
opt	whakaputa	0.510	0.471	0.345
optic	tohu	0.663	0.384	0.594
optical	matapihi	0.677	0.311	0.542
optics	tikanga	0.562	0.286	0.580
optimism	Tuhinga o mua	0.949	0.565	0.814
optimist	Tuhinga o mua	0.875	0.539	0.787
optimistic	Tuhinga o mua	0.979	0.580	0.821
optimum	tino pai	0.892	0.469	0.808
option	kōwhiringa	0.512	0.427	0.359
optional	kōwhiringa	0.755	0.350	0.440
optionally	kōwhiringa	0.365	0.405	0.481
options	kōwhiringa	0.622	0.327	0.473
optometrist	kaiwhakaako	0.446	0.455	0.668
opulence	Tuhinga o mua	0.620	0.615	0.648
opulent	opulent	0.562	0.660	0.660
opus	opus	0.458	0.368	0.391
oracle	kupurero	0.552	0.531	0.670
oral	whakautu	0.530	0.448	0.375
orange	karaka	0.646	0.132	0.296
orange juice	wai karaka	0.719	0.343	0.445
orangutan	orangutan	0.430	0.560	0.471
oration	Tuhinga	0.646	0.315	0.683
orator	kaiwhakaako	0.667	0.375	0.682
oratory	Tuhinga o mua	0.602	0.472	0.693
orb	orb	0.463	0.370	0.444
orbit	pati	0.561	0.422	0.575
orbital	tawhito	0.458	0.451	0.559
orbiting	te tautuhi	0.520	0.643	0.554
orbs	papa	0.469	0.355	0.482
orc	orc	0.240	0.510	0.388
orchard	mara waina	0.760	0.269	0.333
orchestra	orchestra	0.708	0.500	0.664
orchid	orchid	0.840	0.345	0.382
ordained	kua whakaritea	0.735	0.409	0.731
ordeal	pakaru	0.344	0.539	0.529
order	whakahau	0.780	0.295	0.814
orderly	kia tika	0.844	0.240	0.661
ordinance	tikanga	0.615	0.452	0.776
ordinary	noa	0.375	0.312	0.286
ordination	whakatōpū	0.688	0.490	0.765
ordnance	Tuhinga	0.354	0.825	0.679
ore	Tuhinga o mua	0.500	0.333	0.356
oregano	oregano	0.596	0.327	0.250
organ	poroporo	0.510	0.469	0.538
organic	paraoa	0.719	0.343	0.535
organism	koiora	0.457	0.559	0.800
organist	kaiwhakaora	0.740	0.469	0.669
organization	whakahaere	0.810	0.535	0.851
organize	whakarite	0.802	0.655	0.781
organized	i whakaritea	0.816	0.337	0.746
organizer	kaiwhakahaere	0.604	0.577	0.846
orgasm	Tuhinga	0.844	0.863	0.676
orgies	ngā whakawhitinga	0.388	0.953	0.433
orgy	Tuhinga	0.346	0.962	0.536
orient	raupapa	0.667	0.422	0.667
oriental	raupapa	0.592	0.409	0.598
orientation	kaupapa	0.667	0.454	0.686
orifice	whanui	0.448	0.355	0.443
origami	origami	0.684	0.276	0.294
origin	takenga	0.729	0.435	0.591
original	taketake	0.765	0.480	0.746
originality	taketake	0.898	0.500	0.824
originate	ka puta mai	0.702	0.500	0.866
origination	te takenga	0.760	0.443	0.604
originator	kaihanga	0.592	0.510	0.868
ornament	whakapaipai	0.561	0.373	0.441
ornamental	whakapaipai	0.663	0.392	0.460
ornamentation	whakapaipai	0.663	0.471	0.472
ornamented	whakapaipai	0.677	0.350	0.490
ornate	Tuhinga	0.812	0.356	0.500
ornery	kohuru	0.361	0.520	0.509
orphan	pani	0.133	0.388	0.140
orphanage	tamariki pani	0.184	0.439	0.425
orphaned	pani	0.062	0.430	0.228
orthodontist	Tuhinga o mua	0.469	0.615	0.564
orthodox	Tuhinga o mua	0.388	0.471	0.647
orthodoxy	orthodoxy	0.271	0.388	0.612
orthogonal	orthogonal	0.500	0.314	0.540
orthopedic	pukupuku	0.406	0.346	0.473
oscillate	oscillate	0.449	0.580	0.397
oscillating	Tuhinga	0.469	0.548	0.402
oscillation	Tuhinga o mua	0.562	0.433	0.431
oscillatory	Tuhinga	0.375	0.520	0.480
ostensible	Tuhinga o mua	0.542	0.549	0.585
ostensibly	Tuhinga o mua	0.473	0.529	0.509
ostentatious	Tuhinga o mua	0.479	0.794	0.648
ostracized	Tuhinga o mua	0.115	0.690	0.377
ostrich	Tuhinga o mua	0.592	0.382	0.241
other	atu	0.472	0.230	0.259
otter	Tuhinga o mua	0.439	0.216	0.339
otto	otto	0.427	0.425	0.404
ottoman	Tuhinga o mua	0.531	0.337	0.444
ought	tika	0.438	0.511	0.434
ounce	Tuhinga o mua	0.531	0.255	0.288
oust	Tuhinga o mua	0.296	0.716	0.444
outage	Tuhinga o mua	0.306	0.684	0.438
outback	Tuhinga o mua	0.500	0.324	0.430
outbid	Tuhinga o mua	0.594	0.622	0.540
outboard	i waho	0.448	0.491	0.456
outbreak	te pakarutanga	0.260	0.632	0.472
outburst	Tuhinga o mua	0.209	0.802	0.528
outcast	whakaheke	0.153	0.449	0.353
outcome	putanga	0.615	0.472	0.685
outcry	tangi	0.271	0.773	0.718
outdated	Tuhinga o mua	0.167	0.236	0.226
outdo	Tuhinga o mua	0.771	0.750	0.873
outdoor	waho	0.814	0.256	0.447
outdoors	i waho	0.781	0.444	0.453
outer	waho	0.552	0.471	0.456
outfit	taputapu	0.760	0.490	0.566
outgoing	ka puta	0.650	0.472	0.538
outgrow	Tuhinga o mua	0.510	0.529	0.722
outgrowth	Tuhinga o mua	0.771	0.620	0.688
outhouse	whare	0.281	0.519	0.255
outing	Tuhinga o mua	0.771	0.672	0.634
outlandish	i waho	0.448	0.737	0.657
outlast	Tuhinga	0.620	0.786	0.685
outlaw	kaihoko	0.255	0.662	0.482
outlet	putanga	0.610	0.396	0.245
outline	whakarārangi	0.542	0.365	0.509
outlines	tautuhinga	0.656	0.402	0.651
outlive	Tuhinga	0.565	0.769	0.724
outlook	tirohanga	0.830	0.525	0.625
outlying	Tuhinga	0.460	0.562	0.503
outnumber	nui atu	0.347	0.615	0.577
outpatient	Tuhinga o mua	0.260	0.400	0.395
outpost	pourangi	0.635	0.571	0.675
outpouring	Tuhinga o mua	0.562	0.685	0.552
output	putanga	0.604	0.389	0.434
outrage	te riri	0.060	0.689	0.542
outraged	he riri	0.156	0.696	0.538
outrageous	kino	0.153	0.945	0.713
outrank	Tuhinga o mua	0.653	0.643	0.817
outreach	Tuhinga	0.540	0.462	0.672
outright	Tuhinga	0.767	0.396	0.755
outrun	Tuhinga o mua	0.531	0.833	0.573
outset	tīmata	0.750	0.500	0.582
outsider	tangata ke	0.398	0.549	0.447
outskirts	waho	0.474	0.519	0.312
outsmart	Tuhinga	0.673	0.657	0.864
outspoken	Tuhinga o mua	0.582	0.413	0.667
outstanding	nui	0.898	0.760	0.896
outstretched	kua tohatoha	0.448	0.481	0.519
outward	waho	0.449	0.439	0.365
outwards	waho	0.440	0.472	0.400
outweigh	nui atu	0.486	0.600	0.682
outwit	Tuhinga o mua	0.302	0.755	0.356
oval	Tuhinga o mua	0.417	0.280	0.330
ovary	kura kura	0.469	0.399	0.280
ovate	Tuhinga	0.385	0.286	0.368
ovation	Tuhinga o mua	0.719	0.758	0.750
oven	umu	0.583	0.425	0.606
overactive	Tuhinga o mua	0.667	0.885	0.592
overall	whānui	0.583	0.370	0.670
overalls	Tuhinga o mua	0.500	0.392	0.373
overbearing	Tuhinga o mua	0.323	0.833	0.861
overburden	Tuhinga o mua	0.115	0.755	0.546
overcast	whakahekeheke	0.417	0.250	0.475
overcharged	Tuhinga o mua	0.276	0.780	0.569
overcoat	Tuhinga o mua	0.594	0.265	0.430
overcome	ka hinga	0.719	0.689	0.848
overcoming	ka hinga	0.842	0.765	0.855
overcrowded	Tuhinga ka whai mai	0.292	0.520	0.491
overdo	Tuhinga	0.156	0.864	0.602
overdose	Tuhinga o mua	0.110	0.820	0.468
overdrive	ka tohatoha	0.303	0.715	0.732
overdue	Tuhinga	0.125	0.427	0.259
overestimate	Tuhinga o mua	0.367	0.796	0.444
overestimated	Tuhinga o mua	0.344	0.646	0.527
overflow	nui rawa	0.398	0.792	0.500
overflowing	nui atu	0.439	0.796	0.635
overgrown	Tuhinga o mua	0.333	0.500	0.369
overgrowth	Tuhinga o mua	0.417	0.790	0.673
overhanging	Tuhinga o mua	0.698	0.755	0.812
overhaul	whakakorea	0.500	0.651	0.491
overhead	Tuhinga o mua	0.344	0.700	0.538
overhear	Tuhinga o mua	0.650	0.365	0.580
overheated	haurangi	0.250	0.598	0.547
overjoyed	ka hari	0.908	0.708	0.755
overkill	Tuhinga o mua	0.379	0.861	0.678
overlaid	whakakikoruatia	0.620	0.610	0.676
overlap	whakakorea	0.594	0.615	0.627
overlapping	kohuru	0.595	0.578	0.684
overlay	whakakikorua	0.564	0.596	0.749
overload	nui ake	0.381	0.690	0.652
overlook	kore e aro	0.292	0.418	0.415
overlord	rangatira	0.750	0.755	0.932
overlying	i runga ake	0.500	0.519	0.691
overpaid	Tuhinga o mua	0.429	0.670	0.585
overpass	Tuhinga o mua	0.562	0.561	0.565
overplayed	ka whakanuia	0.224	0.798	0.586
overpower	Tuhinga o mua	0.448	0.859	0.783
overpowering	ka kaha	0.392	0.779	0.589
overpriced	Tuhinga	0.271	0.556	0.472
overprotective	Tuhinga kaore	0.448	0.673	0.741
overrated	ka whakakorehia	0.312	0.630	0.482
overreact	haurangi	0.306	0.912	0.471
override	ka whakakorehia	0.316	0.491	0.529
overriding	Tuhinga o mua	0.240	0.490	0.384
overrule	pakaru	0.224	0.412	0.429
overrun	Tuhinga ka whai mai	0.271	0.764	0.598
oversee	tirotiro	0.541	0.649	0.778
overseer	kaitirotiro	0.552	0.520	0.873
overshadow	te atarangi	0.333	0.549	0.654
oversight	tirotiro	0.385	0.618	0.723
oversized	nui ake	0.552	0.540	0.679
overslept	ka pahure	0.408	0.315	0.300
overstate	Tuhinga o mua	0.281	0.779	0.635
overstock	Tuhinga	0.344	0.592	0.589
overt	Tuhinga o mua	0.708	0.326	0.607
overtake	hopu	0.573	0.620	0.718
overtaken	ka mau	0.594	0.552	0.702
overthemoon	NO TRANSLATION	0.643	0.531	0.481
overthinker	Tuhinga o mua	0.430	0.606	0.552
overthinking	hurihuri	0.408	0.761	0.525
overthrow	Tuhinga o mua	0.260	0.868	0.620
overtime	waatea	0.447	0.504	0.529
overtired	Tuhinga o mua	0.210	0.357	0.273
overture	Tuhinga	0.490	0.402	0.491
overturn	hurihuri	0.240	0.765	0.396
overview	tirohanga whānui	0.615	0.380	0.539
overweight	te taumaha	0.052	0.500	0.389
overwhelm	nui	0.250	0.823	0.462
overwhelmed	pakaru	0.341	0.680	0.348
overwhelming	nui	0.327	0.830	0.640
overworked	Tuhinga o mua	0.133	0.670	0.387
overwrought	Tuhinga ka whai mai	0.156	0.900	0.571
overzealous	nui rawa te manawanui	0.427	0.804	0.703
owe	Tuhinga	0.500	0.429	0.386
owing	no te mea	0.396	0.307	0.381
owl	kohuru	0.520	0.270	0.321
owner	rangatira	0.776	0.449	0.920
ownership	te mana	0.628	0.445	0.741
ox	kau	0.417	0.396	0.412
oxidation	whakakorenga	0.453	0.415	0.211
oxide	Tuhinga o mua	0.354	0.377	0.298
oxygen	te hāora	0.908	0.310	0.575
oxymoron	oxymoron	0.427	0.481	0.398
oyster	tio	0.500	0.311	0.327
ozone	Tuhinga o mua	0.560	0.345	0.518
pace	tere	0.510	0.380	0.390
pacemaker	kaitautoko	0.448	0.569	0.582
pacific	pacific	0.627	0.118	0.580
pacified	ka paahitia	0.802	0.194	0.414
pacifier	pacifier	0.615	0.342	0.356
pacifist	pacifist	0.663	0.153	0.557
pacify	pacify	0.812	0.283	0.629
pacing	Tuhinga	0.583	0.551	0.491
pack	pōkai	0.510	0.347	0.475
package	mōkihi	0.571	0.433	0.443
packaging	tohua	0.604	0.393	0.549
packer	packer	0.520	0.480	0.537
packet	putea	0.582	0.385	0.407
pact	Tuhinga	0.442	0.444	0.593
pad	papa	0.684	0.279	0.330
padded	ka hoe	0.606	0.212	0.371
padding	Tuhinga o mua	0.561	0.398	0.423
paddle	hoe	0.561	0.375	0.393
paddle boat	hoe hoe	0.663	0.373	0.415
paddock	paddock	0.480	0.429	0.481
paddy	paddy	0.653	0.330	0.330
padlock	tarai	0.459	0.284	0.457
padre	NO TRANSLATION	0.684	0.407	0.647
paean	Tuhinga	0.552	0.547	0.471
pagan	Pakeha	0.292	0.578	0.542
paganism	karakia	0.240	0.640	0.411
page	Whārangi	0.677	0.224	0.278
pageant	Tuhinga	0.719	0.667	0.651
pager	pager	0.510	0.526	0.554
pagination	pagination	0.459	0.333	0.400
paging	paari	0.542	0.398	0.423
pagoda	pagoda	0.571	0.259	0.435
pail	pail	0.448	0.177	0.188
pain	mamae	0.012	0.765	0.395
pained	mamae	0.112	0.500	0.250
painful	mamae	0.050	0.742	0.330
painfully	mamae	0.156	0.720	0.407
painkiller	Tuhinga o mua	0.487	0.312	0.481
painless	kore he	0.785	0.173	0.491
pains	mamae	0.106	0.673	0.362
painstaking	Tuhinga o mua	0.396	0.335	0.386
paint	peita	0.667	0.343	0.413
paintball	peitaine	0.615	0.745	0.537
paintbrush	peitarete	0.714	0.226	0.353
painted	peita	0.667	0.333	0.424
painter	peita	0.677	0.366	0.487
painting	peita	0.792	0.324	0.333
pair	rua	0.552	0.317	0.304
paisley	paisley	0.531	0.327	0.347
pajama	pajama	0.908	0.157	0.245
pajamas	pajamas	0.719	0.170	0.264
pal	papa	0.812	0.426	0.596
palace	whare rangatira	0.878	0.510	0.804
palatable	taera	0.823	0.500	0.594
palate	parata	0.625	0.350	0.358
pale	pango	0.281	0.259	0.245
paleontology	Tuhinga o mua	0.438	0.308	0.617
palette	papanga	0.590	0.333	0.205
pall	Tuhinga o mua	0.277	0.387	0.394
palladium	palladium	0.470	0.380	0.393
pallet	pallet	0.604	0.241	0.349
palliative	palliative	0.548	0.394	0.518
palm	nikau	0.531	0.194	0.340
palmer	palmer	0.480	0.269	0.413
palomino	palomino	0.616	0.349	0.396
palpable	Tuhinga ka whai mai	0.552	0.343	0.611
palpitations	Tuhinga o mua	0.417	0.702	0.528
palsy	palsy	0.083	0.446	0.221
paltry	Tuhinga	0.333	0.491	0.320
pamper	pamea	0.792	0.321	0.348
pamphlet	pamphlet	0.530	0.250	0.327
pan	pan	0.734	0.182	0.364
panacea	panacea	0.420	0.427	0.613
panache	panache	0.510	0.363	0.306
pancake	pancake	0.802	0.274	0.364
pancakes	pancakes	0.844	0.373	0.402
pancreas	pancreas	0.469	0.302	0.366
panda	panda	0.646	0.194	0.406
pandemic	pangia	0.160	0.790	0.544
pandemonium	pandemonium	0.229	0.885	0.500
pane	pane	0.385	0.250	0.444
panel	panui	0.469	0.321	0.425
pang	NO TRANSLATION	0.146	0.595	0.455
panhandle	panhandle	0.441	0.431	0.414
panic	panui	0.062	0.938	0.400
panicattack	NO TRANSLATION	0.255	0.724	0.386
panicked	panuku	0.100	0.949	0.260
panicking	panui	0.094	0.882	0.333
panicky	panicky	0.284	0.962	0.393
panier	NO TRANSLATION	0.500	0.392	0.380
panorama	panorama	0.719	0.402	0.625
panoramic	panoramic	0.542	0.462	0.684
pansy	pansy	0.653	0.283	0.589
pant	putea	0.448	0.463	0.409
pantheon	pantheon	0.144	0.410	0.610
panther	panther	0.303	0.594	0.682
panties	Tuhinga o mua	0.594	0.529	0.312
pantomime	Tuhinga o mua	0.552	0.481	0.385
pantry	Tuhinga o mua	0.622	0.294	0.312
pants	pants	0.673	0.320	0.333
panty	Tuhinga o mua	0.451	0.557	0.303
pantyhose	Tuhinga o mua	0.570	0.539	0.250
pap	pap	0.438	0.403	0.302
papa	papa	0.656	0.340	0.527
papacy	papacy	0.481	0.263	0.553
papal	NO TRANSLATION	0.493	0.304	0.559
papaya	papaya	0.630	0.306	0.300
paper	pepa	0.520	0.123	0.293
paperback	Tuhinga	0.633	0.269	0.314
paperboy	pepa pepa	0.521	0.490	0.471
paperweight	Tuhinga	0.421	0.278	0.433
paperwork	pepa pepa	0.448	0.355	0.422
paprika	paprika	0.417	0.250	0.264
papyrus	papyrus	0.459	0.240	0.324
par	NO TRANSLATION	0.615	0.372	0.429
parable	paraparau	0.479	0.357	0.525
parabola	parapara	0.542	0.413	0.620
parabolic	parabolic	0.459	0.509	0.500
parachute	parachute	0.562	0.787	0.564
parade	paraka	0.792	0.685	0.509
paradigm	Tuhinga	0.573	0.429	0.779
paradise	Pararaiha	0.875	0.540	0.796
paradox	Tuhinga	0.417	0.442	0.482
paradoxical	paradoxical	0.406	0.547	0.433
paraffin	parapara	0.426	0.291	0.343
paragon	paraka	0.490	0.431	0.473
paragraph	parawae	0.510	0.164	0.269
parakeet	parakeet	0.576	0.387	0.227
paralegal	ture	0.479	0.470	0.519
parallax	pararax	0.437	0.394	0.471
parallel	pararite	0.568	0.284	0.465
parallelism	pararite	0.549	0.363	0.527
paralysis	pararutiki	0.156	0.500	0.305
paralyze	paralyze	0.188	0.367	0.471
paralyzed	pararutiki	0.194	0.480	0.198
paramedic	paramedic	0.673	0.464	0.636
paramedics	nga kaitohutohu	0.479	0.594	0.712
paramilitary	Tuhinga	0.154	0.804	0.727
paramount	nui rawa	0.771	0.615	0.902
paranoia	paranoia	0.146	0.841	0.407
paranoid	paranoid	0.122	0.918	0.364
paranormal	paranormal	0.167	0.814	0.560
parapet	parapara	0.450	0.356	0.279
paraphernalia	tikanga	0.443	0.726	0.509
paraphrase	whakahuatia	0.500	0.375	0.444
paraplegic	paraplegic	0.188	0.441	0.321
parasite	parapara	0.092	0.442	0.324
parasitic	parasitic	0.037	0.600	0.364
parasol	parasol	0.604	0.255	0.304
parcel	Tuhinga	0.660	0.324	0.411
parcels	nga waahi	0.551	0.445	0.418
parched	maroke	0.250	0.235	0.255
parchment	paru	0.615	0.228	0.455
pardon	murua	0.552	0.413	0.542
pare	NO TRANSLATION	0.500	0.356	0.309
parenchyma	parenchyma	0.500	0.399	0.595
parent	matua	0.812	0.357	0.860
parentage	matua	0.903	0.382	0.595
parental	matua	0.760	0.430	0.627
parenthesis	NO TRANSLATION	0.510	0.255	0.380
parenthetical	Tuhinga	0.490	0.327	0.391
parenthood	mātua	0.750	0.630	0.782
parenting	mātua	0.812	0.520	0.676
pariah	pariah	0.397	0.478	0.293
parietal	parietal	0.481	0.333	0.491
paring	Tuhinga	0.429	0.441	0.324
parish	parori	0.698	0.354	0.582
parity	Tuhinga	0.582	0.406	0.407
park	papa	0.816	0.343	0.414
parka	parka	0.469	0.481	0.395
parking	waka	0.777	0.469	0.510
parkinsons	parkinsons	0.104	0.570	0.373
parlance	Tuhinga	0.510	0.350	0.462
parlay	parlay	0.469	0.611	0.483
parliament	paremata	0.573	0.540	0.858
parliamentary	Tuhinga Pāremata	0.490	0.554	0.755
parlor	ruma	0.500	0.327	0.366
parmesan	parmesan	0.698	0.321	0.382
parody	parody	0.561	0.651	0.375
parole	parole	0.388	0.620	0.526
parquet	parquet	0.541	0.240	0.422
parrot	Tuhinga	0.588	0.333	0.292
parry	parry	0.510	0.404	0.436
parse	Tuhinga	0.469	0.456	0.667
parsimonious	parsimonious	0.417	0.312	0.446
parsimony	parsimony	0.449	0.280	0.403
parsley	te pāhiri	0.458	0.170	0.291
parson	Tuhinga o mua	0.583	0.250	0.615
part	wāhanga	0.663	0.278	0.360
partake	kai	0.755	0.656	0.629
partial	Tuhinga	0.429	0.324	0.348
partiality	Tuhinga	0.375	0.380	0.490
partially	he waahanga	0.418	0.368	0.396
participant	kaiuru	0.712	0.598	0.613
participate	uru atu	0.755	0.580	0.684
participation	whai wāhi	0.781	0.700	0.702
particle	matūriki	0.521	0.265	0.438
particular	tino	0.562	0.402	0.552
particularity	motuhake	0.670	0.434	0.586
particulars	Tuhinga	0.604	0.348	0.525
parting	wehewehe	0.260	0.542	0.353
partisan	Tuhinga	0.615	0.549	0.669
partisanship	Tuhinga	0.438	0.566	0.551
partition	wehewehenga	0.615	0.469	0.567
partly	tetahi wahi	0.415	0.410	0.396
partner	hoa	0.673	0.302	0.586
partnership	mahi ngātahi	0.786	0.387	0.545
partridge	Tuhinga	0.583	0.415	0.250
parts	nga wahi	0.459	0.327	0.392
party	rōpū	0.948	0.840	0.547
pas	NO TRANSLATION	0.490	0.344	0.262
pass	haere	0.510	0.324	0.362
passable	Tuhinga	0.688	0.337	0.633
passage	Tuhinga	0.429	0.314	0.370
passageway	ara	0.490	0.389	0.400
passe	NO TRANSLATION	0.531	0.357	0.426
passenger	pāhihi	0.717	0.413	0.481
passim	NO TRANSLATION	0.458	0.491	0.333
passing	haere	0.458	0.298	0.509
passion	aroha	0.854	0.865	0.728
passionate	haurangi	0.990	0.827	0.731
passive	Tuhinga	0.420	0.116	0.241
passivity	Tuhinga	0.241	0.115	0.246
passkey	passkey	0.646	0.500	0.791
passport	uruwhenua	0.653	0.457	0.682
password	kupuhipa	0.390	0.356	0.559
past	Tuhinga o mua	0.490	0.422	0.311
pasta	pati	0.615	0.306	0.375
paste	whakapiri	0.500	0.556	0.500
pastel	Tuhinga o mua	0.719	0.357	0.367
pastime	Tuhinga o mua	0.677	0.353	0.443
pastor	hepara	0.698	0.236	0.746
pastrami	Tuhinga o mua	0.542	0.415	0.348
pastry	panaka	0.870	0.407	0.419
pasture	kai	0.688	0.145	0.170
pasty	Tuhinga o mua	0.479	0.363	0.375
pat	pat	0.418	0.377	0.340
patch	pataki	0.439	0.288	0.283
patchwork	patchwork	0.500	0.260	0.325
pate	pate	0.406	0.260	0.260
patella	patella	0.430	0.260	0.342
patent	patene	0.724	0.391	0.609
patented	Tuhinga o mua	0.571	0.422	0.685
paternal	matua	0.776	0.353	0.755
paternity	Tuhinga o mua	0.704	0.590	0.806
path	ara	0.590	0.245	0.421
pathetic	te aroha	0.088	0.464	0.139
pathological	pathological	0.220	0.602	0.580
pathologist	pathologist	0.354	0.552	0.585
pathology	tikanga patai	0.271	0.560	0.558
pathos	NO TRANSLATION	0.350	0.449	0.462
pathway	ara	0.646	0.410	0.519
patience	te manawanui	0.771	0.125	0.387
patient	te manawanui	0.583	0.193	0.340
patio	patio	0.562	0.245	0.402
patriarch	paterearea	0.592	0.448	0.898
patriarchal	patereareha	0.531	0.500	0.857
patrimony	Tuhinga o mua	0.719	0.406	0.740
