Word	Thai-th	Valence	Arousal	Dominance
motorcade	คาราวาน	0.708	0.730	0.593
motorcar	รถยนต์	0.694	0.565	0.682
motorcycle	รถจักรยานยนต์	0.677	0.764	0.713
motorist	คนขับรถยนต์	0.562	0.663	0.578
motte	Motte	0.481	0.389	0.370
mottled	กระดำกระด่าง	0.380	0.336	0.295
motto	ภาษิต	0.688	0.317	0.439
mould	แม่พิมพ์	0.357	0.176	0.246
mound	เนิน	0.520	0.481	0.509
mount	ภูเขา	0.500	0.292	0.348
mountain	ภูเขา	0.698	0.408	0.649
mountaineer	นักไต่เขา	0.635	0.774	0.535
mountainous	ภูเขา	0.635	0.519	0.612
mountains	ภูเขา	0.766	0.433	0.569
mountaintop	บนภูเขา	0.653	0.541	0.713
mourn	เศร้าสลด	0.056	0.583	0.150
mournful	โศกเศร้า	0.180	0.441	0.188
mourning	การไว้ทุกข์	0.177	0.490	0.266
mouse	เม้าส์	0.427	0.441	0.206
mousetrap	กับดักหนู	0.180	0.643	0.330
mousse	มูสส์	0.604	0.336	0.368
moustache	หนวด	0.470	0.236	0.409
mousy	หนู	0.480	0.413	0.339
mouth	ปาก	0.734	0.294	0.336
mouthful	คำหนึ่ง	0.609	0.565	0.389
mouthpiece	หนังสือพิมพ์	0.573	0.346	0.393
mouthwash	น้ำยาบ้วนปาก	0.438	0.385	0.352
movable	เคลื่อนย้ายได้	0.469	0.509	0.500
move	ย้าย	0.656	0.647	0.670
movement	การเคลื่อนไหว	0.656	0.654	0.658
mover	ผู้เสนอญัตติ	0.615	0.539	0.466
movie	หนัง	0.792	0.560	0.471
movies	ภาพยนตร์	0.724	0.426	0.472
moving	การเคลื่อนย้าย	0.479	0.673	0.358
movingforward	NO TRANSLATION	0.857	0.518	0.848
movingon	กำลังเดินทางไป	0.490	0.529	0.435
mow	ตัดหญ้า	0.420	0.559	0.393
mower	เครื่องตัดหญ้า	0.458	0.510	0.368
moxie	Moxie	0.531	0.490	0.366
mozzarella	ชีสมอสซาเรลล่า	0.653	0.265	0.340
mri	MRI	0.365	0.431	0.349
muchneeded	NO TRANSLATION	0.438	0.602	0.455
mucis	NO TRANSLATION	0.398	0.418	0.420
muck	โคลน	0.347	0.423	0.272
mucked	mucked	0.184	0.500	0.373
mucous	เป็นเมือก	0.330	0.296	0.293
mucus	เสมหะและน้ำมูก	0.143	0.309	0.228
mud	โคลน	0.333	0.260	0.185
muddle	ยุ่งเหยิง	0.184	0.710	0.336
muddled	งง	0.250	0.615	0.263
muddy	เต็มไปด้วยโคลน	0.292	0.400	0.283
muff	ห้าแต้ม	0.542	0.335	0.314
muffin	มัฟฟิน	0.684	0.430	0.306
muffled	อยู่ในลำคอ	0.479	0.330	0.421
muffler	ผ้าพันคอ	0.357	0.407	0.454
mug	เหยือก	0.542	0.214	0.382
mugger	ผู้ร้าย	0.125	0.850	0.500
mulberry	ต้นหม่อน	0.469	0.315	0.361
mulch	คลุมด้วยหญ้า	0.349	0.361	0.383
mule	ล่อ	0.320	0.337	0.254
mull	mull	0.663	0.340	0.594
mullet	ปลามิวล์เล็ต	0.521	0.356	0.377
multilateral	พหุภาคี	0.500	0.469	0.705
multimedia	มัลติมีเดีย	0.611	0.390	0.607
multinational	ข้ามชาติ	0.656	0.510	0.842
multiple	หลายอย่าง	0.660	0.510	0.578
multiple sclerosis	หลายเส้นโลหิตตีบ	0.188	0.587	0.483
multiplex	multiplex	0.610	0.590	0.667
multiplication	การคูณ	0.646	0.565	0.762
multiplicity	ความมากมายหลายหลาก	0.677	0.490	0.777
multiplied	คูณ	0.802	0.559	0.729
multiplier	ตัวคูณ	0.643	0.615	0.741
multiply	คูณ	0.802	0.625	0.777
multitude	ฝูง	0.562	0.765	0.847
mum	แม่	0.802	0.317	0.698
mumble	พึมพำ	0.292	0.444	0.245
mumbo	mumbo	0.429	0.506	0.336
mummy	มัมมี่	0.400	0.588	0.415
mumps	คางทูม	0.099	0.410	0.311
munch	แทะเล็ม	0.541	0.277	0.434
munchies	Munchies	0.562	0.470	0.491
munchkin	Munchkin	0.490	0.466	0.374
mundane	โลกีย์	0.312	0.420	0.480
municipal	ในเขตเทศบาลเมือง	0.625	0.390	0.758
municipality	เขตเทศบาล	0.569	0.280	0.614
mural	ภาพจิตรกรรมฝาผนัง	0.551	0.265	0.454
murder	ฆาตกรรม	0.061	0.942	0.615
murderer	ฆาตกร	0.010	0.960	0.650
murderess	ผู้หญิ่งร้ายฆ่าคนตายโดยเจตนา	0.041	0.941	0.462
murderous	เกี่ยวกับการฆาตกรรม	0.017	0.940	0.682
murky	มืด	0.143	0.618	0.370
murmur	บ่น	0.458	0.520	0.200
muscle	กล้ามเนื้อ	0.359	0.490	0.645
muscular	ล่ำ	0.531	0.434	0.577
muse	รำพึง	0.760	0.360	0.509
muses	แรงบันดาลใจ	0.714	0.434	0.571
museum	พิพิธภัณฑ์	0.792	0.206	0.481
mush	NO TRANSLATION	0.500	0.311	0.125
mushroom	เห็ด	0.490	0.274	0.269
mushy	อ่อน	0.520	0.200	0.182
music	เพลง	0.833	0.563	0.605
musical	ดนตรี	0.908	0.630	0.530
musician	นักดนตรี	0.816	0.509	0.618
musing	ครุ่นคิด	0.740	0.151	0.465
musk	ชะมด	0.469	0.454	0.453
musket	ปืนคาบศิลา	0.260	0.654	0.510
musketeer	ทหารถือปืนคาบศิลา	0.694	0.569	0.705
muskrat	หนูมัสคแร็ต	0.439	0.510	0.368
muslin	มัสลิน	0.439	0.304	0.352
muss	NO TRANSLATION	0.418	0.438	0.302
must	ต้อง	0.408	0.382	0.441
mustang	ม้าป่า	0.635	0.642	0.708
mustard	มัสตาร์ด	0.500	0.346	0.275
muster	ชุมนุม	0.635	0.460	0.548
musty	เหม็นอับ	0.354	0.367	0.267
mutable	ไม่แน่นอน	0.426	0.531	0.491
mutant	กลายพันธุ์	0.337	0.676	0.573
mutate	กลายพันธุ์	0.281	0.548	0.463
mutation	การกลายพันธุ์	0.365	0.625	0.611
mute	ใบ้	0.271	0.200	0.250
muted	ไม่ออกเสียง	0.260	0.167	0.162
mutilate	ตัด	0.125	0.900	0.465
mutilated	ขาดวิ่น	0.041	0.841	0.356
mutilation	การตัด	0.122	0.782	0.456
mutiny	กบฏ	0.323	0.890	0.549
mutt	โง่	0.418	0.408	0.387
mutter	NO TRANSLATION	0.406	0.427	0.228
mutton	เนื้อแกะ	0.427	0.283	0.393
mutual	ซึ่งกันและกัน	0.729	0.321	0.464
mutually	ซึ่งกันและกัน	0.844	0.490	0.582
muzzle	ปากกระบอกปืน	0.388	0.430	0.232
myfavorite	ของโปรด	0.812	0.587	0.615
myopia	สายตาสั้น	0.245	0.387	0.226
myopic	สายตาสั้น	0.344	0.396	0.218
myriad	นับไม่ถ้วน	0.480	0.429	0.550
mysterious	ลึกลับ	0.448	0.699	0.455
mystery	ความลึกลับ	0.417	0.667	0.519
mystic	ลึกลับ	0.643	0.520	0.535
mystical	ลึกลับ	0.594	0.443	0.689
mysticism	เวทมนตร์	0.594	0.598	0.423
mystified	ประหลาดใจ	0.344	0.600	0.509
mystique	ขลัง	0.668	0.633	0.667
myth	ตำนาน	0.458	0.432	0.338
mythic	เทพนิยาย	0.635	0.528	0.645
mythical	ที่เป็นตำนาน	0.625	0.556	0.583
mythological	ที่เป็นตำนาน	0.760	0.573	0.658
mythology	ตำนาน	0.684	0.439	0.688
nab	จับตัว	0.469	0.544	0.407
nacho	Nacho	0.667	0.259	0.333
nada	NO TRANSLATION	0.250	0.231	0.136
nadir	ขีดตกต่ำสุด	0.479	0.363	0.424
nag	NO TRANSLATION	0.271	0.451	0.472
nail	เล็บ	0.469	0.397	0.282
nail gun	ปืนเล็บ	0.378	0.806	0.574
naive	ไร้เดียงสา	0.406	0.260	0.375
naked	เปลือยกาย	0.323	0.885	0.288
nakedness	ความเปลือยเปล่า	0.480	0.760	0.350
namaste	NO TRANSLATION	0.719	0.255	0.464
name	ชื่อ	0.573	0.300	0.415
named	ชื่อ	0.562	0.396	0.565
nameless	นิรนาม	0.344	0.280	0.164
namesake	ชื่อ	0.418	0.327	0.404
naming	การตั้งชื่อ	0.667	0.410	0.559
nana	nana	0.765	0.255	0.375
nanny	คนเลี้ยงเด็ก	0.615	0.370	0.528
nanometer	นาโนเมตร	0.375	0.356	0.446
nap	งีบ	0.660	0.098	0.342
napalm	ลูกระเบิดเชื้อเพลิง	0.265	0.580	0.471
nape	ต้นคอ	0.427	0.268	0.298
napkin	ผ้าเช็ดปาก	0.469	0.142	0.209
napping	เซสชั่น	0.765	0.046	0.306
nappy	ผ้าอ้อม	0.529	0.333	0.207
narcissism	การบูชาตัวเอง	0.214	0.639	0.540
narcissist	narcissist	0.173	0.614	0.629
narcissistic	ซึ่งบูชาตัวเอง	0.323	0.708	0.655
narcotic	ยาเสพติด	0.102	0.858	0.450
narrate	เล่าเรื่อง	0.541	0.480	0.473
narration	การบรรยาย	0.622	0.408	0.551
narrative	การเล่าเรื่อง	0.580	0.303	0.443
narrator	ผู้บรรยาย	0.673	0.430	0.623
narrow	แคบ	0.260	0.368	0.356
narrowing	การกวดขัน	0.354	0.593	0.357
nasal	ขึ้นจมูก	0.479	0.340	0.330
nascent	ตั้งไข่	0.684	0.373	0.585
nasty	น่ารังเกียจ	0.115	0.620	0.264
natal	เกี่ยวกับการเกิด	0.755	0.462	0.481
nation	ประเทศชาติ	0.594	0.443	0.821
national	แห่งชาติ	0.698	0.365	0.663
nationality	สัญชาติ	0.642	0.400	0.772
nationwide	ทั่วประเทศ	0.684	0.217	0.672
native	พื้นเมือง	0.635	0.422	0.710
nativity	การประสูติ	0.750	0.337	0.673
natural	โดยธรรมชาติ	0.854	0.118	0.481
natural gas	ก๊าซธรรมชาติ	0.635	0.324	0.396
naturalist	นักธรรมชาติวิทยา	0.844	0.255	0.562
naturalization	การโอนสัญชาติ	0.781	0.279	0.652
naturalized	สัญชาติ	0.760	0.333	0.600
naturally	เป็นธรรมชาติ	0.854	0.276	0.549
nature	ธรรมชาติ	0.857	0.184	0.643
naught	ความล้มเหลว	0.344	0.176	0.161
naughty	ซน	0.451	0.857	0.371
nausea	ความเกลียดชัง	0.104	0.781	0.273
nauseate	ทำให้ไม่สบาย	0.062	0.660	0.176
nauseating	ซึ่งทำให้สะอิดสะเอียน	0.021	0.640	0.250
nauseous	ปฏิกูล	0.135	0.780	0.284
nautical	เกี่ยวกับการเดินเรือ	0.646	0.250	0.579
nautilus	หอยโข่ง	0.396	0.509	0.517
naval	นาวิก	0.542	0.449	0.679
nave	กลางโบสถ์	0.583	0.448	0.585
navel	สะดือ	0.448	0.261	0.276
navigable	เดินเรือได้	0.749	0.406	0.645
navigate	นำทาง	0.740	0.555	0.675
navigation	การเดินเรือ	0.841	0.470	0.720
navigational	เกี่ยวกับการเดินเรือ	0.573	0.481	0.564
navigator	นักเดินเรือ	0.583	0.592	0.623
navy	กองทัพเรือ	0.531	0.760	0.764
nay	NO TRANSLATION	0.344	0.290	0.325
nearsighted	มีสายตาสั้น	0.271	0.373	0.265
neat	เรียบร้อย	0.878	0.235	0.491
neatly	อย่างเรียบร้อย	0.802	0.412	0.588
nebula	กลุ่มก๊าซ	0.510	0.418	0.438
nebulae	เนบิวล่า	0.490	0.330	0.472
nebulous	คลุมเครือ	0.469	0.347	0.417
necessarily	จำเป็นต้อง	0.667	0.423	0.598
necessary	จำเป็น	0.750	0.433	0.679
necessitate	บังคับ	0.578	0.604	0.516
necessities	จำเป็น	0.520	0.630	0.463
necessity	ความจำเป็น	0.567	0.471	0.588
neck	คอ	0.541	0.245	0.345
necklace	สร้อยคอ	0.760	0.294	0.373
necktie	เนคไท	0.583	0.229	0.314
necromancer	หมอผี	0.333	0.625	0.536
necrosis	เนื้อร้าย	0.115	0.622	0.385
nectar	น้ำทิพย์	0.746	0.331	0.398
need	จำเป็นต้อง	0.510	0.574	0.200
needalife	NO TRANSLATION	0.490	0.443	0.394
needed	จำเป็น	0.677	0.342	0.679
needful	จำเป็น	0.582	0.460	0.614
needit	NO TRANSLATION	0.250	0.472	0.356
needle	เข็ม	0.250	0.472	0.360
needlepoint	เข็ม	0.653	0.500	0.556
needles	เข็ม	0.250	0.602	0.348
needless	ไม่มีความจำเป็น	0.327	0.385	0.200
needtoknow	needtoknow	0.427	0.606	0.474
needtorelax	NO TRANSLATION	0.673	0.438	0.274
needy	ยากจน	0.360	0.451	0.245
nefarious	สามานย์	0.184	0.720	0.528
negation	การปฏิเสธ	0.255	0.461	0.297
negative	เชิงลบ	0.102	0.527	0.176
negativity	ความเป็นการปฏิเสธ	0.060	0.520	0.273
neglect	ละเลย	0.045	0.550	0.163
neglected	ที่ถูกทอดทิ้ง	0.271	0.385	0.160
neglecting	การทรมาน	0.177	0.441	0.230
negligee	เสื้อคลุมหลวม ๆ ของผู้หญิง	0.385	0.520	0.336
negligence	การละเลย	0.092	0.570	0.251
negligent	ประมาท	0.167	0.583	0.259
negligently	NO TRANSLATION	0.056	0.583	0.266
negligible	เล็กน้อย	0.177	0.292	0.232
negotiable	ตกลงกันได้	0.688	0.585	0.731
negotiate	ต่อรอง	0.612	0.708	0.769
negotiation	การเจรจาต่อรอง	0.490	0.615	0.728
negotiator	ผู้เจรจา	0.635	0.471	0.817
negro	เกี่ยวกับชาวนิโกร	0.354	0.368	0.461
neigh	ฮี้	0.378	0.642	0.373
neighbor	เพื่อนบ้าน	0.657	0.448	0.434
neighborhood	ย่าน	0.385	0.469	0.373
neighboring	เพื่อนบ้าน	0.656	0.306	0.481
nemesis	กรรมตามสนอง	0.271	0.688	0.647
neon	ธาตุนีอ็อน	0.594	0.480	0.380
neonatal	ทารกแรกเกิด	0.542	0.529	0.357
neophyte	เณร	0.286	0.363	0.411
neoprene	เทียม	0.316	0.451	0.443
nephew	หลานชาย	0.719	0.337	0.412
nepotism	การเลือกที่รักมักที่ชัง	0.349	0.584	0.517
nerd	เนิร์ด	0.408	0.481	0.315
nerdy	โง่	0.296	0.255	0.292
nerve	เส้นประสาท	0.129	0.698	0.307
nerves	เส้นประสาท	0.333	0.783	0.264
nervous	หงุดหงิด	0.235	0.820	0.213
nervousness	ความกังวลใจ	0.163	0.915	0.241
nervouswreck	NO TRANSLATION	0.112	0.867	0.179
nervy	NO TRANSLATION	0.250	0.830	0.241
ness	ness	0.396	0.480	0.392
nest	รัง	0.687	0.221	0.333
nestle	ซบ	0.625	0.308	0.379
nestling	การเบียด	0.604	0.427	0.286
net	สุทธิ	0.441	0.288	0.417
nether	ใต้	0.240	0.265	0.259
netting	ตา	0.368	0.509	0.585
nettle	ตำแย	0.406	0.324	0.490
network	เครือข่าย	0.531	0.337	0.466
networking	เครือข่าย	0.625	0.482	0.545
neural	ประสาท	0.582	0.426	0.391
neuralgia	โรคประสาท	0.092	0.706	0.439
neurological	เกี่ยวกับประสาทวิทยา	0.500	0.540	0.558
neurologist	นักประสาทวิทยา	0.608	0.500	0.736
neurology	ประสาทวิทยา	0.459	0.537	0.580
neurosis	โรคประสาทพิการ	0.122	0.766	0.418
neurosurgeon	ศัลยแพทย์ในทางโรคประสาท	0.590	0.673	0.755
neurosurgery	ศัลยกรรม	0.490	0.632	0.730
neurotic	เป็นโรคประสาท	0.198	0.801	0.387
neuter	ไม่มีเพศ	0.621	0.163	0.302
neutral	เป็นกลาง	0.469	0.184	0.357
neutrality	ความเป็นกลาง	0.469	0.205	0.434
neutralize	ถอนพิษ	0.519	0.363	0.719
neutron	นิวตรอน	0.469	0.440	0.679
new	ใหม่	0.917	0.490	0.582
new age	ยุคใหม่	0.694	0.556	0.727
newbeginnings	NO TRANSLATION	0.802	0.613	0.524
newborn	แรกเกิด	0.918	0.580	0.372
newcomer	ผู้มาใหม่	0.622	0.380	0.396
newday	วันใหม่	0.847	0.388	0.618
newfound	ที่เพิ่งค้น	0.745	0.741	0.520
