Word	Chinese (Traditional)-zh-TW	Valence	Arousal	Dominance
package	包	0.571	0.433	0.443
packaging	打包	0.604	0.393	0.549
packer	打包機	0.520	0.480	0.537
packet	包	0.582	0.385	0.407
pact	協議	0.442	0.444	0.593
pad	墊	0.684	0.279	0.330
padded	棉服	0.606	0.212	0.371
padding	填充	0.561	0.398	0.423
paddle	槳	0.561	0.375	0.393
paddle boat	槳船	0.663	0.373	0.415
paddock	牧場	0.480	0.429	0.481
paddy	稻田	0.653	0.330	0.330
padlock	掛鎖	0.459	0.284	0.457
padre	NO TRANSLATION	0.684	0.407	0.647
paean	頌	0.552	0.547	0.471
pagan	異教徒	0.292	0.578	0.542
paganism	異教	0.240	0.640	0.411
page	頁	0.677	0.224	0.278
pageant	盛會	0.719	0.667	0.651
pager	呼叫器	0.510	0.526	0.554
pagination	分頁	0.459	0.333	0.400
paging	分頁	0.542	0.398	0.423
pagoda	寶塔	0.571	0.259	0.435
pail	桶	0.448	0.177	0.188
pain	疼痛	0.012	0.765	0.395
pained	苦澀	0.112	0.500	0.250
painful	痛苦	0.050	0.742	0.330
painfully	痛苦	0.156	0.720	0.407
painkiller	止痛藥	0.487	0.312	0.481
painless	無痛人流	0.785	0.173	0.491
pains	辛勞	0.106	0.673	0.362
painstaking	刻苦	0.396	0.335	0.386
paint	塗料	0.667	0.343	0.413
paintball	彩彈	0.615	0.745	0.537
paintbrush	畫筆	0.714	0.226	0.353
painted	繪	0.667	0.333	0.424
painter	畫家	0.677	0.366	0.487
painting	繪畫	0.792	0.324	0.333
pair	對	0.552	0.317	0.304
paisley	佩斯利	0.531	0.327	0.347
pajama	睡衣	0.908	0.157	0.245
pajamas	睡衣	0.719	0.170	0.264
pal	朋友	0.812	0.426	0.596
palace	宮	0.878	0.510	0.804
palatable	可口	0.823	0.500	0.594
palate	腭	0.625	0.350	0.358
pale	蒼白	0.281	0.259	0.245
paleontology	古生物學	0.438	0.308	0.617
palette	調色板	0.590	0.333	0.205
pall	鮑爾	0.277	0.387	0.394
palladium	鈀	0.470	0.380	0.393
pallet	托盤	0.604	0.241	0.349
palliative	治標不治本	0.548	0.394	0.518
palm	棕櫚	0.531	0.194	0.340
palmer	帕爾默	0.480	0.269	0.413
palomino	帕洛米諾	0.616	0.349	0.396
palpable	明顯的	0.552	0.343	0.611
palpitations	心悸	0.417	0.702	0.528
palsy	麻痺	0.083	0.446	0.221
paltry	微不足道	0.333	0.491	0.320
pamper	寵	0.792	0.321	0.348
pamphlet	小冊子	0.530	0.250	0.327
pan	泛	0.734	0.182	0.364
panacea	萬能藥	0.420	0.427	0.613
panache	鷺	0.510	0.363	0.306
pancake	餅子	0.802	0.274	0.364
pancakes	薄煎餅	0.844	0.373	0.402
pancreas	胰腺	0.469	0.302	0.366
panda	熊貓	0.646	0.194	0.406
pandemic	流感大流行	0.160	0.790	0.544
pandemonium	烏煙瘴氣	0.229	0.885	0.500
pane	窗格	0.385	0.250	0.444
panel	面板	0.469	0.321	0.425
pang	NO TRANSLATION	0.146	0.595	0.455
panhandle	鍋柄	0.441	0.431	0.414
panic	恐慌	0.062	0.938	0.400
panicattack	NO TRANSLATION	0.255	0.724	0.386
panicked	驚慌失措	0.100	0.949	0.260
panicking	恐慌	0.094	0.882	0.333
panicky	恐慌	0.284	0.962	0.393
panier	NO TRANSLATION	0.500	0.392	0.380
panorama	全景	0.719	0.402	0.625
panoramic	全景	0.542	0.462	0.684
pansy	三色堇	0.653	0.283	0.589
pant	喘氣	0.448	0.463	0.409
pantheon	萬神殿	0.144	0.410	0.610
panther	豹	0.303	0.594	0.682
panties	衩	0.594	0.529	0.312
pantomime	啞劇	0.552	0.481	0.385
pantry	儲藏室	0.622	0.294	0.312
pants	褲子	0.673	0.320	0.333
panty	內褲	0.451	0.557	0.303
pantyhose	連褲襪	0.570	0.539	0.250
pap	軟食	0.438	0.403	0.302
papa	爸爸	0.656	0.340	0.527
papacy	教皇	0.481	0.263	0.553
papal	NO TRANSLATION	0.493	0.304	0.559
papaya	番木瓜	0.630	0.306	0.300
paper	紙	0.520	0.123	0.293
paperback	平裝	0.633	0.269	0.314
paperboy	報童	0.521	0.490	0.471
paperweight	鎮紙	0.421	0.278	0.433
paperwork	證件	0.448	0.355	0.422
paprika	辣椒	0.417	0.250	0.264
papyrus	紙莎草	0.459	0.240	0.324
par	NO TRANSLATION	0.615	0.372	0.429
parable	寓言	0.479	0.357	0.525
parabola	拋物線	0.542	0.413	0.620
parabolic	拋物線	0.459	0.509	0.500
parachute	降落傘	0.562	0.787	0.564
parade	遊行	0.792	0.685	0.509
paradigm	範例	0.573	0.429	0.779
paradise	天堂	0.875	0.540	0.796
paradox	悖論	0.417	0.442	0.482
paradoxical	自相矛盾	0.406	0.547	0.433
paraffin	石蠟	0.426	0.291	0.343
paragon	模範	0.490	0.431	0.473
paragraph	段	0.510	0.164	0.269
parakeet	多嘴的人	0.576	0.387	0.227
paralegal	律師助理	0.479	0.470	0.519
parallax	視差	0.437	0.394	0.471
parallel	平行	0.568	0.284	0.465
parallelism	排比	0.549	0.363	0.527
paralysis	麻痺	0.156	0.500	0.305
paralyze	癱瘓	0.188	0.367	0.471
paralyzed	癱	0.194	0.480	0.198
paramedic	護理人員	0.673	0.464	0.636
paramedics	醫護人員	0.479	0.594	0.712
paramilitary	準軍事	0.154	0.804	0.727
paramount	最重要的	0.771	0.615	0.902
paranoia	偏執	0.146	0.841	0.407
paranoid	偏執	0.122	0.918	0.364
paranormal	超自然	0.167	0.814	0.560
parapet	欄杆	0.450	0.356	0.279
paraphernalia	用具	0.443	0.726	0.509
paraphrase	意譯	0.500	0.375	0.444
paraplegic	截癱	0.188	0.441	0.321
parasite	寄生物	0.092	0.442	0.324
parasitic	寄生	0.037	0.600	0.364
parasol	陽傘	0.604	0.255	0.304
parcel	包	0.660	0.324	0.411
parcels	包裹	0.551	0.445	0.418
parched	眢	0.250	0.235	0.255
parchment	羊皮紙	0.615	0.228	0.455
pardon	赦免	0.552	0.413	0.542
pare	NO TRANSLATION	0.500	0.356	0.309
parenchyma	實質	0.500	0.399	0.595
parent	親	0.812	0.357	0.860
parentage	血統	0.903	0.382	0.595
parental	父母	0.760	0.430	0.627
parenthesis	NO TRANSLATION	0.510	0.255	0.380
parenthetical	括號	0.490	0.327	0.391
parenthood	父母	0.750	0.630	0.782
parenting	育兒	0.812	0.520	0.676
pariah	賤民	0.397	0.478	0.293
parietal	頂葉	0.481	0.333	0.491
paring	削皮	0.429	0.441	0.324
parish	教區	0.698	0.354	0.582
parity	平價	0.582	0.406	0.407
park	公園	0.816	0.343	0.414
parka	大衣	0.469	0.481	0.395
parking	停車處	0.777	0.469	0.510
parkinsons	帕金森	0.104	0.570	0.373
parlance	說法	0.510	0.350	0.462
parlay	Parlay的	0.469	0.611	0.483
parliament	議會	0.573	0.540	0.858
parliamentary	議會	0.490	0.554	0.755
parlor	客廳	0.500	0.327	0.366
parmesan	巴馬	0.698	0.321	0.382
parody	滑稽模仿	0.561	0.651	0.375
parole	言語	0.388	0.620	0.526
parquet	實木複合地板	0.541	0.240	0.422
parrot	鸚鵡	0.588	0.333	0.292
parry	招架	0.510	0.404	0.436
parse	解析	0.469	0.456	0.667
parsimonious	儉省的	0.417	0.312	0.446
parsimony	簡約	0.449	0.280	0.403
parsley	香菜	0.458	0.170	0.291
parson	牧師	0.583	0.250	0.615
part	部分	0.663	0.278	0.360
partake	參加	0.755	0.656	0.629
partial	局部	0.429	0.324	0.348
partiality	偏心	0.375	0.380	0.490
partially	部分	0.418	0.368	0.396
participant	參加者	0.712	0.598	0.613
participate	參加	0.755	0.580	0.684
participation	參與	0.781	0.700	0.702
particle	粒子	0.521	0.265	0.438
particular	特定	0.562	0.402	0.552
particularity	特性	0.670	0.434	0.586
particulars	細節	0.604	0.348	0.525
parting	離別	0.260	0.542	0.353
partisan	黨派	0.615	0.549	0.669
partisanship	黨派之爭	0.438	0.566	0.551
partition	劃分	0.615	0.469	0.567
partly	部分地	0.415	0.410	0.396
partner	夥伴	0.673	0.302	0.586
partnership	合夥	0.786	0.387	0.545
partridge	鷓鴣	0.583	0.415	0.250
parts	部分	0.459	0.327	0.392
party	派對	0.948	0.840	0.547
pas	NO TRANSLATION	0.490	0.344	0.262
pass	通過	0.510	0.324	0.362
passable	湊合	0.688	0.337	0.633
passage	通道	0.429	0.314	0.370
passageway	通道	0.490	0.389	0.400
passe	NO TRANSLATION	0.531	0.357	0.426
passenger	乘客	0.717	0.413	0.481
passim	NO TRANSLATION	0.458	0.491	0.333
passing	通過	0.458	0.298	0.509
passion	情	0.854	0.865	0.728
passionate	多情	0.990	0.827	0.731
passive	被動	0.420	0.116	0.241
passivity	被動	0.241	0.115	0.246
passkey	萬能鑰匙	0.646	0.500	0.791
passport	護照	0.653	0.457	0.682
password	密碼	0.390	0.356	0.559
past	過去	0.490	0.422	0.311
pasta	意大利面	0.615	0.306	0.375
paste	糊	0.500	0.556	0.500
pastel	柔和	0.719	0.357	0.367
pastime	消遣	0.677	0.353	0.443
pastor	牧師	0.698	0.236	0.746
pastrami	熏牛肉	0.542	0.415	0.348
pastry	糕點	0.870	0.407	0.419
pasture	牧場	0.688	0.145	0.170
pasty	膏狀	0.479	0.363	0.375
pat	拍	0.418	0.377	0.340
patch	補丁	0.439	0.288	0.283
patchwork	拼湊物	0.500	0.260	0.325
pate	佩特	0.406	0.260	0.260
patella	髕骨	0.430	0.260	0.342
patent	專利	0.724	0.391	0.609
patented	專利	0.571	0.422	0.685
paternal	父親的	0.776	0.353	0.755
paternity	親子鑑定	0.704	0.590	0.806
path	路徑	0.590	0.245	0.421
pathetic	可憐	0.088	0.464	0.139
pathological	病態的	0.220	0.602	0.580
pathologist	病理學家	0.354	0.552	0.585
pathology	病理	0.271	0.560	0.558
pathos	NO TRANSLATION	0.350	0.449	0.462
pathway	路	0.646	0.410	0.519
patience	忍耐	0.771	0.125	0.387
patient	患者	0.583	0.193	0.340
patio	庭院	0.562	0.245	0.402
patriarch	家長	0.592	0.448	0.898
patriarchal	重男輕女	0.531	0.500	0.857
patrimony	遺產	0.719	0.406	0.740
patriot	愛國者	0.771	0.635	0.886
patriotic	愛國	0.875	0.509	0.933
patriotism	愛國主義	0.708	0.635	0.848
patrol	巡邏	0.427	0.664	0.736
patrolman	巡警	0.469	0.731	0.884
patron	顧客	0.583	0.451	0.870
patronage	贊助	0.583	0.490	0.583
patronising	光顧	0.439	0.455	0.582
patronize	寵幸	0.430	0.451	0.591
patronizing	光顧	0.542	0.365	0.529
patter	行話	0.312	0.635	0.451
pattern	模式	0.479	0.422	0.664
paucity	缺乏	0.153	0.453	0.175
pauper	窮光蛋	0.260	0.347	0.151
pause	暫停	0.429	0.188	0.264
pave	鋪平	0.594	0.490	0.509
pavement	路面	0.460	0.353	0.475
pavilion	亭	0.583	0.500	0.770
paving	鋪路	0.408	0.469	0.545
paw	爪子	0.417	0.360	0.286
pawn	典當	0.390	0.321	0.187
pawnshop	當舖	0.396	0.439	0.519
pax	PAX	0.551	0.421	0.473
pay	工資	0.514	0.588	0.592
payable	應付	0.385	0.480	0.606
payback	回報	0.459	0.500	0.567
paycheck	薪水	0.896	0.630	0.652
payday	發薪日	0.833	0.741	0.571
payer	付款人	0.313	0.630	0.638
payload	有效載荷	0.612	0.510	0.682
payment	付款	0.629	0.452	0.643
payoff	付清	0.740	0.644	0.673
payout	支付	0.646	0.600	0.575
payphone	公用電話	0.469	0.360	0.370
payroll	工資表	0.521	0.360	0.549
pea	豌豆	0.580	0.275	0.298
peace	和平	0.939	0.156	0.613
peaceable	和平的	0.776	0.134	0.453
peaceful	平靜的	0.867	0.108	0.569
peacefully	安然	0.901	0.190	0.639
peacekeeper	維和人員	0.865	0.320	0.644
peaceofmind	NO TRANSLATION	0.786	0.160	0.519
peacetime	和平時期	0.949	0.180	0.579
peach	桃子	0.704	0.480	0.272
peachy	桃色的	0.755	0.479	0.388
peacock	孔雀	0.786	0.449	0.458
peak	峰	0.500	0.345	0.431
peaked	見頂	0.677	0.704	0.857
peanut	花生	0.646	0.202	0.246
peanuts	花生	0.542	0.294	0.324
pear	梨	0.677	0.158	0.241
pearl	珍珠	0.905	0.425	0.642
pearly	珍珠的	0.635	0.337	0.373
peas	豌豆	0.542	0.283	0.310
peasant	農	0.530	0.275	0.407
peat	泥炭	0.333	0.655	0.504
pebble	卵石	0.354	0.353	0.287
pecan	胡桃	0.552	0.316	0.358
peck	啄	0.202	0.530	0.321
pecker	啄木鳥	0.459	0.509	0.375
peculiar	奇特	0.600	0.491	0.564
peculiarities	特點	0.511	0.460	0.528
peculiarity	特點	0.439	0.452	0.652
peculiarly	獨有的	0.615	0.450	0.454
pecuniary	金錢的	0.490	0.490	0.500
pedal	踏板	0.500	0.320	0.342
pedantic	迂	0.229	0.608	0.253
peddle	兜售	0.539	0.549	0.538
peddler	小販	0.408	0.481	0.390
pedestal	座	0.735	0.284	0.579
pedestrian	行人	0.438	0.360	0.448
pediatric	小兒科的	0.560	0.462	0.490
pediatrician	兒科醫師	0.602	0.500	0.627
pediatrics	兒科	0.750	0.380	0.596
pedicure	修腳	0.695	0.269	0.296
pedigree	譜系	0.625	0.340	0.609
pedometer	計步器	0.469	0.561	0.405
pedophile	戀童癖	0.051	0.724	0.430
pee	撒尿	0.449	0.529	0.391
peek	窺視	0.486	0.360	0.411
peekaboo	躲貓貓	0.592	0.607	0.412
peel	剝	0.439	0.250	0.279
peep	窺視	0.573	0.317	0.269
peeper	偷窺者	0.182	0.537	0.343
peephole	窺視孔	0.479	0.500	0.310
peer	窺視	0.458	0.321	0.569
peering	窺視	0.514	0.409	0.451
peerless	無比	0.688	0.450	0.462
peeved	忿怒的	0.156	0.750	0.467
peg	衣夾	0.520	0.357	0.393
pegs	釘	0.408	0.286	0.386
peice	NO TRANSLATION	0.479	0.422	0.398
pelagic	遠洋	0.521	0.554	0.491
pelican	鵜	0.573	0.391	0.380
pellet	丸	0.448	0.390	0.466
pelvic	盆腔	0.320	0.632	0.373
pelvis	骨盆	0.378	0.618	0.380
pen	鋼筆	0.622	0.194	0.250
penal	刑事	0.208	0.565	0.610
penalty	罰款	0.062	0.490	0.240
penance	苦修	0.219	0.667	0.463
penchant	嗜好	0.688	0.480	0.609
pencil	鉛筆	0.552	0.200	0.263
pendant	垂飾	0.676	0.321	0.385
pendency	未決	0.396	0.452	0.472
pendent	NO TRANSLATION	0.470	0.380	0.425
pending	有待	0.396	0.441	0.473
pendulum	擺	0.542	0.368	0.434
penetrate	穿透	0.287	0.877	0.732
penetrating	入木三分	0.469	0.792	0.782
penetration	滲透	0.438	0.885	0.792
penguin	企鵝	0.615	0.296	0.307
penicillin	青黴素	0.417	0.431	0.566
penile	陰莖	0.490	0.736	0.491
peninsula	半島	0.551	0.384	0.627
penis	陰莖	0.354	0.810	0.556
penitent	懺悔的人	0.542	0.530	0.508
penitentiary	教養所	0.229	0.726	0.491
penmanship	書法	0.677	0.284	0.509
pennant	幡	0.542	0.380	0.426
penniless	不名一文	0.062	0.316	0.083
penny	一分錢	0.615	0.302	0.324
pension	養老金	0.625	0.409	0.406
pensioner	跟班	0.440	0.245	0.442
pensive	哀思	0.540	0.220	0.529
pentagon	五角大樓	0.490	0.636	0.774
pentagram	五角星	0.510	0.433	0.466
penthouse	耳房	0.592	0.430	0.395
penultimate	倒數第二	0.469	0.366	0.255
people	人	0.604	0.400	0.500
peopled	人居住	0.594	0.450	0.679
pep	PEP	0.510	0.510	0.364
pepper	胡椒	0.400	0.539	0.328
peppermint	薄荷	0.720	0.264	0.271
pepperoni	意大利辣味香腸	0.796	0.472	0.358
peppy	強力的	0.677	0.529	0.438
peptic	消化性潰瘍	0.398	0.463	0.362
peptide	肽	0.380	0.480	0.411
perceive	感知	0.653	0.490	0.655
percent	百分	0.470	0.350	0.356
percentage	百分比	0.469	0.400	0.553
percentile	百分	0.479	0.410	0.390
perceptible	察覺	0.710	0.460	0.620
perception	知覺	0.653	0.481	0.655
perceptive	感知的	0.745	0.500	0.741
perch	棲息	0.531	0.300	0.314
perchance	或許	0.480	0.224	0.298
percolation	滲濾	0.397	0.417	0.415
percussion	打擊樂器	0.622	0.635	0.642
perdition	殞命	0.135	0.656	0.496
peremptory	蠻橫	0.429	0.426	0.606
perennial	多年生	0.527	0.358	0.500
perfect	完善	0.980	0.471	0.870
perfection	完美	0.881	0.745	0.934
perfectionist	完美主義者	0.667	0.704	0.905
perfecto	NO TRANSLATION	0.802	0.567	0.889
perforated	穿孔的	0.219	0.607	0.344
perforation	穿孔	0.365	0.668	0.578
perforce	Perforce公司	0.357	0.689	0.354
perform	演出	0.765	0.555	0.773
performance	性能	0.750	0.520	0.672
performer	演員	0.541	0.530	0.708
perfume	香水	0.740	0.472	0.463
perfumed	香	0.816	0.471	0.509
peri	圍	0.448	0.433	0.370
peridot	貴橄欖石	0.458	0.481	0.435
peril	岌	0.052	0.910	0.518
perilous	殆	0.143	0.862	0.575
perimeter	周長	0.470	0.443	0.555
period	期	0.396	0.324	0.588
periodic	定期	0.677	0.324	0.508
periodical	期刊	0.550	0.298	0.430
periodically	定期	0.480	0.314	0.515
periodicity	週期性	0.646	0.324	0.645
peripheral	外圍設備	0.406	0.406	0.549
periphery	周邊	0.469	0.360	0.366
periscope	潛望鏡	0.604	0.375	0.609
perish	淪	0.296	0.570	0.415
perishable	易腐	0.270	0.464	0.354
perished	遇難	0.135	0.596	0.225
perishing	滅亡	0.229	0.423	0.148
perjury	偽證	0.229	0.686	0.409
perk	額外津貼	0.903	0.519	0.682
perky	自信的	0.896	0.792	0.673
perm	燙髮	0.667	0.465	0.741
permanence	持久性	0.771	0.370	0.708
permanent	常駐	0.745	0.345	0.736
permeable	透水	0.635	0.402	0.495
permeate	滲透	0.417	0.410	0.407
permeation	滲透	0.418	0.559	0.536
permissible	可允許的	0.684	0.646	0.612
permission	允許	0.612	0.311	0.580
permissive	寬容	0.633	0.389	0.413
permit	許可證	0.733	0.349	0.518
permitted	允許	0.865	0.410	0.613
permitting	允許	0.724	0.481	0.661
permutation	排列	0.385	0.588	0.500
pernicious	有害	0.229	0.600	0.382
peroxide	過氧化物	0.458	0.529	0.510
perpendicular	垂直	0.510	0.398	0.439
perpetrate	犯	0.327	0.837	0.732
perpetrator	肇事者	0.229	0.765	0.538
perpetual	永動的	0.625	0.438	0.741
perpetually	永	0.510	0.473	0.868
perpetuate	延續	0.397	0.588	0.788
perpetuation	永存	0.510	0.677	0.716
perpetuity	如履薄冰	0.590	0.434	0.759
perplexed	困惑	0.312	0.705	0.318
perplexing	複雜的	0.316	0.530	0.362
perplexity	困惑	0.275	0.720	0.500
persecute	迫害	0.281	0.873	0.509
persecution	迫害	0.229	0.865	0.660
perseverance	毅力	0.888	0.630	0.796
persevere	持之以恆	0.802	0.583	0.937
persist	堅持	0.765	0.644	0.727
persistence	堅持	0.684	0.611	0.873
persistent	一貫	0.646	0.667	0.815
persisting	堅持	0.697	0.677	0.745
person	人	0.646	0.363	0.596
persona	NO TRANSLATION	0.741	0.480	0.743
personable	倢	0.816	0.520	0.637
personage	人士	0.653	0.324	0.698
personal	個人	0.750	0.311	0.467
personality	個性	0.896	0.513	0.790
personification	擬人	0.760	0.471	0.691
personnel	人員	0.729	0.344	0.587
persons	人	0.869	0.302	0.588
perspective	透視	0.688	0.470	0.704
perspiration	汗	0.385	0.667	0.490
persuade	說服	0.620	0.618	0.709
persuasion	勸說	0.612	0.670	0.537
persuasive	說服力	0.740	0.700	0.657
pert	冒失的	0.469	0.460	0.348
pertinent	相關	0.580	0.333	0.723
perturbation	攝	0.270	0.840	0.500
pertussis	百日咳	0.279	0.569	0.386
perusal	細讀	0.622	0.235	0.543
peruse	細讀	0.503	0.270	0.439
pervading	普及	0.418	0.684	0.728
perverse	悖	0.146	0.808	0.464
perversion	變態	0.083	0.830	0.490
pervert	反常	0.082	0.863	0.500
perverted	變態	0.062	0.918	0.436
pesky	討厭	0.250	0.760	0.431
pessimism	悲觀主義	0.083	0.484	0.264
pessimist	悲觀主義者	0.125	0.470	0.218
pessimistic	悲觀	0.088	0.394	0.236
pest	蟲害	0.188	0.680	0.452
pester	糾纏	0.143	0.780	0.385
pestilence	瘟疫	0.122	0.660	0.283
pestle	杵	0.427	0.463	0.426
pesto	香蒜	0.531	0.323	0.336
pet	寵物	0.875	0.327	0.305
petal	花瓣	0.810	0.194	0.211
petite	嬌小	0.510	0.354	0.245
petition	請願	0.498	0.575	0.415
petitioner	請願	0.601	0.531	0.566
petloss	NO TRANSLATION	0.271	0.481	0.424
petpeeve	NO TRANSLATION	0.375	0.594	0.392
petrified	石化的	0.221	0.625	0.232
petrify	發呆	0.177	0.571	0.447
petrol	汽油	0.418	0.519	0.577
petroleum	石油	0.583	0.451	0.640
petticoat	襯裙	0.550	0.396	0.351
petting	撫摸	0.812	0.462	0.480
petty	小氣	0.210	0.537	0.236
petulant	易怒的	0.247	0.685	0.491
petunia	矮牽牛	0.583	0.260	0.356
pew	座位	0.449	0.235	0.664
pewter	錫	0.396	0.260	0.321
peyote	NO TRANSLATION	0.406	0.462	0.426
phalanx	方陣	0.398	0.398	0.455
phantom	幻影	0.260	0.759	0.448
pharaoh	法老	0.656	0.491	0.798
pharmaceutical	製藥	0.500	0.435	0.562
pharmacist	藥劑師	0.592	0.382	0.648
pharmacology	藥理	0.560	0.440	0.526
pharmacy	藥店	0.531	0.337	0.542
phase	相	0.645	0.300	0.482
pheasant	野雞	0.541	0.362	0.292
phenomenal	非凡的	0.915	0.750	0.918
phenomenon	現象	0.625	0.721	0.848
pheromone	信息素	0.561	0.573	0.561
phew	表示不快	0.531	0.429	0.302
phi	披	0.420	0.361	0.452
philanthropic	慈善	0.812	0.426	0.717
philanthropist	慈善家	0.704	0.463	0.623
philanthropy	慈善事業	0.745	0.412	0.801
philistine	庸俗	0.390	0.500	0.491
philosopher	哲學家	0.684	0.316	0.720
philosophic	哲學上	0.688	0.270	0.655
philosophical	哲學上	0.719	0.275	0.713
philosophy	哲學	0.684	0.255	0.640
phlegm	痰	0.173	0.394	0.240
pho	PHO	0.541	0.370	0.384
phobia	恐怖症	0.173	0.904	0.291
phoenix	鳳凰	0.653	0.481	0.594
phone	電話	0.729	0.344	0.418
phonetic	拼音	0.542	0.435	0.536
phonetics	語音	0.646	0.425	0.519
phonics	拼音	0.490	0.519	0.455
phonograph	留聲機	0.561	0.398	0.565
phonology	音韻學	0.695	0.402	0.512
phony	假	0.115	0.592	0.202
phooey	阿福	0.333	0.490	0.352
phosphate	磷酸鹽	0.500	0.306	0.407
phosphor	磷	0.438	0.480	0.427
phosphorus	磷	0.429	0.539	0.370
photo	照片	0.729	0.327	0.431
photogenic	上相	0.780	0.500	0.495
photograph	照片	0.677	0.353	0.358
photographer	攝影師	0.714	0.481	0.562
photographic	攝影	0.761	0.429	0.564
photography	攝影	0.630	0.431	0.360
photometry	測光	0.417	0.456	0.436
photon	光子	0.459	0.439	0.455
phrase	短語	0.630	0.264	0.314
phraseology	用語	0.620	0.406	0.537
phylogeny	發展史	0.378	0.410	0.481
physical	物理	0.750	0.520	0.607
physical therapist	物理治療師	0.531	0.337	0.775
physician	醫師	0.583	0.490	0.843
physicist	物理學家	0.635	0.538	0.693
physics	物理	0.582	0.415	0.664
physiological	生理	0.510	0.418	0.620
physiology	生理	0.521	0.451	0.519
physique	體質	0.643	0.500	0.543
pi	PI	0.469	0.265	0.400
pianist	鋼琴家	0.806	0.491	0.573
piano	鋼琴	0.704	0.343	0.438
piazza	廣場	0.625	0.471	0.472
piccolo	NO TRANSLATION	0.625	0.423	0.380
pick	挑	0.500	0.464	0.525
picked	採摘的	0.740	0.518	0.670
picker	選擇器	0.534	0.340	0.609
picket	糾察	0.365	0.615	0.451
picketing	糾察	0.330	0.557	0.471
pickle	泡菜	0.593	0.449	0.288
pickled	醃製	0.344	0.450	0.291
pickpocket	扒手	0.365	0.704	0.449
pickup	撿起	0.561	0.529	0.420
picky	挑剔	0.257	0.729	0.598
picnic	野餐	0.625	0.470	0.375
pictorial	畫報	0.704	0.481	0.476
picture	圖片	0.714	0.308	0.462
pictures	圖片	0.653	0.240	0.405
picturesque	如畫	0.802	0.491	0.483
pie	餡餅	0.880	0.402	0.368
piece	片	0.646	0.245	0.367
piecemeal	零碎	0.615	0.269	0.319
pieceofshit	pieceofshit	0.083	0.724	0.292
pied	斑駁的	0.594	0.433	0.350
pier	碼頭	0.583	0.279	0.445
pierce	刺穿	0.365	0.670	0.611
piety	虔誠	0.760	0.340	0.482
pig	豬	0.343	0.368	0.324
pigeon	鴿子	0.688	0.224	0.276
piggy	小豬	0.541	0.365	0.412
piggyback	捎帶	0.438	0.490	0.343
pigheaded	執拗	0.271	0.472	0.358
piglet	小豬	0.540	0.443	0.250
pigment	顏料	0.390	0.333	0.339
pigskin	豬皮	0.347	0.449	0.300
pigsty	圊	0.133	0.529	0.221
pike	梭子魚	0.427	0.410	0.452
pile	樁	0.461	0.320	0.539
piles	痔	0.469	0.423	0.468
pileup	積累	0.340	0.559	0.446
pilgrim	朝聖	0.531	0.404	0.569
pilgrimage	朝聖	0.708	0.522	0.625
pill	丸	0.573	0.407	0.368
pillage	掠	0.240	0.685	0.375
