Word	Malay-ms	Valence	Arousal	Dominance
historiography	historiografi	0.562	0.415	0.634
history	sejarah	0.729	0.382	0.754
hit	memukul	0.235	0.931	0.679
hitch	halangan	0.512	0.480	0.554
hitchhike	hitchhike	0.396	0.622	0.385
hitchhiker	hitchhiker	0.594	0.626	0.603
hitherto	sehingga sekarang	0.448	0.356	0.463
hitter	hitter	0.418	0.683	0.713
hive	sarang	0.471	0.452	0.544
hives	sarang	0.417	0.473	0.591
hoard	menimbun	0.506	0.412	0.518
hoarse	serak	0.281	0.402	0.315
hoary	hoary	0.469	0.298	0.424
hoax	penipuan	0.146	0.696	0.303
hob	hob	0.633	0.363	0.415
hobbit	hobbit	0.479	0.489	0.472
hobby	hobi	0.827	0.560	0.471
hobo	batak	0.323	0.443	0.282
hock	hock	0.513	0.452	0.412
hockey	hoki	0.565	0.786	0.548
hoe	NO TRANSLATION	0.302	0.480	0.418
hog	babi	0.317	0.509	0.271
hogwash	hogwash	0.420	0.490	0.361
hohoho	NO TRANSLATION	0.677	0.433	0.330
hoist	angkat	0.521	0.520	0.458
hokey	hokey	0.604	0.667	0.430
hold	memegang	0.448	0.290	0.364
holder	pemegang	0.592	0.330	0.713
holding	memegang	0.600	0.385	0.670
holdup	tahan	0.398	0.471	0.398
hole	lubang	0.531	0.310	0.330
holiday	percutian	0.948	0.431	0.593
holidays	cuti	0.939	0.521	0.512
holidayseason	NO TRANSLATION	0.875	0.566	0.518
holiness	kesucian	0.860	0.264	0.742
holistic	holistik	0.670	0.348	0.547
holler	holler	0.276	0.825	0.406
hollow	berongga	0.300	0.337	0.222
holly	holly	0.510	0.250	0.443
holocaust	holocaust	0.062	0.918	0.618
hologram	hologram	0.615	0.461	0.575
holographic	holografik	0.510	0.471	0.555
holster	sarung tangan	0.561	0.255	0.339
holy	suci	0.812	0.112	0.690
holyspirit	NO TRANSLATION	0.740	0.480	0.526
homage	penghormatan	0.833	0.560	0.737
hombre	NO TRANSLATION	0.656	0.472	0.696
hombres	NO TRANSLATION	0.510	0.538	0.652
home	rumah	0.854	0.270	0.545
homeboy	homeboy	0.602	0.255	0.436
homecoming	homecoming	0.760	0.413	0.472
homeland	tanah air	0.663	0.439	0.868
homeless	tiada tempat tinggal	0.042	0.450	0.188
homely	bersahaja	0.745	0.157	0.399
homemade	buatan sendiri	0.869	0.340	0.398
homeopathic	homeopati	0.417	0.268	0.400
homeopathy	homeopati	0.469	0.284	0.439
homeowner	pemilik rumah	0.635	0.397	0.962
homeroom	homeroom	0.604	0.480	0.491
homesick	rindu	0.436	0.304	0.347
homestead	homestead	0.865	0.221	0.536
homesweethome	rumahku syurgaku	0.796	0.380	0.538
hometown	kampung halamannya	0.858	0.333	0.605
homeward	pulang	0.833	0.275	0.435
homework	kerja rumah	0.396	0.412	0.459
homey	selesa	0.769	0.278	0.500
homicidal	pembunuhan	0.020	0.912	0.573
homicide	pembunuhan beramai-ramai	0.010	0.973	0.518
homily	homily	0.621	0.358	0.425
homing	homing	0.551	0.460	0.527
hominy	berani	0.479	0.382	0.429
homo	homo	0.531	0.368	0.415
homogeneity	homogenitas	0.715	0.365	0.582
homogeneous	homogen	0.552	0.255	0.617
homologous	homolog	0.471	0.353	0.536
homologue	homolog	0.542	0.356	0.509
homology	homologi	0.571	0.494	0.527
homophobic	homophobic	0.130	0.736	0.464
homosexual	homoseksual	0.333	0.780	0.431
homosexuality	homoseksual	0.367	0.696	0.429
honcho	honcho	0.469	0.464	0.397
hone	mengasah	0.688	0.392	0.473
honest	jujur	0.927	0.254	0.750
honesty	kejujuran	0.938	0.411	0.728
honey	madu	0.920	0.431	0.510
honeycomb	sarang lebah	0.541	0.417	0.412
honeymoon	bulan madu	0.979	0.678	0.526
honeysuckle	honeysuckle	0.597	0.451	0.517
honk	membunyikan	0.549	0.635	0.415
honky	honky	0.458	0.632	0.425
honor	kehormatan	0.896	0.587	0.857
honorable	mulia	0.963	0.412	0.830
honorarium	honorarium	0.796	0.510	0.746
honorary	kehormatan	0.885	0.565	0.811
honored	dihormati	0.938	0.447	0.732
hooch	hooch	0.429	0.538	0.373
hood	penutup	0.357	0.459	0.306
hooded	berkerudung	0.306	0.745	0.439
hoodlum	hoodlum	0.354	0.720	0.432
hoof	kuku	0.427	0.341	0.365
hook	cangkuk	0.418	0.444	0.395
hooked	ketagih	0.610	0.661	0.454
hooker	pelacur	0.214	0.889	0.373
hookup	menyambung	0.625	0.529	0.683
hooky	hooky	0.468	0.500	0.452
hooligan	hooligan	0.295	0.712	0.455
hoop	gelung	0.635	0.204	0.315
hoopla	hoopla	0.542	0.471	0.353
hooray	hooray	0.610	0.481	0.536
hoot	hoot	0.449	0.560	0.430
hooter	hooter	0.470	0.615	0.455
hop	hop	0.450	0.520	0.427
hope	harapan	0.927	0.317	0.739
hopeful	harapan	0.947	0.357	0.627
hopeless	tiada harapan	0.094	0.298	0.112
hopelessness	keputusasaan	0.052	0.402	0.223
hopes	harapan	0.917	0.500	0.702
hoping	berharap	0.684	0.469	0.454
hopper	corong	0.396	0.491	0.442
horde	gerombolan	0.286	0.713	0.684
horizon	ufuk	0.729	0.284	0.590
horizontal	mendatar	0.573	0.304	0.387
horizontally	secara mendatar	0.500	0.356	0.439
hormonal	hormon	0.500	0.620	0.551
hormone	hormon	0.490	0.750	0.621
horn	tanduk	0.385	0.510	0.366
horned	bertopeng	0.316	0.610	0.375
hornet	hornet	0.398	0.594	0.500
horny	horny	0.490	0.908	0.560
horoscope	horoskop	0.500	0.360	0.490
horrendous	mengerikan	0.073	0.755	0.365
horrible	mengerikan	0.071	0.857	0.398
horribly	mengerikan	0.050	0.631	0.454
horrid	mengerikan	0.052	0.765	0.419
horrific	mengerikan	0.094	0.846	0.481
horrified	terkejut	0.040	0.885	0.368
horrifying	mengerikan	0.010	0.760	0.352
horror	seram	0.115	0.850	0.438
horrors	kengerian	0.061	0.852	0.409
horse	kuda	0.635	0.510	0.529
horseback	menunggang kuda	0.688	0.588	0.566
horseman	penunggang kuda	0.441	0.700	0.676
horsepower	kuasa kuda	0.594	0.735	0.735
horseradish	lobak	0.321	0.584	0.476
horseshit	horseshit	0.153	0.582	0.179
horseshoe	horseshoe	0.673	0.350	0.406
horsey	horsey	0.602	0.454	0.462
horticultural	hortikultur	0.594	0.387	0.509
horticulture	hortikultur	0.700	0.420	0.434
hosannah	NO TRANSLATION	0.679	0.373	0.500
hose	hos	0.469	0.288	0.263
hosiery	pakaian dalam	0.520	0.344	0.373
hospice	hospis	0.337	0.443	0.535
hospitable	ramah	0.791	0.470	0.661
hospital	hospital	0.323	0.537	0.598
hospitality	hospitaliti	0.865	0.333	0.725
host	tuan rumah	0.693	0.471	0.537
hostage	tebusan	0.163	0.923	0.325
hostel	asrama	0.479	0.500	0.398
hostess	tuan rumah	0.792	0.604	0.688
hostile	bermusuhan	0.188	0.877	0.474
hostilities	permusuhan	0.276	0.810	0.444
hostility	permusuhan	0.122	0.775	0.465
hot	panas	0.490	0.740	0.573
hot sauce	sos panas	0.333	0.740	0.509
hotbed	hotbed	0.510	0.285	0.395
hotdog	sosej	0.720	0.438	0.373
hotel	hotel	0.740	0.370	0.407
hothead	hothead	0.240	0.849	0.518
hotline	hotline	0.592	0.565	0.663
hotshot	pukulan panas	0.500	0.727	0.615
hotyoga	NO TRANSLATION	0.683	0.609	0.446
hound	hound	0.417	0.528	0.582
hour	jam	0.552	0.265	0.336
hourglass	jam	0.542	0.284	0.492
hourly	setiap jam	0.469	0.418	0.491
house	rumah	0.587	0.135	0.533
houseboat	bot rumah	0.604	0.389	0.429
houseboy	houseboy	0.479	0.415	0.393
housebroken	housebroken	0.518	0.461	0.389
houseguest	berumah tangga	0.530	0.500	0.481
household	isi rumah	0.781	0.230	0.667
householder	penghuni rumah	0.816	0.541	0.833
housekeeper	pembantu rumah	0.694	0.279	0.520
housekeeping	pengemasan	0.604	0.500	0.445
housewarming	housewarming	0.857	0.710	0.727
housewife	suri rumah	0.656	0.361	0.449
housework	kerja rumah	0.484	0.413	0.342
housing	perumahan	0.776	0.304	0.591
hovel	hobel	0.333	0.296	0.322
hover	hover	0.510	0.431	0.404
hovercraft	hoverkraf	0.541	0.654	0.588
howl	tolol	0.357	0.646	0.407
howsoever	walau bagaimanapun	0.459	0.309	0.345
hoy	NO TRANSLATION	0.583	0.298	0.471
hub	hab	0.479	0.399	0.433
hubby	hubby	0.548	0.435	0.430
huckleberry	huckleberry	0.600	0.279	0.296
huddle	borak	0.604	0.509	0.445
hue	hue	0.507	0.416	0.417
huff	huff	0.388	0.491	0.315
huffy	huffy	0.420	0.616	0.375
hug	peluk	0.908	0.427	0.548
huge	besar	0.573	0.625	0.783
hugger	peluk	0.520	0.480	0.412
huggy	semoga berjaya	0.854	0.429	0.451
hugs	pelukan	0.980	0.422	0.600
hulk	hulk	0.460	0.740	0.750
hull	badan	0.542	0.265	0.353
hum	hum	0.490	0.296	0.276
human	manusia	0.767	0.314	0.605
humane	manusiawi	0.800	0.370	0.580
humanitarian	kemanusiaan	0.786	0.317	0.709
humanities	kemanusiaan	0.729	0.325	0.677
humanity	kemanusiaan	0.750	0.360	0.727
humankind	manusia	0.885	0.394	0.714
humanoid	humanoid	0.521	0.462	0.491
humanrights	NO TRANSLATION	0.792	0.559	0.730
humble	rendah hati	0.867	0.236	0.483
humbled	merendah diri	0.280	0.618	0.198
humbly	dengan rendah hati	0.771	0.194	0.370
humbug	humbug	0.219	0.622	0.456
humdrum	humdrum	0.269	0.246	0.353
humid	lembab	0.375	0.324	0.366
humidity	kelembapan	0.464	0.373	0.367
humiliate	memalukan	0.052	0.714	0.275
humiliated	dihina	0.104	0.712	0.216
humiliating	memalukan	0.062	0.716	0.279
humiliation	penghinaan	0.048	0.712	0.310
humility	kerendahan hati	0.740	0.118	0.444
hummer	hummer	0.510	0.622	0.589
hummingbird	hummingbird	0.750	0.370	0.273
humongous	humongous	0.378	0.538	0.536
humor	humor	0.890	0.633	0.462
humored	bersemangat	0.854	0.657	0.545
humorist	humorist	0.958	0.790	0.607
humorous	lucu	0.906	0.616	0.665
hump	bonggol	0.296	0.462	0.250
humpback	humpback	0.235	0.346	0.247
hunch	firasat	0.561	0.630	0.567
hunchback	bungkuk	0.208	0.390	0.259
hundred	ratus	0.604	0.370	0.406
hundredth	ratus	0.427	0.368	0.466
hunger	lapar	0.083	0.554	0.328
hungry	lapar	0.083	0.690	0.254
hunk	hunk	0.438	0.375	0.361
hunks	hunks	0.417	0.453	0.482
hunky	hunky	0.469	0.571	0.438
hunt	memburu	0.327	0.806	0.588
hunter	pemburu	0.292	0.817	0.817
hunting	memburu	0.448	0.713	0.714
huntress	pemburu rumah	0.357	0.717	0.765
hurdle	halangan	0.198	0.682	0.434
hurl	hurl	0.316	0.745	0.574
hurrah	huru hara	0.802	0.740	0.500
hurricane	taufan	0.177	0.958	0.787
hurricanes	angin ribut	0.286	0.898	0.784
hurried	tergesa-gesa	0.314	0.806	0.393
hurry	tergesa-gesa	0.422	0.735	0.481
hurryup	NO TRANSLATION	0.473	0.791	0.555
hurt	sakit hati	0.062	0.773	0.291
hurtful	menyakitkan hati	0.104	0.680	0.463
hurting	menyakitkan	0.153	0.778	0.221
husband	suami	0.771	0.500	0.655
husbandry	penternakan	0.643	0.473	0.445
hush	hush	0.471	0.231	0.312
hushed	hushed	0.292	0.194	0.272
husk	NO TRANSLATION	0.378	0.173	0.147
husky	husky	0.630	0.450	0.490
hussy	hussy	0.219	0.594	0.384
hustle	keramaian	0.406	0.661	0.427
hustler	hustler	0.260	0.821	0.627
hut	pondok	0.633	0.270	0.375
hutch	hutch	0.385	0.453	0.520
hyacinth	gondok	0.372	0.360	0.342
hybrid	hibrid	0.500	0.365	0.570
hydra	hidra	0.406	0.598	0.534
hydrant	hydrant	0.570	0.413	0.367
hydrate	hidrat	0.610	0.367	0.547
hydraulic	hidraulik	0.522	0.398	0.596
hydraulics	hidraulik	0.500	0.530	0.588
hydrocephalus	hidrosefalus	0.286	0.629	0.393
hydrodynamics	hidrodinamik	0.552	0.582	0.664
hydrogen	hidrogen	0.469	0.303	0.554
hydrographic	hidrografi	0.490	0.396	0.642
hydrology	hidrologi	0.500	0.380	0.509
hydrophobia	hidrofobia	0.323	0.784	0.351
hydroponics	hidroponik	0.500	0.549	0.500
hyena	hyena	0.396	0.719	0.464
hygiene	kebersihan	0.781	0.287	0.537
hygienic	bersih	0.719	0.245	0.702
hygienist	hygienist	0.698	0.389	0.682
hymen	selaput dara	0.469	0.651	0.457
hymn	hymn	0.735	0.292	0.634
hype	gembar-gembur	0.510	0.500	0.586
hyped	hyped	0.708	0.582	0.679
hyper	hyper	0.542	0.616	0.640
hyperactive	hiperaktif	0.500	0.921	0.660
hyperbole	hiperbola	0.469	0.521	0.542
hyperspace	hyperspace	0.510	0.623	0.755
hypertension	hipertensi	0.133	0.784	0.427
hypertrophy	hipertrofi	0.312	0.625	0.413
hyperventilate	hyperventilate	0.347	0.729	0.556
hyperventilating	hyperventilating	0.164	0.802	0.625
hyphen	sempang	0.552	0.356	0.381
hypnosis	hipnosis	0.417	0.410	0.546
hypnotic	hipnosis	0.571	0.560	0.569
hypnotist	hipnotis	0.490	0.455	0.627
hypnotize	hipnotis	0.469	0.507	0.508
hypnotized	dihipnotis	0.449	0.434	0.380
hypochondriac	hypochondriac	0.194	0.588	0.333
hypocrisy	kemunafikan	0.156	0.523	0.370
hypocrite	munafik	0.082	0.673	0.306
hypocritical	munafik	0.048	0.740	0.415
hypodermic	hipodermik	0.240	0.441	0.445
hypothalamus	hypothalamus	0.593	0.427	0.539
hypothermia	hipotermia	0.184	0.620	0.301
hypothesis	hipotesis	0.552	0.370	0.509
hypothetical	hipotesis	0.480	0.367	0.361
hysterectomy	histerektomi	0.178	0.660	0.470
hysteria	histeria	0.224	0.906	0.482
hysterical	histeris	0.290	0.942	0.398
ibuprofen	ibuprofen	0.448	0.427	0.504
ice	ais	0.440	0.265	0.219
ice tea	teh ais	0.771	0.337	0.336
iceberg	gunung es	0.344	0.540	0.648
icebox	icebox	0.560	0.222	0.370
icebreaker	pemecah ais	0.571	0.545	0.848
iced	ais	0.564	0.482	0.339
icing	aising	0.688	0.452	0.411
icky	icky	0.357	0.510	0.342
icon	ikon	0.549	0.349	0.415
iconic	ikonik	0.583	0.537	0.700
iconography	ikonografi	0.602	0.382	0.653
icy	berais	0.684	0.375	0.345
id	ID	0.449	0.344	0.391
idea	idea	0.750	0.538	0.704
ideal	ideal	0.802	0.437	0.736
idealism	idealisme	0.635	0.436	0.689
idealist	idealis	0.816	0.510	0.802
idealistic	idealistik	0.812	0.469	0.755
identical	sama	0.635	0.380	0.527
identically	identik	0.667	0.427	0.487
identification	pengenalan	0.714	0.451	0.692
identify	mengenal pasti	0.635	0.480	0.667
identity	identiti	0.663	0.360	0.780
ideology	ideologi	0.573	0.344	0.692
idiocy	idiocy	0.112	0.635	0.137
idiom	idiom	0.520	0.337	0.445
idiomatic	idiomatik	0.531	0.429	0.516
idiot	bodoh	0.086	0.567	0.113
idiotic	bodoh	0.104	0.620	0.170
idiots	idiot	0.143	0.600	0.144
idle	terbiar	0.179	0.167	0.112
idleness	konyol	0.308	0.330	0.228
idler	pemalas	0.200	0.304	0.194
idol	idola	0.684	0.805	0.853
idolatry	penyembahan berhala	0.365	0.571	0.625
idolizing	memuja	0.676	0.712	0.643
idyllic	idilis	0.571	0.394	0.593
iffy	jika betul	0.380	0.442	0.333
ifonly	Kalaulah	0.406	0.250	0.255
igloo	igloo	0.569	0.302	0.345
igneous	igneous	0.469	0.466	0.517
ignite	menyala	0.458	0.785	0.675
ignition	penyalaan	0.365	0.720	0.657
ignorance	kejahilan	0.153	0.417	0.209
ignorant	bodoh	0.102	0.461	0.223
ignore	abai	0.146	0.230	0.295
iguana	iguana	0.521	0.235	0.291
ihatespiders	NO TRANSLATION	0.245	0.611	0.420
ilk	NO TRANSLATION	0.438	0.451	0.455
ill	sakit	0.073	0.410	0.200
illegal	haram	0.061	0.787	0.337
illegality	tidak sah	0.094	0.635	0.427
illegally	secara haram	0.133	0.788	0.402
illegible	tidak boleh dibaca	0.296	0.490	0.315
illegitimate	tidak sah	0.184	0.644	0.302
illicit	haram	0.188	0.794	0.390
illiterate	buta huruf	0.120	0.410	0.151
illness	penyakit	0.098	0.717	0.211
illogical	tidak logik	0.208	0.630	0.251
illuminate	menerangi	0.905	0.646	0.782
illuminating	menerangi	0.949	0.613	0.773
illumination	pencahayaan	0.760	0.588	0.537
illuminator	pencahayaan	0.770	0.566	0.718
illusion	ilusi	0.562	0.490	0.387
illustrate	ilustrasikan	0.750	0.430	0.690
illustration	ilustrasi	0.740	0.441	0.640
illustrative	ilustrasi	0.771	0.452	0.647
illustrious	terkenal	0.673	0.550	0.741
ilovechristmas	NO TRANSLATION	0.885	0.590	0.525
iloveher	NO TRANSLATION	0.750	0.519	0.556
image	gambar	0.653	0.241	0.453
imagery	imejan	0.653	0.327	0.390
imaginable	dibayangkan	0.613	0.529	0.596
imaginary	khayalan	0.560	0.424	0.310
imagination	imaginasi	0.802	0.491	0.547
imaginative	imajinatif	0.780	0.541	0.593
imagine	bayangkan	0.759	0.480	0.587
imagined	dibayangkan	0.656	0.412	0.418
imaging	pengimejan	0.724	0.394	0.482
imagining	membayangkan	0.765	0.458	0.545
imam	NO TRANSLATION	0.527	0.337	0.539
imbalance	ketidakseimbangan	0.115	0.538	0.264
imbecile	kurang ajar	0.082	0.569	0.260
imbedded	tertanam	0.406	0.580	0.562
imissyou	NO TRANSLATION	0.480	0.608	0.344
imitate	meniru	0.469	0.561	0.336
imitated	ditiru	0.333	0.391	0.442
imitation	tiruan	0.406	0.592	0.343
immaculate	rapi	0.698	0.330	0.688
immaterial	tidak penting	0.296	0.309	0.295
immature	tidak matang	0.114	0.500	0.200
immaturity	kekurangan	0.146	0.567	0.221
immeasurable	tidak dapat diukur	0.510	0.539	0.712
immeasurably	terimakasih	0.510	0.640	0.680
immediacy	kedegilan	0.635	0.630	0.627
immediate	segera	0.656	0.548	0.716
immediately	segera	0.552	0.780	0.707
immemorial	zaman dahulu	0.327	0.469	0.454
immense	sangat besar	0.755	0.750	0.811
immerse	tenggelam	0.510	0.577	0.509
immersion	rendaman	0.510	0.556	0.564
immigrant	pendatang	0.357	0.663	0.509
immigration	imigresen	0.390	0.667	0.454
imminent	akan berlaku	0.490	0.784	0.643
immobile	tidak bergerak	0.225	0.217	0.298
immoral	tidak bermoral	0.143	0.622	0.385
immorality	tidak bermoral	0.188	0.689	0.315
immortal	abadi	0.812	0.750	0.795
immortality	keabadian	0.688	0.635	0.861
immovable	tak boleh alih	0.480	0.310	0.571
immune	imun	0.629	0.472	0.780
immunity	imuniti	0.633	0.316	0.786
immunization	imunisasi	0.667	0.510	0.733
immutable	tidak berubah	0.427	0.431	0.571
imp	imp	0.350	0.448	0.420
impact	kesannya	0.469	0.884	0.776
impair	merosakkan	0.153	0.500	0.360
impaired	terjejas	0.130	0.459	0.269
impairment	kecacatan	0.170	0.571	0.220
impart	menyampaikan	0.521	0.441	0.694
impartial	tidak adil	0.531	0.406	0.685
impartiality	tidak adil	0.622	0.394	0.616
impassable	tidak dapat dilalui	0.342	0.458	0.553
impassioned	bersemangat	0.740	0.780	0.802
impatience	ketidaksabaran	0.278	0.780	0.411
impatient	tidak sabar	0.250	0.708	0.429
impatiently	NO TRANSLATION	0.194	0.750	0.539
impeach	mencabar	0.208	0.776	0.664
impeachment	pemecatan	0.163	0.735	0.694
impeccable	sempurna	0.833	0.370	0.824
impede	menghalang	0.271	0.510	0.604
impediment	halangan	0.163	0.600	0.409
impelled	dorong	0.604	0.741	0.690
impending	akan berlaku	0.480	0.735	0.752
impenetrable	tidak dapat ditembusi	0.531	0.577	0.839
imperative	mustahak	0.625	0.647	0.708
imperceptible	tidak dapat dilihat	0.378	0.490	0.548
imperfect	tidak sempurna	0.173	0.527	0.202
imperfection	ketidaksempurnaan	0.190	0.567	0.321
imperfectly	tidak sempurna	0.297	0.481	0.330
imperial	imperial	0.669	0.646	0.922
imperialist	NO TRANSLATION	0.284	0.786	0.833
impermeable	tidak dapat ditembusi	0.510	0.308	0.558
impermissible	tidak boleh dibenarkan	0.188	0.464	0.352
impersonal	impersonal	0.316	0.356	0.472
impersonate	menyamar	0.510	0.632	0.591
impersonation	penyamaran	0.375	0.618	0.528
impersonator	peniru	0.469	0.586	0.406
impertinence	ketidakberikatan	0.170	0.653	0.420
impertinent	tidak menentu	0.219	0.826	0.373
impervious	tidak tahan	0.582	0.408	0.536
impetuous	berani	0.602	0.814	0.712
impetus	dorongan	0.521	0.740	0.635
implacable	tidak dapat disangkal	0.569	0.663	0.830
implant	implan	0.429	0.510	0.588
implantation	implan	0.396	0.604	0.741
implanted	ditanam	0.347	0.500	0.679
implement	melaksanakan	0.720	0.573	0.792
implicate	berimplikasi	0.250	0.670	0.434
implicated	terbabit	0.354	0.673	0.438
implication	implikasi	0.337	0.528	0.690
implied	tersirat	0.327	0.530	0.481
implore	memohon	0.396	0.650	0.377
implosion	letupan	0.412	0.724	0.547
imply	menyiratkan	0.542	0.670	0.533
impolite	tidak sopan	0.167	0.590	0.282
import	import	0.615	0.480	0.623
importance	pentingnya	0.750	0.580	0.864
important	penting	0.827	0.630	0.836
importation	pengimportan	0.625	0.500	0.733
impose	mengenakan	0.503	0.721	0.745
imposing	mengenakan	0.392	0.731	0.836
imposition	pengenaan	0.357	0.604	0.618
impossibility	kemustahilan	0.170	0.625	0.306
impossible	tidak mungkin	0.153	0.510	0.407
impostor	penipu	0.135	0.704	0.442
impotence	mati pucuk	0.198	0.689	0.224
impotent	mati pucuk	0.146	0.587	0.333
impound	impound	0.230	0.587	0.583
impoverished	miskin	0.125	0.311	0.203
impracticable	tidak praktikal	0.398	0.549	0.381
impractical	tidak praktikal	0.160	0.373	0.291
impregnable	tidak dapat dikalahkan	0.378	0.549	0.667
impregnate	impregnate	0.510	0.721	0.655
impress	menarik perhatian	0.816	0.744	0.895
impressed	terkesan	0.806	0.770	0.429
impression	kesannya	0.684	0.557	0.577
impressionable	terpengaruh	0.827	0.720	0.645
impressive	mengagumkan	0.781	0.830	0.873
imprint	jejak	0.615	0.574	0.685
imprison	memenjarakan	0.112	0.829	0.545
imprisoned	dipenjarakan	0.032	0.717	0.302
imprisonment	dipenjarakan	0.133	0.630	0.471
improbable	tidak mungkin	0.097	0.412	0.439
impromptu	impromptu	0.541	0.729	0.415
improper	tidak betul	0.229	0.520	0.259
impropriety	tidak sesuai	0.133	0.591	0.389
improve	memperbaiki	0.833	0.528	0.815
improved	bertambah baik	0.919	0.480	0.679
improvement	penambahbaikan	0.786	0.500	0.611
improves	bertambah baik	0.929	0.625	0.727
improving	memperbaiki	0.911	0.510	0.682
improvisation	penambahbaikan	0.631	0.812	0.529
improvise	menambah baik	0.646	0.650	0.519
improvised	improvisasi	0.610	0.673	0.443
imprudent	tidak berwibawa	0.170	0.676	0.265
impudence	kekasaran	0.214	0.500	0.472
impudent	kurang ajar	0.302	0.604	0.462
impulse	dorongan	0.530	0.840	0.611
impulsive	impulsif	0.365	0.864	0.607
impunity	sewenang-wenangnya	0.313	0.721	0.602
impure	tidak suci	0.260	0.560	0.208
impurity	kekotoran	0.173	0.546	0.306
imputation	imputasi	0.333	0.654	0.621
imtryingtosleep	NO TRANSLATION	0.438	0.363	0.385
inability	ketidakupayaan	0.150	0.529	0.250
inaccessible	tidak boleh diakses	0.083	0.585	0.446
inaccurate	tidak tepat	0.135	0.450	0.250
inaction	tidak bertindak	0.323	0.225	0.325
inactivate	tidak aktif	0.245	0.240	0.415
inactivation	penyahaktifan	0.198	0.260	0.220
inactive	tidak aktif	0.271	0.167	0.159
inactivity	tidak aktif	0.135	0.143	0.227
inadequacy	kekurangan	0.286	0.500	0.297
inadequate	tidak mencukupi	0.122	0.450	0.223
inadequateness	kekurangan	0.240	0.529	0.316
inadmissible	tidak dapat diterima	0.188	0.636	0.389
inadvertent	tidak sengaja	0.365	0.368	0.286
inadvertently	secara tidak sengaja	0.302	0.541	0.549
inaffable	NO TRANSLATION	0.388	0.518	0.455
inalienable	tidak dapat dipisahkan	0.437	0.459	0.608
inane	inane	0.271	0.350	0.268
inanimate	tidak bernyawa	0.281	0.143	0.224
inapplicable	tidak boleh digunakan	0.281	0.402	0.330
inappropriate	tidak sesuai	0.135	0.542	0.353
inattention	tidak masuk akal	0.208	0.433	0.188
inaudible	tidak dapat didengar	0.280	0.398	0.358
inaugural	pertama	0.684	0.567	0.608
inaugurate	merasmikan	0.781	0.582	0.800
inauguration	perasmian	0.847	0.712	0.769
inborn	inborn	0.590	0.288	0.546
inbound	masuk	0.531	0.388	0.538
inbred	inbred	0.397	0.520	0.473
incalculable	tak terhitung	0.449	0.620	0.679
incandescent	pijar	0.354	0.612	0.621
incantation	mantera	0.439	0.632	0.548
incapable	tidak berupaya	0.156	0.529	0.155
incapacity	ketidakupayaan	0.052	0.500	0.217
incarceration	pemenjaraan	0.100	0.800	0.397
incarnate	inkarnasi	0.552	0.651	0.593
incase	memasangkan	0.580	0.196	0.365
incendiary	pembakar	0.281	0.810	0.598
incense	kemenyan	0.698	0.275	0.328
incensed	marah	0.338	0.643	0.392
incentive	insentif	0.812	0.618	0.718
inception	permulaan	0.604	0.425	0.561
incessant	tidak henti-henti	0.438	0.760	0.544
incessantly	tidak henti-henti	0.417	0.765	0.606
incest	incest	0.073	0.853	0.491
incestuous	bersubahat	0.188	0.736	0.442
inch	inci	0.481	0.327	0.300
incidence	kejadian	0.417	0.527	0.429
