Word	Shona-sn	Valence	Arousal	Dominance
necessitate	zvinoda	0.578	0.604	0.516
necessities	zvinodiwa	0.520	0.630	0.463
necessity	zvinodiwa	0.567	0.471	0.588
neck	mutsipa	0.541	0.245	0.345
necklace	necklace	0.760	0.294	0.373
necktie	necktie	0.583	0.229	0.314
necromancer	necromancer	0.333	0.625	0.536
necrosis	necrosis	0.115	0.622	0.385
nectar	nectar	0.746	0.331	0.398
need	zvinodiwa	0.510	0.574	0.200
needalife	NO TRANSLATION	0.490	0.443	0.394
needed	inoda	0.677	0.342	0.679
needful	zvinodiwa	0.582	0.460	0.614
needit	NO TRANSLATION	0.250	0.472	0.356
needle	sindano	0.250	0.472	0.360
needlepoint	needlepoint	0.653	0.500	0.556
needles	nheyo	0.250	0.602	0.348
needless	hazvidiwi	0.327	0.385	0.200
needtoknow	needtoknow	0.427	0.606	0.474
needtorelax	NO TRANSLATION	0.673	0.438	0.274
needy	vanoshayiwa	0.360	0.451	0.245
nefarious	nefarious	0.184	0.720	0.528
negation	kupesana	0.255	0.461	0.297
negative	zvakaipa	0.102	0.527	0.176
negativity	negativity	0.060	0.520	0.273
neglect	kusazvidza	0.045	0.550	0.163
neglected	kukanganwa	0.271	0.385	0.160
neglecting	kurega	0.177	0.441	0.230
negligee	negligee	0.385	0.520	0.336
negligence	kusava nehanya	0.092	0.570	0.251
negligent	kusaremekedza	0.167	0.583	0.259
negligently	NO TRANSLATION	0.056	0.583	0.266
negligible	kusaremekedzwa	0.177	0.292	0.232
negotiable	negotiable	0.688	0.585	0.731
negotiate	kukurukura	0.612	0.708	0.769
negotiation	kukurukurirana	0.490	0.615	0.728
negotiator	negotiator	0.635	0.471	0.817
negro	negro	0.354	0.368	0.461
neigh	vo	0.378	0.642	0.373
neighbor	muvakidzani	0.657	0.448	0.434
neighborhood	vavakidzani	0.385	0.469	0.373
neighboring	vavakidzani	0.656	0.306	0.481
nemesis	nemesis	0.271	0.688	0.647
neon	neon	0.594	0.480	0.380
neonatal	neonatal	0.542	0.529	0.357
neophyte	neophyte	0.286	0.363	0.411
neoprene	neoprene	0.316	0.451	0.443
nephew	nephew	0.719	0.337	0.412
nepotism	nepotism	0.349	0.584	0.517
nerd	nerd	0.408	0.481	0.315
nerdy	nerdy	0.296	0.255	0.292
nerve	nerve	0.129	0.698	0.307
nerves	nerve	0.333	0.783	0.264
nervous	kutya	0.235	0.820	0.213
nervousness	kutya	0.163	0.915	0.241
nervouswreck	NO TRANSLATION	0.112	0.867	0.179
nervy	NO TRANSLATION	0.250	0.830	0.241
ness	ness	0.396	0.480	0.392
nest	dendere	0.687	0.221	0.333
nestle	nestle	0.625	0.308	0.379
nestling	nestling	0.604	0.427	0.286
net	net	0.441	0.288	0.417
nether	nether	0.240	0.265	0.259
netting	netting	0.368	0.509	0.585
nettle	nettle	0.406	0.324	0.490
network	network	0.531	0.337	0.466
networking	networking	0.625	0.482	0.545
neural	neural	0.582	0.426	0.391
neuralgia	neuralgia	0.092	0.706	0.439
neurological	neurological	0.500	0.540	0.558
neurologist	neurologist	0.608	0.500	0.736
neurology	neurology	0.459	0.537	0.580
neurosis	neurosis	0.122	0.766	0.418
neurosurgeon	neurosurgeon	0.590	0.673	0.755
neurosurgery	neurosurgery	0.490	0.632	0.730
neurotic	neurotic	0.198	0.801	0.387
neuter	neuter	0.621	0.163	0.302
neutral	kusarerekera	0.469	0.184	0.357
neutrality	kusarerekera	0.469	0.205	0.434
neutralize	neutralize	0.519	0.363	0.719
neutron	neutron	0.469	0.440	0.679
new	itsva	0.917	0.490	0.582
new age	nguva itsva	0.694	0.556	0.727
newbeginnings	NO TRANSLATION	0.802	0.613	0.524
newborn	chicheche	0.918	0.580	0.372
newcomer	mutsva	0.622	0.380	0.396
newday	newday	0.847	0.388	0.618
newfound	newfound	0.745	0.741	0.520
newjob	NO TRANSLATION	0.755	0.643	0.729
newlife	hupenyu hutsva	0.898	0.646	0.701
newly	achangobva	0.688	0.422	0.552
newlywed	achangobva kuchata	0.847	0.706	0.570
newme	newme	0.643	0.550	0.527
newness	hutsva	0.740	0.522	0.588
news	nhau	0.633	0.580	0.610
newscast	newscast	0.531	0.509	0.714
newscaster	newscaster	0.646	0.510	0.764
newsflash	newsflash	0.604	0.637	0.518
newsletter	newsletter	0.622	0.385	0.490
newsman	newsman	0.604	0.480	0.696
newspaper	pepanhau	0.602	0.283	0.444
newspaperman	newspaperman	0.561	0.458	0.750
newsreel	newsreel	0.625	0.571	0.577
newsroom	newsroom	0.531	0.392	0.658
newsstand	newsstand	0.615	0.222	0.336
newstart	newstart	0.802	0.510	0.667
newt	newt	0.458	0.380	0.541
newyear	NO TRANSLATION	0.938	0.784	0.520
nexus	nexus	0.496	0.368	0.412
nib	nib	0.510	0.282	0.406
nibble	nibble	0.551	0.551	0.411
nice	zvakanaka	0.930	0.442	0.650
niche	niche	0.459	0.413	0.318
nichts	NO TRANSLATION	0.406	0.293	0.404
nick	nick	0.554	0.388	0.387
nickel	nickel	0.510	0.347	0.406
nickname	nickname	0.490	0.470	0.263
nicotine	nicotine	0.235	0.608	0.447
niece	muzukuru	0.771	0.320	0.400
nifty	nifty	0.740	0.745	0.815
nigger	nigger	0.240	0.347	0.398
nigh	pedo	0.653	0.216	0.336
night	husiku	0.598	0.396	0.404
nightcap	nightcap	0.750	0.196	0.268
nightclub	kirabhu usiku	0.802	0.894	0.528
nightfall	nightfall	0.490	0.436	0.426
nightgown	usiku	0.643	0.408	0.250
nightie	nightie	0.630	0.388	0.274
nightingale	nightingale	0.740	0.340	0.496
nightlife	nightlife	0.542	0.783	0.510
nightly	usiku	0.673	0.410	0.474
nightmare	hope dzakaipa	0.005	0.810	0.436
nightmares	njodzi	0.082	0.942	0.448
nightstand	nightstand	0.490	0.130	0.327
nightstick	nighttick	0.500	0.461	0.348
nighttime	usikutime	0.735	0.385	0.439
nihilism	nihilism	0.367	0.510	0.364
nil	nil	0.286	0.143	0.157
nimble	nimble	0.833	0.729	0.769
nimrod	nimrod	0.327	0.500	0.539
nincompoop	nincompoop	0.365	0.431	0.368
nine	pfumbamwe	0.552	0.255	0.327
nineteen	gumi nepfumbamwe	0.673	0.304	0.375
ninety	makumi mapfumbamwe	0.479	0.349	0.436
ninja	ninja	0.542	0.844	0.682
ninny	ninny	0.344	0.343	0.309
nintendo	nintendo	0.802	0.571	0.464
ninth	chepfumbamwe	0.490	0.212	0.396
nip	nip	0.281	0.700	0.264
nipper	nipper	0.386	0.422	0.317
nipple	nipple	0.480	0.786	0.415
nippy	nippy	0.540	0.500	0.416
nitrate	nitrate	0.388	0.406	0.500
nitro	nitro	0.500	0.647	0.639
nitrogen	nitrogen	0.427	0.435	0.562
nitrous	nitrous	0.435	0.561	0.411
nitwit	nitwit	0.146	0.606	0.139
nix	nix	0.330	0.380	0.404
no anticipation	pasina tarisiro	0.396	0.480	0.341
no disgust	kwete kunyangadza	0.510	0.324	0.448
no emotion	kwete manzwiro	0.170	0.109	0.225
no sentiment	kwete manzwiro	0.092	0.382	0.278
no surprise	hazvishamisi	0.171	0.224	0.412
no trust	hapana kuvimba	0.055	0.445	0.257
nobility	vanokudzwa	0.844	0.347	0.736
noble	anokudzwa	0.906	0.345	0.610
nobleman	nobleman	0.675	0.286	0.709
nobodycares	NO TRANSLATION	0.365	0.410	0.354
nocomplaints	NO TRANSLATION	0.677	0.164	0.491
nocturnal	usiku	0.540	0.500	0.462
nod	nod	0.590	0.367	0.427
nodding	nodding	0.694	0.294	0.426
node	node	0.396	0.343	0.361
nodular	nodular	0.438	0.351	0.411
nodule	nodule	0.312	0.426	0.349
noggin	noggin	0.510	0.433	0.382
nohope	NO TRANSLATION	0.200	0.441	0.385
noir	black	0.375	0.394	0.365
noise	ruzha	0.260	0.883	0.388
noisy	mheremhere	0.271	0.812	0.561
nomad	nomad	0.375	0.413	0.433
nomadic	aridic	0.427	0.519	0.422
nomenclature	nomenclature	0.500	0.222	0.575
nominal	nominal	0.594	0.250	0.463
nominate	sarudza	0.615	0.471	0.669
nomination	kusarudzwa	0.663	0.637	0.696
nominee	nominee	0.662	0.625	0.765
nonce	nonce	0.422	0.370	0.377
nonchalant	nonchalant	0.312	0.314	0.366
noncompliance	kusateerera	0.112	0.598	0.259
nondescript	nondescript	0.490	0.434	0.348
nonexistent	hapana	0.208	0.429	0.149
nonfat	nonfat	0.604	0.260	0.340
nonfiction	kusagadzikana	0.426	0.315	0.431
nonpayment	nonpayment	0.229	0.510	0.298
nonresident	nonresident	0.250	0.340	0.302
nonsense	nonsense	0.214	0.531	0.155
nonsensical	nonsensical	0.173	0.268	0.193
nonviolent	nonviolent	0.640	0.287	0.346
noob	noob	0.417	0.430	0.267
noodle	noodle	0.633	0.216	0.225
nook	nook	0.480	0.321	0.296
noon	masikati	0.531	0.343	0.518
noose	noose	0.356	0.300	0.330
nopoint	NO TRANSLATION	0.276	0.324	0.314
noregrets	NO TRANSLATION	0.469	0.476	0.426
norm	chimiro	0.500	0.245	0.527
normal	zvakajairika	0.740	0.127	0.380
normalcy	normalcy	0.805	0.151	0.620
normality	tsika	0.781	0.089	0.444
north	mawodzanyemba	0.531	0.255	0.450
northbound	northbound	0.604	0.454	0.491
northeast	northeast	0.562	0.260	0.375
northern	kumusoro	0.570	0.340	0.472
northwest	kuchamhembe kumavirira	0.604	0.345	0.451
northwestern	kuchamhembe kwakadziva	0.479	0.306	0.462
noschool	NO TRANSLATION	0.490	0.400	0.380
nose	nemhino	0.582	0.270	0.245
nosebleed	nosebleed	0.153	0.776	0.361
nosey	nosy	0.276	0.655	0.223
nosnow	nosnow	0.392	0.394	0.366
nostalgia	nostalgia	0.417	0.337	0.339
nostalgic	nostalgic	0.458	0.351	0.184
nostress	NO TRANSLATION	0.531	0.404	0.415
nostril	chino	0.396	0.404	0.316
nosun	NO TRANSLATION	0.388	0.380	0.351
nosy	nosy	0.292	0.558	0.433
not negative	kwete zvakaipa	0.622	0.270	0.444
not positive	kwete zvakanaka	0.051	0.370	0.236
notable	anokosha	0.760	0.450	0.696
notables	zvinyorwa	0.594	0.608	0.755
notably	kunyanya	0.792	0.533	0.689
notamorningperson	NO TRANSLATION	0.469	0.578	0.440
notary	notary	0.541	0.451	0.676
notation	notation	0.635	0.380	0.558
notch	notch	0.459	0.361	0.358
notched	notched	0.480	0.530	0.356
note	note	0.594	0.163	0.416
notebook	bookbook	0.449	0.167	0.442
noted	akadaro	0.615	0.382	0.464
noteworthy	anokosha	0.704	0.481	0.759
nothappy	NO TRANSLATION	0.112	0.320	0.170
nothingbetter	NO TRANSLATION	0.635	0.390	0.543
nothingness	nothingness	0.204	0.080	0.161
notice	cherechedza	0.646	0.408	0.491
noticeable	zvinooneka	0.890	0.562	0.750
notification	notification	0.604	0.461	0.671
notify	zivisa	0.643	0.471	0.573
notion	pfungwa	0.612	0.284	0.667
notional	notional	0.520	0.288	0.500
notoriety	notoriety	0.552	0.633	0.769
notorious	rakakurumbira	0.366	0.582	0.609
notready	hazvisati zvaita	0.133	0.400	0.196
notwithstanding	zvisinei	0.367	0.316	0.433
nought	pasina	0.312	0.098	0.116
noun	zita racho	0.531	0.230	0.477
nourish	nourish	0.878	0.460	0.639
nourishment	zvokudya	0.786	0.290	0.631
nouveau	NO TRANSLATION	0.633	0.438	0.432
novel	novel	0.702	0.352	0.439
novelist	munyori wenhau	0.340	0.343	0.529
novelty	novelty	0.673	0.521	0.740
novice	novice	0.429	0.346	0.180
nowadays	nhasi	0.680	0.346	0.400
nowork	ikozvino	0.312	0.264	0.309
noworries	hapana kunetseka	0.630	0.402	0.500
noxious	noxious	0.177	0.585	0.379
nozzle	bhezi	0.438	0.330	0.287
nuance	nuance	0.408	0.282	0.411
nuances	nuances	0.490	0.375	0.527
nuclear	nyukireya	0.219	0.856	0.781
nucleus	nucleus	0.529	0.296	0.667
nude	nude	0.490	0.915	0.200
nudge	nudge	0.448	0.500	0.509
nudie	nudie	0.500	0.529	0.373
nudist	nudist	0.440	0.796	0.483
nudity	nudity	0.438	0.853	0.415
nugget	nugget	0.602	0.340	0.348
nuisance	njodzi	0.198	0.817	0.227
nuke	nuke	0.125	0.905	0.873
nul	NO TRANSLATION	0.337	0.358	0.264
null	null	0.253	0.147	0.152
nullify	kusagadzirisa	0.255	0.373	0.395
numb	numb	0.108	0.420	0.352
number	nhamba	0.406	0.231	0.471
numbering	kuverenga	0.510	0.363	0.482
numbers	nhamba	0.406	0.241	0.440
numbness	kupera	0.306	0.398	0.265
numbskull	numbskull	0.300	0.472	0.284
numeral	numeral	0.582	0.254	0.382
numerator	numerator	0.490	0.317	0.526
numerical	nhamba	0.479	0.322	0.517
numerically	numerically	0.510	0.337	0.500
numerous	akawanda	0.622	0.462	0.609
nun	NO TRANSLATION	0.500	0.150	0.406
nunchucks	nunchucks	0.337	0.580	0.526
nunnery	nunnery	0.653	0.236	0.473
nuptials	nuptials	0.771	0.588	0.571
nurse	mukoti	0.635	0.578	0.521
nursemaid	nursemaid	0.615	0.431	0.436
nursery	nursery	0.894	0.406	0.389
nursing	kuyamwisa	0.552	0.549	0.653
nurture	kurera	0.745	0.378	0.657
nut	nut	0.365	0.310	0.250
nutcase	nutcase	0.286	0.775	0.259
nutcracker	nutcracker	0.635	0.378	0.522
nuthouse	kusasunungura	0.347	0.519	0.434
nutmeg	nutmeg	0.635	0.302	0.350
nutrition	chikafu	0.885	0.420	0.579
nutritional	nutritional	0.812	0.406	0.676
nutritious	inonwisa	0.833	0.337	0.655
nutritive	nutritive	0.875	0.422	0.667
nuts	nuts	0.594	0.250	0.291
nutshell	nutshell	0.458	0.407	0.310
nutty	nutty	0.444	0.317	0.271
nylon	nylon	0.490	0.304	0.295
nylong	NO TRANSLATION	0.439	0.248	0.351
nylons	nylons	0.556	0.379	0.320
nymph	nymph	0.542	0.529	0.472
nymphomaniac	nymphomaniac	0.398	0.894	0.536
oaf	oaf	0.344	0.357	0.330
oak	oak	0.583	0.245	0.536
oar	oar	0.469	0.392	0.316
oasis	oasis	0.796	0.283	0.429
oat	oat	0.622	0.170	0.298
oath	oath	0.543	0.615	0.824
oatmeal	oatmeal	0.592	0.192	0.241
obedience	kuteerera	0.765	0.287	0.536
obedient	vanoteerera	0.800	0.179	0.518
obediently	kuteerera	0.802	0.304	0.577
obelisk	obelisk	0.604	0.408	0.596
obese	obese	0.133	0.427	0.250
obesity	kuneta	0.215	0.370	0.328
obey	teerera	0.677	0.433	0.533
obi	obi	0.469	0.442	0.414
obit	obit	0.410	0.464	0.393
obituary	obituary	0.188	0.330	0.423
object	chinhu	0.531	0.356	0.375
objection	kukanganisa	0.347	0.592	0.709
objectionable	zvinopesana	0.459	0.382	0.558
objective	chinangwa	0.724	0.337	0.736
objectivity	chinangwa	0.765	0.431	0.711
obligation	mhiko	0.222	0.596	0.718
obligatory	zvinosungirwa	0.337	0.571	0.780
oblige	zvinoremekedzwa	0.281	0.770	0.614
obliged	inosungirwa	0.327	0.680	0.411
obliging	kusunga	0.740	0.402	0.545
obligor	obligor	0.302	0.600	0.360
oblique	oblique	0.438	0.347	0.455
obliterate	kubvisa	0.250	0.539	0.569
obliterated	zvakaparadzwa	0.240	0.469	0.344
obliteration	kuparadzwa	0.177	0.622	0.397
oblivion	kusaziva	0.153	0.330	0.282
oblivious	kusaziva	0.229	0.388	0.355
oblong	oblong	0.561	0.455	0.370
obnoxious	obnoxious	0.088	0.602	0.256
oboe	oboe	0.510	0.340	0.392
obscene	zvinonyadzisa	0.050	0.745	0.348
obscenity	kunyadzisa	0.083	0.843	0.418
obscure	chakavanzika	0.370	0.551	0.278
obscured	chakavanzika	0.115	0.356	0.298
obscurity	kusviba	0.208	0.392	0.380
observance	kuchengeta	0.531	0.315	0.632
observant	kuchengeta	0.740	0.422	0.708
observation	kuongorora	0.633	0.433	0.667
observatory	kuchengetedza	0.643	0.324	0.731
observe	cherechedza	0.771	0.390	0.360
observer	mucherechedzi	0.663	0.363	0.603
observing	kuchengeta	0.583	0.400	0.685
obsess	kushungurudza	0.112	0.846	0.509
obsessed	kushungurudzika	0.219	0.840	0.439
obsessing	obsessing	0.173	0.773	0.698
obsession	kukanganisa	0.229	0.847	0.571
obsessive	obsessive	0.219	0.823	0.480
obsolescence	obsolescence	0.250	0.431	0.377
obsolete	hazvina basa	0.337	0.321	0.250
obstacle	chipingamupinyi	0.204	0.708	0.336
obstetrician	chiguniti	0.521	0.636	0.604
obstetrics	obstetrics	0.530	0.582	0.564
obstinate	akaoma	0.146	0.696	0.562
obstruct	zvinodzivisa	0.115	0.660	0.458
obstruction	kudzivisa	0.125	0.742	0.491
obstructive	kuvhiringidzika	0.204	0.650	0.613
obtain	kuwana	0.760	0.438	0.731
obtainable	inowanikwa	0.677	0.327	0.702
obtuse	obtuse	0.281	0.460	0.345
obverse	obverse	0.470	0.394	0.464
obvious	pachena	0.625	0.336	0.585
ocarina	ocarina	0.541	0.392	0.366
occasion	chiitiko	0.700	0.451	0.398
occasional	dzimwe nguva	0.490	0.298	0.387
occasionally	dzimwe nguva	0.538	0.240	0.264
occipital	occipital	0.398	0.408	0.518
occlusion	occlusion	0.306	0.439	0.442
occult	zvemashiripiti	0.292	0.382	0.406
occupancy	kugara	0.625	0.471	0.721
occupant	occupant	0.500	0.417	0.483
occupation	basa	0.562	0.470	0.692
occupational	occupational	0.583	0.469	0.596
occupied	occupied	0.337	0.546	0.441
occupier	occupier	0.427	0.438	0.600
occupy	occupy	0.396	0.520	0.589
occupying	occupying	0.573	0.462	0.519
occur	zvinoitika	0.451	0.561	0.510
occurrence	chiitiko	0.573	0.690	0.541
ocd	ocd	0.333	0.472	0.370
ocean	ocean	0.823	0.308	0.642
oceanic	oceanic	0.740	0.317	0.632
octagon	octagon	0.602	0.349	0.462
octave	octave	0.438	0.380	0.482
octopus	octopus	0.713	0.378	0.411
ocular	ocular	0.418	0.370	0.400
odd	odd	0.265	0.337	0.302
oddball	oddball	0.316	0.360	0.357
oddity	oddity	0.312	0.557	0.386
odds	zvinetso	0.500	0.472	0.680
ode	ode	0.604	0.269	0.519
odious	odious	0.235	0.708	0.235
odometer	odometer	0.367	0.470	0.388
odor	kunhuhwirira	0.337	0.363	0.404
odyssey	odyssey	0.622	0.692	0.710
oedipal	oedipal	0.312	0.575	0.509
oestrogen	estrogen	0.521	0.608	0.561
oeuvre	NO TRANSLATION	0.653	0.484	0.598
offal	offal	0.302	0.470	0.302
offence	offense	0.312	0.798	0.446
offend	zvinogumbura	0.094	0.804	0.333
offended	akakanganiswa	0.188	0.690	0.337
offender	anokanganisa	0.104	0.851	0.537
offense	offense	0.230	0.765	0.510
offensive	zvinogumbura	0.135	0.882	0.600
offer	offer	0.750	0.745	0.596
offered	akapiwa	0.582	0.490	0.544
offering	chipo	0.688	0.462	0.585
offhand	offhand	0.388	0.500	0.368
office	office	0.427	0.302	0.509
officer	mukuru	0.542	0.430	0.877
offices	mahofisi	0.469	0.312	0.534
official	official	0.646	0.565	0.833
officiate	officiate	0.688	0.453	0.704
offing	offing	0.490	0.412	0.447
offload	offload	0.479	0.444	0.525
offset	offset	0.719	0.394	0.704
offshoot	offshoot	0.517	0.330	0.361
offshore	offshore	0.417	0.484	0.441
offside	offside	0.323	0.519	0.443
offspring	vana	0.656	0.435	0.600
oft	oft	0.500	0.308	0.474
oftentimes	kazhinji nguva	0.571	0.500	0.482
ogre	ogre	0.135	0.698	0.510
ohdear	NO TRANSLATION	0.458	0.519	0.442
ohgod	NO TRANSLATION	0.500	0.557	0.439
ohno	ohno	0.396	0.475	0.380
ohshit	NO TRANSLATION	0.230	0.594	0.343
oil	mafuta	0.521	0.278	0.306
oils	mafuta	0.459	0.229	0.391
oily	oily	0.276	0.533	0.385
oink	oink	0.500	0.450	0.289
ointment	mafuta	0.438	0.271	0.398
okra	okra	0.469	0.400	0.362
old	akare	0.410	0.279	0.315
olden	olden	0.284	0.213	0.425
older	vakwegura	0.385	0.255	0.317
oldie	oldie	0.363	0.363	0.342
oldies	oldies	0.438	0.300	0.412
olfactory	olfactory	0.602	0.409	0.452
oligarchy	oligarchy	0.327	0.567	0.741
olive	muorivhi	0.571	0.231	0.406
omega	omega	0.529	0.337	0.526
omelet	omelet	0.708	0.323	0.315
omen	omeni	0.390	0.657	0.583
omgomgomg	NO TRANSLATION	0.490	0.551	0.358
ominous	ominous	0.255	0.730	0.510
omission	kusateerera	0.367	0.333	0.275
omit	siyirira	0.330	0.265	0.451
omitted	akasiya	0.260	0.235	0.211
omnibus	omnibus	0.490	0.410	0.473
omnipotence	simba rose	0.667	0.793	0.866
omnipotent	zvachose	0.719	0.679	0.919
omnipresent	omnipresent	0.688	0.452	0.825
omniscient	asingazivi	0.656	0.334	0.778
onboard	onboard	0.612	0.451	0.491
oncologist	oncologist	0.260	0.654	0.640
oncology	oncology	0.204	0.424	0.500
oncoming	inouya	0.594	0.625	0.773
one	Poshi	0.542	0.292	0.370
oneday	NO TRANSLATION	0.667	0.245	0.374
onedge	onedge	0.479	0.552	0.400
onelove	rudo rumwe	0.816	0.577	0.541
oneness	kubatana	0.745	0.272	0.720
onerous	onerous	0.500	0.480	0.462
oneself	iwe pachako	0.660	0.337	0.483
ongoing	inopfuurira	0.674	0.484	0.556
onion	onion	0.378	0.367	0.382
onset	kutanga	0.673	0.497	0.500
onslaught	kuparadza	0.198	0.939	0.717
onstage	onstage	0.719	0.673	0.583
ontology	ontology	0.510	0.450	0.518
onus	onus	0.562	0.520	0.769
onward	mberi	0.667	0.538	0.741
onyx	onyx	0.571	0.461	0.380
oodles	oodles	0.490	0.374	0.446
oomph	oomph	0.449	0.613	0.315
ooze	ooze	0.344	0.577	0.333
oozing	oozing	0.238	0.515	0.427
op	op	0.480	0.402	0.349
opacity	opacity	0.471	0.251	0.256
opal	opal	0.623	0.479	0.379
opaque	opaque	0.344	0.265	0.342
ope	ope	0.375	0.380	0.395
open	kuvhura	0.620	0.480	0.569
opener	opener	0.584	0.526	0.377
opening	kuvhura	0.667	0.510	0.620
openly	pachena	0.603	0.388	0.553
openness	kuvhura	0.837	0.561	0.667
opera	opera	0.714	0.500	0.483
operate	inoshanda	0.582	0.690	0.691
operatic	operatic	0.375	0.452	0.627
operation	operation	0.475	0.611	0.755
operational	operational	0.562	0.570	0.679
operations	kushanda	0.480	0.549	0.798
operative	operative	0.541	0.635	0.718
operator	operator	0.612	0.630	0.726
ophthalmic	ophthalmic	0.427	0.385	0.444
ophthalmologist	ophthalmologist	0.552	0.389	0.491
opiate	opiate	0.281	0.594	0.598
opinion	maonero	0.594	0.482	0.638
opinionated	maonero	0.156	0.800	0.491
opium	opium	0.276	0.490	0.333
opponent	muvengi	0.080	0.741	0.716
opportune	mukana	0.796	0.538	0.767
opportunism	kusarura	0.571	0.752	0.673
opportunity	mukana	0.938	0.745	0.833
oppose	zvinopesana	0.431	0.800	0.473
opposed	zvinopesana	0.092	0.460	0.606
opposing	kupikisa	0.188	0.660	0.518
opposite	zvakatarisana	0.235	0.545	0.408
opposites	zvinopesana	0.281	0.518	0.462
opposition	kushorwa	0.135	0.729	0.592
oppress	kudzvinyirira	0.186	0.654	0.555
oppressed	vakamanikidzwa	0.119	0.640	0.259
oppression	kudzvinyirirwa	0.080	0.673	0.615
oppressive	kudzvinyirira	0.276	0.590	0.667
oppressor	vadzvinyiriri	0.160	0.776	0.629
ops	ops	0.417	0.550	0.528
opt	sarudza	0.510	0.471	0.345
optic	optic	0.663	0.384	0.594
optical	optical	0.677	0.311	0.542
optics	optics	0.562	0.286	0.580
optimism	tariro	0.949	0.565	0.814
optimist	optimist	0.875	0.539	0.787
optimistic	optimistic	0.979	0.580	0.821
optimum	optimum	0.892	0.469	0.808
option	chisarudzo	0.512	0.427	0.359
optional	kusarudza	0.755	0.350	0.440
optionally	optionally	0.365	0.405	0.481
options	zvisarudzo	0.622	0.327	0.473
optometrist	optometrist	0.446	0.455	0.668
opulence	opulence	0.620	0.615	0.648
opulent	opulent	0.562	0.660	0.660
opus	opus	0.458	0.368	0.391
oracle	shoko	0.552	0.531	0.670
oral	muromo	0.530	0.448	0.375
orange	orenji	0.646	0.132	0.296
orange juice	chinwiwa cheranjisi	0.719	0.343	0.445
orangutan	orangutan	0.430	0.560	0.471
oration	manzwiro	0.646	0.315	0.683
orator	orator	0.667	0.375	0.682
oratory	rumbidzo	0.602	0.472	0.693
orb	orb	0.463	0.370	0.444
orbit	orbit	0.561	0.422	0.575
orbital	orbital	0.458	0.451	0.559
orbiting	kurwisana	0.520	0.643	0.554
orbs	orbs	0.469	0.355	0.482
orc	orc	0.240	0.510	0.388
orchard	munda wemichero	0.760	0.269	0.333
orchestra	orchestra	0.708	0.500	0.664
orchid	orchid	0.840	0.345	0.382
ordained	akagadzwa	0.735	0.409	0.731
ordeal	njodzi	0.344	0.539	0.529
order	urongwa	0.780	0.295	0.814
orderly	zvakarongeka	0.844	0.240	0.661
ordinance	mitemo	0.615	0.452	0.776
ordinary	kazhinji	0.375	0.312	0.286
ordination	kugadziriswa	0.688	0.490	0.765
ordnance	ordnance	0.354	0.825	0.679
ore	ore	0.500	0.333	0.356
oregano	oregano	0.596	0.327	0.250
organ	organ	0.510	0.469	0.538
organic	organic	0.719	0.343	0.535
organism	mhuka	0.457	0.559	0.800
organist	organist	0.740	0.469	0.669
organization	sangano	0.810	0.535	0.851
organize	kuronga	0.802	0.655	0.781
organized	akarongeka	0.816	0.337	0.746
organizer	mugadziri	0.604	0.577	0.846
orgasm	orgasm	0.844	0.863	0.676
orgies	manyanzvi	0.388	0.953	0.433
orgy	orgy	0.346	0.962	0.536
orient	chinangwa	0.667	0.422	0.667
oriental	oriental	0.592	0.409	0.598
orientation	maitiro	0.667	0.454	0.686
