Word	Ukrainian-uk	Valence	Arousal	Dominance
handball	гандбол	0.561	0.493	0.440
handbook	довідник	0.600	0.224	0.567
handcuff	наручники	0.310	0.590	0.593
handful	жменька	0.521	0.481	0.400
handgun	пістолет	0.156	0.914	0.782
handheld	КПК	0.646	0.350	0.586
handicap	гандикап	0.133	0.394	0.264
handicapped	інваліди	0.204	0.467	0.180
handicraft	ремесло	0.724	0.333	0.565
handiwork	ручна робота	0.753	0.430	0.410
handkerchief	носові хустки	0.510	0.192	0.219
handle	обробляти	0.698	0.571	0.558
handler	обробник	0.439	0.593	0.861
handmade	ручна робота	0.776	0.383	0.475
handout	роздатковий матеріал	0.560	0.330	0.545
handprint	відбиток руки	0.635	0.289	0.463
handshake	рукостискання	0.816	0.654	0.492
handsome	красивий	0.890	0.600	0.682
handwriting	почерк	0.615	0.378	0.381
handy	зручний	0.741	0.378	0.639
handyman	мануфактура	0.660	0.373	0.393
hang	повісити	0.323	0.529	0.446
hangar	ангар	0.490	0.456	0.481
hanger	вішалка	0.439	0.462	0.461
hanging	висять	0.378	0.471	0.389
hangman	палац	0.153	0.877	0.555
hangout	відеокімната	0.573	0.500	0.462
hangover	похмілля	0.188	0.565	0.267
hangry	NO TRANSLATION	0.219	0.794	0.279
hank	ханк	0.510	0.375	0.339
hankering	жахливий	0.604	0.540	0.558
hanky	ханкі	0.460	0.276	0.250
hap	NO TRANSLATION	0.503	0.431	0.453
haphazard	випадково	0.469	0.530	0.324
hapless	нещасний	0.271	0.442	0.193
happen	статися	0.677	0.670	0.551
happening	відбувається	0.646	0.529	0.555
happier	щасливіше	0.990	0.760	0.806
happiest	найщасливіший	0.990	0.716	0.746
happily	щасливо	1.000	0.690	0.674
happiness	щастя	0.960	0.732	0.850
happy	щасливий	1.000	0.735	0.772
happydance	щастя	0.857	0.760	0.582
happyday	щасливий день	0.929	0.650	0.663
happyheart	щасливий серце	0.949	0.575	0.605
happyholidays	NO TRANSLATION	0.927	0.740	0.637
happynewyear	NO TRANSLATION	0.969	0.815	0.559
happyplace	NO TRANSLATION	0.938	0.589	0.645
happytweet	NO TRANSLATION	0.847	0.588	0.437
happyvalentinesday	NO TRANSLATION	0.929	0.784	0.509
harass	переслідувати	0.160	0.775	0.620
harassing	переслідування	0.120	0.873	0.446
harassment	переслідування	0.083	0.896	0.420
harbinger	провісник	0.490	0.389	0.692
harbor	гавань	0.594	0.356	0.634
hard	важко	0.302	0.708	0.616
hardball	хардбол	0.542	0.667	0.452
hardcore	хардкор	0.250	0.721	0.585
harden	затвердіти	0.276	0.598	0.677
hardened	загартований	0.406	0.618	0.764
hardening	загартовування	0.388	0.673	0.741
hardheaded	важко на чолі	0.156	0.699	0.571
hardness	твердість	0.417	0.580	0.745
hardship	труднощі	0.094	0.775	0.482
hardware	апаратне забезпечення	0.594	0.289	0.686
hardwood	листяна деревина	0.417	0.363	0.518
hardworking	працьовитий	0.719	0.583	0.792
hardy	витривалість	0.571	0.569	0.810
hare	заєць	0.620	0.410	0.345
harebrained	нестримний	0.296	0.551	0.436
harem	гарем	0.521	0.578	0.582
hark	гарненько	0.571	0.500	0.398
harlot	блудниця	0.198	0.798	0.330
harm	шкодити	0.073	0.679	0.423
harmful	шкідливий	0.094	0.750	0.291
harmless	нешкідливий	0.625	0.226	0.241
harmonica	гармоніка	0.847	0.235	0.510
harmonics	гармоніки	0.865	0.400	0.575
harmonious	гармонійний	0.938	0.391	0.719
harmoniously	гармонійно	0.969	0.265	0.647
harmonize	гармонізувати	0.939	0.461	0.609
harmony	гармонія	0.949	0.230	0.509
harness	збруя	0.570	0.549	0.508
harp	арфа	0.618	0.310	0.356
harper	Харпер	0.417	0.454	0.435
harpoon	гарпун	0.490	0.700	0.557
harpsichord	клавесина	0.541	0.490	0.438
harrowing	боронування	0.209	0.810	0.474
harry	Гаррі	0.520	0.409	0.390
harsh	сувора	0.250	0.650	0.623
harshness	жорстокість	0.323	0.600	0.779
hart	Гарт	0.643	0.389	0.447
harvest	врожай	0.781	0.353	0.548
hash	хеш	0.344	0.453	0.355
hashish	гашиш	0.370	0.570	0.358
hassle	клопоту	0.177	0.740	0.489
haste	поспішати	0.378	0.745	0.500
hasten	поспішати	0.571	0.750	0.618
hastily	поспішно	0.271	0.609	0.609
hasty	поспішна	0.188	0.885	0.424
hat	капелюх	0.604	0.183	0.353
hatch	люк	0.479	0.653	0.402
hatchet	топор	0.333	0.608	0.500
hate	ненавидіти	0.031	0.802	0.430
hateeee	NO TRANSLATION	0.219	0.606	0.368
hateeveryone	NO TRANSLATION	0.041	0.840	0.429
hateful	ненависна	0.071	0.819	0.430
hater	ненависник	0.052	0.702	0.422
hateyou	NO TRANSLATION	0.125	0.735	0.464
hating	ненавидіти	0.083	0.820	0.434
hatred	ненависть	0.037	0.847	0.424
haughty	пихатий	0.240	0.708	0.588
haul	тягнути	0.551	0.564	0.453
haulage	перевезення	0.561	0.510	0.650
haunt	переслідувати	0.288	0.676	0.576
haunted	переслідував	0.264	0.731	0.520
have	мати	0.757	0.389	0.593
haven	притулок	0.684	0.265	0.547
havoc	хаос	0.163	0.769	0.535
haw	хаос	0.406	0.426	0.431
hawk	яструб	0.583	0.530	0.631
hawking	Хокінг	0.521	0.509	0.491
hay	NO TRANSLATION	0.469	0.212	0.343
haye	NO TRANSLATION	0.615	0.451	0.336
hayride	хайрід	0.561	0.521	0.464
haystack	стог сіна	0.552	0.292	0.331
haywire	haywire	0.358	0.545	0.430
hazard	небезпека	0.112	0.884	0.757
hazardous	небезпечний	0.061	0.750	0.670
haze	туман	0.427	0.327	0.217
hazmat	хаммат	0.398	0.479	0.519
hazy	туманний	0.450	0.433	0.230
head	голова	0.530	0.472	0.558
headache	головний біль	0.168	0.755	0.273
headaches	головні болі	0.104	0.720	0.259
headband	обгортка	0.670	0.469	0.527
headdress	головний убір	0.594	0.408	0.443
header	заголовок	0.560	0.398	0.740
headgear	головні убори	0.542	0.442	0.571
heading	заголовок	0.551	0.292	0.642
headland	голова	0.574	0.551	0.430
headless	без головки	0.136	0.582	0.235
headlight	фара	0.592	0.343	0.393
headline	заголовок	0.630	0.241	0.685
headliner	хедлайнер	0.500	0.490	0.625
headlock	голова	0.448	0.538	0.560
headlong	без головки	0.354	0.548	0.409
headmaster	директор	0.604	0.564	0.865
headphones	навушники	0.600	0.357	0.336
headquarter	штаб-квартира	0.615	0.269	0.525
headquarters	штаб-квартира	0.615	0.271	0.525
headset	гарнітура	0.602	0.340	0.302
headstone	головний камінь	0.240	0.378	0.349
headstrong	тихий	0.310	0.714	0.500
headway	перебіг	0.823	0.464	0.745
heady	гучний	0.448	0.806	0.565
heal	зцілити	0.765	0.245	0.556
healer	цілитель	0.863	0.378	0.741
healing	зцілення	0.750	0.452	0.585
health	здоров'я	0.935	0.427	0.551
healthcare	охорона здоров'я	0.780	0.392	0.630
healthful	здоровий	0.930	0.315	0.769
healthy	здоровий	0.938	0.319	0.818
heap	купа	0.582	0.510	0.474
hear	почуй	0.760	0.429	0.444
hearer	слухач	0.656	0.281	0.415
hearing	слухання	0.669	0.490	0.595
hearsay	чутки	0.288	0.623	0.333
hearse	скринька	0.177	0.490	0.324
heart	серце	0.827	0.500	0.693
heart disease	хвороба серця	0.250	0.750	0.386
heartache	сердечна хвороба	0.088	0.750	0.291
heartattack	NO TRANSLATION	0.156	0.839	0.455
heartbeat	серцебиття	0.750	0.698	0.585
heartbreak	серденька	0.208	0.610	0.245
heartbreaker	серцебиття	0.265	0.685	0.580
heartbreaking	сердечний	0.146	0.811	0.423
heartbroken	серцебитий	0.082	0.551	0.235
heartburn	печія	0.143	0.613	0.398
hearted	сердець	0.823	0.410	0.805
heartfelt	щирий	0.904	0.440	0.540
hearth	вогнище	0.760	0.275	0.536
heartily	сердечно	0.927	0.531	0.664
heartland	серцевина	0.812	0.510	0.675
heartless	безсердечний	0.071	0.652	0.400
hearts	серця	0.948	0.592	0.634
heartsick	сердець	0.240	0.388	0.208
heartworm	Серцевий черв'як	0.333	0.550	0.430
hearty	сердечний	0.760	0.684	0.792
heat	тепло	0.534	0.612	0.433
heated	нагрівається	0.479	0.497	0.542
heater	нагрівач	0.500	0.573	0.538
heath	здоров'я	0.802	0.387	0.546
heathen	язичницький	0.194	0.529	0.491
heather	вереск	0.500	0.352	0.407
heating	опалення	0.647	0.491	0.537
heave	піднімай	0.716	0.588	0.664
heaven	небеса	0.896	0.385	0.600
heavenly	небесний	0.844	0.452	0.712
heavens	небеса	0.806	0.273	0.683
heavily	сильно	0.542	0.679	0.814
heaviness	важкість	0.219	0.549	0.318
heaving	посилення	0.201	0.843	0.491
heavy	важкий	0.250	0.454	0.600
heavy metal	важкий метал	0.417	0.755	0.621
heavyweight	суперважкий	0.429	0.578	0.713
heck	гек	0.240	0.728	0.560
hectares	гектари	0.570	0.250	0.471
hectic	суєта	0.167	0.811	0.438
hedge	хеджування	0.604	0.602	0.569
hedgehog	їжак	0.458	0.491	0.377
hedonism	гедонізм	0.510	0.500	0.608
hee	hee	0.430	0.433	0.312
heed	прислухся	0.750	0.490	0.569
heel	каблук	0.480	0.350	0.385
heels	каблуки	0.500	0.439	0.396
heft	хит	0.503	0.340	0.530
hefty	здоровенний	0.550	0.654	0.745
hegemonic	гегемонічний	0.462	0.519	0.558
heheh	NO TRANSLATION	0.625	0.510	0.278
heifer	телиця	0.439	0.443	0.321
height	висота	0.677	0.608	0.648
heighten	підсилювати	0.755	0.622	0.765
heightened	підвищений	0.592	0.529	0.788
heinous	грізний	0.133	0.792	0.471
heir	спадкоємець	0.840	0.654	0.764
heiress	спадкоємиця	0.827	0.571	0.676
heirloom	реліквія	0.684	0.375	0.745
heirs	спадкоємці	0.796	0.519	0.698
heist	Heist	0.184	0.850	0.645
helical	гвинтовий	0.379	0.429	0.468
helicopter	вертоліт	0.714	0.806	0.617
helipad	вертоліт	0.780	0.637	0.573
heliport	вертоліт	0.594	0.604	0.527
helium	гелій	0.490	0.316	0.304
helix	спіраль	0.521	0.462	0.509
hell	пекло	0.020	0.918	0.565
hellfire	пекло	0.143	0.890	0.618
hellhole	пекло	0.200	0.615	0.421
hellish	пекельний	0.125	0.860	0.545
helm	руль	0.511	0.450	0.615
helmet	шолом	0.573	0.327	0.402
helmsman	рульовий	0.490	0.441	0.647
help	допомогти	0.673	0.471	0.460
helper	помічник	0.704	0.438	0.567
helpful	корисний	0.816	0.337	0.705
helpless	безпорадний	0.104	0.420	0.214
helplessness	безпорадність	0.087	0.480	0.250
hem	NO TRANSLATION	0.562	0.283	0.291
hematite	гематит	0.448	0.389	0.342
hematoma	гематома	0.146	0.600	0.398
hemi	гемі	0.510	0.363	0.342
hemisphere	півкуля	0.531	0.367	0.598
hemispheric	півсферична	0.562	0.449	0.603
hemlock	болото	0.438	0.350	0.434
hemoglobin	гемоглобін	0.469	0.481	0.418
hemorrhage	крововилив	0.031	0.849	0.426
hemorrhoids	геморой	0.133	0.702	0.304
hemostat	гемостат	0.388	0.442	0.464
hemp	конопель	0.469	0.439	0.422
hen	NO TRANSLATION	0.385	0.276	0.241
henceforth	відтепер	0.527	0.404	0.466
henhouse	курник	0.500	0.577	0.414
hepatitis	гепатит	0.055	0.596	0.358
herald	герольд	0.643	0.382	0.500
heraldry	геральдика	0.550	0.520	0.607
herb	трави	0.643	0.418	0.353
herbaceous	трав'янистий	0.560	0.220	0.310
herbal	трав'яні	0.592	0.255	0.390
herbarium	гербарій	0.602	0.188	0.327
herbs	трави	0.620	0.299	0.308
herd	стадо	0.592	0.500	0.474
hereditary	спадковий	0.531	0.600	0.737
heredity	спадковість	0.704	0.445	0.818
heresy	єресь	0.265	0.765	0.443
heretic	єретик	0.090	0.710	0.447
heretical	єретичний	0.229	0.630	0.487
heretofore	до цього часу	0.479	0.388	0.385
hereunto	сюди	0.500	0.225	0.333
herewith	при цьому	0.450	0.360	0.415
heritage	спадщина	0.842	0.512	0.815
hermaphrodite	гермафродит	0.480	0.684	0.481
hermeneutics	герменевтика	0.406	0.577	0.562
hermit	відлюдник	0.271	0.337	0.351
hernia	грижа	0.146	0.486	0.223
hero	герой	0.940	0.806	0.881
heroic	героїчний	0.890	0.770	0.912
heroics	героїки	0.865	0.673	0.894
heroin	героїн	0.276	0.843	0.655
heroine	героїня	0.729	0.755	0.833
heroism	героїзм	0.844	0.802	0.898
herpes	герпес	0.110	0.600	0.309
herpesvirus	герпесвірус	0.219	0.558	0.435
herring	оселедець	0.531	0.387	0.422
hertz	герц	0.396	0.417	0.506
hesitant	нерішучий	0.333	0.542	0.321
hesitate	вагатись	0.459	0.548	0.232
hesitating	вагаючись	0.265	0.528	0.240
hesitation	вагання	0.286	0.396	0.217
hetero	гетеро	0.589	0.405	0.435
heterogeneity	неоднорідність	0.439	0.450	0.556
heterosexual	гетеросексуальний	0.561	0.612	0.557
hew	калібр	0.417	0.470	0.377
hex	шістнадцятковий	0.410	0.510	0.363
hexagon	шестикутник	0.542	0.226	0.425
heyday	розквіт	0.646	0.680	0.673
hiatus	пауза	0.479	0.294	0.352
hibernate	сплячий режим	0.500	0.317	0.431
hibernation	сплячий режим	0.469	0.245	0.384
hiccup	ікота	0.271	0.549	0.240
hick	Хік	0.357	0.442	0.314
hickey	хіккі	0.448	0.529	0.345
hickory	гіркори	0.520	0.490	0.415
hidden	прихований	0.208	0.430	0.327
hide	приховати	0.438	0.510	0.218
hideaway	притулок	0.448	0.481	0.360
hideous	жахливий	0.091	0.750	0.328
hideout	притулок	0.337	0.443	0.302
hiding	ховається	0.250	0.567	0.364
hierarchical	ієрархічний	0.521	0.620	0.939
hierarchy	ієрархія	0.583	0.722	0.902
hieroglyphics	ієрогліфи	0.479	0.325	0.509
high	високий	0.684	0.510	0.614
high heels	високі підбори	0.646	0.528	0.429
highball	високий бал	0.656	0.520	0.481
higher	вище	0.866	0.528	0.713
highest	найвищий	0.771	0.640	0.710
highland	високогір'я	0.615	0.481	0.611
highlands	високогір'я	0.735	0.431	0.596
highlight	виділити	0.844	0.637	0.882
highness	високість	0.740	0.670	0.931
hight	висота	0.667	0.637	0.645
hightail	hightail	0.448	0.480	0.481
highway	шосе	0.640	0.583	0.425
hijack	викрасти	0.042	0.908	0.594
hijacker	викрадач	0.104	0.953	0.683
hike	похід	0.615	0.442	0.538
hiker	турист	0.694	0.802	0.644
hiking	піші прогулянки	0.820	0.843	0.670
hiking boot	пішохідна черевик	0.657	0.353	0.446
hilarious	веселий	0.750	0.640	0.537
hilarity	веселощі	0.745	0.480	0.575
hill	пагорб	0.615	0.353	0.518
hillside	схил пагорба	0.625	0.292	0.458
hilltop	вершина гори	0.688	0.643	0.787
hilly	горбиста	0.643	0.479	0.603
hilt	рукоятка	0.396	0.650	0.537
hind	задній	0.483	0.644	0.337
hinder	перешкоджати	0.276	0.537	0.470
hindering	заважає	0.260	0.654	0.435
hindrance	перешкода	0.135	0.545	0.473
hindsight	заднім числом	0.333	0.431	0.532
hinge	шарнір	0.458	0.292	0.417
hint	натяк	0.602	0.330	0.517
hinterland	глибинний простір	0.530	0.520	0.457
hip	стегна	0.448	0.415	0.345
hip hop	хіп хоп	0.740	0.714	0.484
hippie	хіппі	0.551	0.400	0.396
hippo	бегемот	0.490	0.404	0.477
hippopotamus	гіпопотам	0.541	0.472	0.615
hire	найняти	0.688	0.558	0.556
hirsute	гірсути	0.385	0.483	0.373
hiss	свистячий	0.388	0.480	0.370
hissing	Шипінг	0.500	0.454	0.400
histology	гістологія	0.490	0.320	0.560
historian	історик	0.688	0.270	0.637
historic	історичний	0.816	0.473	0.784
historical	історичний	0.653	0.357	0.833
historiography	історіографія	0.562	0.415	0.634
history	історія	0.729	0.382	0.754
hit	хіт	0.235	0.931	0.679
hitch	гачка	0.512	0.480	0.554
hitchhike	автостопом	0.396	0.622	0.385
hitchhiker	автостопом	0.594	0.626	0.603
hitherto	досі	0.448	0.356	0.463
hitter	нападаючий	0.418	0.683	0.713
hive	вулик	0.471	0.452	0.544
hives	вулики	0.417	0.473	0.591
hoard	накопичення	0.506	0.412	0.518
hoarse	хрипкий	0.281	0.402	0.315
hoary	хрипи	0.469	0.298	0.424
hoax	містифікація	0.146	0.696	0.303
hob	плита	0.633	0.363	0.415
