Word	Polish-pl	Valence	Arousal	Dominance
marred	zepsuty	0.181	0.561	0.233
marriage	małżeństwo	0.844	0.684	0.750
married	żonaty	0.674	0.570	0.602
marrow	szpik kostny	0.398	0.422	0.472
marry	ożenić	0.896	0.765	0.673
marsh	bagno	0.302	0.358	0.277
marshal	marszałek	0.469	0.610	0.819
marshmallow	pianka	0.740	0.441	0.391
mart	targowisko	0.531	0.402	0.418
martial	wojenny	0.480	0.710	0.737
martingale	Martingale	0.469	0.510	0.455
martini	martini	0.828	0.500	0.519
martyr	męczennik	0.281	0.708	0.509
martyrdom	męczeństwo	0.323	0.745	0.442
marvel	podziwiać	0.961	0.755	0.866
marvellous	cudowny	0.878	0.809	0.849
marvelous	cudowny	0.948	0.637	0.778
marvelously	fenomenalnie	0.968	0.708	0.764
marzipan	NO TRANSLATION	0.684	0.380	0.258
mascara	tusz do rzęs	0.575	0.450	0.269
mascot	maskotka	0.750	0.337	0.337
masculine	rodzaj męski	0.653	0.540	0.773
masculinity	męskość	0.583	0.670	0.851
mash	zacier	0.440	0.363	0.283
mashed	tłuczony	0.531	0.337	0.194
mask	maska	0.510	0.490	0.537
masked	zamaskowany	0.375	0.549	0.518
masks	maski	0.510	0.472	0.241
masochism	masochizm	0.194	0.845	0.483
masochist	masochista	0.164	0.784	0.353
mason	mason	0.541	0.442	0.580
masquerade	maskarada	0.431	0.633	0.446
mass	masa	0.458	0.245	0.277
massacre	masakra	0.031	0.887	0.640
massage	masaż	0.708	0.356	0.413
masses	szerokie rzesze	0.552	0.453	0.473
masseur	masażysta	0.622	0.265	0.463
masseuse	masażystka	0.594	0.373	0.391
massive	masywny	0.569	0.660	0.750
mast	maszt	0.542	0.390	0.580
master	mistrz	0.694	0.490	0.849
masterful	mistrzowski	0.854	0.510	0.960
mastermind	mistrz umysłu	0.792	0.625	0.918
masterpiece	arcydzieło	0.926	0.623	0.847
mastery	mistrzostwo	0.755	0.648	0.873
masturbate	uprawiać masturbację	0.552	0.926	0.500
masturbation	masturbacja	0.542	0.961	0.509
mat	mata	0.459	0.221	0.304
matador	matador	0.224	0.880	0.667
match	mecz	0.599	0.573	0.500
matchbook	matchbook	0.562	0.391	0.412
matching	pasujący	0.719	0.735	0.418
matchmaker	swat	0.615	0.509	0.519
mate	kumpel	0.847	0.417	0.669
material	materiał	0.521	0.363	0.439
materialism	materializm	0.220	0.390	0.556
materialist	materialista	0.255	0.491	0.504
materialistic	materialistyczny	0.420	0.506	0.589
materiality	materialność	0.417	0.450	0.636
materialize	zmaterializować	0.688	0.596	0.728
materially	materialnie	0.490	0.451	0.670
materials	materiały	0.633	0.361	0.473
materiel	materiel	0.531	0.294	0.417
maternal	macierzyński	0.847	0.417	0.634
maternity	macierzyństwo	0.865	0.480	0.622
math	matematyka	0.417	0.375	0.600
mathematical	matematyczny	0.620	0.500	0.548
mathematician	matematyk	0.541	0.418	0.773
mathematics	matematyka	0.438	0.435	0.664
matinee	poranek	0.694	0.578	0.447
mating	gody	0.755	0.840	0.759
matriculation	immatrykulacja	0.622	0.490	0.675
matrimony	małżeństwo	0.850	0.637	0.843
matrix	matryca	0.551	0.378	0.673
matron	matrona	0.520	0.519	0.555
matted	kołtunowaty	0.281	0.519	0.393
matter	materia	0.487	0.353	0.562
matting	mata słomiana	0.479	0.405	0.423
mattress	materac	0.612	0.255	0.397
maturation	dojrzewanie	0.612	0.439	0.698
mature	dojrzały	0.625	0.347	0.600
maturity	dojrzałość	0.827	0.400	0.806
maudlin	ckliwy	0.337	0.417	0.368
mausoleum	mauzoleum	0.344	0.281	0.594
mauve	fiołkoworóżowy	0.533	0.330	0.314
maverick	politycznie niezależny	0.354	0.676	0.409
maxim	maksyma	0.875	0.562	0.887
maximize	Wyolbrzymiać	0.823	0.765	0.792
maximum	maksymalny	0.724	0.724	0.852
may	może	0.704	0.273	0.245
mayday	mayday	0.344	0.643	0.423
mayflower	mayflower	0.690	0.463	0.429
mayhem	okaleczenie	0.188	0.870	0.364
mayonnaise	majonez	0.510	0.320	0.222
mayor	burmistrz	0.469	0.481	0.818
maze	Labirynt	0.438	0.608	0.444
mead	miód	0.667	0.337	0.441
meadow	łąka	0.622	0.130	0.382
meager	skromny	0.144	0.389	0.281
meal	posiłek	0.833	0.461	0.473
mean	oznaczać	0.440	0.467	0.620
meander	meandry	0.480	0.443	0.454
meandering	meandrujący	0.427	0.644	0.539
meanie	meanie	0.388	0.420	0.404
meaning	znaczenie	0.663	0.395	0.625
meaningful	znaczący	0.770	0.500	0.802
meaningless	bez znaczenia	0.156	0.314	0.143
meanness	podłość	0.102	0.694	0.368
means	znaczy	0.615	0.373	0.460
meantime	w międzyczasie	0.432	0.222	0.300
measles	odra	0.092	0.635	0.422
measurable	wymierny	0.604	0.410	0.602
measure	zmierzyć	0.510	0.375	0.365
measured	wymierzony	0.542	0.265	0.578
measurement	pomiary	0.622	0.418	0.491
measuring	zmierzenie	0.448	0.337	0.529
measuring cup	miarka	0.557	0.343	0.377
measuring tape	Miarka	0.337	0.280	0.327
meat	mięso	0.612	0.421	0.413
meatball	klopsik	0.612	0.279	0.343
meathead	mięsożerca	0.306	0.534	0.490
meatloaf	Pieczeń mięsna	0.625	0.389	0.375
mechanic	mechanik	0.571	0.433	0.566
mechanical	mechaniczny	0.479	0.569	0.564
mechanics	mechanika	0.542	0.500	0.761
mechanism	mechanizm	0.573	0.583	0.664
med	NO TRANSLATION	0.375	0.429	0.606
medal	medal	0.854	0.555	0.746
medallion	medalion	0.750	0.510	0.710
medallist	medalista	0.796	0.821	0.897
meddle	wtrącić się	0.302	0.770	0.526
meddling	wtrącanie się	0.245	0.600	0.461
media	głoska bezdźwięczna	0.500	0.330	0.464
medial	środkowy	0.458	0.340	0.429
median	mediana	0.459	0.216	0.375
mediate	pośredniczyć	0.635	0.308	0.654
mediation	mediacja	0.661	0.350	0.657
mediator	mediator	0.592	0.438	0.580
medic	lekarski	0.500	0.472	0.585
medical	medyczny	0.583	0.373	0.616
medicate	leczyć lekarstwami	0.417	0.375	0.546
medication	lek	0.615	0.439	0.500
medicinal	leczniczy	0.667	0.417	0.614
medicine	lekarstwo	0.708	0.318	0.679
medieval	średniowieczny	0.560	0.408	0.455
mediocre	przeciętny	0.188	0.481	0.149
mediocrity	przeciętność	0.073	0.398	0.225
meditate	medytować	0.812	0.146	0.564
meditating	medytować	0.718	0.185	0.399
meditation	medytacja	0.786	0.120	0.478
meditative	medytacyjny	0.614	0.120	0.454
mediterranean	śródziemnomorski	0.663	0.454	0.545
medium	średni	0.559	0.356	0.358
medley	składanka	0.487	0.352	0.400
meek	cichy	0.531	0.150	0.198
meet	spotykać się	0.760	0.510	0.580
meeting	spotkanie	0.750	0.569	0.613
mega	mega	0.724	0.538	0.723
meh	Meh	0.380	0.286	0.365
melancholic	melancholijny	0.181	0.306	0.277
melancholy	melancholia	0.188	0.260	0.237
melee	bijatyka	0.541	0.704	0.611
mellow	łagodny	0.633	0.069	0.265
melodious	melodyjny	0.932	0.530	0.587
melodrama	melodramat	0.378	0.830	0.446
melodramatic	melodramatyczny	0.235	0.692	0.368
melody	melodia	0.847	0.434	0.405
melon	melon	0.461	0.231	0.271
melt	topnieć	0.448	0.615	0.312
meltdown	topnienie	0.629	0.657	0.602
melting	topienie	0.592	0.470	0.538
member	członek	0.698	0.333	0.555
membership	członkostwo	0.698	0.411	0.778
membrane	membrana	0.406	0.430	0.418
memento	memento	0.708	0.360	0.536
memo	notatka	0.625	0.235	0.407
memoir	rozprawa	0.750	0.242	0.553
memorabilia	pamiątki	0.780	0.412	0.491
memorable	niezapomniany	0.939	0.510	0.769
memorandum	memorandum	0.600	0.500	0.639
memorial	memoriał	0.602	0.304	0.600
memorials	pamiętnik	0.771	0.333	0.679
memories	wspomnienia	0.963	0.487	0.510
memoriesiwontforget	NO TRANSLATION	0.635	0.542	0.455
memorize	zapamiętać	0.520	0.451	0.716
memory	pamięć	0.792	0.378	0.573
menace	groźba	0.125	0.894	0.759
menacing	groźny	0.042	0.880	0.643
menagerie	menażeria	0.573	0.480	0.538
mend	zaszyć	0.542	0.436	0.602
mending	naprawa	0.500	0.633	0.657
menial	służebny	0.490	0.420	0.352
meningitis	zapalenie opon mózgowych	0.104	0.612	0.407
meniscus	menisk	0.323	0.330	0.453
menopause	klimakterium	0.204	0.460	0.306
menses	miesiączka	0.163	0.686	0.331
menstrual	menstruacyjny	0.408	0.519	0.435
mental	psychiczny	0.490	0.490	0.585
mentalhealth	NO TRANSLATION	0.562	0.541	0.670
mentality	mentalność	0.711	0.415	0.726
menthol	mentol	0.490	0.292	0.433
mention	wzmianka	0.562	0.365	0.562
mentor	mentor	0.719	0.455	0.777
menu	menu	0.633	0.333	0.385
meow	miauczeć	0.510	0.510	0.412
mercantile	handlowy	0.480	0.490	0.713
mercenary	najemnik	0.245	0.837	0.673
merchandise	towar	0.594	0.460	0.621
merchant	Kupiec	0.675	0.500	0.620
merciful	miłosierny	0.854	0.346	0.500
merciless	bezlitosny	0.062	0.880	0.634
mercurial	bystry	0.490	0.546	0.518
mercury	rtęć	0.337	0.312	0.475
mercy	Łaska	0.719	0.229	0.500
mere	sam	0.396	0.221	0.176
merengue	merengue	0.688	0.519	0.442
merge	łączyć	0.760	0.480	0.733
merger	połączenie	0.592	0.490	0.642
meridian	południk	0.510	0.324	0.558
meridional	południowy	0.365	0.290	0.600
meringue	beza	0.625	0.580	0.411
merit	zasługa	0.854	0.500	0.722
meritorious	zasłużony	0.781	0.618	0.855
mermaid	syrena	0.765	0.623	0.452
merriment	wesołość	0.948	0.721	0.632
merry	wesoły	0.979	0.731	0.764
merrychristmas	NO TRANSLATION	0.888	0.510	0.536
mesa	mesa	0.604	0.191	0.319
mescaline	meskalina	0.490	0.580	0.415
mesh	siatka	0.429	0.235	0.371
meshes	oczka	0.440	0.363	0.362
mesmerized	zahipnotyzowany	0.520	0.552	0.421
mess	bałagan	0.143	0.843	0.273
message	wiadomość	0.650	0.391	0.415
messedup	NO TRANSLATION	0.333	0.615	0.358
messenger	posłaniec	0.694	0.434	0.500
messiah	Mesjasz	0.781	0.634	0.800
messy	niechlujny	0.260	0.635	0.140
metabolic	metaboliczny	0.408	0.531	0.559
metabolism	metabolizm	0.698	0.509	0.555
metal	metal	0.551	0.429	0.547
metallic	metaliczny	0.615	0.330	0.607
metallurgy	metalurgia	0.396	0.509	0.587
metamorphosis	metamorfoza	0.541	0.571	0.613
metaphor	metafora	0.562	0.280	0.470
metaphorical	metaforyczny	0.500	0.412	0.480
metaphysical	metafizyczny	0.630	0.573	0.686
metaphysics	metafizyka	0.561	0.396	0.588
metastasis	przerzut	0.177	0.646	0.452
meteor	meteor	0.398	0.714	0.737
meteoric	meteoryt	0.590	0.802	0.684
meteorite	meteoryt	0.385	0.794	0.750
meteorological	meteorologiczny	0.635	0.557	0.556
meteorology	meteorologia	0.630	0.418	0.689
meter	metr	0.438	0.300	0.463
meth	met	0.354	0.564	0.340
methadone	metadon	0.240	0.540	0.453
methane	metan	0.290	0.460	0.569
methanol	metanol	0.292	0.500	0.570
method	metoda	0.640	0.275	0.698
methodical	metodyczny	0.663	0.360	0.745
methodology	metodologia	0.664	0.327	0.745
meticulous	skrupulatny	0.555	0.480	0.555
metime	mój czas	0.531	0.398	0.417
metric	metryczny	0.519	0.248	0.573
metrical	metryczny	0.521	0.375	0.482
metrology	metrologia	0.531	0.432	0.439
metropolis	metropolia	0.656	0.625	0.779
metropolitan	metropolita	0.387	0.408	0.723
mettle	zapał	0.667	0.529	0.750
mew	miauczenie	0.418	0.481	0.380
mezzanine	półpiętro	0.479	0.427	0.404
mica	mika	0.531	0.250	0.314
mick	mick	0.449	0.451	0.382
micro	mikro	0.500	0.270	0.250
microbe	mikrob	0.255	0.450	0.340
microbiology	mikrobiologia	0.571	0.378	0.560
microchip	mikroczip	0.551	0.358	0.432
microcosm	mikrokosmos	0.500	0.500	0.520
microfilm	mikrofilm	0.469	0.352	0.412
microgram	mikrogram	0.448	0.286	0.355
micrometer	mikrometr	0.573	0.358	0.394
micron	mikron	0.375	0.291	0.315
microphone	mikrofon	0.551	0.431	0.462
microscope	mikroskop	0.531	0.330	0.464
microscopic	mikroskopijny	0.360	0.327	0.433
microscopically	mikroskopowo	0.623	0.370	0.412
microscopy	mikroskopia	0.500	0.339	0.455
microwave	kuchenka mikrofalowa	0.542	0.497	0.443
mid	Środek	0.500	0.315	0.356
midair	w powietrzu	0.633	0.413	0.455
midday	południe	0.658	0.250	0.403
middle	środkowy	0.458	0.157	0.300
middleman	pośrednik	0.500	0.404	0.452
middleweight	waga średnia	0.510	0.302	0.428
midget	karzeł	0.396	0.295	0.254
midland	Midland	0.521	0.402	0.456
midlife	średni wiek	0.594	0.244	0.473
midline	linia średnia	0.332	0.224	0.330
midnight	północ	0.562	0.470	0.545
midshipman	aspirant	0.469	0.615	0.785
midst	Środek	0.324	0.275	0.296
midsummer	połowa lata	0.781	0.480	0.492
midterm	średniookres	0.427	0.337	0.425
midtown	środek miasta	0.479	0.442	0.538
midway	w połowie drogi	0.459	0.316	0.304
midwife	położna	0.531	0.570	0.453
midwifery	położnictwo	0.510	0.570	0.459
mien	NO TRANSLATION	0.500	0.352	0.447
miffed	urażony	0.204	0.726	0.429
mighty	potężny	0.855	0.837	0.936
mignon	mignon	0.551	0.440	0.423
migraine	migrena	0.135	0.783	0.318
migrate	migrować	0.415	0.580	0.454
migration	migracja	0.492	0.731	0.566
migratory	wędrowny	0.448	0.521	0.491
mike	mikrofon	0.542	0.365	0.423
mil	NO TRANSLATION	0.534	0.388	0.347
mild	łagodny	0.635	0.198	0.216
mildew	pleśń	0.344	0.250	0.241
mildness	łagodność	0.827	0.226	0.311
mile	Mila	0.521	0.417	0.456
mileage	przebieg	0.510	0.458	0.562
milestone	kamień milowy	0.719	0.373	0.558
militant	wojowniczy	0.418	0.667	0.750
militants	bojowników	0.260	0.673	0.652
military	wojskowy	0.396	0.710	0.875
militia	milicja	0.396	0.729	0.769
milk	mleko	0.817	0.270	0.327
milkman	mleczarz	0.750	0.380	0.304
milkshake	Napój mleczny	0.796	0.521	0.330
milky	mleczny	0.517	0.283	0.311
mill	młyn	0.531	0.382	0.347
millennium	tysiąclecie	0.573	0.398	0.760
milligram	miligram	0.429	0.217	0.302
millimeter	milimetr	0.427	0.177	0.360
million	milion	0.776	0.647	0.812
millionaire	milioner	0.917	0.755	0.850
millionth	milionowy	0.635	0.528	0.611
millstone	kamień młyński	0.510	0.433	0.492
mime	mim	0.455	0.235	0.302
mimic	imitować	0.557	0.587	0.391
mimicking	naśladować	0.316	0.433	0.364
mimicry	mimika	0.420	0.337	0.472
mince	siekać	0.417	0.529	0.378
mincemeat	mięso mielone	0.396	0.435	0.358
mind	umysł	0.650	0.388	0.627
minded	myślący	0.656	0.394	0.627
mindful	pomny	0.765	0.450	0.725
mindfulness	uważność	0.729	0.635	0.745
mindless	bezmyślny	0.184	0.333	0.153
mine	kopalnia	0.688	0.418	0.578
minefield	pole minowe	0.188	0.839	0.684
miner	górnik	0.408	0.594	0.644
mineral	minerał	0.519	0.287	0.605
mineralogy	mineralogia	0.551	0.408	0.545
mingle	mieszać	0.561	0.480	0.434
mingled	mieszany	0.521	0.392	0.357
mini	mini	0.421	0.324	0.221
miniature	miniaturowy	0.429	0.292	0.204
minibus	minibus	0.439	0.390	0.428
minim	NO TRANSLATION	0.518	0.208	0.138
minimal	minimalny	0.448	0.147	0.206
minimize	zminimalizować	0.360	0.236	0.311
minimized	zminimalizowane	0.458	0.137	0.208
minimum	minimum	0.380	0.198	0.194
mining	górnictwo	0.633	0.598	0.554
minion	sługus	0.490	0.430	0.167
minister	minister	0.547	0.441	0.892
ministerial	ministerialny	0.571	0.519	0.660
ministry	ministerstwo	0.510	0.346	0.717
minivan	minivan	0.592	0.356	0.452
mink	norki	0.560	0.515	0.430
minnow	Minnow	0.541	0.367	0.364
minor	mniejszy	0.250	0.235	0.175
minority	mniejszość	0.310	0.332	0.211
minstrel	minstrel	0.458	0.541	0.397
mint	Mennica	0.688	0.221	0.345
minty	miętowy	0.635	0.292	0.361
minuscule	minuskuła	0.396	0.286	0.214
minute	minuta	0.582	0.279	0.356
minutiae	drobne szczegóły	0.323	0.257	0.316
minx	figlarka	0.448	0.519	0.404
mir	NO TRANSLATION	0.417	0.339	0.355
miracle	cud	0.917	0.607	0.806
miracles	cuda	0.922	0.735	0.692
miraculous	cudowny	0.875	0.706	0.812
mirage	miraż	0.546	0.487	0.562
mire	NO TRANSLATION	0.344	0.376	0.298
mirror	lustro	0.677	0.310	0.438
mirth	wesołość	0.888	0.640	0.608
misappropriation	sprzeniewierzenie	0.097	0.831	0.500
misbehave	źle się zachowywać	0.020	0.847	0.304
misbehavior	sprawka	0.031	0.704	0.269
miscalculation	przeliczenie się	0.177	0.490	0.353
miscarriage	poronienie	0.042	0.781	0.312
miscellaneous	Różne	0.531	0.321	0.196
miscellany	zbieranina	0.500	0.412	0.384
mischief	psota	0.385	0.834	0.292
mischievous	złośliwy	0.439	0.804	0.472
misconception	nieporozumienie	0.210	0.557	0.291
misconduct	złe prowadzenie się	0.061	0.667	0.304
misdemeanor	wykroczenie	0.210	0.640	0.364
misdirection	błędne ukierunkowanie	0.131	0.710	0.281
miser	skąpiec	0.208	0.633	0.311
miserable	nieszczęśliwy	0.062	0.461	0.188
miserably	marnie	0.280	0.545	0.150
misery	nieszczęście	0.146	0.378	0.158
misfire	niewypał	0.153	0.453	0.200
misfit	nieprzystosowany	0.173	0.500	0.393
misfortune	nieszczęście	0.094	0.780	0.311
misguided	NO TRANSLATION	0.280	0.531	0.259
mishap	nieszczęście	0.071	0.654	0.227
misinformed	źle poinformowani	0.156	0.567	0.250
misinterpretation	mylna interpretacja	0.112	0.556	0.360
mislead	wprowadzić w błąd	0.167	0.765	0.412
misleading	zwodniczy	0.070	0.660	0.272
misled	wprowadzony w błąd	0.177	0.606	0.353
mismanagement	złe kierownictwo	0.094	0.520	0.295
mismatch	niedopasowanie	0.250	0.459	0.282
mismatched	niedopasowany	0.250	0.557	0.302
misnomer	błędna nazwa	0.296	0.528	0.284
misplace	zapodziać	0.229	0.461	0.191
misplaced	w niewłaściwym miejscu	0.247	0.450	0.324
misread	błędnie odczytany	0.115	0.558	0.315
misrepresent	zakłamać	0.198	0.542	0.418
misrepresentation	przekręcanie	0.323	0.618	0.518
misrepresented	fałszywie przedstawiane	0.042	0.519	0.466
miss	tęsknić	0.573	0.490	0.408
missile	pocisk	0.240	0.830	0.764
missiles	pociski	0.070	0.922	0.830
missing	brakujący	0.306	0.418	0.222
missingyou	NO TRANSLATION	0.260	0.471	0.377
mission	misja	0.765	0.633	0.870
missionary	misjonarz	0.729	0.404	0.596
misspell	napisać z błędem ortograficznym	0.292	0.423	0.281
misstatement	nieprawidłowość	0.302	0.547	0.221
missy	panienka	0.521	0.480	0.333
mist	zamglenie	0.375	0.194	0.221
mistake	błąd	0.208	0.585	0.102
mistaken	błędny	0.131	0.630	0.212
mister	pan	0.604	0.406	0.663
mistletoe	jemioła	0.542	0.470	0.324
mistreated	źle traktowane	0.010	0.792	0.200
mistress	kochanka	0.630	0.796	0.694
mistrial	unieważniony proces	0.427	0.539	0.536
mistrust	nieufność	0.135	0.657	0.231
misty	mglisty	0.427	0.451	0.278
misunderstand	źle zrozumieć	0.177	0.548	0.382
misunderstanding	nieporozumienie	0.112	0.618	0.284
misunderstood	niezrozumiany	0.177	0.625	0.309
misuse	nadużywanie	0.083	0.560	0.196
mite	grosz	0.290	0.584	0.271
miter	mitra	0.458	0.500	0.414
mitigate	złagodzić	0.506	0.427	0.456
mitigating	łagodzenie	0.551	0.520	0.600
mitigation	łagodzenie	0.448	0.527	0.423
mitt	rękawica	0.406	0.183	0.264
mitten	NO TRANSLATION	0.531	0.330	0.408
mitzvah	micwa	0.422	0.610	0.409
mix	mieszać	0.542	0.490	0.472
mixed	mieszany	0.510	0.346	0.444
mixedemotions	mieszane uczucia	0.440	0.673	0.430
mixer	mikser	0.562	0.500	0.556
mixture	mieszanina	0.546	0.360	0.481
mnemonic	mnemoniczny	0.531	0.480	0.452
moan	jęczeć	0.357	0.735	0.352
moat	fosa	0.398	0.380	0.314
mob	tłum	0.296	0.788	0.567
mobile	mobilny	0.615	0.569	0.481
mobility	ruchliwość	0.700	0.596	0.654
mobilization	mobilizacja	0.688	0.720	0.787
mobilize	zmobilizować	0.604	0.684	0.727
mobster	mobster	0.188	0.870	0.638
mocha	mokka	0.500	0.396	0.311
mock	drwić	0.360	0.606	0.618
mocked	wyśmiewali się	0.225	0.746	0.204
mockery	kpina	0.094	0.806	0.181
mocking	kpiąco	0.082	0.755	0.394
mockingbird	przedrzeźniacz	0.513	0.337	0.423
mod	mod	0.458	0.367	0.384
modal	modalny	0.592	0.264	0.461
modality	modalność	0.633	0.404	0.527
mode	tryb	0.531	0.185	0.367
model	Model	0.607	0.388	0.723
modeler	modelarz	0.500	0.510	0.730
modeling	modelowanie	0.684	0.404	0.490
modem	modem	0.573	0.355	0.500
moderate	umiarkowany	0.582	0.190	0.453
moderate anticipation	umiarkowane oczekiwanie	0.667	0.451	0.574
moderate disgust	umiarkowany niesmak	0.229	0.558	0.381
moderate negative	umiarkowany negatywny	0.177	0.500	0.306
moderate positive	umiarkowanie pozytywne	0.896	0.453	0.753
moderate surprise	umiarkowana niespodzianka	0.776	0.663	0.637
moderate trust	umiarkowane zaufanie	0.677	0.350	0.773
moderately	miernie	0.604	0.264	0.500
moderating	moderowanie	0.667	0.402	0.783
moderation	umiar	0.531	0.240	0.453
moderator	moderator	0.519	0.354	0.802
modern	nowoczesny	0.855	0.423	0.691
modernism	modernizm	0.760	0.553	0.703
modest	skromny	0.760	0.130	0.412
modesty	skromność	0.778	0.240	0.500
modicum	odrobina	0.234	0.417	0.327
modifiable	modyfikowalne	0.541	0.422	0.373
modification	modyfikacja	0.480	0.520	0.625
modified	zmodyfikowany	0.561	0.458	0.693
modify	modyfikować	0.458	0.584	0.625
modulate	modulować	0.673	0.343	0.555
modulation	modulacja	0.458	0.365	0.565
module	moduł	0.582	0.388	0.571
modulus	moduł	0.622	0.304	0.481
mogul	mogoł	0.510	0.652	0.865
moiety	ugrupowanie	0.378	0.343	0.454
moist	wilgotny	0.470	0.316	0.386
moisture	wilgoć	0.406	0.398	0.327
moisturizer	nawilżacz	0.750	0.280	0.386
molar	molowy	0.544	0.426	0.350
molasses	melasa	0.490	0.269	0.286
mold	pleśń	0.330	0.274	0.402
molded	uformowany	0.667	0.361	0.373
molding	odlewanie	0.552	0.308	0.546
moldy	spleśniały	0.235	0.387	0.250
mole	kret	0.436	0.377	0.352
molecular	molekularny	0.495	0.440	0.536
molecule	cząsteczka	0.531	0.259	0.375
molest	molestować	0.133	0.816	0.319
molestation	molestowanie	0.102	0.808	0.407
molester	molestować	0.143	0.811	0.478
molten	ciekły	0.417	0.490	0.339
mom	mama	0.927	0.336	0.639
moment	za chwilę	0.604	0.435	0.509
momentary	chwilowy	0.562	0.271	0.330
momentous	ważny	0.792	0.587	0.760
momentum	pęd	0.663	0.750	0.688
momma	mama	0.833	0.412	0.527
mommy	mamusia	0.854	0.353	0.422
monad	monada	0.510	0.482	0.451
monarch	monarcha	0.583	0.559	0.870
monarchy	monarchia	0.450	0.557	0.870
monastery	klasztor	0.694	0.183	0.726
monastic	klasztorny	0.438	0.314	0.676
monetary	monetarny	0.583	0.494	0.716
money	pieniądze	0.844	0.608	0.827
mongoloid	mongoloid	0.177	0.364	0.317
mongoose	mangusta	0.327	0.380	0.546
mongrel	kundel	0.425	0.438	0.395
monitor	monitor	0.490	0.298	0.538
monk	mnich	0.472	0.208	0.439
monkey	małpa	0.548	0.449	0.283
mono	NO TRANSLATION	0.500	0.390	0.273
monochrome	monochromia	0.312	0.292	0.339
monogamous	monogamiczny	0.510	0.335	0.402
monogamy	monogamia	0.542	0.380	0.455
monogram	monogram	0.480	0.210	0.425
monogrammed	monogramowane	0.503	0.270	0.402
monograph	monografia	0.500	0.242	0.481
monolayer	monowarstwę	0.427	0.294	0.433
monolith	monolit	0.429	0.327	0.500
monologue	monolog	0.500	0.284	0.534
monopolist	monopolista	0.330	0.590	0.725
monopoly	monopol	0.449	0.509	0.640
monotonous	monotonny	0.354	0.221	0.400
monotony	monotonia	0.398	0.135	0.353
monoxide	tlenek azotu	0.433	0.430	0.490
monsieur	lord	0.552	0.340	0.623
monsoon	monsun	0.358	0.600	0.481
monster	potwór	0.133	0.935	0.596
monstrosity	potworność	0.094	0.933	0.611
monstrous	potworny	0.094	0.942	0.649
montage	montaż	0.438	0.520	0.388
monte	monte	0.589	0.330	0.391
month	miesiąc	0.688	0.255	0.411
