Word	Icelandic-is	Valence	Arousal	Dominance
monarchy	monarchy	0.450	0.557	0.870
monastery	klaustur	0.694	0.183	0.726
monastic	klaustur	0.438	0.314	0.676
monetary	peninga	0.583	0.494	0.716
money	peninga	0.844	0.608	0.827
mongoloid	mongóloid	0.177	0.364	0.317
mongoose	mongoose	0.327	0.380	0.546
mongrel	mongrel	0.425	0.438	0.395
monitor	fylgjast með	0.490	0.298	0.538
monk	munkur	0.472	0.208	0.439
monkey	API	0.548	0.449	0.283
mono	NO TRANSLATION	0.500	0.390	0.273
monochrome	tvílita	0.312	0.292	0.339
monogamous	monogamous	0.510	0.335	0.402
monogamy	monogamy	0.542	0.380	0.455
monogram	monogram	0.480	0.210	0.425
monogrammed	einfölduð	0.503	0.270	0.402
monograph	ritgerð	0.500	0.242	0.481
monolayer	einliða	0.427	0.294	0.433
monolith	monolith	0.429	0.327	0.500
monologue	einróma	0.500	0.284	0.534
monopolist	einkasöluaðili	0.330	0.590	0.725
monopoly	einokun	0.449	0.509	0.640
monotonous	eintóna	0.354	0.221	0.400
monotony	einhæfni	0.398	0.135	0.353
monoxide	einoxíð	0.433	0.430	0.490
monsieur	Monsieur	0.552	0.340	0.623
monsoon	Monsoon	0.358	0.600	0.481
monster	skrímsli	0.133	0.935	0.596
monstrosity	óþægindi	0.094	0.933	0.611
monstrous	skrímsli	0.094	0.942	0.649
montage	uppsetning	0.438	0.520	0.388
monte	monte	0.589	0.330	0.391
month	mánuði	0.688	0.255	0.411
monthly	mánaðarlega	0.622	0.314	0.364
monument	minnismerki	0.833	0.404	0.811
monumental	monumental	0.656	0.594	0.955
moo	moo	0.438	0.355	0.300
mooch	mooch	0.378	0.413	0.309
mood	skap	0.720	0.500	0.500
moods	skapi	0.578	0.633	0.491
moody	Moody	0.245	0.811	0.595
moon	tungl	0.673	0.233	0.547
moonbeam	moonbeam	0.700	0.290	0.491
moonlight	tunglsljósi	0.865	0.264	0.409
moonlit	moonlit	0.873	0.269	0.508
moonshine	moonshine	0.633	0.389	0.491
moonstruck	moonstruck	0.583	0.438	0.407
moonwalk	moonwalk	0.615	0.586	0.525
moor	mýr	0.311	0.464	0.378
moored	festast	0.344	0.500	0.417
mooring	mooring	0.323	0.490	0.444
moorings	moorings	0.406	0.500	0.516
moorland	moorland	0.490	0.370	0.456
moose	elgur	0.648	0.373	0.318
moot	moot	0.344	0.500	0.615
mooted	mooted	0.388	0.580	0.463
mop	mop	0.396	0.442	0.296
mope	mope	0.406	0.309	0.345
moped	flugvél	0.582	0.582	0.554
moral	siðferðileg	0.700	0.459	0.796
morale	starfsandi	0.729	0.158	0.792
morality	siðferði	0.750	0.408	0.759
morals	siðferði	0.646	0.430	0.611
morass	Morass	0.387	0.348	0.375
moratorium	greiðslustöðvun	0.337	0.427	0.373
moray	Moray	0.510	0.402	0.463
morbid	sykursýki	0.090	0.833	0.395
morbidity	veikindi	0.370	0.630	0.443
morbidness	sjúkdómur	0.120	0.694	0.339
mores	mores	0.582	0.317	0.684
morgue	morgue	0.022	0.539	0.241
moribund	moribund	0.083	0.488	0.167
morn	morn	0.542	0.284	0.345
morning	morgunn	0.688	0.235	0.444
moron	moron	0.133	0.587	0.183
moronic	morónískt	0.122	0.500	0.224
morose	morose	0.240	0.663	0.264
morph	morph	0.448	0.469	0.451
morphine	morfín	0.229	0.490	0.496
morphism	morphism	0.398	0.549	0.386
morphology	formgerð	0.516	0.373	0.639
morrow	í morgun	0.708	0.314	0.490
morsel	morsel	0.490	0.296	0.400
mortal	dauðleg	0.196	0.786	0.510
mortality	dánartíðni	0.229	0.726	0.518
mortar	steypuhræra	0.333	0.627	0.562
mortgage	veð	0.255	0.408	0.537
mortgagee	mortgagee	0.418	0.633	0.723
mortgagor	húsnæðislán	0.431	0.522	0.490
mortician	mortician	0.104	0.429	0.275
mortification	mortification	0.135	0.644	0.404
mortified	mortified	0.073	0.731	0.270
mortuary	lýði	0.133	0.606	0.427
mosaic	mósaík	0.635	0.250	0.302
mosey	Mosey	0.521	0.402	0.330
mosque	moskan	0.542	0.352	0.528
mosquito	fluga	0.229	0.400	0.198
moss	mosa	0.235	0.270	0.245
mossy	Mossy	0.375	0.329	0.286
mote	NO TRANSLATION	0.375	0.388	0.260
motel	mótel	0.531	0.372	0.450
moth	Moth	0.323	0.350	0.196
mother	móðir	0.931	0.408	0.725
motherfucker	motherfucker	0.122	0.827	0.351
motherfucking	motherfucking	0.071	0.823	0.373
motherhood	móðir	0.844	0.546	0.667
motherland	móðir	0.677	0.375	0.731
motherless	móðurlaus	0.163	0.541	0.337
motherly	móðir	0.927	0.324	0.710
motif	mótíf	0.688	0.481	0.527
motion	hreyfing	0.667	0.538	0.657
motionless	hreyfingarlaus	0.323	0.210	0.246
motivate	hvetja	0.812	0.776	0.873
motivating	hvetjandi	0.958	0.820	0.787
motivation	hvatning	0.854	0.784	0.802
motivational	hvatning	0.906	0.646	0.858
motive	hvöt	0.667	0.588	0.663
motley	motley	0.480	0.398	0.412
motor	mótor	0.531	0.551	0.648
motorbike	mótorhjól	0.552	0.608	0.616
motorboat	vélbátur	0.677	0.500	0.390
motorcade	mótorhjól	0.708	0.730	0.593
motorcar	bíll	0.694	0.565	0.682
motorcycle	Mótorhjól	0.677	0.764	0.713
motorist	ökumaður	0.562	0.663	0.578
motte	motte	0.481	0.389	0.370
mottled	mottled	0.380	0.336	0.295
motto	einkunnarorð	0.688	0.317	0.439
mould	mold	0.357	0.176	0.246
mound	haug	0.520	0.481	0.509
mount	fjall	0.500	0.292	0.348
mountain	fjall	0.698	0.408	0.649
mountaineer	fjallaklifur	0.635	0.774	0.535
mountainous	fjöllum	0.635	0.519	0.612
mountains	fjöll	0.766	0.433	0.569
mountaintop	fjallstoppur	0.653	0.541	0.713
mourn	syrgja	0.056	0.583	0.150
mournful	mournful	0.180	0.441	0.188
mourning	sorg	0.177	0.490	0.266
mouse	mús	0.427	0.441	0.206
mousetrap	músarvog	0.180	0.643	0.330
mousse	mousse	0.604	0.336	0.368
moustache	yfirvaraskegg	0.470	0.236	0.409
mousy	mousy	0.480	0.413	0.339
mouth	munni	0.734	0.294	0.336
mouthful	mouthful	0.609	0.565	0.389
mouthpiece	munnstykki	0.573	0.346	0.393
mouthwash	munnþvottur	0.438	0.385	0.352
movable	lausafé	0.469	0.509	0.500
move	færa	0.656	0.647	0.670
movement	hreyfing	0.656	0.654	0.658
mover	flutningsmaður	0.615	0.539	0.466
movie	bíómynd	0.792	0.560	0.471
movies	bíó	0.724	0.426	0.472
moving	flytja	0.479	0.673	0.358
movingforward	NO TRANSLATION	0.857	0.518	0.848
movingon	halda áfram	0.490	0.529	0.435
mow	mow	0.420	0.559	0.393
mower	sláttuvél	0.458	0.510	0.368
moxie	moxie	0.531	0.490	0.366
mozzarella	mozzarella	0.653	0.265	0.340
mri	mr	0.365	0.431	0.349
muchneeded	NO TRANSLATION	0.438	0.602	0.455
mucis	NO TRANSLATION	0.398	0.418	0.420
muck	muck	0.347	0.423	0.272
mucked	mucked	0.184	0.500	0.373
mucous	slímhúð	0.330	0.296	0.293
mucus	slím	0.143	0.309	0.228
mud	drulla	0.333	0.260	0.185
muddle	muddle	0.184	0.710	0.336
muddled	muddled	0.250	0.615	0.263
muddy	muddy	0.292	0.400	0.283
muff	muff	0.542	0.335	0.314
muffin	muffin	0.684	0.430	0.306
muffled	muffled	0.479	0.330	0.421
muffler	muffler	0.357	0.407	0.454
mug	mál	0.542	0.214	0.382
mugger	mugger	0.125	0.850	0.500
mulberry	Mulberry	0.469	0.315	0.361
mulch	mulch	0.349	0.361	0.383
mule	mule	0.320	0.337	0.254
mull	mull	0.663	0.340	0.594
mullet	mullet	0.521	0.356	0.377
multilateral	fjölhliða	0.500	0.469	0.705
multimedia	margmiðlun	0.611	0.390	0.607
multinational	fjölþjóðlegt	0.656	0.510	0.842
multiple	margfeldi	0.660	0.510	0.578
multiple sclerosis	Mænusigg	0.188	0.587	0.483
multiplex	multiplex	0.610	0.590	0.667
multiplication	margföldun	0.646	0.565	0.762
multiplicity	margföldun	0.677	0.490	0.777
multiplied	margfaldað	0.802	0.559	0.729
multiplier	margfaldara	0.643	0.615	0.741
multiply	margfalda	0.802	0.625	0.777
multitude	fjöldi	0.562	0.765	0.847
mum	mamma	0.802	0.317	0.698
mumble	mumble	0.292	0.444	0.245
mumbo	mumbo	0.429	0.506	0.336
mummy	mamma	0.400	0.588	0.415
mumps	hettusótt	0.099	0.410	0.311
munch	munch	0.541	0.277	0.434
munchies	munchies	0.562	0.470	0.491
munchkin	munchkin	0.490	0.466	0.374
mundane	mundane	0.312	0.420	0.480
municipal	sveitarfélaga	0.625	0.390	0.758
municipality	sveitarfélagið	0.569	0.280	0.614
mural	veggmynd	0.551	0.265	0.454
murder	morð	0.061	0.942	0.615
murderer	morðingi	0.010	0.960	0.650
murderess	murderess	0.041	0.941	0.462
murderous	murderous	0.017	0.940	0.682
murky	dimmur	0.143	0.618	0.370
murmur	mögla	0.458	0.520	0.200
muscle	vöðva	0.359	0.490	0.645
muscular	vöðva	0.531	0.434	0.577
muse	muse	0.760	0.360	0.509
muses	muses	0.714	0.434	0.571
museum	safn	0.792	0.206	0.481
mush	NO TRANSLATION	0.500	0.311	0.125
mushroom	sveppir	0.490	0.274	0.269
mushy	gróft	0.520	0.200	0.182
music	tónlist	0.833	0.563	0.605
musical	söngleikur	0.908	0.630	0.530
musician	tónlistarmaður	0.816	0.509	0.618
musing	musing	0.740	0.151	0.465
musk	musk	0.469	0.454	0.453
musket	musket	0.260	0.654	0.510
musketeer	musketeer	0.694	0.569	0.705
muskrat	muskrat	0.439	0.510	0.368
muslin	muslin	0.439	0.304	0.352
muss	NO TRANSLATION	0.418	0.438	0.302
must	verður	0.408	0.382	0.441
mustang	Mustang	0.635	0.642	0.708
mustard	sinnep	0.500	0.346	0.275
muster	musteri	0.635	0.460	0.548
musty	Mismunandi	0.354	0.367	0.267
mutable	mutable	0.426	0.531	0.491
mutant	stökkbreytt	0.337	0.676	0.573
mutate	mutate	0.281	0.548	0.463
mutation	stökkbreyting	0.365	0.625	0.611
mute	slökkva	0.271	0.200	0.250
muted	þaggað	0.260	0.167	0.162
mutilate	mutilate	0.125	0.900	0.465
mutilated	minnkað	0.041	0.841	0.356
mutilation	niðurbrot	0.122	0.782	0.456
mutiny	mútur	0.323	0.890	0.549
mutt	mutt	0.418	0.408	0.387
mutter	NO TRANSLATION	0.406	0.427	0.228
mutton	mutton	0.427	0.283	0.393
mutual	gagnkvæm	0.729	0.321	0.464
mutually	gagnkvæmt	0.844	0.490	0.582
muzzle	trýni	0.388	0.430	0.232
myfavorite	uppáhaldið mitt	0.812	0.587	0.615
myopia	nærsýni	0.245	0.387	0.226
myopic	vöðvakvilla	0.344	0.396	0.218
myriad	mýgrútur	0.480	0.429	0.550
mysterious	dularfullur	0.448	0.699	0.455
mystery	ráðgáta	0.417	0.667	0.519
mystic	dularfullur	0.643	0.520	0.535
mystical	dularfulla	0.594	0.443	0.689
mysticism	dulspeki	0.594	0.598	0.423
mystified	mystified	0.344	0.600	0.509
mystique	dularfulla	0.668	0.633	0.667
myth	goðsögn	0.458	0.432	0.338
mythic	goðsagnakennda	0.635	0.528	0.645
mythical	goðsagnakennda	0.625	0.556	0.583
mythological	goðsagnakennd	0.760	0.573	0.658
mythology	goðafræði	0.684	0.439	0.688
nab	nab	0.469	0.544	0.407
nacho	nacho	0.667	0.259	0.333
nada	NO TRANSLATION	0.250	0.231	0.136
nadir	nadir	0.479	0.363	0.424
nag	NO TRANSLATION	0.271	0.451	0.472
nail	nagli	0.469	0.397	0.282
nail gun	nagli byssu	0.378	0.806	0.574
naive	barnalegt	0.406	0.260	0.375
naked	nakinn	0.323	0.885	0.288
nakedness	nakedness	0.480	0.760	0.350
namaste	NO TRANSLATION	0.719	0.255	0.464
name	nafn	0.573	0.300	0.415
named	heitir	0.562	0.396	0.565
nameless	nafnlaus	0.344	0.280	0.164
namesake	nafngiftir	0.418	0.327	0.404
naming	nafngiftir	0.667	0.410	0.559
nana	nana	0.765	0.255	0.375
nanny	barnabarn	0.615	0.370	0.528
nanometer	nanometer	0.375	0.356	0.446
nap	nap	0.660	0.098	0.342
napalm	napalm	0.265	0.580	0.471
nape	nape	0.427	0.268	0.298
napkin	napkin	0.469	0.142	0.209
napping	napping	0.765	0.046	0.306
nappy	nappy	0.529	0.333	0.207
narcissism	narcissism	0.214	0.639	0.540
narcissist	narcissist	0.173	0.614	0.629
narcissistic	narcissistic	0.323	0.708	0.655
narcotic	fíkniefni	0.102	0.858	0.450
narrate	segja frá	0.541	0.480	0.473
narration	frásögn	0.622	0.408	0.551
narrative	frásögn	0.580	0.303	0.443
narrator	sögumaður	0.673	0.430	0.623
narrow	þröngt	0.260	0.368	0.356
narrowing	þrenging	0.354	0.593	0.357
nasal	nef	0.479	0.340	0.330
nascent	nascent	0.684	0.373	0.585
nasty	viðbjóðslegur	0.115	0.620	0.264
natal	fæðingu	0.755	0.462	0.481
nation	þjóð	0.594	0.443	0.821
national	ríkisborgari	0.698	0.365	0.663
nationality	þjóðerni	0.642	0.400	0.772
nationwide	á landsvísu	0.684	0.217	0.672
native	innfæddur	0.635	0.422	0.710
nativity	nativity	0.750	0.337	0.673
natural	náttúrulegt	0.854	0.118	0.481
natural gas	náttúru gas	0.635	0.324	0.396
naturalist	náttúrufræðingur	0.844	0.255	0.562
naturalization	naturalization	0.781	0.279	0.652
naturalized	naturalized	0.760	0.333	0.600
naturally	náttúrulega	0.854	0.276	0.549
nature	náttúran	0.857	0.184	0.643
naught	ekkert	0.344	0.176	0.161
naughty	óþekkur	0.451	0.857	0.371
nausea	ógleði	0.104	0.781	0.273
nauseate	ógleði	0.062	0.660	0.176
nauseating	ógleði	0.021	0.640	0.250
nauseous	ógleði	0.135	0.780	0.284
nautical	sjómanna	0.646	0.250	0.579
nautilus	nautilus	0.396	0.509	0.517
naval	flotans	0.542	0.449	0.679
nave	Nave	0.583	0.448	0.585
navel	nafla	0.448	0.261	0.276
navigable	vafra	0.749	0.406	0.645
navigate	sigla	0.740	0.555	0.675
navigation	siglingar	0.841	0.470	0.720
navigational	siglingar	0.573	0.481	0.564
navigator	Navigator	0.583	0.592	0.623
navy	Navy	0.531	0.760	0.764
nay	NO TRANSLATION	0.344	0.290	0.325
nearsighted	nærsýni	0.271	0.373	0.265
neat	snyrtilegur	0.878	0.235	0.491
neatly	snyrtilegur	0.802	0.412	0.588
nebula	nebula	0.510	0.418	0.438
nebulae	nebulae	0.490	0.330	0.472
nebulous	nebulous	0.469	0.347	0.417
necessarily	nauðsynlega	0.667	0.423	0.598
necessary	nauðsynlegt	0.750	0.433	0.679
necessitate	nauðsynleg	0.578	0.604	0.516
necessities	nauðsynjar	0.520	0.630	0.463
necessity	nauðsyn	0.567	0.471	0.588
neck	háls	0.541	0.245	0.345
necklace	hálsmen	0.760	0.294	0.373
necktie	necktie	0.583	0.229	0.314
necromancer	necromancer	0.333	0.625	0.536
necrosis	drep	0.115	0.622	0.385
nectar	nektar	0.746	0.331	0.398
need	þörf	0.510	0.574	0.200
needalife	NO TRANSLATION	0.490	0.443	0.394
needed	þörf	0.677	0.342	0.679
needful	nauðsynlegt	0.582	0.460	0.614
needit	NO TRANSLATION	0.250	0.472	0.356
needle	nál	0.250	0.472	0.360
needlepoint	nálin	0.653	0.500	0.556
needles	nálar	0.250	0.602	0.348
needless	óþarfur	0.327	0.385	0.200
needtoknow	þarf að vita	0.427	0.606	0.474
needtorelax	NO TRANSLATION	0.673	0.438	0.274
needy	þurfandi	0.360	0.451	0.245
nefarious	skaðleg	0.184	0.720	0.528
negation	neitun	0.255	0.461	0.297
negative	neikvætt	0.102	0.527	0.176
negativity	neikvæðni	0.060	0.520	0.273
neglect	vanrækslu	0.045	0.550	0.163
neglected	vanrækt	0.271	0.385	0.160
neglecting	vanrækja	0.177	0.441	0.230
negligee	vanrækslu	0.385	0.520	0.336
negligence	vanrækslu	0.092	0.570	0.251
negligent	vanrækslu	0.167	0.583	0.259
negligently	NO TRANSLATION	0.056	0.583	0.266
negligible	hverfandi	0.177	0.292	0.232
negotiable	samningsatriði	0.688	0.585	0.731
negotiate	semja um	0.612	0.708	0.769
negotiation	samningaviðræður	0.490	0.615	0.728
negotiator	samningamaður	0.635	0.471	0.817
negro	negro	0.354	0.368	0.461
neigh	neigh	0.378	0.642	0.373
neighbor	nágranni	0.657	0.448	0.434
neighborhood	hverfinu	0.385	0.469	0.373
neighboring	nærliggjandi	0.656	0.306	0.481
nemesis	nemesis	0.271	0.688	0.647
neon	neon	0.594	0.480	0.380
neonatal	nýbura	0.542	0.529	0.357
neophyte	neophyte	0.286	0.363	0.411
neoprene	neoprene	0.316	0.451	0.443
nephew	frændi	0.719	0.337	0.412
nepotism	nepotism	0.349	0.584	0.517
nerd	nörd	0.408	0.481	0.315
nerdy	nerdy	0.296	0.255	0.292
nerve	tauga	0.129	0.698	0.307
nerves	taugar	0.333	0.783	0.264
nervous	taugaóstyrkur	0.235	0.820	0.213
nervousness	taugaveiklun	0.163	0.915	0.241
nervouswreck	NO TRANSLATION	0.112	0.867	0.179
nervy	NO TRANSLATION	0.250	0.830	0.241
ness	ness	0.396	0.480	0.392
nest	hreiður	0.687	0.221	0.333
nestle	nestle	0.625	0.308	0.379
nestling	nestling	0.604	0.427	0.286
net	net	0.441	0.288	0.417
nether	nether	0.240	0.265	0.259
netting	netting	0.368	0.509	0.585
nettle	netla	0.406	0.324	0.490
network	net	0.531	0.337	0.466
networking	net	0.625	0.482	0.545
neural	tauga	0.582	0.426	0.391
neuralgia	taugaverkur	0.092	0.706	0.439
neurological	taugafræðilegur	0.500	0.540	0.558
neurologist	taugasérfræðingur	0.608	0.500	0.736
neurology	taugafræði	0.459	0.537	0.580
neurosis	taugakerfi	0.122	0.766	0.418
neurosurgeon	taugaskurðlæknir	0.590	0.673	0.755
neurosurgery	taugaskurðaðgerð	0.490	0.632	0.730
neurotic	taugaveikill	0.198	0.801	0.387
neuter	neuter	0.621	0.163	0.302
neutral	hlutlaus	0.469	0.184	0.357
neutrality	hlutleysi	0.469	0.205	0.434
neutralize	hlutleysa	0.519	0.363	0.719
neutron	nifteind	0.469	0.440	0.679
new	nýtt	0.917	0.490	0.582
new age	nýr aldur	0.694	0.556	0.727
newbeginnings	NO TRANSLATION	0.802	0.613	0.524
newborn	nýfætt	0.918	0.580	0.372
newcomer	nýliði	0.622	0.380	0.396
newday	nýr dagur	0.847	0.388	0.618
newfound	newfound	0.745	0.741	0.520
newjob	NO TRANSLATION	0.755	0.643	0.729
newlife	nýtt líf	0.898	0.646	0.701
newly	nýlega	0.688	0.422	0.552
newlywed	newlywed	0.847	0.706	0.570
newme	newme	0.643	0.550	0.527
newness	newness	0.740	0.522	0.588
news	fréttir	0.633	0.580	0.610
newscast	newscast	0.531	0.509	0.714
newscaster	newscaster	0.646	0.510	0.764
newsflash	newsflash	0.604	0.637	0.518
newsletter	fréttabréf	0.622	0.385	0.490
newsman	newsman	0.604	0.480	0.696
newspaper	dagblað	0.602	0.283	0.444
newspaperman	blaðamaður	0.561	0.458	0.750
newsreel	fréttaritari	0.625	0.571	0.577
newsroom	fréttastofa	0.531	0.392	0.658
newsstand	kiosk	0.615	0.222	0.336
newstart	newstart	0.802	0.510	0.667
newt	newt	0.458	0.380	0.541
newyear	NO TRANSLATION	0.938	0.784	0.520
nexus	nexus	0.496	0.368	0.412
nib	nib	0.510	0.282	0.406
nibble	nibble	0.551	0.551	0.411
nice	gott	0.930	0.442	0.650
niche	sess	0.459	0.413	0.318
nichts	NO TRANSLATION	0.406	0.293	0.404
nick	nick	0.554	0.388	0.387
nickel	nikkel	0.510	0.347	0.406
nickname	gælunafn	0.490	0.470	0.263
nicotine	nikótín	0.235	0.608	0.447
niece	frænka	0.771	0.320	0.400
nifty	nifty	0.740	0.745	0.815
nigger	nigger	0.240	0.347	0.398
nigh	nánast	0.653	0.216	0.336
night	nótt	0.598	0.396	0.404
nightcap	nightcap	0.750	0.196	0.268
nightclub	Næturklúbbur	0.802	0.894	0.528
nightfall	nótt	0.490	0.436	0.426
nightgown	nightgown	0.643	0.408	0.250
nightie	Nightie	0.630	0.388	0.274
nightingale	nightingale	0.740	0.340	0.496
nightlife	næturlíf	0.542	0.783	0.510
nightly	nóttu	0.673	0.410	0.474
nightmare	martröð	0.005	0.810	0.436
nightmares	martraðir	0.082	0.942	0.448
nightstand	næturklúbbi	0.490	0.130	0.327
nightstick	næturljós	0.500	0.461	0.348
nighttime	nighttime	0.735	0.385	0.439
nihilism	nihilism	0.367	0.510	0.364
nil	nil	0.286	0.143	0.157
nimble	fimur	0.833	0.729	0.769
nimrod	nimrod	0.327	0.500	0.539
nincompoop	nincompoop	0.365	0.431	0.368
nine	níu	0.552	0.255	0.327
nineteen	nítján	0.673	0.304	0.375
ninety	níutíu	0.479	0.349	0.436
ninja	Ninja	0.542	0.844	0.682
ninny	ninny	0.344	0.343	0.309
nintendo	nintendo	0.802	0.571	0.464
ninth	níunda	0.490	0.212	0.396
nip	nip	0.281	0.700	0.264
nipper	nipper	0.386	0.422	0.317
nipple	geirvörtur	0.480	0.786	0.415
nippy	nippy	0.540	0.500	0.416
nitrate	nítrat	0.388	0.406	0.500
nitro	nítró	0.500	0.647	0.639
nitrogen	köfnunarefni	0.427	0.435	0.562
nitrous	nítró	0.435	0.561	0.411
nitwit	nitwit	0.146	0.606	0.139
nix	nix	0.330	0.380	0.404
no anticipation	engin vænting	0.396	0.480	0.341
no disgust	engin disgust	0.510	0.324	0.448
no emotion	engin tilfinning	0.170	0.109	0.225
no sentiment	engin viðhorf	0.092	0.382	0.278
no surprise	ekki á óvart	0.171	0.224	0.412
no trust	engin traust	0.055	0.445	0.257
nobility	aðalsmaður	0.844	0.347	0.736
noble	göfugt	0.906	0.345	0.610
nobleman	forráðamaður	0.675	0.286	0.709
nobodycares	NO TRANSLATION	0.365	0.410	0.354
nocomplaints	NO TRANSLATION	0.677	0.164	0.491
nocturnal	nóttu	0.540	0.500	0.462
nod	nudda	0.590	0.367	0.427
nodding	nodding	0.694	0.294	0.426
node	hnút	0.396	0.343	0.361
nodular	hnútur	0.438	0.351	0.411
nodule	kúpti	0.312	0.426	0.349
noggin	noggin	0.510	0.433	0.382
nohope	NO TRANSLATION	0.200	0.441	0.385
noir	noir	0.375	0.394	0.365
noise	hávaði	0.260	0.883	0.388
noisy	hávær	0.271	0.812	0.561
nomad	nomad	0.375	0.413	0.433
nomadic	nomadic	0.427	0.519	0.422
nomenclature	nomenclature	0.500	0.222	0.575
nominal	nafnvirði	0.594	0.250	0.463
nominate	tilnefna	0.615	0.471	0.669
nomination	tilnefningu	0.663	0.637	0.696
nominee	tilnefndur	0.662	0.625	0.765
nonce	nonce	0.422	0.370	0.377
nonchalant	nonchalant	0.312	0.314	0.366
noncompliance	noncompliance	0.112	0.598	0.259
nondescript	nondescript	0.490	0.434	0.348
nonexistent	ekki til staðar	0.208	0.429	0.149
nonfat	nonfat	0.604	0.260	0.340
nonfiction	nonfiction	0.426	0.315	0.431
nonpayment	nonpayment	0.229	0.510	0.298
nonresident	ekki íbúi	0.250	0.340	0.302
nonsense	bull	0.214	0.531	0.155
nonsensical	ósæmilegt	0.173	0.268	0.193
nonviolent	nonviolent	0.640	0.287	0.346
noob	byrjandi	0.417	0.430	0.267
noodle	núðla	0.633	0.216	0.225
nook	skot	0.480	0.321	0.296
noon	hádegi	0.531	0.343	0.518
noose	nei	0.356	0.300	0.330
nopoint	NO TRANSLATION	0.276	0.324	0.314
noregrets	NO TRANSLATION	0.469	0.476	0.426
norm	norm	0.500	0.245	0.527
normal	eðlilegt	0.740	0.127	0.380
normalcy	normalcy	0.805	0.151	0.620
normality	venjulegt	0.781	0.089	0.444
north	norður	0.531	0.255	0.450
northbound	norðanverðu	0.604	0.454	0.491
northeast	norðaustur	0.562	0.260	0.375
northern	Norður	0.570	0.340	0.472
northwest	norðvestur	0.604	0.345	0.451
northwestern	norðvestur	0.479	0.306	0.462
noschool	NO TRANSLATION	0.490	0.400	0.380
nose	nef	0.582	0.270	0.245
nosebleed	nefbólga	0.153	0.776	0.361
nosey	nefnt	0.276	0.655	0.223
nosnow	nosnow	0.392	0.394	0.366
nostalgia	fortíðarþrá	0.417	0.337	0.339
nostalgic	nostalgic	0.458	0.351	0.184
nostress	NO TRANSLATION	0.531	0.404	0.415
nostril	nösir	0.396	0.404	0.316
nosun	NO TRANSLATION	0.388	0.380	0.351
nosy	nefnt	0.292	0.558	0.433
not negative	ekki neikvætt	0.622	0.270	0.444
not positive	ekki jákvætt	0.051	0.370	0.236
notable	eftirtektarvert	0.760	0.450	0.696
notables	merkingar	0.594	0.608	0.755
notably	einkum	0.792	0.533	0.689
notamorningperson	NO TRANSLATION	0.469	0.578	0.440
notary	lögbókanda	0.541	0.451	0.676
notation	merking	0.635	0.380	0.558
notch	hak	0.459	0.361	0.358
notched	hakað	0.480	0.530	0.356
note	athugasemd	0.594	0.163	0.416
notebook	minnisbók	0.449	0.167	0.442
noted	fram	0.615	0.382	0.464
noteworthy	athyglisvert	0.704	0.481	0.759
nothappy	NO TRANSLATION	0.112	0.320	0.170
nothingbetter	NO TRANSLATION	0.635	0.390	0.543
