Word	Hebrew-iw	Valence	Arousal	Dominance
inside	בְּתוֹך	0.612	0.404	0.472
insider	פְּנִימַאי	0.625	0.562	0.750
insidious	חַתרָנִי	0.146	0.622	0.480
insight	תוֹבָנָה	0.613	0.363	0.649
insightful	תובנה	0.664	0.691	0.713
insignia	סִימָנֵי דַרגָה	0.665	0.282	0.685
insignificance	חוסר משמעות	0.250	0.216	0.222
insignificant	לֹא מַשְׁמָעוּתִי	0.083	0.306	0.114
insinuate	לִרְמוֹז	0.292	0.635	0.413
insipid	תָפֵל	0.214	0.250	0.241
insist	מתעקש	0.635	0.651	0.688
insistence	הִתעַקְשׁוּת	0.418	0.704	0.645
insistent	עקשן	0.552	0.635	0.701
insists	מתעקש	0.490	0.587	0.610
insolence	חוּצפָּה	0.115	0.731	0.402
insolent	חָצוּף	0.112	0.663	0.343
insoluble	לֹא מָסִיס	0.439	0.290	0.414
insolvency	פְּשִׁיטַת רֶגֶל	0.323	0.431	0.300
insolvent	פּוֹשֵׁט רֶגֶל	0.230	0.481	0.318
insomnia	נדודי שינה	0.198	0.611	0.373
insomniac	נדודי שינה	0.231	0.367	0.329
inspect	לִבדוֹק	0.479	0.603	0.793
inspection	בְּדִיקָה	0.459	0.630	0.718
inspector	מְפַקֵחַ	0.418	0.580	0.852
inspiration	הַשׁרָאָה	0.938	0.600	0.779
inspirational	מעוררת השראה	0.927	0.720	0.810
inspire	השראה	0.918	0.627	0.759
inspired	בהשראה	0.967	0.702	0.736
instability	חוסר יציבות	0.177	0.760	0.353
install	להתקין	0.630	0.583	0.736
installation	הַתקָנָה	0.656	0.469	0.759
installment	פֶּרֶק	0.619	0.396	0.483
instance	למשל	0.547	0.450	0.558
instant	רֶגַע	0.766	0.454	0.554
instantaneous	מִיָדִי	0.750	0.500	0.585
instantaneously	באופן מיידי	0.656	0.640	0.600
instigate	לְהַסִית	0.278	0.765	0.642
instigation	חִרחוּר	0.323	0.769	0.648
instill	לְהַחדִיר	0.562	0.490	0.618
instinct	יֵצֶר	0.771	0.602	0.642
instinctive	אינסטינקטיבית	0.752	0.575	0.694
institute	מכון	0.604	0.480	0.807
institution	מוֹסָד	0.580	0.311	0.790
instruct	לְהוֹרוֹת	0.729	0.490	0.833
instructed	הורה	0.740	0.388	0.722
instruction	הוראה	0.656	0.434	0.736
instructional	הדרכה	0.698	0.500	0.773
instructions	הוראות	0.582	0.302	0.556
instructive	מְאַלֵף	0.583	0.420	0.643
instructor	מַדְרִיך	0.771	0.490	0.782
instrument	כלי	0.562	0.537	0.655
instrumental	מוֹעִיל	0.740	0.472	0.647
instrumentalist	נַגָן	0.656	0.540	0.740
instrumentality	מַכשִׁירִיוּת	0.637	0.510	0.618
insubordination	סרבנות	0.281	0.775	0.634
insufferable	בִּלתִי נִסבָּל	0.220	0.784	0.291
insufficiency	אִי סְפִיקָה	0.115	0.431	0.210
insufficient	לא מספיק	0.188	0.380	0.093
insufficiently	לא מספיק	0.147	0.509	0.198
insular	מבודדים	0.531	0.426	0.465
insulate	לְבוּדֵד	0.365	0.358	0.286
insulated	מְבוּדָד	0.208	0.265	0.304
insulation	בִּדוּד	0.245	0.327	0.264
insulin	אִינסוּלִין	0.429	0.472	0.375
insult	לְהַעֲלִיב	0.085	0.831	0.389
insulting	מַעֲלִיב	0.094	0.840	0.412
insurance	ביטוח	0.714	0.308	0.825
insure	לְהַבטִיחַ	0.700	0.415	0.698
insurgent	מִתקוֹמֵם	0.235	0.735	0.660
insurmountable	בלתי ניתן להתגבר	0.620	0.627	0.737
insurrection	הִתקוֹמְמוּת	0.229	0.706	0.582
intact	שָׁלֵם	0.716	0.212	0.602
intake	הַכנָסָה	0.604	0.527	0.442
intangible	בלתי מוחשי	0.525	0.480	0.473
integer	מספר שלם	0.573	0.327	0.595
integral	בלתי נפרד	0.590	0.337	0.615
integrate	לשלב	0.729	0.390	0.700
integration	שילוב	0.771	0.480	0.737
integrity	יושרה	0.865	0.413	0.848
intellect	בִּינָה	0.844	0.418	0.870
intellectual	אִינטֶלֶקְטוּאַלִי	0.906	0.455	0.845
intelligence	אינטליגנציה	0.833	0.587	0.885
intelligent	אִינְטֶלִיגֶנְטִי	0.917	0.541	0.868
intelligibility	מוּבָנוּת	0.740	0.481	0.689
intelligible	מוּבָן	0.635	0.480	0.691
intend	מתכוונים	0.562	0.520	0.519
intended	התכוון	0.406	0.542	0.587
intending	מתכוונת	0.510	0.567	0.597
intense	אִינטֶנסִיבִי	0.592	0.774	0.679
intensely	בעוצמה	0.694	0.846	0.750
intensify	לְהַגבִּיר	0.604	0.870	0.737
intensity	עָצמָה	0.622	0.930	0.952
intensive	אִינטֶנסִיבִי	0.570	0.842	0.776
intent	כוונה	0.550	0.481	0.500
intention	מַטָרָה	0.531	0.480	0.636
intentional	מְכוּוָן	0.650	0.615	0.750
intentionally	בְּמֵזִיד	0.450	0.676	0.696
inter	בֵּין	0.510	0.375	0.466
interact	אינטראקציה	0.822	0.690	0.759
interaction	אינטראקציה	0.646	0.735	0.750
interactive	אינטראקטיבי	0.727	0.811	0.770
intercede	להתערב	0.582	0.577	0.630
intercept	לעכב	0.221	0.660	0.676
interception	יירוט	0.327	0.673	0.643
intercession	שְׁתַדְלָנוּת	0.503	0.486	0.598
interchange	מֶחלָף	0.615	0.527	0.565
interchangeable	ניתן להחלפה	0.615	0.459	0.526
interchanged	להחלפה	0.396	0.472	0.434
intercom	אינטרקום	0.623	0.429	0.453
intercourse	יַחֲסֵי מִין	0.551	0.608	0.557
interdependence	תלות הדדית	0.608	0.618	0.639
interdependent	תלות הדדית	0.410	0.482	0.598
interdiction	אַמְנָעָה	0.337	0.500	0.585
interest	ריבית	0.780	0.667	0.618
interested	מעוניין	0.750	0.529	0.725
interesting	מעניין	0.927	0.726	0.731
interface	מִמְשָׁק	0.643	0.357	0.600
interfere	לְהַפְרִיעַ	0.323	0.714	0.471
interference	הַפרָעָה	0.396	0.736	0.357
interferometer	- אינטרפרומטר	0.510	0.510	0.517
intergalactic	גלקטי	0.562	0.661	0.741
interim	זְמַנִי	0.604	0.400	0.524
interior	פְּנִים	0.618	0.157	0.462
interject	לְשַׁסֵעַ	0.333	0.648	0.658
interlocutory	בין-ארצי	0.490	0.500	0.527
interlude	הַפסָקָה	0.470	0.417	0.377
intermediary	מתווך	0.427	0.510	0.643
intermediate	ביניים	0.480	0.368	0.400
interment	קְבוּרָה	0.235	0.608	0.346
interminable	נִמשָׁך לְלֹא סוֹף	0.327	0.481	0.561
intermission	הַפסָקָה	0.490	0.360	0.402
intermittent	סֵרוּגִי	0.337	0.565	0.436
intern	מתמחה	0.459	0.460	0.392
internal	פְּנִימִי	0.439	0.349	0.423
internally	כְּלַפֵּי פְּנִים	0.615	0.400	0.616
international	בינלאומי	0.800	0.519	0.702
internet	אינטרנט	0.760	0.462	0.755
internship	תְקוּפַת הִתמַחוּת	0.590	0.510	0.482
interoffice	משרדית	0.439	0.375	0.556
interpolate	להתערב	0.460	0.490	0.569
interpolation	שִׁרבּוּב	0.419	0.506	0.528
interpret	לפרש	0.646	0.625	0.673
interpretation	פרשנות	0.677	0.594	0.620
interpreter	מְתוּרגְמָן	0.708	0.461	0.596
interpretive	פרשני	0.531	0.549	0.595
interrelated	קשורות זו בזו	0.615	0.469	0.592
interrogate	לַחקוֹר	0.323	0.808	0.680
interrogation	חֲקִירָה	0.302	0.827	0.657
interrupt	לְהַפְרִיעַ	0.210	0.635	0.509
interrupted	מוּפרָע	0.281	0.559	0.333
interrupting	קוטע	0.146	0.593	0.509
interruption	הַפרָעָה	0.184	0.632	0.425
interrupts	קוטע	0.204	0.545	0.389
intersect	לְהִצְטָלֵב	0.521	0.510	0.480
intersection	הִצטַלְבוּת	0.344	0.541	0.658
interstate	בין מדינות	0.520	0.443	0.600
interstellar	בֵּין כּוֹכָבִי	0.708	0.702	0.622
interstitial	ביניים	0.333	0.471	0.534
interval	הַפסָקָה	0.510	0.284	0.400
intervene	להתערב	0.520	0.677	0.768
intervening	מתערבת	0.398	0.627	0.442
intervention	התערבות	0.388	0.696	0.689
interview	רֵאָיוֹן	0.573	0.770	0.619
interviewer	מראיין	0.552	0.736	0.816
interworking	עבודה	0.552	0.587	0.691
intestate	לְלֹא צַוָאָה	0.459	0.467	0.415
intestinal	פְּנִימִי	0.357	0.531	0.370
intestine	מְעִי	0.343	0.450	0.380
intestines	קְרָבַיִם	0.292	0.547	0.398
intimacy	אִינטִימִיוּת	0.857	0.802	0.558
intimate	אִינטִימִי	0.724	0.598	0.393
intimately	באופן אינטימי	0.806	0.573	0.590
intimation	רֶמֶז	0.406	0.673	0.500
intimidate	לְהָטִיל אֵימָה	0.210	0.804	0.632
intimidated	מאוימת	0.177	0.663	0.208
intimidating	הַטָלַת אֵימָה	0.229	0.790	0.708
intimidation	הַפחָדָה	0.177	0.791	0.644
intolerable	בִּלתִי נִסבָּל	0.146	0.660	0.439
intolerance	חוסר סובלנות	0.052	0.704	0.520
intolerant	לֹא סוֹבלָנִי	0.135	0.676	0.509
intonation	אינטונציה	0.615	0.442	0.598
intoxicated	שָׁתוּי	0.079	0.824	0.246
intoxicating	מְשַׁכֵּר	0.224	0.760	0.464
intoxication	הַרעָלָה	0.323	0.710	0.400
intracranial	תוך גולגולתי	0.281	0.602	0.553
intractable	סוֹרֵר	0.154	0.694	0.302
intramural	פנימי	0.490	0.464	0.447
intravenous	תוֹך וְרִידִי	0.357	0.538	0.458
intrepid	לְלֹא חַת	0.753	0.696	0.637
intricate	מוּרכָּב	0.559	0.704	0.500
intrigue	תְכָכִים	0.362	0.830	0.327
intriguing	מסקרן	0.422	0.713	0.462
intrinsic	פְּנִימִי	0.406	0.471	0.526
intrinsically	באופן מהותי	0.459	0.382	0.538
intro	הקדמה	0.510	0.331	0.657
introduce	הצג	0.592	0.559	0.648
introduction	מבוא	0.612	0.413	0.640
introductory	אֲקָדֵמַאִי	0.635	0.368	0.593
introspection	הִסתַכְּלוּת פְּנִימִית	0.603	0.337	0.575
introspective	מְכוּנָס בְּתוֹך עַצמוֹ	0.552	0.360	0.471
intrude	לְהַפְרִיעַ	0.058	0.735	0.480
intruder	פּוֹלֵשׁ	0.146	0.740	0.324
intrusion	הִתעָרְבוּת	0.293	0.641	0.670
intrusive	פולשני	0.461	0.607	0.538
intubation	צִנרוּר	0.276	0.598	0.526
intuition	אינטואיציה	0.857	0.508	0.602
intuitive	אינטואיטיבי	0.771	0.573	0.690
intuitively	באופן אינטואיטיבי	0.670	0.561	0.648
inundation	הֲצָפָה	0.177	0.780	0.455
invade	לִפְלוֹשׁ	0.408	0.892	0.714
invader	פּוֹלֵשׁ	0.200	0.827	0.618
invalid	לא חוקי	0.180	0.330	0.255
invalidate	לִפְסוֹל	0.315	0.480	0.397
invalidation	פסול	0.181	0.490	0.278
invalidity	נָכוּת	0.186	0.394	0.158
invaluable	לֹא יְסוּלֵא בְּפָּז	0.740	0.500	0.745
invariably	בִּקְבִיעוּת	0.458	0.365	0.550
invasion	פְּלִישָׁה	0.271	0.843	0.808
invasive	פַּלשָׁנִי	0.194	0.730	0.598
invent	לִהַמצִיא	0.719	0.689	0.833
invention	הַמצָאָה	0.714	0.577	0.811
inventive	תַחבְּלָנִי	0.780	0.627	0.721
inventor	מַמצִיא	0.781	0.667	0.847
inventory	מְלַאי	0.594	0.463	0.490
inverse	הפוך	0.459	0.337	0.319
inversely	בְּיַחַס הָפוּך	0.286	0.418	0.351
inversion	הִתְהַפְּכוּת	0.602	0.630	0.772
invert	לַהֲפוֹך	0.510	0.585	0.706
inverted	הָפוּך	0.310	0.471	0.357
invest	להשקיע	0.650	0.663	0.682
investigate	לַחקוֹר	0.640	0.500	0.781
investigation	חֲקִירָה	0.531	0.592	0.820
investigative	תחקיר	0.562	0.600	0.704
investigator	חוֹקֵר	0.615	0.509	0.779
investment	הַשׁקָעָה	0.720	0.592	0.745
investor	משקיע	0.794	0.655	0.791
invidious	מזויף	0.112	0.650	0.364
invigorate	לְרַעֲנֵן	0.821	0.798	0.831
invincible	בלתי מנוצח	0.867	0.853	0.914
invisibility	בלתי נראה	0.438	0.461	0.382
invisible	בלתי נראה	0.417	0.345	0.412
invitation	הַזמָנָה	0.802	0.549	0.647
invite	להזמין	0.745	0.655	0.611
inviting	מַזמִין	0.938	0.571	0.538
invocation	קְרִיאָה	0.430	0.620	0.673
invoice	חשבונית	0.480	0.380	0.474
invoke	לעורר	0.583	0.740	0.579
involuntary	לֹא רְצוֹנִי	0.354	0.490	0.231
involution	לִפּוּף	0.296	0.420	0.407
involve	כרוך	0.694	0.490	0.728
involvement	מְעוֹרָבוּת	0.760	0.620	0.696
invulnerable	לֹא פָּגִיעַ	0.552	0.683	0.745
inwards	פְּנִימָה	0.490	0.385	0.438
iodine	יוֹד	0.390	0.265	0.333
ion	יוֹן	0.429	0.330	0.408
iota	יוֹטָה	0.344	0.385	0.314
irate	נִזעָם	0.188	0.852	0.474
ire	NO TRANSLATION	0.198	0.740	0.575
iridescent	ססגוני	0.602	0.588	0.539
iris	קַשׁתִית	0.708	0.275	0.380
irked	מבוהלת	0.164	0.791	0.353
irks	שמקפיץ	0.276	0.781	0.339
iron	בַּרזֶל	0.448	0.351	0.679
ironclad	מְשׁוּריָן	0.561	0.648	0.679
ironic	אִירוֹנִי	0.435	0.550	0.500
irons	מגהצים	0.531	0.441	0.625
irony	אִירוֹנִיָה	0.390	0.587	0.508
irradiation	הַקרָנָה	0.385	0.736	0.509
irrational	לא הגיוני	0.125	0.648	0.394
irrationality	אי-רציונליות	0.198	0.735	0.361
irreconcilable	בִּלתִי מִתפַּשֵׁר	0.146	0.667	0.375
irreducible	בלתי ניתנת לצמצום	0.296	0.455	0.569
irrefutable	שֶׁאֵין לְהַפרִיכוֹ	0.496	0.549	0.716
irregular	לֹא סָדִיר	0.312	0.548	0.321
irregularity	חֲרִיגָה	0.104	0.647	0.306
irregularly	באופן בלתי סדיר	0.292	0.565	0.397
irrelevant	לא רלוונטי	0.138	0.311	0.296
irreparable	בלתי הפיך	0.061	0.530	0.430
irreplaceable	שאין לו תחליף	0.479	0.580	0.833
irrepressible	בלתי הפיך	0.512	0.566	0.745
irresistible	אין לעמוד בפניו	0.823	0.833	0.839
irrespective	ללא קשר	0.497	0.538	0.745
irresponsible	לֹא אַחֲרַאִי	0.177	0.680	0.241
irreverent	מְזַלזֵל	0.191	0.694	0.634
irreversible	בלתי הפיך	0.170	0.541	0.667
irrevocable	לְלֹא תַקָנָה	0.296	0.560	0.712
irrigate	לְהַשְׁקוֹת	0.272	0.458	0.490
irrigation	השקיה	0.259	0.426	0.426
irritability	נִרגָנוּת	0.146	0.853	0.283
irritable	עַצבָּנִי	0.112	0.952	0.462
irritate	לְגָרוֹת	0.167	0.890	0.368
irritated	מרוגז	0.210	0.816	0.281
irritates	מגרה	0.173	0.810	0.295
irritating	מְעַצבֵּן	0.104	0.912	0.393
irritation	הַקפָּדָה	0.073	0.833	0.496
island	אִי	0.745	0.347	0.432
isle	אִי	0.667	0.390	0.443
islet	אִיוֹן	0.612	0.314	0.367
isolate	לְבוּדֵד	0.235	0.422	0.336
isolated	מְבוּדָד	0.221	0.356	0.255
isolation	בְּדִידוּת	0.198	0.338	0.339
isomorphism	איזומורפיזם	0.448	0.361	0.481
isothermal	isothermal	0.459	0.491	0.500
isotope	אִיזוֹטוֹפּ	0.429	0.404	0.407
issue	נושא	0.316	0.819	0.351
itch	גירוד	0.319	0.610	0.465
itching	עִקצוּץ	0.208	0.690	0.300
itchy	מגרד	0.334	0.726	0.296
item	פריט	0.594	0.270	0.465
itemize	לְפַרֵט	0.459	0.527	0.518
items	פריטים	0.542	0.401	0.434
iterate	לְחַזֵר	0.449	0.460	0.440
iteration	איטרציה	0.531	0.449	0.486
iterative	איטרטיבי	0.429	0.420	0.500
itinerant	נוֹדֵד	0.449	0.545	0.439
itinerary	מַסלוּל	0.551	0.550	0.454
ivory	שֶׁנהָב	0.625	0.235	0.566
jab	דְקִירָה	0.385	0.519	0.482
jabber	לְקַשְׁקֵשׁ	0.417	0.506	0.342
jack	ג'ֵק	0.487	0.450	0.441
jackal	תַן	0.333	0.582	0.436
jackass	חֲמוֹר	0.188	0.692	0.279
jacket	ז'ָקֵט	0.656	0.302	0.382
jackhammer	jackhammer	0.199	0.690	0.519
jackpot	קוּפָּה	0.950	0.750	0.786
jackrabbit	ג'ק ארנב	0.625	0.379	0.344
jacks	שקעים	0.490	0.400	0.505
jade	יַרקָן	0.604	0.410	0.455
jaded	תָשׁוּשׁ	0.255	0.560	0.400
jag	NO TRANSLATION	0.408	0.440	0.427
jagged	מְשׁוּנָן	0.082	0.462	0.213
jaguar	יָגוּאָר	0.559	0.710	0.654
jail	כלא	0.094	0.898	0.480
jailbird	אָסִיר לְשֶׁעָבָר	0.240	0.567	0.473
jailbreak	-	0.354	0.629	0.471
jailer	סוהר	0.194	0.630	0.632
jailhouse	בית סוהר	0.104	0.887	0.430
jalopy	טָרָנטָה	0.396	0.436	0.337
jam	ריבה	0.510	0.548	0.318
jamboree	ג'ָמבּוֹרִי	0.602	0.625	0.351
jammed	תקוע	0.235	0.817	0.411
jammer	ג'אמר	0.417	0.540	0.491
janitor	שָׁרָת	0.510	0.350	0.527
janitorial	-	0.490	0.373	0.481
japan	יפן	0.667	0.482	0.580
jar	קַנקַן	0.430	0.346	0.318
jargon	ז'רגון	0.333	0.548	0.404
jarhead	ג 'רדה	0.408	0.530	0.464
jarring	צוֹרֵם	0.210	0.673	0.309
jasmine	יַסמִין	0.765	0.230	0.286
jasper	יָשׁפֵה	0.480	0.425	0.402
jaundice	צַהֶבֶת	0.214	0.480	0.355
jaunt	טִיוּל קָצָר	0.808	0.451	0.500
java	ג 'אווה	0.459	0.321	0.343
javelin	כִּידוֹן	0.385	0.481	0.465
jaw	לֶסֶת	0.500	0.510	0.420
jawbone	עצם עצם הלסת	0.468	0.413	0.342
jaws	מלתעות	0.385	0.528	0.455
jay	עוֹרְבָנִי	0.531	0.408	0.389
jazz	ג'ֶז	0.677	0.362	0.450
jazzy	ג'זי	0.725	0.431	0.389
jealous	קַנָאִי	0.173	0.855	0.345
jealousy	קנאה	0.146	0.783	0.481
jean	ג 'ין	0.602	0.444	0.364
jeans	גִ'ינס	0.622	0.324	0.371
jeep	ג'ִיפּ	0.602	0.510	0.612
jeering	גיחוך	0.266	0.792	0.380
jelly	ג'לי	0.651	0.294	0.256
jellybean	סוכריית ג'לי	0.592	0.406	0.399
jellyfish	מדוזה	0.531	0.567	0.377
jenny	ג 'ני	0.542	0.406	0.407
jeopardize	לְסַכֵּן	0.260	0.877	0.582
jeopardy	סַכָּנָה	0.129	0.908	0.536
jerk	אִידיוֹט	0.194	0.630	0.238
jerks	מטומטמים	0.214	0.788	0.395
jerky	מִתנַדנֵד	0.233	0.538	0.358
jersey	חולצה	0.594	0.317	0.411
jest	NO TRANSLATION	0.520	0.736	0.222
jester	ליצן החצר	0.388	0.670	0.264
jesus	יֵשׁוּעַ	0.800	0.400	0.620
jet	מטוס סילון	0.612	0.721	0.606
jetty	מֵזַח	0.602	0.480	0.453
jewel	תַכשִׁיט	0.827	0.588	0.625
jeweler	תַכשִׁיטָן	0.760	0.482	0.500
jewelry	תכשיט	0.823	0.569	0.597
jib	חָלוּץ	0.406	0.420	0.413
jiff	NO TRANSLATION	0.576	0.404	0.349
jiffy	הֶרֶף עַיִן	0.410	0.444	0.380
jig	לְנַעֲנֵעַ	0.531	0.396	0.357
jiggle	נִענוּעַ	0.592	0.673	0.518
jigsaw	פאזל	0.594	0.582	0.519
jihad	ג'יהאד	0.323	0.660	0.444
jimmy	ג 'ימי	0.579	0.321	0.311
jingle	ג'ִינגֵל	0.635	0.500	0.424
jinx	ג 'ינקס	0.337	0.582	0.373
jitters	הֶתקֵף עַצבָּנוּת	0.224	0.918	0.192
jittery	מְעוּצבָּן	0.344	0.856	0.255
jive	jive	0.561	0.551	0.373
job	עבודה	0.694	0.541	0.717
jobinterview	NO TRANSLATION	0.684	0.837	0.723
jock	ספורטאים	0.592	0.656	0.473
jockey	רוֹכֵב	0.562	0.644	0.703
jockstrap	רצועה	0.347	0.431	0.390
jog	לָרוּץ	0.510	0.708	0.519
jogger	רָץ לְהַנָאָתוֹ	0.417	0.510	0.424
john	ג 'ון	0.562	0.382	0.327
join	לְהִצְטַרֵף	0.729	0.479	0.684
joined	הצטרף	0.667	0.394	0.600
joining	הִצטָרְפוּת	0.755	0.469	0.685
joint	משותף	0.615	0.392	0.566
jointly	יַחַד	0.708	0.425	0.602
joke	בדיחה	0.704	0.610	0.316
joker	לֵץ	0.771	0.760	0.416
joking	מתבדח	0.776	0.839	0.407
jolly	עַלִיז	0.959	0.705	0.708
jolt	לְהַקְפִּיץ	0.365	0.708	0.358
jornada	NO TRANSLATION	0.417	0.500	0.533
jot	יוֹד	0.406	0.323	0.350
jour	NO TRANSLATION	0.479	0.394	0.415
journal	כתב עת	0.688	0.240	0.352
journalism	עיתונאות	0.622	0.500	0.684
journalist	עִתוֹנָאִי	0.542	0.452	0.732
journalistic	עיתונאי	0.696	0.449	0.495
journey	מסע	0.910	0.702	0.625
journeyman	אוּמָן שָׂכִיר	0.765	0.596	0.741
joust	מתנצח	0.520	0.528	0.551
jovial	מִתרוֹנֵן	0.823	0.460	0.526
joy	שִׂמְחָה	0.980	0.824	0.794
joyful	שַׂמֵחַ	0.990	0.740	0.667
joyous	מְשַׂמֵחַ	0.958	0.580	0.728
joyride	JOYRIDE	0.694	0.550	0.500
joys	הנאות	0.981	0.643	0.651
jubilant	צוֹהֵל	0.844	0.673	0.664
jubilee	יוֹבֵל	0.916	0.500	0.579
judge	לִשְׁפּוֹט	0.510	0.604	0.857
judged	נשפט	0.281	0.686	0.722
judging	שופט	0.240	0.625	0.693
judgment	פְּסַק דִין	0.396	0.600	0.816
judgmental	שיפוטי	0.330	0.602	0.579
judicial	מִשׁפָּטִי	0.378	0.667	0.833
judiciary	מַעֲרֶכֶת מִשׁפָּטִית	0.439	0.740	0.897
judicious	נָבוֹן	0.630	0.432	0.772
judo	ג'וּדוֹ	0.500	0.790	0.612
jug	כד	0.520	0.250	0.213
juggle	ללהטט	0.594	0.760	0.426
juggler	לַהֲטוּטָן	0.633	0.821	0.480
juggling	לַהֲטוּטָנוּת	0.562	0.874	0.346
jugular	הצוואר	0.271	0.573	0.426
juice	מיץ	0.776	0.281	0.352
juicer	מסחטה	0.552	0.520	0.564
juicy	עֲסִיסִי	0.823	0.529	0.490
juju	NO TRANSLATION	0.541	0.519	0.206
juke	Juke	0.500	0.491	0.410
jukebox	מָקוֹל אוֹטוֹמָטִי	0.699	0.540	0.429
jumble	עִרבּוּביָה	0.357	0.613	0.331
