Word	Mongolian-mn	Valence	Arousal	Dominance
infinitely	хязгааргүй	0.688	0.643	0.829
infinitesimal	хязгааргүй	0.388	0.472	0.496
infinity	хязгааргүй	0.516	0.459	0.805
infirm	сул дорой	0.115	0.521	0.210
infirmary	Эмийн сан	0.500	0.438	0.517
infirmity	сул дорой байдал	0.094	0.482	0.252
inflammation	үрэвсэл	0.146	0.765	0.423
inflammatory	үрэвсэл	0.177	0.642	0.404
inflatable	хийлдэг	0.510	0.510	0.400
inflate	өтгөн	0.305	0.569	0.462
inflated	хөөрөгдсөн	0.303	0.431	0.617
inflation	инфляци	0.219	0.792	0.508
inflection	хазайлт	0.385	0.635	0.377
inflict	Үүнд	0.167	0.760	0.609
infliction	ялзрал	0.302	0.722	0.571
inflorescence	баг цэцэг	0.459	0.344	0.412
influence	нөлөө	0.622	0.663	0.824
influential	нөлөөтэй	0.899	0.688	0.944
influenza	томуу	0.271	0.718	0.321
influx	хүн амын шилжилт хөдөлгөөн	0.622	0.635	0.575
info	info	0.750	0.330	0.642
infomercial	Интернэт	0.427	0.462	0.555
inform	мэдээлэх	0.723	0.582	0.679
informal	албан бус	0.480	0.398	0.441
informant	мэдээлэгч	0.604	0.612	0.719
information	мэдээлэл	0.765	0.370	0.711
informative	Мэдээлэл	0.812	0.419	0.741
informed	мэдээлэлтэй	0.543	0.298	0.617
informer	мэдээлэгч	0.521	0.578	0.580
infraction	зөрчил	0.245	0.660	0.471
infrared	хэт улаан туяаны	0.469	0.588	0.526
infrastructure	дэд бүтэц	0.604	0.460	0.694
infrequent	ховор	0.312	0.377	0.192
infrequently	ховор тохиолддог	0.204	0.250	0.327
infringement	зөрчил	0.153	0.800	0.481
infuriate	уурлав	0.102	0.934	0.596
infuriated	уурлав	0.073	0.930	0.510
infuriates	уурлав	0.135	0.913	0.627
infuriating	уурлав	0.139	0.870	0.509
infuse	Нэвтрүүлэх	0.380	0.705	0.589
infused	татсан	0.385	0.473	0.546
infuser	infuser	0.469	0.433	0.536
infusion	дусаах	0.583	0.365	0.453
ingenious	ухаантай	0.760	0.690	0.891
ingenuity	оюун ухаан	0.708	0.590	0.868
ingest	залхаж байна	0.510	0.559	0.473
ingestion	залгих	0.429	0.612	0.512
ingot	ембүү	0.688	0.444	0.615
ingrained	савандсан	0.531	0.490	0.712
ingrate	оруулах	0.235	0.606	0.327
ingredient	найрлагатай	0.792	0.373	0.451
ingress	инээмсэглэл	0.601	0.366	0.736
inhabit	оршин сууж байна	0.656	0.378	0.556
inhabitant	оршин суугч	0.604	0.356	0.519
inhabited	хүн оршин суудаг	0.667	0.361	0.510
inhabiting	оршин суугаа газар	0.458	0.440	0.598
inhalation	Амьсгалах	0.510	0.613	0.464
inhale	Амьсгалсан	0.427	0.340	0.492
inhaler	амьсгалуулагч	0.408	0.500	0.349
inherent	уламжлал	0.562	0.439	0.480
inherit	өвлөнө	0.745	0.546	0.694
inheritance	өв залгамжлал	0.900	0.565	0.798
inhibit	саатуулах	0.167	0.479	0.447
inhibition	дарангуйлал	0.265	0.392	0.534
inhibitor	дарангуйлагч	0.281	0.450	0.471
inhospitable	харамсалтай	0.265	0.531	0.395
inhuman	хүнлэг бус	0.107	0.660	0.492
inhumane	хүнлэг бус	0.104	0.587	0.402
inhumanity	хүнлэг бус явдал	0.143	0.540	0.405
inimaginable	NO TRANSLATION	0.542	0.636	0.534
inimical	утгагүй	0.260	0.823	0.556
inimitable	ялгаатай	0.571	0.413	0.790
iniquity	алдаа	0.219	0.567	0.425
initial	Эхнийх нь	0.583	0.314	0.539
initiate	санаачлагыг эхлүүлэх	0.719	0.480	0.553
initiated	санаачилсан	0.760	0.490	0.650
initiation	санаачилга	0.698	0.529	0.527
initiative	санаачилга	0.833	0.615	0.768
inject	тарих	0.406	0.735	0.596
injection	тариа	0.281	0.741	0.518
injunction	шийтгэл	0.281	0.422	0.519
injure	гэмтэл	0.177	0.710	0.364
injured	гэмтэл авсан	0.083	0.680	0.302
injuring	гэмтэл авсан	0.073	0.790	0.245
injurious	хортой	0.177	0.759	0.366
injury	гэмтэл	0.049	0.769	0.287
injustice	шударга бус байдал	0.082	0.755	0.444
ink	бэх	0.471	0.408	0.235
inkling	Бэхжүүлэх	0.448	0.551	0.570
inland	дотоод газар	0.510	0.417	0.423
inlay	шигтгээ	0.406	0.531	0.565
inlet	оролт	0.646	0.378	0.466
inmate	хоригдол	0.235	0.663	0.398
inn	Дэн буудал	0.660	0.284	0.475
innards	дотор байна	0.302	0.480	0.400
innate	төрөлхийн	0.490	0.400	0.521
inner	дотоод	0.551	0.216	0.443
innermost	хамгийн дотно	0.583	0.500	0.510
innerpeace	NO TRANSLATION	0.714	0.318	0.551
inning	ингэлээ	0.602	0.315	0.520
innings	давтамж	0.573	0.487	0.443
innkeeper	Дэн буудлын эзэн	0.578	0.224	0.472
innocence	гэмгүй	0.802	0.260	0.307
innocent	гэм зэмгүй	0.729	0.206	0.340
innocently	гэмгүй	0.776	0.250	0.302
innocuous	гэмгүй	0.510	0.321	0.172
innovate	шинэчлэлт	0.898	0.872	0.750
innovation	шинэчлэл	0.949	0.680	0.890
innovative	шинэлэг зүйл	0.880	0.640	0.830
innuendo	innuendo	0.467	0.670	0.463
innumerable	тоо томшгүй олон	0.667	0.445	0.704
inoculation	тарих	0.333	0.570	0.598
inoperable	боломжгүй байна	0.184	0.422	0.304
inoperative	ажиллахгүй байна	0.138	0.425	0.273
inordinate	давуу тал	0.163	0.630	0.330
inorganic	органик бус	0.385	0.345	0.282
input	оруулах	0.643	0.337	0.527
inquest	эмчилгээ хийлгэх	0.458	0.569	0.721
inquire	асуу	0.583	0.519	0.363
inquirer	Хэрэглэгч	0.573	0.598	0.776
inquiring	эрэлхийлэх	0.479	0.510	0.500
inquiry	лавлагаа	0.541	0.420	0.536
inquisitive	Сонирхолтой	0.301	0.637	0.615
inquisitor	Инкубатор	0.385	0.873	0.642
insane	галзуурсан	0.062	0.670	0.265
insanity	галзуурал	0.098	0.847	0.337
insatiable	тэвчихгүй	0.375	0.656	0.558
inscription	бичээс	0.592	0.422	0.542
inscrutable	ойлгомжгүй	0.459	0.541	0.613
insect	шавьж	0.276	0.633	0.242
insecticide	шавьж устгах	0.188	0.598	0.430
insecure	аюултай	0.114	0.538	0.132
insecurity	найдваргүй байдал	0.094	0.647	0.350
insemination	хээлтүүлэг	0.542	0.644	0.622
insensitive	мэдрэмтгий бус	0.219	0.471	0.302
inseparable	салшгүй	0.700	0.520	0.571
insert	оруулах	0.481	0.552	0.519
inserted	Оруулсан	0.479	0.402	0.476
insertion	оруулах	0.521	0.520	0.565
inside	дотроо	0.612	0.404	0.472
insider	дотор талд	0.625	0.562	0.750
insidious	хор хөнөөлтэй	0.146	0.622	0.480
insight	үзэл бодол	0.613	0.363	0.649
insightful	ухаантай	0.664	0.691	0.713
insignia	тэмдэглэгээ	0.665	0.282	0.685
insignificance	ач холбогдолгүй	0.250	0.216	0.222
insignificant	бага зэрэг	0.083	0.306	0.114
insinuate	индексжүүлэх	0.292	0.635	0.413
insipid	Хөөрхий	0.214	0.250	0.241
insist	гэжээ	0.635	0.651	0.688
insistence	шаардах	0.418	0.704	0.645
insistent	дарамталдаг	0.552	0.635	0.701
insists	гэжээ	0.490	0.587	0.610
insolence	Ухаангүй юм	0.115	0.731	0.402
insolent	харамсалтай	0.112	0.663	0.343
insoluble	Үгүй	0.439	0.290	0.414
insolvency	төлбөрийн чадваргүй байдал	0.323	0.431	0.300
insolvent	төлбөрийн чадваргүй	0.230	0.481	0.318
insomnia	нойргүйдэл	0.198	0.611	0.373
insomniac	insomniac	0.231	0.367	0.329
inspect	шалгах	0.479	0.603	0.793
inspection	үзлэг шалгалт	0.459	0.630	0.718
inspector	байцаагч	0.418	0.580	0.852
inspiration	сүнслэг нөлөө	0.938	0.600	0.779
inspirational	урам зориг өгдөг	0.927	0.720	0.810
inspire	урам зориг өгдөг	0.918	0.627	0.759
inspired	сүнслэг нөлөөтэй	0.967	0.702	0.736
instability	тогтворгүй байдал	0.177	0.760	0.353
install	суулгах	0.630	0.583	0.736
installation	суулгах	0.656	0.469	0.759
installment	Суурилуулалт	0.619	0.396	0.483
instance	Жишээ нь	0.547	0.450	0.558
instant	шуурхай	0.766	0.454	0.554
instantaneous	агшин зуур	0.750	0.500	0.585
instantaneously	түргэн хугацаанд	0.656	0.640	0.600
instigate	татна	0.278	0.765	0.642
instigation	шаналал	0.323	0.769	0.648
instill	индүүднэ	0.562	0.490	0.618
instinct	зөн совин	0.771	0.602	0.642
instinctive	зөн совин	0.752	0.575	0.694
institute	институт	0.604	0.480	0.807
institution	байгууллага	0.580	0.311	0.790
instruct	зааварлах	0.729	0.490	0.833
instructed	зааварласан	0.740	0.388	0.722
instruction	зааварчилгаа	0.656	0.434	0.736
instructional	Сургалт	0.698	0.500	0.773
instructions	зааварчилгаа	0.582	0.302	0.556
instructive	сургамжтай	0.583	0.420	0.643
instructor	багш	0.771	0.490	0.782
instrument	хэрэгсэл	0.562	0.537	0.655
instrumental	instrumental	0.740	0.472	0.647
instrumentalist	хөгжмийн зэмсэг	0.656	0.540	0.740
instrumentality	арга хэрэгсэл	0.637	0.510	0.618
insubordination	Харамсалтай нь	0.281	0.775	0.634
insufferable	Улирлын шинжтэй	0.220	0.784	0.291
insufficiency	дутагдал	0.115	0.431	0.210
insufficient	хангалтгүй байна	0.188	0.380	0.093
insufficiently	хангалтгүй байна	0.147	0.509	0.198
insular	тусгаарлагдмал	0.531	0.426	0.465
insulate	тусгаарлах	0.365	0.358	0.286
insulated	тусгаарлагдсан	0.208	0.265	0.304
insulation	тусгаарлагч	0.245	0.327	0.264
insulin	инсулин	0.429	0.472	0.375
insult	доромжлох	0.085	0.831	0.389
insulting	доромжлох	0.094	0.840	0.412
insurance	даатгал	0.714	0.308	0.825
insure	даатгал	0.700	0.415	0.698
insurgent	босогч	0.235	0.735	0.660
insurmountable	Дахин даван туулахад бэлэн байна	0.620	0.627	0.737
insurrection	бослого	0.229	0.706	0.582
intact	бүрэн бүтэн	0.716	0.212	0.602
intake	хэрэглээ	0.604	0.527	0.442
intangible	биет бус	0.525	0.480	0.473
integer	бүхэл тоо	0.573	0.327	0.595
integral	салшгүй	0.590	0.337	0.615
integrate	нэгтгэх	0.729	0.390	0.700
integration	нэгтгэх	0.771	0.480	0.737
integrity	бүрэн бүтэн байдал	0.865	0.413	0.848
intellect	оюун ухаан	0.844	0.418	0.870
intellectual	оюуны	0.906	0.455	0.845
intelligence	оюун ухаан	0.833	0.587	0.885
intelligent	ухаантай	0.917	0.541	0.868
intelligibility	ухаалгаар	0.740	0.481	0.689
intelligible	ойлгомжтой	0.635	0.480	0.691
intend	зорьсон	0.562	0.520	0.519
intended	зорилготой	0.406	0.542	0.587
intending	Зорилго	0.510	0.567	0.597
intense	хүчтэй байна	0.592	0.774	0.679
intensely	эрч хүчтэй	0.694	0.846	0.750
intensify	эрчимжүүлнэ	0.604	0.870	0.737
intensity	эрчим хүч	0.622	0.930	0.952
intensive	эрчимтэй	0.570	0.842	0.776
intent	зорилго	0.550	0.481	0.500
intention	зорилго	0.531	0.480	0.636
intentional	санаатай байна	0.650	0.615	0.750
intentionally	санаатайгаар	0.450	0.676	0.696
inter	inter	0.510	0.375	0.466
interact	харилцах	0.822	0.690	0.759
interaction	харилцан үйлчлэл	0.646	0.735	0.750
interactive	интерактив	0.727	0.811	0.770
intercede	intercede	0.582	0.577	0.630
intercept	хайх	0.221	0.660	0.676
interception	хайх	0.327	0.673	0.643
intercession	зуучлалт	0.503	0.486	0.598
interchange	солилцоо	0.615	0.527	0.565
interchangeable	сольж болно	0.615	0.459	0.526
interchanged	харилцан солилцсон	0.396	0.472	0.434
intercom	харилцаа холбоо	0.623	0.429	0.453
intercourse	бэлгийн харьцаа	0.551	0.608	0.557
interdependence	харилцан хамаарал	0.608	0.618	0.639
interdependent	харилцан хамааралтай	0.410	0.482	0.598
interdiction	арга хэмжээ	0.337	0.500	0.585
interest	сонирхол	0.780	0.667	0.618
interested	сонирхож байна	0.750	0.529	0.725
interesting	сонирхолтой	0.927	0.726	0.731
interface	интерфэйс	0.643	0.357	0.600
interfere	хөндлөнгөөс оролцох	0.323	0.714	0.471
interference	хөндлөнгийн оролцоо	0.396	0.736	0.357
interferometer	интерферометр	0.510	0.510	0.517
intergalactic	intergalactic	0.562	0.661	0.741
interim	завсрын	0.604	0.400	0.524
interior	интерьер	0.618	0.157	0.462
interject	завсарлага	0.333	0.648	0.658
interlocutory	харилцан ярилцлага	0.490	0.500	0.527
interlude	interlude	0.470	0.417	0.377
intermediary	зуучлагч	0.427	0.510	0.643
intermediate	завсрын	0.480	0.368	0.400
interment	харилцаа холбоо	0.235	0.608	0.346
interminable	хугацаа дуусах	0.327	0.481	0.561
intermission	завсарлага	0.490	0.360	0.402
intermittent	завсарлагатай	0.337	0.565	0.436
intern	Дадлагажигч	0.459	0.460	0.392
internal	дотоод	0.439	0.349	0.423
internally	дотооддоо	0.615	0.400	0.616
international	олон улсын	0.800	0.519	0.702
internet	Интернет	0.760	0.462	0.755
internship	дадлага	0.590	0.510	0.482
interoffice	interoffice	0.439	0.375	0.556
interpolate	interpolate	0.460	0.490	0.569
interpolation	интерполяци	0.419	0.506	0.528
interpret	тайлбарлах	0.646	0.625	0.673
interpretation	тайлбар	0.677	0.594	0.620
interpreter	хэлмэрч	0.708	0.461	0.596
interpretive	тайлбар толь	0.531	0.549	0.595
interrelated	харилцан хамааралтай	0.615	0.469	0.592
interrogate	байцаах	0.323	0.808	0.680
interrogation	байцаалт	0.302	0.827	0.657
interrupt	тасалдал	0.210	0.635	0.509
interrupted	тасалдсан	0.281	0.559	0.333
interrupting	тасалдсан	0.146	0.593	0.509
interruption	тасалдал	0.184	0.632	0.425
interrupts	тасалдал	0.204	0.545	0.389
intersect	огтлолцол	0.521	0.510	0.480
intersection	огтлолцол	0.344	0.541	0.658
interstate	хоорондын холбоо	0.520	0.443	0.600
interstellar	хоорондын зай	0.708	0.702	0.622
interstitial	завсрын	0.333	0.471	0.534
interval	интервал	0.510	0.284	0.400
intervene	хөндлөнгөөс оролцох	0.520	0.677	0.768
intervening	хөндлөнгөөс оролцох	0.398	0.627	0.442
intervention	хөндлөнгийн оролцоо	0.388	0.696	0.689
interview	ярилцлага	0.573	0.770	0.619
interviewer	Ярилцлага авагч	0.552	0.736	0.816
interworking	харилцан ажилладаг	0.552	0.587	0.691
intestate	гэдэсгүй	0.459	0.467	0.415
intestinal	гэдэсний өвчин	0.357	0.531	0.370
intestine	гэдэс	0.343	0.450	0.380
intestines	гэдэс	0.292	0.547	0.398
intimacy	дотно байдал	0.857	0.802	0.558
intimate	дотно	0.724	0.598	0.393
intimately	дотно	0.806	0.573	0.590
intimation	танилцуулга	0.406	0.673	0.500
intimidate	айдас төрүүлж байна	0.210	0.804	0.632
intimidated	айдас төрүүлж байна	0.177	0.663	0.208
intimidating	айдас төрүүлж байна	0.229	0.790	0.708
intimidation	айдас төрүүлж байна	0.177	0.791	0.644
intolerable	тэвчихгүй байна	0.146	0.660	0.439
intolerance	үл тэвчих	0.052	0.704	0.520
intolerant	үл тэвчих	0.135	0.676	0.509
intonation	дуудлага	0.615	0.442	0.598
intoxicated	согтуу	0.079	0.824	0.246
intoxicating	хордлого	0.224	0.760	0.464
intoxication	хордлого	0.323	0.710	0.400
intracranial	дотоод цөм	0.281	0.602	0.553
intractable	үзүүртэй	0.154	0.694	0.302
intramural	дотоод инфляци	0.490	0.464	0.447
intravenous	судсаар	0.357	0.538	0.458
intrepid	Зоригтой	0.753	0.696	0.637
intricate	төвөгтэй	0.559	0.704	0.500
intrigue	үзэн ядалт	0.362	0.830	0.327
intriguing	сонирхолтой	0.422	0.713	0.462
intrinsic	дотоод чанар	0.406	0.471	0.526
intrinsically	дотоод сэтгэл зүй	0.459	0.382	0.538
intro	intro	0.510	0.331	0.657
introduce	танилцуулна	0.592	0.559	0.648
introduction	оршил	0.612	0.413	0.640
introductory	танилцуулга	0.635	0.368	0.593
introspection	introspection	0.603	0.337	0.575
introspective	introspective	0.552	0.360	0.471
intrude	татгалзсан	0.058	0.735	0.480
intruder	халдагч	0.146	0.740	0.324
intrusion	халдлага	0.293	0.641	0.670
intrusive	интрузив	0.461	0.607	0.538
intubation	Интубраци	0.276	0.598	0.526
intuition	сэтгэл хөдлөл	0.857	0.508	0.602
intuitive	хялбархан	0.771	0.573	0.690
intuitively	intuitively	0.670	0.561	0.648
inundation	цэвэршүүлэлт	0.177	0.780	0.455
invade	дайрав	0.408	0.892	0.714
invader	довтлогч	0.200	0.827	0.618
invalid	хүчингүй байна	0.180	0.330	0.255
invalidate	хүчингүй болгох	0.315	0.480	0.397
invalidation	хүчингүй болгох	0.181	0.490	0.278
invalidity	хүчингүй байна	0.186	0.394	0.158
invaluable	үнэ цэнэтэй юм	0.740	0.500	0.745
invariably	байнга байдаг	0.458	0.365	0.550
invasion	халдлага	0.271	0.843	0.808
invasive	Орхих нь	0.194	0.730	0.598
invent	зохиох	0.719	0.689	0.833
invention	шинэ бүтээл	0.714	0.577	0.811
inventive	Зохион бүтээгч	0.780	0.627	0.721
inventor	зохион бүтээгч	0.781	0.667	0.847
inventory	бараа материал	0.594	0.463	0.490
inverse	урвуу	0.459	0.337	0.319
inversely	урвуу хамааралтай	0.286	0.418	0.351
