Word	Romanian-ro	Valence	Arousal	Dominance
memories	amintiri	0.963	0.487	0.510
memoriesiwontforget	NO TRANSLATION	0.635	0.542	0.455
memorize	memora	0.520	0.451	0.716
memory	memorie	0.792	0.378	0.573
menace	ameninţare	0.125	0.894	0.759
menacing	ameninţător	0.042	0.880	0.643
menagerie	menajerie	0.573	0.480	0.538
mend	repara	0.542	0.436	0.602
mending	lucrări de reparare	0.500	0.633	0.657
menial	servil	0.490	0.420	0.352
meningitis	meningita	0.104	0.612	0.407
meniscus	meniscului	0.323	0.330	0.453
menopause	menopauza	0.204	0.460	0.306
menses	menstruaţie	0.163	0.686	0.331
menstrual	menstrual	0.408	0.519	0.435
mental	mental	0.490	0.490	0.585
mentalhealth	NO TRANSLATION	0.562	0.541	0.670
mentality	mentalitate	0.711	0.415	0.726
menthol	mentol	0.490	0.292	0.433
mention	menționa	0.562	0.365	0.562
mentor	mentor	0.719	0.455	0.777
menu	meniul	0.633	0.333	0.385
meow	miau	0.510	0.510	0.412
mercantile	mercantil	0.480	0.490	0.713
mercenary	mercenar	0.245	0.837	0.673
merchandise	mărfuri	0.594	0.460	0.621
merchant	comerciant	0.675	0.500	0.620
merciful	milostiv	0.854	0.346	0.500
merciless	nemilos	0.062	0.880	0.634
mercurial	ager	0.490	0.546	0.518
mercury	Mercur	0.337	0.312	0.475
mercy	milă	0.719	0.229	0.500
mere	doar	0.396	0.221	0.176
merengue	Merengue	0.688	0.519	0.442
merge	îmbina	0.760	0.480	0.733
merger	fuziune	0.592	0.490	0.642
meridian	meridian	0.510	0.324	0.558
meridional	meridional	0.365	0.290	0.600
meringue	bezea	0.625	0.580	0.411
merit	merit	0.854	0.500	0.722
meritorious	meritoriu	0.781	0.618	0.855
mermaid	sirenă	0.765	0.623	0.452
merriment	veselie	0.948	0.721	0.632
merry	vesel	0.979	0.731	0.764
merrychristmas	NO TRANSLATION	0.888	0.510	0.536
mesa	terasă de stâncă	0.604	0.191	0.319
mescaline	mescalina	0.490	0.580	0.415
mesh	plasă	0.429	0.235	0.371
meshes	ochiuri de plasă	0.440	0.363	0.362
mesmerized	hipnotizat	0.520	0.552	0.421
mess	dezordine	0.143	0.843	0.273
message	mesaj	0.650	0.391	0.415
messedup	NO TRANSLATION	0.333	0.615	0.358
messenger	mesager	0.694	0.434	0.500
messiah	Mesia	0.781	0.634	0.800
messy	murdar	0.260	0.635	0.140
metabolic	metabolic	0.408	0.531	0.559
metabolism	metabolism	0.698	0.509	0.555
metal	metal	0.551	0.429	0.547
metallic	metalic	0.615	0.330	0.607
metallurgy	metalurgie	0.396	0.509	0.587
metamorphosis	metamorfoză	0.541	0.571	0.613
metaphor	metaforă	0.562	0.280	0.470
metaphorical	metaforic	0.500	0.412	0.480
metaphysical	metafizic	0.630	0.573	0.686
metaphysics	metafizică	0.561	0.396	0.588
metastasis	metastază	0.177	0.646	0.452
meteor	meteor	0.398	0.714	0.737
meteoric	meteroric	0.590	0.802	0.684
meteorite	meteorit	0.385	0.794	0.750
meteorological	meteorologic	0.635	0.557	0.556
meteorology	meteorologie	0.630	0.418	0.689
meter	metru	0.438	0.300	0.463
meth	Meth	0.354	0.564	0.340
methadone	metadonă	0.240	0.540	0.453
methane	metan	0.290	0.460	0.569
methanol	metanol	0.292	0.500	0.570
method	metodă	0.640	0.275	0.698
methodical	metodic	0.663	0.360	0.745
methodology	metodologie	0.664	0.327	0.745
meticulous	meticulos	0.555	0.480	0.555
metime	timp pentru mine	0.531	0.398	0.417
metric	metric	0.519	0.248	0.573
metrical	metric	0.521	0.375	0.482
metrology	metrologie	0.531	0.432	0.439
metropolis	metropolă	0.656	0.625	0.779
metropolitan	metropolitan	0.387	0.408	0.723
mettle	temperament	0.667	0.529	0.750
mew	închide în colivie	0.418	0.481	0.380
mezzanine	mezanin	0.479	0.427	0.404
mica	mică	0.531	0.250	0.314
mick	irlandez	0.449	0.451	0.382
micro	micro	0.500	0.270	0.250
microbe	microb	0.255	0.450	0.340
microbiology	microbiologie	0.571	0.378	0.560
microchip	microcip	0.551	0.358	0.432
microcosm	microcosm	0.500	0.500	0.520
microfilm	microfilme	0.469	0.352	0.412
microgram	microgram	0.448	0.286	0.355
micrometer	micrometru	0.573	0.358	0.394
micron	micron	0.375	0.291	0.315
microphone	microfon	0.551	0.431	0.462
microscope	microscop	0.531	0.330	0.464
microscopic	microscopic	0.360	0.327	0.433
microscopically	microscopică	0.623	0.370	0.412
microscopy	microscopie	0.500	0.339	0.455
microwave	cuptor cu microunde	0.542	0.497	0.443
mid	la mijlocul	0.500	0.315	0.356
midair	punct înalt în spațiu	0.633	0.413	0.455
midday	miezul zilei	0.658	0.250	0.403
middle	mijloc	0.458	0.157	0.300
middleman	intermediar	0.500	0.404	0.452
middleweight	Mijlocie	0.510	0.302	0.428
midget	pitic	0.396	0.295	0.254
midland	regiune de mijloc	0.521	0.402	0.456
midlife	vârstei de mijloc	0.594	0.244	0.473
midline	midline	0.332	0.224	0.330
midnight	miezul nopţii	0.562	0.470	0.545
midshipman	aspirant	0.469	0.615	0.785
midst	în mijlocul	0.324	0.275	0.296
midsummer	solstițiu de vară	0.781	0.480	0.492
midterm	la jumătatea perioadei	0.427	0.337	0.425
midtown	midtown	0.479	0.442	0.538
midway	jumătate de drum	0.459	0.316	0.304
midwife	moaşă	0.531	0.570	0.453
midwifery	moșit	0.510	0.570	0.459
mien	NO TRANSLATION	0.500	0.352	0.447
miffed	bosumflat	0.204	0.726	0.429
mighty	puternic	0.855	0.837	0.936
mignon	mignon	0.551	0.440	0.423
migraine	migrenă	0.135	0.783	0.318
migrate	migra	0.415	0.580	0.454
migration	migrațiune	0.492	0.731	0.566
migratory	migrator	0.448	0.521	0.491
mike	Mike	0.542	0.365	0.423
mil	NO TRANSLATION	0.534	0.388	0.347
mild	blând	0.635	0.198	0.216
mildew	mucegai	0.344	0.250	0.241
mildness	moderație	0.827	0.226	0.311
mile	milă	0.521	0.417	0.456
mileage	distanță parcursă	0.510	0.458	0.562
milestone	piatră de hotar	0.719	0.373	0.558
militant	militant	0.418	0.667	0.750
militants	militanţii	0.260	0.673	0.652
military	militar	0.396	0.710	0.875
militia	miliţie	0.396	0.729	0.769
milk	lapte	0.817	0.270	0.327
milkman	lăptar	0.750	0.380	0.304
milkshake	milkshake	0.796	0.521	0.330
milky	lăptos	0.517	0.283	0.311
mill	moară	0.531	0.382	0.347
millennium	mileniu	0.573	0.398	0.760
milligram	miligram	0.429	0.217	0.302
millimeter	milimetru	0.427	0.177	0.360
million	milion	0.776	0.647	0.812
millionaire	milionar	0.917	0.755	0.850
millionth	milionime	0.635	0.528	0.611
millstone	piatră de moară	0.510	0.433	0.492
mime	mima	0.455	0.235	0.302
mimic	imita	0.557	0.587	0.391
mimicking	imitarea	0.316	0.433	0.364
mimicry	mimetism	0.420	0.337	0.472
mince	carne tocată	0.417	0.529	0.378
mincemeat	carne tocată	0.396	0.435	0.358
mind	minte	0.650	0.388	0.627
minded	minte	0.656	0.394	0.627
mindful	atent	0.765	0.450	0.725
mindfulness	atenție	0.729	0.635	0.745
mindless	lipsit de rațiune	0.184	0.333	0.153
mine	A mea	0.688	0.418	0.578
minefield	minat	0.188	0.839	0.684
miner	miner	0.408	0.594	0.644
mineral	mineral	0.519	0.287	0.605
mineralogy	mineralogie	0.551	0.408	0.545
mingle	amesteca	0.561	0.480	0.434
mingled	amestecate	0.521	0.392	0.357
mini	mini	0.421	0.324	0.221
miniature	miniatură	0.429	0.292	0.204
minibus	minibus	0.439	0.390	0.428
minim	NO TRANSLATION	0.518	0.208	0.138
minimal	minim	0.448	0.147	0.206
minimize	minimaliza	0.360	0.236	0.311
minimized	minimizat	0.458	0.137	0.208
minimum	minim	0.380	0.198	0.194
mining	minerit	0.633	0.598	0.554
minion	lingău	0.490	0.430	0.167
minister	ministru	0.547	0.441	0.892
ministerial	de miniștri	0.571	0.519	0.660
ministry	minister	0.510	0.346	0.717
minivan	dubita	0.592	0.356	0.452
mink	nurcă	0.560	0.515	0.430
minnow	plevușcă	0.541	0.367	0.364
minor	minor	0.250	0.235	0.175
minority	minoritate	0.310	0.332	0.211
minstrel	menestrel	0.458	0.541	0.397
mint	mentă	0.688	0.221	0.345
minty	mentolat	0.635	0.292	0.361
minuscule	minuscul	0.396	0.286	0.214
minute	minut	0.582	0.279	0.356
minutiae	detalii precise	0.323	0.257	0.316
minx	cochetă	0.448	0.519	0.404
mir	NO TRANSLATION	0.417	0.339	0.355
miracle	miracol	0.917	0.607	0.806
miracles	minuni	0.922	0.735	0.692
miraculous	miraculos	0.875	0.706	0.812
mirage	miraj	0.546	0.487	0.562
mire	NO TRANSLATION	0.344	0.376	0.298
mirror	oglindă	0.677	0.310	0.438
mirth	veselie	0.888	0.640	0.608
misappropriation	delapidare	0.097	0.831	0.500
misbehave	se purta urât	0.020	0.847	0.304
misbehavior	abatere disciplinara	0.031	0.704	0.269
miscalculation	calcul greșit	0.177	0.490	0.353
miscarriage	avort	0.042	0.781	0.312
miscellaneous	diverse	0.531	0.321	0.196
miscellany	miscelaneu	0.500	0.412	0.384
mischief	bucluc	0.385	0.834	0.292
mischievous	răutăcios	0.439	0.804	0.472
misconception	neînțelegere	0.210	0.557	0.291
misconduct	abatere	0.061	0.667	0.304
misdemeanor	delict	0.210	0.640	0.364
misdirection	trimitere într-o direcție falsă	0.131	0.710	0.281
miser	avar	0.208	0.633	0.311
miserable	mizerabil	0.062	0.461	0.188
miserably	mizerabil	0.280	0.545	0.150
misery	mizerie	0.146	0.378	0.158
misfire	rateu	0.153	0.453	0.200
misfit	inadaptabil	0.173	0.500	0.393
misfortune	ghinion	0.094	0.780	0.311
misguided	NO TRANSLATION	0.280	0.531	0.259
mishap	misfortună	0.071	0.654	0.227
misinformed	dezinformat	0.156	0.567	0.250
misinterpretation	interpretare greșită	0.112	0.556	0.360
mislead	induce în eroare	0.167	0.765	0.412
misleading	derutant	0.070	0.660	0.272
misled	greșit	0.177	0.606	0.353
mismanagement	proasta gestionare	0.094	0.520	0.295
mismatch	nepotrivire	0.250	0.459	0.282
mismatched	mismatched	0.250	0.557	0.302
misnomer	termen impropriu	0.296	0.528	0.284
misplace	pune greșit	0.229	0.461	0.191
misplaced	nepotrivit	0.247	0.450	0.324
misread	interpreta greșit	0.115	0.558	0.315
misrepresent	denatura	0.198	0.542	0.418
misrepresentation	denaturare	0.323	0.618	0.518
misrepresented	a interpretat eronat	0.042	0.519	0.466
miss	domnișoară	0.573	0.490	0.408
missile	rachetă	0.240	0.830	0.764
missiles	rachete	0.070	0.922	0.830
missing	dispărut	0.306	0.418	0.222
missingyou	NO TRANSLATION	0.260	0.471	0.377
mission	misiune	0.765	0.633	0.870
missionary	misionar	0.729	0.404	0.596
misspell	Scris greșit	0.292	0.423	0.281
misstatement	denaturare	0.302	0.547	0.221
missy	Missy	0.521	0.480	0.333
mist	aburi	0.375	0.194	0.221
mistake	greşeală	0.208	0.585	0.102
mistaken	greșit	0.131	0.630	0.212
mister	domnule	0.604	0.406	0.663
mistletoe	vasc	0.542	0.470	0.324
mistreated	maltratati	0.010	0.792	0.200
mistress	amantă	0.630	0.796	0.694
mistrial	eroarea de fapt	0.427	0.539	0.536
mistrust	neîncredere	0.135	0.657	0.231
misty	cețos	0.427	0.451	0.278
misunderstand	înțelege greșit	0.177	0.548	0.382
misunderstanding	neînţelegere	0.112	0.618	0.284
misunderstood	înțeles greșit	0.177	0.625	0.309
misuse	folosire greșită	0.083	0.560	0.196
mite	căpușă	0.290	0.584	0.271
miter	mitră	0.458	0.500	0.414
mitigate	diminua	0.506	0.427	0.456
mitigating	atenuantă	0.551	0.520	0.600
mitigation	atenuare	0.448	0.527	0.423
mitt	mănușă de baseball	0.406	0.183	0.264
mitten	NO TRANSLATION	0.531	0.330	0.408
mitzvah	mitzvah	0.422	0.610	0.409
mix	amesteca	0.542	0.490	0.472
mixed	amestecat	0.510	0.346	0.444
mixedemotions	amalgam de emotii	0.440	0.673	0.430
mixer	mixer	0.562	0.500	0.556
mixture	amestec	0.546	0.360	0.481
mnemonic	mnemonic	0.531	0.480	0.452
moan	geamăt	0.357	0.735	0.352
moat	şanţ	0.398	0.380	0.314
mob	gloată	0.296	0.788	0.567
mobile	mobil	0.615	0.569	0.481
mobility	mobilitate	0.700	0.596	0.654
mobilization	mobilizare	0.688	0.720	0.787
mobilize	mobiliza	0.604	0.684	0.727
mobster	gangster	0.188	0.870	0.638
mocha	cafea mocca	0.500	0.396	0.311
mock	a-și bate joc	0.360	0.606	0.618
mocked	batjocorit	0.225	0.746	0.204
mockery	bătaie de joc	0.094	0.806	0.181
mocking	batjocoritor	0.082	0.755	0.394
mockingbird	mierloi	0.513	0.337	0.423
mod	mod	0.458	0.367	0.384
modal	modal	0.592	0.264	0.461
modality	modalitate	0.633	0.404	0.527
mode	mod	0.531	0.185	0.367
model	model	0.607	0.388	0.723
modeler	Modeler	0.500	0.510	0.730
modeling	modelare	0.684	0.404	0.490
modem	modem	0.573	0.355	0.500
moderate	moderat	0.582	0.190	0.453
moderate anticipation	anticiparea moderată	0.667	0.451	0.574
moderate disgust	dezgust moderat	0.229	0.558	0.381
moderate negative	moderată negativă	0.177	0.500	0.306
moderate positive	moderat pozitiv	0.896	0.453	0.753
moderate surprise	moderată surpriză	0.776	0.663	0.637
moderate trust	încrederea moderată	0.677	0.350	0.773
moderately	moderat	0.604	0.264	0.500
moderating	Moderarea	0.667	0.402	0.783
moderation	moderare	0.531	0.240	0.453
moderator	moderator	0.519	0.354	0.802
modern	modern	0.855	0.423	0.691
modernism	modernism	0.760	0.553	0.703
modest	modest	0.760	0.130	0.412
modesty	modestie	0.778	0.240	0.500
modicum	minimum	0.234	0.417	0.327
modifiable	modificabil	0.541	0.422	0.373
modification	modificare	0.480	0.520	0.625
modified	modificată	0.561	0.458	0.693
modify	modifica	0.458	0.584	0.625
modulate	modula	0.673	0.343	0.555
modulation	modulare	0.458	0.365	0.565
module	modul	0.582	0.388	0.571
modulus	coeficient	0.622	0.304	0.481
mogul	mogul	0.510	0.652	0.865
moiety	jumătate	0.378	0.343	0.454
moist	umed	0.470	0.316	0.386
moisture	umiditate	0.406	0.398	0.327
moisturizer	cremă hidratantă	0.750	0.280	0.386
molar	molar	0.544	0.426	0.350
molasses	melasă	0.490	0.269	0.286
mold	Matrite	0.330	0.274	0.402
molded	turnate	0.667	0.361	0.373
molding	turnare	0.552	0.308	0.546
moldy	mucegăit	0.235	0.387	0.250
mole	cârtiță	0.436	0.377	0.352
molecular	molecular	0.495	0.440	0.536
molecule	moleculă	0.531	0.259	0.375
molest	molesta	0.133	0.816	0.319
molestation	molestare	0.102	0.808	0.407
molester	molestator	0.143	0.811	0.478
molten	topit	0.417	0.490	0.339
mom	mama	0.927	0.336	0.639
moment	moment	0.604	0.435	0.509
momentary	momentan	0.562	0.271	0.330
momentous	important	0.792	0.587	0.760
momentum	impuls	0.663	0.750	0.688
momma	Coana	0.833	0.412	0.527
mommy	mami	0.854	0.353	0.422
monad	monadă	0.510	0.482	0.451
monarch	monarh	0.583	0.559	0.870
monarchy	monarhie	0.450	0.557	0.870
monastery	mănăstire	0.694	0.183	0.726
monastic	mănăstiresc	0.438	0.314	0.676
monetary	monetar	0.583	0.494	0.716
money	bani	0.844	0.608	0.827
mongoloid	mongoloid	0.177	0.364	0.317
mongoose	mangustă	0.327	0.380	0.546
mongrel	corcitură	0.425	0.438	0.395
monitor	Monitor	0.490	0.298	0.538
monk	călugăr	0.472	0.208	0.439
monkey	maimuţă	0.548	0.449	0.283
mono	NO TRANSLATION	0.500	0.390	0.273
monochrome	monocrom	0.312	0.292	0.339
monogamous	monogamă	0.510	0.335	0.402
monogamy	monogamie	0.542	0.380	0.455
monogram	monogramă	0.480	0.210	0.425
monogrammed	monogrammed	0.503	0.270	0.402
monograph	monografie	0.500	0.242	0.481
monolayer	monostrat	0.427	0.294	0.433
monolith	monolit	0.429	0.327	0.500
monologue	monolog	0.500	0.284	0.534
monopolist	monopolist	0.330	0.590	0.725
monopoly	monopol	0.449	0.509	0.640
monotonous	monoton	0.354	0.221	0.400
monotony	monotonie	0.398	0.135	0.353
monoxide	monoxidului	0.433	0.430	0.490
monsieur	Monsieur	0.552	0.340	0.623
monsoon	muson	0.358	0.600	0.481
monster	monstru	0.133	0.935	0.596
monstrosity	monstruozitate	0.094	0.933	0.611
monstrous	monstruos	0.094	0.942	0.649
montage	montaj	0.438	0.520	0.388
monte	monte	0.589	0.330	0.391
month	lună	0.688	0.255	0.411
monthly	lunar	0.622	0.314	0.364
monument	monument	0.833	0.404	0.811
monumental	monumental	0.656	0.594	0.955
moo	muget	0.438	0.355	0.300
mooch	mooch	0.378	0.413	0.309
mood	dispozitie	0.720	0.500	0.500
moods	starea de spirit	0.578	0.633	0.491
moody	cu toane	0.245	0.811	0.595
moon	lună	0.673	0.233	0.547
moonbeam	rază de lună	0.700	0.290	0.491
moonlight	lumina lunii	0.865	0.264	0.409
moonlit	luminat de lună	0.873	0.269	0.508
moonshine	vorbe de clacă	0.633	0.389	0.491
moonstruck	Moonstruck	0.583	0.438	0.407
moonwalk	Moonwalk	0.615	0.586	0.525
moor	acosta	0.311	0.464	0.378
moored	amarate	0.344	0.500	0.417
mooring	acostare	0.323	0.490	0.444
moorings	loc de acostare	0.406	0.500	0.516
moorland	mlăștinoasă	0.490	0.370	0.456
moose	Elan	0.648	0.373	0.318
moot	aduce în discuție	0.344	0.500	0.615
mooted	pusă în discuție	0.388	0.580	0.463
mop	spălător	0.396	0.442	0.296
mope	lâncezi	0.406	0.309	0.345
moped	motoreta	0.582	0.582	0.554
moral	morală	0.700	0.459	0.796
morale	moral	0.729	0.158	0.792
morality	moralitate	0.750	0.408	0.759
morals	morala	0.646	0.430	0.611
morass	mlaştină	0.387	0.348	0.375
moratorium	moratoriu	0.337	0.427	0.373
moray	Moray	0.510	0.402	0.463
morbid	morbid	0.090	0.833	0.395
morbidity	morbiditate	0.370	0.630	0.443
morbidness	morbiditate	0.120	0.694	0.339
mores	moravurile	0.582	0.317	0.684
morgue	morgă	0.022	0.539	0.241
moribund	muribund	0.083	0.488	0.167
morn	dimineţi	0.542	0.284	0.345
morning	dimineaţă	0.688	0.235	0.444
moron	imbecil	0.133	0.587	0.183
moronic	moronic	0.122	0.500	0.224
morose	ursuz	0.240	0.663	0.264
morph	morph	0.448	0.469	0.451
morphine	morfină	0.229	0.490	0.496
morphism	morfism	0.398	0.549	0.386
morphology	morfologie	0.516	0.373	0.639
morrow	mâine	0.708	0.314	0.490
morsel	bucăţică	0.490	0.296	0.400
mortal	muritor	0.196	0.786	0.510
mortality	mortalitate	0.229	0.726	0.518
mortar	mortar	0.333	0.627	0.562
mortgage	credit ipotecar	0.255	0.408	0.537
mortgagee	creditor ipotecar	0.418	0.633	0.723
mortgagor	mortgagor	0.431	0.522	0.490
mortician	antreprenor de pompe funebre	0.104	0.429	0.275
mortification	mortificare	0.135	0.644	0.404
mortified	mortificat	0.073	0.731	0.270
mortuary	morgă	0.133	0.606	0.427
mosaic	mozaic	0.635	0.250	0.302
mosey	Mosey	0.521	0.402	0.330
mosque	moschee	0.542	0.352	0.528
mosquito	ţânţar	0.229	0.400	0.198
moss	mușchi	0.235	0.270	0.245
mossy	cu muşchi	0.375	0.329	0.286
mote	NO TRANSLATION	0.375	0.388	0.260
motel	motel	0.531	0.372	0.450
moth	molie	0.323	0.350	0.196
mother	mamă	0.931	0.408	0.725
motherfucker	nenorocitule	0.122	0.827	0.351
motherfucking	nenorocită	0.071	0.823	0.373
motherhood	maternitate	0.844	0.546	0.667
motherland	patrie	0.677	0.375	0.731
motherless	fără mamă	0.163	0.541	0.337
motherly	de mamă	0.927	0.324	0.710
motif	motiv	0.688	0.481	0.527
motion	mişcare	0.667	0.538	0.657
motionless	nemişcat	0.323	0.210	0.246
motivate	motiva	0.812	0.776	0.873
motivating	motivarea	0.958	0.820	0.787
motivation	motivație	0.854	0.784	0.802
motivational	motivațional	0.906	0.646	0.858
motive	motiv	0.667	0.588	0.663
motley	pestriț	0.480	0.398	0.412
motor	motor	0.531	0.551	0.648
motorbike	motocicleta	0.552	0.608	0.616
motorboat	barcă cu motor	0.677	0.500	0.390
motorcade	cortegiu de automobile	0.708	0.730	0.593
motorcar	automobil	0.694	0.565	0.682
motorcycle	motocicletă	0.677	0.764	0.713
motorist	automobilist	0.562	0.663	0.578
motte	Motte	0.481	0.389	0.370
mottled	marmorat	0.380	0.336	0.295
motto	motto	0.688	0.317	0.439
mould	Matrite	0.357	0.176	0.246
mound	movilă	0.520	0.481	0.509
mount	montură	0.500	0.292	0.348
mountain	Munte	0.698	0.408	0.649
mountaineer	alpinist	0.635	0.774	0.535
mountainous	muntos	0.635	0.519	0.612
mountains	munţi	0.766	0.433	0.569
mountaintop	vârful muntelui	0.653	0.541	0.713
mourn	jeli	0.056	0.583	0.150
mournful	îndoliat	0.180	0.441	0.188
mourning	doliu	0.177	0.490	0.266
mouse	mouse	0.427	0.441	0.206
mousetrap	cursă de şoareci	0.180	0.643	0.330
mousse	spumă	0.604	0.336	0.368
moustache	mustață	0.470	0.236	0.409
mousy	sfios	0.480	0.413	0.339
mouth	gură	0.734	0.294	0.336
mouthful	îmbucătură	0.609	0.565	0.389
mouthpiece	purtător de cuvânt	0.573	0.346	0.393
mouthwash	apă de gură	0.438	0.385	0.352
movable	mobil	0.469	0.509	0.500
move	mișcare	0.656	0.647	0.670
movement	circulaţie	0.656	0.654	0.658
mover	motor	0.615	0.539	0.466
movie	film	0.792	0.560	0.471
movies	filme	0.724	0.426	0.472
moving	in miscare	0.479	0.673	0.358
movingforward	NO TRANSLATION	0.857	0.518	0.848
movingon	Trecând peste	0.490	0.529	0.435
mow	cosi	0.420	0.559	0.393
mower	cositoare	0.458	0.510	0.368
moxie	Moxie	0.531	0.490	0.366
mozzarella	mozzarella	0.653	0.265	0.340
mri	mri	0.365	0.431	0.349
muchneeded	NO TRANSLATION	0.438	0.602	0.455
mucis	NO TRANSLATION	0.398	0.418	0.420
muck	noroi	0.347	0.423	0.272
mucked	mucked	0.184	0.500	0.373
mucous	mucos	0.330	0.296	0.293
mucus	mucus	0.143	0.309	0.228
mud	noroi	0.333	0.260	0.185
muddle	încâlci	0.184	0.710	0.336
muddled	muddled	0.250	0.615	0.263
muddy	plin de noroi	0.292	0.400	0.283
muff	manşon	0.542	0.335	0.314
muffin	brioşă	0.684	0.430	0.306
muffled	înăbuşit	0.479	0.330	0.421
muffler	toba de esapament	0.357	0.407	0.454
mug	halbă	0.542	0.214	0.382
mugger	bufon	0.125	0.850	0.500
mulberry	dudă	0.469	0.315	0.361
mulch	mulci	0.349	0.361	0.383
mule	catâr	0.320	0.337	0.254
mull	promontoriu	0.663	0.340	0.594
mullet	lumânărică	0.521	0.356	0.377
multilateral	multilateral	0.500	0.469	0.705
multimedia	multimedia	0.611	0.390	0.607
multinational	multinațional	0.656	0.510	0.842
multiple	multiplu	0.660	0.510	0.578
multiple sclerosis	scleroză multiplă	0.188	0.587	0.483
multiplex	multiplex	0.610	0.590	0.667
multiplication	multiplicare	0.646	0.565	0.762
multiplicity	multiplicitate	0.677	0.490	0.777
multiplied	înmulțit	0.802	0.559	0.729
multiplier	coeficient	0.643	0.615	0.741
multiply	multiplica	0.802	0.625	0.777
multitude	multitudine	0.562	0.765	0.847
mum	mămică	0.802	0.317	0.698
mumble	molfăi	0.292	0.444	0.245
mumbo	Mumbo	0.429	0.506	0.336
mummy	mumie	0.400	0.588	0.415
mumps	oreion	0.099	0.410	0.311
munch	Munch	0.541	0.277	0.434
munchies	munchies	0.562	0.470	0.491
munchkin	Munchkin	0.490	0.466	0.374
mundane	lumesc	0.312	0.420	0.480
municipal	municipal	0.625	0.390	0.758
municipality	municipiu	0.569	0.280	0.614
mural	mural	0.551	0.265	0.454
murder	crimă	0.061	0.942	0.615
murderer	criminal	0.010	0.960	0.650
murderess	criminalã	0.041	0.941	0.462
murderous	ucigător	0.017	0.940	0.682
murky	întunecos	0.143	0.618	0.370
murmur	murmur	0.458	0.520	0.200
muscle	muşchi	0.359	0.490	0.645
muscular	muscular	0.531	0.434	0.577
