Word	Sinhala (Sinhalese)-si	Valence	Arousal	Dominance
mentalhealth	NO TRANSLATION	0.562	0.541	0.670
mentality	මානසිකත්වය	0.711	0.415	0.726
menthol	මානෙල්	0.490	0.292	0.433
mention	සඳහන් කර ඇත	0.562	0.365	0.562
mentor	උපදේශකයෙකි	0.719	0.455	0.777
menu	මෙනු	0.633	0.333	0.385
meow	මියාව්	0.510	0.510	0.412
mercantile	වෙළඳාම	0.480	0.490	0.713
mercenary	කුලී හේවායන්	0.245	0.837	0.673
merchandise	වෙළඳ භාණ්ඩ	0.594	0.460	0.621
merchant	වෙළෙන්දෙක්	0.675	0.500	0.620
merciful	කරුණාවන්තයි	0.854	0.346	0.500
merciless	අනුකම්පා විරහිත ය	0.062	0.880	0.634
mercurial	රසවිඳින්න	0.490	0.546	0.518
mercury	රසදිය	0.337	0.312	0.475
mercy	දයාව	0.719	0.229	0.500
mere	හුදෙක්ම	0.396	0.221	0.176
merengue	මැනිං වේ	0.688	0.519	0.442
merge	ඒකාබද්ධ කිරීම	0.760	0.480	0.733
merger	එකතුවීමයි	0.592	0.490	0.642
meridian	මධ්යධර්මවාදීන්	0.510	0.324	0.558
meridional	කදිමයි	0.365	0.290	0.600
meringue	මෙරිං	0.625	0.580	0.411
merit	කුසලතා	0.854	0.500	0.722
meritorious	පුණ්ය	0.781	0.618	0.855
mermaid	රසිකයෙක්	0.765	0.623	0.452
merriment	වේගය	0.948	0.721	0.632
merry	ප්රීතිමත් ය	0.979	0.731	0.764
merrychristmas	NO TRANSLATION	0.888	0.510	0.536
mesa	මාසේ	0.604	0.191	0.319
mescaline	මැසකයින්	0.490	0.580	0.415
mesh	දැලිස්	0.429	0.235	0.371
meshes	දැලිස්	0.440	0.363	0.362
mesmerized	නින්දිතය	0.520	0.552	0.421
mess	අවුලක් නෑ	0.143	0.843	0.273
message	පණිවුඩය	0.650	0.391	0.415
messedup	NO TRANSLATION	0.333	0.615	0.358
messenger	පණිවිඩකරුවෙක්	0.694	0.434	0.500
messiah	මෙසියස්	0.781	0.634	0.800
messy	අසීරුයි	0.260	0.635	0.140
metabolic	පරිවෘත්තීය වේ	0.408	0.531	0.559
metabolism	පරිවෘත්තීය	0.698	0.509	0.555
metal	ලෝහය	0.551	0.429	0.547
metallic	ෙලෝහමය	0.615	0.330	0.607
metallurgy	ලෝහ කර්මාන්තය	0.396	0.509	0.587
metamorphosis	කඩුල්ල	0.541	0.571	0.613
metaphor	රූපකයකි	0.562	0.280	0.470
metaphorical	රූපකාත්මකය	0.500	0.412	0.480
metaphysical	පාරභෞතික දර්ශනයකි	0.630	0.573	0.686
metaphysics	අධ්යාත්ම විද්යාව	0.561	0.396	0.588
metastasis	මයිටාස් වේ	0.177	0.646	0.452
meteor	උල්කාපාතය	0.398	0.714	0.737
meteoric	උල්කාෂ්ම කාලෝචිතය	0.590	0.802	0.684
meteorite	උල්කාපාතයක්	0.385	0.794	0.750
meteorological	කාලගුණික	0.635	0.557	0.556
meteorology	කාලගුණ විද්යාව	0.630	0.418	0.689
meter	මීටර	0.438	0.300	0.463
meth	ඒ	0.354	0.564	0.340
methadone	මෙතෝඩෝනය	0.240	0.540	0.453
methane	මීතේන්	0.290	0.460	0.569
methanol	මෙතනෝල්	0.292	0.500	0.570
method	ක්රමයකි	0.640	0.275	0.698
methodical	ක්රමවත් ය	0.663	0.360	0.745
methodology	ක්රමවේදය	0.664	0.327	0.745
meticulous	සුපරීක්ෂාකාරීයි	0.555	0.480	0.555
metime	සිනාව	0.531	0.398	0.417
metric	මෙට්රික්	0.519	0.248	0.573
metrical	මෙට්රික්	0.521	0.375	0.482
metrology	මිනුම් විද්යාව	0.531	0.432	0.439
metropolis	අගනගරය	0.656	0.625	0.779
metropolitan	අගනගරයක්	0.387	0.408	0.723
mettle	ස්තූතියි	0.667	0.529	0.750
mew	මස්	0.418	0.481	0.380
mezzanine	මාස්සන්	0.479	0.427	0.404
mica	මයිකා	0.531	0.250	0.314
mick	මිකා	0.449	0.451	0.382
micro	මයික්රො	0.500	0.270	0.250
microbe	ක්ෂුද්රජීවී	0.255	0.450	0.340
microbiology	ක්ෂුද්රජීව විද්යාව	0.571	0.378	0.560
microchip	මයික්රෝෂිප්	0.551	0.358	0.432
microcosm	ක්ෂුද්රජීව ය	0.500	0.500	0.520
microfilm	මයික්රෆිල්ම්	0.469	0.352	0.412
microgram	මයික්රොග්රෑම්	0.448	0.286	0.355
micrometer	මයික්රෝමීටරයක්	0.573	0.358	0.394
micron	මයික්රෝනා	0.375	0.291	0.315
microphone	මයික්රොෆෝනය	0.551	0.431	0.462
microscope	අන්වීක්ෂය	0.531	0.330	0.464
microscopic	අන්වීක්ෂීය	0.360	0.327	0.433
microscopically	අන්වීක්ෂීයයි	0.623	0.370	0.412
microscopy	අන්වීක්ෂීයයි	0.500	0.339	0.455
microwave	මයික්රෝවේව්	0.542	0.497	0.443
mid	මැද	0.500	0.315	0.356
midair	අර්ධද්වීපයයි	0.633	0.413	0.455
midday	දහවල්	0.658	0.250	0.403
middle	මැද	0.458	0.157	0.300
middleman	මැදිහත්කරුවෙක්	0.500	0.404	0.452
middleweight	මධ්යන්ය	0.510	0.302	0.428
midget	මිනිහෙක්	0.396	0.295	0.254
midland	මිඩ්ලන්ඩ්	0.521	0.402	0.456
midlife	මැදරට	0.594	0.244	0.473
midline	මධ්යන්යය	0.332	0.224	0.330
midnight	මැදියම් රැයේ	0.562	0.470	0.545
midshipman	මැදිකුඩුවා	0.469	0.615	0.785
midst	මධ්යයේ ය	0.324	0.275	0.296
midsummer	සඳුදා	0.781	0.480	0.492
midterm	මැද හරිය	0.427	0.337	0.425
midtown	මධ්යධරණී	0.479	0.442	0.538
midway	මැද භාගය	0.459	0.316	0.304
midwife	වින්නඹු මාතාවකි	0.531	0.570	0.453
midwifery	ශල්ය වෛද්ය	0.510	0.570	0.459
mien	NO TRANSLATION	0.500	0.352	0.447
miffed	අඳුරේ	0.204	0.726	0.429
mighty	බලසම්පන්නය	0.855	0.837	0.936
mignon	මිග්නන්	0.551	0.440	0.423
migraine	ඉරුවාරදය	0.135	0.783	0.318
migrate	සංක්රමණය වේ	0.415	0.580	0.454
migration	සංක්රමණයකි	0.492	0.731	0.566
migratory	සංක්රමණිකය	0.448	0.521	0.491
mike	මයික්	0.542	0.365	0.423
mil	NO TRANSLATION	0.534	0.388	0.347
mild	මෘදුයි	0.635	0.198	0.216
mildew	කෝණාකාර වේ	0.344	0.250	0.241
mildness	මෘදුකම	0.827	0.226	0.311
mile	සැතපුම්	0.521	0.417	0.456
mileage	කිලෝමීටර්	0.510	0.458	0.562
milestone	සන්ධිස්ථානයකි	0.719	0.373	0.558
militant	සටන්කාමී ය	0.418	0.667	0.750
militants	සටන්කාමීන්	0.260	0.673	0.652
military	යුද	0.396	0.710	0.875
militia	මිලීජියාවයි	0.396	0.729	0.769
milk	කිරි	0.817	0.270	0.327
milkman	කිරිමාන්ය	0.750	0.380	0.304
milkshake	මිලක්ෂේක්	0.796	0.521	0.330
milky	කිරි	0.517	0.283	0.311
mill	මෝල	0.531	0.382	0.347
millennium	සහස්රය	0.573	0.398	0.760
milligram	මිලිග්රෑම්	0.429	0.217	0.302
millimeter	මිලිමීටරයක්	0.427	0.177	0.360
million	මිලියන	0.776	0.647	0.812
millionaire	කෝටිපතියෙකි	0.917	0.755	0.850
millionth	මිලියනයයි	0.635	0.528	0.611
millstone	ඇඹරුම් ගලක්	0.510	0.433	0.492
mime	මිනි	0.455	0.235	0.302
mimic	අඳුරේ	0.557	0.587	0.391
mimicking	අනුකරණය කරනවා	0.316	0.433	0.364
mimicry	ආකරය	0.420	0.337	0.472
mince	මිනිහෙක්	0.417	0.529	0.378
mincemeat	මැලියම්	0.396	0.435	0.358
mind	මනස	0.650	0.388	0.627
minded	කල්පනා කළා	0.656	0.394	0.627
mindful	කල්පනාවෙන් සිටින	0.765	0.450	0.725
mindfulness	සිහිය	0.729	0.635	0.745
mindless	අඥානයි	0.184	0.333	0.153
mine	මගේ	0.688	0.418	0.578
minefield	බිම් බෝම්බය	0.188	0.839	0.684
miner	මිනි	0.408	0.594	0.644
mineral	ඛනිජයකි	0.519	0.287	0.605
mineralogy	ඛනිජ විද්යාව	0.551	0.408	0.545
mingle	මිනිහා	0.561	0.480	0.434
mingled	මිශ්රවී ඇත	0.521	0.392	0.357
mini	කුඩා	0.421	0.324	0.221
miniature	කුඩා වේ	0.429	0.292	0.204
minibus	මිනිත්තුවකි	0.439	0.390	0.428
minim	NO TRANSLATION	0.518	0.208	0.138
minimal	අවම	0.448	0.147	0.206
minimize	අවම කිරීමයි	0.360	0.236	0.311
minimized	අවම කරයි	0.458	0.137	0.208
minimum	අවම	0.380	0.198	0.194
mining	පතල් කර්මාන්තය	0.633	0.598	0.554
minion	මිනිහෙක්	0.490	0.430	0.167
minister	ඇමැති	0.547	0.441	0.892
ministerial	ඇමතිවරයෙක්	0.571	0.519	0.660
ministry	අමාත්යාංශ	0.510	0.346	0.717
minivan	ටොයොටා	0.592	0.356	0.452
mink	මිනිහ	0.560	0.515	0.430
minnow	මිනිහෙක්	0.541	0.367	0.364
minor	සුළු	0.250	0.235	0.175
minority	සුළුතරයකි	0.310	0.332	0.211
minstrel	මිනිහෙක්	0.458	0.541	0.397
mint	මින්ට්	0.688	0.221	0.345
minty	මිනිහෙක්	0.635	0.292	0.361
minuscule	දුර්වලයි	0.396	0.286	0.214
minute	විනාඩියක්	0.582	0.279	0.356
minutiae	මිනිත්තුවක්	0.323	0.257	0.316
minx	මිනික්ස්	0.448	0.519	0.404
mir	NO TRANSLATION	0.417	0.339	0.355
miracle	ආශ්චර්යයකි	0.917	0.607	0.806
miracles	හාස්කම්	0.922	0.735	0.692
miraculous	ආශ්චර්යමත්	0.875	0.706	0.812
mirage	මිරිඟුව	0.546	0.487	0.562
mire	NO TRANSLATION	0.344	0.376	0.298
mirror	කැඩපත	0.677	0.310	0.438
mirth	මෛත්රී	0.888	0.640	0.608
misappropriation	සොරකම් කිරීම	0.097	0.831	0.500
misbehave	වැරදියි	0.020	0.847	0.304
misbehavior	විෂම පැවැත්මක්	0.031	0.704	0.269
miscalculation	වැරදි ගනන් බැලීම්	0.177	0.490	0.353
miscarriage	ගබ්සා වීම	0.042	0.781	0.312
miscellaneous	විවිධාකාර	0.531	0.321	0.196
miscellany	මිශ්රණයකි	0.500	0.412	0.384
mischief	දඟකාර	0.385	0.834	0.292
mischievous	අවාසනාවන්තයි	0.439	0.804	0.472
misconception	වැරදි සංකල්පයකි	0.210	0.557	0.291
misconduct	විෂමාචාරය	0.061	0.667	0.304
misdemeanor	ප්රෝඩාකාරී වේ	0.210	0.640	0.364
misdirection	නොසලකා හරිමින්	0.131	0.710	0.281
miser	නරකයි	0.208	0.633	0.311
miserable	කාලකන්නි	0.062	0.461	0.188
miserably	කාලකන්නි	0.280	0.545	0.150
misery	කාලකන්නි	0.146	0.378	0.158
misfire	වැරදිමක්	0.153	0.453	0.200
misfit	මිනිහෙක්	0.173	0.500	0.393
misfortune	අවාසනාවකි	0.094	0.780	0.311
misguided	NO TRANSLATION	0.280	0.531	0.259
mishap	අවාසියක්	0.071	0.654	0.227
misinformed	වැරදි තොරතුරු	0.156	0.567	0.250
misinterpretation	වැරදි අර්ථකථනයකි	0.112	0.556	0.360
mislead	නොමඟ යවනවා	0.167	0.765	0.412
misleading	නොමඟ යවයි	0.070	0.660	0.272
misled	නොමඟ යවා ඇත	0.177	0.606	0.353
mismanagement	දුර්වලතාවක්	0.094	0.520	0.295
mismatch	නොගැලපීම	0.250	0.459	0.282
mismatched	අසමත්ව ඇත	0.250	0.557	0.302
misnomer	අසරණයි	0.296	0.528	0.284
misplace	අස්ථානගතවී ඇත	0.229	0.461	0.191
misplaced	අස්ථානගත විය	0.247	0.450	0.324
misread	නොසලකයි	0.115	0.558	0.315
misrepresent	සාවද්ය ලෙසිනි	0.198	0.542	0.418
misrepresentation	වැරදි අර්ථකතනයයි	0.323	0.618	0.518
misrepresented	වැරදියට	0.042	0.519	0.466
miss	මිස්	0.573	0.490	0.408
missile	මිසයිලය	0.240	0.830	0.764
missiles	මිසයිල	0.070	0.922	0.830
missing	අතුරුදන්	0.306	0.418	0.222
missingyou	NO TRANSLATION	0.260	0.471	0.377
mission	මෙහෙයුමයි	0.765	0.633	0.870
missionary	මිෂනාරිවරයෙක්	0.729	0.404	0.596
misspell	වැරදියි	0.292	0.423	0.281
misstatement	සාවද්ය බවය	0.302	0.547	0.221
missy	මිස්	0.521	0.480	0.333
mist	මීදුම	0.375	0.194	0.221
mistake	වැරැද්දක්	0.208	0.585	0.102
mistaken	වැරදියි	0.131	0.630	0.212
mister	මහත්මයා	0.604	0.406	0.663
mistletoe	මෝස්තරයකි	0.542	0.470	0.324
mistreated	අයහපතක්	0.010	0.792	0.200
mistress	ආදරවන්තයා	0.630	0.796	0.694
mistrial	සංඥාවකි	0.427	0.539	0.536
mistrust	අවිශ්වාසය	0.135	0.657	0.231
misty	මීදුම් සහිතය	0.427	0.451	0.278
misunderstand	වැරදි අවබෝධයක්	0.177	0.548	0.382
misunderstanding	වැරදි වැටහීම	0.112	0.618	0.284
misunderstood	වරදවා වටහාගෙන තිබේ	0.177	0.625	0.309
misuse	අවභාවිතය	0.083	0.560	0.196
mite	මයිටා	0.290	0.584	0.271
miter	මිත්යාවකි	0.458	0.500	0.414
mitigate	අවම කිරීම	0.506	0.427	0.456
mitigating	අවම කිරීම	0.551	0.520	0.600
mitigation	අවම කිරීම	0.448	0.527	0.423
mitt	මිට්	0.406	0.183	0.264
mitten	NO TRANSLATION	0.531	0.330	0.408
mitzvah	මිෂ්වා	0.422	0.610	0.409
mix	මිශ්ර	0.542	0.490	0.472
mixed	මිශ්ර	0.510	0.346	0.444
mixedemotions	මිශ්රනයකි	0.440	0.673	0.430
mixer	මික්සර්	0.562	0.500	0.556
mixture	මිශ්රණයයි	0.546	0.360	0.481
mnemonic	කථාව	0.531	0.480	0.452
moan	බඩ ඉරිඟු	0.357	0.735	0.352
moat	අඟුරු	0.398	0.380	0.314
mob	මැරයන්	0.296	0.788	0.567
mobile	ජංගම දුරකථන	0.615	0.569	0.481
mobility	චලනය	0.700	0.596	0.654
mobilization	බලමුලු ගැන්වීමයි	0.688	0.720	0.787
mobilize	බලමුලු ගැන්වීමයි	0.604	0.684	0.727
mobster	අතැතිව	0.188	0.870	0.638
mocha	මෝචා	0.500	0.396	0.311
mock	නටනවා	0.360	0.606	0.618
mocked	කල්පනා කළා	0.225	0.746	0.204
mockery	නින්දාවකි	0.094	0.806	0.181
mocking	විහිළුවකි	0.082	0.755	0.394
mockingbird	නටනවා	0.513	0.337	0.423
mod	මෝඩ	0.458	0.367	0.384
modal	මොඩියුලය	0.592	0.264	0.461
modality	ක්රමයයි	0.633	0.404	0.527
mode	මාදිලිය	0.531	0.185	0.367
model	ආකෘතිය	0.607	0.388	0.723
modeler	ආකෘතිය	0.500	0.510	0.730
modeling	ආකෘති නිර්මාණය	0.684	0.404	0.490
modem	මෝඩමය	0.573	0.355	0.500
moderate	මධ්යස්ථය	0.582	0.190	0.453
moderate anticipation	මධ්යස්ථ අපේක්ෂාවකි	0.667	0.451	0.574
moderate disgust	මධ්යස්ථ පිලිකුලකි	0.229	0.558	0.381
moderate negative	මධ්යස්ථ ඍණ	0.177	0.500	0.306
moderate positive	මධ්යස්ථ ධනාත්මක	0.896	0.453	0.753
moderate surprise	මධ්යස්ථ පුදුමයකි	0.776	0.663	0.637
moderate trust	මධ්යස්ථ විශ්වාසය	0.677	0.350	0.773
moderately	මධ්යස්ථව	0.604	0.264	0.500
moderating	මධ්යස්ථ වීම	0.667	0.402	0.783
moderation	මධ්යස්ථභාවය	0.531	0.240	0.453
moderator	උපපරිපාලක වරු	0.519	0.354	0.802
modern	නූතන	0.855	0.423	0.691
modernism	නූතනවාදයයි	0.760	0.553	0.703
modest	නිහතමානී ය	0.760	0.130	0.412
modesty	නිහතමානී බව	0.778	0.240	0.500
modicum	මෝඩමය	0.234	0.417	0.327
modifiable	වෙනස් කළ හැකිය	0.541	0.422	0.373
modification	වෙනස් කිරීමකි	0.480	0.520	0.625
modified	වෙනස් කර ඇත	0.561	0.458	0.693
modify	වෙනස් කරන්න	0.458	0.584	0.625
modulate	මාපාංකය	0.673	0.343	0.555
modulation	මූර්ඡනය	0.458	0.365	0.565
module	මොඩියුලය	0.582	0.388	0.571
modulus	මාපාංකය	0.622	0.304	0.481
mogul	මෝගල්	0.510	0.652	0.865
moiety	වැඩිය	0.378	0.343	0.454
moist	තෙත් වේ	0.470	0.316	0.386
moisture	තෙතමනය	0.406	0.398	0.327
moisturizer	ෙමොයිස්චරයිසර්	0.750	0.280	0.386
molar	මොලස්	0.544	0.426	0.350
molasses	උක්	0.490	0.269	0.286
mold	අච්චුව	0.330	0.274	0.402
molded	හැඩගස්වා ඇත	0.667	0.361	0.373
molding	ලීස්තරය	0.552	0.308	0.546
moldy	පැටලී තිබේ	0.235	0.387	0.250
mole	මවුලය	0.436	0.377	0.352
molecular	අණුක වේ	0.495	0.440	0.536
molecule	අණුවයි	0.531	0.259	0.375
molest	අපරාදේ	0.133	0.816	0.319
molestation	ලිංගික අතවර කිරීම	0.102	0.808	0.407
molester	molester	0.143	0.811	0.478
