Word	Zulu-zu	Valence	Arousal	Dominance
luminescent	luminescent	0.796	0.550	0.526
luminous	ukukhanya	0.918	0.392	0.783
lump	i-lump	0.438	0.337	0.463
lumpy	lumpy	0.271	0.378	0.365
lunacy	ukuthula	0.132	0.847	0.330
lunar	inyanga	0.562	0.296	0.427
lunatic	lunatic	0.125	0.792	0.442
lunch	kwasemini	0.880	0.410	0.542
lunchbox	isikhafithini	0.663	0.346	0.346
luncheon	i-luncheon	0.837	0.240	0.441
lunchtime	isikhathi sasemini	0.896	0.398	0.444
lung	umphunga	0.510	0.292	0.629
lunge	lunge	0.354	0.721	0.509
lungs	amaphaphu	0.531	0.352	0.555
lurch	lurch	0.404	0.694	0.363
lure	ukukhanga	0.439	0.565	0.300
lurid	lurid	0.186	0.833	0.536
lurk	lurk	0.219	0.740	0.655
lurking	lurking	0.421	0.781	0.575
luscious	enhle	0.885	0.552	0.545
lush	lush	0.740	0.783	0.833
lust	ukufisa	0.469	0.944	0.518
luster	ubumnandi	0.833	0.566	0.558
lustful	ukufisa	0.427	0.896	0.643
lustrous	elimnandi	0.771	0.606	0.598
lusty	luthy	0.469	0.941	0.673
lute	lute	0.459	0.407	0.500
luxuriant	elula	0.760	0.745	0.812
luxurious	okunethezeka	0.947	0.644	0.754
luxury	ukunethezeka	0.932	0.673	0.750
lycra	i-lycra	0.520	0.449	0.328
lye	lye	0.378	0.396	0.443
lying	amanga	0.208	0.704	0.317
lymph	i-lymph	0.398	0.510	0.390
lymphatic	lymphatic	0.380	0.509	0.472
lymphoma	i-lymphoma	0.208	0.645	0.330
lynch	lynch	0.167	0.885	0.482
lynching	lynching	0.135	0.920	0.548
lynx	lynx	0.510	0.590	0.567
lyre	i-lyre	0.719	0.347	0.414
lyric	i-lyric	0.702	0.269	0.464
lyrical	i-lyrical	0.708	0.451	0.618
lyrics	amazwi	0.582	0.214	0.333
macadamia	i-macadamia	0.635	0.330	0.434
macarena	macarena	0.802	0.601	0.368
macaroni	macaroni	0.816	0.410	0.382
mace	umama	0.450	0.412	0.415
mach	i-mach	0.541	0.432	0.463
machete	imachete	0.260	0.690	0.474
machine	umshini	0.510	0.500	0.707
machinery	imishini	0.458	0.615	0.629
machinist	i-machinist	0.490	0.598	0.721
macho	amehlo	0.643	0.690	0.676
mackerel	mackerel	0.418	0.423	0.426
macro	macro	0.552	0.469	0.647
mad	mad	0.219	0.873	0.277
madam	madam	0.580	0.308	0.571
madame	madam	0.604	0.500	0.635
madden	madden	0.329	0.602	0.457
madder	i-madder	0.323	0.853	0.267
mademoiselle	NO TRANSLATION	0.752	0.459	0.461
mademyday	mademyday	0.694	0.573	0.537
madhouse	madhouse	0.156	0.736	0.440
madman	madman	0.135	0.880	0.312
madness	ubuhlanya	0.104	0.804	0.440
maestro	i-maestro	0.823	0.357	0.849
mafia	mafia	0.204	0.867	0.676
magazine	umagazini	0.615	0.332	0.377
mage	mage	0.622	0.373	0.453
magenta	i-magenta	0.635	0.275	0.415
maggot	i-maggot	0.235	0.500	0.235
magic	imilingo	0.868	0.663	0.578
magical	imilingo	0.875	0.651	0.595
magician	umlingo	0.714	0.657	0.551
magistrate	umantji	0.587	0.541	0.904
magma	magma	0.323	0.623	0.609
magna	magna	0.605	0.490	0.652
magnate	isikhulu	0.627	0.708	0.868
magnesium	i-magnesium	0.542	0.320	0.321
magnet	i-magnet	0.571	0.318	0.553
magnetic	magnetic	0.612	0.529	0.673
magnetism	magnetism	0.630	0.529	0.741
magnetite	i-magnetite	0.531	0.490	0.581
magnification	ukukhuliswa	0.890	0.615	0.880
magnificence	ubukhulu	0.802	0.810	0.920
magnificent	kuhle kakhulu	1.000	0.680	0.886
magnifier	umkhulisi	0.469	0.216	0.345
magnify	khuthaza	0.729	0.561	0.839
magnifying	ukukhulisa	0.594	0.265	0.406
magnitude	ubukhulu	0.608	0.613	0.774
magnolia	magnolia	0.558	0.343	0.379
magpie	magpie	0.500	0.458	0.327
mahi mahi	NO TRANSLATION	0.510	0.410	0.398
mahjong	mahjong	0.556	0.418	0.440
mahogany	ama-mahogany	0.602	0.225	0.393
maid	umsikazi	0.406	0.324	0.300
maiden	intombi	0.755	0.396	0.461
mail	imeyili	0.615	0.231	0.548
mailbox	ibhokisi lemeyili	0.573	0.222	0.404
mailing	ukuthumela	0.688	0.324	0.375
mailman	umthumeli weposi	0.659	0.418	0.462
maim	NO TRANSLATION	0.133	0.724	0.496
main	main	0.667	0.510	0.811
mainframe	mainframe	0.531	0.490	0.557
mainland	izwe langasese	0.680	0.407	0.806
mainstay	i-mainstay	0.694	0.400	0.713
mainstream	okujwayelekile	0.653	0.527	0.660
maintain	silondoloze	0.684	0.398	0.647
maintenance	ukugcinwa	0.592	0.410	0.545
majestic	mkhulu	0.948	0.731	0.906
majesty	ubukhosi	0.823	0.602	0.955
major	ezinkulu	0.684	0.538	0.874
majority	iningi	0.684	0.560	0.930
make	yenza	0.684	0.420	0.480
makeover	Ushintsho olungcono	0.771	0.510	0.596
maker	umenzi	0.698	0.544	0.706
makeshift	ishift	0.479	0.611	0.389
makesmehappy	NO TRANSLATION	0.894	0.663	0.712
makesmemad	inhlawulo	0.296	0.643	0.500
makeup	ukulungisa	0.740	0.333	0.331
makingdisciples	NO TRANSLATION	0.684	0.402	0.664
malady	ukugula	0.190	0.686	0.304
malaise	malaise	0.150	0.600	0.161
malaria	malariya	0.125	0.653	0.304
malarkey	i-malarkey	0.396	0.500	0.465
male	owesilisa	0.612	0.532	0.695
malevolent	ukuhlukunyezwa	0.094	0.854	0.613
malfeasance	ukuhlukunyezwa	0.062	0.745	0.325
malformation	ukungalungi	0.083	0.602	0.357
malfunction	ukungasebenzi	0.125	0.577	0.229
malice	NO TRANSLATION	0.073	0.811	0.492
malicious	enonya	0.177	0.765	0.607
malign	ukuhlukumezeka	0.140	0.765	0.481
malignancy	ukulimala	0.149	0.814	0.614
malignant	okubi	0.143	0.824	0.370
maligned	ihlazo	0.102	0.684	0.218
mall	mall	0.724	0.663	0.492
malleable	kungenakwenzeka	0.500	0.500	0.391
mallet	i-mallet	0.354	0.390	0.483
malnutrition	ukungondleki	0.024	0.592	0.277
malpractice	ukungasebenzi	0.094	0.559	0.330
malt	i-malt	0.750	0.373	0.324
mama	umama	0.860	0.413	0.728
mambo	izinto	0.808	0.622	0.445
mamma	NO TRANSLATION	0.600	0.358	0.449
mammal	izilwanyana ezincelisayo	0.618	0.449	0.421
mammoth	mammoth	0.480	0.471	0.537
mammy	NO TRANSLATION	0.680	0.415	0.436
man	indoda	0.688	0.427	0.767
manage	lawula	0.560	0.530	0.719
manageable	ukuphathwa	0.750	0.361	0.655
management	ukuphathwa	0.792	0.491	0.806
manager	imenenja	0.625	0.549	0.897
managerial	ukuphathwa	0.604	0.520	0.791
mandamus	mandamus	0.439	0.577	0.556
mandarin	isi-mandarin	0.625	0.398	0.491
mandate	igunya	0.448	0.670	0.779
mandatory	okudingekayo	0.271	0.667	0.777
mandible	mandible	0.510	0.431	0.500
mandolin	mandolin	0.708	0.433	0.367
mandrel	mandrel	0.310	0.490	0.481
mane	NO TRANSLATION	0.521	0.277	0.373
maneuver	ukuhamba	0.615	0.663	0.608
maneuvering	ukuqondisa	0.635	0.640	0.745
mange	NO TRANSLATION	0.311	0.558	0.348
manger	umkhombe	0.656	0.276	0.398
mangle	NO TRANSLATION	0.292	0.449	0.355
mango	i-Mango	0.765	0.327	0.290
mangosteen	mangosteen	0.562	0.500	0.414
mangy	mangy	0.214	0.698	0.270
manhole	umtholampilo	0.378	0.500	0.516
manhood	ubuntu	0.625	0.735	0.858
manhunt	manhunt	0.145	0.925	0.657
mania	mania	0.290	0.683	0.382
maniac	maniac	0.120	0.849	0.431
maniacal	ukukhwabanisa	0.200	0.848	0.500
manic	manic	0.054	0.892	0.368
manicure	ukugcoba	0.706	0.308	0.284
manicurist	i-manicurist	0.583	0.352	0.341
manifest	kubonakala	0.667	0.647	0.704
manifestation	ukubonakaliswa	0.583	0.750	0.655
manifested	kubonisiwe	0.580	0.618	0.667
manifestly	ngokusobala	0.469	0.588	0.577
manifesto	isibonakaliso	0.646	0.519	0.676
manifold	ngokuphindaphindiwe	0.500	0.461	0.435
manipulate	sebenzisa	0.255	0.700	0.772
manipulation	ukuxhaphaza	0.188	0.775	0.536
manipulative	ukukhohlisa	0.177	0.724	0.546
mankind	isintu	0.823	0.471	0.768
manly	indoda	0.698	0.633	0.846
manna	imana	0.698	0.294	0.544
manned	unomuntu	0.551	0.588	0.484
mannequin	i-mannequin	0.427	0.302	0.295
manner	ngendlela	0.618	0.250	0.320
mannered	uhloniphekile	0.469	0.556	0.291
manners	imikhuba	0.816	0.284	0.517
manor	manor	0.646	0.358	0.738
manpower	amandla	0.531	0.620	0.543
mansion	indlu yendlu	0.847	0.490	0.717
mansions	izindlu	0.735	0.529	0.777
manslaughter	ukubulawa kwabantu	0.090	0.920	0.473
mantel	i-mantel	0.500	0.265	0.471
mantis	i-mantis	0.480	0.355	0.421
mantle	ingubo	0.510	0.269	0.422
mantra	i-mantra	0.396	0.249	0.357
manual	incwadi	0.635	0.245	0.449
manufacture	ukukhiqiza	0.868	0.703	0.780
manufacturer	umkhiqizi	0.688	0.537	0.830
manufacturing	ukukhiqiza	0.653	0.613	0.804
manure	umquba	0.250	0.471	0.241
manuscript	umbhalo wesandla	0.510	0.208	0.540
map	ibalazwe	0.561	0.229	0.463
maple	maple	0.541	0.390	0.339
mar	um	0.622	0.544	0.545
marathon	marathon	0.646	0.778	0.740
marble	i-marble	0.604	0.212	0.667
marbled	i-marbled	0.396	0.385	0.418
marbles	amamabula	0.714	0.345	0.241
march	hamba	0.531	0.200	0.483
mare	NO TRANSLATION	0.541	0.320	0.417
margarine	i-margarine	0.530	0.316	0.333
margarita	i-margarita	0.750	0.438	0.420
margin	umkhawulo	0.500	0.219	0.331
marginal	emkhawulweni	0.235	0.644	0.345
mariachi	mariachi	0.710	0.559	0.609
marijuana	ijuju	0.312	0.779	0.558
marinara	marinara	0.657	0.388	0.435
marine	olwandle	0.633	0.471	0.679
mariner	i-mariner	0.652	0.491	0.676
marital	umshado	0.760	0.529	0.500
maritime	elwandle	0.646	0.490	0.713
mark	uphawu	0.491	0.231	0.600
marked	umakwe	0.592	0.358	0.554
marker	umaka	0.500	0.333	0.605
market	emakethe	0.724	0.480	0.521
marketable	ukudayiswa	0.746	0.545	0.664
marketing	ukumaketha	0.521	0.774	0.675
marketplace	indawo emakethe	0.698	0.420	0.525
marks	amamaki	0.430	0.480	0.424
marksman	umlingisi	0.500	0.833	0.692
marksmanship	uphawu lokumaka	0.573	0.531	0.664
marl	i-marl	0.372	0.471	0.351
marmalade	i-marmalade	0.729	0.370	0.288
maroon	i-maroon	0.469	0.358	0.336
marooned	kuhlushwa	0.229	0.480	0.160
marquee	marquee	0.602	0.284	0.508
marquis	marquis	0.521	0.444	0.562
marred	ilahlekile	0.181	0.561	0.233
marriage	umshado	0.844	0.684	0.750
married	eshadile	0.674	0.570	0.602
marrow	umnkantsha	0.398	0.422	0.472
marry	ushade	0.896	0.765	0.673
marsh	marsh	0.302	0.358	0.277
marshal	umshayeli	0.469	0.610	0.819
marshmallow	i-marshmallow	0.740	0.441	0.391
mart	i-mart	0.531	0.402	0.418
martial	ukulwa	0.480	0.710	0.737
martingale	martingale	0.469	0.510	0.455
martini	martini	0.828	0.500	0.519
martyr	umfel 'ukholo	0.281	0.708	0.509
martyrdom	ukufela ukholo	0.323	0.745	0.442
marvel	kumangalisa	0.961	0.755	0.866
marvellous	kumangalisa	0.878	0.809	0.849
marvelous	kumangalisa	0.948	0.637	0.778
marvelously	ngokumangalisayo	0.968	0.708	0.764
marzipan	NO TRANSLATION	0.684	0.380	0.258
mascara	mascara	0.575	0.450	0.269
mascot	mascot	0.750	0.337	0.337
masculine	owesilisa	0.653	0.540	0.773
masculinity	masculinity	0.583	0.670	0.851
mash	Mash	0.440	0.363	0.283
mashed	i-mashed	0.531	0.337	0.194
mask	imaski	0.510	0.490	0.537
masked	zifihliwe	0.375	0.549	0.518
masks	masks	0.510	0.472	0.241
masochism	amehlochismism	0.194	0.845	0.483
masochist	i-masochist	0.164	0.784	0.353
mason	mason	0.541	0.442	0.580
masquerade	u-masquerade	0.431	0.633	0.446
mass	mass	0.458	0.245	0.277
massacre	ukubulala	0.031	0.887	0.640
massage	ukusikhipha	0.708	0.356	0.413
masses	masses	0.552	0.453	0.473
masseur	masseur	0.622	0.265	0.463
masseuse	masuseuse	0.594	0.373	0.391
massive	kakhulu	0.569	0.660	0.750
mast	mast	0.542	0.390	0.580
master	inkosi	0.694	0.490	0.849
masterful	kahle	0.854	0.510	0.960
mastermind	i-mastermind	0.792	0.625	0.918
masterpiece	ubuciko obuhle	0.926	0.623	0.847
mastery	ukuphatha	0.755	0.648	0.873
masturbate	ukushaya indlwabu	0.552	0.926	0.500
masturbation	ukushaya indlwabu	0.542	0.961	0.509
mat	mat	0.459	0.221	0.304
matador	matador	0.224	0.880	0.667
match	fanisa	0.599	0.573	0.500
matchbook	i-matchbook	0.562	0.391	0.412
matching	kufanisa	0.719	0.735	0.418
matchmaker	umeshi womdlalo	0.615	0.509	0.519
mate	oshade naye	0.847	0.417	0.669
material	impahla	0.521	0.363	0.439
materialism	ukuthanda izinto ezibonakalayo	0.220	0.390	0.556
materialist	i-materialist	0.255	0.491	0.504
materialistic	ukuthanda izinto ezibonakalayo	0.420	0.506	0.589
materiality	izinto ezibonakalayo	0.417	0.450	0.636
materialize	zenzeke	0.688	0.596	0.728
materially	ngokwezinto ezibonakalayo	0.490	0.451	0.670
materials	izinto	0.633	0.361	0.473
materiel	izinto ezibonakalayo	0.531	0.294	0.417
maternal	umama	0.847	0.417	0.634
maternity	ukubeletha	0.865	0.480	0.622
math	izibalo	0.417	0.375	0.600
mathematical	izibalo	0.620	0.500	0.548
mathematician	isazi sezibalo	0.541	0.418	0.773
mathematics	izibalo	0.438	0.435	0.664
matinee	matinee	0.694	0.578	0.447
mating	ukulingana	0.755	0.840	0.759
matriculation	matriculation	0.622	0.490	0.675
matrimony	umshado	0.850	0.637	0.843
matrix	matrix	0.551	0.378	0.673
matron	matron	0.520	0.519	0.555
matted	i-matted	0.281	0.519	0.393
matter	indaba	0.487	0.353	0.562
matting	ukulinganisa	0.479	0.405	0.423
mattress	umatilasi	0.612	0.255	0.397
maturation	ukuvuthwa	0.612	0.439	0.698
mature	uvuthiwe	0.625	0.347	0.600
maturity	ukuvuthwa	0.827	0.400	0.806
maudlin	ukuhlukunyezwa	0.337	0.417	0.368
mausoleum	i-mausoleum	0.344	0.281	0.594
mauve	izwi	0.533	0.330	0.314
maverick	i-maverick	0.354	0.676	0.409
maxim	maxim	0.875	0.562	0.887
maximize	ukwandisa	0.823	0.765	0.792
maximum	esiphezulu	0.724	0.724	0.852
may	kungenzeka	0.704	0.273	0.245
mayday	usuku lwami	0.344	0.643	0.423
mayflower	i-floral	0.690	0.463	0.429
mayhem	i-mayhem	0.188	0.870	0.364
mayonnaise	imayonnaise	0.510	0.320	0.222
mayor	iMeya	0.469	0.481	0.818
maze	Maze	0.438	0.608	0.444
mead	i-mead	0.667	0.337	0.441
meadow	inhlanzi	0.622	0.130	0.382
meager	mncane	0.144	0.389	0.281
meal	ukudla	0.833	0.461	0.473
mean	kusho	0.440	0.467	0.620
meander	i-meander	0.480	0.443	0.454
meandering	ukuxoshwa	0.427	0.644	0.539
meanie	meanie	0.388	0.420	0.404
meaning	okusho	0.663	0.395	0.625
meaningful	okunenjongo	0.770	0.500	0.802
meaningless	okungenasisekelo	0.156	0.314	0.143
meanness	ukuhlakanipha	0.102	0.694	0.368
means	kusho	0.615	0.373	0.460
meantime	okwamanje	0.432	0.222	0.300
measles	isisulu	0.092	0.635	0.422
measurable	ukulinganisa	0.604	0.410	0.602
measure	isilinganiso	0.510	0.375	0.365
measured	kulinganiswa	0.542	0.265	0.578
measurement	isilinganiso	0.622	0.418	0.491
measuring	ukulinganisa	0.448	0.337	0.529
measuring cup	inkomishi yokulinganisa	0.557	0.343	0.377
measuring tape	itekisi yokulinganisa	0.337	0.280	0.327
meat	inyama	0.612	0.421	0.413
meatball	i-meatball	0.612	0.279	0.343
meathead	meathead	0.306	0.534	0.490
meatloaf	inyamaloaf	0.625	0.389	0.375
mechanic	umshini	0.571	0.433	0.566
mechanical	imishini	0.479	0.569	0.564
mechanics	imishini	0.542	0.500	0.761
mechanism	indlela	0.573	0.583	0.664
med	NO TRANSLATION	0.375	0.429	0.606
medal	indondo	0.854	0.555	0.746
medallion	medallion	0.750	0.510	0.710
medallist	i-medalist	0.796	0.821	0.897
meddle	sondela	0.302	0.770	0.526
meddling	ukuxuba	0.245	0.600	0.461
media	abezindaba	0.500	0.330	0.464
medial	okuphakathi	0.458	0.340	0.429
median	ophakathi	0.459	0.216	0.375
mediate	hlanganisa	0.635	0.308	0.654
mediation	ukuxoxisana	0.661	0.350	0.657
mediator	umlamuleli	0.592	0.438	0.580
medic	imithi	0.500	0.472	0.585
medical	ukwelashwa	0.583	0.373	0.616
medicate	imithi	0.417	0.375	0.546
medication	imithi	0.615	0.439	0.500
medicinal	imithi	0.667	0.417	0.614
medicine	imithi	0.708	0.318	0.679
medieval	ephakathi	0.560	0.408	0.455
mediocre	hlangana	0.188	0.481	0.149
mediocrity	i-mediocrity	0.073	0.398	0.225
meditate	cabanga	0.812	0.146	0.564
meditating	ukuzindla	0.718	0.185	0.399
meditation	ukuzindla	0.786	0.120	0.478
meditative	ukuzindla	0.614	0.120	0.454
mediterranean	i-Mediterranean	0.663	0.454	0.545
medium	okuphakathi	0.559	0.356	0.358
medley	i-medley	0.487	0.352	0.400
meek	mnene	0.531	0.150	0.198
meet	ukuhlangabezana	0.760	0.510	0.580
meeting	umhlangano	0.750	0.569	0.613
mega	mega	0.724	0.538	0.723
meh	mina	0.380	0.286	0.365
melancholic	i-melancholic	0.181	0.306	0.277
melancholy	i-melancholy	0.188	0.260	0.237
melee	misa	0.541	0.704	0.611
mellow	mellow	0.633	0.069	0.265
melodious	ukuthula	0.932	0.530	0.587
melodrama	melodrama	0.378	0.830	0.446
melodramatic	i-melodramatic	0.235	0.692	0.368
melody	umculo	0.847	0.434	0.405
melon	i-Melon	0.461	0.231	0.271
melt	qhafaza	0.448	0.615	0.312
meltdown	ukuxuba	0.629	0.657	0.602
melting	ukuncibilika	0.592	0.470	0.538
member	ilunga	0.698	0.333	0.555
membership	ubulungu	0.698	0.411	0.778
membrane	ulwelwesi	0.406	0.430	0.418
memento	memento	0.708	0.360	0.536
memo	memo	0.625	0.235	0.407
memoir	memoir	0.750	0.242	0.553
memorabilia	izikhumbuzo	0.780	0.412	0.491
memorable	khumbula	0.939	0.510	0.769
memorandum	imemorandamu	0.600	0.500	0.639
memorial	isikhumbuzo	0.602	0.304	0.600
memorials	izikhumbuzo	0.771	0.333	0.679
memories	izinkumbulo	0.963	0.487	0.510
memoriesiwontforget	NO TRANSLATION	0.635	0.542	0.455
memorize	ngekhanda	0.520	0.451	0.716
memory	inkumbulo	0.792	0.378	0.573
menace	inhlekelele	0.125	0.894	0.759
menacing	ukuphazamisa	0.042	0.880	0.643
menagerie	i-menagerie	0.573	0.480	0.538
mend	lungisa	0.542	0.436	0.602
mending	ukulungisa	0.500	0.633	0.657
menial	kungcolile	0.490	0.420	0.352
meningitis	i-meningitis	0.104	0.612	0.407
meniscus	i-meniscus	0.323	0.330	0.453
menopause	ukuphuma esikhathini	0.204	0.460	0.306
menses	mens	0.163	0.686	0.331
menstrual	ukuya esikhathini	0.408	0.519	0.435
mental	ingqondo	0.490	0.490	0.585
mentalhealth	NO TRANSLATION	0.562	0.541	0.670
mentality	ukucabanga	0.711	0.415	0.726
menthol	menthol	0.490	0.292	0.433
mention	khuluma	0.562	0.365	0.562
mentor	umqeqeshi	0.719	0.455	0.777
menu	imenyu	0.633	0.333	0.385
meow	funda	0.510	0.510	0.412
mercantile	i-mercantile	0.480	0.490	0.713
mercenary	mercenary	0.245	0.837	0.673
merchandise	izimpahla	0.594	0.460	0.621
merchant	umthengisi	0.675	0.500	0.620
merciful	unesihe	0.854	0.346	0.500
merciless	unesihe	0.062	0.880	0.634
mercurial	mercurial	0.490	0.546	0.518
mercury	i-mercury	0.337	0.312	0.475
mercy	isihe	0.719	0.229	0.500
mere	nje	0.396	0.221	0.176
merengue	merengue	0.688	0.519	0.442
merge	hlanganisa	0.760	0.480	0.733
merger	ukuhlanganisa	0.592	0.490	0.642
meridian	i-meridian	0.510	0.324	0.558
meridional	meridional	0.365	0.290	0.600
meringue	i-meringue	0.625	0.580	0.411
merit	kufanelekile	0.854	0.500	0.722
meritorious	okunamandla	0.781	0.618	0.855
mermaid	i-mermaid	0.765	0.623	0.452
merriment	injabulo	0.948	0.721	0.632
merry	ujabule	0.979	0.731	0.764
merrychristmas	NO TRANSLATION	0.888	0.510	0.536
mesa	mesa	0.604	0.191	0.319
mescaline	mescaline	0.490	0.580	0.415
mesh	imeshini	0.429	0.235	0.371
meshes	izilinganiso	0.440	0.363	0.362
mesmerized	i-mesmerized	0.520	0.552	0.421
mess	ukungcola	0.143	0.843	0.273
message	umlayezo	0.650	0.391	0.415
messedup	NO TRANSLATION	0.333	0.615	0.358
messenger	isithunywa	0.694	0.434	0.500
messiah	uMesiya	0.781	0.634	0.800
messy	kuthukile	0.260	0.635	0.140
metabolic	isisombululo	0.408	0.531	0.559
metabolism	i-metabolism	0.698	0.509	0.555
metal	insimbi	0.551	0.429	0.547
metallic	metallic	0.615	0.330	0.607
metallurgy	i-metallurgy	0.396	0.509	0.587
metamorphosis	ukuguqula umzimba	0.541	0.571	0.613
metaphor	isichazamazwi	0.562	0.280	0.470
metaphorical	isifaniso	0.500	0.412	0.480
metaphysical	i-metaphysical	0.630	0.573	0.686
metaphysics	i-metaphysics	0.561	0.396	0.588
metastasis	i-metastasis	0.177	0.646	0.452
meteor	i-meteor	0.398	0.714	0.737
meteoric	i-meteoric	0.590	0.802	0.684
meteorite	i-meteorite	0.385	0.794	0.750
meteorological	imeteorological	0.635	0.557	0.556
meteorology	imeteorology	0.630	0.418	0.689
meter	imitha	0.438	0.300	0.463
meth	meth	0.354	0.564	0.340
methadone	i-methadone	0.240	0.540	0.453
methane	i-methane	0.290	0.460	0.569
methanol	i-methanol	0.292	0.500	0.570
method	indlela	0.640	0.275	0.698
methodical	i-methodical	0.663	0.360	0.745
methodology	indlela	0.664	0.327	0.745
meticulous	ngokucophelela	0.555	0.480	0.555
metime	isikhathi esithile	0.531	0.398	0.417
metric	i-metric	0.519	0.248	0.573
metrical	i-metrical	0.521	0.375	0.482
metrology	metrology	0.531	0.432	0.439
metropolis	idolobha elikhulu	0.656	0.625	0.779
metropolitan	idolobha elikhulu	0.387	0.408	0.723
mettle	i-mettle	0.667	0.529	0.750
mew	misa	0.418	0.481	0.380
mezzanine	i-mezzanine	0.479	0.427	0.404
mica	i-mica	0.531	0.250	0.314
mick	mick	0.449	0.451	0.382
micro	micro	0.500	0.270	0.250
microbe	i-microbe	0.255	0.450	0.340
microbiology	i-microbiology	0.571	0.378	0.560
microchip	i-microchip	0.551	0.358	0.432
microcosm	microcosm	0.500	0.500	0.520
microfilm	i-microfilm	0.469	0.352	0.412
microgram	microgram	0.448	0.286	0.355
micrometer	i-micrometer	0.573	0.358	0.394
micron	micron	0.375	0.291	0.315
microphone	imakrofoni	0.551	0.431	0.462
microscope	i-microscope	0.531	0.330	0.464
microscopic	microscopic	0.360	0.327	0.433
microscopically	microscopically	0.623	0.370	0.412
microscopy	microscopy	0.500	0.339	0.455
microwave	i-microwave	0.542	0.497	0.443
mid	phakathi	0.500	0.315	0.356
midair	imida	0.633	0.413	0.455
midday	emini	0.658	0.250	0.403
middle	maphakathi	0.458	0.157	0.300
middleman	Umphakathi	0.500	0.404	0.452
middleweight	isisindo esiphakathi	0.510	0.302	0.428
midget	i-midget	0.396	0.295	0.254
midland	emaphakathi	0.521	0.402	0.456
midlife	midlife	0.594	0.244	0.473
midline	midline	0.332	0.224	0.330
midnight	phakathi kwamabili	0.562	0.470	0.545
midshipman	midshipman	0.469	0.615	0.785
midst	phakathi	0.324	0.275	0.296
midsummer	midsummer	0.781	0.480	0.492
midterm	midterm	0.427	0.337	0.425
midtown	midtown	0.479	0.442	0.538
midway	midway	0.459	0.316	0.304
midwife	umbelethisi	0.531	0.570	0.453
midwifery	i-midwifery	0.510	0.570	0.459
mien	NO TRANSLATION	0.500	0.352	0.447
miffed	i-miffed	0.204	0.726	0.429
mighty	onamandla	0.855	0.837	0.936
mignon	mignon	0.551	0.440	0.423
migraine	i-migraine	0.135	0.783	0.318
migrate	zifuduka	0.415	0.580	0.454
migration	ukufuduka	0.492	0.731	0.566
migratory	ukufuduka	0.448	0.521	0.491
mike	mike	0.542	0.365	0.423
mil	NO TRANSLATION	0.534	0.388	0.347
mild	mnene	0.635	0.198	0.216
mildew	isikhutha	0.344	0.250	0.241
mildness	ubumnene	0.827	0.226	0.311
mile	mayela	0.521	0.417	0.456
mileage	mileage	0.510	0.458	0.562
milestone	okuyingqopha-mlando	0.719	0.373	0.558
militant	i-militant	0.418	0.667	0.750
militants	izimbangi	0.260	0.673	0.652
military	amasosha	0.396	0.710	0.875
militia	i-militia	0.396	0.729	0.769
milk	ubisi	0.817	0.270	0.327
milkman	ubisi	0.750	0.380	0.304
milkshake	i-Milkshake	0.796	0.521	0.330
milky	imilenze	0.517	0.283	0.311
mill	umshini	0.531	0.382	0.347
millennium	inkulungwane yeminyaka	0.573	0.398	0.760
milligram	milligram	0.429	0.217	0.302
millimeter	i-millimeter	0.427	0.177	0.360
million	izigidi	0.776	0.647	0.812
millionaire	umgidi	0.917	0.755	0.850
millionth	millionth	0.635	0.528	0.611
millstone	itshe lokugaya	0.510	0.433	0.492
mime	i-mime	0.455	0.235	0.302
mimic	ukulinganisa	0.557	0.587	0.391
mimicking	ukulinganisa	0.316	0.433	0.364
mimicry	ukulinganisa	0.420	0.337	0.472
mince	i-mince	0.417	0.529	0.378
mincemeat	mincemeat	0.396	0.435	0.358
mind	ingqondo	0.650	0.388	0.627
minded	engqondweni	0.656	0.394	0.627
mindful	ukukhumbula	0.765	0.450	0.725
mindfulness	ukucabanga	0.729	0.635	0.745
mindless	engenangqondo	0.184	0.333	0.153
mine	amami	0.688	0.418	0.578
minefield	i-minefield	0.188	0.839	0.684
miner	umvukuzi	0.408	0.594	0.644
mineral	amaminerali	0.519	0.287	0.605
mineralogy	i-mineralogy	0.551	0.408	0.545
mingle	hlanganisa	0.561	0.480	0.434
mingled	ihlangene	0.521	0.392	0.357
mini	mini	0.421	0.324	0.221
miniature	okuncane	0.429	0.292	0.204
minibus	i-minibus	0.439	0.390	0.428
minim	NO TRANSLATION	0.518	0.208	0.138
minimal	okuncane	0.448	0.147	0.206
