Word	Kannada-kn	Valence	Arousal	Dominance
knowingly	ಉದ್ದೇಶಪೂರ್ವಕವಾಗಿ	0.500	0.459	0.481
knowledge	ಜ್ಞಾನ	0.847	0.430	0.896
knowledgeable	ಜ್ಞಾನ	0.865	0.455	0.971
knuckle	ಗೆಣ್ಣು	0.655	0.333	0.393
knucklehead	ನಕಲ್ಹೆಡ್	0.157	0.485	0.288
knuckles	ಗೆಣ್ಣುಗಳು	0.271	0.461	0.320
koala	ಕೋಲಾ	0.608	0.210	0.311
kook	NO TRANSLATION	0.417	0.471	0.398
kooky	ಕುಕಿ	0.418	0.582	0.366
kool-aid	ಕೂಲ್-ಸಹಾಯ	0.531	0.318	0.393
kos	ಕಾಸ್	0.500	0.471	0.407
kosher	ಕೋಷರ್	0.469	0.443	0.312
kraut	NO TRANSLATION	0.388	0.500	0.390
kris	ಕ್ರಿಸ್	0.427	0.417	0.407
kryptonite	ಕ್ರಿಪ್ಟೋನೈಟ್	0.306	0.690	0.588
kudos	ಯಶಸ್ಸು	0.925	0.587	0.642
kumquat	ಕುಕ್ವಾಟ್	0.417	0.426	0.390
lab	ಲ್ಯಾಬ್	0.479	0.500	0.600
label	ಲೇಬಲ್	0.582	0.245	0.423
labor	ಕಾರ್ಮಿಕ	0.594	0.639	0.754
laboratory	ಪ್ರಯೋಗಾಲಯ	0.571	0.490	0.537
labored	ಶ್ರಮಿಸಿದರು	0.646	0.451	0.637
laborer	ಕಾರ್ಮಿಕ	0.561	0.510	0.698
laboring	ಕಾರ್ಮಿಕ	0.705	0.644	0.737
laborious	ಪ್ರಯಾಸಕರ	0.393	0.635	0.709
labyrinth	ಚಕ್ರವ್ಯೂಹ	0.479	0.811	0.491
lac	ಲ್ಯಾಕ್	0.408	0.418	0.331
lace	ಕಸೂತಿ	0.625	0.200	0.293
laceration	ಸೀಳುವಿಕೆ	0.143	0.667	0.443
lack	ಕೊರತೆ	0.250	0.365	0.242
lackey	ಕೊರತೆ	0.260	0.510	0.166
lacking	ಕೊರತೆ	0.229	0.375	0.121
lackluster	ನೀರಸ	0.250	0.311	0.264
lacquer	ಮೆರುಗು	0.510	0.353	0.258
lacrosse	ಲ್ಯಾಕ್ರೋಸ್	0.573	0.656	0.509
lactose	ಲ್ಯಾಕ್ಟೋಸ್	0.479	0.290	0.433
lad	ಹುಡುಗ	0.637	0.388	0.336
ladder	ಏಣಿ	0.560	0.438	0.358
laddie	ಲಾಡಿ	0.668	0.539	0.391
laden	ಹೊತ್ತ	0.392	0.478	0.554
lading	ಲೇಡಿಂಗ್	0.388	0.463	0.409
ladle	ಉಗುರು	0.531	0.368	0.352
lady	ಮಹಿಳೆ	0.854	0.481	0.602
lady bug	NO TRANSLATION	0.490	0.434	0.381
ladybug	ಲೇಡಿಬಗ್	0.602	0.400	0.224
ladylike	ಹೆಣ್ಣುಮಕ್ಕಳು	0.592	0.559	0.538
ladyship	ವಸತಿಗೃಹ	0.561	0.480	0.822
lag	ಮಂದಗತಿ	0.220	0.375	0.246
lager	NO TRANSLATION	0.584	0.480	0.353
lagging	ಮಂದಗತಿ	0.135	0.538	0.277
lagoon	ಆವೃತ	0.660	0.231	0.373
lair	ಕೊಟ್ಟಿಗೆ	0.469	0.438	0.392
laity	ಲೌಕಿಕತೆ	0.510	0.320	0.487
lake	ಸರೋವರ	0.694	0.196	0.425
lama	NO TRANSLATION	0.560	0.320	0.400
lamb	ಕುರಿಮರಿ	0.646	0.284	0.321
lame	ಕುಂಟ	0.145	0.410	0.217
lament	ದುಃಖ	0.198	0.398	0.352
lamenting	ಶೋಚನೀಯವಾಗಿ	0.156	0.390	0.254
lamina	ಲ್ಯಾಮಿನಾ	0.510	0.314	0.408
laminated	ಹೊದಿಕೆಯುಳ್ಳ	0.417	0.304	0.373
lamp	ದೀಪ	0.510	0.260	0.309
lamppost	ಲ್ಯಾಂಪ್ಪೋಸ್ಟ್	0.420	0.337	0.455
lance	ಲ್ಯಾನ್ಸ್	0.406	0.620	0.587
lancer	ಲ್ಯಾನ್ಸರ್	0.417	0.528	0.519
land	ಭೂಮಿ	0.582	0.260	0.616
landed	ಇಳಿಯಿತು	0.709	0.620	0.480
landfall	ಭೂಕುಸಿತ	0.521	0.434	0.407
landfill	ನೆಲಭರ್ತಿಯಲ್ಲಿನ	0.398	0.423	0.324
landing	ಲ್ಯಾಂಡಿಂಗ್	0.552	0.696	0.596
landlady	ಹೆಂಡತಿ	0.677	0.303	0.417
landlocked	ನೆಲಕ್ಕೇರಿತು	0.280	0.391	0.367
landlord	ಭೂಮಾಲೀಕ	0.684	0.500	0.858
landmark	ಹೆಗ್ಗುರುತು	0.694	0.355	0.681
lands	ಭೂಮಿಗಳು	0.594	0.280	0.492
landscape	ಭೂದೃಶ್ಯ	0.719	0.176	0.423
landscaping	ಭೂದೃಶ್ಯ	0.823	0.379	0.519
landslide	ಭೂಕುಸಿತ	0.250	0.864	0.530
lane	ಲೇನ್	0.449	0.490	0.451
language	ಭಾಷೆ	0.677	0.337	0.704
languid	ದುರ್ಬಲ	0.281	0.270	0.283
languish	ಸೊರಗು	0.235	0.408	0.382
languishing	ಭಾಯ್	0.308	0.459	0.353
lanky	ಮುಂಗೋಪದ	0.412	0.426	0.370
lantern	ಲಾಟೀನು	0.622	0.250	0.243
lap	ತೊಡೆ	0.583	0.510	0.412
lapdog	ಲ್ಯಾಪ್ಡಾಗ್	0.388	0.490	0.269
lapel	ಲ್ಯಾಪೆಲ್	0.460	0.287	0.288
lapse	ನಷ್ಟ	0.420	0.316	0.281
lapsed	ಕಳೆದುಹೋಯಿತು	0.357	0.333	0.276
laptop	ಲ್ಯಾಪ್ಟಾಪ್	0.724	0.270	0.519
larceny	ಲಾರ್ಸೆನಿ	0.272	0.821	0.454
lard	ಕೊಬ್ಬು	0.427	0.239	0.179
larder	ಲಾರ್ಡ್	0.656	0.290	0.509
large	ದೊಡ್ಡದು	0.704	0.565	0.736
larger	ದೊಡ್ಡದು	0.729	0.654	0.763
largo	NO TRANSLATION	0.521	0.480	0.517
lark	ತೊಗಟೆ	0.570	0.292	0.352
larva	ಲಾರ್ವಾ	0.245	0.423	0.254
laryngitis	ಲಾರಿಂಜಿಟಿಸ್	0.125	0.500	0.370
larynx	ಲಾರಿಕ್ಸ್	0.460	0.420	0.402
lasagna	ಲಸಾಂಜ	0.719	0.441	0.396
laser	ಲೇಸರ್	0.469	0.531	0.769
lash	ಪ್ರಹಾರದ	0.235	0.794	0.609
lass	ಹುಲ್ಲು	0.656	0.536	0.433
lasso	ಲಾಸ್ಸಾ	0.438	0.460	0.339
lastday	NO TRANSLATION	0.309	0.580	0.463
lasting	ಶಾಶ್ವತ	0.804	0.535	0.745
lastminute	ಕೊನೆಗಳಿಗೆಯಲ್ಲಿ	0.418	0.582	0.385
latch	ಬೀಗ ಹಾಕಿಕೊ	0.395	0.263	0.288
late	ಕೊನೆಯಲ್ಲಿ	0.245	0.358	0.315
lateness	ತಡವಾಗಿ	0.214	0.388	0.343
latent	ಸುಪ್ತ	0.469	0.500	0.653
lateral	ಪಾರ್ಶ್ವ	0.469	0.370	0.322
laterally	ಪಾರ್ಶ್ವವಾಗಿ	0.562	0.255	0.450
latex	ಲ್ಯಾಟೆಕ್ಸ್	0.479	0.413	0.325
lathe	ಲೇಥ್	0.510	0.450	0.425
lather	ಉದ್ವೇಗ	0.635	0.327	0.313
latitude	ಅಕ್ಷಾಂಶ	0.562	0.306	0.490
latrine	ಲ್ಯಾಟ್ರೈನ್	0.380	0.353	0.176
latrines	ಅಕ್ಷರಗಳು	0.214	0.462	0.267
latte	ಲ್ಯಾಟೆ	0.615	0.320	0.311
lattice	ಜಾಲರಿ	0.406	0.420	0.349
laud	ಶ್ಲಾಘಿಸು	0.493	0.427	0.383
laudable	ಶ್ಲಾಘನೀಯ	0.740	0.472	0.682
laudation	ಶ್ಲಾಘನೆ	0.542	0.547	0.623
laudatory	ಶ್ಲಾಘನೀಯ	0.612	0.417	0.450
laugh	ನಗು	0.980	0.639	0.587
laughable	ಹಾಸ್ಯಾಸ್ಪದ	0.592	0.627	0.298
laughing	ನಗುವುದು	0.906	0.596	0.534
laughingstock	NO TRANSLATION	0.427	0.779	0.312
laughs	ನಗು	0.812	0.846	0.425
laughter	ನಗು	0.959	0.654	0.588
launch	ಪ್ರಾರಂಭಿಸು	0.684	0.814	0.598
launcher	ಲಾಂಚರ್	0.677	0.745	0.808
launches	ಪ್ರಾರಂಭಿಸುತ್ತದೆ	0.490	0.663	0.602
launder	ಲಾಂಡರ್	0.479	0.450	0.349
laundering	ಲಾಂಡರಿಂಗ್	0.439	0.327	0.444
laundry	ಲಾಂಡ್ರಿ	0.644	0.292	0.377
laureate	ಪ್ರಶಸ್ತಿ ವಿಜೇತ	0.724	0.402	0.702
laurel	ಲಾರೆಲ್	0.646	0.146	0.302
laurels	ಲಾರೆಲ್ಸ್	0.684	0.279	0.545
lava	ಲಾವಾ	0.280	0.539	0.615
lavage	ಮಡಕೆ	0.615	0.467	0.361
lavatory	ಸಂಕೋಚನ	0.510	0.400	0.259
lavender	ಲ್ಯಾವೆಂಡರ್	0.812	0.198	0.388
lavish	ಅದ್ದೂರಿ	0.792	0.648	0.730
law	ಕಾನೂನು	0.740	0.590	0.815
lawful	ಕಾನೂನುಬದ್ಧ	0.660	0.394	0.780
lawless	ಕಾನೂನುಬಾಹಿರ	0.219	0.690	0.420
lawlessness	ಕಾನೂನು ರಹಿತತೆ	0.156	0.804	0.509
lawman	ಕಾನೂನಿನ ಅಧಿಕಾರಿ	0.510	0.523	0.786
lawn	ಹುಲ್ಲುಹಾಸು	0.686	0.153	0.192
lawnmower	ಹುಲ್ಲುಗಾವಲು	0.480	0.531	0.355
lawsuit	ಮೊಕದ್ದಮೆ	0.219	0.794	0.611
lawyer	ವಕೀಲ	0.521	0.569	0.784
lax	ಸಡಿಲ	0.430	0.401	0.300
laxative	ವಿರೇಚಕ	0.271	0.550	0.528
lay	ಲೇ	0.521	0.336	0.491
layaway	ಲೇಅವೇ	0.429	0.510	0.451
layer	ಲೇಯರ್	0.500	0.208	0.366
layered	ಲೇಯರ್ಡ್	0.571	0.306	0.436
layman	ಗಣ್ಯ ವ್ಯಕ್ತಿ	0.531	0.339	0.424
layout	ಲೇಔಟ್	0.615	0.442	0.557
layover	ಬಿಡಿ	0.520	0.355	0.500
laziness	ಸೋಮಾರಿತನ	0.271	0.240	0.132
lazy	ಸೋಮಾರಿಯಾದ	0.392	0.264	0.096
lazyday	NO TRANSLATION	0.337	0.319	0.145
lea	ಲೀ	0.583	0.294	0.358
lead	ದಾರಿ	0.323	0.657	0.455
leaded	ಮುನ್ನಡೆಸಿದೆ	0.439	0.625	0.595
leader	ನಾಯಕ	0.833	0.582	0.926
leadership	ನಾಯಕತ್ವ	0.870	0.690	0.983
leading	ಪ್ರಮುಖ	0.823	0.698	0.954
leads	ಕಾರಣವಾಗುತ್ತದೆ	0.530	0.471	0.615
leaf	ಎಲೆ	0.583	0.156	0.294
leaflet	ಚಿಗುರೆಲೆ	0.490	0.206	0.375
leafy	ಎಲೆಗಳು	0.653	0.530	0.700
league	ಲೀಗ್	0.656	0.340	0.462
leak	ಸೋರಿಕೆ	0.378	0.833	0.520
leakage	ಸೋರಿಕೆ	0.188	0.731	0.528
leaky	ಸೋರುವಿಕೆ	0.170	0.686	0.288
lean	ನೇರ	0.734	0.353	0.438
leaned	leaned	0.570	0.373	0.490
leaning	ಒಲವು	0.480	0.409	0.352
leap	ಅಧಿಕ	0.750	0.663	0.667
learn	ಕಲಿ	0.833	0.643	0.829
learned	ಕಲಿತ	0.704	0.462	0.543
learner	ವಿದ್ಯಾರ್ಥಿ	0.698	0.475	0.398
learning	ಕಲಿಕೆ	0.833	0.588	0.574
lease	ಗುತ್ತಿಗೆ	0.520	0.463	0.545
leash	ಬಾರು	0.320	0.347	0.427
leather	ಚರ್ಮದ	0.510	0.324	0.341
leathery	ತೊಗಟೆ	0.418	0.471	0.411
leave	ಬಿಡಿ	0.375	0.315	0.295
leavemealone	ರಶ್ಮಿಲೋನ್	0.240	0.472	0.402
leaving	ಬಿಟ್ಟು	0.163	0.542	0.371
lecherous	ಉಲ್ಲಾಸಕರ	0.135	0.704	0.376
lecture	ಉಪನ್ಯಾಸ	0.594	0.462	0.737
lecturer	ಉಪನ್ಯಾಸಕ	0.677	0.549	0.736
ledge	ಕಟ್ಟು	0.406	0.235	0.339
ledger	ಖಾತಾ ಪುಸ್ತಕ	0.510	0.362	0.609
lee	ಲೀ	0.510	0.269	0.296
leech	ಜಿಗಣೆ	0.250	0.623	0.268
leeches	ಎಲೆಗಳು	0.115	0.698	0.295
leer	NO TRANSLATION	0.612	0.348	0.509
leery	ಜಿಪುಣತನ	0.337	0.640	0.410
lees	NO TRANSLATION	0.360	0.567	0.406
leeway	ಸರಾಗವಾಗಿ	0.562	0.577	0.569
left	ಎಡಕ್ಕೆ	0.354	0.370	0.361
leftout	NO TRANSLATION	0.229	0.365	0.245
leftover	ಉಳಿದದ್ದು	0.490	0.460	0.222
leftovers	ಎಂಜಲು	0.219	0.350	0.116
lefty	ಎಡಗೈ	0.490	0.406	0.379
leg	ಲೆಗ್	0.510	0.373	0.313
legacy	ಪರಂಪರೆ	0.792	0.529	0.827
legal	ಕಾನೂನುಬದ್ಧ	0.653	0.387	0.887
legality	ಕಾನೂನುಬದ್ಧತೆ	0.765	0.343	0.713
legalize	ಕಾನೂನುಬದ್ಧಗೊಳಿಸು	0.510	0.460	0.818
legalized	ಕಾನೂನುಬದ್ಧಗೊಳಿಸಿದೆ	0.760	0.440	0.855
legally	ಕಾನೂನುಬದ್ಧವಾಗಿ	0.771	0.482	0.842
legend	ದಂತಕಥೆ	0.837	0.519	0.750
legendary	ಪೌರಾಣಿಕ	0.857	0.537	0.863
legibility	ಸ್ಪಷ್ಟತೆ	0.771	0.481	0.580
legible	ಸ್ಪಷ್ಟವಾಗಿ	0.673	0.279	0.509
legion	ಲೀಜನ್	0.469	0.570	0.852
legislate	ಶಾಸನ	0.571	0.582	0.736
legislation	ಶಾಸನ	0.531	0.418	0.808
legislative	ಶಾಸಕಾಂಗ	0.633	0.365	0.800
legislator	ಶಾಸಕ	0.490	0.580	0.877
legislature	ಶಾಸಕಾಂಗ	0.540	0.435	0.698
legit	ಅಸಲಿ	0.747	0.427	0.849
legitimacy	ನ್ಯಾಯಸಮ್ಮತತೆ	0.823	0.420	0.855
legitimate	ಕಾನೂನುಬದ್ಧ	0.792	0.363	0.841
lego	ಲೆಗೊ	0.600	0.294	0.189
legs	ಕಾಲುಗಳು	0.479	0.407	0.228
legume	ಕಾಳು	0.520	0.302	0.465
legwork	ಲೆಕ್ವರ್ಕ್	0.622	0.560	0.509
leisure	ವಿರಾಮ	0.631	0.429	0.421
leisurely	ನಿಧಾನವಾಗಿ	0.806	0.250	0.367
lemma	ಲೆಮ್ಮಾ	0.530	0.284	0.391
lemon	ನಿಂಬೆ	0.596	0.317	0.316
lemonade	ನಿಂಬೆ ಪಾನಕ	0.661	0.287	0.412
lend	ಸಾಲ ನೀಡಿ	0.520	0.461	0.508
lender	ಸಾಲದಾತ	0.340	0.520	0.703
lending	ಸಾಲ ಕೊಡುವುದು	0.510	0.585	0.462
length	ಉದ್ದ	0.479	0.308	0.533
lengthen	ಉದ್ದವಾಗಿಸು	0.619	0.481	0.566
lengthened	ಉದ್ದವಾಗಿದೆ	0.448	0.530	0.474
lengthening	ಉದ್ದವಾಗಿದೆ	0.673	0.530	0.528
lengthwise	ಉದ್ದವಾಗಿ	0.571	0.470	0.528
lengthy	ಉದ್ದವಾಗಿದೆ	0.570	0.342	0.528
leniency	ಕಾನೂನುಬದ್ಧತೆ	0.517	0.436	0.545
lenient	ಸಹಾನುಭೂತಿ	0.520	0.451	0.340
lens	ಲೆನ್ಸ್	0.420	0.245	0.472
leopard	ಚಿರತೆ	0.542	0.755	0.611
leotard	ಲಿಯೊಟಾರ್ಡ್	0.510	0.429	0.391
leper	ಕುಷ್ಠರೋಗಿ	0.075	0.589	0.206
leprechaun	ಲೆಪ್ರೆಚೂನ್	0.417	0.480	0.417
leprosy	ಕುಷ್ಠರೋಗ	0.130	0.670	0.349
lesbian	ಸಲಿಂಗಕಾಮಿ	0.385	0.660	0.415
lesbianism	ಸಲಿಂಗಕಾಮ	0.327	0.725	0.440
lesion	ಲೆಸಿಯಾನ್	0.240	0.623	0.361
less	ಕಡಿಮೆ	0.265	0.240	0.115
lessee	ಮಂದಗತಿ	0.417	0.474	0.595
lessen	ಕಡಿಮೆಗೊಳಿಸು	0.235	0.284	0.255
lessening	ಕಡಿಮೆಗೊಳಿಸುವಿಕೆ	0.375	0.300	0.277
lesser	ಕಡಿಮೆ	0.396	0.167	0.211
lesson	ಪಾಠ	0.704	0.577	0.593
lessor	ಕಡಿಮೆ	0.552	0.490	0.623
let	ಅವಕಾಶ	0.427	0.373	0.307
lethal	ಮಾರಕ	0.156	0.800	0.745
lethargic	ನಿಧಾನಗತಿಯ	0.214	0.245	0.375
lethargy	ಜಡತ್ವ	0.194	0.302	0.316
letter	ಪತ್ರ	0.635	0.279	0.342
lettered	ಲೆಟರ್ಡ್	0.542	0.361	0.482
letterhead	ಲೆಟರ್ಹೆಡ್	0.450	0.316	0.462
lettering	ಅಕ್ಷರಗಳು	0.541	0.180	0.431
letters	ಅಕ್ಷರಗಳು	0.663	0.327	0.364
lettuce	ಲೆಟಿಸ್	0.594	0.163	0.291
leukemia	ಲ್ಯುಕೇಮಿಯಾ	0.094	0.572	0.351
levee	ಲೆವಿ	0.520	0.324	0.490
level	ಮಟ್ಟ	0.622	0.277	0.491
lever	ಸನ್ನೆ	0.400	0.343	0.402
leverage	ಹತೋಟಿ	0.459	0.500	0.629
levitate	ಉಬ್ಬಿಸು	0.561	0.598	0.551
levy	ಲೆವಿ	0.438	0.420	0.491
lewd	ಸುಳ್ಳು	0.188	0.673	0.412
lexicon	ಶಬ್ದಕೋಶ	0.561	0.463	0.615
ley	NO TRANSLATION	0.604	0.389	0.764
liabilities	ಬಾಧ್ಯತೆಗಳು	0.429	0.608	0.694
liability	ಹೊಣೆಗಾರಿಕೆ	0.646	0.500	0.802
liable	ಹೊಣೆಗಾರ	0.656	0.519	0.821
liaison	ಸಂಬಂಧ	0.698	0.337	0.472
liar	ಸುಳ್ಳುಗಾರ	0.042	0.606	0.339
libel	ಮಾನನಷ್ಟ	0.128	0.694	0.403
libelous	ಅಪ್ರಾಮಾಣಿಕ	0.125	0.735	0.436
liberal	ಉದಾರವಾದಿ	0.565	0.565	0.755
liberalism	ಉದಾರವಾದಿ	0.562	0.712	0.750
liberate	ಸ್ವತಂತ್ರಗೊಳಿಸು	0.760	0.632	0.708
liberated	ಬಿಡುಗಡೆ ಮಾಡಲಾಗಿದೆ	0.780	0.630	0.683
liberating	ವಿಮೋಚನೆ	0.915	0.620	0.745
liberation	ವಿಮೋಚನೆ	0.745	0.614	0.857
liberty	ಸ್ವಾತಂತ್ರ್ಯ	0.938	0.579	0.836
libido	ಕಾಮ	0.770	0.602	0.571
librarian	ಲೈಬ್ರರಿಯನ್	0.625	0.135	0.509
library	ಗ್ರಂಥಾಲಯ	0.776	0.122	0.549
libretto	ಲಿಬ್ರೆಟೊ	0.612	0.328	0.406
lice	ಪರೋಪಜೀವಿಗಳು	0.133	0.500	0.194
license	ಪರವಾನಗಿ	0.500	0.394	0.702
lichen	ಕಲ್ಲುಹೂವು	0.418	0.388	0.463
lick	ನಕ್ಕು	0.470	0.482	0.330
licorice	ಲೈಕೋರೈಸ್	0.677	0.310	0.400
lid	ಮುಚ್ಚಳವನ್ನು	0.490	0.189	0.255
lie	ಸುಳ್ಳು	0.130	0.725	0.272
liege	ಸುಳ್ಳು	0.479	0.426	0.452
lien	lien	0.396	0.580	0.441
lieu	ಬದಲಿಗೆ	0.427	0.410	0.312
lieutenant	ಲೆಫ್ಟಿನೆಂಟ್	0.594	0.612	0.920
life	ಜೀವನ	0.918	0.615	0.824
lifeblood	ಜೀವಸತ್ತ್ವ	0.673	0.690	0.708
lifeboat	ಲೈಫ್ಬೋಟ್	0.724	0.425	0.533
lifeguard	ಜೀವರಕ್ಷಕ	0.870	0.606	0.786
lifeisgood	ಜೀವನ ಒಳ್ಳೆಯದಿದೆ	0.812	0.575	0.611
lifeless	ನಿರ್ಜೀವ	0.042	0.333	0.163
lifelike	ಜೀವಂತವಾಗಿ	0.776	0.567	0.765
lifeline	ಜೀವಸೆಲೆ	0.735	0.552	0.496
lifelong	ಆಜೀವ	0.823	0.330	0.640
lifer	ಜೀವಂತ	0.427	0.519	0.398
lifesaver	ಲೈಫ್ಸೇವರ್	0.908	0.745	0.703
lifestyle	ಜೀವನಶೈಲಿ	0.750	0.472	0.645
lifesucks	ಜಿಗುಪ್ಸೆ ಜೀವನ	0.167	0.637	0.377
lifetime	ಜೀವಮಾನ	0.816	0.559	0.736
lift	ಎತ್ತುವಿಕೆ	0.704	0.518	0.656
lifted	ತೆಗೆಯಲಾಗಿದೆ	0.714	0.441	0.657
liftoff	ಉಡಾವಣೆ	0.531	0.667	0.588
ligament	ಅಸ್ಥಿರಜ್ಜು	0.490	0.410	0.510
ligation	ಬಂಧನ	0.344	0.423	0.396
ligature	ಲಿಗೇಚರ್	0.478	0.430	0.447
light	ಬೆಳಕು	0.771	0.320	0.519
light year	ಬೆಳಕಿನ ವರ್ಷ	0.719	0.425	0.593
lightbulb	ಲೈಟ್ ಬಲ್ಬ್	0.573	0.255	0.302
lighten	ಹಗುರಗೊಳಿಸು	0.688	0.438	0.362
lightheaded	ಹಗುರವಾದ	0.347	0.620	0.255
lighthouse	ಲೈಟ್ಹೌಸ್	0.622	0.240	0.510
lighting	ಬೆಳಕಿನ	0.765	0.440	0.750
lightness	ಚುರುಕುತನ	0.794	0.360	0.526
lightning	ಮಿಂಚು	0.429	0.683	0.595
lights	ದೀಪಗಳು	0.750	0.480	0.575
lightweight	ಹಗುರವಾದ	0.670	0.300	0.358
likable	ಇಷ್ಟವಾಗಬಲ್ಲದು	0.865	0.480	0.663
like	ಇಷ್ಟ	0.719	0.353	0.446
likelihood	ಸಾಧ್ಯತೆಯನ್ನು	0.760	0.469	0.542
likely	ಸಾಧ್ಯತೆ	0.633	0.356	0.454
likeness	ಹೋಲುತ್ತದೆ	0.688	0.410	0.561
likewise	ಹಾಗೆಯೇ	0.651	0.217	0.312
liking	ಇಷ್ಟಪಡುವುದು	0.963	0.604	0.589
lilac	ನೀಲಕ	0.688	0.180	0.357
lily	ಲಿಲಿ	0.640	0.245	0.263
limb	ಅಂಗ	0.510	0.397	0.427
limber	ಅಂಡಾಕಾರ	0.688	0.729	0.673
limbo	ಲಿಂಬೊ	0.385	0.284	0.309
lime	ಸುಣ್ಣ	0.594	0.240	0.415
limelight	ಬೆಳಕು	0.667	0.639	0.694
limestone	ಸುಣ್ಣದಕಲ್ಲು	0.602	0.323	0.381
limey	ಸುಣ್ಣಕಲ್ಲು	0.469	0.347	0.415
limit	ಮಿತಿ	0.427	0.453	0.500
limitation	ಮಿತಿಯ	0.190	0.431	0.225
limited	ಸೀಮಿತವಾಗಿದೆ	0.229	0.273	0.380
limitless	ಅಪಾರ	0.688	0.574	0.655
limo	ಲೈಮೋ	0.760	0.367	0.667
limousine	ಲಿಮೋಸಿನ್	0.638	0.531	0.640
limp	ಲಿಂಪ್	0.393	0.440	0.172
lin	ಲಿನ್	0.416	0.362	0.343
line	ಸಾಲು	0.541	0.180	0.353
lineage	ವಂಶಾವಳಿ	0.633	0.465	0.721
lineal	ರೇಖೀಯ	0.521	0.170	0.474
linear	ರೇಖೀಯ	0.646	0.250	0.472
linebacker	ಲೈನ್ಬ್ಯಾಕರ್	0.490	0.660	0.543
lined	ಮುಚ್ಚಲಾಗಿದೆ	0.438	0.367	0.424
linen	ಲಿನಿನ್	0.656	0.323	0.286
liner	ಲೈನರ್	0.469	0.396	0.400
lines	ಸಾಲುಗಳು	0.542	0.317	0.330
lineup	ಸಾಲಾಗಿ	0.635	0.427	0.638
linger	ಕಾಲಹರಣ ಮಾಡು	0.480	0.311	0.412
lingerie	ಲಿಂಗರೀ	0.543	0.463	0.308
lingering	ಸುಳಿವು	0.630	0.643	0.667
lingo	ಲಿಂಗೊ	0.448	0.364	0.447
lingual	ಭಾಷಾ	0.500	0.457	0.315
linguini	ಲಿಂಗುಯಿನಿ	0.625	0.338	0.355
linguist	ಭಾಷಾಶಾಸ್ತ್ರಜ್ಞ	0.583	0.330	0.634
linguistic	ಭಾಷಾಶಾಸ್ತ್ರ	0.646	0.351	0.618
linguistics	ಭಾಷಾಶಾಸ್ತ್ರ	0.552	0.390	0.618
lining	ಲೈನಿಂಗ್	0.571	0.363	0.472
link	ಲಿಂಕ್	0.427	0.264	0.491
linoleum	ಲಿನೋಲಿಯಮ್	0.510	0.378	0.402
lint	ಲಿಂಟ್	0.388	0.173	0.214
lion	ಸಿಂಹ	0.532	0.717	0.682
lip	ತುಟಿ	0.541	0.348	0.443
liposuction	ಲಿಪೊಸಕ್ಷನ್	0.292	0.684	0.464
lipstick	ಲಿಪ್ಸ್ಟಿಕ್	0.653	0.429	0.306
liquefaction	ದ್ರವೀಕರಣ	0.449	0.622	0.535
liquefied	ದ್ರವೀಕೃತವಾಗಿದೆ	0.562	0.463	0.342
liqueur	ಮದ್ಯ	0.670	0.612	0.389
liquid	ದ್ರವ	0.562	0.235	0.307
liquidate	ದ್ರವ ಪದಾರ್ಥ	0.327	0.654	0.664
liquidation	ದಿವಾಳಿ	0.417	0.625	0.649
liquidator	ದ್ರವರೂಪಕ	0.354	0.663	0.750
liquidity	ದ್ರವ್ಯತೆ	0.688	0.529	0.534
liquor	ಮದ್ಯ	0.603	0.702	0.433
lira	NO TRANSLATION	0.530	0.255	0.370
lisp	ಲಿಸ್ಪ್	0.365	0.412	0.288
list	ಪಟ್ಟಿ	0.528	0.260	0.402
listen	ಕೇಳು	0.771	0.360	0.445
listener	ಕೇಳುಗನ	0.667	0.375	0.403
listenting	NO TRANSLATION	0.640	0.377	0.491
listing	ಪಟ್ಟಿ	0.438	0.273	0.432
listless	ಪಟ್ಟಿರಹಿತ	0.219	0.350	0.231
listneing	NO TRANSLATION	0.531	0.370	0.433
litany	ಲಿಟನಿ	0.510	0.365	0.482
liter	ಲೀಟರ್	0.573	0.208	0.382
literacy	ಸಾಕ್ಷರತೆ	0.730	0.306	0.638
literal	ಅಕ್ಷರಶಃ	0.570	0.353	0.574
literally	ಅಕ್ಷರಶಃ	0.571	0.353	0.673
literary	ಸಾಹಿತ್ಯಕ	0.719	0.324	0.667
literature	ಸಾಹಿತ್ಯ	0.708	0.250	0.598
lithe	ಕೇಳಿಸು	0.656	0.596	0.602
lithium	ಲಿಥಿಯಂ	0.417	0.330	0.430
lithograph	ಶಿಲಾಮುದ್ರಣ	0.551	0.327	0.481
lithography	ಲಿಥೊಗ್ರಫಿ	0.561	0.346	0.473
lithology	ಲಿಥಾಲಜಿ	0.519	0.378	0.525
lithosphere	ಲಿಥೋಸ್ಫಿಯರ್	0.473	0.333	0.689
litigant	ಕಾನೂನುಬದ್ಧವಾಗಿ	0.219	0.577	0.696
litigate	ವಿಚಾರಣೆ	0.260	0.819	0.712
litigation	ದಾವೆ	0.388	0.760	0.602
litigator	litigator	0.429	0.630	0.732
litigious	ವಿಚಾರಣೆ	0.360	0.736	0.632
litter	ಕಸ	0.255	0.551	0.110
little	ಸ್ವಲ್ಪ	0.385	0.160	0.213
littlethings	ಚಿಕ್ಕದಾದ	0.740	0.311	0.242
littoral	ಕಡಲತೀರ	0.551	0.387	0.452
liturgy	ಪ್ರಾರ್ಥನೆ	0.490	0.327	0.568
