Word	Tagalog (Filipino)-tl	Valence	Arousal	Dominance
nifty	nakakatawang	0.740	0.745	0.815
nigger	nigger	0.240	0.347	0.398
nigh	malapit na	0.653	0.216	0.336
night	gabi	0.598	0.396	0.404
nightcap	takipsilim	0.750	0.196	0.268
nightclub	nightclub	0.802	0.894	0.528
nightfall	gabi	0.490	0.436	0.426
nightgown	nightgown	0.643	0.408	0.250
nightie	nightie	0.630	0.388	0.274
nightingale	ruwisenyor	0.740	0.340	0.496
nightlife	panggabing buhay	0.542	0.783	0.510
nightly	gabi-gabi	0.673	0.410	0.474
nightmare	bangungot	0.005	0.810	0.436
nightmares	bangungot	0.082	0.942	0.448
nightstand	nightstand	0.490	0.130	0.327
nightstick	Mag-nightstick	0.500	0.461	0.348
nighttime	gabi	0.735	0.385	0.439
nihilism	nihilism	0.367	0.510	0.364
nil	Wala	0.286	0.143	0.157
nimble	maliksi	0.833	0.729	0.769
nimrod	nimrod	0.327	0.500	0.539
nincompoop	nincompoop	0.365	0.431	0.368
nine	siyam	0.552	0.255	0.327
nineteen	labinsiyam	0.673	0.304	0.375
ninety	siyamnapu	0.479	0.349	0.436
ninja	Ninja	0.542	0.844	0.682
ninny	ninny	0.344	0.343	0.309
nintendo	nintendo	0.802	0.571	0.464
ninth	ikasiyam	0.490	0.212	0.396
nip	nip	0.281	0.700	0.264
nipper	nipper	0.386	0.422	0.317
nipple	utong	0.480	0.786	0.415
nippy	nippy	0.540	0.500	0.416
nitrate	nitrate	0.388	0.406	0.500
nitro	nitro	0.500	0.647	0.639
nitrogen	nitrogen	0.427	0.435	0.562
nitrous	nitrous	0.435	0.561	0.411
nitwit	nitwit	0.146	0.606	0.139
nix	nix	0.330	0.380	0.404
no anticipation	walang pag-asa	0.396	0.480	0.341
no disgust	walang pagkasuklam	0.510	0.324	0.448
no emotion	walang emosyon	0.170	0.109	0.225
no sentiment	walang damdamin	0.092	0.382	0.278
no surprise	walang sorpresa	0.171	0.224	0.412
no trust	walang tiwala	0.055	0.445	0.257
nobility	kagitingan	0.844	0.347	0.736
noble	marangal	0.906	0.345	0.610
nobleman	mahal na tao	0.675	0.286	0.709
nobodycares	NO TRANSLATION	0.365	0.410	0.354
nocomplaints	NO TRANSLATION	0.677	0.164	0.491
nocturnal	gabi-gabi	0.540	0.500	0.462
nod	tumango	0.590	0.367	0.427
nodding	nodding	0.694	0.294	0.426
node	node	0.396	0.343	0.361
nodular	nodular	0.438	0.351	0.411
nodule	nodule	0.312	0.426	0.349
noggin	noggin	0.510	0.433	0.382
nohope	NO TRANSLATION	0.200	0.441	0.385
noir	noir	0.375	0.394	0.365
noise	ingay	0.260	0.883	0.388
noisy	maingay	0.271	0.812	0.561
nomad	nomad	0.375	0.413	0.433
nomadic	lagalag	0.427	0.519	0.422
nomenclature	nomenclature	0.500	0.222	0.575
nominal	nominal	0.594	0.250	0.463
nominate	nominate	0.615	0.471	0.669
nomination	nominasyon	0.663	0.637	0.696
nominee	nominee	0.662	0.625	0.765
nonce	nonce	0.422	0.370	0.377
nonchalant	nonchalant	0.312	0.314	0.366
noncompliance	hindi pagsunod	0.112	0.598	0.259
nondescript	hindi maipaliwanag	0.490	0.434	0.348
nonexistent	nonexistent	0.208	0.429	0.149
nonfat	nonfat	0.604	0.260	0.340
nonfiction	nonfiction	0.426	0.315	0.431
nonpayment	nonpayment	0.229	0.510	0.298
nonresident	nonresident	0.250	0.340	0.302
nonsense	bagay na walang kapararakan	0.214	0.531	0.155
nonsensical	walang saysay	0.173	0.268	0.193
nonviolent	walang dahas	0.640	0.287	0.346
noob	noob	0.417	0.430	0.267
noodle	pansit	0.633	0.216	0.225
nook	sulok	0.480	0.321	0.296
noon	tanghali	0.531	0.343	0.518
noose	noose	0.356	0.300	0.330
nopoint	NO TRANSLATION	0.276	0.324	0.314
noregrets	NO TRANSLATION	0.469	0.476	0.426
norm	pamantayan	0.500	0.245	0.527
normal	normal	0.740	0.127	0.380
normalcy	normalcy	0.805	0.151	0.620
normality	normalidad	0.781	0.089	0.444
north	hilaga	0.531	0.255	0.450
northbound	pahilaga	0.604	0.454	0.491
northeast	hilagang-silangan	0.562	0.260	0.375
northern	hilaga	0.570	0.340	0.472
northwest	Hilagang kanluran	0.604	0.345	0.451
northwestern	northwestern	0.479	0.306	0.462
noschool	NO TRANSLATION	0.490	0.400	0.380
nose	ilong	0.582	0.270	0.245
nosebleed	nosebleed	0.153	0.776	0.361
nosey	nosy	0.276	0.655	0.223
nosnow	walang nyebe	0.392	0.394	0.366
nostalgia	nostalgia	0.417	0.337	0.339
nostalgic	nostalhik	0.458	0.351	0.184
nostress	NO TRANSLATION	0.531	0.404	0.415
nostril	butas ng ilong	0.396	0.404	0.316
nosun	NO TRANSLATION	0.388	0.380	0.351
nosy	nosy	0.292	0.558	0.433
not negative	hindi negatibo	0.622	0.270	0.444
not positive	hindi positibo	0.051	0.370	0.236
notable	kapansin-pansin	0.760	0.450	0.696
notables	kilalang tao	0.594	0.608	0.755
notably	kapansin-pansin	0.792	0.533	0.689
notamorningperson	NO TRANSLATION	0.469	0.578	0.440
notary	notaryo	0.541	0.451	0.676
notation	notasyon	0.635	0.380	0.558
notch	bingaw	0.459	0.361	0.358
notched	notched	0.480	0.530	0.356
note	tandaan	0.594	0.163	0.416
notebook	kuwaderno	0.449	0.167	0.442
noted	nabanggit	0.615	0.382	0.464
noteworthy	kapansin-pansin	0.704	0.481	0.759
nothappy	NO TRANSLATION	0.112	0.320	0.170
nothingbetter	NO TRANSLATION	0.635	0.390	0.543
nothingness	walang kabuluhan	0.204	0.080	0.161
notice	mapansin	0.646	0.408	0.491
noticeable	halata	0.890	0.562	0.750
notification	abiso	0.604	0.461	0.671
notify	abisuhan	0.643	0.471	0.573
notion	paniwala	0.612	0.284	0.667
notional	notional	0.520	0.288	0.500
notoriety	katanyagan	0.552	0.633	0.769
notorious	kilalang-kilala	0.366	0.582	0.609
notready	Hindi pa handa	0.133	0.400	0.196
notwithstanding	sa kabila nito	0.367	0.316	0.433
nought	wala	0.312	0.098	0.116
noun	pangngalan	0.531	0.230	0.477
nourish	magpakain	0.878	0.460	0.639
nourishment	pagkain	0.786	0.290	0.631
nouveau	NO TRANSLATION	0.633	0.438	0.432
novel	nobelang	0.702	0.352	0.439
novelist	nobelang	0.340	0.343	0.529
novelty	bagong bagay o karanasan	0.673	0.521	0.740
novice	baguhan	0.429	0.346	0.180
nowadays	sa kasalukuyan	0.680	0.346	0.400
nowork	walang trabaho	0.312	0.264	0.309
noworries	noworries	0.630	0.402	0.500
noxious	nakakalason	0.177	0.585	0.379
nozzle	nozzle	0.438	0.330	0.287
nuance	nuance	0.408	0.282	0.411
nuances	nuances	0.490	0.375	0.527
nuclear	nuclear	0.219	0.856	0.781
nucleus	nucleus	0.529	0.296	0.667
nude	hubad	0.490	0.915	0.200
nudge	maghambog	0.448	0.500	0.509
nudie	nudie	0.500	0.529	0.373
nudist	nudist	0.440	0.796	0.483
nudity	kahubaran	0.438	0.853	0.415
nugget	nugget	0.602	0.340	0.348
nuisance	istorbo	0.198	0.817	0.227
nuke	nuke	0.125	0.905	0.873
nul	NO TRANSLATION	0.337	0.358	0.264
null	wala	0.253	0.147	0.152
nullify	nullify	0.255	0.373	0.395
numb	manhid	0.108	0.420	0.352
number	numero	0.406	0.231	0.471
numbering	pagnunumero	0.510	0.363	0.482
numbers	numero	0.406	0.241	0.440
numbness	pamamanhid	0.306	0.398	0.265
numbskull	numbskull	0.300	0.472	0.284
numeral	numeral	0.582	0.254	0.382
numerator	tagabilang	0.490	0.317	0.526
numerical	numerical	0.479	0.322	0.517
numerically	ayon sa bilang	0.510	0.337	0.500
numerous	marami	0.622	0.462	0.609
nun	NO TRANSLATION	0.500	0.150	0.406
nunchucks	nunchucks	0.337	0.580	0.526
nunnery	nunnery	0.653	0.236	0.473
nuptials	nuptials	0.771	0.588	0.571
nurse	nars	0.635	0.578	0.521
nursemaid	nursemaid	0.615	0.431	0.436
nursery	nursery	0.894	0.406	0.389
nursing	nursing	0.552	0.549	0.653
nurture	mag-alaga	0.745	0.378	0.657
nut	kulay ng nuwes	0.365	0.310	0.250
nutcase	baliw	0.286	0.775	0.259
nutcracker	pandurog ng nuwes	0.635	0.378	0.522
nuthouse	nuthouse	0.347	0.519	0.434
nutmeg	nutmeg	0.635	0.302	0.350
nutrition	nutrisyon	0.885	0.420	0.579
nutritional	nutrisyon	0.812	0.406	0.676
nutritious	nakapagpapalusog	0.833	0.337	0.655
nutritive	pampalusog	0.875	0.422	0.667
nuts	mani	0.594	0.250	0.291
nutshell	maikling salita	0.458	0.407	0.310
nutty	nutty	0.444	0.317	0.271
nylon	nylon	0.490	0.304	0.295
nylong	NO TRANSLATION	0.439	0.248	0.351
nylons	nylons	0.556	0.379	0.320
nymph	nymph	0.542	0.529	0.472
nymphomaniac	nymphomaniac	0.398	0.894	0.536
oaf	oaf	0.344	0.357	0.330
oak	oak	0.583	0.245	0.536
oar	sagwan	0.469	0.392	0.316
oasis	oasis	0.796	0.283	0.429
oat	oat	0.622	0.170	0.298
oath	panunumpa	0.543	0.615	0.824
oatmeal	oatmeal	0.592	0.192	0.241
obedience	pagkamasunurin	0.765	0.287	0.536
obedient	masunurin	0.800	0.179	0.518
obediently	masunurin	0.802	0.304	0.577
obelisk	obelisk	0.604	0.408	0.596
obese	napakataba	0.133	0.427	0.250
obesity	labis na katabaan	0.215	0.370	0.328
obey	sundin	0.677	0.433	0.533
obi	obi	0.469	0.442	0.414
obit	obit	0.410	0.464	0.393
obituary	patalastas sa pagkamatay	0.188	0.330	0.423
object	bagay	0.531	0.356	0.375
objection	pagtutol	0.347	0.592	0.709
objectionable	hindi kanais-nais	0.459	0.382	0.558
objective	layunin	0.724	0.337	0.736
objectivity	pagkamakatwiran	0.765	0.431	0.711
obligation	obligasyon	0.222	0.596	0.718
obligatory	sapilitan	0.337	0.571	0.780
oblige	oblige	0.281	0.770	0.614
obliged	nagpapasalamat	0.327	0.680	0.411
obliging	mapagbigay	0.740	0.402	0.545
obligor	obligor	0.302	0.600	0.360
oblique	pahilig	0.438	0.347	0.455
obliterate	mapawi	0.250	0.539	0.569
obliterated	pinalayas	0.240	0.469	0.344
obliteration	pagwawasak	0.177	0.622	0.397
oblivion	limot	0.153	0.330	0.282
oblivious	hindi mapakali	0.229	0.388	0.355
oblong	pahaba	0.561	0.455	0.370
obnoxious	kasuklam-suklam	0.088	0.602	0.256
oboe	oboe	0.510	0.340	0.392
obscene	malaswa	0.050	0.745	0.348
obscenity	kalaswaan	0.083	0.843	0.418
obscure	nakatago	0.370	0.551	0.278
obscured	tinakpan	0.115	0.356	0.298
obscurity	kalabuan	0.208	0.392	0.380
observance	pagtalima	0.531	0.315	0.632
observant	mapagmasid	0.740	0.422	0.708
observation	pagmamasid	0.633	0.433	0.667
observatory	obserbatoryo	0.643	0.324	0.731
observe	obserbahan	0.771	0.390	0.360
observer	tagamasid	0.663	0.363	0.603
observing	pagmamasid	0.583	0.400	0.685
obsess	nakakatakot	0.112	0.846	0.509
obsessed	nahuhumaling	0.219	0.840	0.439
obsessing	obsessing	0.173	0.773	0.698
obsession	pagkahumaling	0.229	0.847	0.571
obsessive	sobra-sobra	0.219	0.823	0.480
obsolescence	pagkalayo	0.250	0.431	0.377
obsolete	hindi na ginagamit	0.337	0.321	0.250
obstacle	balakid	0.204	0.708	0.336
obstetrician	obstetrician	0.521	0.636	0.604
obstetrics	Obedience	0.530	0.582	0.564
obstinate	matigas ang ulo	0.146	0.696	0.562
obstruct	humadlang	0.115	0.660	0.458
obstruction	sagabal	0.125	0.742	0.491
obstructive	nakahahadlang	0.204	0.650	0.613
obtain	kumuha	0.760	0.438	0.731
obtainable	matatamo	0.677	0.327	0.702
obtuse	mahina ang isip	0.281	0.460	0.345
obverse	tagiliran	0.470	0.394	0.464
obvious	halata	0.625	0.336	0.585
ocarina	Ocarina	0.541	0.392	0.366
occasion	okasyon	0.700	0.451	0.398
occasional	paminsan-minsan	0.490	0.298	0.387
occasionally	paminsan-minsan	0.538	0.240	0.264
occipital	occipital	0.398	0.408	0.518
occlusion	occlusion	0.306	0.439	0.442
occult	okultismo	0.292	0.382	0.406
occupancy	occupancy	0.625	0.471	0.721
occupant	nakatira	0.500	0.417	0.483
occupation	trabaho	0.562	0.470	0.692
occupational	trabaho	0.583	0.469	0.596
occupied	inookupahan	0.337	0.546	0.441
occupier	occupier	0.427	0.438	0.600
occupy	sakupin	0.396	0.520	0.589
occupying	sumasakop	0.573	0.462	0.519
occur	mangyari	0.451	0.561	0.510
occurrence	pangyayari	0.573	0.690	0.541
ocd	ocd	0.333	0.472	0.370
ocean	karagatan	0.823	0.308	0.642
oceanic	karagatan	0.740	0.317	0.632
octagon	octagon	0.602	0.349	0.462
octave	oktaba	0.438	0.380	0.482
octopus	octopus	0.713	0.378	0.411
ocular	ocular	0.418	0.370	0.400
odd	kakaiba	0.265	0.337	0.302
oddball	oddball	0.316	0.360	0.357
oddity	kakatwa	0.312	0.557	0.386
odds	logro	0.500	0.472	0.680
ode	ode	0.604	0.269	0.519
odious	kasuklam-suklam	0.235	0.708	0.235
odometer	oudomiter	0.367	0.470	0.388
odor	amoy	0.337	0.363	0.404
odyssey	odyssey	0.622	0.692	0.710
oedipal	oedipal	0.312	0.575	0.509
oestrogen	estrogen	0.521	0.608	0.561
oeuvre	NO TRANSLATION	0.653	0.484	0.598
offal	offal	0.302	0.470	0.302
offence	pagkakasala	0.312	0.798	0.446
offend	saktan	0.094	0.804	0.333
offended	nasaktan	0.188	0.690	0.337
offender	nagkasala	0.104	0.851	0.537
offense	pagkakasala	0.230	0.765	0.510
offensive	nakakasakit	0.135	0.882	0.600
offer	alok	0.750	0.745	0.596
offered	inaalok	0.582	0.490	0.544
offering	handog	0.688	0.462	0.585
offhand	sige lang	0.388	0.500	0.368
office	opisina	0.427	0.302	0.509
officer	opisyal	0.542	0.430	0.877
offices	opisina	0.469	0.312	0.534
official	opisyal na	0.646	0.565	0.833
officiate	pinapangasiwaan	0.688	0.453	0.704
offing	naglalakad	0.490	0.412	0.447
offload	offload	0.479	0.444	0.525
offset	offset	0.719	0.394	0.704
offshoot	sanga	0.517	0.330	0.361
offshore	malayo sa pampang	0.417	0.484	0.441
offside	offside	0.323	0.519	0.443
offspring	supling	0.656	0.435	0.600
oft	madalas	0.500	0.308	0.474
oftentimes	kadalasan	0.571	0.500	0.482
ogre	daga	0.135	0.698	0.510
ohdear	NO TRANSLATION	0.458	0.519	0.442
ohgod	NO TRANSLATION	0.500	0.557	0.439
ohno	Oh hindi	0.396	0.475	0.380
ohshit	NO TRANSLATION	0.230	0.594	0.343
oil	langis	0.521	0.278	0.306
oils	mga langis	0.459	0.229	0.391
oily	may langis	0.276	0.533	0.385
oink	oink	0.500	0.450	0.289
ointment	pamahid	0.438	0.271	0.398
okra	okra	0.469	0.400	0.362
old	matanda	0.410	0.279	0.315
olden	olden	0.284	0.213	0.425
older	mas matanda	0.385	0.255	0.317
oldie	oldie	0.363	0.363	0.342
oldies	oldies	0.438	0.300	0.412
olfactory	olpaktoryo	0.602	0.409	0.452
oligarchy	oligarkiya	0.327	0.567	0.741
olive	oliba	0.571	0.231	0.406
omega	wakas	0.529	0.337	0.526
omelet	omelet	0.708	0.323	0.315
omen	pangitain	0.390	0.657	0.583
omgomgomg	NO TRANSLATION	0.490	0.551	0.358
ominous	nagbabala	0.255	0.730	0.510
omission	pagkukulang	0.367	0.333	0.275
omit	ligtaan	0.330	0.265	0.451
omitted	tinanggal	0.260	0.235	0.211
omnibus	omnibus	0.490	0.410	0.473
omnipotence	makapangyarihan sa lahat	0.667	0.793	0.866
omnipotent	makapangyarihan	0.719	0.679	0.919
omnipresent	sa lahat ng dako	0.688	0.452	0.825
omniscient	alam ng lahat	0.656	0.334	0.778
onboard	onboard	0.612	0.451	0.491
oncologist	oncologist	0.260	0.654	0.640
oncology	oncology	0.204	0.424	0.500
oncoming	palapit	0.594	0.625	0.773
one	isa	0.542	0.292	0.370
oneday	NO TRANSLATION	0.667	0.245	0.374
onedge	onedge	0.479	0.552	0.400
onelove	onelove	0.816	0.577	0.541
oneness	pagkakaisa	0.745	0.272	0.720
onerous	mabigat	0.500	0.480	0.462
oneself	ang sarili	0.660	0.337	0.483
ongoing	patuloy na	0.674	0.484	0.556
onion	sibuyas	0.378	0.367	0.382
onset	simula	0.673	0.497	0.500
onslaught	mabangis na pagsalakay	0.198	0.939	0.717
onstage	sa entablado	0.719	0.673	0.583
ontology	ontolohiya	0.510	0.450	0.518
onus	onus	0.562	0.520	0.769
onward	pasulong	0.667	0.538	0.741
onyx	onyx	0.571	0.461	0.380
oodles	oodles	0.490	0.374	0.446
oomph	oomph	0.449	0.613	0.315
ooze	ooze	0.344	0.577	0.333
oozing	oozing	0.238	0.515	0.427
op	op	0.480	0.402	0.349
opacity	opacity	0.471	0.251	0.256
opal	opalo	0.623	0.479	0.379
opaque	hindi kanais-nais	0.344	0.265	0.342
ope	ope	0.375	0.380	0.395
open	bukas	0.620	0.480	0.569
opener	opener	0.584	0.526	0.377
opening	pagbubukas	0.667	0.510	0.620
openly	nang lantaran	0.603	0.388	0.553
openness	pagiging bukas	0.837	0.561	0.667
opera	opera	0.714	0.500	0.483
operate	gumana	0.582	0.690	0.691
operatic	operatic	0.375	0.452	0.627
operation	operasyon	0.475	0.611	0.755
operational	pagpapatakbo	0.562	0.570	0.679
operations	pagpapatakbo	0.480	0.549	0.798
operative	operative	0.541	0.635	0.718
operator	operator	0.612	0.630	0.726
ophthalmic	optalmiko	0.427	0.385	0.444
ophthalmologist	ophthalmologist	0.552	0.389	0.491
opiate	opiate	0.281	0.594	0.598
opinion	opinyon	0.594	0.482	0.638
opinionated	nagtatanggol	0.156	0.800	0.491
opium	opyo	0.276	0.490	0.333
opponent	kalaban	0.080	0.741	0.716
opportune	kanais-nais	0.796	0.538	0.767
opportunism	oportunismo	0.571	0.752	0.673
opportunity	pagkakataon	0.938	0.745	0.833
oppose	tutulan	0.431	0.800	0.473
opposed	taliwas	0.092	0.460	0.606
opposing	laban	0.188	0.660	0.518
opposite	kabaligtaran	0.235	0.545	0.408
opposites	kabaligtaran	0.281	0.518	0.462
opposition	pagsalungat	0.135	0.729	0.592
oppress	mapanghimagsik	0.186	0.654	0.555
oppressed	pinahihirapan	0.119	0.640	0.259
oppression	pang-aapi	0.080	0.673	0.615
oppressive	mapang-api	0.276	0.590	0.667
oppressor	mamimighati	0.160	0.776	0.629
ops	ops	0.417	0.550	0.528
opt	opt	0.510	0.471	0.345
optic	optik	0.663	0.384	0.594
optical	sa mata	0.677	0.311	0.542
optics	optika	0.562	0.286	0.580
optimism	optimismo	0.949	0.565	0.814
optimist	optimista	0.875	0.539	0.787
optimistic	maasahin sa mabuti	0.979	0.580	0.821
optimum	pinakamabuting kalagayan	0.892	0.469	0.808
option	pagpipilian	0.512	0.427	0.359
optional	opsyonal	0.755	0.350	0.440
optionally	opsyonal	0.365	0.405	0.481
options	mga pagpipilian	0.622	0.327	0.473
optometrist	optometrist	0.446	0.455	0.668
opulence	kayamanan	0.620	0.615	0.648
opulent	mayaman	0.562	0.660	0.660
opus	opus	0.458	0.368	0.391
oracle	orakulo	0.552	0.531	0.670
oral	sa bibig	0.530	0.448	0.375
orange	orange	0.646	0.132	0.296
orange juice	orange juice	0.719	0.343	0.445
orangutan	orangutan	0.430	0.560	0.471
oration	oration	0.646	0.315	0.683
orator	tagapagsalita	0.667	0.375	0.682
oratory	oratory	0.602	0.472	0.693
orb	orb	0.463	0.370	0.444
orbit	orbit	0.561	0.422	0.575
orbital	orbital	0.458	0.451	0.559
orbiting	orbiting	0.520	0.643	0.554
orbs	orbs	0.469	0.355	0.482
orc	orc	0.240	0.510	0.388
orchard	halamanan	0.760	0.269	0.333
orchestra	orkestra	0.708	0.500	0.664
orchid	orkidyas	0.840	0.345	0.382
ordained	ordenado	0.735	0.409	0.731
ordeal	mahigpit na pagsubok	0.344	0.539	0.529
order	order	0.780	0.295	0.814
orderly	nang maayos	0.844	0.240	0.661
ordinance	ordinansa	0.615	0.452	0.776
ordinary	ordinaryong	0.375	0.312	0.286
ordination	ordinasyon	0.688	0.490	0.765
ordnance	ordnance	0.354	0.825	0.679
ore	ng mineral	0.500	0.333	0.356
oregano	oregano	0.596	0.327	0.250
organ	organ	0.510	0.469	0.538
organic	organic	0.719	0.343	0.535
organism	organismo	0.457	0.559	0.800
organist	organista	0.740	0.469	0.669
organization	organisasyon	0.810	0.535	0.851
organize	ayusin	0.802	0.655	0.781
organized	organisado	0.816	0.337	0.746
organizer	organizer	0.604	0.577	0.846
orgasm	orgasm	0.844	0.863	0.676
orgies	orgies	0.388	0.953	0.433
orgy	kawalang-habas	0.346	0.962	0.536
orient	orient	0.667	0.422	0.667
oriental	oriental	0.592	0.409	0.598
orientation	orientation	0.667	0.454	0.686
orifice	orifice	0.448	0.355	0.443
origami	origami	0.684	0.276	0.294
origin	pinagmulan	0.729	0.435	0.591
original	orihinal	0.765	0.480	0.746
originality	pagka-orihinal	0.898	0.500	0.824
originate	nagmula	0.702	0.500	0.866
origination	pinagmulan	0.760	0.443	0.604
originator	pinanggalingan	0.592	0.510	0.868
ornament	dekorasyon	0.561	0.373	0.441
ornamental	pampalamuti	0.663	0.392	0.460
ornamentation	pandekorasyon	0.663	0.471	0.472
ornamented	pinalamutian	0.677	0.350	0.490
ornate	gayak	0.812	0.356	0.500
ornery	mayaman	0.361	0.520	0.509
orphan	ulila	0.133	0.388	0.140
orphanage	pagkaulila	0.184	0.439	0.425
orphaned	naulila	0.062	0.430	0.228
orthodontist	orthodontist	0.469	0.615	0.564
orthodox	orthodox	0.388	0.471	0.647
orthodoxy	orthodoxy	0.271	0.388	0.612
orthogonal	orthogonal	0.500	0.314	0.540
orthopedic	ortopedik	0.406	0.346	0.473
oscillate	magalit	0.449	0.580	0.397
oscillating	oscillating	0.469	0.548	0.402
oscillation	oscillation	0.562	0.433	0.431
oscillatory	oscillatory	0.375	0.520	0.480
ostensible	magulo	0.542	0.549	0.585
ostensibly	sa wakas	0.473	0.529	0.509
ostentatious	mapagpasikat	0.479	0.794	0.648
ostracized	ostracized	0.115	0.690	0.377
ostrich	ostrich	0.592	0.382	0.241
other	iba pa	0.472	0.230	0.259
otter	otter	0.439	0.216	0.339
otto	otto	0.427	0.425	0.404
ottoman	ottoman	0.531	0.337	0.444
ought	nararapat	0.438	0.511	0.434
ounce	onsa	0.531	0.255	0.288
oust	patalsikin	0.296	0.716	0.444
outage	outage	0.306	0.684	0.438
outback	outback	0.500	0.324	0.430
outbid	masaway	0.594	0.622	0.540
outboard	outboard	0.448	0.491	0.456
outbreak	pagsiklab	0.260	0.632	0.472
outburst	pagsabog	0.209	0.802	0.528
outcast	pinalayas	0.153	0.449	0.353
outcome	kinalabasan	0.615	0.472	0.685
outcry	sumigaw	0.271	0.773	0.718
outdated	lipas na sa panahon	0.167	0.236	0.226
outdo	lumalabas	0.771	0.750	0.873
outdoor	panlabas	0.814	0.256	0.447
outdoors	nasa labas	0.781	0.444	0.453
outer	panlabas	0.552	0.471	0.456
outfit	sangkapan	0.760	0.490	0.566
outgoing	papalabas	0.650	0.472	0.538
outgrow	lumaki	0.510	0.529	0.722
outgrowth	lumalagong	0.771	0.620	0.688
outhouse	outhouse	0.281	0.519	0.255
outing	pagliliwaliw	0.771	0.672	0.634
outlandish	katawa-tawa	0.448	0.737	0.657
outlast	nagwawasak	0.620	0.786	0.685
outlaw	ipagbawal	0.255	0.662	0.482
outlet	outlet	0.610	0.396	0.245
outline	balangkas	0.542	0.365	0.509
outlines	binabalangkas	0.656	0.402	0.651
outlive	madaig	0.565	0.769	0.724
outlook	pananaw	0.830	0.525	0.625
outlying	malayo	0.460	0.562	0.503
outnumber	napakarami	0.347	0.615	0.577
outpatient	outpatient	0.260	0.400	0.395
outpost	guwardya	0.635	0.571	0.675
outpouring	Pagbubuhos	0.562	0.685	0.552
output	output	0.604	0.389	0.434
outrage	kabangisan	0.060	0.689	0.542
outraged	nagalit	0.156	0.696	0.538
outrageous	mapangahas	0.153	0.945	0.713
outrank	pag-outrank	0.653	0.643	0.817
outreach	outreach	0.540	0.462	0.672
outright	tahasan	0.767	0.396	0.755
outrun	sumobra	0.531	0.833	0.573
outset	pasimula	0.750	0.500	0.582
outsider	tagalabas	0.398	0.549	0.447
outskirts	outskirts	0.474	0.519	0.312
outsmart	outsmart	0.673	0.657	0.864
outspoken	walang tiwala	0.582	0.413	0.667
outstanding	natitirang	0.898	0.760	0.896
outstretched	lumalawak	0.448	0.481	0.519
outward	palabas	0.449	0.439	0.365
outwards	palabas	0.440	0.472	0.400
outweigh	lumalampas	0.486	0.600	0.682
outwit	lumamon	0.302	0.755	0.356
oval	hugis-itlog	0.417	0.280	0.330
ovary	obaryo	0.469	0.399	0.280
ovate	ovate	0.385	0.286	0.368
ovation	papuri	0.719	0.758	0.750
oven	oven	0.583	0.425	0.606
overactive	sobrang aktibo	0.667	0.885	0.592
overall	pangkalahatang	0.583	0.370	0.670
overalls	oberols	0.500	0.392	0.373
overbearing	napakalaki	0.323	0.833	0.861
overburden	overburden	0.115	0.755	0.546
overcast	madilim	0.417	0.250	0.475
overcharged	overcharged	0.276	0.780	0.569
overcoat	amerikana	0.594	0.265	0.430
overcome	magtagumpay	0.719	0.689	0.848
overcoming	overcoming	0.842	0.765	0.855
overcrowded	masikip	0.292	0.520	0.491
overdo	labis na labis	0.156	0.864	0.602
