Word	Azeerbaijani-az	Valence	Arousal	Dominance
parish	parish	0.698	0.354	0.582
parity	parite	0.582	0.406	0.407
park	park	0.816	0.343	0.414
parka	parka	0.469	0.481	0.395
parking	park	0.777	0.469	0.510
parkinsons	parkinsonlar	0.104	0.570	0.373
parlance	parlance	0.510	0.350	0.462
parlay	parlay	0.469	0.611	0.483
parliament	parlament	0.573	0.540	0.858
parliamentary	parlamenti	0.490	0.554	0.755
parlor	salonu	0.500	0.327	0.366
parmesan	parmesan	0.698	0.321	0.382
parody	parodiya	0.561	0.651	0.375
parole	boşanma	0.388	0.620	0.526
parquet	parket	0.541	0.240	0.422
parrot	papağan	0.588	0.333	0.292
parry	parry	0.510	0.404	0.436
parse	ayrıştırma	0.469	0.456	0.667
parsimonious	parsimonious	0.417	0.312	0.446
parsimony	hörmətsizlik	0.449	0.280	0.403
parsley	Cəfəri	0.458	0.170	0.291
parson	parson	0.583	0.250	0.615
part	hissəsidir	0.663	0.278	0.360
partake	iştirak etmək	0.755	0.656	0.629
partial	qismən	0.429	0.324	0.348
partiality	tərəfdarlıq	0.375	0.380	0.490
partially	qismən	0.418	0.368	0.396
participant	iştirakçı	0.712	0.598	0.613
participate	iştirak edin	0.755	0.580	0.684
participation	iştirak	0.781	0.700	0.702
particle	hissəcik	0.521	0.265	0.438
particular	xüsusilə də	0.562	0.402	0.552
particularity	xüsusiyyəti	0.670	0.434	0.586
particulars	xüsusiyyətləri	0.604	0.348	0.525
parting	ayrılmaq	0.260	0.542	0.353
partisan	partizan	0.615	0.549	0.669
partisanship	partizanlıq	0.438	0.566	0.551
partition	bölmə	0.615	0.469	0.567
partly	qismən	0.415	0.410	0.396
partner	tərəfdaş	0.673	0.302	0.586
partnership	tərəfdaşlıq	0.786	0.387	0.545
partridge	kəklik	0.583	0.415	0.250
parts	hissələri	0.459	0.327	0.392
party	partiya	0.948	0.840	0.547
pas	NO TRANSLATION	0.490	0.344	0.262
pass	keçmək	0.510	0.324	0.362
passable	passiv	0.688	0.337	0.633
passage	keçid	0.429	0.314	0.370
passageway	keçid məntəqəsi	0.490	0.389	0.400
passe	NO TRANSLATION	0.531	0.357	0.426
passenger	sərnişin	0.717	0.413	0.481
passim	NO TRANSLATION	0.458	0.491	0.333
passing	keçmək	0.458	0.298	0.509
passion	ehtiras	0.854	0.865	0.728
passionate	ehtiraslı	0.990	0.827	0.731
passive	passiv	0.420	0.116	0.241
passivity	passivlik	0.241	0.115	0.246
passkey	passkey	0.646	0.500	0.791
passport	pasport	0.653	0.457	0.682
password	parol	0.390	0.356	0.559
past	keçmiş	0.490	0.422	0.311
pasta	makaron	0.615	0.306	0.375
paste	yapışdır	0.500	0.556	0.500
pastel	pastel	0.719	0.357	0.367
pastime	əyləncə	0.677	0.353	0.443
pastor	pastor	0.698	0.236	0.746
pastrami	pastırma	0.542	0.415	0.348
pastry	pasta	0.870	0.407	0.419
pasture	otlaq	0.688	0.145	0.170
pasty	pasta	0.479	0.363	0.375
pat	astadan əl çalma	0.418	0.377	0.340
patch	patch	0.439	0.288	0.283
patchwork	Patchwork	0.500	0.260	0.325
pate	pate	0.406	0.260	0.260
patella	patella	0.430	0.260	0.342
patent	patent	0.724	0.391	0.609
patented	patentlidir	0.571	0.422	0.685
paternal	baba	0.776	0.353	0.755
paternity	atalıq	0.704	0.590	0.806
path	yol	0.590	0.245	0.421
pathetic	acınacaqlı	0.088	0.464	0.139
pathological	patoloji	0.220	0.602	0.580
pathologist	patologist	0.354	0.552	0.585
pathology	patoloji	0.271	0.560	0.558
pathos	NO TRANSLATION	0.350	0.449	0.462
pathway	yol	0.646	0.410	0.519
patience	səbr	0.771	0.125	0.387
patient	xəstə	0.583	0.193	0.340
patio	veranda	0.562	0.245	0.402
patriarch	patriarx	0.592	0.448	0.898
patriarchal	patriarxal	0.531	0.500	0.857
patrimony	patrimony	0.719	0.406	0.740
patriot	vətənpərvər	0.771	0.635	0.886
patriotic	vətənpərvərlik	0.875	0.509	0.933
patriotism	vətənpərvərlik	0.708	0.635	0.848
patrol	patrul	0.427	0.664	0.736
patrolman	patrulman	0.469	0.731	0.884
patron	patron	0.583	0.451	0.870
patronage	patronaj	0.583	0.490	0.583
patronising	patronlaşdırma	0.439	0.455	0.582
patronize	patronize etmek	0.430	0.451	0.591
patronizing	patronlaşdırma	0.542	0.365	0.529
patter	patter	0.312	0.635	0.451
pattern	nümunə	0.479	0.422	0.664
paucity	qüsur	0.153	0.453	0.175
pauper	pauper	0.260	0.347	0.151
pause	fasilə	0.429	0.188	0.264
pave	pave	0.594	0.490	0.509
pavement	səki	0.460	0.353	0.475
pavilion	pavilyon	0.583	0.500	0.770
paving	səki	0.408	0.469	0.545
paw	pençə	0.417	0.360	0.286
pawn	piyon	0.390	0.321	0.187
pawnshop	lombard	0.396	0.439	0.519
pax	pax	0.551	0.421	0.473
pay	ödəyirəm	0.514	0.588	0.592
payable	ödənilməli	0.385	0.480	0.606
payback	ödəmə	0.459	0.500	0.567
paycheck	maaş haqqı	0.896	0.630	0.652
payday	payday	0.833	0.741	0.571
payer	ödəyicisi	0.313	0.630	0.638
payload	yükləmə yükü	0.612	0.510	0.682
payment	ödəniş	0.629	0.452	0.643
payoff	ödəmək	0.740	0.644	0.673
payout	ödəniş	0.646	0.600	0.575
payphone	payphone	0.469	0.360	0.370
payroll	əmək haqqı	0.521	0.360	0.549
pea	noxud	0.580	0.275	0.298
peace	sülh	0.939	0.156	0.613
peaceable	sülhsevərdir	0.776	0.134	0.453
peaceful	sülh	0.867	0.108	0.569
peacefully	dinc yolla	0.901	0.190	0.639
peacekeeper	sülhməramlısı	0.865	0.320	0.644
peaceofmind	NO TRANSLATION	0.786	0.160	0.519
peacetime	sülh zamanı	0.949	0.180	0.579
peach	şaftalı	0.704	0.480	0.272
peachy	şaftalı	0.755	0.479	0.388
peacock	peacock	0.786	0.449	0.458
peak	zirvəsi	0.500	0.345	0.431
peaked	zirvəyə çıxdı	0.677	0.704	0.857
peanut	yer fıstığı	0.646	0.202	0.246
peanuts	fıstıq	0.542	0.294	0.324
pear	armud	0.677	0.158	0.241
pearl	inci	0.905	0.425	0.642
pearly	inci	0.635	0.337	0.373
peas	noxud	0.542	0.283	0.310
peasant	kəndli	0.530	0.275	0.407
peat	torf	0.333	0.655	0.504
pebble	çınqıl	0.354	0.353	0.287
pecan	pecan	0.552	0.316	0.358
peck	pek	0.202	0.530	0.321
pecker	pecker	0.459	0.509	0.375
peculiar	xəyali	0.600	0.491	0.564
peculiarities	xüsusiyyətləri	0.511	0.460	0.528
peculiarity	xüsusiyyətləri	0.439	0.452	0.652
peculiarly	həsrətlə	0.615	0.450	0.454
pecuniary	maddi	0.490	0.490	0.500
pedal	pedal	0.500	0.320	0.342
pedantic	pedantik	0.229	0.608	0.253
peddle	peddle	0.539	0.549	0.538
peddler	satıcısı	0.408	0.481	0.390
pedestal	padşah	0.735	0.284	0.579
pedestrian	piyada	0.438	0.360	0.448
pediatric	pediatrik	0.560	0.462	0.490
pediatrician	pediatr	0.602	0.500	0.627
pediatrics	pediatriya	0.750	0.380	0.596
pedicure	pedikür	0.695	0.269	0.296
pedigree	damazlıq	0.625	0.340	0.609
pedometer	pedometr	0.469	0.561	0.405
pedophile	pedophile	0.051	0.724	0.430
pee	pee	0.449	0.529	0.391
peek	peek	0.486	0.360	0.411
peekaboo	peekaboo	0.592	0.607	0.412
peel	soymaq	0.439	0.250	0.279
peep	gözləyin	0.573	0.317	0.269
peeper	peeper	0.182	0.537	0.343
peephole	pələng	0.479	0.500	0.310
peer	peer	0.458	0.321	0.569
peering	peering	0.514	0.409	0.451
peerless	hörmətsiz	0.688	0.450	0.462
peeved	peeved	0.156	0.750	0.467
peg	peg	0.520	0.357	0.393
pegs	dirəklər	0.408	0.286	0.386
peice	NO TRANSLATION	0.479	0.422	0.398
pelagic	pelajik	0.521	0.554	0.491
pelican	pelikan	0.573	0.391	0.380
pellet	pelet	0.448	0.390	0.466
pelvic	pelvik	0.320	0.632	0.373
pelvis	pelvis	0.378	0.618	0.380
pen	qələm	0.622	0.194	0.250
penal	cəza	0.208	0.565	0.610
penalty	cəza	0.062	0.490	0.240
penance	pensiya	0.219	0.667	0.463
penchant	gülməli	0.688	0.480	0.609
pencil	qələm	0.552	0.200	0.263
pendant	kolye	0.676	0.321	0.385
pendency	qardaşlıq	0.396	0.452	0.472
pendent	NO TRANSLATION	0.470	0.380	0.425
pending	gözləyən	0.396	0.441	0.473
pendulum	sarkaç	0.542	0.368	0.434
penetrate	nüfuz edir	0.287	0.877	0.732
penetrating	nüfuz edir	0.469	0.792	0.782
penetration	penetrasyon	0.438	0.885	0.792
penguin	pinqvin	0.615	0.296	0.307
penicillin	penisilin	0.417	0.431	0.566
penile	penis	0.490	0.736	0.491
peninsula	yarımada	0.551	0.384	0.627
penis	penis	0.354	0.810	0.556
penitent	cəzbedici	0.542	0.530	0.508
penitentiary	cəzaçəkmə müəssisəsi	0.229	0.726	0.491
penmanship	penmanlıq	0.677	0.284	0.509
pennant	hədiyyə	0.542	0.380	0.426
penniless	penniless	0.062	0.316	0.083
penny	penny	0.615	0.302	0.324
pension	pensiya	0.625	0.409	0.406
pensioner	təqaüdçü	0.440	0.245	0.442
pensive	sanki	0.540	0.220	0.529
pentagon	beşbucaqlı	0.490	0.636	0.774
pentagram	pentagram	0.510	0.433	0.466
penthouse	penthouse	0.592	0.430	0.395
penultimate	qabaqcadan	0.469	0.366	0.255
people	Xalq	0.604	0.400	0.500
peopled	millət	0.594	0.450	0.679
pep	pep	0.510	0.510	0.364
pepper	bibər	0.400	0.539	0.328
peppermint	nanə	0.720	0.264	0.271
pepperoni	pepperoni	0.796	0.472	0.358
peppy	cilvəli	0.677	0.529	0.438
peptic	peptik	0.398	0.463	0.362
peptide	peptid	0.380	0.480	0.411
perceive	hiss edirəm	0.653	0.490	0.655
percent	yüzdə	0.470	0.350	0.356
percentage	faiz	0.469	0.400	0.553
percentile	yüzlərlə	0.479	0.410	0.390
perceptible	hiss edilir	0.710	0.460	0.620
perception	qavrayış	0.653	0.481	0.655
perceptive	həssas	0.745	0.500	0.741
perch	perch	0.531	0.300	0.314
perchance	çarpaz	0.480	0.224	0.298
percolation	perkolasiya	0.397	0.417	0.415
percussion	perkussiya	0.622	0.635	0.642
perdition	məhv	0.135	0.656	0.496
peremptory	tövbə	0.429	0.426	0.606
perennial	çoxillik	0.527	0.358	0.500
perfect	mükəmməl	0.980	0.471	0.870
perfection	mükəmməllik	0.881	0.745	0.934
perfectionist	mükəmməllikçi	0.667	0.704	0.905
perfecto	NO TRANSLATION	0.802	0.567	0.889
perforated	perforasiya edilmiş	0.219	0.607	0.344
perforation	perforasiya	0.365	0.668	0.578
perforce	zorla	0.357	0.689	0.354
perform	yerinə yetirmək	0.765	0.555	0.773
performance	performans	0.750	0.520	0.672
performer	ifaçı	0.541	0.530	0.708
perfume	ətir	0.740	0.472	0.463
perfumed	ətirli	0.816	0.471	0.509
peri	peri	0.448	0.433	0.370
peridot	peridot	0.458	0.481	0.435
peril	təhlükə	0.052	0.910	0.518
perilous	təhlükəli	0.143	0.862	0.575
perimeter	perimetri	0.470	0.443	0.555
period	dövrü	0.396	0.324	0.588
periodic	dövri	0.677	0.324	0.508
periodical	dövri	0.550	0.298	0.430
periodically	periodik olaraq	0.480	0.314	0.515
periodicity	periodicity	0.646	0.324	0.645
peripheral	periferik	0.406	0.406	0.549
periphery	periferiya	0.469	0.360	0.366
periscope	periskop	0.604	0.375	0.609
perish	məhv	0.296	0.570	0.415
perishable	sürətlə	0.270	0.464	0.354
perished	öldü	0.135	0.596	0.225
perishing	həlak olur	0.229	0.423	0.148
perjury	ittiham	0.229	0.686	0.409
perk	perk	0.903	0.519	0.682
perky	qaranlıq	0.896	0.792	0.673
perm	perm	0.667	0.465	0.741
permanence	davamlılıq	0.771	0.370	0.708
permanent	qalıcı	0.745	0.345	0.736
permeable	permeable	0.635	0.402	0.495
permeate	nüfuz edir	0.417	0.410	0.407
permeation	nüfuz	0.418	0.559	0.536
permissible	icazə verilə bilər	0.684	0.646	0.612
permission	icazəsi	0.612	0.311	0.580
permissive	icazə verici	0.633	0.389	0.413
permit	icazə verin	0.733	0.349	0.518
permitted	icazə verildi	0.865	0.410	0.613
permitting	icazə verin	0.724	0.481	0.661
permutation	permütasyon	0.385	0.588	0.500
pernicious	təhlükəli	0.229	0.600	0.382
peroxide	peroksid	0.458	0.529	0.510
perpendicular	dik	0.510	0.398	0.439
perpetrate	törətmək	0.327	0.837	0.732
perpetrator	faili	0.229	0.765	0.538
perpetual	əbədi	0.625	0.438	0.741
perpetually	davamlı olaraq	0.510	0.473	0.868
perpetuate	əbədiləşdirmək	0.397	0.588	0.788
perpetuation	davamlılıq	0.510	0.677	0.716
perpetuity	sonsuzluq	0.590	0.434	0.759
perplexed	çaşqınlıq içindədir	0.312	0.705	0.318
perplexing	Çaşqınlıq	0.316	0.530	0.362
perplexity	çaşqınlıq	0.275	0.720	0.500
persecute	təqib edin	0.281	0.873	0.509
persecution	təqib	0.229	0.865	0.660
perseverance	əzm	0.888	0.630	0.796
persevere	səbr edin	0.802	0.583	0.937
persist	davam edir	0.765	0.644	0.727
persistence	əzmkarlıq	0.684	0.611	0.873
persistent	davamlıdır	0.646	0.667	0.815
persisting	davam edir	0.697	0.677	0.745
person	şəxs	0.646	0.363	0.596
persona	NO TRANSLATION	0.741	0.480	0.743
personable	xoşagəlməz	0.816	0.520	0.637
personage	şəxsiyyət	0.653	0.324	0.698
personal	şəxsi	0.750	0.311	0.467
personality	şəxsiyyət	0.896	0.513	0.790
personification	şəxsiyyət	0.760	0.471	0.691
personnel	heyət	0.729	0.344	0.587
persons	şəxslər	0.869	0.302	0.588
perspective	perspektiv	0.688	0.470	0.704
perspiration	tərləmə	0.385	0.667	0.490
persuade	inandırmaq	0.620	0.618	0.709
persuasion	razılıq	0.612	0.670	0.537
persuasive	inandırıcı	0.740	0.700	0.657
pert	pert	0.469	0.460	0.348
pertinent	uyğun	0.580	0.333	0.723
perturbation	tənəzzül	0.270	0.840	0.500
pertussis	boğmaca	0.279	0.569	0.386
perusal	gözdən keçir	0.622	0.235	0.543
peruse	gözdən keçirin	0.503	0.270	0.439
pervading	pervading	0.418	0.684	0.728
perverse	Səhv	0.146	0.808	0.464
perversion	sapma	0.083	0.830	0.490
pervert	sapma	0.082	0.863	0.500
perverted	pozulmuşdu	0.062	0.918	0.436
pesky	sinir bozucu	0.250	0.760	0.431
pessimism	pessimizm	0.083	0.484	0.264
pessimist	pessimist	0.125	0.470	0.218
pessimistic	pessimist	0.088	0.394	0.236
pest	həşərat	0.188	0.680	0.452
pester	pester	0.143	0.780	0.385
pestilence	həzm	0.122	0.660	0.283
pestle	pestle	0.427	0.463	0.426
pesto	pesto	0.531	0.323	0.336
pet	pet	0.875	0.327	0.305
petal	petal	0.810	0.194	0.211
petite	petite	0.510	0.354	0.245
petition	ərizə	0.498	0.575	0.415
petitioner	ərizəçi	0.601	0.531	0.566
petloss	NO TRANSLATION	0.271	0.481	0.424
petpeeve	NO TRANSLATION	0.375	0.594	0.392
petrified	qaçırdılar	0.221	0.625	0.232
petrify	petrifiya	0.177	0.571	0.447
petrol	benzin	0.418	0.519	0.577
petroleum	neft	0.583	0.451	0.640
petticoat	petticoat	0.550	0.396	0.351
petting	petting	0.812	0.462	0.480
petty	kiçik	0.210	0.537	0.236
petulant	petulant	0.247	0.685	0.491
petunia	petunya	0.583	0.260	0.356
pew	pew	0.449	0.235	0.664
pewter	ağac	0.396	0.260	0.321
peyote	NO TRANSLATION	0.406	0.462	0.426
phalanx	phalanx	0.398	0.398	0.455
phantom	fantom	0.260	0.759	0.448
pharaoh	Firavun	0.656	0.491	0.798
pharmaceutical	əczaçılıq	0.500	0.435	0.562
pharmacist	əczaçı	0.592	0.382	0.648
pharmacology	farmakologiya	0.560	0.440	0.526
pharmacy	əczaçılıq	0.531	0.337	0.542
phase	faza	0.645	0.300	0.482
pheasant	sülh	0.541	0.362	0.292
phenomenal	fenomenal	0.915	0.750	0.918
phenomenon	fenomen	0.625	0.721	0.848
pheromone	Feromon	0.561	0.573	0.561
phew	phew	0.531	0.429	0.302
phi	phi	0.420	0.361	0.452
philanthropic	xeyriyyəçi	0.812	0.426	0.717
philanthropist	xeyriyyəçi	0.704	0.463	0.623
philanthropy	xeyriyyəçilik	0.745	0.412	0.801
philistine	filistin	0.390	0.500	0.491
philosopher	filosof	0.684	0.316	0.720
philosophic	fəlsəfi	0.688	0.270	0.655
philosophical	fəlsəfi	0.719	0.275	0.713
philosophy	fəlsəfə	0.684	0.255	0.640
phlegm	bəlğəm	0.173	0.394	0.240
pho	pho	0.541	0.370	0.384
phobia	fobiya	0.173	0.904	0.291
phoenix	phoenix	0.653	0.481	0.594
phone	telefonu	0.729	0.344	0.418
phonetic	fonetik	0.542	0.435	0.536
phonetics	fonetika	0.646	0.425	0.519
phonics	phonics	0.490	0.519	0.455
phonograph	fonoqraf	0.561	0.398	0.565
phonology	fonoloji	0.695	0.402	0.512
phony	saxta	0.115	0.592	0.202
phooey	fooey	0.333	0.490	0.352
phosphate	fosfat	0.500	0.306	0.407
phosphor	fosfor	0.438	0.480	0.427
phosphorus	fosfor	0.429	0.539	0.370
photo	Şəkil	0.729	0.327	0.431
photogenic	fotogenik	0.780	0.500	0.495
photograph	fotoşəkil	0.677	0.353	0.358
photographer	fotoqraf	0.714	0.481	0.562
photographic	fotoqrafiya	0.761	0.429	0.564
photography	fotoqrafiya	0.630	0.431	0.360
photometry	fotometriya	0.417	0.456	0.436
photon	foton	0.459	0.439	0.455
phrase	ifade	0.630	0.264	0.314
phraseology	frazeologiya	0.620	0.406	0.537
phylogeny	Filogeniya	0.378	0.410	0.481
physical	fiziki	0.750	0.520	0.607
physical therapist	fiziki terapevt	0.531	0.337	0.775
physician	həkim	0.583	0.490	0.843
physicist	fizik	0.635	0.538	0.693
physics	fizika	0.582	0.415	0.664
physiological	fizioloji	0.510	0.418	0.620
physiology	fiziologiya	0.521	0.451	0.519
physique	bədən	0.643	0.500	0.543
pi	pi	0.469	0.265	0.400
pianist	pianoçu	0.806	0.491	0.573
piano	piano	0.704	0.343	0.438
piazza	piazza	0.625	0.471	0.472
piccolo	NO TRANSLATION	0.625	0.423	0.380
pick	seçin	0.500	0.464	0.525
picked	seçildi	0.740	0.518	0.670
picker	seçici	0.534	0.340	0.609
picket	piket	0.365	0.615	0.451
picketing	piket	0.330	0.557	0.471
pickle	turşu	0.593	0.449	0.288
pickled	duzlu	0.344	0.450	0.291
pickpocket	yankesici	0.365	0.704	0.449
pickup	alma	0.561	0.529	0.420
picky	seçici	0.257	0.729	0.598
picnic	piknik	0.625	0.470	0.375
pictorial	şəkilli	0.704	0.481	0.476
picture	şəkil	0.714	0.308	0.462
pictures	şəkillər	0.653	0.240	0.405
picturesque	mənzərəli	0.802	0.491	0.483
pie	pasta	0.880	0.402	0.368
piece	hissə	0.646	0.245	0.367
piecemeal	birləşmə	0.615	0.269	0.319
pieceofshit	paraşüt	0.083	0.724	0.292
pied	qaçırdı	0.594	0.433	0.350
pier	iskele	0.583	0.279	0.445
pierce	dırmaşmaq	0.365	0.670	0.611
piety	dindarlıq	0.760	0.340	0.482
pig	donuz	0.343	0.368	0.324
pigeon	göyərçin	0.688	0.224	0.276
piggy	piggy	0.541	0.365	0.412
piggyback	piggyback	0.438	0.490	0.343
pigheaded	pigheaded	0.271	0.472	0.358
piglet	donuz	0.540	0.443	0.250
pigment	piqment	0.390	0.333	0.339
pigskin	donuz	0.347	0.449	0.300
pigsty	pigsty	0.133	0.529	0.221
pike	pike	0.427	0.410	0.452
pile	yığma	0.461	0.320	0.539
piles	qığılcımlar	0.469	0.423	0.468
pileup	pileup	0.340	0.559	0.446
pilgrim	hacı	0.531	0.404	0.569
pilgrimage	həcc	0.708	0.522	0.625
pill	həb	0.573	0.407	0.368
pillage	talan	0.240	0.685	0.375
pillar	sütun	0.583	0.330	0.684
pillbox	pillbox	0.385	0.339	0.296
pillow	yastıq	0.663	0.128	0.195
pillowcase	yastıq çantası	0.500	0.179	0.250
pilot	pilot	0.688	0.680	0.736
pimp	oğraş	0.146	0.700	0.536
pimple	pimple	0.245	0.370	0.274
pin	pin	0.438	0.346	0.390
pinball	langırt	0.582	0.640	0.442
pinch	çimdik	0.340	0.632	0.339
pinching	çimdik	0.250	0.788	0.345
pine	çam	0.583	0.225	0.312
pineapple	ananas	0.677	0.316	0.245
ping	ping	0.541	0.490	0.391
pinhead	pinhead	0.459	0.300	0.308
pinhole	pinhole	0.375	0.279	0.345
pinion	pinyon	0.444	0.361	0.346
pink	çəhrayı	0.806	0.269	0.471
pinkie	pinkie	0.663	0.265	0.269
pinnacle	zirvəsi	0.633	0.390	0.508
pinot	pinot	0.365	0.370	0.361
pinpoint	dəqiqləşdirin	0.583	0.443	0.528
pint	pint	0.686	0.333	0.321
pinto	pinto	0.570	0.354	0.373
pinup	sancaqlamaq	0.610	0.459	0.393
pioneer	pioner	0.796	0.618	0.802
pious	dindar	0.698	0.306	0.426
pip	Pip	0.448	0.430	0.366
pipe	boru	0.541	0.340	0.330
piped	boru	0.360	0.529	0.379
pipeline	boru kəməri	0.479	0.337	0.411
piper	boru	0.569	0.442	0.398
pipette	pipet	0.480	0.403	0.418
piping	boru kəməri	0.365	0.337	0.405
pipsqueak	pipsqueak	0.347	0.481	0.349
pique	pik	0.417	0.500	0.426
piracy	korsanlıq	0.296	0.792	0.567
piranha	piranha	0.219	0.799	0.575
pirate	pirat	0.156	0.740	0.559
piscina	NO TRANSLATION	0.714	0.500	0.443
piss	piss	0.354	0.462	0.268
pissed	pissed	0.102	0.888	0.543
pissedoff	təngə gəlmək	0.240	0.651	0.459
pisser	NO TRANSLATION	0.378	0.547	0.398
pissesmeoff	pissesmeoff	0.180	0.587	0.441
pissingmeoff	pissingmeoff	0.208	0.622	0.423
pissoff	pissoff	0.255	0.617	0.400
pistachio	püstə	0.643	0.336	0.305
pistol	tapança	0.170	0.900	0.677
piston	piston	0.398	0.480	0.500
pit	çuxur	0.408	0.396	0.278
pita	pide	0.551	0.279	0.255
pitch	meydança	0.521	0.431	0.465
pitcher	sürahi	0.510	0.673	0.704
pitchfork	pitchfork	0.312	0.580	0.529
pitfall	pitfall	0.177	0.775	0.508
pith	döküm	0.458	0.350	0.596
pithy	pithy	0.480	0.360	0.635
pitiful	acımasız	0.219	0.490	0.232
pitted	pitted	0.358	0.653	0.470
pitter	pitter	0.469	0.424	0.384
pituitary	hipofiz	0.406	0.365	0.442
pity	təəssüf	0.160	0.398	0.114
pivot	pivə	0.458	0.382	0.440
pivotal	pivotal	0.582	0.471	0.536
pix	pix	0.521	0.373	0.364
pixie	pixie	0.562	0.537	0.325
pizza	pizza	0.847	0.390	0.295
pizzazz	pizzazz	0.635	0.735	0.682
pizzeria	pizzacı	0.719	0.520	0.364
placard	plakatlar	0.388	0.442	0.500
place	yer	0.573	0.261	0.398
placebo	plasebo	0.520	0.306	0.365
placement	yerləşdirmə	0.643	0.460	0.528
placenta	plasenta	0.375	0.433	0.443
placid	sakit	0.640	0.317	0.491
placket	plaket	0.408	0.231	0.228
plagiarism	intihal	0.135	0.716	0.436
plague	vəba	0.083	0.596	0.355
plaid	plaid	0.480	0.330	0.417
plain	düz	0.500	0.167	0.311
plainclothes	adi paltarlar	0.698	0.337	0.424
plaintiff	iddiaçı	0.365	0.806	0.711
plaintive	plaintive	0.292	0.529	0.306
plan	plan	0.646	0.540	0.733
plane	təyyarə	0.510	0.356	0.386
planes	təyyarələr	0.667	0.606	0.575
planet	planet	0.698	0.404	0.832
planetarium	planetarium	0.704	0.462	0.655
planetary	planetar	0.604	0.500	0.620
planets	planetlər	0.724	0.318	0.658
plank	Taxta	0.427	0.280	0.333
plankton	plankton	0.552	0.321	0.371
planned	planlaşdırılır	0.740	0.385	0.729
planner	planlaşdırıcı	0.760	0.469	0.868
planning	planlaşdırma	0.894	0.462	0.705
plant	bitki	0.730	0.180	0.371
plantation	plantasiya	0.573	0.585	0.575
planter	əkinçi	0.604	0.450	0.634
planting	əkilməsi	0.635	0.343	0.595
plaque	lövhə	0.520	0.333	0.420
plasma	plazma	0.474	0.398	0.360
plaster	gips	0.438	0.264	0.255
plastic	plastik	0.490	0.269	0.320
plasticity	plastiklik	0.542	0.471	0.402
plat	plat	0.716	0.359	0.556
plate	boşqab	0.583	0.245	0.366
plateau	plato	0.611	0.316	0.400
plated	örtülmüşdür	0.562	0.458	0.457
platform	platforma	0.602	0.340	0.718
plating	örtmə	0.576	0.368	0.433
platinum	platin	0.750	0.518	0.702
platonic	platonik	0.490	0.461	0.469
platoon	təqaüdçü	0.448	0.700	0.745
platter	platter	0.686	0.245	0.219
plaudit	NO TRANSLATION	0.816	0.813	0.546
plausibility	məqbulluq	0.705	0.451	0.570
plausible	Məqbul	0.714	0.404	0.510
play	oynamaq	0.812	0.765	0.358
playa	playa	0.724	0.510	0.575
playback	oynatma	0.656	0.559	0.639
playbook	oyun kitabçası	0.673	0.582	0.500
playboy	playboy	0.646	0.900	0.519
player	oyunçu	0.557	0.688	0.644
playful	oynaq	0.892	0.688	0.463
playground	oyun sahəsi	0.888	0.620	0.435
playhouse	oyun evi	0.719	0.729	0.426
playmate	oyunçu	0.878	0.509	0.398
playoff	playoff	0.622	0.716	0.550
playpen	playpen	0.698	0.481	0.475
playroom	oyun otağı	0.844	0.661	0.380
plaything	oyuncaq	0.708	0.602	0.277
playtime	oyun zamanı	0.760	0.596	0.566
playwright	dramaturq	0.672	0.550	0.667
plaza	plaza	0.690	0.346	0.529
plea	tələb et	0.633	0.491	0.517
plead	yalvarın	0.177	0.596	0.195
pleasant	xoş	0.939	0.310	0.673
