Word	Hungarian-hu	Valence	Arousal	Dominance
moonbeam	holdfény	0.700	0.290	0.491
moonlight	holdfény	0.865	0.264	0.409
moonlit	holdvilágos	0.873	0.269	0.508
moonshine	holdfény	0.633	0.389	0.491
moonstruck	holdkóros	0.583	0.438	0.407
moonwalk	holdséta	0.615	0.586	0.525
moor	mór	0.311	0.464	0.378
moored	kikötve	0.344	0.500	0.417
mooring	kikötés	0.323	0.490	0.444
moorings	hajókötél	0.406	0.500	0.516
moorland	mocsár	0.490	0.370	0.456
moose	jávorszarvas	0.648	0.373	0.318
moot	vitás	0.344	0.500	0.615
mooted	felvetett	0.388	0.580	0.463
mop	rongykorong	0.396	0.442	0.296
mope	szomorkodik	0.406	0.309	0.345
moped	moped	0.582	0.582	0.554
moral	erkölcsi	0.700	0.459	0.796
morale	hangulat	0.729	0.158	0.792
morality	erkölcs	0.750	0.408	0.759
morals	erkölcsök	0.646	0.430	0.611
morass	mocsár	0.387	0.348	0.375
moratorium	moratórium	0.337	0.427	0.373
moray	muréna	0.510	0.402	0.463
morbid	kóros	0.090	0.833	0.395
morbidity	morbiditás	0.370	0.630	0.443
morbidness	morbiditás	0.120	0.694	0.339
mores	erkölcsök	0.582	0.317	0.684
morgue	hullaház	0.022	0.539	0.241
moribund	haldokló	0.083	0.488	0.167
morn	reggel	0.542	0.284	0.345
morning	reggel	0.688	0.235	0.444
moron	idióta	0.133	0.587	0.183
moronic	hülye	0.122	0.500	0.224
morose	mogorva	0.240	0.663	0.264
morph	morph	0.448	0.469	0.451
morphine	morfin	0.229	0.490	0.496
morphism	morfizmus	0.398	0.549	0.386
morphology	morfológia	0.516	0.373	0.639
morrow	holnap	0.708	0.314	0.490
morsel	falat	0.490	0.296	0.400
mortal	halandó	0.196	0.786	0.510
mortality	halálozás	0.229	0.726	0.518
mortar	habarcs	0.333	0.627	0.562
mortgage	jelzálog	0.255	0.408	0.537
mortgagee	jelzálog-tulajdonos	0.418	0.633	0.723
mortgagor	jelzálogos adós	0.431	0.522	0.490
mortician	temetkezési vállalkozó	0.104	0.429	0.275
mortification	sanyargatás	0.135	0.644	0.404
mortified	elhalt	0.073	0.731	0.270
mortuary	halotti	0.133	0.606	0.427
mosaic	mozaik-	0.635	0.250	0.302
mosey	szedi a sátorfáját	0.521	0.402	0.330
mosque	mecset	0.542	0.352	0.528
mosquito	szúnyog	0.229	0.400	0.198
moss	moha	0.235	0.270	0.245
mossy	mohás	0.375	0.329	0.286
mote	NO TRANSLATION	0.375	0.388	0.260
motel	motel	0.531	0.372	0.450
moth	éjjeli lepke	0.323	0.350	0.196
mother	anya	0.931	0.408	0.725
motherfucker	köcsög	0.122	0.827	0.351
motherfucking	kibaszott	0.071	0.823	0.373
motherhood	anyaság	0.844	0.546	0.667
motherland	haza	0.677	0.375	0.731
motherless	anyátlan	0.163	0.541	0.337
motherly	anyai	0.927	0.324	0.710
motif	motívum	0.688	0.481	0.527
motion	mozgás	0.667	0.538	0.657
motionless	mozdulatlan	0.323	0.210	0.246
motivate	motivál	0.812	0.776	0.873
motivating	motiváló	0.958	0.820	0.787
motivation	motiváció	0.854	0.784	0.802
motivational	motivációs	0.906	0.646	0.858
motive	indíték	0.667	0.588	0.663
motley	zavaros	0.480	0.398	0.412
motor	motor	0.531	0.551	0.648
motorbike	motorkerékpár	0.552	0.608	0.616
motorboat	motorcsónak	0.677	0.500	0.390
motorcade	gépkocsi-kíséret	0.708	0.730	0.593
motorcar	autó	0.694	0.565	0.682
motorcycle	motorbicikli	0.677	0.764	0.713
motorist	autós	0.562	0.663	0.578
motte	földvár	0.481	0.389	0.370
mottled	tarka	0.380	0.336	0.295
motto	jelmondat	0.688	0.317	0.439
mould	öntőforma	0.357	0.176	0.246
mound	bucka	0.520	0.481	0.509
mount	hegy	0.500	0.292	0.348
mountain	hegy	0.698	0.408	0.649
mountaineer	hegymászó	0.635	0.774	0.535
mountainous	hegyvidéki	0.635	0.519	0.612
mountains	hegyek	0.766	0.433	0.569
mountaintop	hegytető	0.653	0.541	0.713
mourn	gyászol	0.056	0.583	0.150
mournful	gyászos	0.180	0.441	0.188
mourning	gyász	0.177	0.490	0.266
mouse	egér	0.427	0.441	0.206
mousetrap	egérfogó	0.180	0.643	0.330
mousse	hab	0.604	0.336	0.368
moustache	bajusz	0.470	0.236	0.409
mousy	egérszürke	0.480	0.413	0.339
mouth	száj	0.734	0.294	0.336
mouthful	falat	0.609	0.565	0.389
mouthpiece	szopóka	0.573	0.346	0.393
mouthwash	szájvíz	0.438	0.385	0.352
movable	mozgatható	0.469	0.509	0.500
move	mozog	0.656	0.647	0.670
movement	mozgalom	0.656	0.654	0.658
mover	speditőr	0.615	0.539	0.466
movie	film	0.792	0.560	0.471
movies	filmek	0.724	0.426	0.472
moving	mozgó	0.479	0.673	0.358
movingforward	NO TRANSLATION	0.857	0.518	0.848
movingon	továbblépni	0.490	0.529	0.435
mow	szénaboglya	0.420	0.559	0.393
mower	kaszálógép	0.458	0.510	0.368
moxie	moxie	0.531	0.490	0.366
mozzarella	mozzarella	0.653	0.265	0.340
mri	mri	0.365	0.431	0.349
muchneeded	NO TRANSLATION	0.438	0.602	0.455
mucis	NO TRANSLATION	0.398	0.418	0.420
muck	szar	0.347	0.423	0.272
mucked	mucked	0.184	0.500	0.373
mucous	nyálkás	0.330	0.296	0.293
mucus	nyálka	0.143	0.309	0.228
mud	sár	0.333	0.260	0.185
muddle	zűrzavar	0.184	0.710	0.336
muddled	zavaros	0.250	0.615	0.263
muddy	sáros	0.292	0.400	0.283
muff	muff	0.542	0.335	0.314
muffin	muffin	0.684	0.430	0.306
muffled	bebugyolált	0.479	0.330	0.421
muffler	hangtompító	0.357	0.407	0.454
mug	bögre	0.542	0.214	0.382
mugger	ripacs	0.125	0.850	0.500
mulberry	eperfa	0.469	0.315	0.361
mulch	talajt takar	0.349	0.361	0.383
mule	öszvér	0.320	0.337	0.254
mull	mullszövet	0.663	0.340	0.594
mullet	márna	0.521	0.356	0.377
multilateral	többoldalú	0.500	0.469	0.705
multimedia	multimédia	0.611	0.390	0.607
multinational	többnemzetiségű	0.656	0.510	0.842
multiple	többszörös	0.660	0.510	0.578
multiple sclerosis	multiplex szklerózis	0.188	0.587	0.483
multiplex	multiplex	0.610	0.590	0.667
multiplication	szorzás	0.646	0.565	0.762
multiplicity	sokféleség	0.677	0.490	0.777
multiplied	szorozva	0.802	0.559	0.729
multiplier	szorzó	0.643	0.615	0.741
multiply	szaporodnak	0.802	0.625	0.777
multitude	sokaság	0.562	0.765	0.847
mum	mama	0.802	0.317	0.698
mumble	motyog	0.292	0.444	0.245
mumbo	mumbo	0.429	0.506	0.336
mummy	múmia	0.400	0.588	0.415
mumps	mumpsz	0.099	0.410	0.311
munch	csámcsogva rág	0.541	0.277	0.434
munchies	rágcsálnivaló	0.562	0.470	0.491
munchkin	Munchkin	0.490	0.466	0.374
mundane	földi	0.312	0.420	0.480
municipal	városi	0.625	0.390	0.758
municipality	község	0.569	0.280	0.614
mural	falfestmény	0.551	0.265	0.454
murder	gyilkosság	0.061	0.942	0.615
murderer	gyilkos	0.010	0.960	0.650
murderess	gyilkos nő	0.041	0.941	0.462
murderous	gyilkos	0.017	0.940	0.682
murky	sötét	0.143	0.618	0.370
murmur	moraj	0.458	0.520	0.200
muscle	izom	0.359	0.490	0.645
muscular	izmos	0.531	0.434	0.577
muse	múzsa	0.760	0.360	0.509
muses	múzsák	0.714	0.434	0.571
museum	múzeum	0.792	0.206	0.481
mush	NO TRANSLATION	0.500	0.311	0.125
mushroom	gomba	0.490	0.274	0.269
mushy	puha	0.520	0.200	0.182
music	zene	0.833	0.563	0.605
musical	zenei	0.908	0.630	0.530
musician	zenész	0.816	0.509	0.618
musing	merengés	0.740	0.151	0.465
musk	pézsma	0.469	0.454	0.453
musket	muskéta	0.260	0.654	0.510
musketeer	muskétás	0.694	0.569	0.705
muskrat	pézsmapocok	0.439	0.510	0.368
muslin	muszlin	0.439	0.304	0.352
muss	NO TRANSLATION	0.418	0.438	0.302
must	kell	0.408	0.382	0.441
mustang	musztáng	0.635	0.642	0.708
mustard	mustár	0.500	0.346	0.275
muster	mustra	0.635	0.460	0.548
musty	dohos	0.354	0.367	0.267
mutable	változékony	0.426	0.531	0.491
mutant	mutáns	0.337	0.676	0.573
mutate	megváltoztat	0.281	0.548	0.463
mutation	mutáció	0.365	0.625	0.611
mute	néma	0.271	0.200	0.250
muted	tompított	0.260	0.167	0.162
mutilate	megcsonkít	0.125	0.900	0.465
mutilated	megcsonkított	0.041	0.841	0.356
mutilation	megcsonkítás	0.122	0.782	0.456
mutiny	lázadás	0.323	0.890	0.549
mutt	tökfej	0.418	0.408	0.387
mutter	NO TRANSLATION	0.406	0.427	0.228
mutton	ürühús	0.427	0.283	0.393
mutual	kölcsönös	0.729	0.321	0.464
mutually	közösen	0.844	0.490	0.582
muzzle	szájkosár	0.388	0.430	0.232
myfavorite	a kedvencem	0.812	0.587	0.615
myopia	rövidlátás	0.245	0.387	0.226
myopic	rövidlátó	0.344	0.396	0.218
myriad	számtalan	0.480	0.429	0.550
mysterious	rejtélyes	0.448	0.699	0.455
mystery	rejtély	0.417	0.667	0.519
mystic	misztikus	0.643	0.520	0.535
mystical	misztikus	0.594	0.443	0.689
mysticism	miszticizmus	0.594	0.598	0.423
mystified	értetlenül	0.344	0.600	0.509
mystique	misztika	0.668	0.633	0.667
myth	mítosz	0.458	0.432	0.338
mythic	mitikus	0.635	0.528	0.645
mythical	mitikus	0.625	0.556	0.583
mythological	mitológiai	0.760	0.573	0.658
mythology	mitológia	0.684	0.439	0.688
nab	elcsíp	0.469	0.544	0.407
nacho	nacho	0.667	0.259	0.333
nada	NO TRANSLATION	0.250	0.231	0.136
nadir	mélypont	0.479	0.363	0.424
nag	NO TRANSLATION	0.271	0.451	0.472
nail	köröm	0.469	0.397	0.282
nail gun	körömpisztoly	0.378	0.806	0.574
naive	naiv	0.406	0.260	0.375
naked	meztelen	0.323	0.885	0.288
nakedness	meztelenség	0.480	0.760	0.350
namaste	NO TRANSLATION	0.719	0.255	0.464
name	név	0.573	0.300	0.415
named	nevezett	0.562	0.396	0.565
nameless	névtelen	0.344	0.280	0.164
namesake	névrokon	0.418	0.327	0.404
naming	elnevezési	0.667	0.410	0.559
nana	nana	0.765	0.255	0.375
nanny	dajka	0.615	0.370	0.528
nanometer	nanométeres	0.375	0.356	0.446
nap	szieszta	0.660	0.098	0.342
napalm	napalm	0.265	0.580	0.471
nape	tarkó	0.427	0.268	0.298
napkin	szalvéta	0.469	0.142	0.209
napping	szundikált	0.765	0.046	0.306
nappy	pelenka	0.529	0.333	0.207
narcissism	önimádat	0.214	0.639	0.540
narcissist	önimádó	0.173	0.614	0.629
narcissistic	nárcisztikus	0.323	0.708	0.655
narcotic	kábító	0.102	0.858	0.450
narrate	mesél	0.541	0.480	0.473
narration	elbeszélés	0.622	0.408	0.551
narrative	elbeszélés	0.580	0.303	0.443
narrator	narrátor	0.673	0.430	0.623
narrow	keskeny	0.260	0.368	0.356
narrowing	szűkület	0.354	0.593	0.357
nasal	orr	0.479	0.340	0.330
nascent	születő	0.684	0.373	0.585
nasty	csúnya	0.115	0.620	0.264
natal	születési	0.755	0.462	0.481
nation	nemzet	0.594	0.443	0.821
national	nemzeti	0.698	0.365	0.663
nationality	állampolgárság	0.642	0.400	0.772
nationwide	országos	0.684	0.217	0.672
native	anyanyelvi	0.635	0.422	0.710
nativity	horoszkóp	0.750	0.337	0.673
natural	természetes	0.854	0.118	0.481
natural gas	földgáz	0.635	0.324	0.396
naturalist	természettudós	0.844	0.255	0.562
naturalization	honosítás	0.781	0.279	0.652
naturalized	honosított	0.760	0.333	0.600
naturally	természetesen	0.854	0.276	0.549
nature	természet	0.857	0.184	0.643
naught	semmi	0.344	0.176	0.161
naughty	rossz	0.451	0.857	0.371
nausea	hányinger	0.104	0.781	0.273
nauseate	émelyít	0.062	0.660	0.176
nauseating	émelyítő	0.021	0.640	0.250
nauseous	undorító	0.135	0.780	0.284
nautical	tengeri	0.646	0.250	0.579
nautilus	nautilus	0.396	0.509	0.517
naval	haditengerészeti	0.542	0.449	0.679
nave	templomhajó	0.583	0.448	0.585
navel	köldök	0.448	0.261	0.276
navigable	hajózható	0.749	0.406	0.645
navigate	hajózik	0.740	0.555	0.675
navigation	navigáció	0.841	0.470	0.720
navigational	navigációs	0.573	0.481	0.564
navigator	navigátor	0.583	0.592	0.623
navy	haditengerészet	0.531	0.760	0.764
nay	NO TRANSLATION	0.344	0.290	0.325
nearsighted	rövidlátó	0.271	0.373	0.265
neat	tiszta	0.878	0.235	0.491
neatly	rendesen	0.802	0.412	0.588
nebula	ködfolt	0.510	0.418	0.438
nebulae	ködök	0.490	0.330	0.472
nebulous	homályos	0.469	0.347	0.417
necessarily	szükségszerűen	0.667	0.423	0.598
necessary	szükséges	0.750	0.433	0.679
necessitate	szükségessé	0.578	0.604	0.516
necessities	szükségletek	0.520	0.630	0.463
necessity	szükségesség	0.567	0.471	0.588
neck	nyak	0.541	0.245	0.345
necklace	nyaklánc	0.760	0.294	0.373
necktie	nyakkendő	0.583	0.229	0.314
necromancer	halottidéző	0.333	0.625	0.536
necrosis	elhalás	0.115	0.622	0.385
nectar	nektár	0.746	0.331	0.398
need	szükség	0.510	0.574	0.200
needalife	NO TRANSLATION	0.490	0.443	0.394
needed	szükséges	0.677	0.342	0.679
needful	szükséges	0.582	0.460	0.614
needit	NO TRANSLATION	0.250	0.472	0.356
needle	tű	0.250	0.472	0.360
needlepoint	needlepoint	0.653	0.500	0.556
needles	tűk	0.250	0.602	0.348
needless	szükségtelen	0.327	0.385	0.200
needtoknow	tudni kell	0.427	0.606	0.474
needtorelax	NO TRANSLATION	0.673	0.438	0.274
needy	szűkölködő	0.360	0.451	0.245
nefarious	aljas	0.184	0.720	0.528
negation	tagadás	0.255	0.461	0.297
negative	negatív	0.102	0.527	0.176
negativity	negatívság	0.060	0.520	0.273
neglect	elhanyagolás	0.045	0.550	0.163
neglected	elhanyagolt	0.271	0.385	0.160
neglecting	elhanyagolását	0.177	0.441	0.230
negligee	pongyola	0.385	0.520	0.336
negligence	gondatlanság	0.092	0.570	0.251
negligent	gondatlan	0.167	0.583	0.259
negligently	NO TRANSLATION	0.056	0.583	0.266
negligible	elhanyagolható	0.177	0.292	0.232
negotiable	átruházható	0.688	0.585	0.731
negotiate	tárgyal	0.612	0.708	0.769
negotiation	tárgyalás	0.490	0.615	0.728
negotiator	közvetítő	0.635	0.471	0.817
negro	néger	0.354	0.368	0.461
neigh	nyerít	0.378	0.642	0.373
neighbor	szomszéd	0.657	0.448	0.434
neighborhood	szomszédság	0.385	0.469	0.373
neighboring	szomszédos	0.656	0.306	0.481
nemesis	végzet	0.271	0.688	0.647
neon	neon	0.594	0.480	0.380
neonatal	újszülött	0.542	0.529	0.357
neophyte	neofita	0.286	0.363	0.411
neoprene	neoprén	0.316	0.451	0.443
nephew	unokaöcs	0.719	0.337	0.412
nepotism	nepotizmus	0.349	0.584	0.517
nerd	kockafejû	0.408	0.481	0.315
nerdy	idétlen	0.296	0.255	0.292
nerve	ideg	0.129	0.698	0.307
nerves	idegek	0.333	0.783	0.264
nervous	ideges	0.235	0.820	0.213
nervousness	idegesség	0.163	0.915	0.241
nervouswreck	NO TRANSLATION	0.112	0.867	0.179
nervy	NO TRANSLATION	0.250	0.830	0.241
ness	földnyelv	0.396	0.480	0.392
nest	fészek	0.687	0.221	0.333
nestle	fészkel	0.625	0.308	0.379
nestling	madárfióka	0.604	0.427	0.286
net	háló	0.441	0.288	0.417
nether	alsó	0.240	0.265	0.259
netting	hálózat	0.368	0.509	0.585
nettle	csalán	0.406	0.324	0.490
network	hálózat	0.531	0.337	0.466
networking	hálózatba	0.625	0.482	0.545
neural	ideg-	0.582	0.426	0.391
neuralgia	neuralgia	0.092	0.706	0.439
neurological	neurológiai	0.500	0.540	0.558
neurologist	neurológus	0.608	0.500	0.736
neurology	ideggyógyászat	0.459	0.537	0.580
neurosis	neurózis	0.122	0.766	0.418
neurosurgeon	idegsebész	0.590	0.673	0.755
neurosurgery	idegsebészet	0.490	0.632	0.730
neurotic	neurotikus	0.198	0.801	0.387
neuter	semleges	0.621	0.163	0.302
neutral	semleges	0.469	0.184	0.357
neutrality	semlegesség	0.469	0.205	0.434
neutralize	semlegesít	0.519	0.363	0.719
neutron	neutron	0.469	0.440	0.679
new	új	0.917	0.490	0.582
new age	új kor	0.694	0.556	0.727
newbeginnings	NO TRANSLATION	0.802	0.613	0.524
newborn	újszülött	0.918	0.580	0.372
newcomer	újonc	0.622	0.380	0.396
newday	új nap	0.847	0.388	0.618
newfound	újonnan felfedezett	0.745	0.741	0.520
newjob	NO TRANSLATION	0.755	0.643	0.729
newlife	új élet	0.898	0.646	0.701
newly	újonnan	0.688	0.422	0.552
newlywed	friss házas	0.847	0.706	0.570
newme	NewME	0.643	0.550	0.527
newness	újdonság	0.740	0.522	0.588
news	hírek	0.633	0.580	0.610
newscast	hírösszefoglaló	0.531	0.509	0.714
newscaster	hírközlő	0.646	0.510	0.764
newsflash	hírmorzsa	0.604	0.637	0.518
newsletter	hírlevél	0.622	0.385	0.490
newsman	újságárus	0.604	0.480	0.696
newspaper	újság	0.602	0.283	0.444
newspaperman	újságíró	0.561	0.458	0.750
newsreel	filmhíradó	0.625	0.571	0.577
newsroom	folyóirat olvasóterem	0.531	0.392	0.658
newsstand	újságos	0.615	0.222	0.336
newstart	új kezdet	0.802	0.510	0.667
newt	tarajos gőte	0.458	0.380	0.541
newyear	NO TRANSLATION	0.938	0.784	0.520
nexus	kapcsolat	0.496	0.368	0.412
nib	tollhegy	0.510	0.282	0.406
nibble	rágcsál	0.551	0.551	0.411
nice	szép	0.930	0.442	0.650
niche	fülke	0.459	0.413	0.318
nichts	NO TRANSLATION	0.406	0.293	0.404
nick	nick	0.554	0.388	0.387
nickel	nikkel	0.510	0.347	0.406
nickname	becenév	0.490	0.470	0.263
nicotine	nikotin	0.235	0.608	0.447
niece	unokahúg	0.771	0.320	0.400
nifty	csinos	0.740	0.745	0.815
nigger	néger	0.240	0.347	0.398
nigh	közel	0.653	0.216	0.336
night	éjszaka	0.598	0.396	0.404
nightcap	hálósapka	0.750	0.196	0.268
nightclub	diszkó	0.802	0.894	0.528
nightfall	alkony	0.490	0.436	0.426
nightgown	hálóing	0.643	0.408	0.250
nightie	hálóing	0.630	0.388	0.274
nightingale	csalogány	0.740	0.340	0.496
nightlife	éjszakai élet	0.542	0.783	0.510
nightly	éjszakai	0.673	0.410	0.474
nightmare	lidércnyomás	0.005	0.810	0.436
nightmares	rémálmok	0.082	0.942	0.448
nightstand	éjjeliszekrény	0.490	0.130	0.327
nightstick	gumibot	0.500	0.461	0.348
nighttime	éjszaka	0.735	0.385	0.439
nihilism	nihilizmus	0.367	0.510	0.364
nil	nulla	0.286	0.143	0.157
nimble	fürge	0.833	0.729	0.769
nimrod	nimrod	0.327	0.500	0.539
nincompoop	szamár	0.365	0.431	0.368
nine	kilenc	0.552	0.255	0.327
nineteen	tizenkilenc	0.673	0.304	0.375
ninety	kilencven	0.479	0.349	0.436
ninja	Nindzsa	0.542	0.844	0.682
ninny	tökfej	0.344	0.343	0.309
nintendo	nintendo	0.802	0.571	0.464
ninth	kilencedik	0.490	0.212	0.396
nip	korty	0.281	0.700	0.264
nipper	csipesz	0.386	0.422	0.317
nipple	mellbimbó	0.480	0.786	0.415
nippy	csipkelődő	0.540	0.500	0.416
nitrate	nitrát	0.388	0.406	0.500
nitro	nitro	0.500	0.647	0.639
nitrogen	nitrogén	0.427	0.435	0.562
nitrous	salétromos	0.435	0.561	0.411
nitwit	hülye	0.146	0.606	0.139
nix	semmi	0.330	0.380	0.404
no anticipation	nincs várakozás	0.396	0.480	0.341
no disgust	nincs undor	0.510	0.324	0.448
no emotion	semmi érzelem	0.170	0.109	0.225
no sentiment	nincs hangulat	0.092	0.382	0.278
no surprise	nem meglepetés	0.171	0.224	0.412
no trust	nem igaz	0.055	0.445	0.257
nobility	nemesség	0.844	0.347	0.736
noble	nemes	0.906	0.345	0.610
nobleman	nemesember	0.675	0.286	0.709
nobodycares	NO TRANSLATION	0.365	0.410	0.354
nocomplaints	NO TRANSLATION	0.677	0.164	0.491
nocturnal	éjszakai	0.540	0.500	0.462
nod	bólint	0.590	0.367	0.427
nodding	bólogat	0.694	0.294	0.426
node	csomópont	0.396	0.343	0.361
nodular	csomós	0.438	0.351	0.411
nodule	góc	0.312	0.426	0.349
noggin	kis ónedény	0.510	0.433	0.382
nohope	NO TRANSLATION	0.200	0.441	0.385
noir	noir	0.375	0.394	0.365
noise	zaj	0.260	0.883	0.388
noisy	zajos	0.271	0.812	0.561
nomad	nomád	0.375	0.413	0.433
nomadic	nomád	0.427	0.519	0.422
nomenclature	nómenklatúra	0.500	0.222	0.575
nominal	névleges	0.594	0.250	0.463
nominate	kinevez	0.615	0.471	0.669
nomination	jelölés	0.663	0.637	0.696
nominee	jelölt	0.662	0.625	0.765
nonce	nonce	0.422	0.370	0.377
nonchalant	nemtörődöm	0.312	0.314	0.366
noncompliance	meg nem felelés	0.112	0.598	0.259
nondescript	meghatározhatatlan	0.490	0.434	0.348
nonexistent	nem létező	0.208	0.429	0.149
nonfat	zsírmentes	0.604	0.260	0.340
nonfiction	nem fikció	0.426	0.315	0.431
nonpayment	nonpayment	0.229	0.510	0.298
nonresident	nem rezidens	0.250	0.340	0.302
nonsense	ostobaság	0.214	0.531	0.155
nonsensical	képtelen	0.173	0.268	0.193
nonviolent	nem erőszakos	0.640	0.287	0.346
noob	zöldfülű	0.417	0.430	0.267
noodle	tökfej	0.633	0.216	0.225
nook	zug	0.480	0.321	0.296
noon	dél	0.531	0.343	0.518
noose	hurok	0.356	0.300	0.330
nopoint	NO TRANSLATION	0.276	0.324	0.314
noregrets	NO TRANSLATION	0.469	0.476	0.426
norm	norma	0.500	0.245	0.527
normal	Normál	0.740	0.127	0.380
normalcy	normális állapot	0.805	0.151	0.620
normality	szabályszerűség	0.781	0.089	0.444
north	északi	0.531	0.255	0.450
northbound	észak felé	0.604	0.454	0.491
northeast	északkeleti	0.562	0.260	0.375
northern	északi	0.570	0.340	0.472
northwest	északnyugat	0.604	0.345	0.451
northwestern	északnyugati	0.479	0.306	0.462
noschool	NO TRANSLATION	0.490	0.400	0.380
nose	orr	0.582	0.270	0.245
nosebleed	vérzik az orra	0.153	0.776	0.361
nosey	kíváncsiskodó	0.276	0.655	0.223
nosnow	nincs hó	0.392	0.394	0.366
nostalgia	nosztalgia	0.417	0.337	0.339
nostalgic	hazavágyó	0.458	0.351	0.184
nostress	NO TRANSLATION	0.531	0.404	0.415
nostril	orrlyuk	0.396	0.404	0.316
nosun	NO TRANSLATION	0.388	0.380	0.351
nosy	kíváncsiskodó	0.292	0.558	0.433
not negative	nem negatív	0.622	0.270	0.444
not positive	nem pozitív	0.051	0.370	0.236
notable	jelentős	0.760	0.450	0.696
notables	előkelőség	0.594	0.608	0.755
notably	nevezetesen	0.792	0.533	0.689
notamorningperson	NO TRANSLATION	0.469	0.578	0.440
notary	jegyző	0.541	0.451	0.676
notation	jelölés	0.635	0.380	0.558
notch	bemetszés	0.459	0.361	0.358
notched	hornyolt	0.480	0.530	0.356
note	jegyzet	0.594	0.163	0.416
notebook	jegyzetfüzet	0.449	0.167	0.442
noted	neves	0.615	0.382	0.464
noteworthy	figyelemre méltó	0.704	0.481	0.759
nothappy	NO TRANSLATION	0.112	0.320	0.170
nothingbetter	NO TRANSLATION	0.635	0.390	0.543
nothingness	semmi	0.204	0.080	0.161
notice	értesítés	0.646	0.408	0.491
noticeable	észrevehető	0.890	0.562	0.750
notification	bejelentés	0.604	0.461	0.671
notify	értesít	0.643	0.471	0.573
notion	fogalom	0.612	0.284	0.667
notional	képzeletbeli	0.520	0.288	0.500
notoriety	hírhedtség	0.552	0.633	0.769
notorious	hirhedt	0.366	0.582	0.609
notready	nem áll készen	0.133	0.400	0.196
notwithstanding	ellenére, dacára, mindazonáltal	0.367	0.316	0.433
nought	semmi	0.312	0.098	0.116
noun	főnév	0.531	0.230	0.477
nourish	táplál	0.878	0.460	0.639
