Word	Russian-ru	Valence	Arousal	Dominance
needlepoint	острие иглы	0.653	0.500	0.556
needles	иглы	0.250	0.602	0.348
needless	Излишне	0.327	0.385	0.200
needtoknow	надо знать	0.427	0.606	0.474
needtorelax	NO TRANSLATION	0.673	0.438	0.274
needy	нуждающийся	0.360	0.451	0.245
nefarious	бесчестный	0.184	0.720	0.528
negation	отрицание	0.255	0.461	0.297
negative	отрицательный	0.102	0.527	0.176
negativity	отрицательность	0.060	0.520	0.273
neglect	пренебрежение	0.045	0.550	0.163
neglected	пренебрегли	0.271	0.385	0.160
neglecting	пренебрегающий	0.177	0.441	0.230
negligee	пеньюар	0.385	0.520	0.336
negligence	небрежность	0.092	0.570	0.251
negligent	нерадивый	0.167	0.583	0.259
negligently	NO TRANSLATION	0.056	0.583	0.266
negligible	незначительный	0.177	0.292	0.232
negotiable	оборотный	0.688	0.585	0.731
negotiate	вести переговоры	0.612	0.708	0.769
negotiation	Переговоры	0.490	0.615	0.728
negotiator	негоциант	0.635	0.471	0.817
negro	негр	0.354	0.368	0.461
neigh	ржать	0.378	0.642	0.373
neighbor	сосед	0.657	0.448	0.434
neighborhood	окрестности	0.385	0.469	0.373
neighboring	близлежащий	0.656	0.306	0.481
nemesis	Немезида	0.271	0.688	0.647
neon	неон	0.594	0.480	0.380
neonatal	неонатальный	0.542	0.529	0.357
neophyte	неофит	0.286	0.363	0.411
neoprene	неопрен	0.316	0.451	0.443
nephew	племянник	0.719	0.337	0.412
nepotism	семейственность	0.349	0.584	0.517
nerd	ботан	0.408	0.481	0.315
nerdy	всезнайка	0.296	0.255	0.292
nerve	нерв	0.129	0.698	0.307
nerves	нервы	0.333	0.783	0.264
nervous	нервное	0.235	0.820	0.213
nervousness	нервозность	0.163	0.915	0.241
nervouswreck	NO TRANSLATION	0.112	0.867	0.179
nervy	NO TRANSLATION	0.250	0.830	0.241
ness	мыс	0.396	0.480	0.392
nest	гнездо	0.687	0.221	0.333
nestle	прижаться	0.625	0.308	0.379
nestling	птенец	0.604	0.427	0.286
net	сеть	0.441	0.288	0.417
nether	нижний	0.240	0.265	0.259
netting	взаимозачет	0.368	0.509	0.585
nettle	крапива	0.406	0.324	0.490
network	сеть	0.531	0.337	0.466
networking	сетей	0.625	0.482	0.545
neural	нервный	0.582	0.426	0.391
neuralgia	невралгия	0.092	0.706	0.439
neurological	неврологический	0.500	0.540	0.558
neurologist	невролог	0.608	0.500	0.736
neurology	неврология	0.459	0.537	0.580
neurosis	невроз	0.122	0.766	0.418
neurosurgeon	нейрохирург	0.590	0.673	0.755
neurosurgery	нейрохирургия	0.490	0.632	0.730
neurotic	невротический	0.198	0.801	0.387
neuter	бесполый	0.621	0.163	0.302
neutral	нейтральный	0.469	0.184	0.357
neutrality	нейтральность	0.469	0.205	0.434
neutralize	нейтрализовать	0.519	0.363	0.719
neutron	нейтрон	0.469	0.440	0.679
new	новый	0.917	0.490	0.582
new age	новый возраст	0.694	0.556	0.727
newbeginnings	NO TRANSLATION	0.802	0.613	0.524
newborn	новорожденный	0.918	0.580	0.372
newcomer	пришелец	0.622	0.380	0.396
newday	новый день	0.847	0.388	0.618
newfound	обретенная	0.745	0.741	0.520
newjob	NO TRANSLATION	0.755	0.643	0.729
newlife	новая жизнь	0.898	0.646	0.701
newly	вновь	0.688	0.422	0.552
newlywed	новобрачный	0.847	0.706	0.570
newme	новый я	0.643	0.550	0.527
newness	новизна	0.740	0.522	0.588
news	Новости	0.633	0.580	0.610
newscast	выпуск новостей	0.531	0.509	0.714
newscaster	диктор	0.646	0.510	0.764
newsflash	Newsflash	0.604	0.637	0.518
newsletter	Новостная рассылка	0.622	0.385	0.490
newsman	газетчик	0.604	0.480	0.696
newspaper	газета	0.602	0.283	0.444
newspaperman	журналист	0.561	0.458	0.750
newsreel	кинохроника	0.625	0.571	0.577
newsroom	отдел новостей	0.531	0.392	0.658
newsstand	киоск	0.615	0.222	0.336
newstart	новый начало	0.802	0.510	0.667
newt	тритон	0.458	0.380	0.541
newyear	NO TRANSLATION	0.938	0.784	0.520
nexus	нексус	0.496	0.368	0.412
nib	перо	0.510	0.282	0.406
nibble	клев	0.551	0.551	0.411
nice	хороший	0.930	0.442	0.650
niche	ниша	0.459	0.413	0.318
nichts	NO TRANSLATION	0.406	0.293	0.404
nick	Ник	0.554	0.388	0.387
nickel	никель	0.510	0.347	0.406
nickname	прозвище	0.490	0.470	0.263
nicotine	никотин	0.235	0.608	0.447
niece	племянница	0.771	0.320	0.400
nifty	щегольской	0.740	0.745	0.815
nigger	негр	0.240	0.347	0.398
nigh	почти	0.653	0.216	0.336
night	ночь	0.598	0.396	0.404
nightcap	ночной колпак	0.750	0.196	0.268
nightclub	ночной клуб	0.802	0.894	0.528
nightfall	сумерки	0.490	0.436	0.426
nightgown	ночная рубашка	0.643	0.408	0.250
nightie	ночнушка	0.630	0.388	0.274
nightingale	соловей	0.740	0.340	0.496
nightlife	ночная жизнь	0.542	0.783	0.510
nightly	ночью	0.673	0.410	0.474
nightmare	кошмар	0.005	0.810	0.436
nightmares	кошмары	0.082	0.942	0.448
nightstand	тумбочка	0.490	0.130	0.327
nightstick	дубинка, которой полицейский вооружен ночью	0.500	0.461	0.348
nighttime	ночь	0.735	0.385	0.439
nihilism	нигилизм	0.367	0.510	0.364
nil	ноль	0.286	0.143	0.157
nimble	проворный	0.833	0.729	0.769
nimrod	Нимрод	0.327	0.500	0.539
nincompoop	простофиля	0.365	0.431	0.368
nine	9	0.552	0.255	0.327
nineteen	19	0.673	0.304	0.375
ninety	девяносто	0.479	0.349	0.436
ninja	ниндзя	0.542	0.844	0.682
ninny	простофиля	0.344	0.343	0.309
nintendo	нинтендо	0.802	0.571	0.464
ninth	девятый	0.490	0.212	0.396
nip	щипок	0.281	0.700	0.264
nipper	воришка	0.386	0.422	0.317
nipple	ниппель	0.480	0.786	0.415
nippy	проворный	0.540	0.500	0.416
nitrate	нитрат	0.388	0.406	0.500
nitro	нитро	0.500	0.647	0.639
nitrogen	азот	0.427	0.435	0.562
nitrous	азотистый	0.435	0.561	0.411
nitwit	простофиля	0.146	0.606	0.139
nix	шухер	0.330	0.380	0.404
no anticipation	нет ожиданий	0.396	0.480	0.341
no disgust	нет отвращения	0.510	0.324	0.448
no emotion	без эмоций	0.170	0.109	0.225
no sentiment	нет настроений	0.092	0.382	0.278
no surprise	не удивительно	0.171	0.224	0.412
no trust	нет доверия	0.055	0.445	0.257
nobility	знать	0.844	0.347	0.736
noble	благородный	0.906	0.345	0.610
nobleman	дворянин	0.675	0.286	0.709
nobodycares	NO TRANSLATION	0.365	0.410	0.354
nocomplaints	NO TRANSLATION	0.677	0.164	0.491
nocturnal	ночной	0.540	0.500	0.462
nod	кивать головой	0.590	0.367	0.427
nodding	кивание	0.694	0.294	0.426
node	узел	0.396	0.343	0.361
nodular	узловой	0.438	0.351	0.411
nodule	узелок	0.312	0.426	0.349
noggin	башка	0.510	0.433	0.382
nohope	NO TRANSLATION	0.200	0.441	0.385
noir	нуар	0.375	0.394	0.365
noise	шум	0.260	0.883	0.388
noisy	шумный	0.271	0.812	0.561
nomad	кочевник	0.375	0.413	0.433
nomadic	кочевой	0.427	0.519	0.422
nomenclature	номенклатура	0.500	0.222	0.575
nominal	номинальный	0.594	0.250	0.463
nominate	назначать	0.615	0.471	0.669
nomination	назначение	0.663	0.637	0.696
nominee	номинальный	0.662	0.625	0.765
nonce	данное время	0.422	0.370	0.377
nonchalant	беспечный	0.312	0.314	0.366
noncompliance	несогласованность	0.112	0.598	0.259
nondescript	невзрачный	0.490	0.434	0.348
nonexistent	несуществующий	0.208	0.429	0.149
nonfat	обезжиренный	0.604	0.260	0.340
nonfiction	документальная литература	0.426	0.315	0.431
nonpayment	невыплата	0.229	0.510	0.298
nonresident	нерезидент	0.250	0.340	0.302
nonsense	бред какой то	0.214	0.531	0.155
nonsensical	бессмысленный	0.173	0.268	0.193
nonviolent	ненасильственный	0.640	0.287	0.346
noob	новичок	0.417	0.430	0.267
noodle	лапшой	0.633	0.216	0.225
nook	закоулок	0.480	0.321	0.296
noon	полдень	0.531	0.343	0.518
noose	аркан	0.356	0.300	0.330
nopoint	NO TRANSLATION	0.276	0.324	0.314
noregrets	NO TRANSLATION	0.469	0.476	0.426
norm	норма	0.500	0.245	0.527
normal	нормальный	0.740	0.127	0.380
normalcy	нормальность	0.805	0.151	0.620
normality	нормальность	0.781	0.089	0.444
north	север	0.531	0.255	0.450
northbound	движущийся на север	0.604	0.454	0.491
northeast	к северо-востоку	0.562	0.260	0.375
northern	северный	0.570	0.340	0.472
northwest	северо-Запад	0.604	0.345	0.451
northwestern	северо-западный	0.479	0.306	0.462
noschool	NO TRANSLATION	0.490	0.400	0.380
nose	нос	0.582	0.270	0.245
nosebleed	носовое кровотечение	0.153	0.776	0.361
nosey	пронырливый	0.276	0.655	0.223
nosnow	нет снега	0.392	0.394	0.366
nostalgia	ностальгия	0.417	0.337	0.339
nostalgic	ностальгический	0.458	0.351	0.184
nostress	NO TRANSLATION	0.531	0.404	0.415
nostril	ноздря	0.396	0.404	0.316
nosun	NO TRANSLATION	0.388	0.380	0.351
nosy	пронырливый	0.292	0.558	0.433
not negative	не отрицательный	0.622	0.270	0.444
not positive	не положительный	0.051	0.370	0.236
notable	примечательный	0.760	0.450	0.696
notables	аристократия	0.594	0.608	0.755
notably	особенно	0.792	0.533	0.689
notamorningperson	NO TRANSLATION	0.469	0.578	0.440
notary	нотариус	0.541	0.451	0.676
notation	обозначение	0.635	0.380	0.558
notch	вырезка	0.459	0.361	0.358
notched	зазубренный	0.480	0.530	0.356
note	заметка	0.594	0.163	0.416
notebook	блокнот	0.449	0.167	0.442
noted	отметил	0.615	0.382	0.464
noteworthy	Примечательно	0.704	0.481	0.759
nothappy	NO TRANSLATION	0.112	0.320	0.170
nothingbetter	NO TRANSLATION	0.635	0.390	0.543
nothingness	ничтожество	0.204	0.080	0.161
notice	уведомление	0.646	0.408	0.491
noticeable	заметный	0.890	0.562	0.750
notification	уведомление	0.604	0.461	0.671
notify	поставить в известность	0.643	0.471	0.573
notion	понятие	0.612	0.284	0.667
notional	отвлеченный	0.520	0.288	0.500
notoriety	дурная слава	0.552	0.633	0.769
notorious	печально известный	0.366	0.582	0.609
notready	не готов	0.133	0.400	0.196
notwithstanding	несмотря на	0.367	0.316	0.433
nought	ноль	0.312	0.098	0.116
noun	имя существительное	0.531	0.230	0.477
nourish	удобрять	0.878	0.460	0.639
nourishment	питание	0.786	0.290	0.631
nouveau	NO TRANSLATION	0.633	0.438	0.432
novel	роман	0.702	0.352	0.439
novelist	романист	0.340	0.343	0.529
novelty	новинка	0.673	0.521	0.740
novice	начинающий	0.429	0.346	0.180
nowadays	В наше время	0.680	0.346	0.400
nowork	нет работы	0.312	0.264	0.309
noworries	не беспокойся	0.630	0.402	0.500
noxious	вредный	0.177	0.585	0.379
nozzle	сопло	0.438	0.330	0.287
nuance	нюанс	0.408	0.282	0.411
nuances	нюансы	0.490	0.375	0.527
nuclear	ядерной	0.219	0.856	0.781
nucleus	ядро	0.529	0.296	0.667
nude	обнаженный	0.490	0.915	0.200
nudge	слегка подталкивать локтем	0.448	0.500	0.509
nudie	эротический журнал	0.500	0.529	0.373
nudist	нудистский	0.440	0.796	0.483
nudity	нагота	0.438	0.853	0.415
nugget	самородок	0.602	0.340	0.348
nuisance	неприятность	0.198	0.817	0.227
nuke	ядерное оружие	0.125	0.905	0.873
nul	NO TRANSLATION	0.337	0.358	0.264
null	ноль	0.253	0.147	0.152
nullify	сводить на нет	0.255	0.373	0.395
numb	оцепенелый	0.108	0.420	0.352
number	номер	0.406	0.231	0.471
numbering	нумерация	0.510	0.363	0.482
numbers	чисел	0.406	0.241	0.440
numbness	онемение	0.306	0.398	0.265
numbskull	болван	0.300	0.472	0.284
numeral	цифра	0.582	0.254	0.382
numerator	числитель	0.490	0.317	0.526
numerical	численный	0.479	0.322	0.517
numerically	численно	0.510	0.337	0.500
numerous	многочисленные	0.622	0.462	0.609
nun	NO TRANSLATION	0.500	0.150	0.406
nunchucks	Nunchucks	0.337	0.580	0.526
nunnery	монахини	0.653	0.236	0.473
nuptials	свадьба	0.771	0.588	0.571
nurse	медсестра	0.635	0.578	0.521
nursemaid	няня	0.615	0.431	0.436
nursery	питомник	0.894	0.406	0.389
nursing	уход	0.552	0.549	0.653
nurture	взрастить	0.745	0.378	0.657
nut	орех	0.365	0.310	0.250
nutcase	псих	0.286	0.775	0.259
nutcracker	щелкунчик	0.635	0.378	0.522
nuthouse	психушка	0.347	0.519	0.434
nutmeg	мускатный орех	0.635	0.302	0.350
nutrition	питание	0.885	0.420	0.579
nutritional	питательный	0.812	0.406	0.676
nutritious	питательный	0.833	0.337	0.655
nutritive	питательный	0.875	0.422	0.667
nuts	орешки	0.594	0.250	0.291
nutshell	ореховая скорлупа	0.458	0.407	0.310
nutty	увлекающийся	0.444	0.317	0.271
nylon	нейлон	0.490	0.304	0.295
nylong	NO TRANSLATION	0.439	0.248	0.351
nylons	нейлоновые чулки	0.556	0.379	0.320
nymph	нимфа	0.542	0.529	0.472
nymphomaniac	нимфоманка	0.398	0.894	0.536
oaf	уродливый	0.344	0.357	0.330
oak	дуб	0.583	0.245	0.536
oar	весло	0.469	0.392	0.316
oasis	оазис	0.796	0.283	0.429
oat	овсяной	0.622	0.170	0.298
oath	присяга	0.543	0.615	0.824
oatmeal	овсяная каша	0.592	0.192	0.241
obedience	послушание	0.765	0.287	0.536
obedient	послушный	0.800	0.179	0.518
obediently	послушно	0.802	0.304	0.577
obelisk	обелиск	0.604	0.408	0.596
obese	страдающий ожирением	0.133	0.427	0.250
obesity	ожирение	0.215	0.370	0.328
obey	подчиниться	0.677	0.433	0.533
obi	оби	0.469	0.442	0.414
obit	поминальная служба	0.410	0.464	0.393
obituary	некролог	0.188	0.330	0.423
object	объект	0.531	0.356	0.375
objection	возражение	0.347	0.592	0.709
objectionable	нежелательный	0.459	0.382	0.558
objective	задача	0.724	0.337	0.736
objectivity	объективность	0.765	0.431	0.711
