Word	Gujarati-gu	Valence	Arousal	Dominance
needtoknow	જાણવાની જરૂર છે	0.427	0.606	0.474
needtorelax	NO TRANSLATION	0.673	0.438	0.274
needy	જરૂરિયાતમંદ	0.360	0.451	0.245
nefarious	નૈતિક	0.184	0.720	0.528
negation	નકારાત્મક	0.255	0.461	0.297
negative	નકારાત્મક	0.102	0.527	0.176
negativity	નકારાત્મકતા	0.060	0.520	0.273
neglect	ઉપેક્ષા	0.045	0.550	0.163
neglected	અવગણના	0.271	0.385	0.160
neglecting	ઉપેક્ષા	0.177	0.441	0.230
negligee	નિષ્ક્રીય	0.385	0.520	0.336
negligence	બેદરકારી	0.092	0.570	0.251
negligent	બેદરકાર	0.167	0.583	0.259
negligently	NO TRANSLATION	0.056	0.583	0.266
negligible	નગણ્ય	0.177	0.292	0.232
negotiable	વિનિમયક્ષમ	0.688	0.585	0.731
negotiate	વાટાઘાટ	0.612	0.708	0.769
negotiation	વાટાઘાટ	0.490	0.615	0.728
negotiator	વાટાઘાટકાર	0.635	0.471	0.817
negro	હબસી	0.354	0.368	0.461
neigh	ઘોડો	0.378	0.642	0.373
neighbor	પાડોશી	0.657	0.448	0.434
neighborhood	પડોશી	0.385	0.469	0.373
neighboring	પડોશી	0.656	0.306	0.481
nemesis	કર્મનું ફળ	0.271	0.688	0.647
neon	નિયોન	0.594	0.480	0.380
neonatal	નિયોનેટલ	0.542	0.529	0.357
neophyte	કનિષ્ઠ	0.286	0.363	0.411
neoprene	નેઓપ્રીન	0.316	0.451	0.443
nephew	ભત્રીજા	0.719	0.337	0.412
nepotism	નાપ્યતાવાદ	0.349	0.584	0.517
nerd	બેડોળ	0.408	0.481	0.315
nerdy	nerdy	0.296	0.255	0.292
nerve	ચેતા	0.129	0.698	0.307
nerves	ચેતા	0.333	0.783	0.264
nervous	નર્વસ	0.235	0.820	0.213
nervousness	ગભરાટ	0.163	0.915	0.241
nervouswreck	NO TRANSLATION	0.112	0.867	0.179
nervy	NO TRANSLATION	0.250	0.830	0.241
ness	નેસ	0.396	0.480	0.392
nest	માળો	0.687	0.221	0.333
nestle	નિસ્તેજ	0.625	0.308	0.379
nestling	માળો	0.604	0.427	0.286
net	નેટ	0.441	0.288	0.417
nether	નીચેનું	0.240	0.265	0.259
netting	સંપાદન	0.368	0.509	0.585
nettle	ખીજવવું	0.406	0.324	0.490
network	નેટવર્ક	0.531	0.337	0.466
networking	નેટવર્કીંગ	0.625	0.482	0.545
neural	મજ્જાતંતુકીય	0.582	0.426	0.391
neuralgia	મજ્જાવાળું ચિકિત્સા	0.092	0.706	0.439
neurological	ન્યુરોલોજીકલ	0.500	0.540	0.558
neurologist	ન્યુરોલોજીસ્ટ	0.608	0.500	0.736
neurology	ન્યુરોલોજી	0.459	0.537	0.580
neurosis	ન્યુરોસિસ	0.122	0.766	0.418
neurosurgeon	ન્યુરોસર્જન	0.590	0.673	0.755
neurosurgery	ન્યુરોસર્જરી	0.490	0.632	0.730
neurotic	મજ્જાતંતુકીય	0.198	0.801	0.387
neuter	નગ્ન	0.621	0.163	0.302
neutral	તટસ્થ	0.469	0.184	0.357
neutrality	તટસ્થતા	0.469	0.205	0.434
neutralize	તટસ્થ	0.519	0.363	0.719
neutron	ન્યુટ્રોન	0.469	0.440	0.679
new	નવું	0.917	0.490	0.582
new age	નવી ઉંમર	0.694	0.556	0.727
newbeginnings	NO TRANSLATION	0.802	0.613	0.524
newborn	નવજાત	0.918	0.580	0.372
newcomer	નવા આવેલા	0.622	0.380	0.396
newday	નવો દિવસ	0.847	0.388	0.618
newfound	નવી શોધ	0.745	0.741	0.520
newjob	NO TRANSLATION	0.755	0.643	0.729
newlife	નવું જીવન	0.898	0.646	0.701
newly	નવા	0.688	0.422	0.552
newlywed	નવજાત	0.847	0.706	0.570
newme	નવી	0.643	0.550	0.527
newness	નવીનતા	0.740	0.522	0.588
news	સમાચાર	0.633	0.580	0.610
newscast	ન્યૂઝકાસ્ટ	0.531	0.509	0.714
newscaster	ન્યૂઝકેસ્ટર	0.646	0.510	0.764
newsflash	newsflash	0.604	0.637	0.518
newsletter	ન્યૂઝલેટર	0.622	0.385	0.490
newsman	સમાચારપત્ર	0.604	0.480	0.696
newspaper	અખબાર	0.602	0.283	0.444
newspaperman	સમાચારપાપર્મિન	0.561	0.458	0.750
newsreel	ન્યૂઝરેલ	0.625	0.571	0.577
newsroom	ન્યૂઝરૂમ	0.531	0.392	0.658
newsstand	ન્યૂઝસ્ટેન્ડ	0.615	0.222	0.336
newstart	નવી શરૂઆત	0.802	0.510	0.667
newt	નવી	0.458	0.380	0.541
newyear	NO TRANSLATION	0.938	0.784	0.520
nexus	સંબંધ	0.496	0.368	0.412
nib	નિબ	0.510	0.282	0.406
nibble	વખોડવું	0.551	0.551	0.411
nice	સરસ	0.930	0.442	0.650
niche	વિશિષ્ટ	0.459	0.413	0.318
nichts	NO TRANSLATION	0.406	0.293	0.404
nick	નિક	0.554	0.388	0.387
nickel	નિકલ	0.510	0.347	0.406
nickname	ઉપનામ	0.490	0.470	0.263
nicotine	નિકોટિન	0.235	0.608	0.447
niece	ભત્રીજી	0.771	0.320	0.400
nifty	નિફ્ટી	0.740	0.745	0.815
nigger	નિગર	0.240	0.347	0.398
nigh	નજીક	0.653	0.216	0.336
night	રાત	0.598	0.396	0.404
nightcap	નાઇટકૅપ	0.750	0.196	0.268
nightclub	રાતની કલ્બ	0.802	0.894	0.528
nightfall	રાત્રે	0.490	0.436	0.426
nightgown	નાઇટ ગાઉન	0.643	0.408	0.250
nightie	રાત્રિના	0.630	0.388	0.274
nightingale	નાટીંજેલ	0.740	0.340	0.496
nightlife	નાઇટલાઇફ	0.542	0.783	0.510
nightly	રાત્રિના સમયે	0.673	0.410	0.474
nightmare	દુઃસ્વપ્ન	0.005	0.810	0.436
nightmares	સ્વપ્નો	0.082	0.942	0.448
nightstand	નાઇટસ્ટેન્ડ	0.490	0.130	0.327
nightstick	નાઇટસ્ટિક	0.500	0.461	0.348
nighttime	રાત્રિના સમયે	0.735	0.385	0.439
nihilism	નિહિલતા	0.367	0.510	0.364
nil	શૂન્ય	0.286	0.143	0.157
nimble	હરવાફરવામાં ચપળ કે ચાલાક	0.833	0.729	0.769
nimrod	નિમ્રોદ	0.327	0.500	0.539
nincompoop	નીનકોમ્પોપ	0.365	0.431	0.368
nine	નવ	0.552	0.255	0.327
nineteen	ઓગણીસ	0.673	0.304	0.375
ninety	નેવું	0.479	0.349	0.436
ninja	નીન્જા	0.542	0.844	0.682
ninny	નિન્ની	0.344	0.343	0.309
nintendo	નિન્ટેન્ડો	0.802	0.571	0.464
ninth	નવમું	0.490	0.212	0.396
nip	નિપ	0.281	0.700	0.264
nipper	ઋતુઓ	0.386	0.422	0.317
nipple	સ્તનની ડીંટડી	0.480	0.786	0.415
nippy	નિપ્પી	0.540	0.500	0.416
nitrate	નાઈટ્રેટ	0.388	0.406	0.500
nitro	નાઇટ્રો	0.500	0.647	0.639
nitrogen	નાઇટ્રોજન	0.427	0.435	0.562
nitrous	નાઇટ્રસ	0.435	0.561	0.411
nitwit	નાઇટવિટ	0.146	0.606	0.139
nix	નિક્સ	0.330	0.380	0.404
no anticipation	કોઈ અપેક્ષા	0.396	0.480	0.341
no disgust	કોઈ અરુચિ નથી	0.510	0.324	0.448
no emotion	કોઈ લાગણી નહીં	0.170	0.109	0.225
no sentiment	કોઈ લાગણી નહીં	0.092	0.382	0.278
no surprise	કોઈ આશ્ચર્ય નહીં	0.171	0.224	0.412
no trust	કોઈ ટ્રસ્ટ નથી	0.055	0.445	0.257
nobility	ખાનદાની	0.844	0.347	0.736
noble	ઉમદા	0.906	0.345	0.610
nobleman	ઉમદા	0.675	0.286	0.709
nobodycares	NO TRANSLATION	0.365	0.410	0.354
nocomplaints	NO TRANSLATION	0.677	0.164	0.491
nocturnal	નિશાચર	0.540	0.500	0.462
nod	હકાર	0.590	0.367	0.427
nodding	હાસ્યાસ્પદ	0.694	0.294	0.426
node	નોડ	0.396	0.343	0.361
nodular	નોડ્યુલર	0.438	0.351	0.411
nodule	નોડ્યુલ	0.312	0.426	0.349
noggin	નગ્ન	0.510	0.433	0.382
nohope	NO TRANSLATION	0.200	0.441	0.385
noir	નોઇર	0.375	0.394	0.365
noise	ઘોંઘાટ	0.260	0.883	0.388
noisy	ઘોંઘાટીયા	0.271	0.812	0.561
nomad	ખ્યાતિ	0.375	0.413	0.433
nomadic	વિચરતી	0.427	0.519	0.422
nomenclature	નામકરણ	0.500	0.222	0.575
nominal	નજીવું	0.594	0.250	0.463
nominate	નોમિનેટ	0.615	0.471	0.669
nomination	નોમિનેશન	0.663	0.637	0.696
nominee	નોમિની	0.662	0.625	0.765
nonce	ના	0.422	0.370	0.377
nonchalant	નિષ્કલંક	0.312	0.314	0.366
noncompliance	અસહિષ્ણુતા	0.112	0.598	0.259
nondescript	નોન્ડસ્ક્રિપ્ટ	0.490	0.434	0.348
nonexistent	અસ્તિત્વ ધરાવતું નથી	0.208	0.429	0.149
nonfat	નોનફેટ	0.604	0.260	0.340
nonfiction	અયોગ્યતા	0.426	0.315	0.431
nonpayment	નોન પેમેન્ટ	0.229	0.510	0.298
nonresident	બિનઅનુભવી	0.250	0.340	0.302
nonsense	નોનસેન્સ	0.214	0.531	0.155
nonsensical	વાહિયાત	0.173	0.268	0.193
nonviolent	અહિંસક	0.640	0.287	0.346
noob	નોબ	0.417	0.430	0.267
noodle	નૂડલ	0.633	0.216	0.225
nook	નૂક	0.480	0.321	0.296
noon	મધ્યાહન	0.531	0.343	0.518
noose	ફાંસી	0.356	0.300	0.330
nopoint	NO TRANSLATION	0.276	0.324	0.314
noregrets	NO TRANSLATION	0.469	0.476	0.426
norm	ધોરણ	0.500	0.245	0.527
normal	સામાન્ય	0.740	0.127	0.380
normalcy	સામાન્યતા	0.805	0.151	0.620
normality	સામાન્યતા	0.781	0.089	0.444
north	ઉત્તર	0.531	0.255	0.450
northbound	ઉત્તર બાજુએ	0.604	0.454	0.491
northeast	ઉત્તરપૂર્વ	0.562	0.260	0.375
northern	ઉત્તર	0.570	0.340	0.472
northwest	ઉત્તર પશ્ચિમ	0.604	0.345	0.451
northwestern	ઉત્તરપશ્ચિમ	0.479	0.306	0.462
noschool	NO TRANSLATION	0.490	0.400	0.380
nose	નાક	0.582	0.270	0.245
nosebleed	નાઝબ્લીડ	0.153	0.776	0.361
nosey	નોઝી	0.276	0.655	0.223
nosnow	નોસોના	0.392	0.394	0.366
nostalgia	લાંબા સમય સુધી ઘરથી દૂર રહેવાથી થતી ગમગીની	0.417	0.337	0.339
nostalgic	નોસ્ટાલ્જિક	0.458	0.351	0.184
nostress	NO TRANSLATION	0.531	0.404	0.415
nostril	નસકોરું	0.396	0.404	0.316
nosun	NO TRANSLATION	0.388	0.380	0.351
nosy	નોઝી	0.292	0.558	0.433
not negative	નકારાત્મક	0.622	0.270	0.444
not positive	હકારાત્મક નથી	0.051	0.370	0.236
notable	નોંધપાત્ર	0.760	0.450	0.696
notables	નોંધપાત્ર	0.594	0.608	0.755
notably	ખાસ કરીને	0.792	0.533	0.689
notamorningperson	NO TRANSLATION	0.469	0.578	0.440
notary	નોટરી	0.541	0.451	0.676
notation	નોટેશન	0.635	0.380	0.558
notch	ઉત્તમ	0.459	0.361	0.358
notched	ખાંચાવાળો	0.480	0.530	0.356
note	નૉૅધ	0.594	0.163	0.416
notebook	નોટબુક	0.449	0.167	0.442
noted	નોંધ્યું	0.615	0.382	0.464
noteworthy	નોંધપાત્ર	0.704	0.481	0.759
nothappy	NO TRANSLATION	0.112	0.320	0.170
nothingbetter	NO TRANSLATION	0.635	0.390	0.543
nothingness	નકામું	0.204	0.080	0.161
notice	નોટિસ	0.646	0.408	0.491
noticeable	નોંધપાત્ર	0.890	0.562	0.750
notification	સૂચના	0.604	0.461	0.671
notify	સૂચિત કરો	0.643	0.471	0.573
notion	કલ્પના	0.612	0.284	0.667
notional	કલ્પનાશીલ	0.520	0.288	0.500
notoriety	અપકીર્તિ	0.552	0.633	0.769
notorious	કુખ્યાત	0.366	0.582	0.609
notready	તૈયાર નથી	0.133	0.400	0.196
notwithstanding	તેમ છતાં	0.367	0.316	0.433
nought	અમસ્તુ	0.312	0.098	0.116
noun	સંજ્ઞા	0.531	0.230	0.477
nourish	પોષવું	0.878	0.460	0.639
nourishment	પોષણ	0.786	0.290	0.631
nouveau	NO TRANSLATION	0.633	0.438	0.432
novel	નવલકથા	0.702	0.352	0.439
novelist	નવલકથાકાર	0.340	0.343	0.529
novelty	નવીનતા	0.673	0.521	0.740
novice	શિખાઉ	0.429	0.346	0.180
nowadays	આજકાલ	0.680	0.346	0.400
nowork	આયોર્ક	0.312	0.264	0.309
noworries	કોઈ ચિંતા નહી	0.630	0.402	0.500
noxious	હાનિકારક	0.177	0.585	0.379
nozzle	નોઝલ	0.438	0.330	0.287
nuance	સૂક્ષ્મતા	0.408	0.282	0.411
nuances	ઘોંઘાટ	0.490	0.375	0.527
nuclear	પરમાણુ	0.219	0.856	0.781
nucleus	બીજક	0.529	0.296	0.667
nude	નગ્ન	0.490	0.915	0.200
nudge	નજ કરો	0.448	0.500	0.509
nudie	નડિ	0.500	0.529	0.373
nudist	નગ્નતા	0.440	0.796	0.483
nudity	નગ્નતા	0.438	0.853	0.415
nugget	ખનિજ સ્વરૂપમાં સોનું	0.602	0.340	0.348
nuisance	ઉપદ્રવ	0.198	0.817	0.227
nuke	nuke	0.125	0.905	0.873
nul	NO TRANSLATION	0.337	0.358	0.264
null	નલ	0.253	0.147	0.152
nullify	અણગમો	0.255	0.373	0.395
numb	જડ	0.108	0.420	0.352
number	નંબર	0.406	0.231	0.471
numbering	ક્રમાંકન	0.510	0.363	0.482
numbers	સંખ્યાઓ	0.406	0.241	0.440
numbness	નિષ્ક્રિયતા આવે છે	0.306	0.398	0.265
numbskull	numbskull	0.300	0.472	0.284
numeral	આંકડા	0.582	0.254	0.382
numerator	અંશતઃ	0.490	0.317	0.526
numerical	આંકડાકીય	0.479	0.322	0.517
numerically	આંકડાકીય રીતે	0.510	0.337	0.500
numerous	અનેક	0.622	0.462	0.609
nun	NO TRANSLATION	0.500	0.150	0.406
nunchucks	nunchucks	0.337	0.580	0.526
nunnery	નનનરી	0.653	0.236	0.473
nuptials	લગ્નજીવન	0.771	0.588	0.571
nurse	નર્સ	0.635	0.578	0.521
nursemaid	નર્સેમેઇડ	0.615	0.431	0.436
nursery	નર્સરી	0.894	0.406	0.389
nursing	નર્સિંગ	0.552	0.549	0.653
nurture	કુદરત	0.745	0.378	0.657
nut	અખરોટ	0.365	0.310	0.250
nutcase	ન્યૂટકેસ	0.286	0.775	0.259
nutcracker	નટકાકરે	0.635	0.378	0.522
nuthouse	નથૌસ	0.347	0.519	0.434
nutmeg	જાયફળ	0.635	0.302	0.350
nutrition	પોષણ	0.885	0.420	0.579
nutritional	પોષણ	0.812	0.406	0.676
nutritious	પોષક	0.833	0.337	0.655
nutritive	પોષણક્ષમ	0.875	0.422	0.667
nuts	બદામ	0.594	0.250	0.291
nutshell	ટૂંકમાં	0.458	0.407	0.310
nutty	મીંજવાળું	0.444	0.317	0.271
nylon	નાયલોન	0.490	0.304	0.295
nylong	NO TRANSLATION	0.439	0.248	0.351
nylons	નાયલોન	0.556	0.379	0.320
nymph	સુંદર યુવતી	0.542	0.529	0.472
nymphomaniac	નમફોમેનીક	0.398	0.894	0.536
oaf	અપૂર્ણ	0.344	0.357	0.330
oak	ઓક	0.583	0.245	0.536
oar	હલેસું	0.469	0.392	0.316
oasis	ઓસિસ	0.796	0.283	0.429
oat	ઓટ	0.622	0.170	0.298
oath	શપથ	0.543	0.615	0.824
oatmeal	ઓટમીલ	0.592	0.192	0.241
obedience	આજ્ઞાકારી	0.765	0.287	0.536
obedient	આજ્ઞાકારી	0.800	0.179	0.518
obediently	આજ્ઞાકારી	0.802	0.304	0.577
obelisk	ઑબલિસ્ક	0.604	0.408	0.596
obese	મેદસ્વી	0.133	0.427	0.250
obesity	સ્થૂળતા	0.215	0.370	0.328
obey	પાળે	0.677	0.433	0.533
obi	ઓબીઆઈ	0.469	0.442	0.414
obit	ઓબિટ	0.410	0.464	0.393
obituary	શ્રદ્ધાંજલિ	0.188	0.330	0.423
object	ઑબ્જેક્ટ	0.531	0.356	0.375
objection	વાંધો	0.347	0.592	0.709
objectionable	વાંધાજનક	0.459	0.382	0.558
objective	હેતુ	0.724	0.337	0.736
objectivity	નિરંકુશતા	0.765	0.431	0.711
obligation	જવાબદારી	0.222	0.596	0.718
obligatory	ફરજિયાત	0.337	0.571	0.780
oblige	ઉપકાર	0.281	0.770	0.614
obliged	ઉપકૃત	0.327	0.680	0.411
obliging	ફરજિયાત	0.740	0.402	0.545
obligor	બાહ્યતા	0.302	0.600	0.360
oblique	ત્રાંસું	0.438	0.347	0.455
obliterate	નાબૂદ કરો	0.250	0.539	0.569
obliterated	પૂર્ણાહુતિ	0.240	0.469	0.344
obliteration	વિસર્જન	0.177	0.622	0.397
oblivion	વિસ્મૃતિ	0.153	0.330	0.282
oblivious	અજાણ્યા	0.229	0.388	0.355
oblong	લંબચોરસ	0.561	0.455	0.370
obnoxious	ઘૃણાજનક	0.088	0.602	0.256
oboe	શરણાઈ	0.510	0.340	0.392
obscene	અશ્લીલ	0.050	0.745	0.348
obscenity	અશ્લીલતા	0.083	0.843	0.418
obscure	અસ્પષ્ટ	0.370	0.551	0.278
obscured	અસ્પષ્ટ	0.115	0.356	0.298
obscurity	દુર્બોધતા	0.208	0.392	0.380
observance	પાલન	0.531	0.315	0.632
observant	સચેત	0.740	0.422	0.708
observation	નિરીક્ષણ	0.633	0.433	0.667
observatory	વેધશાળા	0.643	0.324	0.731
observe	અવલોકન	0.771	0.390	0.360
observer	નિરીક્ષક	0.663	0.363	0.603
observing	નિરીક્ષણ	0.583	0.400	0.685
obsess	ઓચિંતા	0.112	0.846	0.509
obsessed	ઓબ્સેસ્ડ	0.219	0.840	0.439
obsessing	obsessing	0.173	0.773	0.698
obsession	ઓબ્સેશન	0.229	0.847	0.571
obsessive	બાધ્યતા	0.219	0.823	0.480
obsolescence	અદ્રશ્યતા	0.250	0.431	0.377
obsolete	કાલગ્રસ્ત	0.337	0.321	0.250
obstacle	અંતરાય	0.204	0.708	0.336
obstetrician	પ્રસૂતિવિજ્ઞાની	0.521	0.636	0.604
obstetrics	પ્રસૂતિશાસ્ત્ર	0.530	0.582	0.564
obstinate	હઠીલું	0.146	0.696	0.562
obstruct	અવરોધવું	0.115	0.660	0.458
obstruction	અવરોધ	0.125	0.742	0.491
obstructive	અવરોધક	0.204	0.650	0.613
obtain	મેળવવા	0.760	0.438	0.731
obtainable	પ્રાપ્ય	0.677	0.327	0.702
obtuse	બૂઠું	0.281	0.460	0.345
obverse	પાછળથી	0.470	0.394	0.464
obvious	સ્પષ્ટ	0.625	0.336	0.585
ocarina	ઓકરાના	0.541	0.392	0.366
occasion	પ્રસંગ	0.700	0.451	0.398
occasional	પ્રસંગોપાત	0.490	0.298	0.387
occasionally	ક્યારેક ક્યારેક	0.538	0.240	0.264
occipital	ઓસિસીલ	0.398	0.408	0.518
occlusion	અવરોધ	0.306	0.439	0.442
occult	ગુપ્ત	0.292	0.382	0.406
occupancy	ભોગવટા	0.625	0.471	0.721
occupant	રહેનાર	0.500	0.417	0.483
occupation	વ્યવસાય	0.562	0.470	0.692
occupational	વ્યવસાયિક	0.583	0.469	0.596
occupied	કબજો	0.337	0.546	0.441
occupier	કબજો	0.427	0.438	0.600
occupy	કબજો	0.396	0.520	0.589
occupying	કબજો	0.573	0.462	0.519
