Word	Bulgarian-bg	Valence	Arousal	Dominance
overgrown	обрасъл	0.333	0.500	0.369
overgrowth	обрастване	0.417	0.790	0.673
overhanging	надвиснала	0.698	0.755	0.812
overhaul	основен ремонт	0.500	0.651	0.491
overhead	отгоре	0.344	0.700	0.538
overhear	дочувам	0.650	0.365	0.580
overheated	прегряване	0.250	0.598	0.547
overjoyed	зарадвах	0.908	0.708	0.755
overkill	Overkill	0.379	0.861	0.678
overlaid	насложено	0.620	0.610	0.676
overlap	застъпване	0.594	0.615	0.627
overlapping	застъпване	0.595	0.578	0.684
overlay	настилка	0.564	0.596	0.749
overload	свръхтовар	0.381	0.690	0.652
overlook	пренебрегват	0.292	0.418	0.415
overlord	върховен лорд	0.750	0.755	0.932
overlying	лежащ	0.500	0.519	0.691
overpaid	надплатили	0.429	0.670	0.585
overpass	надлез	0.562	0.561	0.565
overplayed	надценили	0.224	0.798	0.586
overpower	подчинявам	0.448	0.859	0.783
overpowering	непреодолим	0.392	0.779	0.589
overpriced	скъп	0.271	0.556	0.472
overprotective	покровителствено	0.448	0.673	0.741
overrated	надценяван	0.312	0.630	0.482
overreact	пресилено	0.306	0.912	0.471
override	Замяната	0.316	0.491	0.529
overriding	първостепенни	0.240	0.490	0.384
overrule	преодолявам	0.224	0.412	0.429
overrun	опустошавам	0.271	0.764	0.598
oversee	надзирава	0.541	0.649	0.778
overseer	надзирател	0.552	0.520	0.873
overshadow	помрачавам	0.333	0.549	0.654
oversight	надзор	0.385	0.618	0.723
oversized	извънгабаритни	0.552	0.540	0.679
overslept	успал	0.408	0.315	0.300
overstate	преувеличавам	0.281	0.779	0.635
overstock	излишък от запаси	0.344	0.592	0.589
overt	явен	0.708	0.326	0.607
overtake	изпревари	0.573	0.620	0.718
overtaken	изпреварена	0.594	0.552	0.702
overthemoon	NO TRANSLATION	0.643	0.531	0.481
overthinker	overthinker	0.430	0.606	0.552
overthinking	overthinking	0.408	0.761	0.525
overthrow	преобръщам	0.260	0.868	0.620
overtime	извънредно	0.447	0.504	0.529
overtired	преумора	0.210	0.357	0.273
overture	увертюра	0.490	0.402	0.491
overturn	побеждавам	0.240	0.765	0.396
overview	преглед	0.615	0.380	0.539
overweight	наднормено тегло	0.052	0.500	0.389
overwhelm	затрупвам	0.250	0.823	0.462
overwhelmed	претоварени	0.341	0.680	0.348
overwhelming	поразителен	0.327	0.830	0.640
overworked	преуморен	0.133	0.670	0.387
overwrought	претрупан	0.156	0.900	0.571
overzealous	фанатизиран	0.427	0.804	0.703
owe	дължа	0.500	0.429	0.386
owing	дължим	0.396	0.307	0.381
owl	бухал	0.520	0.270	0.321
owner	собственик	0.776	0.449	0.920
ownership	собственост	0.628	0.445	0.741
ox	вол	0.417	0.396	0.412
oxidation	окисляване	0.453	0.415	0.211
oxide	окис	0.354	0.377	0.298
oxygen	кислород	0.908	0.310	0.575
oxymoron	оксимотрон	0.427	0.481	0.398
oyster	стрида	0.500	0.311	0.327
ozone	озон	0.560	0.345	0.518
pace	темпо	0.510	0.380	0.390
pacemaker	пейсмейкър	0.448	0.569	0.582
pacific	тихоокеански	0.627	0.118	0.580
pacified	умиротворен	0.802	0.194	0.414
pacifier	биберон	0.615	0.342	0.356
pacifist	пацифист	0.663	0.153	0.557
pacify	успокоявам	0.812	0.283	0.629
pacing	темпото	0.583	0.551	0.491
pack	пакет	0.510	0.347	0.475
package	пакет	0.571	0.433	0.443
packaging	опаковки	0.604	0.393	0.549
packer	опаковчик	0.520	0.480	0.537
packet	пакет	0.582	0.385	0.407
pact	пакт	0.442	0.444	0.593
pad	тампон	0.684	0.279	0.330
padded	раздут	0.606	0.212	0.371
padding	подложка	0.561	0.398	0.423
paddle	гребло	0.561	0.375	0.393
paddle boat	гребло лодка	0.663	0.373	0.415
paddock	жаба	0.480	0.429	0.481
paddy	оризище	0.653	0.330	0.330
padlock	катинар	0.459	0.284	0.457
padre	NO TRANSLATION	0.684	0.407	0.647
paean	пеан	0.552	0.547	0.471
pagan	езически	0.292	0.578	0.542
paganism	езичество	0.240	0.640	0.411
page	страница	0.677	0.224	0.278
pageant	пищност	0.719	0.667	0.651
pager	пейджър	0.510	0.526	0.554
pagination	номериране на страници	0.459	0.333	0.400
paging	пейджинг	0.542	0.398	0.423
pagoda	пагода	0.571	0.259	0.435
pail	кофа	0.448	0.177	0.188
pain	болка	0.012	0.765	0.395
pained	обиден	0.112	0.500	0.250
painful	болезнен	0.050	0.742	0.330
painfully	болезнено	0.156	0.720	0.407
painkiller	болкоуспокояващо	0.487	0.312	0.481
painless	безболезнен	0.785	0.173	0.491
pains	усилия	0.106	0.673	0.362
painstaking	усърден	0.396	0.335	0.386
paint	боя	0.667	0.343	0.413
paintball	пейнтбол	0.615	0.745	0.537
paintbrush	четка за рисуване	0.714	0.226	0.353
painted	боядисан	0.667	0.333	0.424
painter	художник	0.677	0.366	0.487
painting	живопис	0.792	0.324	0.333
pair	двойка	0.552	0.317	0.304
paisley	Пейсли	0.531	0.327	0.347
pajama	пижама	0.908	0.157	0.245
pajamas	пижама	0.719	0.170	0.264
pal	приятел	0.812	0.426	0.596
palace	дворец	0.878	0.510	0.804
palatable	вкусен	0.823	0.500	0.594
palate	небце	0.625	0.350	0.358
pale	Блед	0.281	0.259	0.245
paleontology	палеонтологията	0.438	0.308	0.617
palette	палитра	0.590	0.333	0.205
pall	покров	0.277	0.387	0.394
palladium	паладий	0.470	0.380	0.393
pallet	палети	0.604	0.241	0.349
palliative	палиативен	0.548	0.394	0.518
palm	длан	0.531	0.194	0.340
palmer	хаджия	0.480	0.269	0.413
palomino	порода светлокафяв кон	0.616	0.349	0.396
palpable	осезаем	0.552	0.343	0.611
palpitations	сърцебиене	0.417	0.702	0.528
palsy	парализа	0.083	0.446	0.221
paltry	нищожен	0.333	0.491	0.320
pamper	глезя	0.792	0.321	0.348
pamphlet	памфлет	0.530	0.250	0.327
pan	тиган	0.734	0.182	0.364
panacea	панацея	0.420	0.427	0.613
panache	показност	0.510	0.363	0.306
pancake	палачинка	0.802	0.274	0.364
pancakes	палачинки	0.844	0.373	0.402
pancreas	панкреас	0.469	0.302	0.366
panda	панда	0.646	0.194	0.406
pandemic	пандемия	0.160	0.790	0.544
pandemonium	хаос	0.229	0.885	0.500
pane	Фасади	0.385	0.250	0.444
panel	панел	0.469	0.321	0.425
pang	NO TRANSLATION	0.146	0.595	0.455
panhandle	дръжка на тиган	0.441	0.431	0.414
panic	паника	0.062	0.938	0.400
panicattack	NO TRANSLATION	0.255	0.724	0.386
panicked	паникьосах	0.100	0.949	0.260
panicking	паникьосвам	0.094	0.882	0.333
panicky	панически	0.284	0.962	0.393
panier	NO TRANSLATION	0.500	0.392	0.380
panorama	панорама	0.719	0.402	0.625
panoramic	панорамен	0.542	0.462	0.684
pansy	трицветна теменуга	0.653	0.283	0.589
pant	пъхтя	0.448	0.463	0.409
pantheon	пантеон	0.144	0.410	0.610
panther	пантера	0.303	0.594	0.682
panties	бикини	0.594	0.529	0.312
pantomime	пантомима	0.552	0.481	0.385
pantry	помещение с мивка	0.622	0.294	0.312
pants	панталони	0.673	0.320	0.333
panty	чорапогащи	0.451	0.557	0.303
pantyhose	чорапогащник	0.570	0.539	0.250
pap	попара	0.438	0.403	0.302
papa	татко	0.656	0.340	0.527
papacy	папство	0.481	0.263	0.553
papal	NO TRANSLATION	0.493	0.304	0.559
papaya	папая	0.630	0.306	0.300
paper	хартия	0.520	0.123	0.293
paperback	книга с меки корици	0.633	0.269	0.314
paperboy	Paperboy	0.521	0.490	0.471
paperweight	преспапие	0.421	0.278	0.433
paperwork	канцеларска работа	0.448	0.355	0.422
paprika	червен пипер	0.417	0.250	0.264
papyrus	папирус	0.459	0.240	0.324
par	NO TRANSLATION	0.615	0.372	0.429
parable	притча	0.479	0.357	0.525
parabola	парабола	0.542	0.413	0.620
parabolic	параболичен	0.459	0.509	0.500
parachute	парашут	0.562	0.787	0.564
parade	парад	0.792	0.685	0.509
paradigm	парадигма	0.573	0.429	0.779
paradise	рай	0.875	0.540	0.796
paradox	парадокс	0.417	0.442	0.482
paradoxical	парадоксален	0.406	0.547	0.433
paraffin	парафин	0.426	0.291	0.343
paragon	образец	0.490	0.431	0.473
paragraph	параграф	0.510	0.164	0.269
parakeet	малък дългоопашат папагал	0.576	0.387	0.227
paralegal	Paralegal	0.479	0.470	0.519
parallax	паралакс	0.437	0.394	0.471
parallel	паралелен	0.568	0.284	0.465
parallelism	паралелизъм	0.549	0.363	0.527
paralysis	парализа	0.156	0.500	0.305
paralyze	парализирам	0.188	0.367	0.471
paralyzed	парализиран	0.194	0.480	0.198
paramedic	фелдшер	0.673	0.464	0.636
paramedics	парамедици	0.479	0.594	0.712
paramilitary	полувоенен	0.154	0.804	0.727
paramount	първостепенен	0.771	0.615	0.902
paranoia	параноя	0.146	0.841	0.407
paranoid	параноична	0.122	0.918	0.364
paranormal	паранормална	0.167	0.814	0.560
parapet	парапет	0.450	0.356	0.279
paraphernalia	принадлежности	0.443	0.726	0.509
paraphrase	перифразирам	0.500	0.375	0.444
paraplegic	параплегия	0.188	0.441	0.321
parasite	паразит	0.092	0.442	0.324
parasitic	паразитен	0.037	0.600	0.364
parasol	слънчобран	0.604	0.255	0.304
parcel	колет	0.660	0.324	0.411
parcels	парцели	0.551	0.445	0.418
parched	изсъхнал	0.250	0.235	0.255
parchment	пергамент	0.615	0.228	0.455
pardon	Моля	0.552	0.413	0.542
pare	NO TRANSLATION	0.500	0.356	0.309
parenchyma	паренхим	0.500	0.399	0.595
parent	родител	0.812	0.357	0.860
parentage	бащинство	0.903	0.382	0.595
parental	родителски	0.760	0.430	0.627
parenthesis	NO TRANSLATION	0.510	0.255	0.380
parenthetical	вмъкнат	0.490	0.327	0.391
parenthood	бащинство	0.750	0.630	0.782
parenting	родителство	0.812	0.520	0.676
pariah	парий	0.397	0.478	0.293
parietal	париетален	0.481	0.333	0.491
paring	кастрене	0.429	0.441	0.324
parish	енория	0.698	0.354	0.582
parity	паритет	0.582	0.406	0.407
park	парк	0.816	0.343	0.414
parka	вид анорак	0.469	0.481	0.395
parking	паркинг	0.777	0.469	0.510
parkinsons	болест на Паркинсон	0.104	0.570	0.373
parlance	говор	0.510	0.350	0.462
parlay	парлей	0.469	0.611	0.483
parliament	парламент	0.573	0.540	0.858
parliamentary	парламентарен	0.490	0.554	0.755
parlor	салон	0.500	0.327	0.366
parmesan	пармезан	0.698	0.321	0.382
parody	пародия	0.561	0.651	0.375
parole	честна дума	0.388	0.620	0.526
parquet	паркет	0.541	0.240	0.422
parrot	папагал	0.588	0.333	0.292
parry	париране	0.510	0.404	0.436
parse	разбор	0.469	0.456	0.667
parsimonious	пестелив	0.417	0.312	0.446
parsimony	пестеливост	0.449	0.280	0.403
parsley	магданоз	0.458	0.170	0.291
parson	свещеник	0.583	0.250	0.615
part	част	0.663	0.278	0.360
partake	участвувам	0.755	0.656	0.629
partial	частичен	0.429	0.324	0.348
partiality	пристрастие	0.375	0.380	0.490
partially	частично	0.418	0.368	0.396
participant	участник	0.712	0.598	0.613
participate	участие	0.755	0.580	0.684
participation	участие	0.781	0.700	0.702
particle	частица	0.521	0.265	0.438
particular	особен	0.562	0.402	0.552
particularity	особеност	0.670	0.434	0.586
particulars	подробности	0.604	0.348	0.525
parting	раздяла	0.260	0.542	0.353
partisan	партизанин	0.615	0.549	0.669
partisanship	пристрастие	0.438	0.566	0.551
partition	дял	0.615	0.469	0.567
partly	частично	0.415	0.410	0.396
partner	партньор	0.673	0.302	0.586
partnership	съдружие	0.786	0.387	0.545
partridge	яребица	0.583	0.415	0.250
parts	части	0.459	0.327	0.392
party	страна	0.948	0.840	0.547
pas	NO TRANSLATION	0.490	0.344	0.262
pass	минавам	0.510	0.324	0.362
passable	проходим	0.688	0.337	0.633
passage	пасаж	0.429	0.314	0.370
passageway	коридор	0.490	0.389	0.400
passe	NO TRANSLATION	0.531	0.357	0.426
passenger	пътник	0.717	0.413	0.481
passim	NO TRANSLATION	0.458	0.491	0.333
passing	преминаване	0.458	0.298	0.509
passion	страст	0.854	0.865	0.728
passionate	страстен	0.990	0.827	0.731
passive	пасивен	0.420	0.116	0.241
passivity	пасивност	0.241	0.115	0.246
passkey	секретен ключ	0.646	0.500	0.791
passport	паспорт	0.653	0.457	0.682
password	парола	0.390	0.356	0.559
past	минало	0.490	0.422	0.311
pasta	тестени изделия	0.615	0.306	0.375
paste	паста	0.500	0.556	0.500
pastel	пастел	0.719	0.357	0.367
pastime	забавление	0.677	0.353	0.443
pastor	пастор	0.698	0.236	0.746
pastrami	пастърма	0.542	0.415	0.348
pastry	тестени изделия	0.870	0.407	0.419
pasture	паша	0.688	0.145	0.170
pasty	пепеляв	0.479	0.363	0.375
pat	потупване	0.418	0.377	0.340
patch	кръпка	0.439	0.288	0.283
patchwork	смесица	0.500	0.260	0.325
pate	пастет	0.406	0.260	0.260
patella	патела	0.430	0.260	0.342
patent	патент	0.724	0.391	0.609
patented	патентована	0.571	0.422	0.685
paternal	бащински	0.776	0.353	0.755
paternity	бащинство	0.704	0.590	0.806
path	път	0.590	0.245	0.421
pathetic	патетичен	0.088	0.464	0.139
pathological	патологичен	0.220	0.602	0.580
pathologist	патолог	0.354	0.552	0.585
pathology	патология	0.271	0.560	0.558
pathos	NO TRANSLATION	0.350	0.449	0.462
pathway	път	0.646	0.410	0.519
patience	търпение	0.771	0.125	0.387
patient	търпелив	0.583	0.193	0.340
patio	вътрешен двор	0.562	0.245	0.402
patriarch	патриарх	0.592	0.448	0.898
patriarchal	патриархален	0.531	0.500	0.857
patrimony	наследство	0.719	0.406	0.740
patriot	патриот	0.771	0.635	0.886
patriotic	патриотичен	0.875	0.509	0.933
patriotism	патриотизъм	0.708	0.635	0.848
patrol	патрул	0.427	0.664	0.736
patrolman	полицай	0.469	0.731	0.884
patron	покровител	0.583	0.451	0.870
patronage	патронаж	0.583	0.490	0.583
patronising	покровителствен	0.439	0.455	0.582
patronize	подкрепям	0.430	0.451	0.591
patronizing	покровителствен	0.542	0.365	0.529
patter	дърдорене	0.312	0.635	0.451
pattern	модел	0.479	0.422	0.664
paucity	малочисленост	0.153	0.453	0.175
pauper	просяк	0.260	0.347	0.151
pause	пауза	0.429	0.188	0.264
pave	настилка	0.594	0.490	0.509
pavement	паваж	0.460	0.353	0.475
pavilion	павилион	0.583	0.500	0.770
paving	настилане	0.408	0.469	0.545
paw	лапа	0.417	0.360	0.286
pawn	пешка	0.390	0.321	0.187
pawnshop	заложна къща	0.396	0.439	0.519
pax	-ма	0.551	0.421	0.473
pay	плащам	0.514	0.588	0.592
payable	платим	0.385	0.480	0.606
payback	откупуване	0.459	0.500	0.567
paycheck	заплата	0.896	0.630	0.652
payday	ден на плащане	0.833	0.741	0.571
payer	платец	0.313	0.630	0.638
payload	полезен товар	0.612	0.510	0.682
payment	плащане	0.629	0.452	0.643
