Word	Uzbek-uz	Valence	Arousal	Dominance
item	maqola qo'yilgan	0.594	0.270	0.465
itemize	itemize	0.459	0.527	0.518
items	ma'lumotlar	0.542	0.401	0.434
iterate	iterate	0.449	0.460	0.440
iteration	iteratsiya	0.531	0.449	0.486
iterative	iterativ	0.429	0.420	0.500
itinerant	sayohatchiga	0.449	0.545	0.439
itinerary	yo'nalish	0.551	0.550	0.454
ivory	fil suyagi	0.625	0.235	0.566
jab	jab	0.385	0.519	0.482
jabber	jabber	0.417	0.506	0.342
jack	Jek	0.487	0.450	0.441
jackal	chaqqon	0.333	0.582	0.436
jackass	jackass	0.188	0.692	0.279
jacket	ko'ylagi	0.656	0.302	0.382
jackhammer	jakamchi	0.199	0.690	0.519
jackpot	jekpot	0.950	0.750	0.786
jackrabbit	jackrabbit	0.625	0.379	0.344
jacks	uyalar	0.490	0.400	0.505
jade	jade	0.604	0.410	0.455
jaded	yigitlar	0.255	0.560	0.400
jag	NO TRANSLATION	0.408	0.440	0.427
jagged	jagged	0.082	0.462	0.213
jaguar	yaguar	0.559	0.710	0.654
jail	qamoqxona	0.094	0.898	0.480
jailbird	jailbird	0.240	0.567	0.473
jailbreak	jailbreak	0.354	0.629	0.471
jailer	qamoqxona nazoratchisi	0.194	0.630	0.632
jailhouse	qamoqxona	0.104	0.887	0.430
jalopy	jalopi	0.396	0.436	0.337
jam	murabbo	0.510	0.548	0.318
jamboree	jamboree	0.602	0.625	0.351
jammed	qotib qolgan	0.235	0.817	0.411
jammer	jammer	0.417	0.540	0.491
janitor	janitor	0.510	0.350	0.527
janitorial	janitorial	0.490	0.373	0.481
japan	Yaponiya	0.667	0.482	0.580
jar	jar	0.430	0.346	0.318
jargon	jargon	0.333	0.548	0.404
jarhead	jarhead	0.408	0.530	0.464
jarring	jarring	0.210	0.673	0.309
jasmine	yasemin	0.765	0.230	0.286
jasper	jasper	0.480	0.425	0.402
jaundice	sariqlik	0.214	0.480	0.355
jaunt	yolg'on	0.808	0.451	0.500
java	java	0.459	0.321	0.343
javelin	javelin	0.385	0.481	0.465
jaw	jag'ning	0.500	0.510	0.420
jawbone	javon	0.468	0.413	0.342
jaws	jag'lari	0.385	0.528	0.455
jay	jay	0.531	0.408	0.389
jazz	Jazz	0.677	0.362	0.450
jazzy	jazy	0.725	0.431	0.389
jealous	rashkchi	0.173	0.855	0.345
jealousy	hasadgo'ylik	0.146	0.783	0.481
jean	jean	0.602	0.444	0.364
jeans	jinsi	0.622	0.324	0.371
jeep	jip	0.602	0.510	0.612
jeering	jeering	0.266	0.792	0.380
jelly	jelly	0.651	0.294	0.256
jellybean	Jelly Bean	0.592	0.406	0.399
jellyfish	meduza	0.531	0.567	0.377
jenny	jenni	0.542	0.406	0.407
jeopardize	xavf ostida	0.260	0.877	0.582
jeopardy	xavf ostida	0.129	0.908	0.536
jerk	jirk	0.194	0.630	0.238
jerks	jerklar	0.214	0.788	0.395
jerky	jirkanch	0.233	0.538	0.358
jersey	jersey	0.594	0.317	0.411
jest	NO TRANSLATION	0.520	0.736	0.222
jester	jester	0.388	0.670	0.264
jesus	Iso alayhissalom	0.800	0.400	0.620
jet	jet	0.612	0.721	0.606
jetty	jeti	0.602	0.480	0.453
jewel	marvarid	0.827	0.588	0.625
jeweler	zargar	0.760	0.482	0.500
jewelry	zargarlik buyumlari	0.823	0.569	0.597
jib	jib	0.406	0.420	0.413
jiff	NO TRANSLATION	0.576	0.404	0.349
jiffy	jiffy	0.410	0.444	0.380
jig	jig	0.531	0.396	0.357
jiggle	jiggle	0.592	0.673	0.518
jigsaw	jumboq	0.594	0.582	0.519
jihad	jihod	0.323	0.660	0.444
jimmy	jimmy	0.579	0.321	0.311
jingle	jingle	0.635	0.500	0.424
jinx	Jinx	0.337	0.582	0.373
jitters	jitters	0.224	0.918	0.192
jittery	jittery	0.344	0.856	0.255
jive	jive	0.561	0.551	0.373
job	ish	0.694	0.541	0.717
jobinterview	NO TRANSLATION	0.684	0.837	0.723
jock	jok	0.592	0.656	0.473
jockey	jokey	0.562	0.644	0.703
jockstrap	jockstrap	0.347	0.431	0.390
jog	jog	0.510	0.708	0.519
jogger	jogger	0.417	0.510	0.424
john	Jon	0.562	0.382	0.327
join	qo'shiling	0.729	0.479	0.684
joined	qo'shildi	0.667	0.394	0.600
joining	qo'shilish	0.755	0.469	0.685
joint	qo'shma	0.615	0.392	0.566
jointly	birgalikda	0.708	0.425	0.602
joke	hazil	0.704	0.610	0.316
joker	joker	0.771	0.760	0.416
joking	hazil qilish	0.776	0.839	0.407
jolly	jolly	0.959	0.705	0.708
jolt	jolt	0.365	0.708	0.358
jornada	NO TRANSLATION	0.417	0.500	0.533
jot	jot	0.406	0.323	0.350
jour	NO TRANSLATION	0.479	0.394	0.415
journal	jurnal	0.688	0.240	0.352
journalism	jurnalistika	0.622	0.500	0.684
journalist	jurnalist	0.542	0.452	0.732
journalistic	jurnalistik	0.696	0.449	0.495
journey	sayohat	0.910	0.702	0.625
journeyman	sayohatchi	0.765	0.596	0.741
joust	joust	0.520	0.528	0.551
jovial	jovial	0.823	0.460	0.526
joy	quvonch	0.980	0.824	0.794
joyful	quvnoq	0.990	0.740	0.667
joyous	quvonchli	0.958	0.580	0.728
joyride	quvonch	0.694	0.550	0.500
joys	quvonch	0.981	0.643	0.651
jubilant	jubilant	0.844	0.673	0.664
jubilee	yubiley	0.916	0.500	0.579
judge	hukm qilish	0.510	0.604	0.857
judged	hukm qilindi	0.281	0.686	0.722
judging	hukm qilish	0.240	0.625	0.693
judgment	hukm	0.396	0.600	0.816
judgmental	hukm qilish	0.330	0.602	0.579
judicial	sud	0.378	0.667	0.833
judiciary	sud tizimi	0.439	0.740	0.897
judicious	mulohazali	0.630	0.432	0.772
judo	judo	0.500	0.790	0.612
jug	qozon	0.520	0.250	0.213
juggle	juggle	0.594	0.760	0.426
juggler	juggler	0.633	0.821	0.480
juggling	jodgling	0.562	0.874	0.346
jugular	jiguli	0.271	0.573	0.426
juice	sharbat	0.776	0.281	0.352
juicer	sharbat chiqargich	0.552	0.520	0.564
juicy	suvli	0.823	0.529	0.490
juju	NO TRANSLATION	0.541	0.519	0.206
juke	juke	0.500	0.491	0.410
jukebox	jukebox	0.699	0.540	0.429
jumble	xiralashmoq	0.357	0.613	0.331
jumbled	jim bo'ldi	0.292	0.602	0.445
jumbo	jumbo	0.680	0.552	0.447
jump	sakramoq	0.625	0.865	0.611
jump rope	atlamoq	0.656	0.660	0.368
jumper	jumper	0.615	0.336	0.481
jumpsuit	suzish vositasi	0.562	0.365	0.361
jumpy	jozibali	0.353	0.810	0.216
junction	birlashma	0.490	0.481	0.364
juncture	to'qnashuv	0.365	0.582	0.491
jungle	o'rmon	0.500	0.510	0.481
junior	yosh	0.635	0.343	0.304
juniper	archa	0.583	0.327	0.352
junk	ahamiyatsiz	0.115	0.481	0.118
junket	junket	0.490	0.519	0.386
junkie	joni	0.135	0.860	0.363
junky	junky	0.385	0.595	0.343
junkyard	junkyard	0.177	0.398	0.302
junta	junta	0.451	0.503	0.704
juridical	yuridik	0.520	0.431	0.873
jurisdiction	yurisdiktsiya	0.480	0.580	0.820
jurisprudence	huquqshunoslik	0.360	0.425	0.764
jurist	huquqshunos	0.479	0.523	0.713
juror	hakam	0.582	0.640	0.750
jury	hakamlar hay'ati	0.479	0.607	0.789
justice	adolat	0.760	0.538	0.787
justifiable	haqli	0.786	0.413	0.821
justification	oqlash	0.622	0.444	0.661
justify	oqlash	0.612	0.473	0.615
juststop	NO TRANSLATION	0.417	0.379	0.364
justthebeginning	NO TRANSLATION	0.573	0.451	0.481
jute	jute	0.551	0.216	0.295
juvenile	balog'atga etmagan bolalar	0.678	0.490	0.526
juxtaposition	yonma-yon	0.427	0.500	0.460
kaiser	kaiser	0.470	0.509	0.690
kale	qal'a	0.469	0.226	0.411
kaleidoscope	kaleydoskop	0.615	0.439	0.580
kamikaze	kamikaze	0.204	0.810	0.645
kangaroo	kanguru	0.716	0.333	0.301
kanji	kanji	0.510	0.413	0.425
kappa	kappa	0.469	0.375	0.366
kaput	NO TRANSLATION	0.281	0.441	0.440
karaoke	karaoke	0.763	0.649	0.342
karate	karate	0.562	0.833	0.598
karma	karma	0.500	0.510	0.537
karmic	karmik	0.357	0.459	0.464
kayak	qayiq	0.592	0.600	0.364
kazoo	kazoo	0.503	0.462	0.411
kebab	kebap	0.531	0.431	0.377
keel	keel	0.344	0.417	0.419
keen	o'tkir	0.823	0.719	0.806
keep	saqlamoq	0.714	0.296	0.547
keeper	darvozabon	0.612	0.457	0.773
keeping	saqlash	0.592	0.280	0.723
keepsake	xotirjam bo'ling	0.740	0.307	0.491
keg	keg	0.551	0.389	0.404
kelp	kelp	0.479	0.264	0.213
ken	ken	0.438	0.409	0.360
kennel	kennel	0.430	0.480	0.406
kerchief	ro'molcha	0.520	0.189	0.236
kern	kern	0.438	0.420	0.449
kernel	yadro	0.542	0.453	0.462
kerosene	kerosin	0.302	0.472	0.427
ketchup	ketchup	0.653	0.338	0.282
kettle	choynak	0.357	0.497	0.333
key	kalit	0.615	0.275	0.519
keyboard	klaviatura	0.573	0.279	0.349
keyed	tugmachani bosing	0.469	0.497	0.521
keyhole	asosiy teshik	0.438	0.358	0.356
keynote	kalit so'z	0.630	0.431	0.545
keypad	klaviatura	0.604	0.255	0.330
keystone	asosiy tosh	0.573	0.438	0.491
keyword	kalit so'z	0.602	0.520	0.747
khaki	xaki	0.594	0.252	0.278
khan	Xon	0.463	0.476	0.529
kibble	kibble	0.510	0.458	0.404
kick	kick	0.271	0.791	0.526
kickboxing	kikboksing	0.427	0.882	0.651
kicker	kicker	0.427	0.711	0.614
kicking	tekme	0.327	0.802	0.510
kickoff	tashlamoq; boshlamoq	0.583	0.600	0.629
kid	bola	0.760	0.453	0.298
kidder	o'g'ri	0.708	0.768	0.471
kidding	hazil	0.622	0.625	0.457
kiddo	kiddo	0.674	0.393	0.419
kiddos	kiddos	0.500	0.480	0.342
kidnap	o'g'irlash	0.032	0.923	0.535
kidnapped	o'g'irlab ketilgan	0.044	0.923	0.455
kidnapper	o'g'irlangan	0.115	0.906	0.618
kidnapping	o'g'irlash	0.094	0.880	0.561
kidney	buyrak	0.448	0.363	0.380
kids	bolalar	0.837	0.500	0.417
kill	o'ldirish	0.052	0.941	0.736
killer	qotil	0.041	0.971	0.543
killing	o'ldirish	0.080	0.959	0.696
killjoy	o'ldirish	0.178	0.550	0.324
kiln	o'choq	0.451	0.423	0.414
kilo	NO TRANSLATION	0.438	0.358	0.461
kilogram	kilogramm	0.510	0.260	0.455
kilometer	kilometr	0.490	0.439	0.485
kilt	kilt	0.448	0.346	0.348
kimono	kimono	0.643	0.280	0.363
kin	kin	0.543	0.441	0.457
kind	mehribon	0.918	0.240	0.618
kindergarten	bolalar bog'chasi	0.833	0.462	0.308
kindling	yoqish	0.520	0.651	0.421
kindness	mehribonlik	0.938	0.350	0.508
kindred	qarindoshlar	0.760	0.418	0.517
kinematics	kinematika	0.594	0.480	0.614
kinesiology	kinesiologiya	0.491	0.480	0.633
kinetic	kinetik	0.582	0.540	0.537
king	shoh	0.677	0.690	0.892
king snake	qirol ilon	0.458	0.835	0.647
kingdom	shohlik	0.714	0.547	0.910
kingpin	shohpin	0.357	0.626	0.642
kink	kink	0.337	0.634	0.321
kinky	xiralashgan	0.449	0.558	0.361
kinship	qarindoshlik	0.771	0.300	0.652
kiosk	kiosk	0.500	0.286	0.321
kirk	kirk	0.510	0.390	0.388
kiss	o'pish	0.967	0.813	0.630
kisser	kisser	0.844	0.682	0.618
kissy	kissy	0.874	0.684	0.402
kit	kit	0.583	0.344	0.420
kitchen	oshxona	0.700	0.234	0.398
kite	uchish	0.643	0.500	0.573
kitten	mushukchalar	0.816	0.343	0.260
kiwi	kivi	0.646	0.273	0.282
klutz	klutz	0.275	0.451	0.356
knack	chirkin	0.562	0.518	0.820
knapsack	noqulay	0.551	0.317	0.268
knead	yoğurun	0.490	0.457	0.345
knee	tizza	0.520	0.245	0.396
kneecap	kneecap	0.427	0.360	0.440
kneel	tizzalari	0.426	0.417	0.217
kneeling	tiz cho'kkancha	0.245	0.435	0.144
knell	knell	0.354	0.500	0.377
knick	knick	0.480	0.509	0.420
knickers	pichoqlar	0.552	0.428	0.328
knife	pichoq	0.344	0.717	0.573
knight	knight	0.780	0.441	0.835
knighthood	ritsarlik	0.740	0.660	0.769
knit	trikotaj	0.630	0.144	0.295
knob	tugmachasini bosing	0.340	0.360	0.272
knock	taqillat	0.312	0.531	0.527
knockoff	to'qnashuv	0.350	0.606	0.240
knockout	nokaut bilan yiqitmoq; ishdan chiqarilgan	0.388	0.755	0.664
knoll	knoll	0.434	0.347	0.333
knot	tugun	0.541	0.221	0.408
knots	tugunlar	0.418	0.346	0.267
knotted	tuguncha	0.226	0.412	0.294
know	bilaman	0.765	0.361	0.704
knowing	bilish	0.833	0.353	0.658
knowingly	bila turib	0.500	0.459	0.481
knowledge	bilim	0.847	0.430	0.896
knowledgeable	bilimdon	0.865	0.455	0.971
knuckle	qoshiq	0.655	0.333	0.393
knucklehead	qoshiq	0.157	0.485	0.288
knuckles	biqinlar	0.271	0.461	0.320
koala	koala	0.608	0.210	0.311
kook	NO TRANSLATION	0.417	0.471	0.398
kooky	kooky	0.418	0.582	0.366
kool-aid	kool-yordam	0.531	0.318	0.393
kos	kos	0.500	0.471	0.407
kosher	kosher	0.469	0.443	0.312
kraut	NO TRANSLATION	0.388	0.500	0.390
kris	kris	0.427	0.417	0.407
kryptonite	kriptonit	0.306	0.690	0.588
kudos	qudos	0.925	0.587	0.642
kumquat	kumquat	0.417	0.426	0.390
lab	laboratoriya	0.479	0.500	0.600
label	yorlig'i	0.582	0.245	0.423
labor	mehnat	0.594	0.639	0.754
laboratory	laboratoriya	0.571	0.490	0.537
labored	mehnat qildi	0.646	0.451	0.637
laborer	ishchi	0.561	0.510	0.698
laboring	mehnat	0.705	0.644	0.737
laborious	mehnatkash	0.393	0.635	0.709
labyrinth	labirint	0.479	0.811	0.491
lac	lac	0.408	0.418	0.331
lace	dantel	0.625	0.200	0.293
laceration	laseratsiya	0.143	0.667	0.443
lack	etishmasligi	0.250	0.365	0.242
lackey	yo'q	0.260	0.510	0.166
lacking	yo'q	0.229	0.375	0.121
lackluster	beqaror	0.250	0.311	0.264
lacquer	lak bilan qoplangan	0.510	0.353	0.258
lacrosse	lakros	0.573	0.656	0.509
lactose	laktoza	0.479	0.290	0.433
lad	erkak	0.637	0.388	0.336
ladder	narvon	0.560	0.438	0.358
laddie	laddie	0.668	0.539	0.391
laden	yuklangan	0.392	0.478	0.554
lading	yuk tashish	0.388	0.463	0.409
ladle	qoziq	0.531	0.368	0.352
lady	xonim	0.854	0.481	0.602
lady bug	NO TRANSLATION	0.490	0.434	0.381
ladybug	ladybug	0.602	0.400	0.224
ladylike	ayolga o'xshash	0.592	0.559	0.538
ladyship	ayollik	0.561	0.480	0.822
lag	kechikish	0.220	0.375	0.246
lager	NO TRANSLATION	0.584	0.480	0.353
lagging	kechikish	0.135	0.538	0.277
lagoon	lagun	0.660	0.231	0.373
lair	to'shak	0.469	0.438	0.392
laity	laity	0.510	0.320	0.487
lake	ko'l	0.694	0.196	0.425
lama	NO TRANSLATION	0.560	0.320	0.400
lamb	qo'zichoq	0.646	0.284	0.321
lame	cho'loq	0.145	0.410	0.217
lament	qichqiradi	0.198	0.398	0.352
lamenting	qichqiriq	0.156	0.390	0.254
lamina	lamina	0.510	0.314	0.408
laminated	laminatlangan	0.417	0.304	0.373
lamp	chiroq	0.510	0.260	0.309
lamppost	chiroq ustuni	0.420	0.337	0.455
lance	nayza	0.406	0.620	0.587
lancer	lançer	0.417	0.528	0.519
land	er	0.582	0.260	0.616
landed	tushdi	0.709	0.620	0.480
landfall	qoldiqlari	0.521	0.434	0.407
landfill	poligon	0.398	0.423	0.324
landing	hodisa	0.552	0.696	0.596
landlady	uy egasi	0.677	0.303	0.417
landlocked	dengizga chiqish imkoni yo'q	0.280	0.391	0.367
landlord	uy egasi	0.684	0.500	0.858
landmark	diqqatga sazovor joy	0.694	0.355	0.681
lands	erlar	0.594	0.280	0.492
landscape	manzara	0.719	0.176	0.423
landscaping	ko'kalamzorlashtirish	0.823	0.379	0.519
landslide	er ko'chkilari	0.250	0.864	0.530
lane	chiziq	0.449	0.490	0.451
language	tili	0.677	0.337	0.704
languid	shafqatsiz	0.281	0.270	0.283
languish	yo'qotish	0.235	0.408	0.382
languishing	lanj	0.308	0.459	0.353
lanky	lanky	0.412	0.426	0.370
lantern	chiroq	0.622	0.250	0.243
lap	lap	0.583	0.510	0.412
lapdog	lapdog	0.388	0.490	0.269
lapel	yostig'i	0.460	0.287	0.288
lapse	kechikish	0.420	0.316	0.281
lapsed	bekor qilindi	0.357	0.333	0.276
laptop	noutbuk	0.724	0.270	0.519
larceny	larzeni	0.272	0.821	0.454
lard	lard	0.427	0.239	0.179
larder	larda	0.656	0.290	0.509
large	katta	0.704	0.565	0.736
larger	katta	0.729	0.654	0.763
largo	NO TRANSLATION	0.521	0.480	0.517
lark	lark	0.570	0.292	0.352
larva	larva	0.245	0.423	0.254
laryngitis	laringit	0.125	0.500	0.370
larynx	larinx	0.460	0.420	0.402
lasagna	lazanya	0.719	0.441	0.396
laser	lazer	0.469	0.531	0.769
lash	kirpik	0.235	0.794	0.609
lass	lass	0.656	0.536	0.433
lasso	lasso	0.438	0.460	0.339
lastday	NO TRANSLATION	0.309	0.580	0.463
lasting	doimiy	0.804	0.535	0.745
lastminute	oxirgi	0.418	0.582	0.385
latch	mandala	0.395	0.263	0.288
late	kech	0.245	0.358	0.315
lateness	kechikish	0.214	0.388	0.343
latent	yashirin	0.469	0.500	0.653
lateral	lateral	0.469	0.370	0.322
laterally	lateral ravishda	0.562	0.255	0.450
latex	lateks	0.479	0.413	0.325
lathe	torna	0.510	0.450	0.425
lather	ko'pik	0.635	0.327	0.313
latitude	kenglik	0.562	0.306	0.490
latrine	dorixona	0.380	0.353	0.176
latrines	dachalar	0.214	0.462	0.267
latte	Latte	0.615	0.320	0.311
lattice	qafas	0.406	0.420	0.349
laud	laud	0.493	0.427	0.383
laudable	maqtovga sazovor	0.740	0.472	0.682
laudation	la'natlash	0.542	0.547	0.623
laudatory	la'natlovchi	0.612	0.417	0.450
laugh	kulmoq	0.980	0.639	0.587
laughable	kulgili	0.592	0.627	0.298
laughing	kuladimi	0.906	0.596	0.534
laughingstock	NO TRANSLATION	0.427	0.779	0.312
laughs	kuladimi	0.812	0.846	0.425
laughter	kulgu	0.959	0.654	0.588
launch	ishga tushirish	0.684	0.814	0.598
launcher	boshlovchi	0.677	0.745	0.808
launches	ishga tushirildi	0.490	0.663	0.602
launder	yuvish	0.479	0.450	0.349
laundering	kir yuvish	0.439	0.327	0.444
laundry	kir yuvish	0.644	0.292	0.377
laureate	laureat	0.724	0.402	0.702
laurel	laurel	0.646	0.146	0.302
laurels	laurels	0.684	0.279	0.545
lava	lava	0.280	0.539	0.615
lavage	lavaj	0.615	0.467	0.361
lavatory	lavlagi	0.510	0.400	0.259
lavender	lavanta	0.812	0.198	0.388
lavish	juda boy	0.792	0.648	0.730
law	qonun	0.740	0.590	0.815
lawful	qonuniy	0.660	0.394	0.780
lawless	qonunsiz	0.219	0.690	0.420
lawlessness	qonunsizlik	0.156	0.804	0.509
lawman	huquqshunos	0.510	0.523	0.786
lawn	maysazor	0.686	0.153	0.192
lawnmower	chim kesuvchi mashina	0.480	0.531	0.355
lawsuit	da'vo	0.219	0.794	0.611
lawyer	yurist	0.521	0.569	0.784
lax	bo'shashmasdan	0.430	0.401	0.300
laxative	lakshatkich	0.271	0.550	0.528
lay	yotish	0.521	0.336	0.491
layaway	yotish joyi	0.429	0.510	0.451
layer	qatlam	0.500	0.208	0.366
layered	qatlamli	0.571	0.306	0.436
layman	soqchi	0.531	0.339	0.424
layout	tartibi	0.615	0.442	0.557
layover	joylashish	0.520	0.355	0.500
laziness	dangasa	0.271	0.240	0.132
lazy	dangasa	0.392	0.264	0.096
lazyday	NO TRANSLATION	0.337	0.319	0.145
lea	Lea	0.583	0.294	0.358
lead	qo'rg'oshin	0.323	0.657	0.455
leaded	boshqargan	0.439	0.625	0.595
leader	lideri	0.833	0.582	0.926
leadership	etakchilik	0.870	0.690	0.983
leading	etakchi	0.823	0.698	0.954
leads	olib keladi	0.530	0.471	0.615
leaf	barg	0.583	0.156	0.294
leaflet	buklet	0.490	0.206	0.375
leafy	bargli	0.653	0.530	0.700
league	ligaga	0.656	0.340	0.462
leak	oqish	0.378	0.833	0.520
leakage	oqish	0.188	0.731	0.528
leaky	sızıntılı	0.170	0.686	0.288
lean	yaltiroq	0.734	0.353	0.438
leaned	suyangan	0.570	0.373	0.490
leaning	suyanish	0.480	0.409	0.352
leap	pog'ona	0.750	0.663	0.667
learn	o'rganing	0.833	0.643	0.829
learned	bilib oldim	0.704	0.462	0.543
learner	o'quvchi	0.698	0.475	0.398
learning	o'rganish	0.833	0.588	0.574
lease	ijaraga berish	0.520	0.463	0.545
leash	tozalang	0.320	0.347	0.427
leather	teri	0.510	0.324	0.341
leathery	chiroyli	0.418	0.471	0.411
leave	qoldiring	0.375	0.315	0.295
leavemealone	meni o'z holimga qo'yinglar	0.240	0.472	0.402
leaving	qoldiring	0.163	0.542	0.371
lecherous	og'riqli	0.135	0.704	0.376
lecture	leksiya	0.594	0.462	0.737
lecturer	o'qituvchi	0.677	0.549	0.736
ledge	chizilgan	0.406	0.235	0.339
ledger	kitob	0.510	0.362	0.609
lee	lee	0.510	0.269	0.296
leech	suluk	0.250	0.623	0.268
leeches	suluk	0.115	0.698	0.295
leer	NO TRANSLATION	0.612	0.348	0.509
leery	jigarrang	0.337	0.640	0.410
lees	NO TRANSLATION	0.360	0.567	0.406
leeway	ketish	0.562	0.577	0.569
left	chapda	0.354	0.370	0.361
leftout	NO TRANSLATION	0.229	0.365	0.245
leftover	qolgan	0.490	0.460	0.222
leftovers	qoldiqlar	0.219	0.350	0.116
lefty	chap	0.490	0.406	0.379
leg	oyoq	0.510	0.373	0.313
legacy	meros	0.792	0.529	0.827
legal	qonuniy	0.653	0.387	0.887
legality	qonuniylik	0.765	0.343	0.713
legalize	qonuniylashtirish	0.510	0.460	0.818
legalized	qonuniylashtirildi	0.760	0.440	0.855
legally	qonuniy ravishda	0.771	0.482	0.842
legend	afsona	0.837	0.519	0.750
legendary	afsonaviy	0.857	0.537	0.863
legibility	okunabilirlik	0.771	0.481	0.580
legible	tushunarli	0.673	0.279	0.509
legion	legion	0.469	0.570	0.852
legislate	qonunchilik	0.571	0.582	0.736
legislation	qonunchilik	0.531	0.418	0.808
legislative	qonunchilik	0.633	0.365	0.800
legislator	qonun chiqaruvchi	0.490	0.580	0.877
legislature	qonun chiqaruvchi organ	0.540	0.435	0.698
legit	qonuniy	0.747	0.427	0.849
legitimacy	qonuniylik	0.823	0.420	0.855
legitimate	qonuniy	0.792	0.363	0.841
lego	Lego	0.600	0.294	0.189
legs	oyoqlari	0.479	0.407	0.228
legume	dukkaklilar	0.520	0.302	0.465
legwork	oyoq ishi	0.622	0.560	0.509
leisure	dam olish	0.631	0.429	0.421
leisurely	asta-sekinlik bilan	0.806	0.250	0.367
lemma	lemma	0.530	0.284	0.391
lemon	limon	0.596	0.317	0.316
lemonade	limonad	0.661	0.287	0.412
lend	qarz berish	0.520	0.461	0.508
lender	qarz beruvchi	0.340	0.520	0.703
lending	qarz berish	0.510	0.585	0.462
length	uzunligi	0.479	0.308	0.533
lengthen	Uzaytirish	0.619	0.481	0.566
lengthened	uzaytirildi	0.448	0.530	0.474
lengthening	uzaytirish	0.673	0.530	0.528
lengthwise	uzunligi bo'yicha	0.571	0.470	0.528
lengthy	uzunligi	0.570	0.342	0.528
leniency	yumshoqlik	0.517	0.436	0.545
lenient	yumshoq	0.520	0.451	0.340
lens	ob'ektiv	0.420	0.245	0.472
leopard	leopard	0.542	0.755	0.611
leotard	leotard	0.510	0.429	0.391
leper	moxov	0.075	0.589	0.206
leprechaun	leprechaun	0.417	0.480	0.417
leprosy	moxov	0.130	0.670	0.349
lesbian	lezbiyen	0.385	0.660	0.415
lesbianism	lezbiyenlik	0.327	0.725	0.440
lesion	zararlanish	0.240	0.623	0.361
less	Kamroq	0.265	0.240	0.115
lessee	lizing oluvchisi	0.417	0.474	0.595
lessen	kamaytirish	0.235	0.284	0.255
lessening	kamaytirish	0.375	0.300	0.277
lesser	kamroq	0.396	0.167	0.211
lesson	dars	0.704	0.577	0.593
lessor	lizing beruvchisi	0.552	0.490	0.623
let	bo'lsin	0.427	0.373	0.307
lethal	o'lik	0.156	0.800	0.745
lethargic	letargik	0.214	0.245	0.375
lethargy	uyqusizlik	0.194	0.302	0.316
letter	xat	0.635	0.279	0.342
lettered	maktub yozdi	0.542	0.361	0.482
letterhead	Antetli qog'oz	0.450	0.316	0.462
lettering	harflar	0.541	0.180	0.431
letters	harflari	0.663	0.327	0.364
lettuce	sutcho'p	0.594	0.163	0.291
leukemia	lösemi	0.094	0.572	0.351
levee	levee	0.520	0.324	0.490
level	Daraja	0.622	0.277	0.491
lever	qo'li	0.400	0.343	0.402
leverage	kaldıraç	0.459	0.500	0.629
levitate	levitate	0.561	0.598	0.551
levy	yig'im	0.438	0.420	0.491
lewd	levd	0.188	0.673	0.412
lexicon	leksikon	0.561	0.463	0.615
ley	NO TRANSLATION	0.604	0.389	0.764
liabilities	majburiyatlar	0.429	0.608	0.694
liability	majburiyat	0.646	0.500	0.802
liable	javobgar	0.656	0.519	0.821
liaison	aloqa	0.698	0.337	0.472
liar	yolg'onchi	0.042	0.606	0.339
libel	tuhmat qilish	0.128	0.694	0.403
libelous	tuhmat qilish	0.125	0.735	0.436
liberal	liberal	0.565	0.565	0.755
liberalism	liberalizm	0.562	0.712	0.750
liberate	ozod qilish	0.760	0.632	0.708
liberated	ozod qilindi	0.780	0.630	0.683
liberating	ozod qilish	0.915	0.620	0.745
liberation	ozod qilish	0.745	0.614	0.857
liberty	ozodlik	0.938	0.579	0.836
libido	libido	0.770	0.602	0.571
librarian	kutubxonachi	0.625	0.135	0.509
library	kutubxona	0.776	0.122	0.549
libretto	libretto	0.612	0.328	0.406
