Word	Hindi-hi	Valence	Arousal	Dominance
peanut	मूंगफली	0.646	0.202	0.246
peanuts	मूंगफली	0.542	0.294	0.324
pear	नाशपाती	0.677	0.158	0.241
pearl	मोती	0.905	0.425	0.642
pearly	मोती के रंग का	0.635	0.337	0.373
peas	मटर	0.542	0.283	0.310
peasant	किसान	0.530	0.275	0.407
peat	पीट	0.333	0.655	0.504
pebble	कंकड़	0.354	0.353	0.287
pecan	एक प्रकार का अखरोट	0.552	0.316	0.358
peck	पत्थर फेंकना	0.202	0.530	0.321
pecker	चोंच	0.459	0.509	0.375
peculiar	अजीब	0.600	0.491	0.564
peculiarities	peculiarities	0.511	0.460	0.528
peculiarity	ख़ासियत	0.439	0.452	0.652
peculiarly	विचित्र रूप से	0.615	0.450	0.454
pecuniary	धन-संबंधी	0.490	0.490	0.500
pedal	पेडल	0.500	0.320	0.342
pedantic	पंडिताऊ	0.229	0.608	0.253
peddle	तंग करना	0.539	0.549	0.538
peddler	गप्पी	0.408	0.481	0.390
pedestal	कुरसी	0.735	0.284	0.579
pedestrian	पैदल यात्री	0.438	0.360	0.448
pediatric	बाल चिकित्सा	0.560	0.462	0.490
pediatrician	बच्चों का चिकित्सक	0.602	0.500	0.627
pediatrics	बच्चों की दवा करने की विद्या	0.750	0.380	0.596
pedicure	पेडीक्योर	0.695	0.269	0.296
pedigree	वंशावली	0.625	0.340	0.609
pedometer	pedometer	0.469	0.561	0.405
pedophile	पीडोफाइल	0.051	0.724	0.430
pee	मूत्र	0.449	0.529	0.391
peek	झांकना	0.486	0.360	0.411
peekaboo	पीकाबू	0.592	0.607	0.412
peel	छाल	0.439	0.250	0.279
peep	झलक	0.573	0.317	0.269
peeper	आईना	0.182	0.537	0.343
peephole	peephole	0.479	0.500	0.310
peer	सहकर्मी	0.458	0.321	0.569
peering	झाँक रहा	0.514	0.409	0.451
peerless	अद्वितीय	0.688	0.450	0.462
peeved	नाराज़	0.156	0.750	0.467
peg	खूंटी	0.520	0.357	0.393
pegs	खूंटे	0.408	0.286	0.386
peice	NO TRANSLATION	0.479	0.422	0.398
pelagic	समुद्री	0.521	0.554	0.491
pelican	हवासील	0.573	0.391	0.380
pellet	गोली	0.448	0.390	0.466
pelvic	श्रोणि	0.320	0.632	0.373
pelvis	श्रोणि	0.378	0.618	0.380
pen	कलम	0.622	0.194	0.250
penal	दंडात्मक	0.208	0.565	0.610
penalty	दंड	0.062	0.490	0.240
penance	तपस्या	0.219	0.667	0.463
penchant	लगन	0.688	0.480	0.609
pencil	पेंसिल	0.552	0.200	0.263
pendant	लटकन	0.676	0.321	0.385
pendency	लम्बित	0.396	0.452	0.472
pendent	NO TRANSLATION	0.470	0.380	0.425
pending	अपूर्ण	0.396	0.441	0.473
pendulum	लंगर	0.542	0.368	0.434
penetrate	घुसना	0.287	0.877	0.732
penetrating	मर्मज्ञ	0.469	0.792	0.782
penetration	प्रवेश	0.438	0.885	0.792
penguin	पेंगुइन	0.615	0.296	0.307
penicillin	पेनिसिलिन	0.417	0.431	0.566
penile	शिश्न	0.490	0.736	0.491
peninsula	प्रायद्वीप	0.551	0.384	0.627
penis	लिंग	0.354	0.810	0.556
penitent	अनुतापी	0.542	0.530	0.508
penitentiary	जेल	0.229	0.726	0.491
penmanship	लेखक की शैली	0.677	0.284	0.509
pennant	पताका	0.542	0.380	0.426
penniless	दरिद्र	0.062	0.316	0.083
penny	पैसे	0.615	0.302	0.324
pension	पेंशन	0.625	0.409	0.406
pensioner	पेंशनभोगी	0.440	0.245	0.442
pensive	चिंताग्रस्त	0.540	0.220	0.529
pentagon	पंचकोण	0.490	0.636	0.774
pentagram	पेंटाग्राम	0.510	0.433	0.466
penthouse	सायबान	0.592	0.430	0.395
penultimate	अंत से पहले	0.469	0.366	0.255
people	लोग	0.604	0.400	0.500
peopled	peopled	0.594	0.450	0.679
pep	जोश	0.510	0.510	0.364
pepper	मिर्च	0.400	0.539	0.328
peppermint	पुदीना	0.720	0.264	0.271
pepperoni	पेपरौनी	0.796	0.472	0.358
peppy	क्रियात्मक	0.677	0.529	0.438
peptic	पाचक	0.398	0.463	0.362
peptide	पेप्टाइड	0.380	0.480	0.411
perceive	समझना	0.653	0.490	0.655
percent	प्रतिशत	0.470	0.350	0.356
percentage	प्रतिशत	0.469	0.400	0.553
percentile	प्रतिशतक	0.479	0.410	0.390
perceptible	प्रत्याक्ष	0.710	0.460	0.620
perception	अनुभूति	0.653	0.481	0.655
perceptive	भेदक	0.745	0.500	0.741
perch	बसेरा	0.531	0.300	0.314
perchance	मुमकिन है	0.480	0.224	0.298
percolation	टपकन	0.397	0.417	0.415
percussion	टक्कर	0.622	0.635	0.642
perdition	तबाही	0.135	0.656	0.496
peremptory	आज्ञसूचक	0.429	0.426	0.606
perennial	चिरस्थायी	0.527	0.358	0.500
perfect	उत्तम	0.980	0.471	0.870
perfection	पूर्णता	0.881	0.745	0.934
perfectionist	पूर्णतावादी	0.667	0.704	0.905
perfecto	NO TRANSLATION	0.802	0.567	0.889
perforated	छिद्रित	0.219	0.607	0.344
perforation	वेध	0.365	0.668	0.578
perforce	ख़ामख़ाह	0.357	0.689	0.354
perform	प्रदर्शन	0.765	0.555	0.773
performance	प्रदर्शन	0.750	0.520	0.672
performer	अभिनेता	0.541	0.530	0.708
perfume	इत्र	0.740	0.472	0.463
perfumed	सुगंधित	0.816	0.471	0.509
peri	पेरी	0.448	0.433	0.370
peridot	Peridot	0.458	0.481	0.435
peril	जोखिम	0.052	0.910	0.518
perilous	जोखिम	0.143	0.862	0.575
perimeter	परिधि	0.470	0.443	0.555
period	अवधि	0.396	0.324	0.588
periodic	सामयिक	0.677	0.324	0.508
periodical	नियत कालीन	0.550	0.298	0.430
periodically	समय-समय	0.480	0.314	0.515
periodicity	दौरा	0.646	0.324	0.645
peripheral	परिधीय	0.406	0.406	0.549
periphery	उपनगर	0.469	0.360	0.366
periscope	पेरिस्कोप	0.604	0.375	0.609
perish	नाश	0.296	0.570	0.415
perishable	नष्ट होनेवाला	0.270	0.464	0.354
perished	मारे गए	0.135	0.596	0.225
perishing	अनित्य	0.229	0.423	0.148
perjury	झूठा साक्ष्य	0.229	0.686	0.409
perk	उबाल आना	0.903	0.519	0.682
perky	दिलेर	0.896	0.792	0.673
perm	पर्म	0.667	0.465	0.741
permanence	स्थायित्व	0.771	0.370	0.708
permanent	स्थायी	0.745	0.345	0.736
permeable	प्रवेश के योग्य	0.635	0.402	0.495
permeate	चूना	0.417	0.410	0.407
permeation	रसना	0.418	0.559	0.536
permissible	जायज़	0.684	0.646	0.612
permission	अनुमति	0.612	0.311	0.580
permissive	अनुमोदक	0.633	0.389	0.413
permit	परमिट	0.733	0.349	0.518
permitted	अनुमति है	0.865	0.410	0.613
permitting	की अनुमति	0.724	0.481	0.661
permutation	परिवर्तन	0.385	0.588	0.500
pernicious	तेज़	0.229	0.600	0.382
peroxide	पेरोक्साइड	0.458	0.529	0.510
perpendicular	सीधा	0.510	0.398	0.439
perpetrate	पाप करना	0.327	0.837	0.732
perpetrator	अपराधी	0.229	0.765	0.538
perpetual	लगातार	0.625	0.438	0.741
perpetually	नित्य	0.510	0.473	0.868
perpetuate	यादगार बनाना	0.397	0.588	0.788
perpetuation	स्थायीकरण	0.510	0.677	0.716
perpetuity	अनंत काल	0.590	0.434	0.759
perplexed	विकल	0.312	0.705	0.318
perplexing	हैरान करनेवाला	0.316	0.530	0.362
perplexity	विकलता	0.275	0.720	0.500
persecute	सताना	0.281	0.873	0.509
persecution	उत्पीड़न	0.229	0.865	0.660
perseverance	दृढ़ता	0.888	0.630	0.796
persevere	दृढ़ रहना	0.802	0.583	0.937
persist	दृढ़ रहना	0.765	0.644	0.727
persistence	हठ	0.684	0.611	0.873
persistent	दृढ़	0.646	0.667	0.815
persisting	बने	0.697	0.677	0.745
person	व्यक्ति	0.646	0.363	0.596
persona	NO TRANSLATION	0.741	0.480	0.743
personable	चित्ताकर्षक	0.816	0.520	0.637
personage	व्यक्ति	0.653	0.324	0.698
personal	निजी	0.750	0.311	0.467
personality	व्यक्तित्व	0.896	0.513	0.790
personification	अवतार	0.760	0.471	0.691
personnel	कर्मियों	0.729	0.344	0.587
persons	व्यक्तियों	0.869	0.302	0.588
perspective	परिप्रेक्ष्य	0.688	0.470	0.704
perspiration	पसीना	0.385	0.667	0.490
persuade	राज़ी करना	0.620	0.618	0.709
persuasion	प्रोत्साहन	0.612	0.670	0.537
persuasive	प्रेरक	0.740	0.700	0.657
pert	फूलदार	0.469	0.460	0.348
pertinent	उचित	0.580	0.333	0.723
perturbation	गड़बड़ी	0.270	0.840	0.500
pertussis	काली खांसी	0.279	0.569	0.386
perusal	अध्ययन	0.622	0.235	0.543
peruse	सोचना	0.503	0.270	0.439
pervading	सर्वव्यापी	0.418	0.684	0.728
perverse	विकृत	0.146	0.808	0.464
perversion	विकृति	0.083	0.830	0.490
pervert	स्वमतत्यागी	0.082	0.863	0.500
perverted	विकृत	0.062	0.918	0.436
pesky	परेशान	0.250	0.760	0.431
pessimism	निराशावाद	0.083	0.484	0.264
pessimist	निराशावादी	0.125	0.470	0.218
pessimistic	निराशावादी	0.088	0.394	0.236
pest	कीट	0.188	0.680	0.452
pester	मचलना	0.143	0.780	0.385
pestilence	ताऊन	0.122	0.660	0.283
pestle	मूसल	0.427	0.463	0.426
pesto	पेस्टो	0.531	0.323	0.336
pet	पालतू	0.875	0.327	0.305
petal	पत्ती	0.810	0.194	0.211
petite	खूबसूरत	0.510	0.354	0.245
petition	याचिका	0.498	0.575	0.415
petitioner	याचिकाकर्ता	0.601	0.531	0.566
petloss	NO TRANSLATION	0.271	0.481	0.424
petpeeve	NO TRANSLATION	0.375	0.594	0.392
petrified	डर लगता	0.221	0.625	0.232
petrify	पत्थर बनाना	0.177	0.571	0.447
petrol	पेट्रोल	0.418	0.519	0.577
petroleum	पेट्रोलियम	0.583	0.451	0.640
petticoat	स्री	0.550	0.396	0.351
petting	पेटिंग	0.812	0.462	0.480
petty	क्षुद्र	0.210	0.537	0.236
petulant	ढीठ	0.247	0.685	0.491
petunia	गहरे नीले रंग	0.583	0.260	0.356
pew	बेंच	0.449	0.235	0.664
pewter	पारितोषिक	0.396	0.260	0.321
peyote	NO TRANSLATION	0.406	0.462	0.426
phalanx	व्यूह	0.398	0.398	0.455
phantom	प्रेत	0.260	0.759	0.448
pharaoh	फिरौन	0.656	0.491	0.798
pharmaceutical	दवा	0.500	0.435	0.562
pharmacist	फार्मासिस्ट	0.592	0.382	0.648
pharmacology	औषध विज्ञान	0.560	0.440	0.526
pharmacy	फार्मेसी	0.531	0.337	0.542
phase	अवस्था	0.645	0.300	0.482
pheasant	तीतर	0.541	0.362	0.292
phenomenal	अभूतपूर्व	0.915	0.750	0.918
phenomenon	घटना	0.625	0.721	0.848
pheromone	फेरोमोन	0.561	0.573	0.561
phew	ओफ़्फ़	0.531	0.429	0.302
phi	फ़ाई	0.420	0.361	0.452
philanthropic	परोपकारी	0.812	0.426	0.717
philanthropist	लोकोपकारक	0.704	0.463	0.623
philanthropy	लोकोपकार	0.745	0.412	0.801
philistine	अशिक्षित	0.390	0.500	0.491
philosopher	दार्शनिक	0.684	0.316	0.720
philosophic	दार्शनिक	0.688	0.270	0.655
philosophical	दार्शनिक	0.719	0.275	0.713
philosophy	दर्शन	0.684	0.255	0.640
phlegm	कफ	0.173	0.394	0.240
pho	फो	0.541	0.370	0.384
phobia	भय	0.173	0.904	0.291
phoenix	अचंभा	0.653	0.481	0.594
phone	फ़ोन	0.729	0.344	0.418
phonetic	ध्वन्यात्मक	0.542	0.435	0.536
phonetics	स्वर-विज्ञान	0.646	0.425	0.519
phonics	नादविद्या	0.490	0.519	0.455
phonograph	ग्रामोफ़ोन	0.561	0.398	0.565
phonology	स्वर विज्ञान	0.695	0.402	0.512
phony	जाली	0.115	0.592	0.202
phooey	phooey	0.333	0.490	0.352
phosphate	फॉस्फेट	0.500	0.306	0.407
phosphor	भास्वर	0.438	0.480	0.427
phosphorus	फास्फोरस	0.429	0.539	0.370
photo	तस्वीर	0.729	0.327	0.431
photogenic	प्रकाश उत्पन्न करनेवाला	0.780	0.500	0.495
photograph	फोटो	0.677	0.353	0.358
photographer	फोटोग्राफर	0.714	0.481	0.562
photographic	फोटो	0.761	0.429	0.564
photography	फोटोग्राफी	0.630	0.431	0.360
photometry	प्रकाश मापन	0.417	0.456	0.436
photon	फोटोन	0.459	0.439	0.455
phrase	मुहावरा	0.630	0.264	0.314
phraseology	पदावली	0.620	0.406	0.537
phylogeny	फिलोजेनी	0.378	0.410	0.481
physical	भौतिक	0.750	0.520	0.607
physical therapist	भौतिक चिकित्सक	0.531	0.337	0.775
physician	चिकित्सक	0.583	0.490	0.843
physicist	भौतिक विज्ञानी	0.635	0.538	0.693
physics	भौतिक विज्ञान	0.582	0.415	0.664
physiological	शारीरिक	0.510	0.418	0.620
physiology	शरीर क्रिया विज्ञान	0.521	0.451	0.519
physique	काया	0.643	0.500	0.543
pi	अनुकरणीय	0.469	0.265	0.400
pianist	पियानोवादक	0.806	0.491	0.573
piano	पियानो	0.704	0.343	0.438
piazza	बाज़ार का मैदान	0.625	0.471	0.472
piccolo	NO TRANSLATION	0.625	0.423	0.380
pick	चुनना	0.500	0.464	0.525
picked	उठाया	0.740	0.518	0.670
picker	कुदाल	0.534	0.340	0.609
picket	पहरे पर तैनात करना	0.365	0.615	0.451
picketing	धरना	0.330	0.557	0.471
pickle	अचार	0.593	0.449	0.288
pickled	मसालेदार	0.344	0.450	0.291
pickpocket	पाकेटमार	0.365	0.704	0.449
pickup	पिक अप	0.561	0.529	0.420
picky	picky	0.257	0.729	0.598
picnic	पिकनिक	0.625	0.470	0.375
pictorial	चित्रमय	0.704	0.481	0.476
picture	चित्र	0.714	0.308	0.462
pictures	चित्रों	0.653	0.240	0.405
picturesque	सुरम्य	0.802	0.491	0.483
pie	पाई	0.880	0.402	0.368
piece	टुकड़ा	0.646	0.245	0.367
piecemeal	क्रम से	0.615	0.269	0.319
pieceofshit	pieceofshit	0.083	0.724	0.292
pied	विचित्र	0.594	0.433	0.350
pier	घाट	0.583	0.279	0.445
pierce	प्रवेश करना	0.365	0.670	0.611
piety	शील	0.760	0.340	0.482
pig	सूअर	0.343	0.368	0.324
pigeon	कबूतर	0.688	0.224	0.276
piggy	सूअर का बच्चा	0.541	0.365	0.412
piggyback	पिग्गीबैक	0.438	0.490	0.343
pigheaded	बेवक़ूफ़	0.271	0.472	0.358
piglet	सूअर का बच्चा	0.540	0.443	0.250
pigment	रंग	0.390	0.333	0.339
pigskin	ज़ीन	0.347	0.449	0.300
pigsty	गंदा स्थान	0.133	0.529	0.221
pike	पाइक	0.427	0.410	0.452
pile	ढेर	0.461	0.320	0.539
piles	धन	0.469	0.423	0.468
pileup	ढेर लगाना	0.340	0.559	0.446
pilgrim	यात्री	0.531	0.404	0.569
pilgrimage	तीर्थ यात्रा	0.708	0.522	0.625
pill	गोली	0.573	0.407	0.368
pillage	लूट का माल	0.240	0.685	0.375
pillar	स्तंभ	0.583	0.330	0.684
pillbox	pillbox	0.385	0.339	0.296
pillow	तकिया	0.663	0.128	0.195
pillowcase	pillowcase	0.500	0.179	0.250
pilot	पायलट	0.688	0.680	0.736
pimp	दलाल	0.146	0.700	0.536
pimple	फुंसी	0.245	0.370	0.274
pin	पिन	0.438	0.346	0.390
pinball	पिनबॉल	0.582	0.640	0.442
pinch	चुटकी	0.340	0.632	0.339
pinching	बन्द रखो	0.250	0.788	0.345
pine	देवदार	0.583	0.225	0.312
pineapple	अनानास	0.677	0.316	0.245
ping	पिंग	0.541	0.490	0.391
pinhead	सिरा	0.459	0.300	0.308
pinhole	पिनहोल	0.375	0.279	0.345
pinion	पंख काटना	0.444	0.361	0.346
pink	गुलाबी	0.806	0.269	0.471
