Word	Galician-gl	Valence	Arousal	Dominance
lesson	lección	0.704	0.577	0.593
lessor	arrendador	0.552	0.490	0.623
let	imos	0.427	0.373	0.307
lethal	letal	0.156	0.800	0.745
lethargic	letargo	0.214	0.245	0.375
lethargy	letargo	0.194	0.302	0.316
letter	carta	0.635	0.279	0.342
lettered	letras	0.542	0.361	0.482
letterhead	membrete	0.450	0.316	0.462
lettering	letras	0.541	0.180	0.431
letters	cartas	0.663	0.327	0.364
lettuce	lechuga	0.594	0.163	0.291
leukemia	leucemia	0.094	0.572	0.351
levee	levee	0.520	0.324	0.490
level	nivel	0.622	0.277	0.491
lever	palanca	0.400	0.343	0.402
leverage	alavancagem	0.459	0.500	0.629
levitate	levitar	0.561	0.598	0.551
levy	cobrar	0.438	0.420	0.491
lewd	lewd	0.188	0.673	0.412
lexicon	léxico	0.561	0.463	0.615
ley	NO TRANSLATION	0.604	0.389	0.764
liabilities	responsabilidades	0.429	0.608	0.694
liability	responsabilidade	0.646	0.500	0.802
liable	Responsable	0.656	0.519	0.821
liaison	enlace	0.698	0.337	0.472
liar	embusteiro	0.042	0.606	0.339
libel	libelo	0.128	0.694	0.403
libelous	libeloso	0.125	0.735	0.436
liberal	liberal	0.565	0.565	0.755
liberalism	liberalismo	0.562	0.712	0.750
liberate	liberar	0.760	0.632	0.708
liberated	liberado	0.780	0.630	0.683
liberating	liberando	0.915	0.620	0.745
liberation	liberación	0.745	0.614	0.857
liberty	liberdade	0.938	0.579	0.836
libido	libido	0.770	0.602	0.571
librarian	bibliotecario	0.625	0.135	0.509
library	biblioteca	0.776	0.122	0.549
libretto	libreto	0.612	0.328	0.406
lice	piojos	0.133	0.500	0.194
license	licenza	0.500	0.394	0.702
lichen	liquen	0.418	0.388	0.463
lick	lamber	0.470	0.482	0.330
licorice	alcaçuz	0.677	0.310	0.400
lid	tapa	0.490	0.189	0.255
lie	mentira	0.130	0.725	0.272
liege	liege	0.479	0.426	0.452
lien	lien	0.396	0.580	0.441
lieu	lieu	0.427	0.410	0.312
lieutenant	tenente	0.594	0.612	0.920
life	vida	0.918	0.615	0.824
lifeblood	alma vital	0.673	0.690	0.708
lifeboat	bote salvavidas	0.724	0.425	0.533
lifeguard	salvavidas	0.870	0.606	0.786
lifeisgood	a vida é boa	0.812	0.575	0.611
lifeless	sen vida	0.042	0.333	0.163
lifelike	realista	0.776	0.567	0.765
lifeline	salvavidas	0.735	0.552	0.496
lifelong	ao longo da vida	0.823	0.330	0.640
lifer	salvavidas	0.427	0.519	0.398
lifesaver	salvavidas	0.908	0.745	0.703
lifestyle	estilo de vida	0.750	0.472	0.645
lifesucks	lifesucks	0.167	0.637	0.377
lifetime	vida	0.816	0.559	0.736
lift	ascensor	0.704	0.518	0.656
lifted	levantado	0.714	0.441	0.657
liftoff	despegar	0.531	0.667	0.588
ligament	ligamento	0.490	0.410	0.510
ligation	ligadura	0.344	0.423	0.396
ligature	ligadura	0.478	0.430	0.447
light	luz	0.771	0.320	0.519
light year	ano luz	0.719	0.425	0.593
lightbulb	bombilla	0.573	0.255	0.302
lighten	alixeirar	0.688	0.438	0.362
lightheaded	iluminado	0.347	0.620	0.255
lighthouse	faro	0.622	0.240	0.510
lighting	iluminación	0.765	0.440	0.750
lightness	lixeireza	0.794	0.360	0.526
lightning	raio	0.429	0.683	0.595
lights	luces	0.750	0.480	0.575
lightweight	leve	0.670	0.300	0.358
likable	gustábel	0.865	0.480	0.663
like	como	0.719	0.353	0.446
likelihood	probabilidade	0.760	0.469	0.542
likely	probablemente	0.633	0.356	0.454
likeness	semellanza	0.688	0.410	0.561
likewise	do mesmo xeito	0.651	0.217	0.312
liking	gusto	0.963	0.604	0.589
lilac	lila	0.688	0.180	0.357
lily	lirio	0.640	0.245	0.263
limb	membro	0.510	0.397	0.427
limber	limber	0.688	0.729	0.673
limbo	limbo	0.385	0.284	0.309
lime	cal	0.594	0.240	0.415
limelight	limelight	0.667	0.639	0.694
limestone	caliza	0.602	0.323	0.381
limey	limón	0.469	0.347	0.415
limit	límite	0.427	0.453	0.500
limitation	limitación	0.190	0.431	0.225
limited	limitado	0.229	0.273	0.380
limitless	ilimitadas	0.688	0.574	0.655
limo	limo	0.760	0.367	0.667
limousine	limusina	0.638	0.531	0.640
limp	limpo	0.393	0.440	0.172
lin	lin	0.416	0.362	0.343
line	liña	0.541	0.180	0.353
lineage	liñaxe	0.633	0.465	0.721
lineal	lineal	0.521	0.170	0.474
linear	lineal	0.646	0.250	0.472
linebacker	linebacker	0.490	0.660	0.543
lined	forrado	0.438	0.367	0.424
linen	liño	0.656	0.323	0.286
liner	forro	0.469	0.396	0.400
lines	liñas	0.542	0.317	0.330
lineup	liña	0.635	0.427	0.638
linger	permanecer	0.480	0.311	0.412
lingerie	lencería	0.543	0.463	0.308
lingering	persistente	0.630	0.643	0.667
lingo	lingo	0.448	0.364	0.447
lingual	lingual	0.500	0.457	0.315
linguini	linguini	0.625	0.338	0.355
linguist	lingüista	0.583	0.330	0.634
linguistic	lingüística	0.646	0.351	0.618
linguistics	lingüística	0.552	0.390	0.618
lining	Forro	0.571	0.363	0.472
link	ligazón	0.427	0.264	0.491
linoleum	linóleo	0.510	0.378	0.402
lint	pelusa	0.388	0.173	0.214
lion	león	0.532	0.717	0.682
lip	beizo	0.541	0.348	0.443
liposuction	liposucción	0.292	0.684	0.464
lipstick	batom	0.653	0.429	0.306
liquefaction	licuefacción	0.449	0.622	0.535
liquefied	licuado	0.562	0.463	0.342
liqueur	licor	0.670	0.612	0.389
liquid	líquido	0.562	0.235	0.307
liquidate	liquidar	0.327	0.654	0.664
liquidation	liquidación	0.417	0.625	0.649
liquidator	liquidador	0.354	0.663	0.750
liquidity	liquidez	0.688	0.529	0.534
liquor	licor	0.603	0.702	0.433
lira	NO TRANSLATION	0.530	0.255	0.370
lisp	lisp	0.365	0.412	0.288
list	lista	0.528	0.260	0.402
listen	escoitar	0.771	0.360	0.445
listener	oínte	0.667	0.375	0.403
listenting	NO TRANSLATION	0.640	0.377	0.491
listing	listaxe	0.438	0.273	0.432
listless	sen listo	0.219	0.350	0.231
listneing	NO TRANSLATION	0.531	0.370	0.433
litany	letanía	0.510	0.365	0.482
liter	litro	0.573	0.208	0.382
literacy	alfabetización	0.730	0.306	0.638
literal	literal	0.570	0.353	0.574
literally	literalmente	0.571	0.353	0.673
literary	literario	0.719	0.324	0.667
literature	literatura	0.708	0.250	0.598
lithe	lithe	0.656	0.596	0.602
lithium	litio	0.417	0.330	0.430
lithograph	litografía	0.551	0.327	0.481
lithography	litografía	0.561	0.346	0.473
lithology	litoloxía	0.519	0.378	0.525
lithosphere	litosfera	0.473	0.333	0.689
litigant	litigante	0.219	0.577	0.696
litigate	litigar	0.260	0.819	0.712
litigation	litixio	0.388	0.760	0.602
litigator	litigante	0.429	0.630	0.732
litigious	litixioso	0.360	0.736	0.632
litter	lixo	0.255	0.551	0.110
little	pouco	0.385	0.160	0.213
littlethings	pequenas cousas	0.740	0.311	0.242
littoral	litoral	0.551	0.387	0.452
liturgy	liturxia	0.490	0.327	0.568
live	en directo	0.880	0.673	0.676
livelife	vivir a vida	0.792	0.624	0.664
livelihood	sustento	0.698	0.481	0.721
lively	animado	0.847	0.810	0.642
liven	vive	0.708	0.713	0.673
liver	fígado	0.439	0.290	0.385
livery	livery	0.510	0.417	0.429
livestock	gando	0.729	0.420	0.519
livid	livid	0.469	0.788	0.490
living	vivir	0.865	0.608	0.727
lizard	lagarto	0.378	0.375	0.324
llama	llama	0.490	0.590	0.519
lml	lml	0.448	0.519	0.385
load	carga	0.385	0.417	0.528
loader	cargador	0.562	0.377	0.686
loaf	pan	0.755	0.250	0.277
loafer	loafer	0.235	0.396	0.254
loam	loam	0.469	0.373	0.673
loan	préstamo	0.552	0.480	0.352
loath	odio	0.135	0.714	0.445
loathe	odia	0.094	0.730	0.429
loathful	repugnante	0.068	0.740	0.358
loathing	odio	0.083	0.796	0.368
loathsome	repugnante	0.120	0.694	0.343
lobby	lobby	0.625	0.427	0.472
lobbyist	lobista	0.385	0.527	0.565
lobe	lobo	0.459	0.364	0.352
lobotomy	lobotomía	0.296	0.598	0.402
lobster	lagosta	0.571	0.356	0.291
local	local	0.656	0.269	0.452
locale	local	0.449	0.387	0.352
locality	localidade	0.582	0.336	0.464
localization	localización	0.552	0.330	0.545
localize	localizar	0.520	0.481	0.679
localized	localizado	0.490	0.460	0.621
locate	localizar	0.583	0.520	0.786
location	localización	0.615	0.375	0.546
locator	localizador	0.480	0.426	0.614
loch	loch	0.449	0.235	0.425
lock	botarlle o ferrollo	0.271	0.585	0.600
locker	armario	0.439	0.300	0.393
locket	locket	0.615	0.327	0.616
locksmith	cerraxeiro	0.510	0.417	0.491
lockup	bloqueo	0.240	0.602	0.617
loco	crazy	0.306	0.774	0.226
locomotion	locomoción	0.470	0.600	0.595
locomotive	locomotora	0.542	0.650	0.721
locust	langosta	0.479	0.412	0.417
lode	NO TRANSLATION	0.365	0.423	0.318
lodge	aloxamento	0.656	0.356	0.474
lodger	aloxador	0.480	0.448	0.304
lodging	aloxamento	0.713	0.286	0.527
loft	loft	0.510	0.378	0.343
lofty	elevado	0.755	0.306	0.569
log	rexistro	0.591	0.371	0.395
logarithm	logaritmo	0.520	0.439	0.551
logarithmic	logarítmico	0.469	0.458	0.606
logic	lóxica	0.646	0.245	0.819
logical	lóxico	0.805	0.400	0.648
logistics	loxística	0.633	0.500	0.730
logo	logo	0.469	0.296	0.565
logotype	logotipo	0.480	0.337	0.509
loin	NO TRANSLATION	0.420	0.298	0.379
lollipop	lollipop	0.628	0.483	0.357
lone	solitario	0.198	0.204	0.367
loneliness	soidade	0.146	0.182	0.222
lonely	solitario	0.250	0.226	0.238
loner	solitario	0.347	0.152	0.221
lonesome	solitario	0.281	0.213	0.336
long	longo	0.541	0.353	0.543
longboat	longboat	0.551	0.454	0.490
longevity	lonxevidade	0.750	0.353	0.745
longing	ansia	0.604	0.434	0.560
longitude	lonxitude	0.479	0.310	0.516
longitudinal	lonxitudinal	0.542	0.398	0.582
longitudinally	lonxitudinalmente	0.541	0.380	0.569
longtime	Moito tempo	0.362	0.442	0.546
loo	loo	0.385	0.357	0.283
look	mirar	0.719	0.429	0.615
looker	Buscador	0.583	0.354	0.451
lookout	miradoiro	0.698	0.538	0.639
loom	Tearear	0.531	0.245	0.325
looming	inminente	0.367	0.750	0.528
loon	loon	0.429	0.392	0.325
loony	loony	0.439	0.474	0.295
loop	ciclo	0.516	0.343	0.317
loophole	fenda	0.406	0.755	0.491
loopy	loopy	0.438	0.520	0.195
loose	solto	0.573	0.312	0.365
loosen	soltar	0.487	0.337	0.218
loosening	afrouxamento	0.378	0.343	0.295
loot	botín	0.604	0.711	0.537
lop	lop	0.429	0.363	0.426
lopsided	ladeado	0.125	0.500	0.272
lord	señor	0.618	0.327	0.684
lords	señores	0.571	0.356	0.781
lordship	señoría	0.573	0.557	0.736
lore	lore	0.719	0.373	0.768
lorry	camión	0.521	0.481	0.402
lose	perder	0.115	0.538	0.176
loser	perdedor	0.083	0.510	0.155
losing	perdendo	0.076	0.686	0.223
loss	perda	0.062	0.567	0.211
lost	perdido	0.199	0.663	0.148
lot	moito	0.531	0.215	0.370
lotion	loção	0.724	0.261	0.188
lots	lotes	0.604	0.417	0.424
lottery	lotería	0.771	0.731	0.491
lotto	lotería	0.760	0.635	0.475
lotus	loto	0.604	0.377	0.510
loud	alto	0.573	0.650	0.870
loudly	en voz alta	0.541	0.755	0.667
loudmouth	loudmouth	0.337	0.615	0.456
loudness	sonoridade	0.350	0.582	0.620
loudspeaker	altofalante	0.490	0.735	0.689
lounge	salón	0.592	0.245	0.466
lounging	descansando	0.735	0.167	0.449
louse	piojo	0.184	0.439	0.154
lousy	pésimo	0.125	0.482	0.234
lovable	amable	0.948	0.335	0.565
love	amor	1.000	0.519	0.673
loved	amada	0.927	0.452	0.582
lovee	amor	0.949	0.592	0.611
loveee	amoroso	0.927	0.592	0.693
loveless	sen amor	0.102	0.365	0.216
lovelife	NO TRANSLATION	0.837	0.610	0.592
loveliness	beleza	0.959	0.509	0.750
lovelovelove	NO TRANSLATION	0.948	0.582	0.554
lovely	precioso	0.917	0.456	0.741
lovemaking	facer o amor	0.969	0.927	0.814
lovemylife	NO TRANSLATION	0.896	0.800	0.573
lover	amante	0.881	0.816	0.750
lovesick	amores	0.796	0.842	0.500
lovethis	Encántame isto	0.867	0.552	0.526
loving	cariñoso	0.948	0.612	0.636
lovinglife	amorosa vida	0.979	0.404	0.673
lovinlife	lovinlife	0.714	0.460	0.544
low	baixo	0.292	0.220	0.102
lowdown	baixo	0.306	0.441	0.441
lower	menor	0.327	0.296	0.258
lowering	baixando	0.286	0.363	0.236
lowest	menor	0.312	0.304	0.129
lowlands	terras baixas	0.323	0.290	0.331
lowlife	baixa vida	0.296	0.529	0.309
lowly	humilde	0.562	0.294	0.417
lox	lox	0.490	0.373	0.318
loyal	leal	0.896	0.265	0.657
loyalty	lealdade	0.885	0.406	0.793
lsd	lsd	0.375	0.471	0.390
luau	luau	0.594	0.545	0.296
lube	lubricante	0.552	0.490	0.411
lubricant	lubricante	0.656	0.550	0.454
lubricate	lubricar	0.552	0.490	0.470
lubrication	lubricación	0.624	0.646	0.491
lucid	lúcido	0.771	0.490	0.705
luck	sorte	0.854	0.490	0.717
luckiest	máis afortunado	0.917	0.690	0.852
lucky	sorte	0.960	0.610	0.793
luckygirl	luckygirl	0.781	0.712	0.471
lucrative	lucrativo	0.729	0.519	0.798
ludicrous	ridículo	0.137	0.553	0.274
lug	lug	0.344	0.443	0.340
luggage	equipaxe	0.561	0.226	0.319
lukewarm	tibio	0.573	0.300	0.241
lull	calma	0.602	0.130	0.402
lullaby	canela de cuna	0.796	0.156	0.339
lumbar	lumbar	0.323	0.418	0.342
lumber	madeira	0.517	0.184	0.373
lumbering	aserrado	0.354	0.561	0.655
lumberjack	lumberjack	0.500	0.660	0.726
luminescent	luminiscente	0.796	0.550	0.526
luminous	luminoso	0.918	0.392	0.783
lump	masa	0.438	0.337	0.463
lumpy	flojo	0.271	0.378	0.365
lunacy	asfixia	0.132	0.847	0.330
lunar	lunar	0.562	0.296	0.427
lunatic	lunático	0.125	0.792	0.442
lunch	xantar	0.880	0.410	0.542
lunchbox	xantar	0.663	0.346	0.346
luncheon	almorzo	0.837	0.240	0.441
lunchtime	hora de xantar	0.896	0.398	0.444
lung	pulmón	0.510	0.292	0.629
lunge	estourido	0.354	0.721	0.509
lungs	pulmóns	0.531	0.352	0.555
lurch	lurch	0.404	0.694	0.363
lure	atraer	0.439	0.565	0.300
lurid	aterid	0.186	0.833	0.536
lurk	esconderse	0.219	0.740	0.655
lurking	á espreita	0.421	0.781	0.575
luscious	luscious	0.885	0.552	0.545
lush	exuberante	0.740	0.783	0.833
lust	lujuria	0.469	0.944	0.518
luster	brillo	0.833	0.566	0.558
lustful	lujurioso	0.427	0.896	0.643
lustrous	lustroso	0.771	0.606	0.598
lusty	lusty	0.469	0.941	0.673
lute	laúd	0.459	0.407	0.500
luxuriant	exuberante	0.760	0.745	0.812
luxurious	luxoso	0.947	0.644	0.754
luxury	luxo	0.932	0.673	0.750
lycra	lycra	0.520	0.449	0.328
lye	lye	0.378	0.396	0.443
lying	mentir	0.208	0.704	0.317
lymph	linfa	0.398	0.510	0.390
lymphatic	linfático	0.380	0.509	0.472
lymphoma	linfoma	0.208	0.645	0.330
lynch	lynch	0.167	0.885	0.482
lynching	linchamento	0.135	0.920	0.548
lynx	linx	0.510	0.590	0.567
lyre	lira	0.719	0.347	0.414
lyric	lírica	0.702	0.269	0.464
lyrical	lírica	0.708	0.451	0.618
lyrics	letras	0.582	0.214	0.333
macadamia	macadamia	0.635	0.330	0.434
macarena	Macarena	0.802	0.601	0.368
macaroni	macarrão	0.816	0.410	0.382
mace	mace	0.450	0.412	0.415
mach	Mach	0.541	0.432	0.463
machete	machete	0.260	0.690	0.474
machine	máquina	0.510	0.500	0.707
machinery	maquinaria	0.458	0.615	0.629
machinist	maquinista	0.490	0.598	0.721
macho	macho	0.643	0.690	0.676
mackerel	cabala	0.418	0.423	0.426
macro	macro	0.552	0.469	0.647
mad	tolo	0.219	0.873	0.277
madam	señora	0.580	0.308	0.571
madame	señora	0.604	0.500	0.635
madden	enojado	0.329	0.602	0.457
madder	madder	0.323	0.853	0.267
mademoiselle	NO TRANSLATION	0.752	0.459	0.461
mademyday	mademyday	0.694	0.573	0.537
madhouse	madhouse	0.156	0.736	0.440
madman	tolo	0.135	0.880	0.312
madness	tolemia	0.104	0.804	0.440
maestro	mestre	0.823	0.357	0.849
mafia	mafia	0.204	0.867	0.676
magazine	revista	0.615	0.332	0.377
mage	mago	0.622	0.373	0.453
magenta	magenta	0.635	0.275	0.415
maggot	maggot	0.235	0.500	0.235
magic	maxia	0.868	0.663	0.578
magical	máxico	0.875	0.651	0.595
magician	mago	0.714	0.657	0.551
magistrate	maxistrado	0.587	0.541	0.904
magma	magma	0.323	0.623	0.609
magna	magna	0.605	0.490	0.652
magnate	magnate	0.627	0.708	0.868
magnesium	magnesio	0.542	0.320	0.321
magnet	imán	0.571	0.318	0.553
magnetic	magnético	0.612	0.529	0.673
magnetism	magnetismo	0.630	0.529	0.741
magnetite	magnetita	0.531	0.490	0.581
magnification	ampliación	0.890	0.615	0.880
magnificence	magnificencia	0.802	0.810	0.920
magnificent	magnífico	1.000	0.680	0.886
magnifier	lupa	0.469	0.216	0.345
magnify	ampliar	0.729	0.561	0.839
magnifying	lupa	0.594	0.265	0.406
magnitude	magnitude	0.608	0.613	0.774
magnolia	magnolia	0.558	0.343	0.379
magpie	urraca	0.500	0.458	0.327
mahi mahi	NO TRANSLATION	0.510	0.410	0.398
mahjong	mahjong	0.556	0.418	0.440
mahogany	caoba	0.602	0.225	0.393
maid	moza	0.406	0.324	0.300
maiden	virxe	0.755	0.396	0.461
mail	mail	0.615	0.231	0.548
mailbox	caixa de correo	0.573	0.222	0.404
mailing	envío por correo	0.688	0.324	0.375
mailman	mailman	0.659	0.418	0.462
maim	NO TRANSLATION	0.133	0.724	0.496
main	principal	0.667	0.510	0.811
mainframe	mainframe	0.531	0.490	0.557
mainland	continente	0.680	0.407	0.806
mainstay	pilar	0.694	0.400	0.713
mainstream	mainstream	0.653	0.527	0.660
maintain	manter	0.684	0.398	0.647
maintenance	mantemento	0.592	0.410	0.545
majestic	majestuoso	0.948	0.731	0.906
majesty	majestad	0.823	0.602	0.955
major	maior	0.684	0.538	0.874
majority	maioría	0.684	0.560	0.930
make	facer	0.684	0.420	0.480
makeover	reforma	0.771	0.510	0.596
maker	creador	0.698	0.544	0.706
makeshift	improvisado	0.479	0.611	0.389
makesmehappy	NO TRANSLATION	0.894	0.663	0.712
makesmemad	NO TRANSLATION	0.296	0.643	0.500
makeup	maquillaxe	0.740	0.333	0.331
makingdisciples	NO TRANSLATION	0.684	0.402	0.664
malady	enfermidade	0.190	0.686	0.304
malaise	malestar	0.150	0.600	0.161
malaria	malaria	0.125	0.653	0.304
malarkey	malarkey	0.396	0.500	0.465
male	macho	0.612	0.532	0.695
malevolent	malévolo	0.094	0.854	0.613
malfeasance	mala conducta	0.062	0.745	0.325
malformation	malformación	0.083	0.602	0.357
malfunction	funcionamento defectuoso	0.125	0.577	0.229
malice	NO TRANSLATION	0.073	0.811	0.492
malicious	malicioso	0.177	0.765	0.607
malign	maligno	0.140	0.765	0.481
malignancy	malignidade	0.149	0.814	0.614
malignant	maligno	0.143	0.824	0.370
maligned	maligno	0.102	0.684	0.218
mall	centro comercial	0.724	0.663	0.492
malleable	maleable	0.500	0.500	0.391
mallet	mazo	0.354	0.390	0.483
malnutrition	desnutrición	0.024	0.592	0.277
malpractice	neglixencia	0.094	0.559	0.330
malt	malta	0.750	0.373	0.324
mama	mama	0.860	0.413	0.728
mambo	mambo	0.808	0.622	0.445
mamma	NO TRANSLATION	0.600	0.358	0.449
mammal	mamífero	0.618	0.449	0.421
mammoth	mamut	0.480	0.471	0.537
mammy	mamá	0.680	0.415	0.436
man	home	0.688	0.427	0.767
manage	xestionar	0.560	0.530	0.719
manageable	manexable	0.750	0.361	0.655
management	xestión	0.792	0.491	0.806
manager	xestor	0.625	0.549	0.897
managerial	director	0.604	0.520	0.791
mandamus	mandamus	0.439	0.577	0.556
mandarin	mandarín	0.625	0.398	0.491
mandate	mandato	0.448	0.670	0.779
mandatory	obligatorio	0.271	0.667	0.777
mandible	mandíbula	0.510	0.431	0.500
mandolin	mandolina	0.708	0.433	0.367
mandrel	mandril	0.310	0.490	0.481
mane	NO TRANSLATION	0.521	0.277	0.373
maneuver	manobra	0.615	0.663	0.608
maneuvering	manobras	0.635	0.640	0.745
mange	NO TRANSLATION	0.311	0.558	0.348
manger	pesebre	0.656	0.276	0.398
mangle	mangle	0.292	0.449	0.355
mango	mango	0.765	0.327	0.290
mangosteen	mangostão	0.562	0.500	0.414
mangy	mangy	0.214	0.698	0.270
manhole	bocheiro	0.378	0.500	0.516
manhood	virilidade	0.625	0.735	0.858
manhunt	manhunt	0.145	0.925	0.657
mania	mania	0.290	0.683	0.382
maniac	maníaco	0.120	0.849	0.431
maniacal	maníaco	0.200	0.848	0.500
manic	maníaco	0.054	0.892	0.368
manicure	manicura	0.706	0.308	0.284
manicurist	manicurista	0.583	0.352	0.341
manifest	manifesto	0.667	0.647	0.704
manifestation	manifestación	0.583	0.750	0.655
manifested	manifestouse	0.580	0.618	0.667
manifestly	manifestamente	0.469	0.588	0.577
manifesto	manifesto	0.646	0.519	0.676
manifold	colector	0.500	0.461	0.435
manipulate	manipular	0.255	0.700	0.772
manipulation	manipulación	0.188	0.775	0.536
manipulative	manipulador	0.177	0.724	0.546
mankind	a humanidade	0.823	0.471	0.768
manly	viril	0.698	0.633	0.846
manna	maná	0.698	0.294	0.544
manned	tripulado	0.551	0.588	0.484
mannequin	maniquí	0.427	0.302	0.295
manner	maneira	0.618	0.250	0.320
mannered	educado	0.469	0.556	0.291
manners	maneiras	0.816	0.284	0.517
manor	mansión	0.646	0.358	0.738
manpower	man de obra	0.531	0.620	0.543
mansion	mansión	0.847	0.490	0.717
mansions	mansións	0.735	0.529	0.777
manslaughter	homicidio	0.090	0.920	0.473
mantel	mantel	0.500	0.265	0.471
mantis	mantis	0.480	0.355	0.421
mantle	manto	0.510	0.269	0.422
mantra	mantra	0.396	0.249	0.357
manual	manual	0.635	0.245	0.449
manufacture	fabricación	0.868	0.703	0.780
manufacturer	fabricante	0.688	0.537	0.830
manufacturing	fabricación	0.653	0.613	0.804
manure	esterco	0.250	0.471	0.241
manuscript	manuscrito	0.510	0.208	0.540
map	mapa	0.561	0.229	0.463
maple	Pradairo	0.541	0.390	0.339
mar	mar	0.622	0.544	0.545
marathon	maratón	0.646	0.778	0.740
marble	mármore	0.604	0.212	0.667
marbled	mármol	0.396	0.385	0.418
marbles	mármores	0.714	0.345	0.241
march	marcha	0.531	0.200	0.483
mare	NO TRANSLATION	0.541	0.320	0.417
margarine	margarina	0.530	0.316	0.333
margarita	margarita	0.750	0.438	0.420
margin	marxe	0.500	0.219	0.331
marginal	marxinal	0.235	0.644	0.345
mariachi	mariachi	0.710	0.559	0.609
marijuana	marihuana	0.312	0.779	0.558
marinara	marinara	0.657	0.388	0.435
marine	mariña	0.633	0.471	0.679
mariner	marino	0.652	0.491	0.676
marital	marital	0.760	0.529	0.500
maritime	marítimo	0.646	0.490	0.713
mark	marca	0.491	0.231	0.600
marked	marcado	0.592	0.358	0.554
marker	marcador	0.500	0.333	0.605
market	mercado	0.724	0.480	0.521
marketable	comercializable	0.746	0.545	0.664
marketing	márketing	0.521	0.774	0.675
marketplace	mercado	0.698	0.420	0.525
marks	marcas	0.430	0.480	0.424
marksman	tirador	0.500	0.833	0.692
marksmanship	punteiro	0.573	0.531	0.664
marl	marl	0.372	0.471	0.351
marmalade	mermelada	0.729	0.370	0.288
maroon	marrón	0.469	0.358	0.336
marooned	marooned	0.229	0.480	0.160
marquee	marquesina	0.602	0.284	0.508
marquis	marqués	0.521	0.444	0.562
marred	estropeado	0.181	0.561	0.233
marriage	matrimonio	0.844	0.684	0.750
married	casado	0.674	0.570	0.602
marrow	medula	0.398	0.422	0.472
marry	casar	0.896	0.765	0.673
marsh	pantano	0.302	0.358	0.277
marshal	mariscal	0.469	0.610	0.819
marshmallow	marshmallow	0.740	0.441	0.391
mart	mart	0.531	0.402	0.418
martial	marcial	0.480	0.710	0.737
martingale	martingale	0.469	0.510	0.455
martini	martini	0.828	0.500	0.519
martyr	mártir	0.281	0.708	0.509
martyrdom	martirio	0.323	0.745	0.442
marvel	marabilla	0.961	0.755	0.866
marvellous	marabilloso	0.878	0.809	0.849
marvelous	marabilloso	0.948	0.637	0.778
marvelously	marabillosas	0.968	0.708	0.764
marzipan	NO TRANSLATION	0.684	0.380	0.258
mascara	rímel	0.575	0.450	0.269
mascot	mascota	0.750	0.337	0.337
masculine	masculino	0.653	0.540	0.773
masculinity	masculinidade	0.583	0.670	0.851
mash	mash	0.440	0.363	0.283
mashed	puré	0.531	0.337	0.194
mask	máscara	0.510	0.490	0.537
masked	enmascarado	0.375	0.549	0.518
