Word	Kurdish-ku	Valence	Arousal	Dominance
horseradish	hespdar	0.321	0.584	0.476
horseshit	horseshit	0.153	0.582	0.179
horseshoe	nalhesin	0.673	0.350	0.406
horsey	hesey	0.602	0.454	0.462
horticultural	çandî	0.594	0.387	0.509
horticulture	bexçeavahî	0.700	0.420	0.434
hosannah	NO TRANSLATION	0.679	0.373	0.500
hose	xertûm	0.469	0.288	0.263
hosiery	hosieryê	0.520	0.344	0.373
hospice	hospice	0.337	0.443	0.535
hospitable	mêvanperwer	0.791	0.470	0.661
hospital	nexweşxane	0.323	0.537	0.598
hospitality	mêvanperwerî	0.865	0.333	0.725
host	mazûban	0.693	0.471	0.537
hostage	rehîn	0.163	0.923	0.325
hostel	hostel	0.479	0.500	0.398
hostess	mazûban	0.792	0.604	0.688
hostile	neyar	0.188	0.877	0.474
hostilities	dijmin	0.276	0.810	0.444
hostility	neyarî	0.122	0.775	0.465
hot	germ	0.490	0.740	0.573
hot sauce	sauşek germ	0.333	0.740	0.509
hotbed	hotbed	0.510	0.285	0.395
hotdog	veqetadin	0.720	0.438	0.373
hotel	ûtêl	0.740	0.370	0.407
hothead	germ	0.240	0.849	0.518
hotline	xist	0.592	0.565	0.663
hotshot	lêdana germ	0.500	0.727	0.615
hotyoga	NO TRANSLATION	0.683	0.609	0.446
hound	hound	0.417	0.528	0.582
hour	seet	0.552	0.265	0.336
hourglass	hourglass	0.542	0.284	0.492
hourly	seetî	0.469	0.418	0.491
house	xanî	0.587	0.135	0.533
houseboat	xanî	0.604	0.389	0.429
houseboy	xanî	0.479	0.415	0.393
housebroken	xanî	0.518	0.461	0.389
houseguest	malê	0.530	0.500	0.481
household	navmalî	0.781	0.230	0.667
householder	malê	0.816	0.541	0.833
housekeeper	xanî	0.694	0.279	0.520
housekeeping	xanî	0.604	0.500	0.445
housewarming	xanî	0.857	0.710	0.727
housewife	malbata	0.656	0.361	0.449
housework	karê malê	0.484	0.413	0.342
housing	xanî	0.776	0.304	0.591
hovel	hovel	0.333	0.296	0.322
hover	hover	0.510	0.431	0.404
hovercraft	hovercraft	0.541	0.654	0.588
howl	zûrîn	0.357	0.646	0.407
howsoever	çiqas	0.459	0.309	0.345
hoy	NO TRANSLATION	0.583	0.298	0.471
hub	hub	0.479	0.399	0.433
hubby	hubby	0.548	0.435	0.430
huckleberry	huckleberry	0.600	0.279	0.296
huddle	huddle	0.604	0.509	0.445
hue	hue	0.507	0.416	0.417
huff	huff	0.388	0.491	0.315
huffy	huffy	0.420	0.616	0.375
hug	himbêzkirinî	0.908	0.427	0.548
huge	pirr	0.573	0.625	0.783
hugger	hugger	0.520	0.480	0.412
huggy	huggy	0.854	0.429	0.451
hugs	hugs	0.980	0.422	0.600
hulk	hulk	0.460	0.740	0.750
hull	xaçil	0.542	0.265	0.353
hum	hum	0.490	0.296	0.276
human	mirov	0.767	0.314	0.605
humane	mirovan	0.800	0.370	0.580
humanitarian	mirovî	0.786	0.317	0.709
humanities	mirovî	0.729	0.325	0.677
humanity	mirovatî	0.750	0.360	0.727
humankind	mirov	0.885	0.394	0.714
humanoid	mirovî	0.521	0.462	0.491
humanrights	NO TRANSLATION	0.792	0.559	0.730
humble	dilnizm	0.867	0.236	0.483
humbled	hêrs	0.280	0.618	0.198
humbly	hêrs	0.771	0.194	0.370
humbug	humbug	0.219	0.622	0.456
humdrum	hêrs	0.269	0.246	0.353
humid	şil	0.375	0.324	0.366
humidity	şilî	0.464	0.373	0.367
humiliate	bêrûmetkirin	0.052	0.714	0.275
humiliated	hêrs	0.104	0.712	0.216
humiliating	dilsoz	0.062	0.716	0.279
humiliation	dilsoz	0.048	0.712	0.310
humility	nefsbiçûk	0.740	0.118	0.444
hummer	hummer	0.510	0.622	0.589
hummingbird	hummingbird	0.750	0.370	0.273
humongous	hêrs	0.378	0.538	0.536
humor	dilşahî	0.890	0.633	0.462
humored	hêrs	0.854	0.657	0.545
humorist	humorîst	0.958	0.790	0.607
humorous	henekane	0.906	0.616	0.665
hump	hump	0.296	0.462	0.250
humpback	humpback	0.235	0.346	0.247
hunch	kampê	0.561	0.630	0.567
hunchback	kişandin	0.208	0.390	0.259
hundred	sed	0.604	0.370	0.406
hundredth	sed	0.427	0.368	0.466
hunger	birçîtî	0.083	0.554	0.328
hungry	birçî	0.083	0.690	0.254
hunk	hunk	0.438	0.375	0.361
hunks	hêrs	0.417	0.453	0.482
hunky	hunky	0.469	0.571	0.438
hunt	neçir	0.327	0.806	0.588
hunter	neçirvan	0.292	0.817	0.817
hunting	hunting	0.448	0.713	0.714
huntress	huntress	0.357	0.717	0.765
hurdle	dorpêçê	0.198	0.682	0.434
hurl	hurl	0.316	0.745	0.574
hurrah	hurray	0.802	0.740	0.500
hurricane	bahoz	0.177	0.958	0.787
hurricanes	hurrikan	0.286	0.898	0.784
hurried	zû	0.314	0.806	0.393
hurry	lezdan	0.422	0.735	0.481
hurryup	NO TRANSLATION	0.473	0.791	0.555
hurt	birîndar	0.062	0.773	0.291
hurtful	birîndarkir	0.104	0.680	0.463
hurting	xemgîniyê	0.153	0.778	0.221
husband	mêr	0.771	0.500	0.655
husbandry	dilsoz	0.643	0.473	0.445
hush	zû	0.471	0.231	0.312
hushed	şewitandin	0.292	0.194	0.272
husk	NO TRANSLATION	0.378	0.173	0.147
husky	hêrs	0.630	0.450	0.490
hussy	hussy	0.219	0.594	0.384
hustle	hûrgelê	0.406	0.661	0.427
hustler	hustler	0.260	0.821	0.627
hut	kozik	0.633	0.270	0.375
hutch	hutch	0.385	0.453	0.520
hyacinth	hyacinth	0.372	0.360	0.342
hybrid	hybrid	0.500	0.365	0.570
hydra	hydra	0.406	0.598	0.534
hydrant	avahiyê	0.570	0.413	0.367
hydrate	hydrate	0.610	0.367	0.547
hydraulic	hîdroşîk	0.522	0.398	0.596
hydraulics	hydraulîk	0.500	0.530	0.588
hydrocephalus	hîdrocephalus	0.286	0.629	0.393
hydrodynamics	hydrodynamics	0.552	0.582	0.664
hydrogen	hîdrojen	0.469	0.303	0.554
hydrographic	hydrographîk	0.490	0.396	0.642
hydrology	hydrology	0.500	0.380	0.509
hydrophobia	hydrophobia	0.323	0.784	0.351
hydroponics	hydroponics	0.500	0.549	0.500
hyena	sehê bejî	0.396	0.719	0.464
hygiene	paqijî	0.781	0.287	0.537
hygienic	paqij	0.719	0.245	0.702
hygienist	paqij	0.698	0.389	0.682
hymen	hîmen	0.469	0.651	0.457
hymn	strana dêrê	0.735	0.292	0.634
hype	hype	0.510	0.500	0.586
hyped	hûrgelan	0.708	0.582	0.679
hyper	hîper	0.542	0.616	0.640
hyperactive	hyperactive	0.500	0.921	0.660
hyperbole	hyperbole	0.469	0.521	0.542
hyperspace	hîderpace	0.510	0.623	0.755
hypertension	bilindbûnê	0.133	0.784	0.427
hypertrophy	hypertrophy	0.312	0.625	0.413
hyperventilate	hyperventilate	0.347	0.729	0.556
hyperventilating	hestyarîkirin	0.164	0.802	0.625
hyphen	hifen	0.552	0.356	0.381
hypnosis	hestnas	0.417	0.410	0.546
hypnotic	hestnotîk	0.571	0.560	0.569
hypnotist	hestnotist	0.490	0.455	0.627
hypnotize	xewirandin	0.469	0.507	0.508
hypnotized	hûrnot kirin	0.449	0.434	0.380
hypochondriac	hîpochondriac	0.194	0.588	0.333
hypocrisy	durû ye	0.156	0.523	0.370
hypocrite	derewîn	0.082	0.673	0.306
hypocritical	durû ye	0.048	0.740	0.415
hypodermic	hypodermic	0.240	0.441	0.445
hypothalamus	hypothalamus	0.593	0.427	0.539
hypothermia	hîpotmaya	0.184	0.620	0.301
hypothesis	fikra	0.552	0.370	0.509
hypothetical	hestiyar	0.480	0.367	0.361
hysterectomy	hysterectomy	0.178	0.660	0.470
hysteria	nerehetî	0.224	0.906	0.482
hysterical	hysterical	0.290	0.942	0.398
ibuprofen	ibuprofen	0.448	0.427	0.504
ice	qeşa	0.440	0.265	0.219
ice tea	çayê teze	0.771	0.337	0.336
iceberg	girqeşa	0.344	0.540	0.648
icebox	çepê	0.560	0.222	0.370
icebreaker	qirikê	0.571	0.545	0.848
iced	xemgîn	0.564	0.482	0.339
icing	kişandin	0.688	0.452	0.411
icky	icky	0.357	0.510	0.342
icon	icon	0.549	0.349	0.415
iconic	nîşanî	0.583	0.537	0.700
iconography	îkarografiyê	0.602	0.382	0.653
icy	qeşayî	0.684	0.375	0.345
id	id	0.449	0.344	0.391
idea	fikir	0.750	0.538	0.704
ideal	xwestekî	0.802	0.437	0.736
idealism	idealîzmê	0.635	0.436	0.689
idealist	îdealîst	0.816	0.510	0.802
idealistic	îdeolojîk	0.812	0.469	0.755
identical	wekhev	0.635	0.380	0.527
identically	wekhevî	0.667	0.427	0.487
identification	nasname	0.714	0.451	0.692
identify	naskirin	0.635	0.480	0.667
identity	nasname	0.663	0.360	0.780
ideology	îdeolojî	0.573	0.344	0.692
idiocy	êzîdî	0.112	0.635	0.137
idiom	devok	0.520	0.337	0.445
idiomatic	biyanî	0.531	0.429	0.516
idiot	dînê	0.086	0.567	0.113
idiotic	dînî	0.104	0.620	0.170
idiots	miletan	0.143	0.600	0.144
idle	bêçalak	0.179	0.167	0.112
idleness	neheqiyê	0.308	0.330	0.228
idler	idler	0.200	0.304	0.194
idol	xûdayê putî	0.684	0.805	0.853
idolatry	pûtperest	0.365	0.571	0.625
idolizing	pêdivî ye	0.676	0.712	0.643
idyllic	idyllic	0.571	0.394	0.593
iffy	iffy	0.380	0.442	0.333
ifonly	eger	0.406	0.250	0.255
igloo	xanîkê eskîmoyan	0.569	0.302	0.345
igneous	neheq	0.469	0.466	0.517
ignite	vêxistin	0.458	0.785	0.675
ignition	ardadanî	0.365	0.720	0.657
ignorance	nezanî	0.153	0.417	0.209
ignorant	nezan	0.102	0.461	0.223
ignore	berçavnegirtin	0.146	0.230	0.295
iguana	iguana	0.521	0.235	0.291
ihatespiders	NO TRANSLATION	0.245	0.611	0.420
ilk	NO TRANSLATION	0.438	0.451	0.455
ill	nexweş	0.073	0.410	0.200
illegal	neqanûnî	0.061	0.787	0.337
illegality	neheqiyê	0.094	0.635	0.427
illegally	nehêle	0.133	0.788	0.402
illegible	neheq	0.296	0.490	0.315
illegitimate	bêbavane	0.184	0.644	0.302
illicit	neheq	0.188	0.794	0.390
illiterate	nexwende	0.120	0.410	0.151
illness	nexweşî	0.098	0.717	0.211
illogical	aqilnegir	0.208	0.630	0.251
illuminate	biriqandin	0.905	0.646	0.782
illuminating	ronahî	0.949	0.613	0.773
illumination	biriqîn	0.760	0.588	0.537
illuminator	illuminator	0.770	0.566	0.718
illusion	xiyal	0.562	0.490	0.387
illustrate	diyar bikin	0.750	0.430	0.690
illustration	xetkirî	0.740	0.441	0.640
illustrative	illustrative	0.771	0.452	0.647
illustrious	berbiçav	0.673	0.550	0.741
ilovechristmas	NO TRANSLATION	0.885	0.590	0.525
iloveher	NO TRANSLATION	0.750	0.519	0.556
image	wêne	0.653	0.241	0.453
imagery	wêne	0.653	0.327	0.390
imaginable	balkêş	0.613	0.529	0.596
imaginary	pozbilind	0.560	0.424	0.310
imagination	xewn	0.802	0.491	0.547
imaginative	xeyalpirr	0.780	0.541	0.593
imagine	fikirin	0.759	0.480	0.587
imagined	bifikirin	0.656	0.412	0.418
imaging	im imaging	0.724	0.394	0.482
imagining	bifikirin	0.765	0.458	0.545
imam	NO TRANSLATION	0.527	0.337	0.539
imbalance	nehevbûnî	0.115	0.538	0.264
imbecile	berbiçav	0.082	0.569	0.260
imbedded	imbedded	0.406	0.580	0.562
imissyou	NO TRANSLATION	0.480	0.608	0.344
imitate	teqlîdkirin	0.469	0.561	0.336
imitated	nifş kirin	0.333	0.391	0.442
imitation	teqlîd	0.406	0.592	0.343
immaculate	lihevhatî	0.698	0.330	0.688
immaterial	nemalî	0.296	0.309	0.295
immature	xav	0.114	0.500	0.200
immaturity	xavîtî	0.146	0.567	0.221
immeasurable	immeasurable	0.510	0.539	0.712
immeasurably	immeasurably	0.510	0.640	0.680
immediacy	hergav	0.635	0.630	0.627
immediate	derhal	0.656	0.548	0.716
immediately	derhal	0.552	0.780	0.707
immemorial	bîranîn	0.327	0.469	0.454
immense	aqilnebirrrane	0.755	0.750	0.811
immerse	navdekirin	0.510	0.577	0.509
immersion	navdekirinî	0.510	0.556	0.564
immigrant	nûhhatî	0.357	0.663	0.509
immigration	macirî	0.390	0.667	0.454
imminent	pêşdema	0.490	0.784	0.643
immobile	mobîl	0.225	0.217	0.298
immoral	bêehlaqane	0.143	0.622	0.385
immorality	neheqî	0.188	0.689	0.315
immortal	nemir	0.812	0.750	0.795
immortality	nemirî	0.688	0.635	0.861
immovable	nayê	0.480	0.310	0.571
immune	lênakev	0.629	0.472	0.780
immunity	zixtî	0.633	0.316	0.786
immunization	parastinê	0.667	0.510	0.733
immutable	neheq	0.427	0.431	0.571
imp	berbiçav	0.350	0.448	0.420
impact	tesîr	0.469	0.884	0.776
impair	kêmkirin	0.153	0.500	0.360
impaired	asteng	0.130	0.459	0.269
impairment	asteng	0.170	0.571	0.220
impart	veguherînin	0.521	0.441	0.694
impartial	bêdengîn	0.531	0.406	0.685
impartiality	nebawerî	0.622	0.394	0.616
impassable	rêneda	0.342	0.458	0.553
impassioned	neheq	0.740	0.780	0.802
impatience	bêsebirî	0.278	0.780	0.411
impatient	bêsebir	0.250	0.708	0.429
impatiently	NO TRANSLATION	0.194	0.750	0.539
impeach	bisekinin	0.208	0.776	0.664
impeachment	nerazîbûnê	0.163	0.735	0.694
impeccable	neheq	0.833	0.370	0.824
impede	berbiçav	0.271	0.510	0.604
impediment	asteng	0.163	0.600	0.409
impelled	berbiçav	0.604	0.741	0.690
impending	berbiçav	0.480	0.735	0.752
impenetrable	neheq	0.531	0.577	0.839
imperative	girîng e	0.625	0.647	0.708
imperceptible	nerazîbûn	0.378	0.490	0.548
imperfect	neheq	0.173	0.527	0.202
imperfection	xeletiyê	0.190	0.567	0.321
imperfectly	bêkêmasî	0.297	0.481	0.330
imperial	keyserane	0.669	0.646	0.922
imperialist	NO TRANSLATION	0.284	0.786	0.833
impermeable	neheq	0.510	0.308	0.558
impermissible	neheq	0.188	0.464	0.352
impersonal	neşexsane	0.316	0.356	0.472
impersonate	nebaş	0.510	0.632	0.591
impersonation	nerazîbûnê	0.375	0.618	0.528
impersonator	pispor	0.469	0.586	0.406
impertinence	neheq	0.170	0.653	0.420
impertinent	berbiçav	0.219	0.826	0.373
impervious	berbiçav	0.582	0.408	0.536
impetuous	bêhtir	0.602	0.814	0.712
impetus	berbiçav	0.521	0.740	0.635
implacable	implacable	0.569	0.663	0.830
implant	implant	0.429	0.510	0.588
implantation	implantation	0.396	0.604	0.741
implanted	implanted	0.347	0.500	0.679
implement	bicîanîn	0.720	0.573	0.792
implicate	xuyakirin	0.250	0.670	0.434
implicated	xist	0.354	0.673	0.438
implication	xuyakirin	0.337	0.528	0.690
implied	tête kirin	0.327	0.530	0.481
implore	implore	0.396	0.650	0.377
implosion	implosion	0.412	0.724	0.547
imply	belîkirin	0.542	0.670	0.533
impolite	nedost	0.167	0.590	0.282
import	malanîn	0.615	0.480	0.623
importance	giringî	0.750	0.580	0.864
important	giring	0.827	0.630	0.836
importation	bazirganî	0.625	0.500	0.733
impose	bisekinin	0.503	0.721	0.745
imposing	pêkanîn	0.392	0.731	0.836
imposition	bicihkirin	0.357	0.604	0.618
impossibility	nerazîbûnê	0.170	0.625	0.306
impossible	nemimkûn	0.153	0.510	0.407
impostor	bêhtir	0.135	0.704	0.442
impotence	bêqûdretî	0.198	0.689	0.224
impotent	neheq	0.146	0.587	0.333
impound	bisekinin	0.230	0.587	0.583
impoverished	bêhtir	0.125	0.311	0.203
impracticable	berbiçav	0.398	0.549	0.381
impractical	neyînî	0.160	0.373	0.291
impregnable	nebaş	0.378	0.549	0.667
impregnate	bêhtir	0.510	0.721	0.655
impress	tûjkirin	0.816	0.744	0.895
impressed	bandor	0.806	0.770	0.429
impression	şop	0.684	0.557	0.577
impressionable	bandor	0.827	0.720	0.645
impressive	şopgiran	0.781	0.830	0.873
imprint	şop	0.615	0.574	0.685
imprison	sicinkirin	0.112	0.829	0.545
imprisoned	girtîgehê	0.032	0.717	0.302
imprisonment	ceza sicnê	0.133	0.630	0.471
improbable	bêgûman	0.097	0.412	0.439
impromptu	nebaş	0.541	0.729	0.415
improper	lihevnehat	0.229	0.520	0.259
impropriety	neheq	0.133	0.591	0.389
improve	serrastkirin	0.833	0.528	0.815
improved	çêtir kirin	0.919	0.480	0.679
improvement	serrastkirinî	0.786	0.500	0.611
improves	çêtir dike	0.929	0.625	0.727
improving	çêtirîn	0.911	0.510	0.682
improvisation	çêkirin	0.631	0.812	0.529
improvise	lihevanîn	0.646	0.650	0.519
improvised	çêkirin	0.610	0.673	0.443
imprudent	neheq	0.170	0.676	0.265
impudence	neheqî	0.214	0.500	0.472
impudent	neheq	0.302	0.604	0.462
impulse	pal	0.530	0.840	0.611
impulsive	palînî	0.365	0.864	0.607
impunity	sekinandinê	0.313	0.721	0.602
impure	nexweşî	0.260	0.560	0.208
impurity	neheqiyê	0.173	0.546	0.306
imputation	nirxandin	0.333	0.654	0.621
imtryingtosleep	NO TRANSLATION	0.438	0.363	0.385
inability	nekarhatî	0.150	0.529	0.250
inaccessible	derbasnabe	0.083	0.585	0.446
inaccurate	netemam	0.135	0.450	0.250
inaction	kişandin	0.323	0.225	0.325
inactivate	neheq	0.245	0.240	0.415
inactivation	neheq	0.198	0.260	0.220
inactive	bêkar	0.271	0.167	0.159
inactivity	neheqiyê	0.135	0.143	0.227
inadequacy	neheqiyê	0.286	0.500	0.297
inadequate	neqbûl	0.122	0.450	0.223
inadequateness	neheqiyê	0.240	0.529	0.316
inadmissible	nayê pejirandin	0.188	0.636	0.389
inadvertent	nehêle	0.365	0.368	0.286
inadvertently	bêhemd	0.302	0.541	0.549
inaffable	NO TRANSLATION	0.388	0.518	0.455
inalienable	neheq	0.437	0.459	0.608
inane	inane	0.271	0.350	0.268
inanimate	nehêle	0.281	0.143	0.224
inapplicable	nebêjin	0.281	0.402	0.330
inappropriate	neheq	0.135	0.542	0.353
inattention	nerazîbûnê	0.208	0.433	0.188
inaudible	vekirî	0.280	0.398	0.358
inaugural	vekirî	0.684	0.567	0.608
inaugurate	vekin	0.781	0.582	0.800
inauguration	bikarkirina fermî	0.847	0.712	0.769
inborn	zikê	0.590	0.288	0.546
inbound	hundir	0.531	0.388	0.538
inbred	şaş	0.397	0.520	0.473
incalculable	neheq	0.449	0.620	0.679
incandescent	bihar	0.354	0.612	0.621
incantation	xwenîşandan	0.439	0.632	0.548
incapable	bêkarhat	0.156	0.529	0.155
incapacity	neheqiyê	0.052	0.500	0.217
incarceration	girtin	0.100	0.800	0.397
incarnate	dakêşin	0.552	0.651	0.593
incase	eger	0.580	0.196	0.365
incendiary	şewitandin	0.281	0.810	0.598
incense	dixana bînxweş	0.698	0.275	0.328
incensed	şikandin	0.338	0.643	0.392
incentive	dilkêş	0.812	0.618	0.718
inception	destpêkirin	0.604	0.425	0.561
incessant	berbiçav	0.438	0.760	0.544
incessantly	zû	0.417	0.765	0.606
incest	zewaca nav malbatê	0.073	0.853	0.491
incestuous	neheq	0.188	0.736	0.442
inch	inch	0.481	0.327	0.300
incidence	bûyeran	0.417	0.527	0.429
incident	bûyer	0.084	0.662	0.482
incidental	bûyerê	0.281	0.610	0.404
incidentally	herwiha	0.479	0.500	0.500
incineration	avêtin	0.229	0.787	0.470
incinerator	firotanê	0.250	0.643	0.591
incipient	xercê	0.442	0.382	0.430
incision	cûda	0.240	0.663	0.558
incisive	xemgîniyê	0.380	0.602	0.545
incite	lihevxistin	0.449	0.736	0.642
incitement	kişandin	0.302	0.943	0.598
inclement	îngilîzî	0.260	0.676	0.616
inclination	meyil	0.378	0.490	0.538
incline	bilindeyî	0.490	0.423	0.345
inclined	xweş	0.469	0.347	0.402
include	linavxistin	0.729	0.449	0.702
included	tevlî	0.760	0.402	0.570
including	giştî	0.700	0.378	0.518
inclusion	tevlêbûnê	0.774	0.404	0.712
inclusive	inclusive	0.604	0.420	0.564
incognito	nexwendin	0.610	0.490	0.446
incoherent	bêbawer	0.122	0.612	0.250
income	hatin	0.750	0.510	0.728
incoming	dereng	0.660	0.509	0.596
incomparable	neheq	0.625	0.577	0.670
incompatible	lihevnehat	0.196	0.500	0.310
incompetence	neheqiyê	0.077	0.551	0.208
incompetent	bêkêr	0.133	0.566	0.239
incomplete	netemam	0.153	0.370	0.205
incompletely	neheq	0.344	0.442	0.232
incompleteness	neheq	0.271	0.451	0.234
incomprehensible	netêgiştî	0.250	0.550	0.344
inconceivable	neheq	0.198	0.552	0.561
inconclusive	bêtesîr	0.153	0.442	0.340
incongruous	celeb	0.177	0.504	0.343
inconsequential	neheq	0.250	0.480	0.345
inconsiderate	bêbal	0.224	0.519	0.423
inconsistency	nerazîbûnê	0.125	0.480	0.314
inconsistent	neheq	0.271	0.431	0.295
inconspicuous	nebaş	0.604	0.214	0.368
incontinence	neheq	0.150	0.598	0.272
inconvenience	nebaşî	0.063	0.667	0.291
inconvenient	neerzan	0.224	0.610	0.375
incorporate	tevlîhev	0.745	0.612	0.571
incorporation	tevlêbûnê	0.573	0.404	0.768
incorrect	nerast	0.140	0.569	0.255
incorrigible	xemgîn in	0.130	0.667	0.500
increase	zêdekirin	0.810	0.657	0.886
increased	zêde bû	0.684	0.660	0.773
incredible	bêbawer	0.857	0.796	0.902
incredulous	neheq	0.286	0.510	0.269
increment	zêdebûna	0.684	0.637	0.750
incriminate	bargirankirin	0.188	0.810	0.416
incriminating	hilweşandin	0.133	0.788	0.500
incrimination	çandî	0.152	0.865	0.545
incubation	kişandin	0.461	0.490	0.397
incubator	kişandin	0.510	0.435	0.405
incubus	kişandin	0.458	0.529	0.482
incumbent	bisekinin	0.396	0.540	0.565
incur	incur	0.312	0.667	0.495
incurable	saxnabe	0.104	0.667	0.255
incursion	xercê	0.552	0.830	0.719
indebted	berbiçav	0.138	0.698	0.275
indecency	neheq	0.135	0.670	0.491
indecent	bêşerm	0.083	0.683	0.240
indecision	dûdilî	0.184	0.480	0.196
indecisive	neheq	0.271	0.420	0.190
indefensible	nerazîbûn	0.173	0.647	0.484
indefinite	nebelî	0.448	0.292	0.296
indelible	neheq	0.490	0.337	0.591
indemnification	sîgorteyê	0.521	0.490	0.770
indemnify	nerazîkirin	0.449	0.548	0.613
indemnity	heqê	0.470	0.607	0.692
indent	hundir	0.479	0.346	0.379
indentation	xerîb	0.374	0.500	0.349
indenture	îdeolojî	0.434	0.382	0.636
independence	serxwebûnî	0.896	0.663	0.911
independent	serbixwe	0.885	0.440	0.872
indescribable	nerazîbûn	0.448	0.529	0.648
indestructible	nehêle	0.772	0.731	0.853
indeterminate	nehêle	0.360	0.402	0.322
index	naverok	0.448	0.268	0.342
indicate	nîşandan	0.594	0.350	0.676
indicating	nîşanî	0.745	0.339	0.555
indication	delîl	0.719	0.432	0.750
indicative	nîşanî	0.510	0.510	0.591
indicator	nîşanî	0.573	0.451	0.670
indice	NO TRANSLATION	0.469	0.377	0.541
indict	gilîkirin	0.188	0.731	0.458
indictment	gilîname	0.245	0.745	0.577
indie	indie	0.479	0.368	0.430
indifference	neheq	0.265	0.417	0.299
indifferent	bêbawer	0.396	0.157	0.250
indigenous	welatekî	0.500	0.509	0.552
indigent	xerîb	0.156	0.481	0.223
indigestion	madeêş	0.204	0.610	0.182
indignant	neheq	0.260	0.600	0.423
indignation	xerîb	0.173	0.778	0.431
indignity	neheqiyê	0.167	0.500	0.306
indigo	nerazî	0.514	0.365	0.473
indirect	rasterast	0.385	0.402	0.330
indiscreet	bêhêz	0.177	0.587	0.342
indiscretion	binpêkirin	0.265	0.637	0.390
indispensable	berbiçav	0.710	0.449	0.802
indisposed	nexşandin	0.122	0.519	0.206
indistinct	nehêle	0.255	0.340	0.360
indistinguishable	neheq	0.346	0.458	0.548
individual	şexsî	0.627	0.327	0.533
individuality	şexsî	0.612	0.469	0.527
indivisible	bête	0.646	0.398	0.580
indoctrination	nerazîbûnê	0.327	0.657	0.698
indolent	xemgîn	0.177	0.381	0.259
indomitable	neheq	0.458	0.800	0.830
indoor	hundir	0.615	0.245	0.347
induce	hilweşînin	0.257	0.606	0.684
induced	hilberandin	0.397	0.471	0.491
inducement	hilberandin	0.647	0.765	0.685
induction	veguhestinê	0.392	0.593	0.627
indulge	derxistin	0.833	0.716	0.669
indulgence	nexweşî	0.479	0.490	0.517
indulgent	neheq	0.560	0.481	0.529
industrial	sinaî	0.469	0.600	0.875
industrialist	pîşesazî	0.562	0.633	0.843
industrious	çêbikin	0.720	0.537	0.791
industry	ava	0.650	0.447	0.836
ineffable	neheq	0.551	0.577	0.585
ineffective	nebor	0.093	0.422	0.094
ineffectual	neheqî	0.163	0.412	0.200
inefficiency	neheqiyê	0.092	0.466	0.181
inefficient	bêkêr	0.190	0.460	0.173
inelastic	inelastic	0.396	0.426	0.385
ineligible	nebêjin	0.143	0.377	0.457
inept	şaş	0.156	0.418	0.209
ineptitude	neheq	0.177	0.471	0.250
inequality	newekheviyê	0.122	0.575	0.259
inequitable	neyînî	0.281	0.519	0.373
inert	hişyar	0.323	0.180	0.319
inertia	kişandin	0.344	0.288	0.322
inevitable	neheq	0.316	0.419	0.623
inexact	înexact	0.153	0.459	0.170
inexcusable	neheq	0.271	0.582	0.546
inexhaustible	bête	0.602	0.541	0.643
inexpensive	erzan	0.694	0.414	0.260
inexperience	bêparêziyê	0.208	0.614	0.151
inexperienced	bêbawer	0.281	0.473	0.231
inexplicable	nebêjin	0.224	0.635	0.443
inexpressible	nexwendin	0.198	0.608	0.364
infallibility	neheq	0.583	0.663	0.764
infallible	neheq	0.776	0.687	0.809
infamous	binav û deng	0.146	0.580	0.472
infamy	infamy	0.177	0.676	0.421
infancy	infeksiyonê	0.750	0.399	0.370
infant	zarokê biçûk	0.802	0.431	0.328
infanticide	zarok	0.167	0.856	0.443
infantile	infantile	0.604	0.382	0.259
infantry	pîyde	0.531	0.684	0.791
infarct	nefret	0.080	0.846	0.386
infatuated	bête kirin	0.729	0.764	0.417
infatuation	infatuation	0.844	0.745	0.530
infeasible	neheq	0.245	0.472	0.236
infect	derbaskirin	0.102	0.777	0.424
infection	derbasî	0.083	0.735	0.407
