Word	Serbian-sr	Valence	Arousal	Dominance
oscillating	осцилирајуће	0.469	0.548	0.402
oscillation	осцилација	0.562	0.433	0.431
oscillatory	осцилаторно	0.375	0.520	0.480
ostensible	примитивна	0.542	0.549	0.585
ostensibly	наводно	0.473	0.529	0.509
ostentatious	остентатиоус	0.479	0.794	0.648
ostracized	острацизед	0.115	0.690	0.377
ostrich	ној	0.592	0.382	0.241
other	други	0.472	0.230	0.259
otter	Видра	0.439	0.216	0.339
otto	отто	0.427	0.425	0.404
ottoman	отоман	0.531	0.337	0.444
ought	требало би	0.438	0.511	0.434
ounce	унца	0.531	0.255	0.288
oust	срушити	0.296	0.716	0.444
outage	нестанак	0.306	0.684	0.438
outback	Оутбацк	0.500	0.324	0.430
outbid	надмашити	0.594	0.622	0.540
outboard	ванбродски	0.448	0.491	0.456
outbreak	избијање	0.260	0.632	0.472
outburst	избацивање	0.209	0.802	0.528
outcast	Изгубљени	0.153	0.449	0.353
outcome	исход	0.615	0.472	0.685
outcry	непријатељ	0.271	0.773	0.718
outdated	застарело	0.167	0.236	0.226
outdo	превише	0.771	0.750	0.873
outdoor	на отвореном	0.814	0.256	0.447
outdoors	на отвореном	0.781	0.444	0.453
outer	спољашњи	0.552	0.471	0.456
outfit	оутфит	0.760	0.490	0.566
outgoing	одлазни	0.650	0.472	0.538
outgrow	превише	0.510	0.529	0.722
outgrowth	израстање	0.771	0.620	0.688
outhouse	оутхоусе	0.281	0.519	0.255
outing	оутинг	0.771	0.672	0.634
outlandish	изненадне	0.448	0.737	0.657
outlast	изнад	0.620	0.786	0.685
outlaw	забрањено	0.255	0.662	0.482
outlet	оутлет	0.610	0.396	0.245
outline	преглед	0.542	0.365	0.509
outlines	оутлинес	0.656	0.402	0.651
outlive	наџивети	0.565	0.769	0.724
outlook	изгледи	0.830	0.525	0.625
outlying	одавде	0.460	0.562	0.503
outnumber	изнад броја	0.347	0.615	0.577
outpatient	амбулантно	0.260	0.400	0.395
outpost	оутпост	0.635	0.571	0.675
outpouring	изливање	0.562	0.685	0.552
output	излаз	0.604	0.389	0.434
outrage	бесни	0.060	0.689	0.542
outraged	узнемирени	0.156	0.696	0.538
outrageous	изузетно	0.153	0.945	0.713
outrank	оутранк	0.653	0.643	0.817
outreach	оутреацх	0.540	0.462	0.672
outright	потпуно	0.767	0.396	0.755
outrun	Излази	0.531	0.833	0.573
outset	почетак	0.750	0.500	0.582
outsider	оутсидер	0.398	0.549	0.447
outskirts	периферије	0.474	0.519	0.312
outsmart	оутсмарт	0.673	0.657	0.864
outspoken	отворено	0.582	0.413	0.667
outstanding	изванредан	0.898	0.760	0.896
outstretched	испружен	0.448	0.481	0.519
outward	напољу	0.449	0.439	0.365
outwards	напољу	0.440	0.472	0.400
outweigh	превише	0.486	0.600	0.682
outwit	оутвит	0.302	0.755	0.356
oval	овал	0.417	0.280	0.330
ovary	јајник	0.469	0.399	0.280
ovate	овате	0.385	0.286	0.368
ovation	овације	0.719	0.758	0.750
oven	пећница	0.583	0.425	0.606
overactive	прекомерно	0.667	0.885	0.592
overall	укупно	0.583	0.370	0.670
overalls	комбинезони	0.500	0.392	0.373
overbearing	надмоћ	0.323	0.833	0.861
overburden	овербурден	0.115	0.755	0.546
overcast	облачно	0.417	0.250	0.475
overcharged	оверцхаргед	0.276	0.780	0.569
overcoat	капут	0.594	0.265	0.430
overcome	превладали	0.719	0.689	0.848
overcoming	превазилажење	0.842	0.765	0.855
overcrowded	пренатрпан	0.292	0.520	0.491
overdo	претерано	0.156	0.864	0.602
overdose	предозирање	0.110	0.820	0.468
overdrive	овердриве	0.303	0.715	0.732
overdue	истекао	0.125	0.427	0.259
overestimate	прецењују	0.367	0.796	0.444
overestimated	прецењен	0.344	0.646	0.527
overflow	прелив	0.398	0.792	0.500
overflowing	преплављен	0.439	0.796	0.635
overgrown	зарасла	0.333	0.500	0.369
overgrowth	прекомерни раст	0.417	0.790	0.673
overhanging	превише	0.698	0.755	0.812
overhaul	ремонт	0.500	0.651	0.491
overhead	изнад главе	0.344	0.700	0.538
overhear	прећи	0.650	0.365	0.580
overheated	прегрејан	0.250	0.598	0.547
overjoyed	пресретан	0.908	0.708	0.755
overkill	оверкилл	0.379	0.861	0.678
overlaid	прекривен	0.620	0.610	0.676
overlap	преклапање	0.594	0.615	0.627
overlapping	преклапање	0.595	0.578	0.684
overlay	оверлаи	0.564	0.596	0.749
overload	преоптерећење	0.381	0.690	0.652
overlook	Обратите пажњу	0.292	0.418	0.415
overlord	Врховни господар	0.750	0.755	0.932
overlying	изнад	0.500	0.519	0.691
overpaid	преплаћено	0.429	0.670	0.585
overpass	надвоз	0.562	0.561	0.565
overplayed	оверплаиед	0.224	0.798	0.586
overpower	надмоћ	0.448	0.859	0.783
overpowering	надмоћан	0.392	0.779	0.589
overpriced	оверприцед	0.271	0.556	0.472
overprotective	оверпротецтиве	0.448	0.673	0.741
overrated	оверратед	0.312	0.630	0.482
overreact	претерано	0.306	0.912	0.471
override	прегазити	0.316	0.491	0.529
overriding	превладавајући	0.240	0.490	0.384
overrule	прев	0.224	0.412	0.429
overrun	прекорачење	0.271	0.764	0.598
oversee	надгледати	0.541	0.649	0.778
overseer	надзорник	0.552	0.520	0.873
overshadow	у сенци	0.333	0.549	0.654
oversight	надзор	0.385	0.618	0.723
oversized	превелика	0.552	0.540	0.679
overslept	прекорачена	0.408	0.315	0.300
overstate	превише	0.281	0.779	0.635
overstock	превише	0.344	0.592	0.589
overt	отворен	0.708	0.326	0.607
overtake	прећи	0.573	0.620	0.718
overtaken	преузет	0.594	0.552	0.702
overthemoon	NO TRANSLATION	0.643	0.531	0.481
overthinker	претеривач	0.430	0.606	0.552
overthinking	премишљено	0.408	0.761	0.525
overthrow	срушити	0.260	0.868	0.620
overtime	током времена	0.447	0.504	0.529
overtired	овертиред	0.210	0.357	0.273
overture	увертира	0.490	0.402	0.491
overturn	превртање	0.240	0.765	0.396
overview	преглед	0.615	0.380	0.539
overweight	прекомјерна тежина	0.052	0.500	0.389
overwhelm	преплавити	0.250	0.823	0.462
overwhelmed	преплављени	0.341	0.680	0.348
overwhelming	преовлађујуће	0.327	0.830	0.640
overworked	преоптерећен	0.133	0.670	0.387
overwrought	претрпан	0.156	0.900	0.571
overzealous	претерано	0.427	0.804	0.703
owe	дугује	0.500	0.429	0.386
owing	захваљујући	0.396	0.307	0.381
owl	сова	0.520	0.270	0.321
owner	власник	0.776	0.449	0.920
ownership	власништво	0.628	0.445	0.741
ox	вол	0.417	0.396	0.412
oxidation	оксидација	0.453	0.415	0.211
oxide	оксид	0.354	0.377	0.298
oxygen	кисеоник	0.908	0.310	0.575
oxymoron	оксиморон	0.427	0.481	0.398
oyster	остриге	0.500	0.311	0.327
ozone	озон	0.560	0.345	0.518
pace	темпо	0.510	0.380	0.390
pacemaker	пејсмејкер	0.448	0.569	0.582
pacific	Пацифик	0.627	0.118	0.580
pacified	пацифицирано	0.802	0.194	0.414
pacifier	пацифиер	0.615	0.342	0.356
pacifist	пацифист	0.663	0.153	0.557
pacify	помирите се	0.812	0.283	0.629
pacing	пејсинг	0.583	0.551	0.491
pack	паковање	0.510	0.347	0.475
package	пакет	0.571	0.433	0.443
packaging	паковање	0.604	0.393	0.549
packer	пакер	0.520	0.480	0.537
packet	пакет	0.582	0.385	0.407
pact	пакт	0.442	0.444	0.593
pad	пад	0.684	0.279	0.330
padded	подложно	0.606	0.212	0.371
padding	паддинг	0.561	0.398	0.423
paddle	весло	0.561	0.375	0.393
paddle boat	чамац	0.663	0.373	0.415
paddock	паддоцк	0.480	0.429	0.481
paddy	падди	0.653	0.330	0.330
padlock	катанац	0.459	0.284	0.457
padre	NO TRANSLATION	0.684	0.407	0.647
paean	паеан	0.552	0.547	0.471
pagan	паган	0.292	0.578	0.542
paganism	паганизам	0.240	0.640	0.411
page	страна	0.677	0.224	0.278
pageant	такмичења	0.719	0.667	0.651
pager	пејџер	0.510	0.526	0.554
pagination	пагинатион	0.459	0.333	0.400
paging	пагинг	0.542	0.398	0.423
pagoda	пагода	0.571	0.259	0.435
pail	канта	0.448	0.177	0.188
pain	бол	0.012	0.765	0.395
pained	оштећено	0.112	0.500	0.250
painful	болан	0.050	0.742	0.330
painfully	болно	0.156	0.720	0.407
painkiller	паинкиллер	0.487	0.312	0.481
painless	безболан	0.785	0.173	0.491
pains	боли	0.106	0.673	0.362
painstaking	мукотрпно	0.396	0.335	0.386
paint	боје	0.667	0.343	0.413
paintball	паинтбалл	0.615	0.745	0.537
paintbrush	четкица	0.714	0.226	0.353
painted	обојен	0.667	0.333	0.424
painter	сликар	0.677	0.366	0.487
painting	сликарство	0.792	0.324	0.333
pair	пар	0.552	0.317	0.304
paisley	Паислеи	0.531	0.327	0.347
pajama	пајама	0.908	0.157	0.245
pajamas	пиџаме	0.719	0.170	0.264
pal	другар	0.812	0.426	0.596
palace	палата	0.878	0.510	0.804
palatable	окусно	0.823	0.500	0.594
palate	палате	0.625	0.350	0.358
pale	бледо	0.281	0.259	0.245
paleontology	палеонтологија	0.438	0.308	0.617
palette	палета	0.590	0.333	0.205
pall	палл	0.277	0.387	0.394
palladium	паладијум	0.470	0.380	0.393
pallet	палета	0.604	0.241	0.349
palliative	палиативно	0.548	0.394	0.518
palm	Палма	0.531	0.194	0.340
palmer	палмер	0.480	0.269	0.413
palomino	паломино	0.616	0.349	0.396
palpable	палпабле	0.552	0.343	0.611
palpitations	палпитације	0.417	0.702	0.528
palsy	парализа	0.083	0.446	0.221
paltry	неприлагођен	0.333	0.491	0.320
pamper	пампер	0.792	0.321	0.348
pamphlet	памфлет	0.530	0.250	0.327
pan	пан	0.734	0.182	0.364
panacea	панацеа	0.420	0.427	0.613
panache	панацхе	0.510	0.363	0.306
pancake	палачинка	0.802	0.274	0.364
pancakes	палачинке	0.844	0.373	0.402
pancreas	панкреаса	0.469	0.302	0.366
panda	панда	0.646	0.194	0.406
pandemic	пандемија	0.160	0.790	0.544
pandemonium	пандемониум	0.229	0.885	0.500
pane	окно	0.385	0.250	0.444
panel	панел	0.469	0.321	0.425
pang	NO TRANSLATION	0.146	0.595	0.455
panhandle	панхандле	0.441	0.431	0.414
panic	панике	0.062	0.938	0.400
panicattack	NO TRANSLATION	0.255	0.724	0.386
panicked	панично	0.100	0.949	0.260
panicking	панике	0.094	0.882	0.333
panicky	панично	0.284	0.962	0.393
panier	NO TRANSLATION	0.500	0.392	0.380
panorama	панорама	0.719	0.402	0.625
panoramic	панорамски	0.542	0.462	0.684
pansy	панси	0.653	0.283	0.589
pant	пант	0.448	0.463	0.409
pantheon	пантеон	0.144	0.410	0.610
panther	пантер	0.303	0.594	0.682
panties	гаћице	0.594	0.529	0.312
pantomime	пантомима	0.552	0.481	0.385
pantry	остава	0.622	0.294	0.312
pants	панталоне	0.673	0.320	0.333
panty	панти	0.451	0.557	0.303
pantyhose	пантихосе	0.570	0.539	0.250
pap	пап	0.438	0.403	0.302
papa	папа	0.656	0.340	0.527
papacy	папаци	0.481	0.263	0.553
papal	NO TRANSLATION	0.493	0.304	0.559
papaya	папаиа	0.630	0.306	0.300
paper	папир	0.520	0.123	0.293
paperback	папербацк	0.633	0.269	0.314
paperboy	папербои	0.521	0.490	0.471
paperweight	папирна тежина	0.421	0.278	0.433
paperwork	папирологија	0.448	0.355	0.422
paprika	паприка	0.417	0.250	0.264
papyrus	папирус	0.459	0.240	0.324
par	NO TRANSLATION	0.615	0.372	0.429
parable	парабола	0.479	0.357	0.525
parabola	парабола	0.542	0.413	0.620
parabolic	параболични	0.459	0.509	0.500
parachute	падобран	0.562	0.787	0.564
parade	парада	0.792	0.685	0.509
paradigm	парадигма	0.573	0.429	0.779
paradise	рај	0.875	0.540	0.796
paradox	парадокс	0.417	0.442	0.482
paradoxical	парадоксално	0.406	0.547	0.433
paraffin	парафин	0.426	0.291	0.343
paragon	парагон	0.490	0.431	0.473
paragraph	став	0.510	0.164	0.269
parakeet	паракеет	0.576	0.387	0.227
paralegal	паралегалан	0.479	0.470	0.519
parallax	паралаксе	0.437	0.394	0.471
parallel	паралелно	0.568	0.284	0.465
parallelism	паралелизам	0.549	0.363	0.527
paralysis	парализа	0.156	0.500	0.305
paralyze	паралисати	0.188	0.367	0.471
paralyzed	парализован	0.194	0.480	0.198
paramedic	парамедицина	0.673	0.464	0.636
paramedics	парамедици	0.479	0.594	0.712
paramilitary	паравојска	0.154	0.804	0.727
paramount	Најважније	0.771	0.615	0.902
paranoia	параноја	0.146	0.841	0.407
paranoid	параноичан	0.122	0.918	0.364
paranormal	паранормално	0.167	0.814	0.560
parapet	парапет	0.450	0.356	0.279
paraphernalia	парапхерналиа	0.443	0.726	0.509
paraphrase	парафраза	0.500	0.375	0.444
paraplegic	параплегик	0.188	0.441	0.321
parasite	паразит	0.092	0.442	0.324
parasitic	паразитски	0.037	0.600	0.364
parasol	сунцобран	0.604	0.255	0.304
parcel	парцела	0.660	0.324	0.411
parcels	парцеле	0.551	0.445	0.418
parched	искривљен	0.250	0.235	0.255
parchment	пергамент	0.615	0.228	0.455
pardon	помиловање	0.552	0.413	0.542
pare	NO TRANSLATION	0.500	0.356	0.309
parenchyma	паренхима	0.500	0.399	0.595
parent	родитељ	0.812	0.357	0.860
parentage	родитељство	0.903	0.382	0.595
parental	родитељски	0.760	0.430	0.627
parenthesis	NO TRANSLATION	0.510	0.255	0.380
parenthetical	парентхетицал	0.490	0.327	0.391
parenthood	родитељство	0.750	0.630	0.782
parenting	Родитељство	0.812	0.520	0.676
pariah	париах	0.397	0.478	0.293
parietal	париетал	0.481	0.333	0.491
paring	паринг	0.429	0.441	0.324
parish	жупа	0.698	0.354	0.582
parity	паритет	0.582	0.406	0.407
park	парк	0.816	0.343	0.414
parka	парка	0.469	0.481	0.395
parking	паркинг	0.777	0.469	0.510
parkinsons	паркинсонс	0.104	0.570	0.373
parlance	парланце	0.510	0.350	0.462
parlay	парлаи	0.469	0.611	0.483
parliament	парламент	0.573	0.540	0.858
parliamentary	парламентарни	0.490	0.554	0.755
parlor	салон	0.500	0.327	0.366
parmesan	пармезан	0.698	0.321	0.382
parody	пародија	0.561	0.651	0.375
parole	пароле	0.388	0.620	0.526
parquet	паркет	0.541	0.240	0.422
parrot	папагаја	0.588	0.333	0.292
parry	парри	0.510	0.404	0.436
parse	парсе	0.469	0.456	0.667
parsimonious	парсимониоус	0.417	0.312	0.446
parsimony	парсимони	0.449	0.280	0.403
parsley	першун	0.458	0.170	0.291
parson	парсон	0.583	0.250	0.615
part	део	0.663	0.278	0.360
partake	учествуј	0.755	0.656	0.629
partial	делимично	0.429	0.324	0.348
partiality	пристрасност	0.375	0.380	0.490
partially	делимично	0.418	0.368	0.396
participant	учесник	0.712	0.598	0.613
participate	учествовати	0.755	0.580	0.684
participation	учешће	0.781	0.700	0.702
particle	честица	0.521	0.265	0.438
particular	посебно	0.562	0.402	0.552
particularity	посебност	0.670	0.434	0.586
particulars	појединости	0.604	0.348	0.525
parting	раздвајање	0.260	0.542	0.353
partisan	партисан	0.615	0.549	0.669
partisanship	партисансхип	0.438	0.566	0.551
partition	подела	0.615	0.469	0.567
partly	делимично	0.415	0.410	0.396
partner	партнер	0.673	0.302	0.586
partnership	партнерство	0.786	0.387	0.545
partridge	јаребица	0.583	0.415	0.250
parts	делови	0.459	0.327	0.392
party	журка	0.948	0.840	0.547
pas	NO TRANSLATION	0.490	0.344	0.262
pass	пасс	0.510	0.324	0.362
passable	пролазан	0.688	0.337	0.633
passage	пролаз	0.429	0.314	0.370
passageway	пролаз	0.490	0.389	0.400
passe	NO TRANSLATION	0.531	0.357	0.426
passenger	путник	0.717	0.413	0.481
passim	NO TRANSLATION	0.458	0.491	0.333
passing	пролаз	0.458	0.298	0.509
passion	страст	0.854	0.865	0.728
passionate	страствено	0.990	0.827	0.731
passive	пасивно	0.420	0.116	0.241
passivity	пасивност	0.241	0.115	0.246
