Word	Armenian-hy	Valence	Arousal	Dominance
mick	մկնիկը	0.449	0.451	0.382
micro	միկրո	0.500	0.270	0.250
microbe	միկրոբ	0.255	0.450	0.340
microbiology	մանրէաբանություն	0.571	0.378	0.560
microchip	microchip	0.551	0.358	0.432
microcosm	միկրոկոսմ	0.500	0.500	0.520
microfilm	միկրոֆիլմ	0.469	0.352	0.412
microgram	microgram	0.448	0.286	0.355
micrometer	միկրոմետր	0.573	0.358	0.394
micron	մկնիկը	0.375	0.291	0.315
microphone	միկրոֆոն	0.551	0.431	0.462
microscope	մանրադիտակ	0.531	0.330	0.464
microscopic	մանրադիտակ	0.360	0.327	0.433
microscopically	մանրադիտակով	0.623	0.370	0.412
microscopy	մանրադիտակ	0.500	0.339	0.455
microwave	միկրոալիքային վառարան	0.542	0.497	0.443
mid	կեսին	0.500	0.315	0.356
midair	midair	0.633	0.413	0.455
midday	կեսօրին	0.658	0.250	0.403
middle	միջին	0.458	0.157	0.300
middleman	միջնորդ	0.500	0.404	0.452
middleweight	միջին քաշով	0.510	0.302	0.428
midget	մածիկ	0.396	0.295	0.254
midland	կեսօրին	0.521	0.402	0.456
midlife	կեսգիշերային կյանք	0.594	0.244	0.473
midline	միջին խտությունը	0.332	0.224	0.330
midnight	կեսգիշերին	0.562	0.470	0.545
midshipman	կեսօրին	0.469	0.615	0.785
midst	ներսում	0.324	0.275	0.296
midsummer	ամռանը	0.781	0.480	0.492
midterm	միջանկյալ	0.427	0.337	0.425
midtown	կեսօրին	0.479	0.442	0.538
midway	կեսօրին	0.459	0.316	0.304
midwife	մանկաբարձուհի	0.531	0.570	0.453
midwifery	մանկաբարձություն	0.510	0.570	0.459
mien	NO TRANSLATION	0.500	0.352	0.447
miffed	մղձավանջով	0.204	0.726	0.429
mighty	հզոր	0.855	0.837	0.936
mignon	մյունոն	0.551	0.440	0.423
migraine	միգրեն	0.135	0.783	0.318
migrate	գաղթել	0.415	0.580	0.454
migration	միգրացիան	0.492	0.731	0.566
migratory	միգրացիան	0.448	0.521	0.491
mike	mike	0.542	0.365	0.423
mil	NO TRANSLATION	0.534	0.388	0.347
mild	մեղմ	0.635	0.198	0.216
mildew	բորբոս	0.344	0.250	0.241
mildness	մեղմություն	0.827	0.226	0.311
mile	մղոն	0.521	0.417	0.456
mileage	մղոն	0.510	0.458	0.562
milestone	կարեւորագույն փուլ	0.719	0.373	0.558
militant	ռազմատենչ	0.418	0.667	0.750
militants	զինյալները	0.260	0.673	0.652
military	ռազմական	0.396	0.710	0.875
militia	միլիցիան	0.396	0.729	0.769
milk	կաթը	0.817	0.270	0.327
milkman	կաթնամթերք	0.750	0.380	0.304
milkshake	կաթնաշոռ	0.796	0.521	0.330
milky	կաթնային	0.517	0.283	0.311
mill	գործարան	0.531	0.382	0.347
millennium	հազարամյակի ընթացքում	0.573	0.398	0.760
milligram	միլիգրամ	0.429	0.217	0.302
millimeter	միլիմետր	0.427	0.177	0.360
million	մլն	0.776	0.647	0.812
millionaire	միլիոնատեր	0.917	0.755	0.850
millionth	միլիոներորդը	0.635	0.528	0.611
millstone	դարբնոց	0.510	0.433	0.492
mime	mime	0.455	0.235	0.302
mimic	իմացություն	0.557	0.587	0.391
mimicking	խառնաշփոթություն	0.316	0.433	0.364
mimicry	մանրանկարչություն	0.420	0.337	0.472
mince	աղցան	0.417	0.529	0.378
mincemeat	մանրանկարչություն	0.396	0.435	0.358
mind	միտքը	0.650	0.388	0.627
minded	մտածող	0.656	0.394	0.627
mindful	մտածող	0.765	0.450	0.725
mindfulness	զգայունություն	0.729	0.635	0.745
mindless	անխոհեմ	0.184	0.333	0.153
mine	իմը	0.688	0.418	0.578
minefield	ականադաշտ	0.188	0.839	0.684
miner	հանքագործ	0.408	0.594	0.644
mineral	հանքային	0.519	0.287	0.605
mineralogy	հանքահումք	0.551	0.408	0.545
mingle	խառնաշփոթ	0.561	0.480	0.434
mingled	խառնեց	0.521	0.392	0.357
mini	մինի	0.421	0.324	0.221
miniature	մանրանկարչություն	0.429	0.292	0.204
minibus	միկրոավտոբուս	0.439	0.390	0.428
minim	NO TRANSLATION	0.518	0.208	0.138
minimal	նվազագույնը	0.448	0.147	0.206
minimize	փոքրացնել	0.360	0.236	0.311
minimized	նվազեցված	0.458	0.137	0.208
minimum	նվազագույնը	0.380	0.198	0.194
mining	հանքարդյունաբերություն	0.633	0.598	0.554
minion	մինիոն	0.490	0.430	0.167
minister	նախարար	0.547	0.441	0.892
ministerial	նախարարների կողմից	0.571	0.519	0.660
ministry	նախարարությունը	0.510	0.346	0.717
minivan	մինիվան	0.592	0.356	0.452
mink	մկնիկը	0.560	0.515	0.430
minnow	minnow	0.541	0.367	0.364
minor	անչափահասը	0.250	0.235	0.175
minority	փոքրամասնություն	0.310	0.332	0.211
minstrel	մարգագետին	0.458	0.541	0.397
mint	անանուխ	0.688	0.221	0.345
minty	հարթակ	0.635	0.292	0.361
minuscule	նվազագույնը	0.396	0.286	0.214
minute	րոպե	0.582	0.279	0.356
minutiae	minutiae	0.323	0.257	0.316
minx	minx	0.448	0.519	0.404
mir	NO TRANSLATION	0.417	0.339	0.355
miracle	հրաշք	0.917	0.607	0.806
miracles	հրաշքներ	0.922	0.735	0.692
miraculous	հրաշքով	0.875	0.706	0.812
mirage	հրաշք	0.546	0.487	0.562
mire	NO TRANSLATION	0.344	0.376	0.298
mirror	հայելին	0.677	0.310	0.438
mirth	ուրախություն	0.888	0.640	0.608
misappropriation	յուրացում	0.097	0.831	0.500
misbehave	սխալը	0.020	0.847	0.304
misbehavior	չարաշահում	0.031	0.704	0.269
miscalculation	սխալ հաշվարկ	0.177	0.490	0.353
miscarriage	վատը	0.042	0.781	0.312
miscellaneous	տարբերակ	0.531	0.321	0.196
miscellany	տարբերակ	0.500	0.412	0.384
mischief	չարաշահում	0.385	0.834	0.292
mischievous	չարչարանք	0.439	0.804	0.472
misconception	սխալ պատկերացում	0.210	0.557	0.291
misconduct	չարաշահում	0.061	0.667	0.304
misdemeanor	չարաշահում	0.210	0.640	0.364
misdirection	սխալ վարքագիծը	0.131	0.710	0.281
miser	աղքատ	0.208	0.633	0.311
miserable	թշվառ	0.062	0.461	0.188
miserably	թշվառաբար	0.280	0.545	0.150
misery	թշվառություն	0.146	0.378	0.158
misfire	մենակություն	0.153	0.453	0.200
misfit	սխալը	0.173	0.500	0.393
misfortune	դժբախտություն	0.094	0.780	0.311
misguided	մոլորեցուցիչ	0.280	0.531	0.259
mishap	խռովություն	0.071	0.654	0.227
misinformed	ապատեղեկատվություն	0.156	0.567	0.250
misinterpretation	սխալ մեկնաբանություն	0.112	0.556	0.360
mislead	մոլորեցնելով	0.167	0.765	0.412
misleading	մոլորեցնող	0.070	0.660	0.272
misled	մոլորեցրեց	0.177	0.606	0.353
mismanagement	չարաշահում	0.094	0.520	0.295
mismatch	անհամապատասխանություն	0.250	0.459	0.282
mismatched	անհամապատասխան	0.250	0.557	0.302
misnomer	սխալ	0.296	0.528	0.284
misplace	սխալ տեղը	0.229	0.461	0.191
misplaced	չարաշահել	0.247	0.450	0.324
misread	մարգարեություն	0.115	0.558	0.315
misrepresent	խեղաթյուրված	0.198	0.542	0.418
misrepresentation	խեղաթյուրում	0.323	0.618	0.518
misrepresented	խեղաթյուրված	0.042	0.519	0.466
miss	կարոտում	0.573	0.490	0.408
missile	հրթիռ	0.240	0.830	0.764
missiles	հրթիռներ	0.070	0.922	0.830
missing	անհայտ կորած	0.306	0.418	0.222
missingyou	NO TRANSLATION	0.260	0.471	0.377
mission	առաքելությունը	0.765	0.633	0.870
missionary	միսիոներ	0.729	0.404	0.596
misspell	Մեջբերում	0.292	0.423	0.281
misstatement	խեղաթյուրում	0.302	0.547	0.221
missy	մղձավանջ	0.521	0.480	0.333
mist	մառախուղ	0.375	0.194	0.221
mistake	սխալը	0.208	0.585	0.102
mistaken	սխալմամբ	0.131	0.630	0.212
mister	պարոն	0.604	0.406	0.663
mistletoe	մզամուրճ	0.542	0.470	0.324
mistreated	չարաշահել	0.010	0.792	0.200
mistress	սիրուհի	0.630	0.796	0.694
mistrial	մզկիթ	0.427	0.539	0.536
mistrust	անվստահությունը	0.135	0.657	0.231
misty	մառախուղ	0.427	0.451	0.278
misunderstand	սխալ հասկանալ	0.177	0.548	0.382
misunderstanding	թյուրիմացություն	0.112	0.618	0.284
misunderstood	սխալ է հասկացել	0.177	0.625	0.309
misuse	չարաշահում	0.083	0.560	0.196
mite	մոլեկուլ	0.290	0.584	0.271
miter	miter	0.458	0.500	0.414
mitigate	մեղմացնել	0.506	0.427	0.456
mitigating	մեղմացնելով	0.551	0.520	0.600
mitigation	մեղմացում	0.448	0.527	0.423
mitt	Միտ	0.406	0.183	0.264
mitten	NO TRANSLATION	0.531	0.330	0.408
mitzvah	mitzvah	0.422	0.610	0.409
mix	խառնուրդ	0.542	0.490	0.472
mixed	խառը	0.510	0.346	0.444
mixedemotions	խառը զգացմունքները	0.440	0.673	0.430
mixer	խառնիչ	0.562	0.500	0.556
mixture	խառնուրդ	0.546	0.360	0.481
mnemonic	մնեմոնիկ	0.531	0.480	0.452
moan	խոնավություն	0.357	0.735	0.352
moat	մռաց	0.398	0.380	0.314
mob	ամբոխը	0.296	0.788	0.567
mobile	շարժական	0.615	0.569	0.481
mobility	շարժունություն	0.700	0.596	0.654
mobilization	մոբիլիզացիա	0.688	0.720	0.787
mobilize	մոբիլիզացնել	0.604	0.684	0.727
mobster	մոբստեր	0.188	0.870	0.638
mocha	mocha	0.500	0.396	0.311
mock	ծաղրածու	0.360	0.606	0.618
mocked	ծաղրել	0.225	0.746	0.204
mockery	ծաղրանքը	0.094	0.806	0.181
mocking	ծաղրում են	0.082	0.755	0.394
mockingbird	ծաղրանկարչություն	0.513	0.337	0.423
mod	ռեժիմ	0.458	0.367	0.384
modal	մոդալ	0.592	0.264	0.461
modality	մոդալություն	0.633	0.404	0.527
mode	ռեժիմում	0.531	0.185	0.367
model	մոդել	0.607	0.388	0.723
modeler	մոդերատոր	0.500	0.510	0.730
modeling	մոդելավորում	0.684	0.404	0.490
modem	մոդեմ	0.573	0.355	0.500
moderate	չափավոր	0.582	0.190	0.453
moderate anticipation	չափավոր ակնկալիք	0.667	0.451	0.574
moderate disgust	չափավոր զզվելի	0.229	0.558	0.381
moderate negative	չափավոր բացասական	0.177	0.500	0.306
moderate positive	չափավոր դրական	0.896	0.453	0.753
moderate surprise	չափավոր անակնկալ	0.776	0.663	0.637
moderate trust	չափավոր վստահություն	0.677	0.350	0.773
moderately	չափավոր	0.604	0.264	0.500
moderating	Մոդերատոր	0.667	0.402	0.783
moderation	չափավորություն	0.531	0.240	0.453
moderator	մոդերատոր	0.519	0.354	0.802
modern	ժամանակակից	0.855	0.423	0.691
modernism	մոդեռնիզմ	0.760	0.553	0.703
modest	համեստ	0.760	0.130	0.412
modesty	համեստություն	0.778	0.240	0.500
modicum	Մոդիկիկ	0.234	0.417	0.327
modifiable	փոփոխական	0.541	0.422	0.373
modification	փոփոխություն	0.480	0.520	0.625
modified	փոփոխված	0.561	0.458	0.693
modify	փոփոխել	0.458	0.584	0.625
modulate	մոդուլում	0.673	0.343	0.555
modulation	մոդուլյացիա	0.458	0.365	0.565
module	մոդուլը	0.582	0.388	0.571
modulus	մոդուլ	0.622	0.304	0.481
mogul	mogul	0.510	0.652	0.865
moiety	կիսամյակ	0.378	0.343	0.454
moist	խոնավ	0.470	0.316	0.386
moisture	խոնավություն	0.406	0.398	0.327
moisturizer	խոնավեցնող միջոց	0.750	0.280	0.386
molar	մոլերային	0.544	0.426	0.350
molasses	մկաններ	0.490	0.269	0.286
mold	բորբոս	0.330	0.274	0.402
molded	ձեւավորվել	0.667	0.361	0.373
molding	համաձուլվածքներ	0.552	0.308	0.546
moldy	խառնաշփոթ	0.235	0.387	0.250
mole	մոլ	0.436	0.377	0.352
molecular	մոլեկուլային	0.495	0.440	0.536
molecule	մոլեկուլ	0.531	0.259	0.375
molest	մոլեստ	0.133	0.816	0.319
molestation	հալածանք	0.102	0.808	0.407
molester	մոլեստեր	0.143	0.811	0.478
molten	հալեց	0.417	0.490	0.339
mom	մայրիկ	0.927	0.336	0.639
moment	պահը	0.604	0.435	0.509
momentary	ժամանակավոր	0.562	0.271	0.330
momentous	կարեւորը	0.792	0.587	0.760
momentum	թափանցիկություն	0.663	0.750	0.688
momma	մայրը	0.833	0.412	0.527
mommy	մայրիկ	0.854	0.353	0.422
monad	մոնադ	0.510	0.482	0.451
monarch	միապետ	0.583	0.559	0.870
monarchy	միապետություն	0.450	0.557	0.870
monastery	վանք	0.694	0.183	0.726
monastic	վանական	0.438	0.314	0.676
monetary	դրամ	0.583	0.494	0.716
money	դրամ	0.844	0.608	0.827
mongoloid	մոնոլոիդ	0.177	0.364	0.317
mongoose	մոնոուզ	0.327	0.380	0.546
mongrel	մոնղոլ	0.425	0.438	0.395
monitor	մոնիտոր	0.490	0.298	0.538
monk	վանական	0.472	0.208	0.439
monkey	կապիկ	0.548	0.449	0.283
mono	NO TRANSLATION	0.500	0.390	0.273
monochrome	monochrome	0.312	0.292	0.339
monogamous	monogamous	0.510	0.335	0.402
monogamy	մոնոգամիա	0.542	0.380	0.455
monogram	մոնոգրամ	0.480	0.210	0.425
monogrammed	monogrammed	0.503	0.270	0.402
monograph	մոնոգրամ	0.500	0.242	0.481
monolayer	մոնոլայեր	0.427	0.294	0.433
monolith	մոնոլիտ	0.429	0.327	0.500
monologue	մենախոսություն	0.500	0.284	0.534
monopolist	մոնոպոլիստ	0.330	0.590	0.725
monopoly	մենաշնորհը	0.449	0.509	0.640
monotonous	միապաղաղ	0.354	0.221	0.400
monotony	միաբանություն	0.398	0.135	0.353
monoxide	մոնօքսիդ	0.433	0.430	0.490
monsieur	մոնյոր	0.552	0.340	0.623
monsoon	մուսոն	0.358	0.600	0.481
monster	հրեշը	0.133	0.935	0.596
monstrosity	հրեշավորություն	0.094	0.933	0.611
monstrous	հրեշավոր	0.094	0.942	0.649
montage	մոնտաժը	0.438	0.520	0.388
monte	մոնտե	0.589	0.330	0.391
month	ամիս	0.688	0.255	0.411
monthly	ամսական	0.622	0.314	0.364
monument	հուշարձան	0.833	0.404	0.811
monumental	մոնումենտալ	0.656	0.594	0.955
moo	moo	0.438	0.355	0.300
mooch	մոխրագույն	0.378	0.413	0.309
mood	տրամադրություն	0.720	0.500	0.500
moods	տրամադրություններ	0.578	0.633	0.491
moody	մռայլ	0.245	0.811	0.595
moon	լուսինը	0.673	0.233	0.547
moonbeam	լուսնային մղոն	0.700	0.290	0.491
moonlight	լուսնային լույս	0.865	0.264	0.409
moonlit	moonlit	0.873	0.269	0.508
moonshine	moonshine	0.633	0.389	0.491
moonstruck	moonstruck	0.583	0.438	0.407
moonwalk	մունգալվալ	0.615	0.586	0.525
moor	մառախուղ	0.311	0.464	0.378
moored	ծածկված	0.344	0.500	0.417
mooring	լողավազանում	0.323	0.490	0.444
moorings	ճոպաններ	0.406	0.500	0.516
moorland	մառախուղ	0.490	0.370	0.456
moose	մոխրագույն	0.648	0.373	0.318
moot	մոտն	0.344	0.500	0.615
mooted	mooted	0.388	0.580	0.463
mop	մոպ	0.396	0.442	0.296
mope	ծաղրածու	0.406	0.309	0.345
moped	մոպեդ	0.582	0.582	0.554
moral	բարոյական	0.700	0.459	0.796
morale	բարոյական վիճակ	0.729	0.158	0.792
morality	բարոյականությունը	0.750	0.408	0.759
morals	բարոյականությունը	0.646	0.430	0.611
morass	մարգարտ	0.387	0.348	0.375
moratorium	մորատորիում	0.337	0.427	0.373
moray	ահա	0.510	0.402	0.463
morbid	հիվանդը	0.090	0.833	0.395
morbidity	հիվանդություն	0.370	0.630	0.443
morbidness	հիվանդություն	0.120	0.694	0.339
mores	մորեսներ	0.582	0.317	0.684
morgue	մորգ	0.022	0.539	0.241
moribund	մաշկը	0.083	0.488	0.167
morn	ցերեկը	0.542	0.284	0.345
morning	առավոտյան	0.688	0.235	0.444
moron	ապուշ	0.133	0.587	0.183
moronic	բարոյական	0.122	0.500	0.224
morose	Մորոզե	0.240	0.663	0.264
morph	morph	0.448	0.469	0.451
morphine	մորֆին	0.229	0.490	0.496
morphism	մորֆիզմ	0.398	0.549	0.386
morphology	մորֆոլոգիա	0.516	0.373	0.639
morrow	վաղը	0.708	0.314	0.490
morsel	կեսօրին	0.490	0.296	0.400
mortal	մահկանացու	0.196	0.786	0.510
mortality	մահացությունը	0.229	0.726	0.518
mortar	հավանգ	0.333	0.627	0.562
mortgage	հիփոթեք	0.255	0.408	0.537
mortgagee	գրավատուն	0.418	0.633	0.723
mortgagor	գրավատուն	0.431	0.522	0.490
mortician	հեծանվորդ	0.104	0.429	0.275
mortification	սպանություն	0.135	0.644	0.404
mortified	մեռած	0.073	0.731	0.270
mortuary	մարգարե	0.133	0.606	0.427
mosaic	մոզաիկա	0.635	0.250	0.302
mosey	Միսս	0.521	0.402	0.330
mosque	մզկիթ	0.542	0.352	0.528
mosquito	մժեղ	0.229	0.400	0.198
moss	մոխր	0.235	0.270	0.245
mossy	մոխրագույն	0.375	0.329	0.286
mote	NO TRANSLATION	0.375	0.388	0.260
motel	մոթել	0.531	0.372	0.450
moth	ցեց	0.323	0.350	0.196
mother	մայրը	0.931	0.408	0.725
motherfucker	Մայրիկ	0.122	0.827	0.351
motherfucking	Մեդիսոն Պարկեր	0.071	0.823	0.373
motherhood	մայրություն	0.844	0.546	0.667
motherland	հայրենիք	0.677	0.375	0.731
motherless	Մայրիկ	0.163	0.541	0.337
motherly	Մայրիկ	0.927	0.324	0.710
motif	Մոտիվ	0.688	0.481	0.527
motion	շարժումը	0.667	0.538	0.657
motionless	շարժական	0.323	0.210	0.246
motivate	դրդել	0.812	0.776	0.873
motivating	հորդորելով	0.958	0.820	0.787
motivation	Մոտիվացիա	0.854	0.784	0.802
motivational	մոտիվացիան	0.906	0.646	0.858
motive	պատճառաբանությամբ	0.667	0.588	0.663
motley	մոխրագույն	0.480	0.398	0.412
motor	շարժիչը	0.531	0.551	0.648
motorbike	Մոտոցիկլետներ	0.552	0.608	0.616
motorboat	Մոտորանավակ	0.677	0.500	0.390
motorcade	ավտոարտադրող	0.708	0.730	0.593
motorcar	ավտոմեքենա	0.694	0.565	0.682
motorcycle	մոտոցիկլ	0.677	0.764	0.713
motorist	ավտովարորդ	0.562	0.663	0.578
motte	Մոտ	0.481	0.389	0.370
mottled	շփոթված	0.380	0.336	0.295
motto	կարգախոսը	0.688	0.317	0.439
mould	բորբոս	0.357	0.176	0.246
mound	գունդը	0.520	0.481	0.509
mount	լեռը	0.500	0.292	0.348
mountain	լեռը	0.698	0.408	0.649
mountaineer	ալպինիստ	0.635	0.774	0.535
mountainous	լեռնային	0.635	0.519	0.612
mountains	լեռները	0.766	0.433	0.569
mountaintop	Սարի գագաթ	0.653	0.541	0.713
mourn	սգում	0.056	0.583	0.150
mournful	ցնցող	0.180	0.441	0.188
mourning	սուգ	0.177	0.490	0.266
mouse	մկնիկը	0.427	0.441	0.206
mousetrap	մառախուղ	0.180	0.643	0.330
mousse	մուսս	0.604	0.336	0.368
moustache	Բեղ	0.470	0.236	0.409
mousy	մեղմ	0.480	0.413	0.339
mouth	բերանը	0.734	0.294	0.336
mouthful	բերանիկ	0.609	0.565	0.389
mouthpiece	խոսափող	0.573	0.346	0.393
mouthwash	բերանի լվացում	0.438	0.385	0.352
movable	շարժական	0.469	0.509	0.500
move	շարժվել	0.656	0.647	0.670
movement	շարժումը	0.656	0.654	0.658
mover	շարժիչ	0.615	0.539	0.466
movie	ֆիլմը	0.792	0.560	0.471
movies	Ֆիլմեր	0.724	0.426	0.472
moving	շարժվում	0.479	0.673	0.358
